time,Cleveland,pts.away,score,pts.home,Detroit
5:23.0,R. Jefferson makes 3-pt shot from 26 ft (assist by T. Thompson),3,14-10,,
5:08.0,,,14-10,,T. Harris misses 2-pt shot from 17 ft
5:07.0,Defensive rebound by R. Jefferson,,14-10,,
4:53.0,K. Irving makes 2-pt shot from 7 ft,2,16-10,,
4:39.0,,,16-10,,K. Caldwell-Pope misses 3-pt shot from 25 ft
4:39.0,Defensive rebound by R. Jefferson,,16-10,,
4:19.0,K. Irving makes 2-pt shot at rim,2,18-10,,
4:15.0,,,18-10,,Detroit full timeout
4:15.0,J. Smith enters the game for T. Thompson,,18-10,,
4:15.0,C. Frye enters the game for I. Shumpert,,18-10,,
4:15.0,,,18-10,,J. Leuer enters the game for A. Drummond
4:06.0,,,18-12,2,I. Smith makes 2-pt shot from 18 ft
3:44.0,K. Irving makes 2-pt shot at rim,2,20-12,,
3:26.0,,,20-12,,T. Harris misses 2-pt shot from 8 ft
3:25.0,Defensive rebound by C. Frye,,20-12,,
3:15.0,L. James makes 2-pt shot from 1 ft,2,22-12,,
2:55.0,,,22-12,,S. Johnson misses 3-pt shot from 26 ft
2:54.0,Defensive rebound by R. Jefferson,,22-12,,
2:46.0,K. Irving makes 3-pt shot from 26 ft (assist by L. James),3,25-12,,
2:18.0,,,25-12,,T. Harris misses 2-pt shot from 5 ft
2:17.0,Defensive rebound by L. James,,25-12,,
1:55.0,L. James makes 2-pt shot at rim (assist by K. Irving),2,27-12,,
1:55.0,Technical foul by L. James,,27-12,,
1:55.0,Cleveland full timeout,,27-12,,
1:55.0,,,27-13,1,K. Caldwell-Pope makes technical free throw
1:55.0,I. Shumpert enters the game for L. James,,27-12,,
1:55.0,D. Williams enters the game for R. Jefferson,,27-12,,
1:55.0,,,27-12,,M. Morris enters the game for T. Harris
1:42.0,,,27-15,2,K. Caldwell-Pope makes 2-pt shot from 19 ft (assist by M. Morris)
1:25.0,J. Smith misses 3-pt shot from 25 ft,,27-15,,
1:25.0,,,27-15,,Defensive rebound by M. Morris
1:18.0,,,27-17,2,I. Smith makes 2-pt shot from 1 ft
1:01.0,C. Frye misses 3-pt shot from 27 ft,,27-17,,
1:01.0,,,27-17,,Defensive rebound by S. Johnson
0:50.0,,,27-17,,S. Johnson misses 3-pt shot from 27 ft
0:49.0,Defensive rebound by D. Williams,,27-17,,
0:33.0,D. Williams misses 3-pt shot from 26 ft,,27-17,,
0:32.0,,,27-17,,Defensive rebound by I. Smith
0:25.0,,,27-19,2,M. Morris makes 2-pt shot from 1 ft (assist by I. Smith)
0:04.0,D. Williams makes 2-pt shot at rim (assist by K. Irving),2,29-19,,
0:00.0,,,29-22,3,I. Smith makes 3-pt shot from 26 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,J. Smith misses 3-pt shot from 24 ft,,29-22,,
11:47.0,,,29-22,,Defensive rebound by M. Morris
11:31.0,,,29-22,,M. Morris misses 2-pt shot from 19 ft
11:31.0,Defensive rebound by L. James,,29-22,,
11:18.0,D. Williams misses 3-pt shot from 23 ft,,29-22,,
11:18.0,,,29-22,,Defensive rebound by A. Drummond
11:00.0,,,29-24,2,M. Morris makes 2-pt shot at rim (assist by J. Leuer)
10:45.0,,,29-24,,Personal foul by R. Bullock (drawn by D. Williams)
10:31.0,L. James misses 2-pt shot from 17 ft,,29-24,,
10:30.0,,,29-24,,Defensive rebound by A. Drummond
10:23.0,,,29-24,,Shooting foul by D. Williams (drawn by R. Jackson)
10:23.0,,,29-25,1,R. Jackson makes free throw 1 of 2
10:23.0,,,29-26,1,R. Jackson makes free throw 2 of 2
10:23.0,I. Shumpert enters the game for J. Smith,,29-25,,
10:14.0,L. James makes 2-pt shot at rim (assist by D. Williams),2,31-26,,
9:57.0,,,31-26,,M. Morris misses 3-pt shot from 24 ft
9:57.0,Defensive rebound by C. Frye,,31-26,,
9:54.0,Turnover by L. James (bad pass; steal by R. Bullock),,31-26,,
9:44.0,,,31-28,2,A. Drummond makes 2-pt shot at rim (assist by R. Bullock)
9:44.0,,,31-28,,Shooting foul by C. Frye (drawn by A. Drummond)
9:44.0,,,31-28,,A. Drummond misses free throw 1 of 1
9:43.0,Defensive rebound by L. James,,31-28,,
9:30.0,,,31-28,,Def 3 sec tech foul by J. Leuer
9:30.0,D. Williams makes technical free throw,1,32-28,,
9:21.0,L. James makes 2-pt shot at rim (assist by D. Williams),2,34-28,,
9:21.0,Shooting foul by R. Jackson (drawn by L. James),,34-28,,
9:21.0,L. James makes free throw 1 of 1,1,35-28,,
9:21.0,R. Jefferson enters the game for D. Williams,,34-28,,
9:09.0,,,35-28,,R. Jackson misses 2-pt shot from 20 ft
9:08.0,Defensive rebound by L. James,,35-28,,
8:42.0,I. Shumpert makes 2-pt shot from 21 ft,2,37-28,,
8:22.0,,,37-28,,M. Morris misses 2-pt shot from 11 ft
8:22.0,,,37-28,,Offensive rebound by A. Drummond
8:16.0,,,37-28,,J. Leuer misses 2-pt shot from 15 ft
8:16.0,Defensive rebound by C. Frye,,37-28,,
8:12.0,Shooting foul by M. Morris (drawn by L. James),,37-28,,
8:12.0,Official timeout,,37-28,,
8:12.0,L. James misses free throw 1 of 2,,37-28,,
8:12.0,Offensive rebound by Team,,37-28,,
8:12.0,L. James makes free throw 2 of 2,1,38-28,,
8:12.0,,,37-28,,T. Harris enters the game for J. Leuer
7:52.0,,,38-30,2,A. Drummond makes 2-pt shot from 9 ft (assist by M. Morris)
7:30.0,C. Frye misses 3-pt shot from 24 ft,,38-30,,
7:30.0,,,38-30,,Defensive rebound by A. Drummond
7:24.0,,,38-30,,R. Bullock misses 3-pt shot from 26 ft
7:23.0,Defensive rebound by L. James,,38-30,,
7:06.0,L. James misses 3-pt shot from 26 ft,,38-30,,
7:05.0,,,38-30,,Defensive rebound by R. Bullock
7:00.0,,,38-30,,Turnover by R. Jackson (bad pass; steal by C. Frye)
6:54.0,Turnover by L. James (lost ball; steal by M. Morris),,38-30,,
6:44.0,,,38-32,2,T. Harris makes 2-pt shot at rim (assist by R. Jackson)
6:36.0,Cleveland full timeout,,38-32,,
6:36.0,T. Thompson enters the game for L. James,,38-32,,
6:36.0,K. Irving enters the game for C. Frye,,38-32,,
6:20.0,R. Jefferson misses 2-pt shot from 3 ft (block by T. Harris),,38-32,,
6:20.0,,,38-32,,Defensive rebound by Team
6:08.0,,,38-34,2,R. Jackson makes 2-pt shot from 8 ft
5:49.0,K. Irving makes 2-pt shot from 10 ft,2,40-34,,
5:39.0,,,40-34,,R. Bullock misses 2-pt shot at rim
5:38.0,,,40-34,,Offensive rebound by A. Drummond
5:36.0,,,40-36,2,A. Drummond makes 2-pt shot at rim
5:25.0,Shooting foul by R. Jackson (drawn by K. Irving),,40-36,,
5:25.0,K. Irving makes 2-pt shot at rim,2,42-36,,
5:25.0,K. Irving makes free throw 1 of 1,1,43-36,,
5:25.0,,,42-36,,I. Smith enters the game for R. Jackson
5:25.0,,,42-36,,K. Caldwell-Pope enters the game for R. Bullock
5:06.0,,,43-36,,A. Drummond misses 2-pt shot from 9 ft
5:04.0,Defensive rebound by T. Thompson,,43-36,,
4:56.0,K. Irving misses 3-pt shot from 26 ft,,43-36,,
4:56.0,,,43-36,,Defensive rebound by Team
4:37.0,,,43-36,,I. Smith misses 2-pt shot at rim
4:37.0,,,43-36,,Offensive rebound by Team
4:37.0,J. Smith enters the game for D. Williams,,43-36,,
4:22.0,,,43-38,2,I. Smith makes 2-pt shot from 5 ft
3:58.0,K. Irving makes 2-pt shot from 22 ft,2,45-38,,
3:58.0,Shooting foul by K. Caldwell-Pope (drawn by K. Irving),,45-38,,
3:58.0,K. Irving makes free throw 1 of 1,1,46-38,,
3:38.0,,,46-41,3,K. Caldwell-Pope makes 3-pt shot from 26 ft (assist by T. Harris)
3:14.0,K. Irving misses 2-pt shot from 8 ft,,46-41,,
3:14.0,,,46-41,,Defensive rebound by I. Smith
3:09.0,,,46-43,2,T. Harris makes 2-pt shot from 1 ft (assist by I. Smith)
3:08.0,Cleveland full timeout,,46-43,,
3:08.0,L. James enters the game for R. Jefferson,,46-43,,
3:08.0,,,46-43,,S. Johnson enters the game for M. Morris
2:59.0,,,46-43,,Def 3 sec tech foul by A. Drummond
2:59.0,,,46-43,,Detroit full timeout
2:59.0,K. Irving misses technical free throw,,46-43,,
2:59.0,Offensive rebound by Team,,46-43,,
2:49.0,Turnover by K. Irving (bad pass; steal by S. Johnson),,46-43,,
2:45.0,,,46-45,2,S. Johnson makes 2-pt shot at rim
2:24.0,J. Smith makes 3-pt shot from 25 ft (assist by L. James),3,49-45,,
2:13.0,,,49-45,,Turnover by A. Drummond (bad pass; steal by L. James)
2:07.0,L. James makes 2-pt shot at rim,2,51-45,,
1:54.0,,,51-45,,Offensive foul by S. Johnson
1:54.0,,,51-45,,Turnover by S. Johnson (offensive foul)
1:43.0,,,51-45,,Personal foul by A. Drummond (drawn by L. James)
1:43.0,L. James makes free throw 1 of 2,1,52-45,,
1:43.0,L. James misses free throw 2 of 2,,52-45,,
1:43.0,,,52-45,,A. Baynes enters the game for A. Drummond
1:43.0,,,52-45,,M. Morris enters the game for S. Johnson
1:41.0,,,52-45,,Defensive rebound by M. Morris
1:26.0,,,52-47,2,I. Smith makes 2-pt shot from 13 ft
1:10.0,J. Smith misses 3-pt shot from 27 ft,,52-47,,
1:10.0,,,52-47,,Defensive rebound by I. Smith
1:02.0,,,52-50,3,M. Morris makes 3-pt shot from 26 ft (assist by I. Smith)
0:42.0,Turnover by I. Shumpert (lost ball; steal by I. Smith),,52-50,,
0:37.0,,,52-53,3,K. Caldwell-Pope makes 3-pt shot from 26 ft
0:26.0,L. James misses 2-pt shot from 21 ft,,52-53,,
0:26.0,Offensive rebound by L. James,,52-53,,
0:23.0,L. James misses 3-pt shot from 26 ft,,52-53,,
0:23.0,,,52-53,,Defensive rebound by T. Harris
0:04.0,,,52-53,,Shooting foul by J. Smith (drawn by T. Harris)
0:04.0,,,52-54,1,T. Harris makes free throw 1 of 2
0:04.0,,,52-55,1,T. Harris makes free throw 2 of 2
0:01.0,J. Smith misses 2-pt shot from 1 ft,,52-55,,
0:00.0,,,52-55,,Defensive rebound by A. Baynes
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,R. Jefferson makes 2-pt shot from 1 ft (assist by L. James),2,54-55,,
11:33.0,,,54-57,2,A. Drummond makes 2-pt shot at rim (assist by K. Caldwell-Pope)
11:14.0,I. Shumpert misses 2-pt shot from 9 ft,,54-57,,
11:14.0,Offensive rebound by T. Thompson,,54-57,,
11:09.0,T. Thompson misses 2-pt shot at rim,,54-57,,
11:08.0,,,54-57,,Defensive rebound by A. Drummond
11:00.0,,,54-57,,T. Harris misses 3-pt shot from 23 ft
11:00.0,Defensive rebound by K. Irving,,54-57,,
10:38.0,K. Irving misses 2-pt shot from 2 ft,,54-57,,
10:38.0,Offensive rebound by Team,,54-57,,
10:38.0,Turnover by Team (shot clock),,54-57,,
10:15.0,,,54-59,2,T. Harris makes 2-pt shot from 11 ft
9:59.0,T. Thompson misses 2-pt shot from 6 ft,,54-59,,
9:59.0,Offensive rebound by L. James,,54-59,,
9:58.0,L. James misses 2-pt shot from 3 ft,,54-59,,
9:57.0,,,54-59,,Defensive rebound by A. Drummond
9:47.0,,,54-59,,M. Morris misses 3-pt shot from 25 ft
9:47.0,Defensive rebound by R. Jefferson,,54-59,,
9:37.0,Shooting foul by R. Jackson (drawn by K. Irving),,54-59,,
9:37.0,K. Irving misses free throw 1 of 2,,54-59,,
9:37.0,Offensive rebound by Team,,54-59,,
9:37.0,K. Irving makes free throw 2 of 2,1,55-59,,
9:21.0,,,55-61,2,A. Drummond makes 2-pt shot from 7 ft
9:10.0,I. Shumpert misses 3-pt shot from 26 ft,,55-61,,
9:10.0,,,55-61,,Defensive rebound by M. Morris
9:03.0,,,55-61,,Turnover by R. Jackson (bad pass)
8:48.0,K. Irving makes 2-pt shot from 1 ft (assist by T. Thompson),2,57-61,,
8:48.0,Shooting foul by T. Harris (drawn by K. Irving),,57-61,,
8:48.0,K. Irving makes free throw 1 of 1,1,58-61,,
8:40.0,,,58-61,,Shooting foul by R. Jefferson (drawn by T. Harris)
8:40.0,,,58-62,1,T. Harris makes free throw 1 of 2
8:40.0,,,58-63,1,T. Harris makes free throw 2 of 2
8:19.0,Turnover by I. Shumpert (bad pass; steal by M. Morris),,58-63,,
8:03.0,,,58-63,,A. Drummond misses 2-pt shot from 7 ft
8:03.0,,,58-63,,Offensive rebound by Team
7:54.0,,,58-66,3,R. Jackson makes 3-pt shot from 23 ft (assist by M. Morris)
7:38.0,L. James misses 3-pt shot from 27 ft,,58-66,,
7:38.0,,,58-66,,Defensive rebound by R. Jackson
7:31.0,,,58-66,,K. Caldwell-Pope misses 3-pt shot from 23 ft
7:30.0,Defensive rebound by R. Jefferson,,58-66,,
7:16.0,K. Irving misses 3-pt shot from 23 ft,,58-66,,
7:16.0,,,58-66,,Defensive rebound by T. Harris
7:05.0,,,58-66,,Shooting foul by R. Jefferson (drawn by M. Morris)
7:05.0,,,58-67,1,M. Morris makes free throw 1 of 2
7:05.0,,,58-68,1,M. Morris makes free throw 2 of 2
6:50.0,L. James misses 3-pt shot from 25 ft,,58-68,,
6:47.0,,,58-68,,Defensive rebound by Team
6:47.0,Personal foul by T. Thompson (drawn by R. Jackson),,58-68,,
6:47.0,C. Frye enters the game for T. Thompson,,58-68,,
6:35.0,,,58-68,,R. Jackson misses 2-pt shot from 19 ft
6:35.0,Defensive rebound by C. Frye,,58-68,,
6:35.0,,,58-68,,Personal foul by A. Drummond (drawn by C. Frye)
6:21.0,L. James makes 2-pt shot from 1 ft,2,60-68,,
6:00.0,,,60-68,,M. Morris misses 3-pt shot from 26 ft
6:00.0,Defensive rebound by Team,,60-68,,
6:00.0,,,60-68,,A. Baynes enters the game for A. Drummond
5:39.0,C. Frye makes 3-pt shot from 25 ft (assist by R. Jefferson),3,63-68,,
5:35.0,,,63-68,,Detroit full timeout
5:35.0,,,63-68,,I. Smith enters the game for T. Harris
5:35.0,,,63-68,,J. Leuer enters the game for R. Jackson
5:29.0,Personal foul by I. Shumpert (drawn by A. Baynes),,63-68,,
5:22.0,,,63-68,,I. Smith misses 2-pt shot from 18 ft
5:22.0,Defensive rebound by R. Jefferson,,63-68,,
5:07.0,C. Frye makes 3-pt shot from 26 ft (assist by L. James),3,66-68,,
4:53.0,,,66-68,,K. Caldwell-Pope misses 3-pt shot from 26 ft
4:52.0,Defensive rebound by Team,,66-68,,
4:41.0,C. Frye makes 3-pt shot from 25 ft (assist by L. James),3,69-68,,
4:34.0,,,69-68,,Detroit full timeout
4:34.0,,,69-68,,T. Harris enters the game for A. Baynes
4:28.0,,,69-68,,Shooting foul by K. Irving (drawn by I. Smith)
4:28.0,,,69-68,,I. Smith misses free throw 1 of 2
4:28.0,,,69-68,,Offensive rebound by Team
4:28.0,,,69-69,1,I. Smith makes free throw 2 of 2
4:11.0,I. Shumpert misses 3-pt shot from 26 ft,,69-69,,
4:11.0,Offensive rebound by L. James,,69-69,,
4:05.0,R. Jefferson makes 2-pt shot at rim (assist by L. James),2,71-69,,
3:39.0,,,71-69,,I. Smith misses 2-pt shot from 17 ft
3:39.0,Defensive rebound by C. Frye,,71-69,,
3:25.0,,,71-69,,Violation by M. Morris (kicked ball)
3:12.0,Offensive foul by L. James,,71-69,,
3:12.0,Turnover by L. James (offensive foul),,71-69,,
2:54.0,,,71-69,,K. Caldwell-Pope misses 2-pt shot from 15 ft
2:54.0,Defensive rebound by C. Frye,,71-69,,
2:44.0,Shooting foul by J. Leuer (drawn by L. James),,71-69,,
2:44.0,Cleveland full timeout,,71-69,,
2:44.0,L. James makes free throw 1 of 2,1,72-69,,
2:44.0,L. James makes free throw 2 of 2,1,73-69,,
2:44.0,D. Williams enters the game for K. Irving,,71-69,,
2:44.0,,,71-69,,S. Johnson enters the game for M. Morris
2:24.0,,,73-69,,T. Harris misses 2-pt shot from 6 ft
2:23.0,Defensive rebound by L. James,,73-69,,
2:16.0,Shooting foul by S. Johnson (drawn by R. Jefferson),,73-69,,
2:16.0,R. Jefferson makes free throw 1 of 2,1,74-69,,
2:16.0,R. Jefferson makes free throw 2 of 2,1,75-69,,
2:16.0,J. Smith enters the game for I. Shumpert,,74-69,,
1:52.0,,,75-71,2,T. Harris makes 2-pt shot from 1 ft (assist by S. Johnson)
1:31.0,L. James makes 2-pt shot at rim,2,77-71,,
1:14.0,,,77-73,2,S. Johnson makes 2-pt shot at rim (assist by K. Caldwell-Pope)
1:14.0,,,77-73,,Shooting foul by R. Jefferson (drawn by S. Johnson)
1:14.0,,,77-73,,S. Johnson misses free throw 1 of 1
1:14.0,,,77-73,,A. Baynes enters the game for J. Leuer
1:12.0,Defensive rebound by C. Frye,,77-73,,
0:56.0,J. Smith misses 3-pt shot from 26 ft,,77-73,,
0:56.0,,,77-73,,Defensive rebound by S. Johnson
0:42.0,,,77-73,,I. Smith misses 2-pt shot at rim
0:41.0,Defensive rebound by J. Smith,,77-73,,
0:23.0,C. Frye makes 3-pt shot from 24 ft (assist by L. James),3,80-73,,
0:03.0,,,80-73,,T. Harris misses 2-pt shot from 18 ft
0:03.0,Defensive rebound by C. Frye,,80-73,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,80-75,2,R. Jackson makes 2-pt shot from 10 ft
11:30.0,K. Irving misses 2-pt shot from 7 ft,,80-75,,
11:29.0,,,80-75,,Defensive rebound by T. Harris
11:09.0,,,80-75,,T. Harris misses 2-pt shot from 11 ft
11:09.0,Defensive rebound by K. Irving,,80-75,,
10:58.0,Turnover by D. Williams (bad pass; steal by R. Jackson),,80-75,,
10:50.0,,,80-78,3,R. Bullock makes 3-pt shot from 27 ft (assist by R. Jackson)
10:50.0,Cleveland full timeout,,80-78,,
10:26.0,J. Smith misses 3-pt shot from 26 ft,,80-78,,
10:25.0,,,80-78,,Defensive rebound by R. Bullock
10:19.0,,,80-80,2,A. Drummond makes 2-pt shot at rim (assist by R. Jackson)
9:51.0,D. Williams misses 3-pt shot from 25 ft,,80-80,,
9:50.0,,,80-80,,Defensive rebound by R. Bullock
9:37.0,,,80-80,,R. Jackson misses 2-pt shot from 8 ft
9:36.0,,,80-80,,Offensive rebound by R. Jackson
9:35.0,,,80-82,2,R. Jackson makes 2-pt shot from 1 ft
9:16.0,K. Irving misses 2-pt shot from 17 ft,,80-82,,
9:13.0,,,80-82,,Defensive rebound by S. Johnson
9:10.0,,,80-82,,Turnover by R. Jackson (bad pass; steal by D. Williams)
8:55.0,K. Irving misses 3-pt shot from 27 ft,,80-82,,
8:55.0,,,80-82,,Defensive rebound by A. Drummond
8:47.0,,,80-84,2,A. Drummond makes 2-pt shot at rim (assist by R. Jackson)
8:47.0,Cleveland full timeout,,80-84,,
8:35.0,Shooting foul by S. Johnson (drawn by T. Thompson),,80-84,,
8:35.0,T. Thompson misses free throw 1 of 2,,80-84,,
8:35.0,Offensive rebound by Team,,80-84,,
8:35.0,T. Thompson misses free throw 2 of 2,,80-84,,
8:35.0,,,80-84,,Defensive rebound by S. Johnson
8:28.0,,,80-84,,Shooting foul by T. Thompson (drawn by S. Johnson)
8:28.0,,,80-85,1,S. Johnson makes free throw 1 of 2
8:28.0,,,80-86,1,S. Johnson makes free throw 2 of 2
8:28.0,L. James enters the game for D. Williams,,80-85,,
8:14.0,D. Williams makes 3-pt shot from 25 ft (assist by L. James),3,83-86,,
7:59.0,,,83-86,,R. Jackson misses 2-pt shot from 6 ft
7:57.0,,,83-86,,Offensive rebound by A. Drummond
7:54.0,,,83-88,2,A. Drummond makes 2-pt shot at rim
7:32.0,T. Thompson makes 2-pt shot at rim (assist by K. Irving),2,85-88,,
7:17.0,,,85-90,2,R. Jackson makes 2-pt shot from 8 ft
6:58.0,J. Smith misses 3-pt shot from 23 ft,,85-90,,
6:57.0,,,85-90,,Defensive rebound by A. Drummond
6:43.0,,,85-92,2,R. Jackson makes 2-pt shot from 17 ft
6:22.0,T. Thompson makes 2-pt shot at rim (assist by D. Williams),2,87-92,,
6:01.0,,,87-94,2,T. Harris makes 2-pt shot from 6 ft (assist by R. Jackson)
5:37.0,J. Smith misses 3-pt shot from 24 ft,,87-94,,
5:37.0,,,87-94,,Defensive rebound by R. Bullock
5:36.0,Loose ball foul by T. Thompson (drawn by R. Bullock),,87-94,,
5:36.0,Official timeout,,87-94,,
5:36.0,R. Jefferson enters the game for T. Thompson,,87-94,,
5:36.0,I. Shumpert enters the game for J. Smith,,87-94,,
5:36.0,C. Frye enters the game for D. Williams,,87-94,,
5:23.0,,,87-96,2,S. Johnson makes 2-pt shot from 17 ft (assist by A. Drummond)
5:06.0,L. James misses 3-pt shot from 27 ft,,87-96,,
5:05.0,,,87-96,,Defensive rebound by S. Johnson
4:50.0,,,87-96,,S. Johnson misses 3-pt shot from 25 ft
4:50.0,,,87-96,,Offensive rebound by T. Harris
4:33.0,,,87-96,,T. Harris misses 3-pt shot from 26 ft
4:33.0,Defensive rebound by I. Shumpert,,87-96,,
4:24.0,K. Irving makes 2-pt shot from 9 ft (assist by L. James),2,89-96,,
4:12.0,,,89-96,,T. Harris misses 2-pt shot from 11 ft
4:10.0,,,89-96,,Offensive rebound by T. Harris
4:10.0,,,89-96,,T. Harris misses 2-pt shot from 3 ft
4:08.0,,,89-96,,Offensive rebound by T. Harris
4:08.0,Loose ball foul by R. Jefferson (drawn by T. Harris),,89-96,,
4:08.0,,,89-96,,M. Morris enters the game for S. Johnson
4:08.0,,,89-96,,K. Caldwell-Pope enters the game for R. Bullock
3:55.0,,,89-96,,T. Harris misses 2-pt shot from 7 ft
3:55.0,Defensive rebound by L. James,,89-96,,
3:50.0,L. James makes 2-pt shot at rim,2,91-96,,
3:50.0,Shooting foul by M. Morris (drawn by L. James),,91-96,,
3:50.0,L. James misses free throw 1 of 1,,91-96,,
3:48.0,,,91-96,,Defensive rebound by A. Drummond
3:22.0,,,91-96,,R. Jackson misses 3-pt shot from 26 ft
3:22.0,,,91-96,,Offensive rebound by A. Drummond
3:19.0,,,91-98,2,A. Drummond makes 2-pt shot from 1 ft
3:05.0,R. Jefferson misses 3-pt shot from 24 ft,,91-98,,
3:05.0,,,91-98,,Defensive rebound by M. Morris
2:53.0,,,91-98,,M. Morris misses 3-pt shot from 23 ft
2:53.0,,,91-98,,Offensive rebound by A. Drummond
2:48.0,,,91-98,,A. Drummond misses 2-pt shot from 5 ft
2:48.0,Defensive rebound by C. Frye,,91-98,,
2:38.0,K. Irving makes 2-pt shot at rim (assist by I. Shumpert),2,93-98,,
2:17.0,,,93-101,3,K. Caldwell-Pope makes 3-pt shot from 23 ft (assist by A. Drummond)
1:56.0,I. Shumpert makes 3-pt shot from 23 ft (assist by L. James),3,96-101,,
1:34.0,,,96-101,,M. Morris misses 3-pt shot from 26 ft
1:33.0,Defensive rebound by L. James,,96-101,,
1:19.0,L. James makes 2-pt shot from 1 ft,2,98-101,,
0:55.0,,,98-103,2,R. Jackson makes 2-pt shot from 14 ft
0:55.0,Cleveland full timeout,,98-103,,
0:47.0,K. Irving misses 3-pt shot from 25 ft,,98-103,,
0:47.0,,,98-103,,Defensive rebound by T. Harris
0:22.0,,,98-103,,R. Jackson misses 2-pt shot from 2 ft
0:21.0,Defensive rebound by K. Irving,,98-103,,
0:20.0,D. Williams enters the game for C. Frye,,98-103,,
0:16.0,Turnover by R. Jefferson (offensive foul),,98-103,,
0:16.0,Offensive foul by R. Jefferson,,98-103,,
0:16.0,,,98-103,,J. Leuer enters the game for A. Drummond
0:15.0,Personal foul by R. Jefferson (drawn by T. Harris),,98-103,,
0:15.0,,,98-103,,T. Harris misses free throw 1 of 2
0:15.0,,,98-103,,Offensive rebound by Team
0:15.0,,,98-104,1,T. Harris makes free throw 2 of 2
0:15.0,C. Frye enters the game for R. Jefferson,,98-103,,
0:06.0,C. Frye makes 3-pt shot from 26 ft (assist by D. Williams),3,101-104,,
0:05.0,Personal foul by C. Frye (drawn by R. Jackson),,101-104,,
0:05.0,,,101-105,1,R. Jackson makes free throw 1 of 2
0:05.0,,,101-106,1,R. Jackson makes free throw 2 of 2
0:05.0,Cleveland full timeout,,101-106,,
0:05.0,D. Williams enters the game for D. Williams,,101-106,,
0:03.0,K. Irving misses 3-pt shot from 27 ft,,101-106,,
