time,Toronto,pts.away,score,pts.home,Milwaukee
5:28.0,S. Ibaka misses 2-pt shot from 19 ft,,9-11,,
5:26.0,,,9-11,,Defensive rebound by G. Antetokounmpo
5:07.0,,,9-11,,T. Snell misses 3-pt shot from 24 ft
5:06.0,Defensive rebound by D. DeRozan,,9-11,,
4:59.0,D. DeRozan makes 2-pt shot at rim,2,11-11,,
4:40.0,,,11-11,,Turnover by K. Middleton (lost ball; steal by D. DeRozan)
4:38.0,K. Lowry makes 2-pt shot from 1 ft,2,13-11,,
4:38.0,,,13-11,,Violation by G. Antetokounmpo (def goaltending)
4:31.0,,,13-11,,Turnover by G. Antetokounmpo (step out of bounds)
4:31.0,,,13-11,,M. Dellavedova enters the game for T. Maker
4:31.0,,,13-11,,G. Monroe enters the game for M. Brogdon
4:28.0,J. Valanciunas enters the game for S. Ibaka,,13-11,,
4:19.0,K. Lowry makes 2-pt shot from 1 ft,2,15-11,,
4:00.0,,,15-11,,Turnover by G. Monroe (bad pass)
3:41.0,Turnover by J. Valanciunas (lost ball),,15-11,,
3:27.0,,,15-13,2,G. Antetokounmpo makes 2-pt shot from 1 ft
3:16.0,Toronto full timeout,,15-13,,
3:16.0,C. Joseph enters the game for K. Lowry,,15-13,,
3:16.0,,,15-13,,M. Beasley enters the game for G. Antetokounmpo
3:04.0,D. DeRozan makes 2-pt shot from 13 ft,2,17-13,,
2:46.0,,,17-13,,G. Monroe misses 2-pt shot from 3 ft
2:44.0,Defensive rebound by P. Patterson,,17-13,,
2:39.0,Turnover by D. DeRozan (offensive foul),,17-13,,
2:39.0,Offensive charge foul by D. DeRozan,,17-13,,
2:39.0,K. Lowry enters the game for D. DeRozan,,17-13,,
2:29.0,Personal foul by J. Valanciunas (drawn by G. Monroe),,17-13,,
2:29.0,,,17-13,,G. Monroe misses free throw 1 of 2
2:29.0,,,17-13,,Offensive rebound by Team
2:29.0,,,17-14,1,G. Monroe makes free throw 2 of 2
2:04.0,P. Patterson misses 2-pt shot from 17 ft,,17-14,,
2:02.0,Offensive rebound by K. Lowry,,17-14,,
1:58.0,Shooting foul by G. Monroe (drawn by J. Valanciunas),,17-14,,
1:58.0,J. Valanciunas makes free throw 1 of 2,1,18-14,,
1:58.0,J. Valanciunas makes free throw 2 of 2,1,19-14,,
1:42.0,,,19-14,,M. Beasley misses 3-pt shot from 26 ft
1:42.0,Defensive rebound by Team,,19-14,,
1:32.0,C. Joseph misses 2-pt shot from 1 ft,,19-14,,
1:31.0,,,19-14,,Defensive rebound by G. Monroe
1:19.0,,,19-14,,G. Monroe misses 2-pt shot from 2 ft
1:17.0,Defensive rebound by J. Valanciunas,,19-14,,
1:05.0,C. Joseph misses 2-pt shot from 19 ft,,19-14,,
1:04.0,,,19-14,,Defensive rebound by K. Middleton
1:00.0,Personal block foul by P. Tucker,,19-14,,
1:00.0,,,19-14,,K. Middleton misses free throw 1 of 2
1:00.0,,,19-14,,Offensive rebound by Team
1:00.0,,,19-15,1,K. Middleton makes free throw 2 of 2
1:00.0,,,19-14,,J. Terry enters the game for T. Snell
0:36.0,Turnover by Team (shot clock),,19-15,,
0:31.0,,,19-17,2,K. Middleton makes 2-pt shot from 13 ft
0:24.0,P. Patterson misses 2-pt shot from 2 ft,,19-17,,
0:22.0,,,19-17,,Defensive rebound by G. Monroe
0:03.0,,,19-19,2,K. Middleton makes 2-pt shot from 15 ft
0:00.0,K. Lowry misses 3-pt shot from 70 ft,,19-19,,
0:00.0,Offensive rebound by Team,,19-19,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,J. Valanciunas makes 2-pt shot at rim (assist by P. Patterson),2,21-19,,
11:16.0,,,21-19,,M. Beasley misses 3-pt shot from 23 ft
11:15.0,,,21-19,,Offensive rebound by Team
11:15.0,,,21-19,,Turnover by Team (shot clock)
10:57.0,Turnover by J. Valanciunas (lost ball; steal by G. Monroe),,21-19,,
10:52.0,,,21-19,,Turnover by G. Antetokounmpo (bad pass; steal by D. Wright)
10:47.0,Turnover by D. Wright (lost ball; steal by G. Antetokounmpo),,21-19,,
10:34.0,,,21-21,2,M. Beasley makes 2-pt shot from 9 ft (assist by G. Monroe)
10:13.0,K. Lowry misses 2-pt shot from 14 ft,,21-21,,
10:10.0,,,21-21,,Defensive rebound by G. Antetokounmpo
10:08.0,,,21-21,,Turnover by G. Antetokounmpo (bad pass)
9:57.0,,,21-21,,Personal foul by J. Terry (drawn by D. Wright)
9:57.0,S. Ibaka enters the game for J. Valanciunas,,21-21,,
9:57.0,D. DeRozan enters the game for P. Patterson,,21-21,,
9:42.0,D. DeRozan misses 2-pt shot from 19 ft,,21-21,,
9:40.0,,,21-21,,Defensive rebound by M. Dellavedova
9:34.0,,,21-21,,G. Monroe misses 2-pt shot from 1 ft
9:32.0,Defensive rebound by S. Ibaka,,21-21,,
9:27.0,K. Lowry misses 3-pt shot from 25 ft,,21-21,,
9:25.0,,,21-21,,Defensive rebound by G. Antetokounmpo
9:14.0,,,21-21,,Shooting foul by S. Ibaka (drawn by G. Monroe)
9:14.0,,,21-22,1,G. Monroe makes free throw 1 of 2
9:14.0,,,21-23,1,G. Monroe makes free throw 2 of 2
9:00.0,,,21-23,,Personal foul by M. Beasley (drawn by D. DeRozan)
8:43.0,D. DeRozan makes 2-pt shot from 22 ft (assist by D. Wright),2,23-23,,
8:31.0,,,23-23,,M. Dellavedova misses 2-pt shot from 5 ft (block by D. Wright)
8:29.0,Defensive rebound by D. DeRozan,,23-23,,
8:29.0,,,23-23,,Personal take foul by M. Dellavedova (drawn by D. DeRozan)
8:29.0,Official timeout,,23-23,,
8:29.0,,,23-23,,T. Maker enters the game for M. Dellavedova
8:29.0,,,23-23,,M. Brogdon enters the game for G. Monroe
8:29.0,,,23-23,,T. Snell enters the game for M. Beasley
8:29.0,D. Carroll enters the game for K. Lowry,,23-23,,
8:29.0,C. Joseph enters the game for P. Tucker,,23-23,,
8:23.0,Turnover by C. Joseph (bad pass; steal by J. Terry),,23-23,,
8:20.0,,,23-25,2,J. Terry makes 2-pt shot from 1 ft
8:06.0,Turnover by C. Joseph (bad pass; steal by T. Maker),,23-25,,
8:01.0,,,23-25,,T. Maker misses 2-pt shot from 9 ft
7:59.0,,,23-25,,Offensive rebound by T. Snell
7:56.0,,,23-27,2,T. Snell makes 2-pt shot from 1 ft
7:47.0,Toronto full timeout,,23-27,,
7:35.0,D. DeRozan misses 2-pt shot from 19 ft,,23-27,,
7:34.0,,,23-27,,Defensive rebound by T. Maker
7:10.0,,,23-27,,M. Brogdon misses 2-pt shot from 23 ft (block by S. Ibaka)
7:08.0,Defensive rebound by D. DeRozan,,23-27,,
6:55.0,D. DeRozan makes 2-pt shot from 1 ft,2,25-27,,
6:55.0,Shooting foul by G. Antetokounmpo (drawn by D. DeRozan),,25-27,,
6:55.0,D. DeRozan makes free throw 1 of 1,1,26-27,,
6:40.0,,,26-29,2,G. Antetokounmpo makes 2-pt shot from 1 ft
6:20.0,S. Ibaka misses 3-pt shot from 28 ft,,26-29,,
6:19.0,Offensive rebound by D. Carroll,,26-29,,
6:19.0,D. Carroll misses 2-pt shot from 2 ft (block by G. Antetokounmpo),,26-29,,
6:19.0,Offensive rebound by Team,,26-29,,
6:19.0,N. Powell enters the game for C. Joseph,,26-29,,
6:19.0,K. Lowry enters the game for D. Wright,,26-29,,
6:19.0,,,26-29,,K. Middleton enters the game for J. Terry
6:09.0,N. Powell misses 2-pt shot from 1 ft,,26-29,,
6:07.0,Offensive rebound by S. Ibaka,,26-29,,
6:04.0,D. Carroll misses 3-pt shot from 27 ft,,26-29,,
6:03.0,,,26-29,,Defensive rebound by G. Antetokounmpo
5:51.0,,,26-31,2,G. Antetokounmpo makes 2-pt shot from 18 ft (assist by M. Brogdon)
5:37.0,K. Lowry misses 2-pt shot from 6 ft,,26-31,,
5:35.0,,,26-31,,Defensive rebound by K. Middleton
5:33.0,,,26-33,2,G. Antetokounmpo makes 2-pt shot at rim (assist by K. Middleton)
5:28.0,Toronto full timeout,,26-33,,
5:19.0,D. DeRozan makes 2-pt shot from 20 ft (assist by N. Powell),2,28-33,,
4:57.0,,,28-33,,K. Middleton misses 3-pt shot from 24 ft
4:56.0,Defensive rebound by N. Powell,,28-33,,
4:45.0,D. DeRozan makes 2-pt shot at rim,2,30-33,,
4:32.0,,,30-33,,Offensive foul by M. Brogdon
4:32.0,,,30-33,,Turnover by M. Brogdon (offensive foul)
4:26.0,Shooting foul by T. Maker (drawn by N. Powell),,30-33,,
4:26.0,N. Powell misses free throw 1 of 2,,30-33,,
4:26.0,Offensive rebound by Team,,30-33,,
4:26.0,N. Powell makes free throw 2 of 2,1,31-33,,
4:11.0,,,31-33,,Turnover by K. Middleton (bad pass; steal by D. Carroll)
4:07.0,D. Carroll misses 2-pt shot from 2 ft,,31-33,,
4:05.0,,,31-33,,Defensive rebound by M. Brogdon
3:58.0,,,31-33,,T. Snell misses 3-pt shot from 29 ft
3:56.0,Defensive rebound by S. Ibaka,,31-33,,
3:34.0,D. DeRozan misses 2-pt shot from 19 ft,,31-33,,
3:33.0,,,31-33,,Defensive rebound by M. Brogdon
3:16.0,,,31-33,,Turnover by K. Middleton (bad pass; steal by D. DeRozan)
3:15.0,,,31-33,,Personal foul by T. Snell (drawn by D. DeRozan)
3:15.0,D. DeRozan makes free throw 1 of 2,1,32-33,,
3:15.0,D. DeRozan makes free throw 2 of 2,1,33-33,,
3:03.0,,,33-35,2,M. Brogdon makes 2-pt shot from 1 ft (assist by T. Maker)
2:42.0,Turnover by S. Ibaka (bad pass; steal by K. Middleton),,33-35,,
2:34.0,,,33-35,,K. Middleton misses 3-pt shot from 24 ft
2:33.0,Defensive rebound by D. DeRozan,,33-35,,
2:26.0,Shooting foul by K. Middleton (drawn by D. DeRozan),,33-35,,
2:26.0,,,33-35,,Milwaukee full timeout
2:26.0,D. DeRozan makes free throw 1 of 2,1,34-35,,
2:26.0,D. DeRozan makes free throw 2 of 2,1,35-35,,
2:26.0,P. Tucker enters the game for D. Carroll,,33-35,,
2:08.0,,,35-37,2,G. Antetokounmpo makes 2-pt shot from 8 ft
1:56.0,D. DeRozan misses 2-pt shot from 22 ft,,35-37,,
1:54.0,Offensive rebound by S. Ibaka,,35-37,,
1:52.0,S. Ibaka makes 2-pt shot from 1 ft,2,37-37,,
1:39.0,,,37-37,,G. Antetokounmpo misses 2-pt shot from 19 ft
1:38.0,Defensive rebound by D. DeRozan,,37-37,,
1:36.0,,,37-37,,Personal foul by G. Antetokounmpo (drawn by S. Ibaka)
1:36.0,S. Ibaka makes free throw 1 of 2,1,38-37,,
1:36.0,S. Ibaka makes free throw 2 of 2,1,39-37,,
1:14.0,,,39-39,2,T. Maker makes 2-pt shot from 1 ft (assist by G. Antetokounmpo)
0:55.0,N. Powell misses 2-pt shot at rim,,39-39,,
0:53.0,,,39-39,,Defensive rebound by T. Snell
0:46.0,,,39-41,2,G. Antetokounmpo makes 2-pt shot from 3 ft
0:36.0,D. DeRozan makes 2-pt shot from 14 ft,2,41-41,,
0:30.0,,,41-41,,Turnover by G. Antetokounmpo (lost ball; steal by S. Ibaka)
0:08.0,D. DeRozan misses 2-pt shot from 15 ft,,41-41,,
0:07.0,,,41-41,,Defensive rebound by K. Middleton
0:03.0,,,41-41,,Turnover by M. Brogdon (bad pass)
0:00.0,K. Lowry misses 3-pt shot from 40 ft,,41-41,,
0:00.0,Offensive rebound by Team,,41-41,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,S. Ibaka misses 2-pt shot from 1 ft,,41-41,,
11:42.0,,,41-41,,Defensive rebound by K. Middleton
11:28.0,,,41-41,,K. Middleton misses 2-pt shot from 15 ft
11:27.0,Defensive rebound by S. Ibaka,,41-41,,
11:19.0,S. Ibaka makes 2-pt shot from 16 ft (assist by K. Lowry),2,43-41,,
10:58.0,,,43-41,,M. Brogdon misses 3-pt shot from 26 ft
10:57.0,Defensive rebound by S. Ibaka,,43-41,,
10:48.0,D. Carroll misses 3-pt shot from 26 ft,,43-41,,
10:47.0,,,43-41,,Defensive rebound by T. Maker
10:32.0,,,43-43,2,T. Maker makes 2-pt shot from 5 ft (assist by G. Antetokounmpo)
10:21.0,S. Ibaka misses 3-pt shot from 28 ft,,43-43,,
10:19.0,,,43-43,,Defensive rebound by K. Middleton
10:10.0,,,43-43,,G. Antetokounmpo misses 2-pt shot from 21 ft
10:09.0,Defensive rebound by D. Carroll,,43-43,,
9:57.0,,,43-43,,Personal foul by K. Middleton (drawn by K. Lowry)
9:44.0,S. Ibaka makes 2-pt shot from 18 ft (assist by D. DeRozan),2,45-43,,
9:24.0,,,45-45,2,T. Snell makes 2-pt shot from 20 ft
9:09.0,S. Ibaka misses 3-pt shot from 26 ft,,45-45,,
9:08.0,,,45-45,,Defensive rebound by G. Antetokounmpo
8:44.0,,,45-45,,K. Middleton misses 3-pt shot from 24 ft
8:42.0,Defensive rebound by D. Carroll,,45-45,,
8:26.0,S. Ibaka misses 3-pt shot from 27 ft,,45-45,,
8:25.0,,,45-45,,Defensive rebound by M. Brogdon
8:18.0,,,45-45,,G. Antetokounmpo misses 2-pt shot from 1 ft
8:17.0,Defensive rebound by S. Ibaka,,45-45,,
8:06.0,D. DeRozan makes 2-pt shot from 6 ft,2,47-45,,
7:47.0,,,47-48,3,T. Snell makes 3-pt shot from 28 ft (assist by G. Antetokounmpo)
7:27.0,S. Ibaka misses 2-pt shot from 17 ft,,47-48,,
7:26.0,,,47-48,,Defensive rebound by K. Middleton
7:18.0,Def 3 sec tech foul by S. Ibaka,,47-48,,
7:18.0,,,47-49,1,K. Middleton makes technical free throw
7:15.0,Personal foul by S. Ibaka (drawn by T. Maker),,47-49,,
7:15.0,J. Valanciunas enters the game for S. Ibaka,,47-49,,
7:01.0,,,47-49,,T. Maker misses 2-pt shot from 1 ft
6:59.0,Defensive rebound by D. DeRozan,,47-49,,
6:43.0,D. DeRozan makes 2-pt shot from 8 ft,2,49-49,,
6:21.0,,,49-52,3,T. Snell makes 3-pt shot from 27 ft (assist by T. Maker)
6:12.0,,,49-52,,Personal foul by T. Maker (drawn by D. DeRozan)
6:07.0,K. Lowry makes 3-pt shot from 28 ft,3,52-52,,
5:53.0,,,52-52,,Shooting foul by D. Carroll (drawn by G. Antetokounmpo)
5:53.0,,,52-52,,Milwaukee full timeout
5:53.0,,,52-52,,G. Antetokounmpo misses free throw 1 of 2
5:53.0,,,52-52,,Offensive rebound by Team
5:53.0,,,52-53,1,G. Antetokounmpo makes free throw 2 of 2
5:53.0,,,52-52,,G. Monroe enters the game for T. Maker
5:39.0,K. Lowry makes 2-pt shot from 1 ft (assist by N. Powell),2,54-53,,
5:16.0,,,54-53,,K. Middleton misses 2-pt shot from 17 ft
5:14.0,Defensive rebound by J. Valanciunas,,54-53,,
5:09.0,D. DeRozan makes 2-pt shot at rim,2,56-53,,
4:49.0,,,56-53,,M. Brogdon misses 2-pt shot from 17 ft
4:47.0,Defensive rebound by K. Lowry,,56-53,,
4:40.0,N. Powell makes 3-pt shot from 23 ft (assist by D. DeRozan),3,59-53,,
4:40.0,,,59-53,,Milwaukee full timeout
4:40.0,P. Tucker enters the game for D. Carroll,,59-53,,
4:40.0,,,59-53,,M. Dellavedova enters the game for M. Brogdon
4:28.0,Personal foul by N. Powell (drawn by G. Antetokounmpo),,59-53,,
4:23.0,,,59-53,,G. Monroe misses 2-pt shot from 6 ft
4:22.0,Defensive rebound by N. Powell,,59-53,,
4:08.0,J. Valanciunas makes 2-pt shot from 7 ft (assist by K. Lowry),2,61-53,,
3:47.0,,,61-55,2,K. Middleton makes 2-pt shot from 17 ft (assist by M. Dellavedova)
3:28.0,K. Lowry makes 3-pt shot from 24 ft (assist by D. DeRozan),3,64-55,,
3:03.0,,,64-55,,Offensive charge foul by G. Antetokounmpo
3:03.0,,,64-55,,Turnover by G. Antetokounmpo (offensive foul)
2:43.0,D. DeRozan misses 2-pt shot from 23 ft,,64-55,,
2:40.0,,,64-55,,Defensive rebound by G. Monroe
2:32.0,,,64-55,,T. Snell misses 3-pt shot from 24 ft
2:30.0,Defensive rebound by P. Tucker,,64-55,,
2:23.0,Turnover by J. Valanciunas (offensive foul),,64-55,,
2:23.0,Offensive foul by J. Valanciunas,,64-55,,
2:23.0,Toronto full timeout,,64-55,,
2:23.0,,,64-55,,M. Beasley enters the game for G. Antetokounmpo
2:21.0,C. Joseph enters the game for K. Lowry,,64-55,,
2:20.0,D. Wright enters the game for N. Powell,,64-55,,
2:06.0,,,64-57,2,M. Beasley makes 2-pt shot from 16 ft (assist by M. Dellavedova)
1:49.0,D. DeRozan misses 2-pt shot from 16 ft,,64-57,,
1:48.0,,,64-57,,Defensive rebound by K. Middleton
1:38.0,,,64-57,,T. Snell misses 3-pt shot from 23 ft
1:37.0,,,64-57,,Offensive rebound by G. Monroe
1:36.0,,,64-57,,G. Monroe misses 2-pt shot at rim
1:34.0,Defensive rebound by J. Valanciunas,,64-57,,
1:21.0,Turnover by J. Valanciunas (lost ball; steal by G. Monroe),,64-57,,
1:10.0,,,64-57,,K. Middleton misses 2-pt shot from 5 ft
1:09.0,,,64-57,,Offensive rebound by G. Monroe
1:09.0,,,64-57,,Shooting foul by J. Valanciunas (drawn by G. Monroe)
1:09.0,,,64-58,1,G. Monroe makes free throw 1 of 2
1:09.0,,,64-58,,G. Monroe misses free throw 2 of 2
1:08.0,Defensive rebound by D. DeRozan,,64-58,,
0:53.0,P. Tucker misses 3-pt shot from 25 ft,,64-58,,
0:52.0,,,64-58,,Defensive rebound by M. Dellavedova
0:40.0,,,64-58,,M. Beasley misses 2-pt shot from 4 ft
0:39.0,Defensive rebound by J. Valanciunas,,64-58,,
0:27.0,,,64-58,,Personal foul by K. Middleton (drawn by C. Joseph)
0:13.0,C. Joseph misses 2-pt shot from 18 ft,,64-58,,
0:12.0,,,64-58,,Defensive rebound by Team
0:12.0,Loose ball foul by J. Valanciunas (drawn by G. Monroe),,64-58,,
0:12.0,,,64-58,,G. Monroe misses free throw 1 of 2
0:12.0,,,64-58,,Offensive rebound by Team
0:12.0,,,64-58,,G. Monroe misses free throw 2 of 2
0:09.0,Defensive rebound by J. Valanciunas,,64-58,,
0:00.0,D. DeRozan misses 3-pt shot from 29 ft,,64-58,,
0:00.0,Offensive rebound by Team,,64-58,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,64-58,,Turnover by M. Dellavedova (bad pass; steal by S. Ibaka)
11:34.0,K. Lowry makes 2-pt shot from 1 ft,2,66-58,,
11:10.0,,,66-58,,M. Dellavedova misses 2-pt shot from 5 ft
11:10.0,,,66-58,,Offensive rebound by Team
11:10.0,Personal foul by S. Ibaka (drawn by G. Monroe),,66-58,,
11:01.0,,,66-58,,G. Antetokounmpo misses 2-pt shot from 4 ft
11:00.0,Defensive rebound by D. Wright,,66-58,,
10:50.0,K. Lowry misses 3-pt shot from 26 ft,,66-58,,
10:50.0,,,66-58,,Defensive rebound by Team
10:50.0,Loose ball foul by P. Tucker,,66-58,,
10:42.0,,,66-58,,Offensive charge foul by G. Antetokounmpo
10:42.0,,,66-58,,Turnover by G. Antetokounmpo (offensive foul)
10:30.0,P. Tucker misses 3-pt shot from 24 ft,,66-58,,
10:29.0,,,66-58,,Defensive rebound by J. Terry
10:14.0,,,66-58,,M. Dellavedova misses 2-pt shot from 9 ft
10:12.0,Defensive rebound by D. Wright,,66-58,,
10:00.0,S. Ibaka misses 2-pt shot from 14 ft,,66-58,,
9:59.0,,,66-58,,Defensive rebound by M. Beasley
9:53.0,Personal foul by S. Ibaka (drawn by G. Monroe),,66-58,,
9:40.0,,,66-58,,M. Beasley misses 2-pt shot from 12 ft (block by N. Powell)
9:37.0,Defensive rebound by D. Wright,,66-58,,
9:25.0,S. Ibaka misses 2-pt shot from 17 ft,,66-58,,
9:24.0,,,66-58,,Defensive rebound by M. Beasley
9:04.0,,,66-58,,J. Terry misses 3-pt shot from 26 ft
9:02.0,,,66-58,,Offensive rebound by G. Antetokounmpo
9:01.0,,,66-58,,G. Antetokounmpo misses 2-pt shot from 1 ft
8:59.0,,,66-58,,Offensive rebound by M. Beasley
8:58.0,,,66-58,,M. Beasley misses 2-pt shot from 1 ft
8:57.0,,,66-58,,Offensive rebound by M. Beasley
8:40.0,,,66-58,,J. Terry misses 3-pt shot from 24 ft
8:39.0,,,66-58,,Offensive rebound by G. Monroe
8:37.0,,,66-58,,M. Beasley misses 2-pt shot from 3 ft (block by K. Lowry)
8:34.0,,,66-58,,Offensive rebound by G. Monroe
8:34.0,,,66-60,2,G. Monroe makes 2-pt shot from 1 ft
8:34.0,Toronto full timeout,,66-60,,
8:34.0,J. Valanciunas enters the game for S. Ibaka,,66-60,,
8:34.0,D. DeRozan enters the game for D. Wright,,66-60,,
8:15.0,J. Valanciunas makes 2-pt shot from 6 ft (assist by N. Powell),2,68-60,,
7:59.0,,,68-60,,M. Beasley misses 2-pt shot from 5 ft
7:58.0,,,68-60,,Offensive rebound by G. Monroe
7:50.0,,,68-62,2,J. Terry makes 2-pt shot from 8 ft (assist by M. Dellavedova)
7:36.0,J. Valanciunas makes 2-pt shot from 1 ft (assist by N. Powell),2,70-62,,
7:22.0,,,70-64,2,G. Monroe makes 2-pt shot from 3 ft
7:10.0,D. DeRozan misses 2-pt shot from 15 ft,,70-64,,
7:09.0,,,70-64,,Defensive rebound by M. Beasley
7:01.0,,,70-64,,Turnover by J. Terry (bad pass; steal by D. DeRozan)
6:45.0,K. Lowry makes 2-pt shot from 1 ft,2,72-64,,
6:30.0,,,72-66,2,M. Dellavedova makes 2-pt shot from 10 ft
6:08.0,Shooting foul by M. Beasley (drawn by D. DeRozan),,72-66,,
6:08.0,D. DeRozan makes free throw 1 of 2,1,73-66,,
6:08.0,D. DeRozan makes free throw 2 of 2,1,74-66,,
6:08.0,,,73-66,,T. Snell enters the game for M. Beasley
6:08.0,,,73-66,,K. Middleton enters the game for J. Terry
5:59.0,,,74-68,2,G. Monroe makes 2-pt shot from 1 ft (assist by K. Middleton)
5:39.0,K. Lowry misses 2-pt shot from 2 ft (block by G. Monroe),,74-68,,
5:36.0,,,74-68,,Defensive rebound by G. Monroe
5:32.0,,,74-68,,G. Antetokounmpo misses 2-pt shot from 1 ft
5:32.0,,,74-68,,Offensive rebound by G. Antetokounmpo
5:32.0,,,74-68,,Shooting foul by P. Tucker (drawn by G. Antetokounmpo)
5:32.0,Official timeout,,74-68,,
5:32.0,,,74-69,1,G. Antetokounmpo makes free throw 1 of 2
5:32.0,,,74-69,,G. Antetokounmpo misses free throw 2 of 2
5:30.0,,,74-69,,Offensive rebound by G. Antetokounmpo
5:15.0,,,74-69,,Turnover by G. Antetokounmpo (lost ball; steal by J. Valanciunas)
4:50.0,K. Lowry misses 3-pt shot from 26 ft,,74-69,,
4:49.0,,,74-69,,Defensive rebound by K. Middleton
4:36.0,,,74-69,,Turnover by K. Middleton (lost ball; steal by D. DeRozan)
4:32.0,Shooting foul by T. Snell (drawn by N. Powell),,74-69,,
4:32.0,N. Powell makes free throw 1 of 2,1,75-69,,
4:32.0,N. Powell makes free throw 2 of 2,1,76-69,,
4:32.0,,,75-69,,M. Brogdon enters the game for M. Dellavedova
4:10.0,,,76-69,,G. Antetokounmpo misses 2-pt shot from 7 ft
4:09.0,Defensive rebound by D. DeRozan,,76-69,,
4:00.0,N. Powell makes 3-pt shot from 24 ft (assist by D. DeRozan),3,79-69,,
4:00.0,,,79-69,,Milwaukee full timeout
3:44.0,Personal foul by N. Powell (drawn by G. Monroe),,79-69,,
3:44.0,,,79-70,1,G. Monroe makes free throw 1 of 2
3:44.0,,,79-71,1,G. Monroe makes free throw 2 of 2
