time,Washington,pts.away,score,pts.home,Boston
7:06.0,,,13-18,3,J. Crowder makes 3-pt shot from 26 ft (assist by A. Horford)
6:51.0,M. Gortat makes 2-pt shot from 9 ft (assist by B. Beal),2,15-18,,
6:33.0,,,15-18,,Turnover by J. Mickey (bad pass)
6:30.0,Shooting foul by A. Horford (drawn by B. Beal),,15-18,,
6:30.0,B. Beal makes free throw 1 of 2,1,16-18,,
6:30.0,B. Beal misses free throw 2 of 2,,16-18,,
6:30.0,,,16-18,,Defensive rebound by J. Crowder
6:14.0,,,16-18,,Turnover by A. Horford (lost ball; steal by J. Wall)
6:08.0,O. Porter makes 3-pt shot from 24 ft (assist by J. Wall),3,19-18,,
6:02.0,,,19-18,,Turnover by I. Thomas (lost ball; steal by O. Porter)
5:58.0,M. Morris makes 2-pt shot from 1 ft (assist by O. Porter),2,21-18,,
5:58.0,,,21-18,,Boston full timeout
5:58.0,,,21-18,,K. Olynyk enters the game for J. Mickey
5:58.0,,,21-18,,G. Green enters the game for M. Smart
5:40.0,,,21-21,3,J. Crowder makes 3-pt shot from 23 ft (assist by A. Horford)
5:28.0,M. Gortat misses 2-pt shot from 13 ft,,21-21,,
5:27.0,Offensive rebound by M. Morris,,21-21,,
5:26.0,M. Morris misses 2-pt shot from 1 ft (block by J. Crowder),,21-21,,
5:25.0,Offensive rebound by Team,,21-21,,
5:25.0,J. Smith enters the game for M. Morris,,21-21,,
5:21.0,Turnover by B. Beal (bad pass; steal by G. Green),,21-21,,
5:12.0,,,21-21,,Turnover by A. Horford (traveling)
4:57.0,J. Smith makes 2-pt shot from 19 ft (assist by O. Porter),2,23-21,,
4:42.0,,,23-23,2,A. Horford makes 2-pt shot from 18 ft (assist by I. Thomas)
4:22.0,J. Wall misses 3-pt shot from 25 ft,,23-23,,
4:21.0,Offensive rebound by M. Gortat,,23-23,,
4:08.0,J. Wall misses 2-pt shot from 16 ft,,23-23,,
4:07.0,,,23-23,,Defensive rebound by G. Green
3:57.0,,,23-23,,A. Horford misses 3-pt shot from 26 ft
3:56.0,Defensive rebound by O. Porter,,23-23,,
3:49.0,B. Beal misses 2-pt shot from 6 ft,,23-23,,
3:49.0,Offensive rebound by Team,,23-23,,
3:44.0,B. Beal makes 3-pt shot from 25 ft (assist by O. Porter),3,26-23,,
3:25.0,,,26-25,2,A. Horford makes 2-pt shot from 2 ft
3:16.0,B. Beal makes 3-pt shot from 27 ft (assist by J. Wall),3,29-25,,
2:56.0,,,29-25,,A. Horford misses 2-pt shot from 2 ft
2:55.0,Defensive rebound by Team,,29-25,,
2:55.0,,,29-25,,Loose ball foul by K. Olynyk (drawn by O. Porter)
2:55.0,Washington full timeout,,29-25,,
2:55.0,,,29-25,,J. Jerebko enters the game for A. Horford
2:55.0,,,29-25,,T. Rozier enters the game for I. Thomas
2:40.0,M. Gortat makes 2-pt shot from 2 ft (assist by J. Wall),2,31-25,,
2:22.0,,,31-25,,Turnover by K. Olynyk (bad pass; steal by O. Porter)
2:17.0,O. Porter makes 2-pt shot at rim (assist by J. Wall),2,33-25,,
1:58.0,,,33-27,2,J. Jerebko makes 2-pt shot from 2 ft (assist by G. Green)
1:41.0,J. Wall makes 2-pt shot from 17 ft (assist by M. Gortat),2,35-27,,
1:30.0,,,35-30,3,G. Green makes 3-pt shot from 25 ft (assist by K. Olynyk)
1:16.0,J. Smith misses 2-pt shot from 20 ft,,35-30,,
1:15.0,,,35-30,,Defensive rebound by J. Jerebko
1:04.0,,,35-33,3,T. Rozier makes 3-pt shot from 26 ft
0:38.0,J. Wall misses 2-pt shot from 17 ft,,35-33,,
0:36.0,,,35-33,,Defensive rebound by K. Olynyk
0:21.0,,,35-36,3,J. Crowder makes 3-pt shot from 25 ft (assist by T. Rozier)
0:00.0,B. Beal misses 2-pt shot from 9 ft,,35-36,,
0:00.0,Offensive rebound by Team,,35-36,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,M. Morris misses 2-pt shot from 1 ft (block by J. Jerebko),,35-36,,
11:43.0,Offensive rebound by Team,,35-36,,
11:43.0,Technical foul by M. Morris,,35-36,,
11:43.0,,,35-36,,G. Green misses technical free throw
11:43.0,Offensive rebound by Team,,35-36,,
11:43.0,Jump ball: J. Jerebko vs. M. Morris (S. Mac gains possession),,,,Jump ball: J. Jerebko vs. M. Morris (S. Mac gains possession)
11:37.0,J. Smith misses 2-pt shot from 13 ft (block by K. Olynyk),,35-36,,
11:36.0,Offensive rebound by Team,,35-36,,
11:33.0,M. Morris misses 2-pt shot from 19 ft,,35-36,,
11:32.0,Offensive rebound by J. Smith,,35-36,,
11:32.0,J. Smith makes 2-pt shot at rim,2,37-36,,
11:10.0,,,37-36,,J. Jerebko misses 3-pt shot from 25 ft
11:09.0,Defensive rebound by S. Mac,,37-36,,
10:59.0,M. Morris misses 3-pt shot from 26 ft,,37-36,,
10:58.0,,,37-36,,Defensive rebound by T. Rozier
10:51.0,,,37-36,,K. Olynyk misses 2-pt shot from 1 ft
10:50.0,,,37-36,,Offensive rebound by J. Jerebko
10:50.0,,,37-36,,Shooting foul by M. Morris (drawn by J. Jerebko)
10:50.0,,,37-37,1,J. Jerebko makes free throw 1 of 2
10:50.0,,,37-37,,J. Jerebko misses free throw 2 of 2
10:50.0,Defensive rebound by M. Morris,,37-37,,
10:37.0,T. Burke makes 2-pt shot from 15 ft,2,39-37,,
10:17.0,,,39-37,,Turnover by J. Jerebko (bad pass; steal by M. Morris)
10:13.0,Offensive foul by K. Oubre,,39-37,,
10:13.0,Turnover by K. Oubre (offensive foul),,39-37,,
10:03.0,,,39-37,,K. Olynyk misses 2-pt shot from 19 ft
10:03.0,Defensive rebound by S. Mac,,39-37,,
9:52.0,S. Mac makes 2-pt shot from 16 ft (assist by J. Smith),2,41-37,,
9:33.0,,,41-37,,G. Green misses 2-pt shot from 21 ft
9:32.0,Defensive rebound by K. Oubre,,41-37,,
9:25.0,T. Burke misses 2-pt shot from 1 ft,,41-37,,
9:24.0,,,41-37,,Defensive rebound by J. Jerebko
9:19.0,,,41-39,2,T. Rozier makes 2-pt shot from 1 ft
9:19.0,,,41-39,,Shooting foul by J. Smith (drawn by T. Rozier)
9:19.0,,,41-40,1,T. Rozier makes free throw 1 of 1
9:19.0,,,41-39,,I. Thomas enters the game for G. Green
9:19.0,,,41-39,,J. Mickey enters the game for K. Olynyk
8:58.0,J. Smith makes 2-pt shot from 3 ft (assist by T. Burke),2,43-40,,
8:48.0,Official timeout,,43-40,,
8:43.0,,,43-42,2,J. Mickey makes 2-pt shot from 2 ft (assist by M. Smart)
8:43.0,,,43-42,,Shooting foul by S. Mac (drawn by J. Mickey)
8:43.0,,,43-43,1,J. Mickey makes free throw 1 of 1
8:32.0,Shooting foul by J. Jerebko (drawn by M. Morris),,43-43,,
8:32.0,M. Morris makes free throw 1 of 2,1,44-43,,
8:32.0,M. Morris misses free throw 2 of 2,,44-43,,
8:32.0,,,44-43,,Defensive rebound by J. Mickey
8:19.0,,,44-43,,Shooting foul by S. Mac (drawn by I. Thomas)
8:19.0,,,44-43,,I. Thomas misses free throw 1 of 2
8:19.0,,,44-43,,Offensive rebound by Team
8:19.0,,,44-44,1,I. Thomas makes free throw 2 of 2
8:07.0,K. Oubre misses 2-pt shot from 17 ft,,44-44,,
8:06.0,,,44-44,,Defensive rebound by J. Jerebko
7:48.0,,,44-44,,M. Smart misses 2-pt shot from 7 ft
7:47.0,Defensive rebound by K. Oubre,,44-44,,
7:38.0,,,44-44,,A. Horford enters the game for J. Jerebko
7:38.0,O. Porter enters the game for J. Smith,,44-44,,
7:28.0,M. Morris misses 2-pt shot from 2 ft (block by J. Mickey),,44-44,,
7:27.0,,,44-44,,Defensive rebound by I. Thomas
7:21.0,,,44-46,2,I. Thomas makes 2-pt shot from 2 ft
7:15.0,Washington full timeout,,44-46,,
7:15.0,B. Beal enters the game for S. Mac,,44-46,,
7:15.0,J. Wall enters the game for T. Burke,,44-46,,
7:06.0,M. Morris misses 3-pt shot from 24 ft,,44-46,,
7:05.0,,,44-46,,Defensive rebound by T. Rozier
6:47.0,,,44-46,,M. Smart misses 3-pt shot from 23 ft
6:46.0,Defensive rebound by O. Porter,,44-46,,
6:34.0,O. Porter makes 2-pt shot from 2 ft (assist by B. Beal),2,46-46,,
6:20.0,,,46-46,,M. Smart misses 3-pt shot from 29 ft
6:19.0,,,46-46,,Offensive rebound by J. Mickey
6:17.0,Personal foul by B. Beal (drawn by J. Mickey),,46-46,,
6:17.0,,,46-46,,J. Mickey misses free throw 1 of 2
6:17.0,,,46-46,,Offensive rebound by Team
6:17.0,,,46-47,1,J. Mickey makes free throw 2 of 2
6:17.0,,,46-46,,J. Crowder enters the game for T. Rozier
5:54.0,J. Wall makes 2-pt shot from 16 ft,2,48-47,,
5:42.0,,,48-47,,I. Thomas misses 2-pt shot from 2 ft (block by J. Wall)
5:42.0,,,48-47,,Offensive rebound by Team
5:42.0,M. Gortat enters the game for K. Oubre,,48-47,,
5:42.0,,,48-47,,K. Olynyk enters the game for J. Mickey
5:39.0,,,48-47,,I. Thomas misses 3-pt shot from 24 ft
5:38.0,Defensive rebound by M. Morris,,48-47,,
5:35.0,Turnover by M. Morris (bad pass; steal by A. Horford),,48-47,,
5:30.0,,,48-47,,J. Crowder misses 3-pt shot from 25 ft
5:29.0,Defensive rebound by J. Wall,,48-47,,
5:22.0,B. Beal misses 2-pt shot from 1 ft (block by A. Horford),,48-47,,
5:21.0,,,48-47,,Defensive rebound by A. Horford
5:14.0,,,48-47,,Turnover by I. Thomas (discontinued dribble)
5:03.0,,,48-47,,Personal foul by I. Thomas (drawn by J. Wall)
5:03.0,,,48-47,,Technical foul by I. Thomas (drawn by J. Wall)
5:03.0,J. Wall makes technical free throw,1,49-47,,
4:49.0,O. Porter makes 2-pt shot from 16 ft (assist by B. Beal),2,51-47,,
4:27.0,,,51-50,3,K. Olynyk makes 3-pt shot from 27 ft (assist by M. Smart)
4:16.0,M. Gortat misses 2-pt shot from 2 ft (block by K. Olynyk),,51-50,,
4:16.0,,,51-50,,Defensive rebound by Team
4:02.0,,,51-50,,A. Horford misses 3-pt shot from 24 ft
4:01.0,Defensive rebound by J. Wall,,51-50,,
3:51.0,M. Gortat makes 2-pt shot from 2 ft (assist by M. Morris),2,53-50,,
3:27.0,,,53-50,,I. Thomas misses 2-pt shot from 2 ft
3:26.0,Defensive rebound by M. Gortat,,53-50,,
3:17.0,,,53-50,,Def 3 sec tech foul by K. Olynyk
3:17.0,J. Wall misses technical free throw,,53-50,,
3:17.0,Offensive rebound by Team,,53-50,,
3:05.0,B. Beal makes 2-pt shot from 1 ft,2,55-50,,
2:59.0,,,55-50,,Boston full timeout
2:59.0,,,55-50,,J. Jerebko enters the game for K. Olynyk
2:45.0,,,55-50,,J. Crowder misses 2-pt shot from 17 ft
2:44.0,,,55-50,,Offensive rebound by Team
2:34.0,,,55-52,2,M. Smart makes 2-pt shot from 1 ft
2:34.0,,,55-52,,Shooting foul by B. Beal (drawn by M. Smart)
2:34.0,,,55-53,1,M. Smart makes free throw 1 of 1
2:15.0,O. Porter makes 2-pt shot from 12 ft (assist by B. Beal),2,57-53,,
1:56.0,,,57-53,,I. Thomas misses 2-pt shot from 2 ft
1:55.0,Defensive rebound by M. Gortat,,57-53,,
1:50.0,B. Beal misses 3-pt shot from 26 ft,,57-53,,
1:49.0,,,57-53,,Defensive rebound by Team
1:22.0,,,57-53,,J. Crowder misses 3-pt shot from 26 ft
1:21.0,Defensive rebound by O. Porter,,57-53,,
1:05.0,J. Wall makes 2-pt shot from 20 ft,2,59-53,,
0:41.0,,,59-53,,I. Thomas misses 2-pt shot from 1 ft
0:41.0,Defensive rebound by O. Porter,,59-53,,
0:32.0,J. Wall misses 3-pt shot from 24 ft,,59-53,,
0:31.0,Offensive rebound by J. Wall,,59-53,,
0:29.0,J. Wall misses 2-pt shot from 14 ft,,59-53,,
0:28.0,,,59-53,,Defensive rebound by J. Crowder
0:26.0,,,59-53,,I. Thomas misses 2-pt shot from 1 ft (block by B. Beal)
0:25.0,,,59-53,,Offensive rebound by A. Horford
0:25.0,,,59-55,2,A. Horford makes 2-pt shot from 1 ft
0:02.0,B. Beal misses 2-pt shot from 3 ft (block by A. Horford),,59-55,,
0:01.0,,,59-55,,Defensive rebound by M. Smart
0:01.0,,,59-55,,Boston full timeout
0:00.0,,,59-55,,M. Smart misses 2-pt shot from 13 ft
0:00.0,,,59-55,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,M. Morris makes 2-pt shot from 19 ft (assist by M. Gortat),2,61-55,,
11:26.0,,,61-57,2,M. Smart makes 2-pt shot from 7 ft
11:10.0,B. Beal makes 2-pt shot from 4 ft,2,63-57,,
10:55.0,,,63-59,2,I. Thomas makes 2-pt shot from 1 ft
10:54.0,Turnover by M. Gortat (bad pass; steal by J. Crowder),,63-59,,
10:53.0,,,63-61,2,J. Crowder makes 2-pt shot from 1 ft
10:15.0,B. Beal makes 2-pt shot from 6 ft (assist by M. Morris),2,65-61,,
10:01.0,,,65-63,2,I. Thomas makes 2-pt shot from 11 ft
9:37.0,B. Beal makes 3-pt shot from 26 ft,3,68-63,,
9:17.0,,,68-63,,Turnover by M. Smart (lost ball; steal by J. Wall)
9:10.0,B. Beal misses 2-pt shot from 3 ft,,68-63,,
9:08.0,,,68-63,,Defensive rebound by I. Thomas
9:04.0,,,68-63,,I. Thomas misses 3-pt shot from 27 ft
9:03.0,,,68-63,,Offensive rebound by I. Thomas
9:01.0,,,68-65,2,I. Thomas makes 2-pt shot at rim
8:51.0,,,68-65,,Personal foul by M. Smart (drawn by B. Beal)
8:51.0,Technical foul by B. Beal,,68-65,,
8:51.0,,,68-66,1,I. Thomas makes technical free throw
8:42.0,O. Porter misses 2-pt shot from 2 ft,,68-66,,
8:41.0,Offensive rebound by O. Porter,,68-66,,
8:34.0,,,68-66,,Violation by A. Horford (kicked ball)
8:21.0,M. Morris makes 2-pt shot from 12 ft,2,70-66,,
8:07.0,,,70-66,,A. Horford misses 3-pt shot from 26 ft
8:06.0,Defensive rebound by J. Wall,,70-66,,
7:54.0,M. Morris makes 3-pt shot from 27 ft (assist by J. Wall),3,73-66,,
7:40.0,Personal foul by J. Wall (drawn by I. Thomas),,73-66,,
7:40.0,,,73-66,,J. Jerebko enters the game for J. Mickey
7:33.0,,,73-69,3,A. Horford makes 3-pt shot from 25 ft (assist by I. Thomas)
7:14.0,M. Morris makes 2-pt shot from 11 ft (assist by J. Wall),2,75-69,,
7:00.0,,,75-69,,A. Horford misses 3-pt shot from 27 ft
6:59.0,Defensive rebound by M. Morris,,75-69,,
6:49.0,,,75-69,,Personal foul by M. Smart (drawn by B. Beal)
6:44.0,B. Beal misses 2-pt shot from 2 ft,,75-69,,
6:43.0,Offensive rebound by O. Porter,,75-69,,
6:42.0,O. Porter makes 2-pt shot from 1 ft,2,77-69,,
6:41.0,,,77-69,,Boston full timeout
6:23.0,,,77-69,,I. Thomas misses 3-pt shot from 24 ft
6:22.0,Defensive rebound by M. Morris,,77-69,,
6:02.0,B. Beal misses 2-pt shot from 19 ft,,77-69,,
6:01.0,,,77-69,,Defensive rebound by A. Horford
5:49.0,,,77-69,,M. Smart misses 3-pt shot from 26 ft
5:48.0,Defensive rebound by M. Gortat,,77-69,,
5:38.0,J. Wall misses 2-pt shot from 16 ft,,77-69,,
5:36.0,Offensive rebound by M. Gortat,,77-69,,
5:36.0,M. Gortat makes 2-pt shot from 2 ft,2,79-69,,
5:20.0,,,79-72,3,J. Jerebko makes 3-pt shot from 23 ft (assist by I. Thomas)
4:58.0,M. Morris misses 2-pt shot from 21 ft,,79-72,,
4:57.0,,,79-72,,Defensive rebound by J. Crowder
4:48.0,,,79-74,2,J. Crowder makes 2-pt shot from 15 ft (assist by J. Jerebko)
4:24.0,J. Wall misses 3-pt shot from 27 ft,,79-74,,
4:24.0,Offensive rebound by Team,,79-74,,
4:24.0,Turnover by Team (shot clock),,79-74,,
4:24.0,J. Smith enters the game for M. Morris,,79-74,,
4:24.0,,,79-74,,T. Rozier enters the game for I. Thomas
4:16.0,,,79-74,,Shooting foul by B. Beal (drawn by M. Smart)
4:16.0,,,79-75,1,M. Smart makes free throw 1 of 2
4:16.0,,,79-76,1,M. Smart makes free throw 2 of 2
4:01.0,B. Beal makes 3-pt shot from 27 ft,3,82-76,,
3:44.0,,,82-76,,J. Jerebko misses 3-pt shot from 26 ft
3:43.0,Defensive rebound by M. Gortat,,82-76,,
3:37.0,Offensive foul by B. Beal,,82-76,,
3:37.0,Turnover by B. Beal (offensive foul),,82-76,,
3:37.0,,,82-76,,K. Olynyk enters the game for A. Horford
3:37.0,S. Mac enters the game for B. Beal,,82-76,,
3:22.0,,,82-79,3,K. Olynyk makes 3-pt shot from 24 ft (assist by M. Smart)
3:08.0,J. Smith misses 3-pt shot from 24 ft,,82-79,,
3:07.0,,,82-79,,Defensive rebound by K. Olynyk
2:48.0,,,82-79,,Turnover by K. Olynyk (bad pass; steal by O. Porter)
2:39.0,J. Wall misses 2-pt shot from 19 ft,,82-79,,
2:38.0,Offensive rebound by M. Gortat,,82-79,,
2:33.0,O. Porter misses 2-pt shot from 21 ft,,82-79,,
2:32.0,,,82-79,,Defensive rebound by K. Olynyk
2:13.0,,,82-81,2,J. Crowder makes 2-pt shot from 3 ft (assist by K. Olynyk)
2:13.0,Washington full timeout,,82-81,,
2:13.0,K. Oubre enters the game for O. Porter,,82-81,,
1:49.0,J. Wall misses 3-pt shot from 26 ft,,82-81,,
1:48.0,Offensive rebound by J. Smith,,82-81,,
1:44.0,J. Smith misses 2-pt shot from 5 ft,,82-81,,
1:43.0,Offensive rebound by M. Gortat,,82-81,,
1:40.0,Shooting foul by M. Smart (drawn by J. Smith),,82-81,,
1:40.0,J. Smith makes free throw 1 of 2,1,83-81,,
1:40.0,J. Smith makes free throw 2 of 2,1,84-81,,
1:28.0,,,84-81,,Turnover by M. Smart (bad pass; steal by K. Oubre)
1:14.0,,,84-81,,G. Green enters the game for M. Smart
1:11.0,Turnover by J. Smith (bad pass; steal by T. Rozier),,84-81,,
1:07.0,,,84-81,,T. Rozier misses 2-pt shot from 3 ft
1:06.0,,,84-81,,Offensive rebound by J. Jerebko
1:06.0,,,84-83,2,J. Jerebko makes 2-pt shot at rim
0:51.0,J. Wall misses 2-pt shot from 17 ft,,84-83,,
0:51.0,,,84-83,,Defensive rebound by J. Crowder
0:45.0,,,84-83,,G. Green misses 3-pt shot from 25 ft
0:44.0,Defensive rebound by S. Mac,,84-83,,
0:27.0,J. Wall misses 2-pt shot from 18 ft,,84-83,,
0:27.0,Offensive rebound by Team,,84-83,,
0:27.0,,,84-83,,Loose ball foul by T. Rozier (drawn by J. Smith)
0:27.0,J. Smith misses free throw 1 of 2,,84-83,,
0:27.0,Offensive rebound by Team,,84-83,,
0:27.0,J. Smith makes free throw 2 of 2,1,85-83,,
0:04.0,,,85-83,,K. Olynyk misses 3-pt shot from 25 ft
0:03.0,Defensive rebound by J. Smith,,85-83,,
0:00.0,J. Wall misses 3-pt shot from 55 ft,,85-83,,
0:00.0,Offensive rebound by Team,,85-83,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,85-83,,T. Rozier misses 3-pt shot from 25 ft
11:41.0,Defensive rebound by J. Smith,,85-83,,
11:25.0,M. Morris misses 2-pt shot from 11 ft,,85-83,,
11:24.0,,,85-83,,Defensive rebound by K. Olynyk
11:12.0,,,85-83,,Turnover by J. Jerebko (lost ball)
11:12.0,,,85-83,,Violation by Team (jump ball)
10:56.0,M. Morris misses 2-pt shot from 16 ft,,85-83,,
10:55.0,,,85-83,,Defensive rebound by K. Olynyk
10:48.0,,,85-85,2,I. Thomas makes 2-pt shot from 3 ft
10:48.0,,,85-85,,Shooting foul by T. Burke (drawn by I. Thomas)
10:48.0,,,85-86,1,I. Thomas makes free throw 1 of 1
10:33.0,J. Smith makes 2-pt shot from 17 ft (assist by T. Burke),2,87-86,,
10:20.0,,,87-86,,I. Thomas misses 3-pt shot from 25 ft
10:19.0,,,87-86,,Offensive rebound by G. Green
10:05.0,,,87-88,2,T. Rozier makes 2-pt shot from 16 ft
9:53.0,K. Oubre misses 2-pt shot from 22 ft,,87-88,,
9:52.0,,,87-88,,Defensive rebound by J. Jerebko
9:39.0,,,87-88,,I. Thomas misses 2-pt shot from 3 ft (block by K. Oubre)
9:38.0,,,87-88,,Offensive rebound by I. Thomas
9:33.0,,,87-90,2,G. Green makes 2-pt shot from 2 ft (assist by I. Thomas)
9:31.0,Washington full timeout,,87-90,,
9:31.0,B. Beal enters the game for K. Oubre,,87-90,,
9:13.0,J. Smith makes 2-pt shot at rim (assist by M. Morris),2,89-90,,
8:58.0,,,89-90,,G. Green misses 3-pt shot from 27 ft
8:56.0,Defensive rebound by J. Smith,,89-90,,
8:33.0,M. Morris misses 2-pt shot from 4 ft,,89-90,,
8:32.0,,,89-90,,Defensive rebound by T. Rozier
8:18.0,,,89-90,,G. Green misses 3-pt shot from 25 ft
8:17.0,Defensive rebound by M. Morris,,89-90,,
8:08.0,B. Beal misses 3-pt shot from 26 ft,,89-90,,
8:07.0,Offensive rebound by M. Morris,,89-90,,
8:07.0,M. Morris makes 2-pt shot at rim,2,91-90,,
7:50.0,,,91-90,,I. Thomas misses 3-pt shot from 25 ft
7:48.0,,,91-90,,Offensive rebound by I. Thomas
7:47.0,,,91-92,2,I. Thomas makes 2-pt shot from 1 ft
7:35.0,T. Burke misses 2-pt shot from 14 ft,,91-92,,
7:34.0,,,91-92,,Defensive rebound by G. Green
7:28.0,,,91-95,3,I. Thomas makes 3-pt shot from 26 ft
7:28.0,Washington full timeout,,91-95,,
7:28.0,J. Wall enters the game for J. Smith,,91-95,,
7:28.0,O. Porter enters the game for T. Burke,,91-95,,
7:28.0,,,91-95,,M. Smart enters the game for G. Green
7:28.0,,,91-95,,A. Horford enters the game for J. Jerebko
7:20.0,B. Beal misses 3-pt shot from 27 ft,,91-95,,
7:18.0,,,91-95,,Defensive rebound by A. Horford
7:01.0,,,91-98,3,I. Thomas makes 3-pt shot from 28 ft
6:37.0,,,91-98,,Personal foul by M. Smart (drawn by B. Beal)
6:31.0,S. Mac makes 3-pt shot from 25 ft (assist by O. Porter),3,94-98,,
6:16.0,,,94-98,,M. Smart misses 2-pt shot from 1 ft
6:15.0,Defensive rebound by M. Morris,,94-98,,
6:11.0,O. Porter misses 2-pt shot at rim,,94-98,,
6:10.0,Offensive rebound by B. Beal,,94-98,,
6:10.0,B. Beal misses 2-pt shot at rim,,94-98,,
6:09.0,Offensive rebound by B. Beal,,94-98,,
6:08.0,B. Beal makes 2-pt shot at rim,2,96-98,,
5:59.0,,,96-98,,I. Thomas misses 2-pt shot from 2 ft
5:58.0,Defensive rebound by J. Wall,,96-98,,
5:53.0,S. Mac misses 3-pt shot from 26 ft,,96-98,,
5:52.0,,,96-98,,Defensive rebound by M. Smart
5:47.0,,,96-98,,I. Thomas misses 2-pt shot from 3 ft
5:46.0,Defensive rebound by S. Mac,,96-98,,
5:36.0,O. Porter makes 3-pt shot from 24 ft (assist by J. Wall),3,99-98,,
5:12.0,,,99-100,2,A. Horford makes 2-pt shot from 6 ft
4:46.0,J. Wall misses 2-pt shot from 12 ft,,99-100,,
4:45.0,,,99-100,,Defensive rebound by K. Olynyk
4:36.0,,,99-102,2,I. Thomas makes 2-pt shot from 3 ft
4:20.0,M. Morris misses 3-pt shot from 26 ft,,99-102,,
4:19.0,,,99-102,,Defensive rebound by A. Horford
4:00.0,,,99-105,3,T. Rozier makes 3-pt shot from 24 ft (assist by K. Olynyk)
4:00.0,Washington full timeout,,99-105,,
4:00.0,,,99-105,,J. Crowder enters the game for K. Olynyk
4:00.0,M. Gortat enters the game for S. Mac,,99-105,,
3:50.0,M. Morris misses 2-pt shot from 6 ft,,99-105,,
3:49.0,Offensive rebound by Team,,99-105,,
3:47.0,B. Beal misses 2-pt shot from 17 ft,,99-105,,
3:46.0,,,99-105,,Defensive rebound by A. Horford
3:24.0,,,99-108,3,I. Thomas makes 3-pt shot from 29 ft
3:09.0,M. Morris misses 3-pt shot from 26 ft,,99-108,,
3:07.0,,,99-108,,Defensive rebound by I. Thomas
2:58.0,,,99-108,,M. Smart misses 3-pt shot from 23 ft
2:57.0,Defensive rebound by Team,,99-108,,
2:45.0,B. Beal misses 3-pt shot from 26 ft,,99-108,,
2:44.0,,,99-108,,Defensive rebound by T. Rozier
2:34.0,,,99-108,,Boston full timeout
2:20.0,,,99-111,3,A. Horford makes 3-pt shot from 25 ft (assist by J. Crowder)
2:00.0,B. Beal makes 2-pt shot from 2 ft,2,101-111,,
2:00.0,Shooting foul by A. Horford (drawn by B. Beal),,101-111,,
2:00.0,B. Beal makes free throw 1 of 1,1,102-111,,
