time,Portland,pts.away,score,pts.home,Phoenix
5:21.0,Defensive rebound by A. Crabbe,,94-93,,
5:01.0,A. Aminu misses 2-pt shot from 19 ft,,94-93,,
4:59.0,,,94-93,,Defensive rebound by M. Chriss
4:47.0,,,94-93,,E. Bledsoe misses 2-pt shot from 18 ft
4:46.0,Defensive rebound by A. Aminu,,94-93,,
4:29.0,J. Nurkic misses 2-pt shot from 2 ft,,94-93,,
4:28.0,,,94-93,,Defensive rebound by T. Warren
4:15.0,,,94-95,2,D. Booker makes 2-pt shot from 1 ft
4:00.0,Shooting foul by L. Barbosa,,94-95,,
4:00.0,C. McCollum makes 2-pt shot from 2 ft,2,96-95,,
4:00.0,C. McCollum makes free throw 1 of 1,1,97-95,,
3:51.0,,,97-95,,D. Booker misses 2-pt shot from 19 ft
3:49.0,Defensive rebound by A. Aminu,,97-95,,
3:42.0,D. Lillard misses 2-pt shot from 1 ft,,97-95,,
3:41.0,Offensive rebound by J. Nurkic,,97-95,,
3:37.0,D. Lillard makes 2-pt shot from 14 ft (assist by J. Nurkic),2,99-95,,
3:37.0,,,99-95,,Phoenix full timeout
3:37.0,,,99-95,,T. Ulis enters the game for L. Barbosa
3:26.0,,,99-97,2,M. Chriss makes 2-pt shot at rim (assist by E. Bledsoe)
3:06.0,C. McCollum makes 2-pt shot from 9 ft,2,101-97,,
2:49.0,,,101-97,,E. Bledsoe misses 2-pt shot from 5 ft
2:49.0,,,101-97,,Offensive rebound by Team
2:49.0,Loose ball foul by J. Nurkic (drawn by M. Chriss),,101-97,,
2:39.0,,,101-97,,Turnover by D. Booker (bad pass; steal by C. McCollum)
2:39.0,Turnover by C. McCollum (bad pass),,101-97,,
2:32.0,,,101-97,,M. Chriss misses 3-pt shot from 25 ft
2:32.0,Defensive rebound by A. Aminu,,101-97,,
2:16.0,A. Crabbe makes 3-pt shot from 24 ft (assist by D. Lillard),3,104-97,,
2:14.0,,,104-97,,Phoenix full timeout
2:14.0,,,104-97,,L. Barbosa enters the game for T. Ulis
2:08.0,,,104-97,,E. Bledsoe misses 2-pt shot from 17 ft
2:06.0,Defensive rebound by C. McCollum,,104-97,,
1:54.0,Turnover by D. Lillard (bad pass; steal by D. Booker),,104-97,,
1:49.0,,,104-99,2,D. Booker makes 2-pt shot from 12 ft
1:33.0,C. McCollum makes 2-pt shot from 5 ft,2,106-99,,
1:23.0,,,106-99,,D. Booker misses 2-pt shot from 10 ft
1:22.0,Defensive rebound by A. Crabbe,,106-99,,
1:01.0,D. Lillard makes 2-pt shot from 21 ft,2,108-99,,
1:01.0,,,108-99,,Phoenix full timeout
0:57.0,,,108-99,,E. Bledsoe misses 2-pt shot from 16 ft
0:55.0,Defensive rebound by J. Nurkic,,108-99,,
0:37.0,D. Lillard misses 3-pt shot from 32 ft,,108-99,,
0:37.0,,,108-99,,Defensive rebound by D. Booker
0:30.0,,,108-101,2,D. Booker makes 2-pt shot from 6 ft
0:21.0,C. McCollum makes 2-pt shot from 1 ft,2,110-101,,
0:13.0,,,110-101,,D. Booker misses 2-pt shot from 20 ft
0:11.0,Defensive rebound by J. Nurkic,,110-101,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
