time,Denver,pts.away,score,pts.home,Golden State
4:48.0,W. Barton misses 2-pt shot from 19 ft,,102-115,,
4:47.0,Offensive rebound by Team,,102-115,,
4:47.0,,,102-115,,Personal foul by Z. Pachulia (drawn by J. Nurkic)
4:47.0,,,102-115,,S. Curry enters the game for K. Thompson
4:47.0,D. Gallinari enters the game for J. Nurkic,,102-115,,
4:47.0,G. Harris enters the game for J. Murray,,102-115,,
4:47.0,N. Jokic enters the game for W. Barton,,102-115,,
4:37.0,E. Mudiay misses 2-pt shot from 1 ft,,102-115,,
4:34.0,,,102-115,,Defensive rebound by I. Clark
4:28.0,,,102-115,,Turnover by D. Green (bad pass)
4:14.0,N. Jokic makes 2-pt shot from 17 ft (assist by E. Mudiay),2,104-115,,
3:53.0,,,104-118,3,S. Curry makes 3-pt shot from 29 ft (assist by D. Green)
3:43.0,Turnover by E. Mudiay (lost ball; steal by S. Livingston),,104-118,,
3:37.0,,,104-118,,I. Clark misses 2-pt shot from 2 ft (block by W. Chandler)
3:37.0,,,104-118,,Offensive rebound by D. Green
3:37.0,,,104-118,,Shooting foul by D. Gallinari (drawn by D. Green)
3:37.0,,,104-118,,D. Green misses free throw 1 of 2
3:37.0,,,104-118,,Offensive rebound by Team
3:37.0,,,104-119,1,D. Green makes free throw 2 of 2
3:37.0,,,104-118,,K. Durant enters the game for Z. Pachulia
3:37.0,,,104-118,,K. Thompson enters the game for I. Clark
3:37.0,,,104-118,,A. Iguodala enters the game for S. Livingston
3:28.0,,,104-119,,Personal foul by D. Green (drawn by N. Jokic)
3:19.0,D. Gallinari makes 2-pt shot from 2 ft (assist by N. Jokic),2,106-119,,
3:13.0,,,106-119,,K. Durant misses 3-pt shot from 26 ft
3:12.0,Defensive rebound by W. Chandler,,106-119,,
3:04.0,Shooting foul by K. Durant (drawn by N. Jokic),,106-119,,
3:04.0,N. Jokic makes free throw 1 of 2,1,107-119,,
3:04.0,N. Jokic makes free throw 2 of 2,1,108-119,,
2:42.0,,,108-121,2,K. Thompson makes 2-pt shot from 9 ft
2:34.0,Official timeout,,108-121,,
2:25.0,N. Jokic makes 3-pt shot from 26 ft (assist by E. Mudiay),3,111-121,,
2:10.0,,,111-121,,Turnover by D. Green (bad pass; steal by W. Chandler)
2:02.0,D. Gallinari makes 2-pt shot at rim (assist by N. Jokic),2,113-121,,
1:47.0,,,113-121,,S. Curry misses 2-pt shot from 20 ft
1:45.0,Defensive rebound by D. Gallinari,,113-121,,
1:37.0,N. Jokic makes 2-pt shot from 8 ft (assist by D. Gallinari),2,115-121,,
1:16.0,,,115-121,,K. Thompson misses 2-pt shot from 23 ft
1:14.0,Defensive rebound by N. Jokic,,115-121,,
1:06.0,G. Harris misses 3-pt shot from 25 ft,,115-121,,
1:05.0,,,115-121,,Defensive rebound by A. Iguodala
0:53.0,,,115-123,2,D. Green makes 2-pt shot from 2 ft (assist by S. Curry)
0:53.0,Denver full timeout,,115-123,,
0:48.0,D. Gallinari makes 2-pt shot from 2 ft,2,117-123,,
0:43.0,Personal foul by G. Harris (drawn by S. Curry),,117-123,,
0:30.0,,,117-123,,S. Curry misses 3-pt shot from 24 ft
0:29.0,,,117-123,,Offensive rebound by D. Green
0:29.0,,,117-125,2,D. Green makes 2-pt shot from 2 ft
0:28.0,Denver full timeout,,117-125,,
0:21.0,D. Gallinari misses 3-pt shot from 23 ft,,117-125,,
0:21.0,Offensive rebound by G. Harris,,117-125,,
0:17.0,G. Harris makes 2-pt shot from 1 ft,2,119-125,,
0:14.0,Personal foul by E. Mudiay (drawn by K. Thompson),,119-125,,
0:14.0,,,119-126,1,K. Thompson makes free throw 1 of 2
0:14.0,,,119-127,1,K. Thompson makes free throw 2 of 2
0:04.0,E. Mudiay misses 3-pt shot from 27 ft,,119-127,,
0:01.0,,,119-127,,Defensive rebound by A. Iguodala
0:00.0,End of 4th quarter,,,,End of 4th quarter
