time,Indiana,pts.away,score,pts.home,Washington
0:47.0,,,46-58,3,J. Wall makes 3-pt shot from 26 ft
0:36.0,A. Brooks misses 2-pt shot from 6 ft,,46-58,,
0:35.0,,,46-58,,Defensive rebound by M. Gortat
0:33.0,,,46-58,,Turnover by M. Gortat (bad pass; steal by G. Robinson)
0:32.0,Shooting foul by M. Gortat (drawn by C. Miles),,46-58,,
0:32.0,C. Miles makes free throw 1 of 2,1,47-58,,
0:32.0,C. Miles makes free throw 2 of 2,1,48-58,,
0:20.0,,,48-58,,J. Wall misses 3-pt shot from 24 ft
0:18.0,,,48-58,,Offensive rebound by J. Smith
0:16.0,,,48-58,,Turnover by J. Smith (bad pass)
0:16.0,,,48-58,,A. Nicholson enters the game for M. Gortat
0:05.0,Turnover by A. Brooks (lost ball; steal by J. Wall),,48-58,,
0:01.0,,,48-58,,Turnover by J. Wall (bad pass)
0:01.0,,,48-58,,Offensive foul by J. Wall
0:01.0,Turnover by T. Young (bad pass; steal by A. Nicholson),,48-58,,
0:00.0,,,48-58,,A. Nicholson misses 3-pt shot from 56 ft
0:00.0,,,48-58,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,48-58,,J. Wall misses 2-pt shot from 3 ft
11:45.0,,,48-58,,Offensive rebound by M. Gortat
11:41.0,,,48-58,,M. Morris misses 3-pt shot from 27 ft
11:40.0,,,48-58,,Offensive rebound by J. Wall
11:37.0,,,48-61,3,O. Porter makes 3-pt shot from 26 ft (assist by J. Wall)
11:12.0,,,48-61,,Personal foul by J. Wall (drawn by J. Teague)
10:58.0,G. Robinson misses 2-pt shot from 9 ft,,48-61,,
10:58.0,Offensive rebound by T. Young,,48-61,,
10:57.0,T. Young makes 2-pt shot from 1 ft,2,50-61,,
10:42.0,,,50-61,,M. Morris misses 2-pt shot from 17 ft
10:41.0,Defensive rebound by P. George,,50-61,,
10:30.0,,,50-61,,Personal foul by J. Wall (drawn by J. Teague)
10:30.0,J. Teague makes free throw 1 of 2,1,51-61,,
10:30.0,J. Teague makes free throw 2 of 2,1,52-61,,
10:18.0,,,52-63,2,M. Gortat makes 2-pt shot at rim (assist by J. Wall)
9:53.0,T. Young makes 2-pt shot from 4 ft (assist by J. Teague),2,54-63,,
9:39.0,,,54-63,,Shooting foul by T. Young (drawn by O. Porter)
9:39.0,,,54-64,1,O. Porter makes free throw 1 of 2
9:39.0,,,54-65,1,O. Porter makes free throw 2 of 2
9:33.0,Turnover by M. Turner (bad pass),,54-65,,
9:24.0,,,54-67,2,M. Morris makes 2-pt shot from 8 ft (assist by J. Wall)
9:08.0,J. Teague misses 2-pt shot from 10 ft,,54-67,,
9:07.0,,,54-67,,Defensive rebound by M. Morris
8:52.0,,,54-67,,O. Porter misses 3-pt shot from 26 ft
8:51.0,Defensive rebound by T. Young,,54-67,,
8:43.0,Offensive foul by M. Turner,,54-67,,
8:43.0,Turnover by M. Turner (offensive foul),,54-67,,
8:28.0,,,54-67,,O. Porter misses 3-pt shot from 23 ft
8:27.0,Defensive rebound by J. Teague,,54-67,,
8:13.0,P. George misses 2-pt shot from 15 ft,,54-67,,
8:12.0,,,54-67,,Defensive rebound by M. Morris
8:10.0,,,54-67,,Turnover by M. Morris (bad pass; steal by T. Young)
8:07.0,Indiana full timeout,,54-67,,
7:49.0,T. Young misses 3-pt shot from 25 ft,,54-67,,
7:48.0,,,54-67,,Defensive rebound by M. Morris
7:24.0,,,54-67,,M. Gortat misses 2-pt shot from 13 ft
7:23.0,Defensive rebound by G. Robinson,,54-67,,
7:11.0,M. Turner makes 2-pt shot from 17 ft (assist by J. Teague),2,56-67,,
6:59.0,,,56-69,2,M. Gortat makes 2-pt shot from 2 ft (assist by S. Mac)
6:49.0,T. Young makes 2-pt shot at rim (assist by J. Teague),2,58-69,,
6:29.0,,,58-69,,Turnover by J. Wall (lost ball; steal by T. Young)
6:24.0,Turnover by T. Young (lost ball; steal by M. Morris),,58-69,,
6:24.0,Loose ball foul by T. Young (drawn by M. Morris),,58-69,,
6:12.0,,,58-69,,M. Morris misses 3-pt shot from 26 ft
6:11.0,Defensive rebound by P. George,,58-69,,
5:54.0,J. Teague makes 2-pt shot from 1 ft,2,60-69,,
5:42.0,,,60-71,2,O. Porter makes 2-pt shot at rim (assist by M. Gortat)
5:26.0,P. George makes 3-pt shot from 24 ft (assist by T. Young),3,63-71,,
5:14.0,,,63-71,,O. Porter misses 3-pt shot from 25 ft
5:13.0,Defensive rebound by M. Turner,,63-71,,
5:13.0,,,63-71,,Loose ball foul by M. Morris (drawn by M. Turner)
5:13.0,,,63-71,,J. Smith enters the game for M. Morris
5:03.0,M. Turner makes 2-pt shot from 18 ft (assist by P. George),2,65-71,,
4:54.0,Personal foul by G. Robinson (drawn by S. Mac),,65-71,,
4:46.0,,,65-71,,Turnover by M. Gortat (bad pass; steal by T. Young)
4:46.0,,,65-71,,Personal foul by J. Smith (drawn by T. Young)
4:37.0,P. George makes 3-pt shot from 26 ft (assist by J. Teague),3,68-71,,
4:36.0,,,68-71,,Washington full timeout
4:36.0,,,68-71,,M. Thornton enters the game for S. Mac
4:20.0,,,68-73,2,M. Thornton makes 2-pt shot from 6 ft (assist by J. Wall)
4:08.0,G. Robinson misses 2-pt shot from 3 ft,,68-73,,
4:07.0,,,68-73,,Defensive rebound by J. Smith
3:57.0,,,68-75,2,J. Wall makes 2-pt shot from 21 ft
3:45.0,,,68-75,,Personal foul by O. Porter (drawn by J. Teague)
3:45.0,J. Teague makes free throw 1 of 2,1,69-75,,
3:45.0,J. Teague makes free throw 2 of 2,1,70-75,,
3:45.0,M. Ellis enters the game for G. Robinson,,69-75,,
3:45.0,K. Seraphin enters the game for T. Young,,69-75,,
3:28.0,,,70-77,2,J. Wall makes 2-pt shot from 1 ft
3:03.0,P. George misses 3-pt shot from 25 ft,,70-77,,
3:03.0,,,70-77,,Defensive rebound by J. Smith
2:48.0,,,70-79,2,J. Wall makes 2-pt shot from 18 ft
2:29.0,J. Teague misses 3-pt shot from 27 ft,,70-79,,
2:28.0,,,70-79,,Defensive rebound by M. Gortat
2:13.0,,,70-79,,Shooting foul by M. Turner (drawn by J. Wall)
2:13.0,,,70-80,1,J. Wall makes free throw 1 of 2
2:13.0,,,70-81,1,J. Wall makes free throw 2 of 2
2:13.0,,,70-80,,K. Oubre enters the game for O. Porter
2:13.0,A. Jefferson enters the game for M. Turner,,70-80,,
1:58.0,,,70-81,,Personal block foul by J. Smith (drawn by M. Ellis)
1:58.0,M. Ellis makes free throw 1 of 2,1,71-81,,
1:58.0,M. Ellis makes free throw 2 of 2,1,72-81,,
1:58.0,C. Miles enters the game for P. George,,71-81,,
1:48.0,,,72-83,2,J. Wall makes 2-pt shot from 18 ft
1:26.0,K. Seraphin misses 2-pt shot from 20 ft,,72-83,,
1:24.0,,,72-83,,Defensive rebound by J. Wall
1:15.0,,,72-83,,Turnover by M. Thornton (bad pass)
1:15.0,,,72-83,,Technical foul by M. Gortat
1:15.0,C. Miles makes technical free throw,1,73-83,,
1:00.0,M. Ellis misses 2-pt shot from 17 ft,,73-83,,
0:59.0,,,73-83,,Defensive rebound by K. Oubre
0:55.0,,,73-83,,Turnover by J. Wall (bad pass)
0:36.0,Shooting foul by K. Oubre (drawn by J. Teague),,73-83,,
0:36.0,J. Teague makes free throw 1 of 2,1,74-83,,
0:36.0,J. Teague misses free throw 2 of 2,,74-83,,
0:36.0,,,74-83,,Defensive rebound by Team
0:36.0,Loose ball foul by K. Seraphin (drawn by J. Smith),,74-83,,
0:36.0,,,74-83,,J. Smith misses free throw 1 of 2
0:36.0,,,74-83,,Offensive rebound by Team
0:36.0,,,74-83,,J. Smith misses free throw 2 of 2
0:36.0,P. George enters the game for K. Seraphin,,74-83,,
0:35.0,Defensive rebound by A. Jefferson,,74-83,,
0:25.0,C. Miles misses 2-pt shot from 2 ft,,74-83,,
0:24.0,,,74-83,,Defensive rebound by M. Gortat
0:03.0,,,74-85,2,J. Wall makes 2-pt shot from 19 ft
0:01.0,C. Miles misses 3-pt shot from 49 ft,,74-85,,
0:00.0,Offensive rebound by Team,,74-85,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,C. Miles misses 2-pt shot from 12 ft,,74-85,,
11:45.0,,,74-85,,Defensive rebound by K. Oubre
11:28.0,,,74-87,2,M. Thornton makes 2-pt shot from 1 ft (assist by M. Gortat)
11:05.0,C. Miles makes 3-pt shot from 30 ft (assist by M. Ellis),3,77-87,,
10:49.0,,,77-87,,Turnover by K. Oubre (lost ball; steal by A. Jefferson)
10:36.0,A. Jefferson makes 2-pt shot from 14 ft (assist by A. Brooks),2,79-87,,
10:22.0,,,79-87,,Turnover by T. Burke (bad pass)
10:06.0,C. Miles misses 2-pt shot from 21 ft,,79-87,,
10:05.0,,,79-87,,Defensive rebound by M. Gortat
9:52.0,,,79-87,,M. Gortat misses 2-pt shot from 15 ft
9:49.0,Defensive rebound by A. Jefferson,,79-87,,
9:39.0,P. George misses 2-pt shot from 17 ft,,79-87,,
9:38.0,,,79-87,,Defensive rebound by M. Gortat
9:25.0,Personal foul by C. Miles (drawn by O. Porter),,79-87,,
9:25.0,,,79-87,,Offensive foul by M. Thornton
9:25.0,,,79-87,,Turnover by M. Thornton (offensive foul)
9:07.0,P. George misses 2-pt shot from 16 ft,,79-87,,
9:07.0,,,79-87,,Defensive rebound by M. Gortat
9:06.0,Personal foul by P. George (drawn by M. Gortat),,79-87,,
9:06.0,,,79-87,,J. Wall enters the game for T. Burke
9:06.0,J. Teague enters the game for A. Brooks,,79-87,,
8:55.0,,,79-87,,Shooting foul by M. Ellis (drawn by M. Thornton)
8:55.0,Official timeout,,79-87,,
8:55.0,,,79-87,,M. Thornton misses free throw 1 of 2
8:55.0,,,79-87,,Offensive rebound by Team
8:55.0,,,79-87,,M. Thornton misses free throw 2 of 2
8:54.0,Defensive rebound by C. Miles,,79-87,,
8:37.0,A. Jefferson misses 2-pt shot from 9 ft,,79-87,,
8:36.0,,,79-87,,Defensive rebound by O. Porter
8:18.0,,,79-87,,Shooting foul by A. Jefferson (drawn by J. Wall)
8:18.0,,,79-88,1,J. Wall makes free throw 1 of 2
8:18.0,,,79-88,,J. Wall misses free throw 2 of 2
8:18.0,M. Turner enters the game for A. Jefferson,,79-88,,
8:18.0,T. Young enters the game for C. Miles,,79-88,,
8:17.0,Defensive rebound by T. Young,,79-88,,
8:05.0,J. Teague makes 2-pt shot from 1 ft,2,81-88,,
8:05.0,Shooting foul by J. Wall (drawn by J. Teague),,81-88,,
8:05.0,J. Teague makes free throw 1 of 1,1,82-88,,
7:51.0,,,82-90,2,O. Porter makes 2-pt shot from 4 ft
7:51.0,,,82-90,,Shooting foul by T. Young (drawn by O. Porter)
7:51.0,,,82-91,1,O. Porter makes free throw 1 of 1
7:51.0,,,82-90,,M. Morris enters the game for K. Oubre
7:43.0,,,82-91,,Personal foul by M. Thornton (drawn by M. Ellis)
7:30.0,M. Turner makes 2-pt shot from 11 ft (assist by P. George),2,84-91,,
7:08.0,,,84-91,,Turnover by M. Morris (lost ball; steal by T. Young)
7:00.0,M. Ellis misses 3-pt shot from 25 ft,,84-91,,
6:58.0,,,84-91,,Defensive rebound by M. Thornton
6:49.0,,,84-91,,J. Wall misses 2-pt shot from 8 ft
6:48.0,Defensive rebound by M. Ellis,,84-91,,
6:41.0,Shooting foul by O. Porter (drawn by P. George),,84-91,,
6:41.0,P. George makes free throw 1 of 2,1,85-91,,
6:41.0,P. George makes free throw 2 of 2,1,86-91,,
6:31.0,,,86-91,,M. Morris misses 2-pt shot from 18 ft
6:30.0,,,86-91,,Offensive rebound by M. Gortat
6:20.0,,,86-91,,O. Porter misses 2-pt shot from 10 ft
6:19.0,Defensive rebound by M. Turner,,86-91,,
6:07.0,P. George misses 3-pt shot from 26 ft,,86-91,,
6:06.0,,,86-91,,Defensive rebound by J. Wall
5:52.0,,,86-91,,Washington full timeout
5:52.0,C. Miles enters the game for M. Ellis,,86-91,,
5:42.0,,,86-94,3,O. Porter makes 3-pt shot from 27 ft (assist by J. Wall)
5:17.0,P. George makes 3-pt shot from 28 ft (assist by J. Teague),3,89-94,,
4:58.0,Personal foul by T. Young (drawn by M. Morris),,89-94,,
4:58.0,,,89-95,1,M. Morris makes free throw 1 of 2
4:58.0,,,89-96,1,M. Morris makes free throw 2 of 2
