time,Sacramento,pts.away,score,pts.home,Denver
3:54.0,,,42-48,,D. Gallinari enters the game for J. Hernangomez
3:35.0,,,43-48,,Turnover by M. Plumlee (lost ball; steal by B. Hield)
3:28.0,T. Lawson misses 3-pt shot from 25 ft,,43-48,,
3:28.0,,,43-48,,Defensive rebound by G. Harris
3:28.0,Personal foul by T. Lawson (drawn by G. Harris),,43-48,,
3:28.0,,,43-49,1,G. Harris makes free throw 1 of 2
3:28.0,,,43-49,,G. Harris misses free throw 2 of 2
3:28.0,D. Collison enters the game for T. Lawson,,43-49,,
3:27.0,Defensive rebound by K. Koufos,,43-49,,
3:11.0,B. Hield misses 2-pt shot from 12 ft,,43-49,,
3:10.0,,,43-49,,Defensive rebound by W. Chandler
3:03.0,,,43-49,,W. Chandler misses 2-pt shot from 5 ft
3:02.0,,,43-49,,Offensive rebound by M. Plumlee
3:01.0,Personal foul by A. Tolliver (drawn by M. Plumlee),,43-49,,
3:01.0,,,43-50,1,M. Plumlee makes free throw 1 of 2
3:01.0,,,43-51,1,M. Plumlee makes free throw 2 of 2
2:46.0,A. Afflalo makes 2-pt shot from 4 ft,2,45-51,,
2:36.0,,,45-53,2,M. Plumlee makes 2-pt shot at rim (assist by J. Nelson)
2:23.0,Turnover by B. Hield (bad pass; steal by J. Nelson),,45-53,,
2:18.0,Personal foul by B. Hield (drawn by M. Plumlee),,45-53,,
2:18.0,Sacramento full timeout,,45-53,,
2:18.0,,,45-54,1,M. Plumlee makes free throw 1 of 2
2:18.0,,,45-54,,M. Plumlee misses free throw 2 of 2
2:16.0,Defensive rebound by K. Koufos,,45-54,,
1:50.0,D. Collison misses 2-pt shot from 17 ft,,45-54,,
1:49.0,,,45-54,,Defensive rebound by W. Chandler
1:32.0,,,45-54,,D. Gallinari misses 2-pt shot from 16 ft
1:31.0,,,45-54,,Offensive rebound by Team
1:31.0,Loose ball foul by A. Afflalo (drawn by W. Chandler),,45-54,,
1:31.0,,,45-54,,W. Chandler misses free throw 1 of 2
1:31.0,,,45-54,,Offensive rebound by Team
1:31.0,,,45-55,1,W. Chandler makes free throw 2 of 2
1:13.0,Turnover by D. Collison (bad pass; steal by W. Chandler),,45-55,,
0:59.0,,,45-57,2,W. Chandler makes 2-pt shot from 2 ft (assist by G. Harris)
0:36.0,D. Collison misses 2-pt shot from 2 ft,,45-57,,
0:35.0,,,45-57,,Defensive rebound by D. Gallinari
0:28.0,,,45-57,,D. Gallinari misses 3-pt shot from 25 ft
0:28.0,Defensive rebound by B. Hield,,45-57,,
0:10.0,D. Collison makes 2-pt shot from 11 ft,2,47-57,,
0:10.0,Shooting foul by G. Harris (drawn by D. Collison),,47-57,,
0:10.0,D. Collison makes free throw 1 of 1,1,48-57,,
0:04.0,,,48-57,,Turnover by M. Plumlee (offensive foul)
0:04.0,,,48-57,,Offensive foul by M. Plumlee
0:04.0,,,48-57,,D. Arthur enters the game for M. Plumlee
0:03.0,Sacramento full timeout,,48-57,,
0:00.0,D. Collison makes 2-pt shot from 20 ft (assist by A. Afflalo),2,50-57,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,,,50-60,3,D. Gallinari makes 3-pt shot from 26 ft (assist by W. Chandler)
11:08.0,A. Afflalo misses 2-pt shot from 16 ft,,50-60,,
11:07.0,,,50-60,,Defensive rebound by M. Plumlee
11:02.0,,,50-60,,Shooting foul by D. Collison (drawn by D. Gallinari)
11:02.0,,,50-61,1,D. Gallinari makes free throw 1 of 2
11:02.0,,,50-62,1,D. Gallinari makes free throw 2 of 2
10:38.0,Turnover by Team (shot clock),,50-62,,
10:26.0,,,50-62,,Turnover by W. Chandler (back court)
10:03.0,D. Collison makes 2-pt shot from 12 ft,2,52-62,,
9:51.0,,,52-64,2,W. Chandler makes 2-pt shot from 1 ft
9:40.0,K. Koufos makes 2-pt shot from 5 ft (assist by T. Lawson),2,54-64,,
9:27.0,,,54-64,,Offensive foul by W. Chandler
9:27.0,,,54-64,,Turnover by W. Chandler (offensive foul)
9:14.0,T. Lawson misses 2-pt shot from 21 ft,,54-64,,
9:13.0,,,54-64,,Defensive rebound by M. Plumlee
8:54.0,,,54-64,,M. Plumlee misses 2-pt shot from 8 ft
8:53.0,Defensive rebound by D. Collison,,54-64,,
8:44.0,A. Afflalo misses 3-pt shot from 25 ft,,54-64,,
8:44.0,,,54-64,,Defensive rebound by M. Plumlee
8:42.0,,,54-64,,Turnover by M. Plumlee (bad pass; steal by T. Lawson)
8:35.0,K. Koufos misses 2-pt shot from 5 ft,,54-64,,
8:33.0,,,54-64,,Defensive rebound by D. Gallinari
8:17.0,,,54-66,2,D. Gallinari makes 2-pt shot from 23 ft
8:01.0,K. Koufos makes 2-pt shot from 5 ft (assist by T. Lawson),2,56-66,,
7:43.0,,,56-66,,Shooting foul by K. Koufos (drawn by G. Harris)
7:43.0,,,56-67,1,G. Harris makes free throw 1 of 2
7:43.0,,,56-68,1,G. Harris makes free throw 2 of 2
7:29.0,Turnover by K. Koufos (bad pass; steal by G. Harris),,56-68,,
7:25.0,,,56-70,2,G. Harris makes 2-pt shot from 1 ft
7:08.0,Turnover by W. Cauley-Stein (bad pass; steal by W. Chandler),,56-70,,
7:05.0,,,56-70,,Shooting foul by W. Cauley-Stein (drawn by W. Chandler)
7:05.0,,,56-71,1,W. Chandler makes free throw 1 of 2
7:05.0,,,56-72,1,W. Chandler makes free throw 2 of 2
6:56.0,Shooting foul by J. Nelson (drawn by T. Lawson),,56-72,,
6:56.0,T. Lawson makes free throw 1 of 2,1,57-72,,
6:56.0,T. Lawson makes free throw 2 of 2,1,58-72,,
6:56.0,A. Tolliver enters the game for W. Cauley-Stein,,57-72,,
6:43.0,,,58-72,,Turnover by G. Harris (bad pass; steal by K. Koufos)
6:37.0,T. Lawson misses 2-pt shot from 1 ft,,58-72,,
6:36.0,,,58-72,,Defensive rebound by D. Gallinari
6:28.0,,,58-72,,W. Chandler misses 2-pt shot at rim
6:26.0,,,58-72,,Offensive rebound by M. Plumlee
6:26.0,,,58-74,2,M. Plumlee makes 2-pt shot at rim
6:22.0,Sacramento full timeout,,58-74,,
6:22.0,,,58-74,,W. Barton enters the game for G. Harris
6:22.0,T. Evans enters the game for A. Afflalo,,58-74,,
6:22.0,B. McLemore enters the game for T. Lawson,,58-74,,
6:05.0,T. Evans makes 3-pt shot from 23 ft (assist by A. Tolliver),3,61-74,,
5:54.0,,,61-74,,Shooting foul by B. McLemore (drawn by W. Chandler)
5:54.0,,,61-75,1,W. Chandler makes free throw 1 of 2
5:54.0,,,61-75,,W. Chandler misses free throw 2 of 2
5:52.0,,,61-75,,Offensive rebound by Team
5:45.0,Personal foul by B. McLemore (drawn by M. Plumlee),,61-75,,
5:45.0,,,61-75,,M. Plumlee misses free throw 1 of 2
5:45.0,,,61-75,,Offensive rebound by Team
5:45.0,Violation by D. Collison (lane),,61-75,,
5:45.0,,,61-76,1,M. Plumlee makes free throw 2 of 2
5:27.0,A. Tolliver makes 2-pt shot from 1 ft (assist by K. Koufos),2,63-76,,
5:14.0,,,63-76,,M. Plumlee misses 2-pt shot at rim
5:11.0,Defensive rebound by D. Collison,,63-76,,
4:55.0,Turnover by T. Evans (bad pass; steal by M. Plumlee),,63-76,,
4:47.0,,,63-78,2,J. Nelson makes 2-pt shot from 2 ft (assist by D. Gallinari)
4:42.0,,,63-78,,Violation by M. Plumlee (def goaltending)
4:42.0,D. Collison makes 2-pt shot from 2 ft,2,65-78,,
4:42.0,Shooting foul by J. Nelson (drawn by D. Collison),,65-78,,
4:42.0,D. Collison makes free throw 1 of 1,1,66-78,,
4:42.0,W. Cauley-Stein enters the game for K. Koufos,,65-78,,
4:22.0,,,66-80,2,J. Nelson makes 2-pt shot from 22 ft (assist by W. Chandler)
4:06.0,W. Cauley-Stein makes 2-pt shot at rim,2,68-80,,
3:52.0,,,68-83,3,W. Chandler makes 3-pt shot from 24 ft (assist by M. Plumlee)
3:31.0,D. Collison misses 2-pt shot from 2 ft,,68-83,,
3:30.0,Offensive rebound by W. Cauley-Stein,,68-83,,
3:29.0,W. Cauley-Stein misses 2-pt shot from 2 ft,,68-83,,
3:28.0,,,68-83,,Defensive rebound by D. Gallinari
3:08.0,,,68-85,2,W. Chandler makes 2-pt shot from 2 ft (assist by J. Nelson)
3:02.0,A. Tolliver misses 3-pt shot from 24 ft,,68-85,,
3:01.0,,,68-85,,Defensive rebound by M. Plumlee
2:48.0,,,68-85,,Turnover by M. Plumlee (lost ball)
2:48.0,,,68-85,,Denver full timeout
2:48.0,,,68-85,,G. Harris enters the game for D. Gallinari
2:48.0,,,68-85,,D. Arthur enters the game for M. Plumlee
2:40.0,Sacramento full timeout,,68-85,,
2:33.0,T. Evans makes 3-pt shot from 25 ft (assist by D. Collison),3,71-85,,
2:16.0,,,71-87,2,W. Chandler makes 2-pt shot from 16 ft (assist by J. Nelson)
1:52.0,W. Cauley-Stein makes 2-pt shot from 2 ft,2,73-87,,
1:32.0,,,73-87,,J. Nelson misses 3-pt shot from 26 ft
1:31.0,Defensive rebound by T. Evans,,73-87,,
1:25.0,A. Tolliver misses 2-pt shot from 2 ft,,73-87,,
1:24.0,,,73-87,,Defensive rebound by W. Chandler
1:15.0,,,73-87,,D. Arthur misses 2-pt shot from 2 ft
1:14.0,Defensive rebound by T. Evans,,73-87,,
1:04.0,T. Evans misses 3-pt shot from 26 ft,,73-87,,
1:03.0,,,73-87,,Defensive rebound by D. Arthur
0:51.0,,,73-90,3,W. Barton makes 3-pt shot from 24 ft (assist by J. Nelson)
0:40.0,Turnover by T. Evans (bad pass; steal by W. Barton),,73-90,,
0:29.0,,,73-90,,D. Arthur misses 3-pt shot from 24 ft
0:26.0,,,73-90,,Offensive rebound by W. Chandler
0:05.0,,,73-90,,W. Chandler misses 3-pt shot from 24 ft
0:03.0,,,73-90,,Offensive rebound by J. Nelson
0:00.0,,,73-90,,W. Barton misses 2-pt shot from 15 ft
0:00.0,,,73-90,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,Turnover by B. Hield (bad pass; steal by D. Arthur),,73-90,,
11:40.0,,,73-90,,Turnover by J. Murray (bad pass; steal by T. Evans)
11:38.0,T. Evans makes 2-pt shot at rim,2,75-90,,
11:22.0,,,75-92,2,J. Murray makes 2-pt shot from 2 ft (assist by G. Harris)
10:56.0,A. Tolliver misses 3-pt shot from 22 ft,,75-92,,
10:56.0,Offensive rebound by Team,,75-92,,
10:43.0,T. Lawson makes 2-pt shot from 21 ft,2,77-92,,
10:24.0,,,77-95,3,W. Barton makes 3-pt shot from 26 ft (assist by D. Arthur)
10:10.0,T. Evans misses 2-pt shot from 1 ft,,77-95,,
10:09.0,,,77-95,,Defensive rebound by D. Arthur
10:03.0,,,77-97,2,W. Barton makes 2-pt shot from 1 ft
9:58.0,Shooting foul by J. Murray (drawn by T. Lawson),,77-97,,
9:58.0,T. Lawson misses free throw 1 of 2,,77-97,,
9:58.0,Offensive rebound by Team,,77-97,,
9:58.0,T. Lawson makes free throw 2 of 2,1,78-97,,
9:58.0,S. Labissiere enters the game for A. Tolliver,,77-97,,
9:41.0,,,78-99,2,J. Murray makes 2-pt shot from 14 ft (assist by D. Arthur)
9:29.0,B. Hield misses 2-pt shot from 17 ft,,78-99,,
9:27.0,Offensive rebound by W. Cauley-Stein,,78-99,,
9:24.0,W. Cauley-Stein misses 2-pt shot from 2 ft,,78-99,,
9:24.0,Offensive rebound by S. Labissiere,,78-99,,
9:21.0,S. Labissiere misses 2-pt shot from 2 ft,,78-99,,
9:20.0,Offensive rebound by T. Evans,,78-99,,
9:17.0,T. Evans misses 3-pt shot from 24 ft,,78-99,,
9:16.0,Offensive rebound by S. Labissiere,,78-99,,
9:13.0,B. Hield makes 3-pt shot from 24 ft (assist by W. Cauley-Stein),3,81-99,,
9:13.0,,,81-99,,Denver full timeout
9:13.0,,,81-99,,W. Chandler enters the game for D. Gallinari
8:57.0,,,81-99,,W. Barton misses 3-pt shot from 24 ft
8:56.0,Defensive rebound by W. Cauley-Stein,,81-99,,
8:37.0,Turnover by B. Hield (traveling),,81-99,,
8:20.0,,,81-99,,W. Chandler misses 3-pt shot from 23 ft
8:19.0,Defensive rebound by W. Cauley-Stein,,81-99,,
8:09.0,T. Evans misses 2-pt shot from 20 ft,,81-99,,
8:08.0,,,81-99,,Defensive rebound by D. Arthur
7:57.0,,,81-99,,D. Arthur misses 2-pt shot from 20 ft
7:56.0,Defensive rebound by T. Evans,,81-99,,
7:38.0,T. Evans makes 2-pt shot from 3 ft,2,83-99,,
7:23.0,,,83-99,,D. Arthur misses 3-pt shot from 25 ft
7:22.0,Defensive rebound by S. Labissiere,,83-99,,
6:59.0,S. Labissiere misses 2-pt shot from 17 ft,,83-99,,
6:58.0,,,83-99,,Defensive rebound by G. Harris
6:52.0,,,83-99,,W. Barton misses 3-pt shot from 25 ft
6:51.0,,,83-99,,Offensive rebound by W. Chandler
6:50.0,Personal foul by S. Labissiere (drawn by W. Chandler),,83-99,,
6:50.0,,,83-99,,M. Plumlee enters the game for D. Arthur
6:44.0,Personal foul by W. Cauley-Stein (drawn by M. Plumlee),,83-99,,
6:32.0,,,83-99,,M. Plumlee misses 2-pt shot from 9 ft
6:30.0,Defensive rebound by S. Labissiere,,83-99,,
6:28.0,Turnover by S. Labissiere (bad pass; steal by G. Harris),,83-99,,
6:27.0,,,83-99,,Turnover by G. Harris (bad pass)
6:08.0,W. Cauley-Stein misses 2-pt shot from 4 ft,,83-99,,
6:06.0,,,83-99,,Defensive rebound by M. Plumlee
6:01.0,,,83-99,,Turnover by J. Murray (bad pass; steal by T. Lawson)
5:52.0,S. Labissiere misses 2-pt shot at rim,,83-99,,
5:52.0,,,83-99,,Defensive rebound by W. Chandler
5:31.0,,,83-102,3,G. Harris makes 3-pt shot from 28 ft (assist by J. Murray)
5:23.0,Sacramento full timeout,,83-102,,
5:23.0,L. Galloway enters the game for T. Evans,,83-102,,
5:10.0,S. Labissiere makes 2-pt shot from 14 ft,2,85-102,,
4:50.0,,,85-102,,J. Murray misses 3-pt shot from 24 ft
4:49.0,Defensive rebound by B. Hield,,85-102,,
4:40.0,W. Cauley-Stein misses 2-pt shot from 2 ft,,85-102,,
4:39.0,,,85-102,,Defensive rebound by M. Plumlee
4:29.0,,,85-102,,W. Chandler misses 3-pt shot from 25 ft
4:28.0,Defensive rebound by B. Hield,,85-102,,
4:24.0,Shooting foul by W. Barton (drawn by B. Hield),,85-102,,
4:24.0,B. Hield makes free throw 1 of 2,1,86-102,,
4:24.0,B. Hield makes free throw 2 of 2,1,87-102,,
4:11.0,,,87-102,,Turnover by W. Chandler (traveling)
4:02.0,W. Cauley-Stein makes 2-pt shot at rim (assist by T. Lawson),2,89-102,,
4:02.0,,,89-102,,Denver full timeout
4:02.0,,,89-102,,J. Nelson enters the game for J. Murray
3:38.0,,,89-102,,W. Barton misses 3-pt shot from 24 ft
3:38.0,Defensive rebound by L. Galloway,,89-102,,
3:26.0,,,89-102,,Shooting block foul by J. Nelson (drawn by T. Lawson)
3:26.0,T. Lawson makes free throw 1 of 2,1,90-102,,
3:26.0,T. Lawson misses free throw 2 of 2,,90-102,,
3:25.0,,,90-102,,Defensive rebound by W. Chandler
3:06.0,,,90-102,,Shooting foul by W. Cauley-Stein (drawn by W. Barton)
3:06.0,,,90-103,1,W. Barton makes free throw 1 of 2
3:06.0,,,90-103,,W. Barton misses free throw 2 of 2
