time,Utah,pts.away,score,pts.home,Denver
0:37.0,,,12-22,,D. Gallinari misses 2-pt shot from 4 ft
0:36.0,,,12-22,,Offensive rebound by Team
0:36.0,,,12-22,,J. Hernangomez enters the game for D. Gallinari
0:36.0,J. Withey enters the game for R. Gobert,,12-22,,
0:31.0,,,12-22,,N. Jokic misses 2-pt shot from 15 ft
0:29.0,Defensive rebound by J. Ingles,,12-22,,
0:20.0,D. Exum makes 2-pt shot from 4 ft,2,14-22,,
0:03.0,,,14-24,2,N. Jokic makes 2-pt shot from 1 ft (assist by J. Nelson)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,,,14-24,,J. Murray misses 2-pt shot from 18 ft
11:43.0,Defensive rebound by G. Hayward,,14-24,,
11:36.0,Shooting foul by J. Hernangomez (drawn by G. Hayward),,14-24,,
11:36.0,G. Hayward makes free throw 1 of 2,1,15-24,,
11:36.0,G. Hayward makes free throw 2 of 2,1,16-24,,
11:14.0,,,16-27,3,W. Chandler makes 3-pt shot from 26 ft (assist by J. Murray)
10:59.0,G. Hayward makes 2-pt shot from 14 ft,2,18-27,,
10:47.0,,,18-29,2,J. Hernangomez makes 2-pt shot from 2 ft (assist by N. Jokic)
10:30.0,Turnover by G. Hayward (bad pass; steal by J. Hernangomez),,18-29,,
10:30.0,Clear path foul by J. Johnson,,18-29,,
10:30.0,,,18-29,,J. Hernangomez misses clear path free throw 1 of 2
10:30.0,,,18-29,,Offensive rebound by Team
10:30.0,,,18-29,,J. Hernangomez misses clear path free throw 2 of 2
10:30.0,,,18-29,,Offensive rebound by Team
10:16.0,,,18-29,,W. Chandler misses 2-pt shot from 1 ft
10:15.0,Defensive rebound by J. Withey,,18-29,,
10:04.0,S. Mack misses 2-pt shot from 8 ft,,18-29,,
10:03.0,,,18-29,,Defensive rebound by W. Chandler
9:43.0,,,18-29,,J. Hernangomez misses 3-pt shot from 26 ft
9:42.0,Defensive rebound by G. Hayward,,18-29,,
9:35.0,G. Hayward misses 2-pt shot from 14 ft,,18-29,,
9:34.0,,,18-29,,Defensive rebound by Team
9:34.0,J. Ingles enters the game for S. Mack,,18-29,,
9:34.0,T. Lyles enters the game for J. Johnson,,18-29,,
9:16.0,,,18-29,,Shooting foul by J. Withey (drawn by W. Chandler)
9:16.0,,,18-30,1,W. Chandler makes free throw 1 of 2
9:16.0,,,18-30,,W. Chandler misses free throw 2 of 2
9:13.0,Defensive rebound by T. Lyles,,18-30,,
9:02.0,G. Hayward makes 2-pt shot at rim (assist by J. Ingles),2,20-30,,
8:51.0,,,20-30,,N. Jokic misses 2-pt shot from 2 ft (block by J. Withey)
8:50.0,,,20-30,,Offensive rebound by Team
8:50.0,Official timeout,,20-30,,
8:50.0,,,20-30,,K. Faried enters the game for J. Hernangomez
8:50.0,R. Gobert enters the game for J. Withey,,20-30,,
8:33.0,,,20-30,,K. Faried misses 2-pt shot from 18 ft
8:30.0,Defensive rebound by T. Lyles,,20-30,,
8:24.0,J. Ingles makes 3-pt shot from 25 ft (assist by T. Lyles),3,23-30,,
8:05.0,,,23-32,2,W. Chandler makes 2-pt shot from 17 ft
7:50.0,G. Hayward misses 3-pt shot from 24 ft,,23-32,,
7:49.0,,,23-32,,Defensive rebound by J. Nelson
7:45.0,Violation by G. Hayward (kicked ball),,23-32,,
7:45.0,,,23-32,,D. Gallinari enters the game for W. Chandler
7:45.0,,,23-32,,E. Mudiay enters the game for J. Nelson
7:45.0,R. Hood enters the game for G. Hayward,,23-32,,
7:37.0,,,23-34,2,N. Jokic makes 2-pt shot from 8 ft (assist by E. Mudiay)
7:17.0,R. Hood makes 2-pt shot from 2 ft,2,25-34,,
7:03.0,,,25-36,2,J. Murray makes 2-pt shot from 16 ft
6:50.0,J. Ingles misses 3-pt shot from 25 ft,,25-36,,
6:48.0,,,25-36,,Defensive rebound by E. Mudiay
6:36.0,,,25-38,2,D. Gallinari makes 2-pt shot from 2 ft
6:20.0,R. Gobert misses 2-pt shot from 2 ft,,25-38,,
6:20.0,,,25-38,,Defensive rebound by K. Faried
6:11.0,,,25-40,2,N. Jokic makes 2-pt shot from 2 ft (assist by J. Murray)
5:52.0,T. Lyles makes 3-pt shot from 25 ft (assist by J. Ingles),3,28-40,,
5:37.0,,,28-43,3,N. Jokic makes 3-pt shot from 26 ft (assist by J. Murray)
5:18.0,T. Lyles misses 3-pt shot from 25 ft,,28-43,,
5:18.0,Offensive rebound by D. Exum,,28-43,,
5:14.0,J. Ingles misses 3-pt shot from 26 ft,,28-43,,
5:13.0,Offensive rebound by T. Lyles,,28-43,,
5:10.0,Turnover by T. Lyles (bad pass),,28-43,,
5:10.0,,,28-43,,Denver full timeout
5:10.0,,,28-43,,W. Barton enters the game for N. Jokic
5:10.0,,,28-43,,J. Nurkic enters the game for J. Murray
4:47.0,,,28-43,,E. Mudiay misses 2-pt shot from 9 ft (block by R. Gobert)
4:45.0,,,28-43,,Offensive rebound by E. Mudiay
4:43.0,,,28-43,,E. Mudiay misses 2-pt shot from 11 ft
4:43.0,,,28-43,,Offensive rebound by Team
4:43.0,Flagrant foul type 1 by R. Gobert (drawn by J. Nurkic),,28-43,,
4:43.0,,,28-43,,J. Nurkic misses flagrant free throw 1 of 2
4:43.0,,,28-43,,Offensive rebound by Team
4:43.0,,,28-43,,J. Nurkic misses flagrant free throw 2 of 2
4:43.0,,,28-43,,Offensive rebound by Team
4:43.0,G. Hayward enters the game for D. Exum,,28-43,,
4:30.0,,,28-45,2,J. Nurkic makes 2-pt shot at rim (assist by E. Mudiay)
4:14.0,G. Hayward misses 2-pt shot from 16 ft,,28-45,,
4:13.0,Offensive rebound by Team,,28-45,,
4:13.0,J. Johnson enters the game for T. Lyles,,28-45,,
4:13.0,S. Mack enters the game for R. Gobert,,28-45,,
4:13.0,J. Withey enters the game for J. Ingles,,28-45,,
4:04.0,S. Mack misses 2-pt shot from 19 ft,,28-45,,
4:03.0,,,28-45,,Defensive rebound by J. Nurkic
3:52.0,,,28-47,2,D. Gallinari makes 2-pt shot from 2 ft (assist by J. Nurkic)
3:39.0,J. Withey makes 2-pt shot from 3 ft (assist by S. Mack),2,30-47,,
3:26.0,,,30-47,,J. Nurkic misses 2-pt shot from 3 ft (block by J. Johnson)
3:25.0,Defensive rebound by J. Johnson,,30-47,,
3:00.0,S. Mack makes 2-pt shot from 2 ft,2,32-47,,
2:41.0,,,32-49,2,J. Nurkic makes 2-pt shot from 1 ft (assist by E. Mudiay)
2:30.0,J. Johnson makes 2-pt shot from 2 ft,2,34-49,,
2:30.0,,,34-49,,Denver full timeout
2:30.0,Utah full timeout,,34-49,,
2:28.0,,,34-49,,W. Chandler enters the game for K. Faried
2:19.0,Personal foul by R. Hood (drawn by J. Nurkic),,34-49,,
2:16.0,,,34-49,,Turnover by J. Nurkic (bad pass)
1:52.0,R. Hood misses 3-pt shot from 25 ft,,34-49,,
1:51.0,,,34-49,,Defensive rebound by D. Gallinari
1:36.0,,,34-49,,J. Nurkic misses 2-pt shot from 2 ft
1:35.0,Defensive rebound by R. Hood,,34-49,,
1:24.0,R. Hood makes 2-pt shot from 3 ft (assist by G. Hayward),2,36-49,,
0:57.0,,,36-49,,W. Chandler misses 3-pt shot from 25 ft
0:57.0,Defensive rebound by J. Johnson,,36-49,,
0:51.0,G. Hayward makes 3-pt shot from 25 ft (assist by J. Johnson),3,39-49,,
0:38.0,,,39-51,2,J. Nurkic makes 2-pt shot from 3 ft (assist by W. Barton)
0:30.0,G. Hayward makes 2-pt shot from 2 ft (assist by R. Hood),2,41-51,,
0:09.0,,,41-53,2,E. Mudiay makes 2-pt shot from 11 ft
0:04.0,Turnover by S. Mack (lost ball),,41-53,,
0:01.0,,,41-53,,E. Mudiay misses 3-pt shot from 25 ft
0:00.0,,,41-53,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,41-55,2,W. Barton makes 2-pt shot from 10 ft (assist by D. Gallinari)
11:28.0,G. Hayward misses 3-pt shot from 25 ft,,41-55,,
11:27.0,,,41-55,,Defensive rebound by J. Nurkic
11:26.0,Personal foul by T. Lyles (drawn by J. Nurkic),,41-55,,
11:10.0,,,41-55,,W. Barton misses 2-pt shot from 10 ft
11:08.0,,,41-55,,Offensive rebound by J. Nurkic
11:08.0,,,41-57,2,J. Nurkic makes 2-pt shot from 1 ft
10:48.0,G. Hayward makes 2-pt shot from 2 ft,2,43-57,,
10:32.0,,,43-57,,W. Barton misses 2-pt shot from 9 ft
10:30.0,,,43-57,,Offensive rebound by J. Nurkic
10:29.0,,,43-59,2,W. Barton makes 2-pt shot from 15 ft
10:29.0,,,43-59,,Shooting foul by T. Lyles (drawn by W. Barton)
10:29.0,,,43-59,,W. Barton misses free throw 1 of 1
10:29.0,J. Johnson enters the game for T. Lyles,,43-59,,
10:25.0,Defensive rebound by R. Gobert,,43-59,,
10:13.0,D. Exum makes 2-pt shot from 3 ft,2,45-59,,
9:47.0,,,45-59,,K. Faried misses 2-pt shot from 16 ft
9:47.0,,,45-59,,Offensive rebound by J. Nurkic
9:42.0,,,45-59,,W. Barton misses 3-pt shot from 26 ft
9:41.0,Defensive rebound by R. Gobert,,45-59,,
9:28.0,J. Johnson makes 3-pt shot from 25 ft (assist by R. Gobert),3,48-59,,
9:16.0,,,48-59,,Turnover by D. Gallinari (lost ball; steal by R. Hood)
9:10.0,D. Exum makes 2-pt shot from 2 ft,2,50-59,,
9:09.0,,,50-59,,Denver full timeout
9:09.0,,,50-59,,W. Chandler enters the game for K. Faried
8:46.0,,,50-61,2,W. Chandler makes 2-pt shot from 17 ft (assist by E. Mudiay)
8:24.0,R. Hood misses 3-pt shot from 24 ft,,50-61,,
8:23.0,,,50-61,,Defensive rebound by W. Barton
8:13.0,,,50-63,2,E. Mudiay makes 2-pt shot at rim
8:00.0,Turnover by D. Exum (lost ball; steal by W. Chandler),,50-63,,
7:54.0,,,50-65,2,W. Chandler makes 2-pt shot from 3 ft
7:44.0,D. Exum misses 2-pt shot from 4 ft,,50-65,,
7:42.0,Offensive rebound by R. Gobert,,50-65,,
7:40.0,R. Gobert misses 2-pt shot from 2 ft,,50-65,,
7:37.0,,,50-65,,Defensive rebound by E. Mudiay
7:34.0,Personal foul by G. Hayward (drawn by D. Gallinari),,50-65,,
7:26.0,,,50-65,,D. Gallinari misses 2-pt shot from 14 ft
7:25.0,Defensive rebound by R. Gobert,,50-65,,
7:18.0,,,50-65,,Personal foul by W. Barton (drawn by R. Hood)
7:09.0,D. Exum misses 3-pt shot from 25 ft,,50-65,,
7:08.0,,,50-65,,Defensive rebound by W. Barton
7:00.0,,,50-65,,E. Mudiay misses 2-pt shot from 2 ft (block by R. Gobert)
6:59.0,,,50-65,,Offensive rebound by J. Nurkic
6:58.0,,,50-65,,Shooting foul by D. Exum (drawn by J. Nurkic)
6:58.0,,,50-65,,J. Nurkic misses free throw 1 of 2
6:58.0,,,50-65,,Offensive rebound by Team
6:58.0,,,50-65,,J. Nurkic misses free throw 2 of 2
6:57.0,Defensive rebound by G. Hayward,,50-65,,
6:46.0,,,50-65,,Personal foul by W. Barton (drawn by R. Hood)
6:38.0,R. Hood misses 2-pt shot from 17 ft,,50-65,,
6:37.0,,,50-65,,Defensive rebound by E. Mudiay
6:23.0,,,50-65,,D. Gallinari misses 3-pt shot from 25 ft
6:23.0,Defensive rebound by Team,,50-65,,
6:23.0,,,50-65,,Loose ball foul by J. Nurkic (drawn by D. Exum)
6:07.0,G. Hayward makes 2-pt shot from 10 ft,2,52-65,,
5:57.0,,,52-65,,W. Barton misses 2-pt shot from 8 ft
5:56.0,Defensive rebound by J. Johnson,,52-65,,
5:37.0,J. Johnson makes 2-pt shot from 15 ft,2,54-65,,
5:19.0,,,54-65,,Shooting foul by G. Hayward (drawn by D. Gallinari)
5:19.0,,,54-66,1,D. Gallinari makes free throw 1 of 2
5:19.0,,,54-67,1,D. Gallinari makes free throw 2 of 2
5:19.0,,,54-66,,N. Jokic enters the game for J. Nurkic
5:19.0,,,54-66,,J. Nelson enters the game for W. Barton
5:19.0,J. Ingles enters the game for R. Hood,,54-66,,
5:11.0,Turnover by G. Hayward (bad pass),,54-67,,
4:51.0,,,54-67,,D. Gallinari misses 2-pt shot from 20 ft
4:49.0,Defensive rebound by R. Gobert,,54-67,,
4:38.0,R. Gobert makes 2-pt shot at rim (assist by G. Hayward),2,56-67,,
4:20.0,,,56-70,3,D. Gallinari makes 3-pt shot from 24 ft (assist by W. Chandler)
4:00.0,R. Gobert makes 2-pt shot at rim (assist by D. Exum),2,58-70,,
3:30.0,,,58-70,,Shooting foul by J. Johnson (drawn by D. Gallinari)
3:30.0,,,58-71,1,D. Gallinari makes free throw 1 of 2
3:30.0,,,58-71,,D. Gallinari misses free throw 2 of 2
3:30.0,S. Mack enters the game for D. Exum,,58-71,,
3:27.0,Defensive rebound by J. Ingles,,58-71,,
3:15.0,G. Hayward makes 2-pt shot at rim (assist by J. Ingles),2,60-71,,
2:59.0,,,60-71,,W. Chandler misses 3-pt shot from 26 ft
2:58.0,Defensive rebound by G. Hayward,,60-71,,
2:41.0,G. Hayward misses 2-pt shot from 18 ft,,60-71,,
2:39.0,Offensive rebound by R. Gobert,,60-71,,
2:37.0,R. Gobert makes 2-pt shot at rim,2,62-71,,
2:24.0,,,62-73,2,E. Mudiay makes 2-pt shot from 2 ft (assist by D. Gallinari)
2:04.0,J. Johnson misses 2-pt shot from 10 ft,,62-73,,
2:03.0,,,62-73,,Defensive rebound by W. Chandler
2:00.0,,,62-73,,Turnover by W. Chandler (lost ball; steal by J. Ingles)
2:00.0,,,62-73,,Personal foul by N. Jokic (drawn by J. Johnson)
2:00.0,Utah full timeout,,62-73,,
2:00.0,R. Hood enters the game for G. Hayward,,62-73,,
2:00.0,,,62-73,,A. Gee enters the game for D. Gallinari
1:51.0,,,62-73,,Personal foul by A. Gee (drawn by R. Hood)
1:51.0,R. Hood makes free throw 1 of 2,1,63-73,,
1:51.0,R. Hood misses free throw 2 of 2,,63-73,,
1:49.0,,,63-73,,Defensive rebound by W. Chandler
1:34.0,,,63-75,2,W. Chandler makes 2-pt shot from 10 ft (assist by E. Mudiay)
1:21.0,S. Mack misses 2-pt shot from 12 ft,,63-75,,
1:20.0,,,63-75,,Defensive rebound by A. Gee
1:08.0,,,63-75,,J. Nelson misses 2-pt shot from 18 ft
1:08.0,Defensive rebound by J. Johnson,,63-75,,
0:49.0,R. Hood misses 3-pt shot from 27 ft,,63-75,,
0:48.0,,,63-75,,Defensive rebound by W. Chandler
0:41.0,,,63-75,,E. Mudiay misses 2-pt shot from 7 ft
0:39.0,,,63-75,,Offensive rebound by N. Jokic
0:35.0,,,63-75,,E. Mudiay misses 3-pt shot from 25 ft
0:34.0,Defensive rebound by S. Mack,,63-75,,
0:26.0,S. Mack misses 2-pt shot from 13 ft (block by N. Jokic),,63-75,,
0:26.0,,,63-75,,Defensive rebound by Team
0:26.0,Jump ball: N. Jokic vs. S. Mack,,,,Jump ball: N. Jokic vs. S. Mack
0:26.0,Loose ball foul by S. Mack (drawn by N. Jokic),,63-75,,
0:26.0,,,63-76,1,N. Jokic makes free throw 1 of 2
0:26.0,,,63-76,,N. Jokic misses free throw 2 of 2
0:26.0,,,63-75,,J. Murray enters the game for E. Mudiay
0:23.0,Defensive rebound by R. Hood,,63-76,,
0:02.0,J. Johnson misses 2-pt shot from 13 ft,,63-76,,
0:00.0,Offensive rebound by R. Gobert,,63-76,,
0:00.0,R. Gobert misses 2-pt shot from 2 ft,,63-76,,
0:00.0,Offensive rebound by Team,,63-76,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,R. Hood misses 2-pt shot from 2 ft,,63-76,,
11:43.0,,,63-76,,Defensive rebound by J. Murray
11:38.0,Personal foul by R. Hood (drawn by J. Murray),,63-76,,
11:26.0,,,63-76,,Shooting foul by J. Ingles (drawn by A. Gee)
11:26.0,,,63-77,1,A. Gee makes free throw 1 of 2
11:26.0,,,63-78,1,A. Gee makes free throw 2 of 2
11:14.0,T. Lyles makes 3-pt shot from 24 ft (assist by R. Hood),3,66-78,,
10:51.0,,,66-81,3,J. Murray makes 3-pt shot from 24 ft (assist by J. Nelson)
10:36.0,,,66-81,,Personal foul by J. Nelson (drawn by J. Withey)
10:31.0,T. Lyles misses 2-pt shot from 7 ft,,66-81,,
10:29.0,Offensive rebound by J. Withey,,66-81,,
10:28.0,J. Withey makes 2-pt shot from 1 ft,2,68-81,,
10:12.0,,,68-81,,W. Chandler misses 2-pt shot from 2 ft (block by J. Withey)
10:10.0,Defensive rebound by S. Mack,,68-81,,
10:10.0,Shooting foul by J. Nelson (drawn by S. Mack),,68-81,,
10:10.0,S. Mack makes free throw 1 of 2,1,69-81,,
10:10.0,S. Mack misses free throw 2 of 2,,69-81,,
10:08.0,,,69-81,,Defensive rebound by A. Gee
9:51.0,,,69-84,3,J. Murray makes 3-pt shot from 25 ft (assist by N. Jokic)
9:45.0,Shooting foul by N. Jokic (drawn by J. Withey),,69-84,,
9:45.0,J. Withey makes free throw 1 of 2,1,70-84,,
9:45.0,J. Withey makes free throw 2 of 2,1,71-84,,
9:45.0,D. Exum enters the game for S. Mack,,70-84,,
9:27.0,,,71-84,,N. Jokic misses 2-pt shot from 4 ft
9:26.0,,,71-84,,Offensive rebound by J. Murray
9:18.0,,,71-84,,A. Gee misses 2-pt shot from 16 ft
9:17.0,Defensive rebound by J. Withey,,71-84,,
9:14.0,,,71-84,,Personal foul by J. Nelson (drawn by D. Exum)
9:14.0,,,71-84,,D. Gallinari enters the game for W. Chandler
9:14.0,,,71-84,,K. Faried enters the game for A. Gee
9:03.0,R. Hood misses 3-pt shot from 26 ft,,71-84,,
9:01.0,,,71-84,,Defensive rebound by K. Faried
8:46.0,Personal foul by J. Ingles (drawn by J. Murray),,71-84,,
8:46.0,Official timeout,,71-84,,
8:46.0,,,71-84,,J. Nurkic enters the game for N. Jokic
8:46.0,G. Hayward enters the game for J. Ingles,,71-84,,
8:38.0,,,71-86,2,J. Murray makes 2-pt shot from 1 ft (assist by D. Gallinari)
8:38.0,,,71-86,,Shooting foul by G. Hayward (drawn by J. Murray)
8:38.0,,,71-86,,J. Murray misses free throw 1 of 1
8:38.0,R. Gobert enters the game for J. Withey,,71-86,,
8:36.0,Defensive rebound by G. Hayward,,71-86,,
8:19.0,Turnover by T. Lyles (bad pass; steal by J. Nurkic),,71-86,,
8:13.0,,,71-88,2,J. Nurkic makes 2-pt shot from 3 ft (assist by J. Murray)
7:56.0,T. Lyles misses 2-pt shot from 20 ft,,71-88,,
7:55.0,,,71-88,,Defensive rebound by D. Gallinari
7:45.0,,,71-90,2,D. Gallinari makes 2-pt shot at rim (assist by J. Nurkic)
7:34.0,,,71-90,,Def 3 sec tech foul by J. Nurkic
7:34.0,G. Hayward misses technical free throw,,71-90,,
7:34.0,Offensive rebound by Team,,71-90,,
7:34.0,J. Johnson enters the game for R. Hood,,71-90,,
7:26.0,G. Hayward misses 2-pt shot from 6 ft,,71-90,,
7:25.0,Offensive rebound by G. Hayward,,71-90,,
7:21.0,G. Hayward misses 2-pt shot from 2 ft,,71-90,,
7:20.0,,,71-90,,Defensive rebound by J. Nelson
7:09.0,,,71-90,,J. Murray misses 3-pt shot from 24 ft
7:09.0,Defensive rebound by T. Lyles,,71-90,,
7:03.0,T. Lyles makes 2-pt shot from 3 ft,2,73-90,,
6:36.0,,,73-90,,Turnover by Team (shot clock)
6:24.0,G. Hayward makes 2-pt shot from 1 ft,2,75-90,,
6:24.0,Shooting foul by J. Murray (drawn by G. Hayward),,75-90,,
6:24.0,G. Hayward makes free throw 1 of 1,1,76-90,,
6:01.0,,,76-92,2,J. Murray makes 2-pt shot from 4 ft
5:52.0,Shooting foul by J. Nelson (drawn by R. Gobert),,76-92,,
5:52.0,,,76-92,,Denver full timeout
5:52.0,G. Hayward makes free throw 1 of 2,1,77-92,,
5:52.0,G. Hayward makes free throw 2 of 2,1,78-92,,
5:52.0,,,76-92,,E. Mudiay enters the game for J. Nelson
5:38.0,Def 3 sec tech foul by G. Hayward,,78-92,,
5:38.0,,,78-92,,D. Gallinari misses technical free throw
