time,Detroit,pts.away,score,pts.home,Philadelphia
6:36.0,R. Jackson makes 3-pt shot from 25 ft,3,12-15,,
6:20.0,,,12-15,,D. Saric misses 2-pt shot from 5 ft
6:18.0,Defensive rebound by A. Drummond,,12-15,,
6:13.0,R. Jackson makes 2-pt shot from 2 ft,2,14-15,,
5:56.0,,,14-15,,N. Stauskas misses 2-pt shot from 4 ft (block by R. Jackson)
5:56.0,,,14-15,,Offensive rebound by Team
5:56.0,,,14-15,,T. Luwawu-Cabarrot enters the game for N. Stauskas
5:48.0,,,14-15,,R. Holmes misses 2-pt shot from 10 ft
5:47.0,Defensive rebound by T. Harris,,14-15,,
5:41.0,T. Harris misses 2-pt shot from 6 ft,,14-15,,
5:38.0,Offensive rebound by A. Drummond,,14-15,,
5:38.0,A. Drummond misses 2-pt shot from 1 ft,,14-15,,
5:36.0,,,14-15,,Defensive rebound by T. Luwawu-Cabarrot
5:29.0,,,14-15,,Turnover by T. McConnell (traveling)
5:29.0,I. Smith enters the game for R. Jackson,,14-15,,
5:20.0,T. Harris misses 2-pt shot from 15 ft,,14-15,,
5:18.0,,,14-15,,Defensive rebound by J. Anderson
5:06.0,,,14-18,3,J. Anderson makes 3-pt shot from 24 ft (assist by T. McConnell)
4:52.0,M. Morris makes 2-pt shot from 15 ft (assist by I. Smith),2,16-18,,
4:33.0,,,16-18,,D. Saric misses 2-pt shot from 5 ft
4:32.0,Defensive rebound by A. Drummond,,16-18,,
4:25.0,T. Harris makes 2-pt shot from 2 ft (assist by I. Smith),2,18-18,,
4:25.0,,,18-18,,Philadelphia full timeout
4:25.0,,,18-18,,S. Rodriguez enters the game for D. Saric
4:25.0,,,18-18,,J. Harper enters the game for R. Holmes
4:25.0,,,18-18,,R. Covington enters the game for T. McConnell
4:02.0,,,18-20,2,T. Luwawu-Cabarrot makes 2-pt shot from 1 ft
3:48.0,A. Drummond misses 2-pt shot from 7 ft,,18-20,,
3:45.0,,,18-20,,Defensive rebound by J. Anderson
3:38.0,,,18-20,,J. Anderson misses 2-pt shot from 7 ft (block by M. Morris)
3:38.0,,,18-20,,Offensive rebound by Team
3:26.0,,,18-20,,T. Luwawu-Cabarrot misses 3-pt shot from 23 ft
3:25.0,Defensive rebound by A. Drummond,,18-20,,
3:20.0,I. Smith makes 2-pt shot from 2 ft,2,20-20,,
3:20.0,Shooting foul by J. Anderson (drawn by I. Smith),,20-20,,
3:20.0,I. Smith makes free throw 1 of 1,1,21-20,,
3:09.0,,,21-20,,Turnover by R. Covington (bad pass; steal by A. Drummond)
3:09.0,,,21-20,,Personal foul by T. Luwawu-Cabarrot (drawn by A. Drummond)
2:52.0,M. Morris makes 2-pt shot from 17 ft,2,23-20,,
2:35.0,,,23-20,,Turnover by R. Covington (bad pass; steal by M. Morris)
2:25.0,K. Caldwell-Pope misses 3-pt shot from 24 ft,,23-20,,
2:23.0,Offensive rebound by A. Drummond,,23-20,,
2:21.0,A. Drummond misses 2-pt shot from 2 ft,,23-20,,
2:20.0,Offensive rebound by A. Drummond,,23-20,,
2:19.0,A. Drummond misses 2-pt shot from 1 ft,,23-20,,
2:17.0,,,23-20,,Defensive rebound by J. Anderson
2:09.0,,,23-20,,R. Covington misses 3-pt shot from 25 ft
2:08.0,Defensive rebound by I. Smith,,23-20,,
2:01.0,A. Drummond makes 2-pt shot from 8 ft (assist by I. Smith),2,25-20,,
1:48.0,,,25-20,,J. Harper misses 3-pt shot from 25 ft
1:47.0,Defensive rebound by T. Harris,,25-20,,
1:35.0,K. Caldwell-Pope makes 2-pt shot from 1 ft (assist by I. Smith),2,27-20,,
1:14.0,,,27-22,2,J. Harper makes 2-pt shot from 16 ft (assist by R. Covington)
0:55.0,T. Harris makes 2-pt shot from 5 ft,2,29-22,,
0:49.0,,,29-22,,Turnover by J. Anderson (bad pass; steal by T. Harris)
0:46.0,Shooting foul by J. Anderson (drawn by T. Harris),,29-22,,
0:46.0,T. Harris makes free throw 1 of 2,1,30-22,,
0:46.0,T. Harris makes free throw 2 of 2,1,31-22,,
0:46.0,,,30-22,,N. Stauskas enters the game for J. Anderson
0:46.0,S. Johnson enters the game for K. Caldwell-Pope,,30-22,,
0:39.0,,,31-22,,S. Rodriguez misses 3-pt shot from 25 ft
0:37.0,Defensive rebound by S. Johnson,,31-22,,
0:27.0,Shooting foul by T. Luwawu-Cabarrot (drawn by M. Morris),,31-22,,
0:27.0,M. Morris makes free throw 1 of 2,1,32-22,,
0:27.0,M. Morris makes free throw 2 of 2,1,33-22,,
0:05.0,,,33-25,3,R. Covington makes 3-pt shot from 25 ft (assist by S. Rodriguez)
0:00.0,S. Johnson misses 3-pt shot from 29 ft,,33-25,,
0:00.0,Offensive rebound by Team,,33-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,33-25,,Turnover by R. Covington (lost ball; steal by S. Johnson)
11:40.0,J. Leuer misses 2-pt shot from 2 ft (block by D. Saric),,33-25,,
11:38.0,,,33-25,,Defensive rebound by N. Stauskas
11:32.0,,,33-25,,Turnover by N. Stauskas (traveling)
11:20.0,T. Harris misses 3-pt shot from 24 ft,,33-25,,
11:19.0,Offensive rebound by R. Bullock,,33-25,,
11:10.0,S. Johnson misses 2-pt shot from 8 ft (block by R. Covington),,33-25,,
11:08.0,,,33-25,,Defensive rebound by J. Harper
11:00.0,,,33-28,3,S. Rodriguez makes 3-pt shot from 23 ft (assist by R. Covington)
10:51.0,Detroit full timeout,,33-28,,
10:37.0,,,33-28,,Personal foul by D. Saric (drawn by J. Leuer)
10:24.0,T. Harris misses 3-pt shot from 25 ft,,33-28,,
10:22.0,,,33-28,,Defensive rebound by S. Rodriguez
10:16.0,,,33-28,,R. Covington misses 3-pt shot from 24 ft
10:14.0,Defensive rebound by T. Harris,,33-28,,
10:07.0,J. Leuer misses 2-pt shot from 16 ft,,33-28,,
10:06.0,,,33-28,,Defensive rebound by D. Saric
9:58.0,,,33-28,,Turnover by S. Rodriguez (traveling)
9:44.0,T. Harris makes 2-pt shot from 4 ft,2,35-28,,
9:20.0,,,35-28,,Turnover by J. Harper (back court)
9:20.0,,,35-28,,J. Anderson enters the game for R. Covington
9:10.0,R. Jackson makes 3-pt shot from 25 ft (assist by T. Harris),3,38-28,,
8:55.0,,,38-28,,Turnover by D. Saric (traveling)
8:46.0,Turnover by T. Harris (bad pass; steal by N. Stauskas),,38-28,,
8:35.0,,,38-30,2,N. Stauskas makes 2-pt shot at rim (assist by D. Saric)
8:19.0,R. Jackson misses 2-pt shot from 6 ft,,38-30,,
8:17.0,,,38-30,,Defensive rebound by D. Saric
8:12.0,,,38-30,,Shooting foul by J. Leuer (drawn by D. Saric)
8:12.0,,,38-31,1,D. Saric makes free throw 1 of 2
8:12.0,,,38-32,1,D. Saric makes free throw 2 of 2
8:12.0,,,38-31,,R. Holmes enters the game for J. Harper
8:01.0,S. Johnson misses 2-pt shot from 16 ft,,38-32,,
8:00.0,,,38-32,,Defensive rebound by D. Saric
7:54.0,,,38-35,3,N. Stauskas makes 3-pt shot from 25 ft (assist by D. Saric)
7:47.0,Detroit full timeout,,38-35,,
7:47.0,A. Drummond enters the game for J. Leuer,,38-35,,
7:36.0,T. Harris misses 2-pt shot from 15 ft,,38-35,,
7:35.0,,,38-35,,Defensive rebound by J. Anderson
7:20.0,,,38-37,2,D. Saric makes 2-pt shot from 16 ft (assist by S. Rodriguez)
7:05.0,T. Harris misses 2-pt shot from 9 ft,,38-37,,
7:04.0,,,38-37,,Defensive rebound by N. Stauskas
6:53.0,,,38-39,2,R. Holmes makes 2-pt shot from 6 ft (assist by D. Saric)
6:40.0,Shooting foul by S. Rodriguez (drawn by R. Bullock),,38-39,,
6:40.0,R. Bullock makes free throw 1 of 2,1,39-39,,
6:40.0,R. Bullock makes free throw 2 of 2,1,40-39,,
6:40.0,M. Morris enters the game for S. Johnson,,39-39,,
6:40.0,I. Smith enters the game for T. Harris,,39-39,,
6:40.0,K. Caldwell-Pope enters the game for R. Jackson,,39-39,,
6:40.0,,,39-39,,T. McConnell enters the game for S. Rodriguez
6:22.0,,,40-41,2,N. Stauskas makes 2-pt shot from 2 ft
6:10.0,Shooting foul by N. Stauskas (drawn by K. Caldwell-Pope),,40-41,,
6:10.0,K. Caldwell-Pope makes free throw 1 of 3,1,41-41,,
6:10.0,K. Caldwell-Pope makes free throw 2 of 3,1,42-41,,
6:10.0,K. Caldwell-Pope makes free throw 3 of 3,1,43-41,,
5:55.0,,,43-41,,D. Saric misses 2-pt shot from 16 ft
5:53.0,Defensive rebound by I. Smith,,43-41,,
5:45.0,M. Morris makes 3-pt shot from 25 ft (assist by I. Smith),3,46-41,,
5:44.0,,,46-41,,Philadelphia full timeout
5:44.0,J. Leuer enters the game for R. Bullock,,46-41,,
5:36.0,,,46-43,2,T. McConnell makes 2-pt shot from 16 ft
5:20.0,M. Morris misses 3-pt shot from 28 ft,,46-43,,
5:19.0,,,46-43,,Defensive rebound by T. McConnell
5:02.0,,,46-46,3,R. Holmes makes 3-pt shot from 24 ft (assist by N. Stauskas)
4:48.0,I. Smith makes 2-pt shot from 3 ft,2,48-46,,
4:30.0,Personal foul by J. Leuer (drawn by R. Holmes),,48-46,,
4:19.0,,,48-48,2,N. Stauskas makes 2-pt shot from 17 ft (assist by T. McConnell)
3:57.0,A. Drummond makes 2-pt shot from 10 ft,2,50-48,,
3:50.0,,,50-48,,Turnover by T. McConnell (bad pass; steal by M. Morris)
3:44.0,J. Leuer makes 2-pt shot from 16 ft (assist by M. Morris),2,52-48,,
3:27.0,,,52-48,,J. Anderson misses 3-pt shot from 24 ft
3:26.0,Defensive rebound by J. Leuer,,52-48,,
3:20.0,I. Smith makes 2-pt shot from 3 ft,2,54-48,,
3:20.0,,,54-48,,Philadelphia full timeout
3:20.0,,,54-48,,J. Harper enters the game for R. Holmes
3:20.0,,,54-48,,R. Covington enters the game for J. Anderson
3:09.0,,,54-48,,Turnover by T. McConnell (bad pass; steal by A. Drummond)
3:06.0,K. Caldwell-Pope makes 2-pt shot from 1 ft (assist by I. Smith),2,56-48,,
2:54.0,,,56-48,,Turnover by J. Harper (lost ball; steal by A. Drummond)
2:50.0,J. Leuer makes 2-pt shot at rim (assist by A. Drummond),2,58-48,,
2:37.0,,,58-48,,T. McConnell misses 2-pt shot from 3 ft (block by A. Drummond)
2:34.0,,,58-48,,Offensive rebound by J. Harper
2:32.0,,,58-48,,J. Harper misses 2-pt shot from 4 ft (block by A. Drummond)
2:30.0,Defensive rebound by J. Leuer,,58-48,,
2:24.0,M. Morris makes 2-pt shot from 12 ft (assist by I. Smith),2,60-48,,
2:11.0,Violation by A. Drummond (def goaltending),,60-48,,
2:11.0,,,60-50,2,D. Saric makes 2-pt shot from 10 ft
1:54.0,A. Drummond misses 2-pt shot from 13 ft,,60-50,,
1:51.0,,,60-50,,Defensive rebound by R. Covington
1:50.0,Official timeout,,60-50,,
1:50.0,,,60-50,,T. Luwawu-Cabarrot enters the game for J. Harper
1:50.0,T. Harris enters the game for J. Leuer,,60-50,,
1:32.0,,,60-50,,N. Stauskas misses 2-pt shot from 1 ft (block by A. Drummond)
1:29.0,Defensive rebound by A. Drummond,,60-50,,
1:29.0,Shooting foul by T. Luwawu-Cabarrot (drawn by K. Caldwell-Pope),,60-50,,
1:29.0,K. Caldwell-Pope misses free throw 1 of 2,,60-50,,
1:29.0,Offensive rebound by Team,,60-50,,
1:29.0,K. Caldwell-Pope makes free throw 2 of 2,1,61-50,,
1:29.0,,,60-50,,J. Anderson enters the game for T. Luwawu-Cabarrot
1:02.0,,,61-50,,R. Covington misses 2-pt shot from 7 ft
1:01.0,Defensive rebound by T. Harris,,61-50,,
0:55.0,T. Harris makes 2-pt shot from 7 ft (assist by I. Smith),2,63-50,,
0:45.0,,,63-52,2,T. McConnell makes 2-pt shot from 1 ft
0:33.0,T. Harris makes 2-pt shot from 1 ft,2,65-52,,
0:18.0,,,65-52,,Turnover by N. Stauskas (bad pass)
0:01.0,I. Smith makes 2-pt shot from 11 ft,2,67-52,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,67-54,2,R. Holmes makes 2-pt shot at rim (assist by D. Saric)
11:26.0,K. Caldwell-Pope makes 2-pt shot from 20 ft (assist by M. Morris),2,69-54,,
11:13.0,,,69-54,,Turnover by N. Stauskas (bad pass)
10:57.0,K. Caldwell-Pope makes 2-pt shot from 17 ft,2,71-54,,
10:56.0,,,71-54,,Philadelphia full timeout
10:49.0,,,71-54,,D. Saric misses 3-pt shot from 26 ft
10:47.0,Defensive rebound by R. Jackson,,71-54,,
10:42.0,R. Jackson makes 2-pt shot from 6 ft,2,73-54,,
10:31.0,,,73-56,2,D. Saric makes 2-pt shot from 5 ft
10:17.0,M. Morris misses 2-pt shot from 19 ft,,73-56,,
10:14.0,Offensive rebound by A. Drummond,,73-56,,
10:14.0,A. Drummond makes 2-pt shot at rim,2,75-56,,
10:00.0,,,75-58,2,T. McConnell makes 2-pt shot from 14 ft (assist by D. Saric)
9:46.0,J. Leuer misses 2-pt shot from 17 ft,,75-58,,
9:44.0,Offensive rebound by R. Jackson,,75-58,,
9:41.0,M. Morris misses 3-pt shot from 25 ft,,75-58,,
9:40.0,,,75-58,,Defensive rebound by D. Saric
9:33.0,,,75-61,3,N. Stauskas makes 3-pt shot from 28 ft (assist by D. Saric)
9:11.0,R. Jackson misses 2-pt shot from 15 ft,,75-61,,
9:09.0,,,75-61,,Defensive rebound by R. Covington
9:04.0,,,75-61,,Turnover by T. McConnell (lost ball; steal by K. Caldwell-Pope)
8:58.0,M. Morris makes 3-pt shot from 24 ft (assist by R. Jackson),3,78-61,,
8:40.0,,,78-61,,D. Saric misses 3-pt shot from 25 ft
8:38.0,Defensive rebound by A. Drummond,,78-61,,
8:28.0,R. Jackson makes 2-pt shot from 18 ft,2,80-61,,
8:28.0,Violation by Team (jump ball),,80-61,,
8:10.0,,,80-61,,R. Covington misses 2-pt shot from 3 ft (block by M. Morris)
8:10.0,,,80-61,,Offensive rebound by Team
8:10.0,,,80-61,,S. Rodriguez enters the game for T. McConnell
8:10.0,,,80-61,,R. Covington misses 2-pt shot from 3 ft (block by M. Morris)
8:10.0,,,80-61,,Offensive rebound by Team
8:04.0,,,80-61,,D. Saric misses 2-pt shot from 2 ft
8:03.0,Defensive rebound by A. Drummond,,80-61,,
7:52.0,R. Jackson makes 2-pt shot from 6 ft,2,82-61,,
7:42.0,,,82-61,,R. Holmes misses 3-pt shot from 25 ft
7:41.0,Defensive rebound by M. Morris,,82-61,,
7:33.0,Turnover by A. Drummond (bad pass; steal by N. Stauskas),,82-61,,
7:28.0,,,82-61,,Shooting foul by R. Jackson (drawn by D. Saric)
7:28.0,,,82-62,1,D. Saric makes free throw 1 of 2
7:28.0,,,82-63,1,D. Saric makes free throw 2 of 2
7:12.0,M. Morris makes 2-pt shot from 19 ft,2,84-63,,
7:02.0,,,84-63,,Turnover by S. Rodriguez (bad pass; steal by J. Leuer)
6:58.0,J. Leuer makes 2-pt shot from 2 ft,2,86-63,,
6:34.0,,,86-65,2,R. Covington makes 2-pt shot from 3 ft (assist by D. Saric)
6:14.0,K. Caldwell-Pope makes 3-pt shot from 25 ft (assist by A. Drummond),3,89-65,,
6:14.0,Shooting foul by N. Stauskas (drawn by K. Caldwell-Pope),,89-65,,
6:14.0,K. Caldwell-Pope makes free throw 1 of 1,1,90-65,,
6:14.0,,,89-65,,J. Anderson enters the game for D. Saric
6:14.0,,,89-65,,T. Luwawu-Cabarrot enters the game for N. Stauskas
6:01.0,,,90-65,,R. Covington misses 2-pt shot from 17 ft
5:59.0,Defensive rebound by R. Jackson,,90-65,,
5:54.0,R. Jackson misses 3-pt shot from 26 ft,,90-65,,
5:50.0,Offensive rebound by M. Morris,,90-65,,
5:34.0,K. Caldwell-Pope makes 3-pt shot from 26 ft,3,93-65,,
5:16.0,,,93-67,2,R. Holmes makes 2-pt shot at rim (assist by R. Covington)
5:02.0,R. Jackson misses 2-pt shot from 2 ft,,93-67,,
5:01.0,,,93-67,,Defensive rebound by R. Covington
5:01.0,Personal foul by R. Jackson (drawn by R. Covington),,93-67,,
5:01.0,T. Harris enters the game for J. Leuer,,93-67,,
5:01.0,I. Smith enters the game for R. Jackson,,93-67,,
4:50.0,Violation by A. Drummond (def goaltending),,93-67,,
4:50.0,,,93-69,2,T. Luwawu-Cabarrot makes 2-pt shot from 1 ft (assist by S. Rodriguez)
4:34.0,M. Morris makes 2-pt shot from 16 ft (assist by I. Smith),2,95-69,,
4:31.0,,,95-69,,Philadelphia full timeout
4:31.0,,,95-69,,T. McConnell enters the game for R. Holmes
4:31.0,,,95-69,,J. Harper enters the game for R. Covington
4:20.0,,,95-69,,J. Harper misses 3-pt shot from 26 ft
4:19.0,Defensive rebound by I. Smith,,95-69,,
4:10.0,A. Drummond makes 2-pt shot from 12 ft (assist by I. Smith),2,97-69,,
4:00.0,,,97-71,2,T. McConnell makes 2-pt shot from 2 ft
3:31.0,K. Caldwell-Pope makes 2-pt shot from 23 ft,2,99-71,,
3:16.0,,,99-71,,J. Anderson misses 2-pt shot from 20 ft
3:15.0,,,99-71,,Offensive rebound by T. McConnell
3:10.0,,,99-71,,J. Harper misses 3-pt shot from 25 ft
3:08.0,Defensive rebound by A. Drummond,,99-71,,
3:01.0,,,99-71,,Personal foul by T. Luwawu-Cabarrot (drawn by I. Smith)
3:01.0,S. Johnson enters the game for M. Morris,,99-71,,
2:54.0,I. Smith misses 2-pt shot from 2 ft,,99-71,,
2:53.0,Offensive rebound by A. Drummond,,99-71,,
2:53.0,A. Drummond makes 2-pt shot at rim,2,101-71,,
2:42.0,,,101-71,,J. Harper misses 2-pt shot from 4 ft
2:40.0,Defensive rebound by A. Drummond,,101-71,,
2:34.0,S. Johnson misses 3-pt shot from 26 ft,,101-71,,
2:32.0,,,101-71,,Defensive rebound by J. Anderson
2:25.0,,,101-74,3,S. Rodriguez makes 3-pt shot from 27 ft
2:09.0,K. Caldwell-Pope misses 3-pt shot from 27 ft,,101-74,,
2:07.0,,,101-74,,Defensive rebound by T. Luwawu-Cabarrot
2:00.0,,,101-74,,T. Luwawu-Cabarrot misses 2-pt shot from 5 ft (block by T. Harris)
2:00.0,,,101-74,,Offensive rebound by Team
2:00.0,Detroit full timeout,,101-74,,
1:48.0,,,101-77,3,J. Harper makes 3-pt shot from 26 ft (assist by S. Rodriguez)
1:30.0,A. Drummond makes 2-pt shot at rim (assist by K. Caldwell-Pope),2,103-77,,
1:12.0,,,103-80,3,S. Rodriguez makes 3-pt shot from 24 ft (assist by T. McConnell)
0:54.0,I. Smith misses 3-pt shot from 25 ft,,103-80,,
0:51.0,,,103-80,,Defensive rebound by J. Harper
0:41.0,,,103-82,2,T. McConnell makes 2-pt shot from 10 ft (assist by S. Rodriguez)
0:41.0,,,103-82,,Violation by Team (jump ball)
0:31.0,T. Harris makes 3-pt shot from 24 ft (assist by I. Smith),3,106-82,,
0:07.0,,,106-82,,T. McConnell misses 2-pt shot from 10 ft (block by I. Smith)
0:05.0,,,106-82,,Offensive rebound by Team
0:05.0,,,106-82,,Turnover by Team (shot clock)
0:03.0,,,106-82,,Personal take foul by T. McConnell
0:01.0,I. Smith misses 2-pt shot from 20 ft,,106-82,,
0:00.0,Offensive rebound by Team,,106-82,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,K. Caldwell-Pope makes 3-pt shot from 24 ft,3,109-82,,
11:20.0,,,109-84,2,D. Saric makes 2-pt shot from 6 ft (assist by N. Stauskas)
10:54.0,R. Jackson makes 2-pt shot from 20 ft,2,111-84,,
10:39.0,Personal foul by K. Caldwell-Pope (drawn by N. Stauskas),,111-84,,
10:39.0,M. Morris enters the game for K. Caldwell-Pope,,111-84,,
10:29.0,,,111-84,,R. Holmes misses 2-pt shot from 1 ft
10:28.0,Defensive rebound by T. Harris,,111-84,,
10:09.0,M. Morris makes 2-pt shot from 18 ft (assist by S. Johnson),2,113-84,,
9:47.0,,,113-84,,S. Rodriguez misses 2-pt shot from 5 ft
9:46.0,Defensive rebound by T. Harris,,113-84,,
9:30.0,Turnover by R. Jackson (step out of bounds),,113-84,,
9:30.0,,,113-84,,J. Anderson enters the game for R. Covington
9:20.0,,,113-84,,Shooting foul by T. Harris (drawn by J. Anderson)
9:20.0,,,113-85,1,J. Anderson makes free throw 1 of 2
9:20.0,,,113-86,1,J. Anderson makes free throw 2 of 2
9:00.0,A. Baynes makes 2-pt shot from 13 ft (assist by R. Jackson),2,115-86,,
8:43.0,,,115-89,3,D. Saric makes 3-pt shot from 25 ft
8:22.0,T. Harris misses 2-pt shot from 6 ft,,115-89,,
8:22.0,Offensive rebound by A. Baynes,,115-89,,
8:22.0,,,115-89,,Personal foul by R. Holmes (drawn by A. Baynes)
8:22.0,Official timeout,,115-89,,
8:22.0,,,115-89,,T. Luwawu-Cabarrot enters the game for D. Saric
8:22.0,,,115-89,,J. Harper enters the game for R. Holmes
8:16.0,S. Johnson misses 2-pt shot from 20 ft,,115-89,,
8:14.0,,,115-89,,Defensive rebound by J. Anderson
7:56.0,,,115-89,,J. Anderson misses 2-pt shot from 15 ft
7:54.0,Defensive rebound by S. Johnson,,115-89,,
7:49.0,S. Johnson makes 2-pt shot from 16 ft,2,117-89,,
7:33.0,,,117-89,,J. Harper misses 3-pt shot from 25 ft
7:32.0,Defensive rebound by T. Harris,,117-89,,
7:28.0,,,117-89,,Personal block foul by N. Stauskas (drawn by S. Johnson)
7:14.0,T. Harris misses 2-pt shot from 14 ft,,117-89,,
7:13.0,,,117-89,,Defensive rebound by J. Anderson
7:01.0,,,117-91,2,N. Stauskas makes 2-pt shot from 14 ft
6:43.0,M. Morris misses 3-pt shot from 27 ft,,117-91,,
6:41.0,,,117-91,,Defensive rebound by N. Stauskas
6:36.0,,,117-91,,N. Stauskas misses 3-pt shot from 26 ft
6:35.0,Defensive rebound by M. Morris,,117-91,,
6:24.0,R. Jackson makes 2-pt shot from 3 ft,2,119-91,,
6:23.0,,,119-91,,Philadelphia full timeout
6:05.0,,,119-91,,J. Anderson misses 3-pt shot from 27 ft
6:03.0,,,119-91,,Offensive rebound by J. Harper
5:43.0,,,119-91,,T. Luwawu-Cabarrot misses 2-pt shot from 4 ft
5:41.0,,,119-91,,Offensive rebound by T. Luwawu-Cabarrot
5:38.0,,,119-91,,Turnover by J. Harper (lost ball; steal by T. Harris)
5:26.0,Shooting foul by N. Stauskas (drawn by A. Baynes),,119-91,,
5:26.0,A. Baynes misses free throw 1 of 2,,119-91,,
5:26.0,Offensive rebound by Team,,119-91,,
5:26.0,A. Baynes makes free throw 2 of 2,1,120-91,,
5:26.0,I. Smith enters the game for R. Jackson,,119-91,,
5:17.0,,,120-91,,T. Luwawu-Cabarrot misses 3-pt shot from 26 ft
5:15.0,Defensive rebound by A. Baynes,,120-91,,
5:06.0,T. Harris makes 2-pt shot from 10 ft (assist by I. Smith),2,122-91,,
4:47.0,,,122-94,3,S. Rodriguez makes 3-pt shot from 25 ft
4:30.0,M. Morris misses 3-pt shot from 27 ft,,122-94,,
4:28.0,,,122-94,,Defensive rebound by N. Stauskas
4:24.0,Personal block foul by M. Morris (drawn by T. Luwawu-Cabarrot),,122-94,,
4:24.0,R. Bullock enters the game for M. Morris,,122-94,,
4:16.0,,,122-96,2,J. Harper makes 2-pt shot from 18 ft (assist by S. Rodriguez)
3:50.0,A. Baynes makes 2-pt shot at rim (assist by R. Bullock),2,124-96,,
3:30.0,,,124-99,3,N. Stauskas makes 3-pt shot from 25 ft (assist by J. Harper)
3:09.0,Shooting foul by J. Harper (drawn by A. Baynes),,124-99,,
3:09.0,A. Baynes makes free throw 1 of 2,1,125-99,,
3:09.0,A. Baynes makes free throw 2 of 2,1,126-99,,
3:09.0,D. Hilliard enters the game for S. Johnson,,125-99,,
3:00.0,,,126-99,,T. Luwawu-Cabarrot misses 2-pt shot from 3 ft (block by A. Baynes)
2:57.0,,,126-99,,Offensive rebound by J. Harper
2:53.0,Personal foul by T. Harris (drawn by J. Anderson),,126-99,,
2:53.0,Detroit full timeout,,126-99,,
2:53.0,B. Marjanovic enters the game for A. Baynes,,126-99,,
2:42.0,,,126-101,2,J. Harper makes 2-pt shot from 1 ft (assist by S. Rodriguez)
