time,Milwaukee,pts.away,score,pts.home,Toronto
3:52.0,M. Brogdon enters the game for M. Dellavedova,,17-26,,
3:35.0,,,17-26,,D. Carroll misses 2-pt shot from 5 ft
3:35.0,,,17-26,,Offensive rebound by J. Valanciunas
3:34.0,,,17-26,,J. Valanciunas misses 2-pt shot from 2 ft
3:33.0,Defensive rebound by M. Teletovic,,17-26,,
3:17.0,M. Beasley misses 2-pt shot from 3 ft,,17-26,,
3:16.0,Offensive rebound by G. Monroe,,17-26,,
3:15.0,Turnover by G. Monroe (bad pass; steal by D. Carroll),,17-26,,
2:52.0,,,17-26,,C. Joseph misses 3-pt shot from 26 ft
2:52.0,Defensive rebound by M. Teletovic,,17-26,,
2:43.0,M. Brogdon misses 2-pt shot from 5 ft,,17-26,,
2:42.0,,,17-26,,Defensive rebound by J. Valanciunas
2:21.0,,,17-26,,J. Valanciunas misses 2-pt shot from 11 ft
2:21.0,Defensive rebound by M. Teletovic,,17-26,,
2:00.0,M. Brogdon makes 2-pt shot at rim (assist by M. Beasley),2,19-26,,
1:34.0,,,19-26,,C. Joseph misses 2-pt shot from 16 ft
1:33.0,Defensive rebound by M. Teletovic,,19-26,,
1:31.0,Turnover by M. Teletovic (lost ball),,19-26,,
1:31.0,,,19-26,,L. Nogueira enters the game for J. Valanciunas
1:31.0,,,19-26,,T. Ross enters the game for D. Carroll
1:22.0,,,19-28,2,C. Joseph makes 2-pt shot from 2 ft
1:06.0,M. Teletovic misses 3-pt shot from 27 ft,,19-28,,
1:06.0,,,19-28,,Defensive rebound by D. DeRozan
0:53.0,,,19-28,,Turnover by D. DeRozan (bad pass; steal by M. Brogdon)
0:44.0,G. Monroe makes 2-pt shot from 5 ft (assist by M. Teletovic),2,21-28,,
0:33.0,,,21-30,2,D. DeRozan makes 2-pt shot from 14 ft
0:23.0,G. Antetokounmpo makes 2-pt shot from 4 ft,2,23-30,,
0:01.0,,,23-33,3,P. Patterson makes 3-pt shot from 26 ft (assist by C. Joseph)
0:00.0,G. Antetokounmpo misses 3-pt shot from 60 ft,,23-33,,
0:00.0,Offensive rebound by Team,,23-33,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,Personal foul by M. Teletovic (drawn by L. Nogueira),,23-33,,
11:41.0,,,23-33,,Turnover by C. Joseph (bad pass)
11:23.0,J. Terry misses 3-pt shot from 26 ft,,23-33,,
11:23.0,,,23-33,,Defensive rebound by P. Patterson
11:18.0,,,23-35,2,C. Joseph makes 2-pt shot from 2 ft (assist by K. Lowry)
10:56.0,J. Terry misses 3-pt shot from 23 ft,,23-35,,
10:56.0,Offensive rebound by M. Beasley,,23-35,,
10:52.0,G. Monroe makes 2-pt shot from 1 ft (assist by M. Beasley),2,25-35,,
10:40.0,,,25-38,3,T. Ross makes 3-pt shot from 24 ft (assist by C. Joseph)
10:20.0,G. Monroe makes 2-pt shot from 2 ft,2,27-38,,
10:20.0,Shooting foul by L. Nogueira (drawn by G. Monroe),,27-38,,
10:20.0,G. Monroe makes free throw 1 of 1,1,28-38,,
9:57.0,,,28-38,,C. Joseph misses 2-pt shot from 12 ft
9:57.0,,,28-38,,Offensive rebound by L. Nogueira
9:50.0,,,28-41,3,K. Lowry makes 3-pt shot from 29 ft (assist by C. Joseph)
9:32.0,M. Beasley misses 3-pt shot from 24 ft,,28-41,,
9:32.0,,,28-41,,Defensive rebound by C. Joseph
9:23.0,,,28-44,3,T. Ross makes 3-pt shot from 25 ft (assist by C. Joseph)
9:23.0,Milwaukee full timeout,,28-44,,
9:23.0,T. Maker enters the game for G. Monroe,,28-44,,
9:11.0,J. Terry misses 2-pt shot from 5 ft,,28-44,,
9:11.0,,,28-44,,Defensive rebound by T. Ross
9:01.0,,,28-46,2,T. Ross makes 2-pt shot from 8 ft (assist by K. Lowry)
8:44.0,M. Beasley misses 2-pt shot from 21 ft,,28-46,,
8:43.0,,,28-46,,Defensive rebound by C. Joseph
8:40.0,Personal foul by M. Brogdon (drawn by C. Joseph),,28-46,,
8:40.0,J. Parker enters the game for M. Beasley,,28-46,,
8:37.0,,,28-46,,Shooting foul by T. Maker (drawn by L. Nogueira)
8:37.0,,,28-46,,L. Nogueira misses free throw 1 of 2
8:37.0,,,28-46,,Offensive rebound by Team
8:37.0,,,28-47,1,L. Nogueira makes free throw 2 of 2
8:21.0,J. Parker makes 2-pt shot from 21 ft (assist by M. Brogdon),2,30-47,,
7:59.0,,,30-47,,T. Ross misses 2-pt shot from 16 ft
7:59.0,,,30-47,,Offensive rebound by L. Nogueira
7:57.0,,,30-47,,Turnover by L. Nogueira (lost ball; steal by J. Parker)
7:54.0,Turnover by M. Brogdon (lost ball; steal by L. Nogueira),,30-47,,
7:50.0,,,30-49,2,T. Ross makes 2-pt shot at rim (assist by L. Nogueira)
7:35.0,J. Parker makes 2-pt shot from 17 ft,2,32-49,,
7:17.0,Personal foul by J. Terry (drawn by L. Nogueira),,32-49,,
7:07.0,,,32-49,,T. Ross misses 2-pt shot from 16 ft
7:07.0,,,32-49,,Offensive rebound by L. Nogueira
7:04.0,,,32-51,2,L. Nogueira makes 2-pt shot from 2 ft
6:50.0,Turnover by T. Maker (lost ball; steal by K. Lowry),,32-51,,
6:44.0,,,32-53,2,T. Ross makes 2-pt shot from 5 ft
6:31.0,J. Terry makes 2-pt shot from 16 ft (assist by J. Parker),2,34-53,,
6:12.0,,,34-53,,Turnover by P. Patterson (bad pass; steal by T. Maker)
6:08.0,Turnover by M. Teletovic (bad pass; steal by C. Joseph),,34-53,,
6:03.0,,,34-53,,T. Ross misses 3-pt shot from 26 ft
6:01.0,Defensive rebound by M. Teletovic,,34-53,,
5:52.0,J. Parker misses 2-pt shot from 17 ft,,34-53,,
5:52.0,Offensive rebound by T. Maker,,34-53,,
5:47.0,M. Teletovic misses 3-pt shot from 26 ft,,34-53,,
5:47.0,,,34-53,,Defensive rebound by L. Nogueira
5:43.0,,,34-53,,Toronto full timeout
5:43.0,,,34-53,,D. Carroll enters the game for C. Joseph
5:43.0,,,34-53,,N. Powell enters the game for P. Patterson
5:43.0,T. Snell enters the game for M. Brogdon,,34-53,,
5:43.0,M. Dellavedova enters the game for J. Terry,,34-53,,
5:43.0,G. Antetokounmpo enters the game for T. Maker,,34-53,,
5:32.0,,,34-53,,T. Ross misses 3-pt shot from 27 ft
5:32.0,Defensive rebound by G. Antetokounmpo,,34-53,,
5:19.0,,,34-53,,Personal foul by D. Carroll (drawn by J. Parker)
5:10.0,M. Teletovic misses 3-pt shot from 26 ft,,34-53,,
5:09.0,Offensive rebound by G. Antetokounmpo,,34-53,,
5:09.0,,,34-53,,Personal foul by D. Carroll (drawn by G. Antetokounmpo)
5:09.0,,,34-53,,D. DeRozan enters the game for T. Ross
5:09.0,,,34-53,,P. Patterson enters the game for L. Nogueira
4:50.0,T. Snell misses 3-pt shot from 24 ft,,34-53,,
4:49.0,,,34-53,,Defensive rebound by Team
4:32.0,Personal foul by M. Dellavedova (drawn by D. DeRozan),,34-53,,
4:32.0,,,34-54,1,D. DeRozan makes free throw 1 of 2
4:32.0,,,34-55,1,D. DeRozan makes free throw 2 of 2
4:17.0,M. Teletovic misses 3-pt shot from 27 ft,,34-55,,
4:16.0,,,34-55,,Defensive rebound by P. Patterson
4:02.0,,,34-55,,K. Lowry misses 2-pt shot from 12 ft
4:01.0,,,34-55,,Offensive rebound by P. Patterson
4:00.0,,,34-57,2,P. Patterson makes 2-pt shot from 1 ft
3:47.0,G. Antetokounmpo makes 2-pt shot from 4 ft,2,36-57,,
3:41.0,,,36-59,2,N. Powell makes 2-pt shot from 2 ft (assist by K. Lowry)
3:29.0,G. Antetokounmpo misses 2-pt shot from 5 ft,,36-59,,
3:29.0,,,36-59,,Defensive rebound by P. Patterson
3:23.0,,,36-59,,Shooting foul by G. Antetokounmpo (drawn by D. DeRozan)
3:23.0,,,36-60,1,D. DeRozan makes free throw 1 of 2
3:23.0,,,36-61,1,D. DeRozan makes free throw 2 of 2
3:23.0,M. Beasley enters the game for M. Teletovic,,36-60,,
3:08.0,G. Antetokounmpo makes 2-pt shot at rim,2,38-61,,
2:56.0,,,38-61,,D. Carroll misses 3-pt shot from 26 ft
2:56.0,Defensive rebound by M. Beasley,,38-61,,
2:51.0,Shooting foul by K. Lowry (drawn by J. Parker),,38-61,,
2:51.0,Official timeout,,38-61,,
2:51.0,J. Parker makes free throw 1 of 2,1,39-61,,
2:51.0,J. Parker makes free throw 2 of 2,1,40-61,,
2:51.0,,,38-61,,J. Valanciunas enters the game for K. Lowry
2:51.0,,,38-61,,C. Joseph enters the game for P. Patterson
2:38.0,,,40-63,2,D. DeRozan makes 2-pt shot from 22 ft
2:20.0,G. Antetokounmpo misses 2-pt shot from 5 ft,,40-63,,
2:20.0,Offensive rebound by M. Beasley,,40-63,,
2:18.0,M. Beasley makes 2-pt shot from 2 ft,2,42-63,,
2:00.0,Def 3 sec tech foul by M. Beasley,,42-63,,
2:00.0,,,42-64,1,D. DeRozan makes technical free throw
1:52.0,,,42-64,,Shooting foul by G. Antetokounmpo (drawn by J. Valanciunas)
1:52.0,,,42-65,1,J. Valanciunas makes free throw 1 of 2
1:52.0,,,42-66,1,J. Valanciunas makes free throw 2 of 2
1:42.0,M. Dellavedova misses 3-pt shot from 26 ft,,42-66,,
1:41.0,,,42-66,,Defensive rebound by D. Carroll
1:26.0,,,42-68,2,N. Powell makes 2-pt shot from 18 ft
1:13.0,J. Parker makes 2-pt shot from 2 ft (assist by G. Antetokounmpo),2,44-68,,
0:53.0,,,44-68,,D. Carroll misses 2-pt shot from 2 ft
0:52.0,,,44-68,,Offensive rebound by D. Carroll
0:51.0,,,44-68,,D. Carroll misses 2-pt shot from 3 ft
0:50.0,Defensive rebound by T. Snell,,44-68,,
0:44.0,M. Dellavedova makes 2-pt shot from 5 ft (assist by T. Snell),2,46-68,,
0:36.0,,,46-68,,C. Joseph misses 2-pt shot from 2 ft
0:35.0,Defensive rebound by J. Parker,,46-68,,
0:26.0,T. Snell makes 3-pt shot from 24 ft (assist by M. Dellavedova),3,49-68,,
0:02.0,,,49-68,,N. Powell misses 2-pt shot from 18 ft
0:01.0,,,49-68,,Offensive rebound by J. Valanciunas
0:00.0,,,49-68,,J. Valanciunas misses 2-pt shot from 2 ft
0:00.0,,,49-68,,Offensive rebound by J. Valanciunas
0:00.0,,,49-68,,Shooting foul by T. Snell (drawn by J. Valanciunas)
0:00.0,,,49-69,1,J. Valanciunas makes free throw 1 of 2
0:00.0,,,49-69,,J. Valanciunas misses free throw 2 of 2
0:00.0,Defensive rebound by G. Antetokounmpo,,49-69,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,49-69,,D. DeRozan misses 2-pt shot from 21 ft
11:40.0,Defensive rebound by T. Snell,,49-69,,
11:25.0,J. Parker misses 2-pt shot from 5 ft,,49-69,,
11:25.0,,,49-69,,Defensive rebound by Team
11:16.0,,,49-71,2,D. DeRozan makes 2-pt shot from 5 ft
10:58.0,G. Antetokounmpo makes 2-pt shot from 18 ft (assist by T. Snell),2,51-71,,
10:23.0,,,51-73,2,D. DeRozan makes 2-pt shot from 2 ft (assist by D. Carroll)
10:00.0,M. Dellavedova misses 2-pt shot from 8 ft,,51-73,,
10:00.0,,,51-73,,Defensive rebound by D. Carroll
9:48.0,,,51-73,,P. Siakam misses 2-pt shot from 5 ft (block by J. Henson)
9:46.0,,,51-73,,Offensive rebound by P. Siakam
9:45.0,,,51-73,,P. Siakam misses 2-pt shot from 2 ft (block by J. Henson)
9:44.0,,,51-73,,Offensive rebound by J. Valanciunas
9:36.0,,,51-75,2,D. DeRozan makes 2-pt shot from 4 ft
9:12.0,J. Henson makes 2-pt shot from 2 ft (assist by M. Dellavedova),2,53-75,,
9:12.0,Shooting foul by K. Lowry (drawn by J. Henson),,53-75,,
9:12.0,J. Henson makes free throw 1 of 1,1,54-75,,
8:55.0,,,54-75,,D. Carroll misses 3-pt shot from 25 ft
8:55.0,,,54-75,,Offensive rebound by D. DeRozan
8:50.0,,,54-75,,D. DeRozan misses 2-pt shot from 12 ft
8:50.0,Defensive rebound by T. Snell,,54-75,,
8:26.0,Shooting foul by K. Lowry (drawn by G. Antetokounmpo),,54-75,,
8:26.0,G. Antetokounmpo misses free throw 1 of 2,,54-75,,
8:26.0,Offensive rebound by Team,,54-75,,
8:26.0,G. Antetokounmpo makes free throw 2 of 2,1,55-75,,
8:07.0,,,55-77,2,D. Carroll makes 2-pt shot from 6 ft (assist by K. Lowry)
7:39.0,M. Dellavedova misses 3-pt shot from 25 ft,,55-77,,
7:39.0,Offensive rebound by G. Antetokounmpo,,55-77,,
7:32.0,G. Antetokounmpo makes 2-pt shot from 19 ft,2,57-77,,
7:08.0,,,57-77,,Turnover by D. DeRozan (bad pass)
6:57.0,J. Parker makes 3-pt shot from 25 ft (assist by T. Snell),3,60-77,,
6:36.0,,,60-77,,Turnover by K. Lowry (step out of bounds)
6:27.0,Shooting foul by P. Siakam (drawn by J. Parker),,60-77,,
6:27.0,J. Parker misses free throw 1 of 2,,60-77,,
6:27.0,Offensive rebound by Team,,60-77,,
6:27.0,J. Parker misses free throw 2 of 2,,60-77,,
6:26.0,,,60-77,,Defensive rebound by J. Valanciunas
6:26.0,,,60-77,,Toronto full timeout
6:26.0,,,60-77,,P. Patterson enters the game for P. Siakam
6:14.0,,,60-77,,D. DeRozan misses 2-pt shot from 19 ft
6:13.0,,,60-77,,Offensive rebound by D. Carroll
6:10.0,,,60-77,,Shooting foul by J. Henson (drawn by D. DeRozan)
6:10.0,,,60-78,1,D. DeRozan makes free throw 1 of 2
6:10.0,,,60-79,1,D. DeRozan makes free throw 2 of 2
5:56.0,J. Parker misses 2-pt shot from 20 ft,,60-79,,
5:56.0,,,60-79,,Defensive rebound by J. Valanciunas
5:41.0,,,60-82,3,D. Carroll makes 3-pt shot from 24 ft (assist by K. Lowry)
5:26.0,G. Antetokounmpo makes 2-pt shot from 14 ft,2,62-82,,
5:09.0,,,62-82,,D. Carroll misses 3-pt shot from 26 ft
5:08.0,,,62-82,,Offensive rebound by J. Valanciunas
5:07.0,,,62-84,2,J. Valanciunas makes 2-pt shot from 3 ft
4:50.0,J. Henson makes 2-pt shot at rim (assist by M. Dellavedova),2,64-84,,
4:33.0,,,64-84,,Turnover by K. Lowry (bad pass; steal by G. Antetokounmpo)
4:30.0,Shooting foul by J. Valanciunas (drawn by G. Antetokounmpo),,64-84,,
4:30.0,G. Antetokounmpo makes free throw 1 of 2,1,65-84,,
4:30.0,G. Antetokounmpo misses free throw 2 of 2,,65-84,,
4:30.0,,,65-84,,C. Joseph enters the game for K. Lowry
4:29.0,,,65-84,,Defensive rebound by J. Valanciunas
4:18.0,,,65-84,,Offensive foul by J. Valanciunas
4:18.0,,,65-84,,Turnover by J. Valanciunas (offensive foul)
4:03.0,Turnover by J. Parker (traveling),,65-84,,
3:52.0,,,65-84,,Turnover by C. Joseph (bad pass; steal by G. Antetokounmpo)
3:50.0,G. Antetokounmpo makes 2-pt shot from 1 ft,2,67-84,,
3:50.0,Shooting foul by P. Patterson (drawn by G. Antetokounmpo),,67-84,,
3:50.0,G. Antetokounmpo makes free throw 1 of 1,1,68-84,,
3:50.0,G. Monroe enters the game for J. Henson,,67-84,,
3:37.0,Personal foul by G. Monroe (drawn by D. DeRozan),,68-84,,
3:37.0,M. Brogdon enters the game for M. Dellavedova,,68-84,,
3:23.0,,,68-84,,J. Valanciunas misses 2-pt shot from 5 ft
3:23.0,Defensive rebound by G. Monroe,,68-84,,
3:11.0,G. Antetokounmpo makes 2-pt shot from 5 ft,2,70-84,,
2:55.0,,,70-84,,D. Carroll misses 2-pt shot from 12 ft
2:54.0,Defensive rebound by T. Snell,,70-84,,
2:45.0,G. Antetokounmpo misses 3-pt shot from 27 ft,,70-84,,
2:45.0,Offensive rebound by J. Parker,,70-84,,
2:35.0,J. Parker makes 2-pt shot from 6 ft,2,72-84,,
2:17.0,,,72-84,,Shooting foul by G. Monroe (drawn by D. DeRozan)
2:17.0,Milwaukee full timeout,,72-84,,
2:17.0,,,72-85,1,D. DeRozan makes free throw 1 of 2
2:17.0,,,72-86,1,D. DeRozan makes free throw 2 of 2
2:17.0,,,72-84,,T. Ross enters the game for D. Carroll
2:17.0,,,72-84,,L. Nogueira enters the game for J. Valanciunas
2:05.0,M. Brogdon misses 2-pt shot from 20 ft,,72-86,,
2:05.0,Offensive rebound by G. Antetokounmpo,,72-86,,
2:03.0,G. Antetokounmpo misses 2-pt shot from 2 ft,,72-86,,
2:03.0,Offensive rebound by G. Antetokounmpo,,72-86,,
2:02.0,G. Antetokounmpo makes 2-pt shot from 1 ft,2,74-86,,
1:43.0,,,74-88,2,T. Ross makes 2-pt shot from 17 ft (assist by C. Joseph)
1:30.0,T. Snell misses 3-pt shot from 25 ft,,74-88,,
1:30.0,Offensive rebound by M. Brogdon,,74-88,,
1:24.0,T. Snell makes 3-pt shot from 26 ft (assist by M. Brogdon),3,77-88,,
1:16.0,Personal block foul by J. Parker (drawn by D. DeRozan),,77-88,,
1:08.0,,,77-90,2,C. Joseph makes 2-pt shot from 19 ft
0:54.0,J. Parker makes 3-pt shot from 26 ft (assist by G. Antetokounmpo),3,80-90,,
0:36.0,,,80-90,,C. Joseph misses 2-pt shot from 22 ft
0:35.0,Defensive rebound by G. Antetokounmpo,,80-90,,
0:21.0,,,80-90,,Personal foul by C. Joseph (drawn by M. Brogdon)
0:21.0,M. Brogdon makes free throw 1 of 2,1,81-90,,
0:21.0,M. Brogdon makes free throw 2 of 2,1,82-90,,
0:02.0,,,82-90,,Shooting foul by G. Antetokounmpo (drawn by D. DeRozan)
0:02.0,,,82-91,1,D. DeRozan makes free throw 1 of 2
0:02.0,,,82-92,1,D. DeRozan makes free throw 2 of 2
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,Turnover by M. Beasley (traveling),,82-92,,
11:22.0,,,82-92,,K. Lowry misses 3-pt shot from 26 ft
11:21.0,Defensive rebound by Team,,82-92,,
11:02.0,M. Beasley misses 2-pt shot from 4 ft,,82-92,,
11:02.0,,,82-92,,Defensive rebound by L. Nogueira
10:52.0,,,82-94,2,T. Ross makes 2-pt shot from 10 ft
10:37.0,,,82-94,,Personal block foul by P. Patterson (drawn by M. Brogdon)
10:31.0,G. Antetokounmpo misses 2-pt shot from 3 ft,,82-94,,
10:30.0,Offensive rebound by G. Antetokounmpo,,82-94,,
10:25.0,M. Brogdon misses 2-pt shot from 5 ft (block by L. Nogueira),,82-94,,
10:24.0,,,82-94,,Defensive rebound by K. Lowry
10:20.0,Personal foul by J. Terry (drawn by K. Lowry),,82-94,,
10:11.0,,,82-94,,T. Ross misses 2-pt shot from 21 ft
10:10.0,Defensive rebound by M. Beasley,,82-94,,
9:57.0,Turnover by M. Beasley (bad pass; steal by T. Ross),,82-94,,
9:43.0,,,82-96,2,T. Ross makes 2-pt shot from 6 ft (assist by P. Patterson)
9:31.0,J. Terry misses 3-pt shot from 25 ft,,82-96,,
9:31.0,,,82-96,,Defensive rebound by T. Ross
9:19.0,,,82-99,3,T. Ross makes 3-pt shot from 30 ft (assist by P. Patterson)
9:03.0,G. Antetokounmpo makes 2-pt shot from 11 ft,2,84-99,,
8:52.0,,,84-102,3,T. Ross makes 3-pt shot from 24 ft (assist by C. Joseph)
8:52.0,Milwaukee full timeout,,84-102,,
8:52.0,M. Dellavedova enters the game for G. Monroe,,84-102,,
8:52.0,J. Parker enters the game for M. Beasley,,84-102,,
8:52.0,M. Teletovic enters the game for J. Terry,,84-102,,
8:34.0,J. Parker misses 3-pt shot from 23 ft,,84-102,,
8:34.0,,,84-102,,Defensive rebound by T. Ross
8:28.0,,,84-102,,L. Nogueira misses 2-pt shot from 2 ft
8:28.0,Defensive rebound by M. Brogdon,,84-102,,
8:22.0,Turnover by M. Brogdon (bad pass; steal by T. Ross),,84-102,,
8:17.0,,,84-102,,T. Ross misses 2-pt shot at rim
8:17.0,,,84-102,,Offensive rebound by C. Joseph
8:03.0,,,84-105,3,K. Lowry makes 3-pt shot from 23 ft
7:49.0,Offensive charge foul by J. Parker,,84-105,,
7:49.0,Turnover by J. Parker (offensive foul),,84-105,,
7:34.0,,,84-105,,Shooting foul by M. Brogdon (drawn by T. Ross)
7:34.0,,,84-106,1,T. Ross makes free throw 1 of 3
7:34.0,,,84-106,,T. Ross misses free throw 2 of 3
7:34.0,,,84-106,,Offensive rebound by Team
7:34.0,,,84-106,,T. Ross misses free throw 3 of 3
7:33.0,Defensive rebound by M. Teletovic,,84-106,,
7:08.0,G. Antetokounmpo makes 2-pt shot from 20 ft,2,86-106,,
6:50.0,,,86-109,3,K. Lowry makes 3-pt shot from 28 ft (assist by C. Joseph)
6:32.0,M. Teletovic makes 2-pt shot from 4 ft (assist by M. Dellavedova),2,88-109,,
6:27.0,,,88-109,,Turnover by P. Patterson (step out of bounds)
6:11.0,G. Antetokounmpo misses 2-pt shot from 21 ft,,88-109,,
6:10.0,,,88-109,,Defensive rebound by T. Ross
5:47.0,,,88-111,2,L. Nogueira makes 2-pt shot from 4 ft (assist by P. Patterson)
5:33.0,J. Parker misses 2-pt shot from 2 ft,,88-111,,
5:33.0,Offensive rebound by Team,,88-111,,
5:33.0,,,88-111,,Loose ball foul by C. Joseph (drawn by J. Parker)
5:33.0,Official timeout,,88-111,,
5:33.0,,,88-111,,D. DeRozan enters the game for C. Joseph
5:33.0,,,88-111,,D. Carroll enters the game for P. Patterson
5:33.0,T. Snell enters the game for M. Brogdon,,88-111,,
5:24.0,J. Parker makes 2-pt shot at rim,2,90-111,,
5:08.0,,,90-111,,Shooting foul by M. Teletovic (drawn by K. Lowry)
5:08.0,,,90-112,1,K. Lowry makes free throw 1 of 2
5:08.0,,,90-113,1,K. Lowry makes free throw 2 of 2
4:56.0,M. Teletovic makes 2-pt shot from 19 ft (assist by M. Dellavedova),2,92-113,,
4:35.0,,,92-113,,D. DeRozan misses 2-pt shot from 17 ft
4:34.0,Defensive rebound by T. Snell,,92-113,,
4:26.0,Shooting foul by D. Carroll (drawn by G. Antetokounmpo),,92-113,,
4:26.0,G. Antetokounmpo makes 2-pt shot from 2 ft (assist by M. Dellavedova),2,94-113,,
4:26.0,G. Antetokounmpo makes free throw 1 of 1,1,95-113,,
4:16.0,,,95-115,2,D. DeRozan makes 2-pt shot from 2 ft
4:04.0,G. Antetokounmpo makes 2-pt shot from 2 ft (assist by M. Dellavedova),2,97-115,,
3:46.0,,,97-115,,K. Lowry misses 3-pt shot from 26 ft
3:45.0,Defensive rebound by M. Teletovic,,97-115,,
3:38.0,G. Antetokounmpo misses 2-pt shot from 2 ft,,97-115,,
3:38.0,,,97-115,,Defensive rebound by T. Ross
3:22.0,,,97-115,,D. Carroll misses 3-pt shot from 26 ft
3:21.0,Defensive rebound by M. Teletovic,,97-115,,
