time,Oklahoma City,pts.away,score,pts.home,Dallas
7:49.0,R. Westbrook misses 3-pt shot from 24 ft,,9-6,,
7:49.0,,,9-6,,Defensive rebound by D. Nowitzki
7:44.0,,,9-8,2,N. Noel makes 2-pt shot from 1 ft (assist by D. Nowitzki)
7:26.0,Turnover by V. Oladipo (bad pass; steal by Y. Ferrell),,9-8,,
7:21.0,,,9-8,,Y. Ferrell misses 2-pt shot from 1 ft
7:20.0,Defensive rebound by R. Westbrook,,9-8,,
7:18.0,,,9-8,,Personal foul by W. Matthews (drawn by T. Gibson)
7:10.0,R. Westbrook misses 2-pt shot from 13 ft,,9-8,,
7:09.0,,,9-8,,Defensive rebound by D. Nowitzki
6:56.0,,,9-8,,D. Nowitzki misses 2-pt shot from 18 ft
6:55.0,,,9-8,,Offensive rebound by Team
6:55.0,Loose ball foul by V. Oladipo (drawn by N. Noel),,9-8,,
6:40.0,,,9-10,2,D. Nowitzki makes 2-pt shot from 19 ft (assist by W. Matthews)
6:26.0,T. Gibson makes 2-pt shot from 3 ft (assist by R. Westbrook),2,11-10,,
6:26.0,Shooting foul by D. Nowitzki (drawn by T. Gibson),,11-10,,
6:26.0,T. Gibson makes free throw 1 of 1,1,12-10,,
6:26.0,,,11-10,,J. Barea enters the game for Y. Ferrell
6:26.0,,,11-10,,D. Finney-Smith enters the game for D. Nowitzki
6:14.0,,,12-10,,W. Matthews misses 3-pt shot from 25 ft
6:13.0,Defensive rebound by T. Gibson,,12-10,,
6:06.0,R. Westbrook makes 2-pt shot from 2 ft,2,14-10,,
5:55.0,,,14-10,,Turnover by W. Matthews (bad pass; steal by A. Roberson)
5:49.0,T. Gibson makes 2-pt shot from 1 ft (assist by R. Westbrook),2,16-10,,
5:48.0,,,16-10,,Dallas full timeout
5:48.0,A. Abrines enters the game for V. Oladipo,,16-10,,
5:32.0,,,16-12,2,N. Noel makes 2-pt shot from 1 ft (assist by J. Barea)
5:15.0,T. Gibson misses 2-pt shot from 5 ft (block by N. Noel),,16-12,,
5:14.0,,,16-12,,Defensive rebound by W. Matthews
5:02.0,,,16-12,,W. Matthews misses 3-pt shot from 24 ft
5:01.0,,,16-12,,Offensive rebound by N. Noel
4:49.0,Personal foul by A. Roberson (drawn by N. Noel),,16-12,,
4:40.0,,,16-14,2,H. Barnes makes 2-pt shot from 8 ft (assist by J. Barea)
4:30.0,Shooting foul by D. Finney-Smith (drawn by R. Westbrook),,16-14,,
4:30.0,R. Westbrook makes free throw 1 of 3,1,17-14,,
4:30.0,R. Westbrook makes free throw 2 of 3,1,18-14,,
4:30.0,R. Westbrook makes free throw 3 of 3,1,19-14,,
4:19.0,Personal foul by T. Gibson (drawn by N. Noel),,19-14,,
4:19.0,J. Grant enters the game for T. Gibson,,19-14,,
4:06.0,,,19-14,,J. Barea misses 2-pt shot from 17 ft
4:05.0,,,19-14,,Offensive rebound by Team
4:05.0,,,19-14,,Turnover by Team (shot clock)
3:44.0,R. Westbrook makes 2-pt shot from 20 ft,2,21-14,,
3:32.0,,,21-14,,Shooting foul by A. Abrines (drawn by W. Matthews)
3:32.0,,,21-15,1,W. Matthews makes free throw 1 of 2
3:32.0,,,21-16,1,W. Matthews makes free throw 2 of 2
3:32.0,,,21-15,,S. Mejri enters the game for N. Noel
3:13.0,A. Roberson misses 3-pt shot from 25 ft,,21-16,,
3:12.0,,,21-16,,Defensive rebound by S. Mejri
2:56.0,,,21-18,2,W. Matthews makes 2-pt shot from 14 ft
2:49.0,Oklahoma City full timeout,,21-18,,
2:49.0,,,21-18,,D. Harris enters the game for H. Barnes
2:49.0,,,21-18,,D. Nowitzki enters the game for W. Matthews
2:49.0,N. Collison enters the game for A. Roberson,,21-18,,
2:39.0,J. Grant misses 3-pt shot from 23 ft,,21-18,,
2:38.0,,,21-18,,Defensive rebound by D. Nowitzki
2:37.0,Personal foul by S. Adams (drawn by D. Nowitzki),,21-18,,
2:37.0,,,21-19,1,D. Nowitzki makes free throw 1 of 2
2:37.0,,,21-19,,D. Nowitzki misses free throw 2 of 2
2:37.0,S. Christon enters the game for R. Westbrook,,21-19,,
2:36.0,Defensive rebound by S. Adams,,21-19,,
2:19.0,A. Abrines misses 3-pt shot from 24 ft,,21-19,,
2:18.0,,,21-19,,Defensive rebound by D. Harris
2:01.0,,,21-19,,J. Barea misses 2-pt shot from 6 ft
2:00.0,Defensive rebound by A. Abrines,,21-19,,
1:49.0,,,21-19,,Violation by J. Barea (kicked ball)
1:49.0,E. Kanter enters the game for S. Adams,,21-19,,
1:35.0,E. Kanter makes 2-pt shot from 1 ft,2,23-19,,
1:13.0,,,23-21,2,D. Harris makes 2-pt shot from 1 ft
1:13.0,,,23-21,,Shooting foul by A. Abrines (drawn by D. Harris)
1:13.0,,,23-22,1,D. Harris makes free throw 1 of 1
1:13.0,V. Oladipo enters the game for A. Abrines,,23-21,,
0:50.0,V. Oladipo misses 2-pt shot from 13 ft,,23-22,,
0:48.0,Offensive rebound by E. Kanter,,23-22,,
0:47.0,E. Kanter makes 2-pt shot from 5 ft,2,25-22,,
0:38.0,,,25-24,2,S. Mejri makes 2-pt shot at rim (assist by J. Barea)
0:25.0,Offensive charge foul by E. Kanter,,25-24,,
0:25.0,Turnover by E. Kanter (offensive foul),,25-24,,
0:02.0,,,25-26,2,J. Barea makes 2-pt shot from 19 ft (assist by S. Mejri)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,25-26,,J. Barea misses 2-pt shot from 5 ft (block by J. Grant)
11:40.0,Defensive rebound by V. Oladipo,,25-26,,
11:22.0,Turnover by S. Christon (bad pass; steal by J. Barea),,25-26,,
11:16.0,,,25-26,,Turnover by D. Harris (bad pass; steal by N. Collison)
11:08.0,V. Oladipo misses 3-pt shot from 25 ft,,25-26,,
11:07.0,,,25-26,,Defensive rebound by S. Mejri
10:49.0,,,25-28,2,S. Mejri makes 2-pt shot at rim (assist by J. Barea)
10:49.0,,,25-28,,Shooting foul by N. Collison (drawn by S. Mejri)
10:49.0,,,25-29,1,S. Mejri makes free throw 1 of 1
10:49.0,D. McDermott enters the game for J. Grant,,25-28,,
10:30.0,S. Christon misses 3-pt shot from 24 ft,,25-29,,
10:29.0,,,25-29,,Defensive rebound by D. Finney-Smith
10:20.0,,,25-29,,D. Finney-Smith misses 3-pt shot from 23 ft
10:19.0,Defensive rebound by N. Collison,,25-29,,
10:12.0,V. Oladipo misses 2-pt shot from 2 ft,,25-29,,
10:11.0,Offensive rebound by V. Oladipo,,25-29,,
9:56.0,S. Christon misses 2-pt shot from 2 ft,,25-29,,
9:54.0,,,25-29,,Defensive rebound by J. Barea
9:50.0,,,25-29,,Shooting foul by D. McDermott (drawn by D. Harris)
9:50.0,,,25-30,1,D. Harris makes free throw 1 of 2
9:50.0,,,25-31,1,D. Harris makes free throw 2 of 2
9:50.0,,,25-30,,Y. Ferrell enters the game for J. Barea
9:25.0,V. Oladipo misses 2-pt shot from 18 ft,,25-31,,
9:24.0,,,25-31,,Defensive rebound by D. Harris
9:11.0,,,25-31,,Y. Ferrell misses 3-pt shot from 24 ft
9:10.0,,,25-31,,Offensive rebound by Y. Ferrell
8:58.0,,,25-31,,D. Harris misses 2-pt shot from 2 ft
8:57.0,Defensive rebound by V. Oladipo,,25-31,,
8:52.0,Turnover by V. Oladipo (lost ball; steal by Y. Ferrell),,25-31,,
8:48.0,,,25-31,,D. Harris misses 3-pt shot from 26 ft
8:46.0,Defensive rebound by S. Christon,,25-31,,
8:40.0,D. McDermott misses 3-pt shot from 25 ft,,25-31,,
8:39.0,,,25-31,,Defensive rebound by Y. Ferrell
8:38.0,,,25-31,,Dallas full timeout
8:38.0,,,25-31,,J. Barea enters the game for D. Nowitzki
8:38.0,,,25-31,,H. Barnes enters the game for D. Harris
8:38.0,R. Westbrook enters the game for V. Oladipo,,25-31,,
8:38.0,S. Adams enters the game for N. Collison,,25-31,,
8:38.0,A. Roberson enters the game for E. Kanter,,25-31,,
8:17.0,,,25-31,,D. Finney-Smith misses 3-pt shot from 23 ft
8:17.0,Defensive rebound by R. Westbrook,,25-31,,
8:04.0,Turnover by S. Adams (bad pass),,25-31,,
8:04.0,,,25-31,,W. Matthews enters the game for D. Finney-Smith
7:53.0,,,25-31,,Turnover by J. Barea (bad pass; steal by A. Roberson)
7:43.0,A. Roberson misses 2-pt shot from 5 ft,,25-31,,
7:41.0,,,25-31,,Defensive rebound by S. Mejri
7:22.0,,,25-33,2,S. Mejri makes 2-pt shot from 8 ft (assist by W. Matthews)
7:10.0,Offensive foul by S. Adams,,25-33,,
7:10.0,Turnover by S. Adams (offensive foul),,25-33,,
7:10.0,V. Oladipo enters the game for S. Christon,,25-33,,
6:50.0,,,25-36,3,H. Barnes makes 3-pt shot from 25 ft (assist by Y. Ferrell)
6:35.0,R. Westbrook makes 2-pt shot from 1 ft,2,27-36,,
6:35.0,Shooting foul by S. Mejri (drawn by R. Westbrook),,27-36,,
6:35.0,R. Westbrook makes free throw 1 of 1,1,28-36,,
6:35.0,,,27-36,,N. Noel enters the game for S. Mejri
6:21.0,,,28-38,2,W. Matthews makes 2-pt shot from 4 ft
6:07.0,S. Adams makes 2-pt shot from 5 ft (assist by R. Westbrook),2,30-38,,
5:41.0,,,30-38,,W. Matthews misses 3-pt shot from 25 ft
5:40.0,Defensive rebound by R. Westbrook,,30-38,,
5:27.0,S. Adams misses 2-pt shot from 7 ft,,30-38,,
5:26.0,,,30-38,,Defensive rebound by N. Noel
5:15.0,Personal foul by A. Roberson (drawn by N. Noel),,30-38,,
5:15.0,Official timeout,,30-38,,
5:15.0,,,30-38,,D. Harris enters the game for J. Barea
5:09.0,Def 3 sec tech foul by S. Adams,,30-38,,
5:09.0,,,30-39,1,W. Matthews makes technical free throw
4:59.0,,,30-39,,H. Barnes misses 2-pt shot from 9 ft (block by V. Oladipo)
4:58.0,Defensive rebound by R. Westbrook,,30-39,,
4:55.0,Turnover by R. Westbrook (lost ball; steal by N. Noel),,30-39,,
4:43.0,,,30-41,2,W. Matthews makes 2-pt shot from 12 ft
4:25.0,R. Westbrook misses 2-pt shot at rim,,30-41,,
4:24.0,Offensive rebound by D. McDermott,,30-41,,
4:18.0,Turnover by R. Westbrook (bad pass; steal by D. Harris),,30-41,,
4:03.0,,,30-41,,N. Noel misses 2-pt shot at rim (block by S. Adams)
4:02.0,,,30-41,,Offensive rebound by N. Noel
4:01.0,,,30-43,2,N. Noel makes 2-pt shot from 1 ft
4:01.0,Oklahoma City full timeout,,30-43,,
4:01.0,S. Christon enters the game for S. Adams,,30-43,,
4:01.0,E. Kanter enters the game for D. McDermott,,30-43,,
3:47.0,Turnover by R. Westbrook (bad pass; steal by W. Matthews),,30-43,,
3:36.0,,,30-45,2,Y. Ferrell makes 2-pt shot from 8 ft (assist by W. Matthews)
3:12.0,S. Christon misses 2-pt shot from 9 ft,,30-45,,
3:11.0,,,30-45,,Defensive rebound by N. Noel
2:47.0,,,30-45,,D. Harris misses 3-pt shot from 24 ft
2:46.0,Defensive rebound by R. Westbrook,,30-45,,
2:38.0,V. Oladipo misses 3-pt shot from 24 ft,,30-45,,
2:37.0,,,30-45,,Defensive rebound by N. Noel
2:20.0,,,30-45,,W. Matthews misses 2-pt shot from 15 ft
2:19.0,Defensive rebound by R. Westbrook,,30-45,,
2:13.0,R. Westbrook makes 3-pt shot from 25 ft,3,33-45,,
2:11.0,,,33-45,,Dallas full timeout
2:11.0,,,33-45,,D. Nowitzki enters the game for N. Noel
1:52.0,,,33-45,,Turnover by D. Harris (bad pass; steal by V. Oladipo)
1:36.0,R. Westbrook misses 3-pt shot from 25 ft,,33-45,,
1:35.0,,,33-45,,Defensive rebound by D. Nowitzki
1:19.0,,,33-45,,Y. Ferrell misses 2-pt shot from 12 ft
1:18.0,Defensive rebound by R. Westbrook,,33-45,,
1:13.0,Shooting foul by D. Nowitzki (drawn by E. Kanter),,33-45,,
1:13.0,E. Kanter misses free throw 1 of 2,,33-45,,
1:13.0,Offensive rebound by Team,,33-45,,
1:13.0,E. Kanter makes free throw 2 of 2,1,34-45,,
1:13.0,,,33-45,,J. Barea enters the game for D. Harris
0:56.0,Personal foul by V. Oladipo (drawn by W. Matthews),,34-45,,
0:50.0,,,34-48,3,D. Nowitzki makes 3-pt shot from 24 ft (assist by J. Barea)
0:31.0,Shooting foul by D. Nowitzki (drawn by E. Kanter),,34-48,,
0:31.0,E. Kanter misses free throw 1 of 2,,34-48,,
0:31.0,Offensive rebound by Team,,34-48,,
0:31.0,E. Kanter makes free throw 2 of 2,1,35-48,,
0:31.0,,,34-48,,N. Noel enters the game for D. Nowitzki
0:24.0,Personal foul by S. Christon,,35-48,,
0:24.0,,,35-49,1,J. Barea makes free throw 1 of 2
0:24.0,,,35-50,1,J. Barea makes free throw 2 of 2
0:24.0,A. Abrines enters the game for S. Christon,,35-49,,
0:24.0,D. McDermott enters the game for A. Roberson,,35-49,,
0:03.0,Turnover by R. Westbrook (lost ball; steal by Y. Ferrell),,35-50,,
0:02.0,,,35-50,,Turnover by Y. Ferrell (bad pass)
0:02.0,Oklahoma City full timeout,,35-50,,
0:02.0,,,35-50,,D. Finney-Smith enters the game for J. Barea
0:01.0,Turnover by A. Abrines (bad pass; steal by N. Noel),,35-50,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,35-50,,Turnover by Y. Ferrell (lost ball; steal by A. Roberson)
11:36.0,R. Westbrook makes 2-pt shot from 1 ft (assist by A. Roberson),2,37-50,,
11:21.0,,,37-50,,Turnover by D. Nowitzki (bad pass; steal by R. Westbrook)
11:14.0,T. Gibson misses 2-pt shot from 5 ft (block by D. Nowitzki),,37-50,,
11:13.0,Offensive rebound by T. Gibson,,37-50,,
11:12.0,V. Oladipo makes 2-pt shot from 16 ft,2,39-50,,
10:46.0,,,39-50,,H. Barnes misses 2-pt shot from 15 ft
10:45.0,Defensive rebound by S. Adams,,39-50,,
10:38.0,,,39-50,,Loose ball foul by N. Noel (drawn by S. Adams)
10:30.0,A. Roberson misses 3-pt shot from 24 ft,,39-50,,
10:28.0,Offensive rebound by S. Adams,,39-50,,
10:27.0,S. Adams makes 2-pt shot at rim,2,41-50,,
10:06.0,,,41-50,,Turnover by D. Nowitzki (bad pass; steal by R. Westbrook)
10:03.0,R. Westbrook makes 2-pt shot from 3 ft,2,43-50,,
10:01.0,,,43-50,,Dallas full timeout
9:48.0,,,43-50,,Turnover by D. Nowitzki (bad pass)
9:36.0,V. Oladipo makes 3-pt shot from 25 ft (assist by R. Westbrook),3,46-50,,
9:21.0,,,46-50,,Y. Ferrell misses 2-pt shot from 4 ft (block by S. Adams)
9:19.0,Defensive rebound by T. Gibson,,46-50,,
9:17.0,,,46-50,,Personal block foul by W. Matthews (drawn by R. Westbrook)
9:17.0,,,46-50,,J. Barea enters the game for Y. Ferrell
9:10.0,R. Westbrook misses 2-pt shot from 16 ft,,46-50,,
9:09.0,,,46-50,,Defensive rebound by H. Barnes
8:59.0,,,46-53,3,J. Barea makes 3-pt shot from 23 ft (assist by W. Matthews)
8:43.0,T. Gibson misses 2-pt shot from 3 ft (block by N. Noel),,46-53,,
8:41.0,,,46-53,,Defensive rebound by W. Matthews
8:28.0,,,46-53,,D. Nowitzki misses 2-pt shot from 19 ft
8:26.0,Defensive rebound by R. Westbrook,,46-53,,
8:09.0,Oklahoma City full timeout,,46-53,,
8:04.0,R. Westbrook misses 2-pt shot from 20 ft,,46-53,,
8:03.0,Offensive rebound by S. Adams,,46-53,,
7:59.0,V. Oladipo makes 3-pt shot from 24 ft (assist by S. Adams),3,49-53,,
7:44.0,,,49-55,2,N. Noel makes 2-pt shot from 17 ft (assist by J. Barea)
7:26.0,R. Westbrook misses 2-pt shot from 21 ft,,49-55,,
7:26.0,Offensive rebound by Team,,49-55,,
7:26.0,,,49-55,,Loose ball foul by N. Noel (drawn by S. Adams)
7:23.0,T. Gibson makes 2-pt shot at rim (assist by R. Westbrook),2,51-55,,
7:08.0,,,51-55,,D. Nowitzki misses 3-pt shot from 24 ft
7:07.0,Defensive rebound by R. Westbrook,,51-55,,
7:00.0,S. Adams makes 2-pt shot at rim (assist by R. Westbrook),2,53-55,,
6:59.0,,,53-55,,Dallas full timeout
6:59.0,,,53-55,,D. Harris enters the game for D. Nowitzki
6:35.0,,,53-55,,Shooting foul by V. Oladipo (drawn by N. Noel)
6:35.0,,,53-56,1,N. Noel makes free throw 1 of 2
6:35.0,,,53-56,,N. Noel misses free throw 2 of 2
6:34.0,Defensive rebound by R. Westbrook,,53-56,,
6:26.0,A. Roberson makes 2-pt shot at rim (assist by R. Westbrook),2,55-56,,
6:00.0,,,55-56,,H. Barnes misses 2-pt shot from 1 ft (block by A. Roberson)
5:59.0,,,55-56,,Offensive rebound by Team
5:56.0,,,55-56,,N. Noel misses 2-pt shot from 17 ft
5:55.0,Defensive rebound by V. Oladipo,,55-56,,
5:47.0,R. Westbrook misses 2-pt shot from 17 ft,,55-56,,
5:46.0,,,55-56,,Defensive rebound by W. Matthews
5:28.0,,,55-56,,J. Barea misses 2-pt shot from 16 ft
5:27.0,Defensive rebound by R. Westbrook,,55-56,,
5:13.0,Turnover by T. Gibson (lost ball; steal by H. Barnes),,55-56,,
5:03.0,,,55-56,,N. Noel misses 2-pt shot from 11 ft
5:01.0,Defensive rebound by V. Oladipo,,55-56,,
4:45.0,A. Roberson misses 2-pt shot from 3 ft,,55-56,,
4:44.0,,,55-56,,Defensive rebound by D. Harris
4:34.0,,,55-59,3,J. Barea makes 3-pt shot from 24 ft (assist by N. Noel)
4:19.0,R. Westbrook misses 3-pt shot from 24 ft,,55-59,,
4:18.0,,,55-59,,Defensive rebound by D. Harris
4:11.0,,,55-59,,H. Barnes misses 3-pt shot from 24 ft
4:08.0,,,55-59,,Offensive rebound by N. Noel
4:08.0,,,55-59,,N. Noel misses 2-pt shot at rim
4:07.0,,,55-59,,Offensive rebound by D. Harris
4:05.0,,,55-62,3,W. Matthews makes 3-pt shot from 25 ft (assist by D. Harris)
4:05.0,Oklahoma City full timeout,,55-62,,
3:56.0,,,55-62,,Personal block foul by H. Barnes (drawn by T. Gibson)
3:41.0,Turnover by Team (shot clock),,55-62,,
3:41.0,S. Christon enters the game for V. Oladipo,,55-62,,
3:41.0,J. Grant enters the game for T. Gibson,,55-62,,
3:16.0,,,55-62,,N. Noel misses 2-pt shot from 8 ft
3:15.0,Defensive rebound by J. Grant,,55-62,,
3:06.0,Turnover by R. Westbrook (lost ball; steal by N. Noel),,55-62,,
2:58.0,,,55-62,,J. Barea misses 3-pt shot from 23 ft
2:57.0,,,55-62,,Offensive rebound by N. Noel
2:57.0,Violation by R. Westbrook (def goaltending),,55-62,,
2:57.0,,,55-64,2,N. Noel makes 2-pt shot from 1 ft
2:46.0,Offensive foul by S. Adams,,55-64,,
2:46.0,Turnover by S. Adams (offensive foul),,55-64,,
2:46.0,E. Kanter enters the game for S. Adams,,55-64,,
2:46.0,,,55-64,,S. Mejri enters the game for N. Noel
2:36.0,,,55-66,2,D. Harris makes 2-pt shot from 1 ft (assist by J. Barea)
2:13.0,J. Grant makes 2-pt shot from 15 ft (assist by A. Roberson),2,57-66,,
1:52.0,,,57-66,,S. Mejri misses 2-pt shot from 2 ft (block by J. Grant)
1:52.0,,,57-66,,Offensive rebound by S. Mejri
1:52.0,,,57-66,,Shooting foul by E. Kanter (drawn by S. Mejri)
1:52.0,,,57-66,,S. Mejri misses free throw 1 of 2
1:52.0,,,57-66,,Offensive rebound by Team
1:52.0,,,57-67,1,S. Mejri makes free throw 2 of 2
1:52.0,A. Abrines enters the game for R. Westbrook,,57-66,,
1:52.0,,,57-66,,Y. Ferrell enters the game for J. Barea
1:43.0,Offensive charge foul by E. Kanter,,57-67,,
1:43.0,Turnover by E. Kanter (offensive foul),,57-67,,
1:20.0,,,57-67,,H. Barnes misses 2-pt shot at rim
1:19.0,Defensive rebound by A. Abrines,,57-67,,
1:02.0,S. Christon misses 2-pt shot from 18 ft,,57-67,,
1:01.0,,,57-67,,Defensive rebound by D. Harris
0:50.0,,,57-67,,W. Matthews misses 3-pt shot from 26 ft
0:49.0,Defensive rebound by A. Roberson,,57-67,,
0:26.0,Turnover by E. Kanter (lost ball; steal by D. Harris),,57-67,,
0:05.0,,,57-69,2,D. Harris makes 2-pt shot at rim
0:01.0,A. Abrines misses 2-pt shot from 22 ft,,57-69,,
0:00.0,Offensive rebound by Team,,57-69,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,E. Kanter misses 2-pt shot from 2 ft (block by D. Harris),,57-69,,
11:42.0,Offensive rebound by Team,,57-69,,
11:34.0,J. Grant misses 3-pt shot from 23 ft,,57-69,,
11:34.0,Offensive rebound by Team,,57-69,,
11:34.0,,,57-69,,Loose ball foul by Y. Ferrell (drawn by S. Christon)
11:28.0,V. Oladipo misses 2-pt shot from 19 ft,,57-69,,
11:27.0,,,57-69,,Defensive rebound by D. Nowitzki
11:27.0,Personal foul by E. Kanter (drawn by D. Nowitzki),,57-69,,
11:09.0,,,57-69,,D. Nowitzki misses 3-pt shot from 25 ft
11:08.0,Defensive rebound by S. Christon,,57-69,,
10:58.0,,,57-69,,Shooting block foul by S. Mejri (drawn by S. Christon)
10:58.0,S. Christon makes free throw 1 of 2,1,58-69,,
10:58.0,S. Christon makes free throw 2 of 2,1,59-69,,
10:42.0,Personal foul by S. Christon (drawn by S. Mejri),,59-69,,
10:34.0,,,59-69,,Y. Ferrell misses 2-pt shot from 16 ft
10:33.0,Defensive rebound by S. Christon,,59-69,,
10:20.0,V. Oladipo makes 2-pt shot from 20 ft (assist by S. Christon),2,61-69,,
10:05.0,,,61-71,2,Y. Ferrell makes 2-pt shot from 3 ft
9:45.0,D. McDermott makes 3-pt shot from 25 ft (assist by V. Oladipo),3,64-71,,
9:29.0,,,64-74,3,D. Harris makes 3-pt shot from 23 ft (assist by Y. Ferrell)
9:10.0,,,64-74,,Shooting block foul by S. Mejri (drawn by J. Grant)
9:10.0,J. Grant makes free throw 1 of 2,1,65-74,,
9:10.0,J. Grant makes free throw 2 of 2,1,66-74,,
8:58.0,,,66-76,2,D. Nowitzki makes 2-pt shot from 20 ft (assist by Y. Ferrell)
8:45.0,V. Oladipo misses 2-pt shot from 2 ft,,66-76,,
8:43.0,Offensive rebound by E. Kanter,,66-76,,
8:43.0,E. Kanter misses 2-pt shot from 1 ft,,66-76,,
8:42.0,,,66-76,,Defensive rebound by D. Nowitzki
8:18.0,,,66-79,3,Y. Ferrell makes 3-pt shot from 25 ft (assist by D. Finney-Smith)
8:12.0,Oklahoma City full timeout,,66-79,,
8:12.0,R. Westbrook enters the game for V. Oladipo,,66-79,,
8:12.0,T. Gibson enters the game for J. Grant,,66-79,,
8:12.0,,,66-79,,W. Matthews enters the game for D. Finney-Smith
8:12.0,,,66-79,,J. Barea enters the game for D. Harris
8:02.0,D. McDermott makes 2-pt shot from 9 ft,2,68-79,,
7:49.0,,,68-82,3,W. Matthews makes 3-pt shot from 24 ft (assist by Y. Ferrell)
7:35.0,E. Kanter misses 2-pt shot from 19 ft,,68-82,,
7:35.0,,,68-82,,Defensive rebound by W. Matthews
7:13.0,,,68-82,,D. Nowitzki misses 2-pt shot from 19 ft
7:12.0,Defensive rebound by D. McDermott,,68-82,,
7:05.0,E. Kanter misses 2-pt shot from 2 ft,,68-82,,
7:03.0,,,68-82,,Defensive rebound by S. Mejri
6:52.0,,,68-82,,Turnover by Y. Ferrell (bad pass; steal by D. McDermott)
6:47.0,S. Christon misses 2-pt shot from 2 ft,,68-82,,
6:45.0,Offensive rebound by T. Gibson,,68-82,,
6:45.0,T. Gibson makes 2-pt shot from 1 ft,2,70-82,,
6:44.0,,,70-82,,Dallas full timeout
6:44.0,,,70-82,,H. Barnes enters the game for D. Nowitzki
6:43.0,S. Adams enters the game for S. Christon,,70-82,,
6:43.0,A. Roberson enters the game for E. Kanter,,70-82,,
6:43.0,V. Oladipo enters the game for D. McDermott,,70-82,,
6:31.0,,,70-82,,Shooting foul by A. Roberson (drawn by H. Barnes)
6:31.0,,,70-82,,H. Barnes misses free throw 1 of 2
6:31.0,,,70-82,,Offensive rebound by Team
6:31.0,,,70-83,1,H. Barnes makes free throw 2 of 2
6:31.0,,,70-82,,N. Noel enters the game for S. Mejri
6:15.0,T. Gibson makes 2-pt shot from 19 ft (assist by R. Westbrook),2,72-83,,
5:46.0,,,72-85,2,H. Barnes makes 2-pt shot from 2 ft (assist by J. Barea)
5:34.0,,,72-85,,Personal foul by N. Noel (drawn by R. Westbrook)
5:27.0,V. Oladipo makes 2-pt shot from 10 ft,2,74-85,,
5:00.0,,,74-88,3,Y. Ferrell makes 3-pt shot from 24 ft
4:49.0,R. Westbrook misses 3-pt shot from 27 ft,,74-88,,
4:47.0,Offensive rebound by Team,,74-88,,
4:39.0,R. Westbrook makes 2-pt shot from 18 ft (assist by V. Oladipo),2,76-88,,
4:26.0,,,76-88,,Offensive foul by N. Noel
4:26.0,,,76-88,,Turnover by N. Noel (offensive foul)
4:17.0,R. Westbrook makes 2-pt shot from 13 ft,2,78-88,,
3:59.0,,,78-88,,W. Matthews misses 3-pt shot from 24 ft
3:58.0,Defensive rebound by V. Oladipo,,78-88,,
3:48.0,R. Westbrook misses 3-pt shot from 25 ft,,78-88,,
3:47.0,,,78-88,,Defensive rebound by Y. Ferrell
3:31.0,,,78-91,3,Y. Ferrell makes 3-pt shot from 24 ft
3:30.0,Oklahoma City full timeout,,78-91,,
3:22.0,R. Westbrook makes 2-pt shot at rim,2,80-91,,
