time,Dallas,pts.away,score,pts.home,Milwaukee
5:57.0,,,21-18,,Defensive rebound by G. Antetokounmpo
5:45.0,,,21-18,,Turnover by T. Snell (bad pass)
5:45.0,Dallas full timeout,,21-18,,
5:45.0,D. Harris enters the game for D. Nowitzki,,21-18,,
5:45.0,J. Barea enters the game for D. Finney-Smith,,21-18,,
5:45.0,N. Noel enters the game for Y. Ferrell,,21-18,,
5:32.0,N. Noel makes 2-pt shot at rim (assist by J. Barea),2,23-18,,
5:07.0,,,23-18,,G. Antetokounmpo misses 2-pt shot at rim
5:05.0,Defensive rebound by D. Harris,,23-18,,
4:58.0,Turnover by J. Barea (bad pass; steal by G. Monroe),,23-18,,
4:54.0,,,23-18,,Turnover by G. Antetokounmpo (bad pass)
4:54.0,,,23-18,,R. Vaughn enters the game for K. Middleton
4:54.0,,,23-18,,J. Terry enters the game for M. Dellavedova
4:33.0,Turnover by D. Harris (bad pass; steal by R. Vaughn),,23-18,,
4:25.0,,,23-18,,Turnover by T. Snell (lost ball; steal by D. Harris)
4:18.0,W. Matthews misses 3-pt shot from 25 ft,,23-18,,
4:16.0,,,23-18,,Defensive rebound by G. Antetokounmpo
4:15.0,,,23-18,,Offensive foul by G. Antetokounmpo
4:15.0,,,23-18,,Turnover by G. Antetokounmpo (offensive foul)
3:57.0,H. Barnes makes 2-pt shot from 20 ft,2,25-18,,
3:40.0,,,25-20,2,R. Vaughn makes 2-pt shot from 21 ft (assist by G. Antetokounmpo)
3:21.0,J. Barea makes 2-pt shot from 20 ft,2,27-20,,
3:03.0,,,27-22,2,G. Antetokounmpo makes 2-pt shot at rim (assist by R. Vaughn)
2:55.0,Dallas full timeout,,27-22,,
2:55.0,,,27-22,,M. Beasley enters the game for T. Snell
2:40.0,D. Harris misses 2-pt shot from 18 ft,,27-22,,
2:39.0,,,27-22,,Defensive rebound by G. Antetokounmpo
2:17.0,,,27-25,3,J. Terry makes 3-pt shot from 26 ft (assist by G. Monroe)
2:07.0,Shooting foul by M. Beasley (drawn by D. Harris),,27-25,,
2:07.0,D. Harris makes free throw 1 of 2,1,28-25,,
2:07.0,D. Harris makes free throw 2 of 2,1,29-25,,
2:07.0,D. Finney-Smith enters the game for W. Matthews,,28-25,,
1:51.0,,,29-25,,M. Beasley misses 2-pt shot from 7 ft
1:49.0,Defensive rebound by N. Noel,,29-25,,
1:44.0,J. Barea misses 2-pt shot from 1 ft (block by M. Beasley),,29-25,,
1:42.0,,,29-25,,Defensive rebound by G. Monroe
1:37.0,Personal block foul by D. Harris (drawn by R. Vaughn),,29-25,,
1:32.0,,,29-25,,Shooting foul by N. Noel (drawn by G. Monroe)
1:32.0,,,29-25,,G. Monroe misses free throw 1 of 2
1:32.0,,,29-25,,Offensive rebound by Team
1:32.0,,,29-26,1,G. Monroe makes free throw 2 of 2
1:21.0,D. Harris makes 2-pt shot from 1 ft,2,31-26,,
0:57.0,,,31-26,,R. Vaughn misses 3-pt shot from 26 ft
0:57.0,Defensive rebound by Team,,31-26,,
0:57.0,,,31-26,,Loose ball foul by M. Beasley (drawn by D. Finney-Smith)
0:57.0,D. Nowitzki enters the game for H. Barnes,,31-26,,
0:35.0,D. Harris misses 3-pt shot from 26 ft,,31-26,,
0:33.0,,,31-26,,Defensive rebound by G. Monroe
0:12.0,,,31-26,,G. Antetokounmpo misses 2-pt shot from 8 ft
0:11.0,,,31-26,,Offensive rebound by G. Antetokounmpo
0:01.0,,,31-28,2,M. Beasley makes 2-pt shot from 17 ft
0:00.0,D. Finney-Smith misses 3-pt shot from 83 ft,,31-28,,
0:00.0,Offensive rebound by Team,,31-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,N. Brussino makes 3-pt shot from 25 ft (assist by Y. Ferrell),3,34-28,,
11:23.0,,,34-28,,M. Teletovic misses 3-pt shot from 29 ft
11:22.0,Defensive rebound by N. Noel,,34-28,,
11:17.0,,,34-28,,Personal foul by G. Monroe
11:10.0,J. Barea misses 2-pt shot from 19 ft,,34-28,,
11:09.0,Offensive rebound by N. Brussino,,34-28,,
10:54.0,J. Barea makes 3-pt shot from 28 ft (assist by N. Noel),3,37-28,,
10:35.0,,,37-28,,M. Dellavedova misses 3-pt shot from 23 ft
10:33.0,Defensive rebound by J. Barea,,37-28,,
10:22.0,D. Nowitzki misses 2-pt shot from 21 ft,,37-28,,
10:21.0,,,37-28,,Defensive rebound by K. Middleton
10:16.0,,,37-30,2,G. Monroe makes 2-pt shot at rim (assist by J. Terry)
9:51.0,Turnover by J. Barea (bad pass; steal by M. Dellavedova),,37-30,,
9:46.0,Personal foul by N. Noel (drawn by J. Terry),,37-30,,
9:46.0,S. Mejri enters the game for N. Noel,,37-30,,
9:30.0,,,37-30,,Shooting foul by N. Brussino (drawn by G. Monroe)
9:30.0,,,37-30,,G. Monroe misses free throw 1 of 2
9:30.0,,,37-30,,Offensive rebound by Team
9:30.0,,,37-31,1,G. Monroe makes free throw 2 of 2
9:21.0,S. Mejri makes 2-pt shot at rim (assist by J. Barea),2,39-31,,
9:05.0,,,39-34,3,M. Teletovic makes 3-pt shot from 25 ft (assist by J. Terry)
8:55.0,D. Nowitzki makes 2-pt shot at rim (assist by J. Barea),2,41-34,,
8:44.0,,,41-36,2,M. Dellavedova makes 2-pt shot from 8 ft (assist by M. Teletovic)
8:29.0,J. Barea misses 3-pt shot from 26 ft,,41-36,,
8:28.0,,,41-36,,Defensive rebound by K. Middleton
8:21.0,,,41-36,,M. Teletovic misses 3-pt shot from 25 ft
8:20.0,Defensive rebound by S. Mejri,,41-36,,
8:05.0,Y. Ferrell makes 2-pt shot from 5 ft,2,43-36,,
8:05.0,,,43-36,,Milwaukee full timeout
8:05.0,D. Harris enters the game for J. Barea,,43-36,,
8:05.0,D. Powell enters the game for S. Mejri,,43-36,,
8:05.0,,,43-36,,S. Hawes enters the game for G. Monroe
7:48.0,,,43-39,3,J. Terry makes 3-pt shot from 25 ft (assist by M. Dellavedova)
7:25.0,D. Nowitzki misses 3-pt shot from 24 ft,,43-39,,
7:24.0,,,43-39,,Defensive rebound by S. Hawes
7:09.0,,,43-39,,K. Middleton misses 2-pt shot from 15 ft
7:08.0,Defensive rebound by D. Nowitzki,,43-39,,
6:48.0,Y. Ferrell misses 2-pt shot from 16 ft,,43-39,,
6:48.0,Offensive rebound by D. Powell,,43-39,,
6:48.0,,,43-39,,Personal foul by J. Terry (drawn by D. Powell)
6:48.0,H. Barnes enters the game for D. Nowitzki,,43-39,,
6:48.0,W. Matthews enters the game for N. Brussino,,43-39,,
6:33.0,D. Harris misses 3-pt shot from 24 ft,,43-39,,
6:32.0,,,43-39,,Defensive rebound by K. Middleton
6:16.0,,,43-39,,K. Middleton misses 3-pt shot from 27 ft
6:15.0,Defensive rebound by Y. Ferrell,,43-39,,
6:11.0,D. Powell makes 2-pt shot at rim (assist by Y. Ferrell),2,45-39,,
5:43.0,,,45-39,,M. Dellavedova misses 3-pt shot from 25 ft
5:42.0,Defensive rebound by Y. Ferrell,,45-39,,
5:34.0,W. Matthews misses 3-pt shot from 26 ft,,45-39,,
5:33.0,,,45-39,,Defensive rebound by S. Hawes
5:27.0,,,45-39,,Milwaukee full timeout
5:27.0,,,45-39,,G. Antetokounmpo enters the game for J. Terry
5:27.0,,,45-39,,T. Snell enters the game for M. Teletovic
5:12.0,,,45-39,,S. Hawes misses 2-pt shot from 7 ft
5:11.0,Defensive rebound by Y. Ferrell,,45-39,,
5:02.0,D. Powell misses 2-pt shot from 16 ft (block by G. Antetokounmpo),,45-39,,
5:00.0,,,45-39,,Defensive rebound by S. Hawes
4:55.0,Personal foul by W. Matthews (drawn by G. Antetokounmpo),,45-39,,
4:51.0,,,45-39,,Turnover by S. Hawes (bad pass)
4:38.0,H. Barnes misses 2-pt shot from 16 ft,,45-39,,
4:37.0,,,45-39,,Defensive rebound by G. Antetokounmpo
4:23.0,,,45-41,2,G. Antetokounmpo makes 2-pt shot from 3 ft (assist by M. Dellavedova)
4:14.0,,,45-41,,Personal foul by T. Snell (drawn by W. Matthews)
4:03.0,Turnover by D. Powell (bad pass),,45-41,,
3:50.0,,,45-41,,Shooting foul by H. Barnes (drawn by G. Antetokounmpo)
3:50.0,Dallas full timeout,,45-41,,
3:50.0,,,45-42,1,G. Antetokounmpo makes free throw 1 of 2
3:50.0,,,45-43,1,G. Antetokounmpo makes free throw 2 of 2
3:50.0,D. Nowitzki enters the game for Y. Ferrell,,45-41,,
3:50.0,J. Barea enters the game for D. Powell,,45-41,,
3:50.0,,,45-42,,T. Maker enters the game for S. Hawes
3:43.0,D. Harris misses 2-pt shot from 1 ft,,45-43,,
3:40.0,,,45-43,,Defensive rebound by G. Antetokounmpo
3:27.0,,,45-45,2,K. Middleton makes 2-pt shot from 1 ft
3:04.0,J. Barea makes 2-pt shot from 19 ft (assist by W. Matthews),2,47-45,,
2:48.0,,,47-45,,K. Middleton misses 2-pt shot from 15 ft
2:47.0,Defensive rebound by D. Harris,,47-45,,
2:38.0,D. Nowitzki makes 2-pt shot from 1 ft (assist by J. Barea),2,49-45,,
2:17.0,,,49-47,2,T. Maker makes 2-pt shot from 12 ft (assist by T. Snell)
1:54.0,W. Matthews makes 2-pt shot from 5 ft (assist by D. Harris),2,51-47,,
1:44.0,,,51-47,,G. Antetokounmpo misses 2-pt shot from 1 ft (block by D. Nowitzki)
1:44.0,,,51-47,,Offensive rebound by Team
1:44.0,Y. Ferrell enters the game for D. Harris,,51-47,,
1:41.0,,,51-49,2,T. Maker makes 2-pt shot at rim (assist by G. Antetokounmpo)
1:22.0,Y. Ferrell makes 2-pt shot from 6 ft (assist by W. Matthews),2,53-49,,
0:58.0,,,53-51,2,T. Maker makes 2-pt shot from 10 ft
0:34.0,H. Barnes misses 3-pt shot from 31 ft,,53-51,,
0:33.0,,,53-51,,Defensive rebound by Team
0:17.0,,,53-53,2,T. Maker makes 2-pt shot at rim (assist by G. Antetokounmpo)
0:05.0,Turnover by J. Barea (bad pass),,53-53,,
0:05.0,D. Finney-Smith enters the game for D. Nowitzki,,53-53,,
0:00.0,,,53-53,,G. Antetokounmpo misses 3-pt shot from 37 ft
0:00.0,,,53-53,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,53-53,,Shooting block foul by T. Maker (drawn by Y. Ferrell)
11:46.0,Y. Ferrell makes free throw 1 of 2,1,54-53,,
11:46.0,Y. Ferrell makes free throw 2 of 2,1,55-53,,
11:30.0,,,55-56,3,T. Maker makes 3-pt shot from 24 ft (assist by M. Dellavedova)
11:12.0,Y. Ferrell misses 3-pt shot from 27 ft,,55-56,,
11:10.0,,,55-56,,Defensive rebound by T. Snell
10:50.0,,,55-58,2,K. Middleton makes 2-pt shot from 14 ft
10:35.0,H. Barnes makes 3-pt shot from 24 ft (assist by W. Matthews),3,58-58,,
10:17.0,,,58-58,,M. Dellavedova misses 2-pt shot from 6 ft
10:16.0,Defensive rebound by D. Finney-Smith,,58-58,,
10:00.0,W. Matthews misses 3-pt shot from 26 ft,,58-58,,
9:58.0,,,58-58,,Defensive rebound by G. Antetokounmpo
9:52.0,,,58-58,,Turnover by G. Antetokounmpo (lost ball; steal by Y. Ferrell)
9:45.0,D. Nowitzki makes 3-pt shot from 29 ft (assist by Y. Ferrell),3,61-58,,
9:22.0,,,61-58,,M. Dellavedova misses 3-pt shot from 26 ft
9:21.0,,,61-58,,Offensive rebound by T. Maker
9:16.0,,,61-61,3,T. Snell makes 3-pt shot from 25 ft (assist by M. Dellavedova)
9:02.0,D. Finney-Smith misses 3-pt shot from 27 ft,,61-61,,
9:00.0,,,61-61,,Defensive rebound by G. Antetokounmpo
8:46.0,,,61-64,3,K. Middleton makes 3-pt shot from 23 ft (assist by M. Dellavedova)
8:26.0,Turnover by H. Barnes (bad pass; steal by G. Antetokounmpo),,61-64,,
8:25.0,Personal take foul by D. Nowitzki (drawn by G. Antetokounmpo),,61-64,,
8:11.0,,,61-64,,K. Middleton misses 3-pt shot from 24 ft
8:10.0,Defensive rebound by D. Nowitzki,,61-64,,
7:51.0,H. Barnes makes 2-pt shot from 17 ft,2,63-64,,
7:37.0,,,63-64,,T. Snell misses 3-pt shot from 26 ft
7:36.0,Defensive rebound by Y. Ferrell,,63-64,,
7:30.0,D. Nowitzki misses 3-pt shot from 30 ft,,63-64,,
7:29.0,,,63-64,,Defensive rebound by K. Middleton
7:19.0,,,63-64,,Shooting foul by D. Finney-Smith (drawn by G. Antetokounmpo)
7:19.0,,,63-65,1,G. Antetokounmpo makes free throw 1 of 2
7:19.0,,,63-65,,G. Antetokounmpo misses free throw 2 of 2
7:16.0,Defensive rebound by D. Nowitzki,,63-65,,
7:10.0,,,63-65,,Personal foul by M. Dellavedova (drawn by W. Matthews)
7:10.0,Offensive foul by Y. Ferrell,,63-65,,
7:10.0,Turnover by Y. Ferrell (offensive foul),,63-65,,
6:55.0,,,63-67,2,K. Middleton makes 2-pt shot from 2 ft (assist by G. Antetokounmpo)
6:55.0,Dallas full timeout,,63-67,,
6:55.0,,,63-67,,G. Payton enters the game for M. Dellavedova
6:42.0,H. Barnes misses 3-pt shot from 25 ft,,63-67,,
6:40.0,,,63-67,,Defensive rebound by G. Payton
6:24.0,,,63-69,2,G. Antetokounmpo makes 2-pt shot from 17 ft
6:13.0,H. Barnes makes 2-pt shot at rim (assist by Y. Ferrell),2,65-69,,
6:01.0,,,65-69,,G. Antetokounmpo misses 2-pt shot from 20 ft
6:00.0,Defensive rebound by D. Nowitzki,,65-69,,
5:35.0,W. Matthews misses 3-pt shot from 26 ft,,65-69,,
5:34.0,,,65-69,,Defensive rebound by G. Antetokounmpo
5:17.0,,,65-72,3,G. Payton makes 3-pt shot from 27 ft (assist by K. Middleton)
5:16.0,Dallas full timeout,,65-72,,
5:16.0,N. Noel enters the game for D. Nowitzki,,65-72,,
5:16.0,D. Harris enters the game for D. Finney-Smith,,65-72,,
5:16.0,J. Barea enters the game for Y. Ferrell,,65-72,,
4:49.0,W. Matthews makes 3-pt shot from 27 ft (assist by D. Harris),3,68-72,,
4:38.0,,,68-72,,Turnover by G. Payton (bad pass; steal by D. Harris)
4:22.0,Turnover by J. Barea (bad pass; steal by G. Antetokounmpo),,68-72,,
4:11.0,,,68-74,2,G. Payton makes 2-pt shot at rim (assist by K. Middleton)
3:55.0,J. Barea misses 2-pt shot from 16 ft,,68-74,,
3:54.0,,,68-74,,Defensive rebound by G. Antetokounmpo
3:32.0,,,68-74,,T. Snell misses 3-pt shot from 24 ft
3:32.0,,,68-74,,Offensive rebound by Team
3:32.0,,,68-74,,Turnover by Team (shot clock)
3:32.0,,,68-74,,G. Monroe enters the game for T. Maker
3:23.0,,,68-74,,J. Terry enters the game for T. Snell
3:14.0,Turnover by J. Barea (bad pass; steal by G. Antetokounmpo),,68-74,,
3:07.0,,,68-74,,K. Middleton misses 3-pt shot from 28 ft
3:06.0,Defensive rebound by W. Matthews,,68-74,,
3:00.0,H. Barnes makes 3-pt shot from 23 ft (assist by W. Matthews),3,71-74,,
2:33.0,,,71-74,,K. Middleton misses 3-pt shot from 26 ft
2:33.0,,,71-74,,Offensive rebound by Team
2:33.0,,,71-74,,Turnover by Team (shot clock)
2:33.0,,,71-74,,Milwaukee full timeout
2:33.0,,,71-74,,M. Beasley enters the game for K. Middleton
2:20.0,H. Barnes misses 2-pt shot from 14 ft,,71-74,,
2:18.0,,,71-74,,Defensive rebound by G. Monroe
2:06.0,,,71-74,,Turnover by G. Payton (bad pass; steal by N. Noel)
1:52.0,J. Barea makes 2-pt shot from 1 ft (assist by N. Noel),2,73-74,,
1:28.0,,,73-74,,G. Antetokounmpo misses 3-pt shot from 27 ft
1:27.0,Defensive rebound by D. Harris,,73-74,,
1:18.0,N. Noel misses 2-pt shot at rim,,73-74,,
1:15.0,,,73-74,,Defensive rebound by G. Monroe
1:12.0,,,73-74,,Shooting foul by D. Harris (drawn by G. Antetokounmpo)
1:12.0,,,73-75,1,G. Antetokounmpo makes free throw 1 of 2
1:12.0,,,73-76,1,G. Antetokounmpo makes free throw 2 of 2
1:12.0,D. Finney-Smith enters the game for W. Matthews,,73-75,,
1:12.0,D. Nowitzki enters the game for H. Barnes,,73-75,,
0:58.0,D. Finney-Smith misses 3-pt shot from 23 ft,,73-76,,
0:57.0,,,73-76,,Defensive rebound by G. Antetokounmpo
0:44.0,,,73-76,,G. Payton misses 3-pt shot from 26 ft
0:43.0,Defensive rebound by Team,,73-76,,
0:43.0,,,73-76,,Loose ball foul by G. Monroe (drawn by D. Harris)
0:30.0,J. Barea makes 2-pt shot from 14 ft,2,75-76,,
0:06.0,,,75-76,,G. Antetokounmpo misses 2-pt shot from 7 ft
0:05.0,,,75-76,,Offensive rebound by G. Monroe
0:04.0,,,75-78,2,G. Monroe makes 2-pt shot from 1 ft
0:03.0,Turnover by D. Finney-Smith (lost ball),,75-78,,
0:03.0,H. Barnes enters the game for D. Nowitzki,,75-78,,
0:00.0,,,75-78,,J. Terry misses 3-pt shot from 25 ft
0:00.0,,,75-78,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,75-78,,Turnover by G. Antetokounmpo (bad pass; steal by N. Noel)
11:29.0,D. Nowitzki makes 2-pt shot from 14 ft,2,77-78,,
11:19.0,,,77-80,2,G. Antetokounmpo makes 2-pt shot from 1 ft
11:00.0,Shooting foul by M. Beasley (drawn by D. Harris),,77-80,,
11:00.0,D. Harris makes free throw 1 of 2,1,78-80,,
11:00.0,D. Harris makes free throw 2 of 2,1,79-80,,
10:44.0,,,79-80,,M. Beasley misses 2-pt shot at rim
10:42.0,,,79-80,,Offensive rebound by M. Beasley
10:42.0,,,79-80,,Turnover by M. Beasley (lost ball)
10:30.0,J. Barea makes 3-pt shot from 27 ft,3,82-80,,
10:22.0,Personal block foul by D. Harris (drawn by G. Antetokounmpo),,82-80,,
10:22.0,,,82-80,,Turnover by J. Terry (bad pass; steal by N. Noel)
10:12.0,J. Barea makes 3-pt shot from 26 ft (assist by N. Brussino),3,85-80,,
10:12.0,,,85-80,,Milwaukee full timeout
10:12.0,H. Barnes enters the game for D. Nowitzki,,85-80,,
10:12.0,,,85-80,,T. Snell enters the game for G. Monroe
10:12.0,,,85-80,,M. Dellavedova enters the game for M. Beasley
10:12.0,,,85-80,,T. Maker enters the game for G. Payton
9:47.0,,,85-80,,T. Maker misses 2-pt shot from 18 ft
9:45.0,Defensive rebound by N. Brussino,,85-80,,
9:35.0,N. Noel makes 2-pt shot at rim (assist by J. Barea),2,87-80,,
9:09.0,,,87-82,2,G. Antetokounmpo makes 2-pt shot at rim
8:59.0,N. Noel makes 2-pt shot at rim (assist by J. Barea),2,89-82,,
8:40.0,,,89-82,,J. Terry misses 3-pt shot from 25 ft
8:38.0,Defensive rebound by H. Barnes,,89-82,,
8:33.0,,,89-82,,Personal block foul by T. Maker (drawn by N. Noel)
8:33.0,,,89-82,,K. Middleton enters the game for G. Antetokounmpo
8:20.0,Turnover by H. Barnes (lost ball; steal by K. Middleton),,89-82,,
7:56.0,,,89-82,,K. Middleton misses 2-pt shot from 18 ft
7:56.0,,,89-82,,Offensive rebound by Team
7:56.0,Loose ball foul by N. Noel (drawn by T. Maker),,89-82,,
7:51.0,Personal foul by J. Barea,,89-82,,
7:45.0,,,89-82,,M. Dellavedova misses 2-pt shot from 8 ft
7:44.0,Defensive rebound by J. Barea,,89-82,,
7:39.0,,,89-82,,Personal block foul by M. Dellavedova
7:39.0,Y. Ferrell enters the game for J. Barea,,89-82,,
7:26.0,N. Brussino misses 3-pt shot from 27 ft,,89-82,,
7:25.0,Offensive rebound by N. Noel,,89-82,,
7:12.0,N. Brussino makes 2-pt shot at rim (assist by D. Harris),2,91-82,,
6:49.0,,,91-85,3,M. Dellavedova makes 3-pt shot from 26 ft (assist by K. Middleton)
6:38.0,Dallas full timeout,,91-85,,
6:38.0,W. Matthews enters the game for N. Noel,,91-85,,
6:38.0,N. Noel enters the game for D. Harris,,91-85,,
6:38.0,,,91-85,,G. Monroe enters the game for T. Maker
6:38.0,,,91-85,,G. Antetokounmpo enters the game for J. Terry
6:32.0,Shooting foul by K. Middleton (drawn by H. Barnes),,91-85,,
6:32.0,H. Barnes makes free throw 1 of 2,1,92-85,,
6:32.0,H. Barnes makes free throw 2 of 2,1,93-85,,
6:11.0,,,93-85,,K. Middleton misses 3-pt shot from 26 ft
6:09.0,Defensive rebound by N. Brussino,,93-85,,
6:01.0,W. Matthews misses 3-pt shot from 26 ft,,93-85,,
6:00.0,,,93-85,,Defensive rebound by G. Monroe
5:58.0,Loose ball foul by N. Noel (drawn by G. Monroe),,93-85,,
5:58.0,S. Mejri enters the game for N. Noel,,93-85,,
5:41.0,,,93-87,2,M. Dellavedova makes 2-pt shot from 6 ft
5:31.0,,,93-87,,Personal foul by K. Middleton (drawn by N. Brussino)
5:31.0,N. Brussino makes free throw 1 of 2,1,94-87,,
5:31.0,N. Brussino makes free throw 2 of 2,1,95-87,,
5:24.0,Personal block foul by Y. Ferrell (drawn by G. Antetokounmpo),,95-87,,
5:24.0,,,95-88,1,G. Antetokounmpo makes free throw 1 of 2
5:24.0,,,95-89,1,G. Antetokounmpo makes free throw 2 of 2
5:09.0,,,95-89,,Personal foul by K. Middleton (drawn by H. Barnes)
5:09.0,H. Barnes makes free throw 1 of 2,1,96-89,,
5:09.0,H. Barnes makes free throw 2 of 2,1,97-89,,
4:54.0,,,97-89,,Turnover by M. Dellavedova (bad pass; steal by H. Barnes)
4:52.0,Shooting foul by K. Middleton (drawn by H. Barnes),,97-89,,
4:52.0,H. Barnes makes free throw 1 of 2,1,98-89,,
4:52.0,H. Barnes makes free throw 2 of 2,1,99-89,,
4:33.0,,,99-89,,Shooting foul by H. Barnes (drawn by K. Middleton)
4:33.0,,,99-90,1,K. Middleton makes free throw 1 of 2
4:33.0,,,99-91,1,K. Middleton makes free throw 2 of 2
4:16.0,Shooting foul by G. Monroe (drawn by H. Barnes),,99-91,,
4:16.0,H. Barnes makes free throw 1 of 2,1,100-91,,
4:16.0,H. Barnes makes free throw 2 of 2,1,101-91,,
4:04.0,,,101-94,3,T. Snell makes 3-pt shot from 27 ft (assist by G. Antetokounmpo)
3:44.0,N. Brussino misses 2-pt shot from 4 ft (block by G. Antetokounmpo),,101-94,,
3:42.0,,,101-94,,Defensive rebound by G. Antetokounmpo
3:39.0,,,101-94,,Shooting foul by W. Matthews (drawn by G. Antetokounmpo)
3:39.0,,,101-95,1,G. Antetokounmpo makes free throw 1 of 2
3:39.0,,,101-96,1,G. Antetokounmpo makes free throw 2 of 2
3:14.0,H. Barnes makes 3-pt shot from 24 ft,3,104-96,,
3:07.0,,,104-96,,Turnover by G. Antetokounmpo (offensive foul)
3:07.0,,,104-96,,Offensive charge foul by G. Antetokounmpo
2:44.0,Turnover by H. Barnes (lost ball; steal by T. Snell),,104-96,,
2:40.0,,,104-96,,T. Snell misses 2-pt shot from 2 ft
2:36.0,Defensive rebound by S. Mejri,,104-96,,
2:28.0,W. Matthews misses 3-pt shot from 24 ft,,104-96,,
2:26.0,,,104-96,,Defensive rebound by G. Antetokounmpo
2:26.0,Personal foul by N. Brussino (drawn by G. Antetokounmpo),,104-96,,
2:26.0,Official timeout,,104-96,,
2:26.0,,,104-97,1,G. Antetokounmpo makes free throw 1 of 2
2:26.0,,,104-98,1,G. Antetokounmpo makes free throw 2 of 2
2:02.0,W. Matthews misses 3-pt shot from 25 ft,,104-98,,
2:02.0,Offensive rebound by Team,,104-98,,
2:02.0,Turnover by Team (shot clock),,104-98,,
1:51.0,,,104-100,2,K. Middleton makes 2-pt shot from 6 ft (assist by G. Antetokounmpo)
1:35.0,Shooting foul by G. Monroe (drawn by H. Barnes),,104-100,,
1:35.0,H. Barnes makes free throw 1 of 2,1,105-100,,
1:35.0,H. Barnes makes free throw 2 of 2,1,106-100,,
1:24.0,,,106-103,3,M. Dellavedova makes 3-pt shot from 27 ft (assist by G. Antetokounmpo)
1:05.0,Y. Ferrell misses 3-pt shot from 27 ft,,106-103,,
1:04.0,,,106-103,,Defensive rebound by G. Antetokounmpo
0:49.0,Jump ball: M. Dellavedova vs. Y. Ferrell (G. Antetokounmpo gains possession),,,,Jump ball: M. Dellavedova vs. Y. Ferrell (G. Antetokounmpo gains possession)
0:41.0,,,106-103,,G. Antetokounmpo misses 3-pt shot from 27 ft
0:40.0,Defensive rebound by S. Mejri,,106-103,,
0:20.0,H. Barnes makes 2-pt shot from 19 ft,2,108-103,,
0:20.0,,,108-103,,Milwaukee full timeout
0:16.0,,,108-105,2,G. Antetokounmpo makes 2-pt shot from 1 ft
0:15.0,,,108-105,,Personal foul by K. Middleton (drawn by Y. Ferrell)
0:15.0,Y. Ferrell makes free throw 1 of 2,1,109-105,,
0:15.0,Y. Ferrell misses free throw 2 of 2,,109-105,,
0:15.0,,,109-105,,Defensive rebound by G. Antetokounmpo
0:15.0,,,109-105,,Milwaukee full timeout
0:12.0,,,109-105,,T. Snell misses 3-pt shot from 28 ft
0:12.0,Defensive rebound by Team,,109-105,,
0:08.0,Turnover by W. Matthews (bad pass; steal by G. Antetokounmpo),,109-105,,
