time,Denver,pts.away,score,pts.home,Portland
5:52.0,,,50-46,,Loose ball foul by N. Vonleh (drawn by W. Barton)
5:52.0,Official timeout,,50-46,,
5:52.0,W. Chandler enters the game for D. Gallinari,,50-46,,
5:45.0,W. Barton makes 2-pt shot from 4 ft,2,52-46,,
5:25.0,,,52-48,2,J. Nurkic makes 2-pt shot at rim (assist by D. Lillard)
5:08.0,W. Barton misses 3-pt shot from 25 ft,,52-48,,
5:07.0,,,52-48,,Defensive rebound by D. Lillard
4:57.0,,,52-51,3,C. McCollum makes 3-pt shot from 25 ft (assist by D. Lillard)
4:40.0,G. Harris misses 2-pt shot from 19 ft,,52-51,,
4:39.0,,,52-51,,Defensive rebound by J. Nurkic
4:25.0,,,52-53,2,J. Nurkic makes 2-pt shot from 3 ft
4:18.0,W. Barton misses 2-pt shot from 3 ft (block by J. Nurkic),,52-53,,
4:18.0,,,52-53,,Defensive rebound by A. Crabbe
4:10.0,,,52-56,3,D. Lillard makes 3-pt shot from 25 ft (assist by C. McCollum)
4:09.0,Denver full timeout,,52-56,,
4:09.0,J. Nelson enters the game for W. Barton,,52-56,,
4:09.0,D. Gallinari enters the game for M. Plumlee,,52-56,,
3:58.0,G. Harris makes 2-pt shot from 1 ft (assist by N. Jokic),2,54-56,,
3:47.0,,,54-56,,Shooting foul by N. Jokic (drawn by D. Lillard)
3:47.0,,,54-56,,D. Lillard misses free throw 1 of 2
3:47.0,,,54-56,,Offensive rebound by Team
3:47.0,,,54-56,,D. Lillard misses free throw 2 of 2
3:45.0,Defensive rebound by N. Jokic,,54-56,,
3:27.0,D. Gallinari misses 3-pt shot from 26 ft,,54-56,,
3:25.0,Offensive rebound by W. Chandler,,54-56,,
3:22.0,D. Gallinari makes 2-pt shot from 2 ft (assist by N. Jokic),2,56-56,,
3:22.0,Shooting foul by C. McCollum (drawn by D. Gallinari),,56-56,,
3:22.0,D. Gallinari makes free throw 1 of 1,1,57-56,,
3:06.0,,,57-56,,D. Lillard misses 2-pt shot from 2 ft
3:06.0,Defensive rebound by N. Jokic,,57-56,,
2:51.0,J. Nelson makes 3-pt shot from 25 ft (assist by G. Harris),3,60-56,,
2:33.0,,,60-56,,C. McCollum misses 2-pt shot from 19 ft
2:33.0,,,60-56,,Offensive rebound by J. Nurkic
2:31.0,,,60-58,2,J. Nurkic makes 2-pt shot from 1 ft
2:31.0,,,60-58,,Violation by Team (jump ball)
2:21.0,D. Gallinari misses 3-pt shot from 25 ft,,60-58,,
2:21.0,,,60-58,,Defensive rebound by J. Nurkic
2:12.0,,,60-60,2,C. McCollum makes 2-pt shot from 12 ft
1:58.0,N. Jokic makes 2-pt shot from 20 ft,2,62-60,,
1:45.0,,,62-60,,C. McCollum misses 2-pt shot from 4 ft
1:45.0,,,62-60,,Offensive rebound by N. Vonleh
1:44.0,,,62-60,,Turnover by N. Vonleh (traveling)
1:44.0,,,62-60,,A. Aminu enters the game for N. Vonleh
1:44.0,W. Barton enters the game for D. Gallinari,,62-60,,
1:33.0,Offensive foul by N. Jokic,,62-60,,
1:33.0,Turnover by N. Jokic (offensive foul),,62-60,,
1:22.0,,,62-62,2,D. Lillard makes 2-pt shot from 12 ft
1:10.0,W. Barton misses 2-pt shot from 17 ft,,62-62,,
1:09.0,,,62-62,,Defensive rebound by A. Aminu
1:00.0,,,62-64,2,J. Nurkic makes 2-pt shot at rim (assist by D. Lillard)
1:00.0,Denver full timeout,,62-64,,
0:50.0,Turnover by N. Jokic (bad pass; steal by C. McCollum),,62-64,,
0:43.0,,,62-66,2,C. McCollum makes 2-pt shot from 14 ft
0:25.0,G. Harris makes 2-pt shot from 7 ft (assist by J. Nelson),2,64-66,,
0:01.0,,,64-66,,D. Lillard misses 3-pt shot from 25 ft
0:00.0,Defensive rebound by J. Nelson,,64-66,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,64-66,,C. McCollum misses 2-pt shot from 16 ft
11:40.0,Defensive rebound by D. Gallinari,,64-66,,
11:20.0,D. Gallinari makes 3-pt shot from 25 ft (assist by N. Jokic),3,67-66,,
10:55.0,,,67-66,,M. Harkless misses 3-pt shot from 24 ft
10:54.0,Defensive rebound by D. Gallinari,,67-66,,
10:38.0,G. Harris makes 2-pt shot from 7 ft (assist by N. Jokic),2,69-66,,
10:24.0,,,69-69,3,D. Lillard makes 3-pt shot from 28 ft
10:09.0,N. Jokic misses 3-pt shot from 24 ft,,69-69,,
10:09.0,,,69-69,,Defensive rebound by D. Lillard
9:56.0,,,69-71,2,C. McCollum makes 2-pt shot from 21 ft
9:36.0,G. Harris misses 2-pt shot from 1 ft (block by M. Harkless),,69-71,,
9:36.0,,,69-71,,Defensive rebound by C. McCollum
9:31.0,,,69-71,,C. McCollum misses 3-pt shot from 24 ft
9:30.0,Defensive rebound by J. Nelson,,69-71,,
9:17.0,D. Gallinari misses 2-pt shot from 21 ft,,69-71,,
9:16.0,,,69-71,,Defensive rebound by J. Nurkic
9:06.0,,,69-71,,Turnover by J. Nurkic (bad pass)
8:54.0,Shooting foul by M. Harkless (drawn by J. Nelson),,69-71,,
8:54.0,J. Nelson misses free throw 1 of 2,,69-71,,
8:54.0,Offensive rebound by Team,,69-71,,
8:54.0,J. Nelson makes free throw 2 of 2,1,70-71,,
8:28.0,,,70-71,,D. Lillard misses 2-pt shot from 15 ft
8:27.0,,,70-71,,Offensive rebound by J. Nurkic
8:27.0,,,70-73,2,J. Nurkic makes 2-pt shot from 1 ft
8:11.0,W. Chandler makes 2-pt shot from 8 ft (assist by J. Nelson),2,72-73,,
7:59.0,Personal foul by J. Nelson (drawn by M. Harkless),,72-73,,
7:51.0,,,72-75,2,C. McCollum makes 2-pt shot from 14 ft
7:37.0,J. Nelson makes 3-pt shot from 24 ft (assist by W. Chandler),3,75-75,,
7:21.0,,,75-75,,Shooting foul by J. Nelson (drawn by J. Nurkic)
7:21.0,,,75-76,1,J. Nurkic makes free throw 1 of 2
7:21.0,,,75-77,1,J. Nurkic makes free throw 2 of 2
7:10.0,Shooting foul by C. McCollum (drawn by G. Harris),,75-77,,
7:10.0,G. Harris makes free throw 1 of 2,1,76-77,,
7:10.0,G. Harris misses free throw 2 of 2,,76-77,,
7:09.0,,,76-77,,Defensive rebound by J. Nurkic
6:53.0,,,76-77,,Shooting foul by W. Chandler (drawn by J. Nurkic)
6:53.0,,,76-78,1,J. Nurkic makes free throw 1 of 2
6:53.0,,,76-79,1,J. Nurkic makes free throw 2 of 2
6:36.0,D. Gallinari misses 3-pt shot from 24 ft,,76-79,,
6:34.0,,,76-79,,Defensive rebound by J. Nurkic
6:22.0,,,76-79,,M. Harkless misses 3-pt shot from 24 ft
6:22.0,Defensive rebound by J. Nelson,,76-79,,
6:10.0,J. Nelson misses 3-pt shot from 24 ft,,76-79,,
6:09.0,,,76-79,,Defensive rebound by C. McCollum
6:04.0,,,76-81,2,C. McCollum makes 2-pt shot from 16 ft
6:04.0,Denver full timeout,,76-81,,
6:04.0,K. Faried enters the game for D. Gallinari,,76-81,,
6:04.0,,,76-81,,A. Aminu enters the game for N. Vonleh
5:46.0,W. Chandler misses 2-pt shot from 14 ft,,76-81,,
5:45.0,,,76-81,,Defensive rebound by J. Nurkic
5:33.0,,,76-81,,Offensive charge foul by J. Nurkic
5:33.0,,,76-81,,Turnover by J. Nurkic (offensive foul)
5:24.0,J. Nelson misses 3-pt shot from 24 ft,,76-81,,
5:22.0,,,76-81,,Defensive rebound by A. Aminu
5:11.0,,,76-81,,Offensive charge foul by J. Nurkic
5:11.0,,,76-81,,Turnover by J. Nurkic (offensive foul)
5:11.0,,,76-81,,A. Crabbe enters the game for C. McCollum
4:58.0,G. Harris misses 3-pt shot from 26 ft,,76-81,,
4:57.0,,,76-81,,Defensive rebound by Team
4:47.0,,,76-81,,Turnover by D. Lillard (lost ball; steal by G. Harris)
4:37.0,W. Chandler misses 3-pt shot from 24 ft,,76-81,,
4:36.0,,,76-81,,Defensive rebound by A. Crabbe
4:21.0,,,76-83,2,J. Nurkic makes 2-pt shot from 5 ft (assist by D. Lillard)
3:59.0,W. Chandler misses 2-pt shot from 9 ft,,76-83,,
3:58.0,,,76-83,,Defensive rebound by J. Nurkic
3:50.0,,,76-83,,D. Lillard misses 3-pt shot from 28 ft
3:49.0,,,76-83,,Offensive rebound by D. Lillard
3:48.0,Personal foul by J. Nelson (drawn by D. Lillard),,76-83,,
3:48.0,W. Barton enters the game for W. Chandler,,76-83,,
3:48.0,,,76-83,,N. Vonleh enters the game for J. Nurkic
3:45.0,,,76-83,,Turnover by D. Lillard (bad pass; steal by G. Harris)
3:42.0,G. Harris makes 2-pt shot at rim,2,78-83,,
3:42.0,,,78-83,,Portland full timeout
3:42.0,,,78-83,,E. Turner enters the game for M. Harkless
3:23.0,,,78-83,,N. Vonleh misses 2-pt shot from 1 ft (block by K. Faried)
3:22.0,,,78-83,,Offensive rebound by N. Vonleh
3:22.0,,,78-85,2,N. Vonleh makes 2-pt shot at rim
3:07.0,N. Jokic makes 2-pt shot from 4 ft,2,80-85,,
2:53.0,,,80-85,,A. Crabbe misses 3-pt shot from 26 ft
2:52.0,,,80-85,,Offensive rebound by A. Aminu
2:52.0,,,80-85,,Shooting foul by K. Faried (drawn by A. Aminu)
2:52.0,,,80-86,1,A. Aminu makes free throw 1 of 2
2:52.0,,,80-87,1,A. Aminu makes free throw 2 of 2
2:28.0,G. Harris misses 3-pt shot from 30 ft (block by A. Crabbe),,80-87,,
2:28.0,Offensive rebound by Team,,80-87,,
2:28.0,Turnover by Team (shot clock),,80-87,,
2:15.0,,,80-89,2,D. Lillard makes 2-pt shot from 6 ft
1:58.0,W. Barton misses 2-pt shot from 2 ft,,80-89,,
1:58.0,,,80-89,,Defensive rebound by E. Turner
1:52.0,,,80-89,,E. Turner misses 2-pt shot from 1 ft (block by N. Jokic)
1:51.0,Defensive rebound by K. Faried,,80-89,,
1:37.0,G. Harris makes 3-pt shot from 24 ft (assist by W. Barton),3,83-89,,
1:37.0,Loose ball foul by K. Faried (drawn by A. Aminu),,83-89,,
1:37.0,,,83-89,,A. Aminu misses free throw 1 of 2
1:37.0,,,83-89,,Offensive rebound by Team
1:37.0,,,83-90,1,A. Aminu makes free throw 2 of 2
1:37.0,M. Plumlee enters the game for N. Jokic,,83-89,,
1:26.0,Turnover by M. Plumlee (bad pass; steal by D. Lillard),,83-90,,
1:19.0,,,83-90,,A. Crabbe misses 3-pt shot from 23 ft
1:18.0,,,83-90,,Offensive rebound by D. Lillard
1:09.0,,,83-93,3,D. Lillard makes 3-pt shot from 28 ft
0:57.0,W. Barton misses 2-pt shot from 14 ft,,83-93,,
0:56.0,Offensive rebound by K. Faried,,83-93,,
0:53.0,Turnover by K. Faried (bad pass; steal by N. Vonleh),,83-93,,
0:48.0,,,83-93,,E. Turner misses 2-pt shot from 1 ft (block by W. Barton)
0:48.0,,,83-93,,Offensive rebound by A. Aminu
0:48.0,,,83-95,2,A. Aminu makes 2-pt shot from 1 ft
0:36.0,G. Harris misses 2-pt shot from 4 ft,,83-95,,
0:36.0,Offensive rebound by K. Faried,,83-95,,
0:36.0,K. Faried makes 2-pt shot at rim,2,85-95,,
0:29.0,,,85-95,,D. Lillard misses 3-pt shot from 29 ft
0:28.0,Defensive rebound by K. Faried,,85-95,,
0:09.0,Turnover by J. Nelson (lost ball; steal by D. Lillard),,85-95,,
0:03.0,,,85-95,,D. Lillard misses 2-pt shot from 2 ft
0:03.0,Defensive rebound by G. Harris,,85-95,,
0:00.0,W. Barton misses 3-pt shot from 32 ft,,85-95,,
0:00.0,Offensive rebound by Team,,85-95,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,M. Plumlee misses 2-pt shot from 2 ft,,85-95,,
11:37.0,Offensive rebound by K. Faried,,85-95,,
11:35.0,K. Faried misses 2-pt shot from 1 ft,,85-95,,
11:35.0,,,85-95,,Defensive rebound by A. Aminu
11:17.0,,,85-95,,Turnover by C. McCollum (bad pass; steal by K. Faried)
11:07.0,M. Plumlee misses 2-pt shot from 11 ft,,85-95,,
11:05.0,Offensive rebound by M. Plumlee,,85-95,,
11:05.0,Turnover by M. Plumlee (bad pass; steal by N. Vonleh),,85-95,,
10:59.0,,,85-97,2,C. McCollum makes 2-pt shot from 3 ft
10:36.0,J. Murray makes 3-pt shot from 28 ft (assist by D. Gallinari),3,88-97,,
10:18.0,,,88-97,,Turnover by A. Aminu (traveling)
10:18.0,W. Chandler enters the game for K. Faried,,88-97,,
10:10.0,W. Chandler makes 3-pt shot from 25 ft (assist by M. Plumlee),3,91-97,,
9:53.0,,,91-97,,C. McCollum misses 2-pt shot from 21 ft
9:52.0,Defensive rebound by J. Murray,,91-97,,
9:43.0,W. Barton misses 2-pt shot from 17 ft,,91-97,,
9:42.0,,,91-97,,Defensive rebound by N. Vonleh
9:25.0,,,91-100,3,A. Aminu makes 3-pt shot from 24 ft (assist by E. Turner)
9:15.0,W. Barton makes 2-pt shot from 5 ft,2,93-100,,
9:15.0,Shooting foul by N. Vonleh (drawn by W. Barton),,93-100,,
9:15.0,W. Barton makes free throw 1 of 1,1,94-100,,
9:00.0,,,94-102,2,C. McCollum makes 2-pt shot from 9 ft
8:39.0,M. Plumlee misses 2-pt shot from 3 ft,,94-102,,
8:38.0,,,94-102,,Defensive rebound by A. Crabbe
8:31.0,,,94-102,,C. McCollum misses 2-pt shot from 17 ft
8:31.0,Defensive rebound by W. Chandler,,94-102,,
8:13.0,D. Gallinari makes 2-pt shot from 22 ft,2,96-102,,
7:54.0,,,96-104,2,C. McCollum makes 2-pt shot from 1 ft
7:38.0,D. Gallinari misses 2-pt shot from 22 ft,,96-104,,
7:36.0,,,96-104,,Defensive rebound by A. Aminu
7:22.0,,,96-107,3,C. McCollum makes 3-pt shot from 25 ft
7:21.0,Denver full timeout,,96-107,,
7:21.0,G. Harris enters the game for M. Plumlee,,96-107,,
7:21.0,N. Jokic enters the game for W. Barton,,96-107,,
7:21.0,J. Nelson enters the game for J. Murray,,96-107,,
7:21.0,,,96-107,,D. Lillard enters the game for N. Vonleh
7:21.0,,,96-107,,J. Nurkic enters the game for A. Crabbe
7:00.0,N. Jokic misses 2-pt shot from 4 ft (block by J. Nurkic),,96-107,,
6:59.0,Offensive rebound by D. Gallinari,,96-107,,
6:49.0,,,96-107,,Personal foul by E. Turner (drawn by D. Gallinari)
6:43.0,N. Jokic makes 2-pt shot from 14 ft (assist by G. Harris),2,98-107,,
6:20.0,,,98-107,,J. Nurkic misses 2-pt shot from 2 ft
6:19.0,Defensive rebound by W. Chandler,,98-107,,
6:13.0,,,98-107,,Personal foul by J. Nurkic (drawn by D. Gallinari)
6:08.0,J. Nelson makes 2-pt shot from 3 ft,2,100-107,,
5:43.0,,,100-109,2,J. Nurkic makes 2-pt shot from 4 ft
5:34.0,N. Jokic misses 3-pt shot from 24 ft,,100-109,,
5:31.0,Offensive rebound by D. Gallinari,,100-109,,
5:29.0,D. Gallinari misses 2-pt shot from 4 ft (block by A. Aminu),,100-109,,
5:28.0,,,100-109,,Defensive rebound by C. McCollum
5:21.0,,,100-109,,A. Aminu misses 2-pt shot from 21 ft
5:20.0,Defensive rebound by W. Chandler,,100-109,,
5:12.0,D. Gallinari misses 2-pt shot from 2 ft (block by J. Nurkic),,100-109,,
5:11.0,Offensive rebound by N. Jokic,,100-109,,
5:07.0,J. Nelson makes 3-pt shot from 23 ft (assist by N. Jokic),3,103-109,,
4:51.0,,,103-109,,Shooting foul by N. Jokic (drawn by A. Aminu)
4:51.0,Official timeout,,103-109,,
4:51.0,,,103-110,1,A. Aminu makes free throw 1 of 2
4:51.0,,,103-111,1,A. Aminu makes free throw 2 of 2
