time,Charlotte,pts.away,score,pts.home,New Orleans
3:16.0,K. Walker makes 2-pt shot from 3 ft (assist by S. Hawes),2,14-14,,
3:08.0,Violation by K. Walker (kicked ball),,14-14,,
2:57.0,,,14-14,,L. Galloway misses 3-pt shot from 25 ft
2:56.0,Defensive rebound by M. Kidd-Gilchrist,,14-14,,
2:39.0,S. Hawes misses 3-pt shot from 24 ft,,14-14,,
2:38.0,,,14-14,,Defensive rebound by T. Jones
2:33.0,Personal foul by S. Hawes (drawn by A. Davis),,14-14,,
2:33.0,R. Sessions enters the game for K. Walker,,14-14,,
2:33.0,Charlotte full timeout,,14-14,,
2:24.0,,,14-17,3,L. Galloway makes 3-pt shot from 25 ft (assist by J. Holiday)
2:12.0,,,14-17,,Personal foul by S. Hill (drawn by M. Belinelli)
1:58.0,M. Belinelli makes 3-pt shot from 25 ft (assist by R. Sessions),3,17-17,,
1:51.0,,,17-17,,Shooting foul by M. Belinelli (drawn by S. Hill)
1:51.0,,,17-18,1,S. Hill makes free throw 1 of 2
1:51.0,,,17-19,1,S. Hill makes free throw 2 of 2
1:35.0,R. Sessions misses 3-pt shot from 26 ft,,17-19,,
1:33.0,,,17-19,,Defensive rebound by J. Holiday
1:21.0,,,17-19,,J. Holiday misses 3-pt shot from 23 ft
1:20.0,Defensive rebound by M. Belinelli,,17-19,,
1:14.0,Turnover by M. Belinelli (bad pass; steal by L. Galloway),,17-19,,
1:09.0,,,17-19,,Turnover by L. Galloway (bad pass; steal by M. Kidd-Gilchrist)
1:02.0,R. Sessions makes 2-pt shot from 2 ft (assist by M. Kidd-Gilchrist),2,19-19,,
0:47.0,,,19-21,2,J. Holiday makes 2-pt shot from 2 ft (assist by T. Jones)
0:37.0,F. Kaminsky makes 3-pt shot from 25 ft (assist by R. Sessions),3,22-21,,
0:23.0,,,22-21,,T. Jones misses 3-pt shot from 25 ft
0:22.0,Defensive rebound by M. Belinelli,,22-21,,
0:00.0,M. Belinelli misses 3-pt shot from 25 ft,,22-21,,
0:00.0,Offensive rebound by M. Kidd-Gilchrist,,22-21,,
0:00.0,Shooting foul by S. Hill (drawn by M. Kidd-Gilchrist),,22-21,,
0:00.0,M. Kidd-Gilchrist makes free throw 1 of 2,1,23-21,,
0:00.0,M. Kidd-Gilchrist misses free throw 2 of 2,,23-21,,
0:00.0,,,23-21,,Defensive rebound by A. Davis
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:38.0,,,23-21,,Turnover by L. Galloway (lost ball; steal by R. Sessions)
11:27.0,M. Kidd-Gilchrist makes 2-pt shot from 2 ft (assist by M. Belinelli),2,25-21,,
11:16.0,,,25-21,,L. Galloway misses 3-pt shot from 25 ft
11:15.0,Defensive rebound by M. Kidd-Gilchrist,,25-21,,
11:08.0,Shooting foul by J. Holiday (drawn by M. Kidd-Gilchrist),,25-21,,
11:08.0,M. Kidd-Gilchrist makes free throw 1 of 2,1,26-21,,
11:08.0,M. Kidd-Gilchrist misses free throw 2 of 2,,26-21,,
11:06.0,,,26-21,,Defensive rebound by T. Jones
10:54.0,,,26-24,3,J. Holiday makes 3-pt shot from 25 ft
10:38.0,Turnover by S. Hawes (traveling),,26-24,,
10:38.0,,,26-24,,B. Hield enters the game for S. Hill
10:21.0,,,26-24,,T. Jones misses 3-pt shot from 25 ft
10:20.0,Defensive rebound by Team,,26-24,,
10:03.0,F. Kaminsky makes 2-pt shot from 1 ft (assist by M. Belinelli),2,28-24,,
9:52.0,,,28-24,,B. Hield misses 3-pt shot from 24 ft
9:52.0,Defensive rebound by S. Hawes,,28-24,,
9:30.0,M. Belinelli misses 2-pt shot from 18 ft,,28-24,,
9:29.0,,,28-24,,Defensive rebound by L. Galloway
9:17.0,,,28-24,,T. Jones misses 2-pt shot from 13 ft
9:17.0,Defensive rebound by M. Belinelli,,28-24,,
9:05.0,R. Sessions misses 2-pt shot from 2 ft,,28-24,,
9:04.0,Offensive rebound by M. Kidd-Gilchrist,,28-24,,
8:58.0,M. Belinelli misses 2-pt shot from 3 ft,,28-24,,
8:57.0,,,28-24,,Defensive rebound by L. Galloway
8:50.0,,,28-24,,B. Hield misses 2-pt shot from 13 ft
8:49.0,Defensive rebound by S. Hawes,,28-24,,
8:41.0,R. Sessions makes 2-pt shot from 2 ft (assist by S. Hawes),2,30-24,,
8:32.0,,,30-24,,New Orleans full timeout
8:27.0,,,30-24,,A. Davis enters the game for T. Jones
8:20.0,,,30-24,,L. Galloway misses 3-pt shot from 26 ft
8:19.0,Defensive rebound by M. Kidd-Gilchrist,,30-24,,
8:04.0,F. Kaminsky misses 3-pt shot from 25 ft,,30-24,,
8:03.0,Offensive rebound by M. Kidd-Gilchrist,,30-24,,
7:55.0,M. Kidd-Gilchrist makes 2-pt shot from 2 ft (assist by R. Sessions),2,32-24,,
7:43.0,,,32-26,2,A. Davis makes 2-pt shot from 5 ft
7:27.0,M. Kidd-Gilchrist misses 2-pt shot from 20 ft,,32-26,,
7:26.0,,,32-26,,Defensive rebound by A. Davis
7:20.0,,,32-28,2,B. Hield makes 2-pt shot from 1 ft (assist by J. Holiday)
7:03.0,R. Sessions makes 2-pt shot from 8 ft (assist by S. Hawes),2,34-28,,
6:53.0,,,34-28,,Offensive foul by A. Davis
6:53.0,,,34-28,,Turnover by A. Davis (offensive foul)
6:53.0,N. Batum enters the game for M. Kidd-Gilchrist,,34-28,,
6:53.0,,,34-28,,S. Hill enters the game for J. Holiday
6:42.0,Turnover by S. Hawes (bad pass; steal by L. Galloway),,34-28,,
6:35.0,,,34-30,2,L. Galloway makes 2-pt shot from 1 ft
6:14.0,S. Hawes makes 2-pt shot from 2 ft (assist by M. Belinelli),2,36-30,,
6:02.0,,,36-30,,D. Cunningham misses 2-pt shot from 17 ft
5:58.0,Defensive rebound by S. Hawes,,36-30,,
5:51.0,S. Hawes makes 2-pt shot from 2 ft (assist by M. Belinelli),2,38-30,,
5:39.0,,,38-30,,L. Galloway misses 3-pt shot from 25 ft
5:38.0,Defensive rebound by N. Batum,,38-30,,
5:24.0,R. Sessions misses 3-pt shot from 26 ft,,38-30,,
5:23.0,Offensive rebound by F. Kaminsky,,38-30,,
5:19.0,S. Hawes misses 3-pt shot from 25 ft,,38-30,,
5:18.0,,,38-30,,Defensive rebound by A. Davis
5:04.0,,,38-30,,B. Hield misses 3-pt shot from 25 ft
5:03.0,Defensive rebound by S. Hawes,,38-30,,
4:48.0,F. Kaminsky makes 3-pt shot from 26 ft (assist by N. Batum),3,41-30,,
4:44.0,,,41-30,,New Orleans full timeout
4:44.0,Official timeout,,41-30,,
4:44.0,K. Walker enters the game for M. Belinelli,,41-30,,
4:44.0,M. Williams enters the game for S. Hawes,,41-30,,
4:44.0,,,41-30,,E. Moore enters the game for L. Galloway
4:44.0,,,41-30,,T. Frazier enters the game for B. Hield
4:29.0,,,41-32,2,A. Davis makes 2-pt shot from 9 ft (assist by E. Moore)
4:16.0,N. Batum misses 2-pt shot from 8 ft (block by S. Hill),,41-32,,
4:14.0,,,41-32,,Defensive rebound by S. Hill
4:12.0,,,41-32,,Shooting foul by F. Kaminsky (drawn by S. Hill)
4:12.0,,,41-33,1,S. Hill makes free throw 1 of 2
4:12.0,,,41-34,1,S. Hill makes free throw 2 of 2
3:57.0,Turnover by M. Williams (bad pass; steal by D. Cunningham),,41-34,,
3:37.0,,,41-34,,E. Moore misses 2-pt shot from 10 ft (block by N. Batum)
3:36.0,Defensive rebound by K. Walker,,41-34,,
3:28.0,K. Walker makes 2-pt shot from 3 ft,2,43-34,,
3:09.0,,,43-34,,E. Moore misses 2-pt shot from 3 ft
3:08.0,,,43-34,,Offensive rebound by E. Moore
3:04.0,,,43-36,2,E. Moore makes 2-pt shot from 2 ft
2:54.0,N. Batum misses 3-pt shot from 24 ft,,43-36,,
2:54.0,,,43-36,,Defensive rebound by D. Cunningham
2:44.0,,,43-38,2,A. Davis makes 2-pt shot from 15 ft (assist by T. Frazier)
2:20.0,K. Walker misses 2-pt shot from 3 ft,,43-38,,
2:20.0,,,43-38,,Defensive rebound by D. Cunningham
2:12.0,,,43-40,2,T. Frazier makes 2-pt shot at rim
2:06.0,Charlotte full timeout,,43-40,,
2:06.0,M. Kidd-Gilchrist enters the game for R. Sessions,,43-40,,
1:50.0,N. Batum makes 2-pt shot from 16 ft,2,45-40,,
1:34.0,,,45-43,3,D. Cunningham makes 3-pt shot from 24 ft (assist by E. Moore)
1:19.0,F. Kaminsky misses 3-pt shot from 27 ft,,45-43,,
1:18.0,,,45-43,,Defensive rebound by T. Frazier
1:14.0,,,45-43,,Shooting foul by F. Kaminsky (drawn by T. Frazier)
1:14.0,,,45-44,1,T. Frazier makes free throw 1 of 2
1:14.0,,,45-45,1,T. Frazier makes free throw 2 of 2
1:14.0,M. Belinelli enters the game for F. Kaminsky,,45-44,,
1:14.0,,,45-44,,T. Jones enters the game for A. Davis
1:02.0,K. Walker misses 2-pt shot from 2 ft,,45-45,,
1:02.0,Offensive rebound by M. Williams,,45-45,,
1:02.0,M. Williams misses 2-pt shot from 2 ft,,45-45,,
1:02.0,Offensive rebound by Team,,45-45,,
0:45.0,Shooting foul by T. Jones (drawn by M. Kidd-Gilchrist),,45-45,,
0:45.0,M. Kidd-Gilchrist misses free throw 1 of 2,,45-45,,
0:45.0,Offensive rebound by Team,,45-45,,
0:45.0,M. Kidd-Gilchrist makes free throw 2 of 2,1,46-45,,
0:25.0,,,46-47,2,T. Frazier makes 2-pt shot from 17 ft
0:01.0,K. Walker misses 3-pt shot from 25 ft (block by T. Jones),,46-47,,
0:01.0,Offensive rebound by Team,,46-47,,
0:01.0,Turnover by Team (shot clock),,46-47,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,46-49,2,T. Frazier makes 2-pt shot from 20 ft (assist by E. Moore)
11:30.0,Turnover by R. Hibbert (lost ball),,46-49,,
11:17.0,,,46-51,2,A. Davis makes 2-pt shot from 16 ft (assist by E. Moore)
11:04.0,M. Williams makes 3-pt shot from 25 ft (assist by K. Walker),3,49-51,,
10:49.0,,,49-51,,A. Davis misses 2-pt shot from 1 ft
10:48.0,Defensive rebound by M. Kidd-Gilchrist,,49-51,,
10:46.0,Shooting foul by D. Cunningham (drawn by M. Kidd-Gilchrist),,49-51,,
10:46.0,M. Kidd-Gilchrist makes free throw 1 of 2,1,50-51,,
10:46.0,M. Kidd-Gilchrist makes free throw 2 of 2,1,51-51,,
10:33.0,,,51-51,,A. Davis misses 2-pt shot from 16 ft
10:32.0,Defensive rebound by M. Kidd-Gilchrist,,51-51,,
10:18.0,R. Hibbert makes 2-pt shot from 7 ft,2,53-51,,
10:01.0,,,53-51,,Turnover by E. Moore (bad pass; steal by K. Walker)
9:55.0,K. Walker makes 2-pt shot from 2 ft (assist by M. Kidd-Gilchrist),2,55-51,,
9:47.0,Violation by K. Walker (kicked ball),,55-51,,
9:41.0,,,55-54,3,T. Frazier makes 3-pt shot from 26 ft
9:27.0,K. Walker makes 3-pt shot from 25 ft,3,58-54,,
9:04.0,,,58-54,,E. Moore misses 3-pt shot from 26 ft
9:03.0,Defensive rebound by K. Walker,,58-54,,
8:59.0,,,58-54,,Personal foul by T. Frazier (drawn by N. Batum)
8:50.0,K. Walker makes 2-pt shot from 1 ft,2,60-54,,
8:50.0,Shooting foul by O. Asik (drawn by K. Walker),,60-54,,
8:50.0,K. Walker makes free throw 1 of 1,1,61-54,,
8:42.0,Personal foul by M. Williams (drawn by A. Davis),,61-54,,
8:36.0,,,61-54,,Shooting foul by R. Hibbert (drawn by A. Davis)
8:36.0,,,61-55,1,A. Davis makes free throw 1 of 2
8:36.0,,,61-56,1,A. Davis makes free throw 2 of 2
8:27.0,,,61-56,,Personal foul by D. Cunningham (drawn by K. Walker)
8:21.0,,,61-56,,Violation by O. Asik (kicked ball)
8:11.0,M. Kidd-Gilchrist misses 2-pt shot from 6 ft,,61-56,,
8:11.0,Offensive rebound by Team,,61-56,,
8:11.0,,,61-56,,Loose ball foul by D. Cunningham (drawn by M. Williams)
8:11.0,M. Williams makes free throw 1 of 2,1,62-56,,
8:11.0,M. Williams makes free throw 2 of 2,1,63-56,,
7:59.0,,,63-56,,Shooting foul by M. Williams (drawn by A. Davis)
7:59.0,,,63-57,1,A. Davis makes free throw 1 of 2
7:59.0,,,63-58,1,A. Davis makes free throw 2 of 2
7:48.0,N. Batum misses 3-pt shot from 26 ft,,63-58,,
7:45.0,Offensive rebound by K. Walker,,63-58,,
7:39.0,M. Williams misses 3-pt shot from 26 ft,,63-58,,
7:39.0,,,63-58,,Defensive rebound by E. Moore
7:33.0,,,63-58,,A. Davis misses 2-pt shot from 1 ft
7:29.0,Defensive rebound by M. Kidd-Gilchrist,,63-58,,
7:24.0,K. Walker makes 2-pt shot from 1 ft (assist by N. Batum),2,65-58,,
7:11.0,,,65-58,,T. Frazier misses 3-pt shot from 26 ft
7:11.0,Defensive rebound by N. Batum,,65-58,,
7:01.0,M. Williams misses 2-pt shot from 5 ft,,65-58,,
7:00.0,Offensive rebound by M. Kidd-Gilchrist,,65-58,,
6:53.0,Shooting foul by A. Davis (drawn by M. Williams),,65-58,,
6:53.0,M. Williams makes free throw 1 of 2,1,66-58,,
6:53.0,M. Williams makes free throw 2 of 2,1,67-58,,
6:53.0,M. Belinelli enters the game for M. Kidd-Gilchrist,,66-58,,
6:53.0,,,66-58,,S. Hill enters the game for D. Cunningham
6:38.0,,,67-58,,E. Moore misses 2-pt shot from 9 ft
6:38.0,Defensive rebound by R. Hibbert,,67-58,,
6:30.0,K. Walker makes 3-pt shot from 25 ft,3,70-58,,
6:30.0,,,70-58,,New Orleans full timeout
6:30.0,,,70-58,,J. Holiday enters the game for O. Asik
6:30.0,,,70-58,,T. Jones enters the game for E. Moore
6:16.0,,,70-58,,A. Davis misses 2-pt shot from 2 ft
6:15.0,Defensive rebound by R. Hibbert,,70-58,,
6:08.0,R. Hibbert misses 2-pt shot from 2 ft (block by A. Davis),,70-58,,
6:06.0,,,70-58,,Defensive rebound by S. Hill
6:00.0,,,70-61,3,J. Holiday makes 3-pt shot from 25 ft (assist by S. Hill)
5:45.0,K. Walker misses 2-pt shot from 1 ft,,70-61,,
5:45.0,,,70-61,,Defensive rebound by Team
5:45.0,Loose ball foul by R. Hibbert (drawn by A. Davis),,70-61,,
5:34.0,,,70-64,3,A. Davis makes 3-pt shot from 26 ft (assist by J. Holiday)
5:14.0,M. Williams misses 2-pt shot from 4 ft,,70-64,,
5:14.0,Offensive rebound by Team,,70-64,,
5:08.0,M. Williams misses 2-pt shot from 20 ft,,70-64,,
5:08.0,,,70-64,,Defensive rebound by T. Frazier
4:59.0,,,70-66,2,J. Holiday makes 2-pt shot from 2 ft (assist by T. Frazier)
4:45.0,M. Belinelli makes 3-pt shot from 26 ft (assist by K. Walker),3,73-66,,
4:30.0,,,73-66,,J. Holiday misses 3-pt shot from 23 ft
4:29.0,Defensive rebound by M. Belinelli,,73-66,,
4:21.0,K. Walker misses 2-pt shot from 3 ft (block by A. Davis),,73-66,,
4:21.0,Offensive rebound by Team,,73-66,,
4:21.0,F. Kaminsky enters the game for M. Williams,,73-66,,
4:18.0,M. Belinelli misses 2-pt shot from 18 ft,,73-66,,
4:17.0,Offensive rebound by N. Batum,,73-66,,
4:12.0,N. Batum makes 3-pt shot from 24 ft,3,76-66,,
4:01.0,,,76-66,,A. Davis misses 2-pt shot from 5 ft
4:00.0,Defensive rebound by F. Kaminsky,,76-66,,
3:45.0,,,76-66,,Personal foul by J. Holiday (drawn by M. Belinelli)
3:45.0,M. Belinelli misses free throw 1 of 2,,76-66,,
3:45.0,Offensive rebound by Team,,76-66,,
3:45.0,M. Belinelli makes free throw 2 of 2,1,77-66,,
3:29.0,,,77-66,,Shooting foul by R. Hibbert (drawn by T. Jones)
3:29.0,,,77-68,2,T. Jones makes 2-pt shot from 3 ft (assist by T. Frazier)
3:29.0,Violation by R. Hibbert (lane),,77-68,,
3:29.0,,,77-69,1,T. Jones makes free throw 1 of 1
3:29.0,Turnover by F. Kaminsky (lost ball; steal by T. Frazier),,77-69,,
3:29.0,M. Kidd-Gilchrist enters the game for K. Walker,,77-68,,
3:29.0,R. Sessions enters the game for N. Batum,,77-68,,
3:15.0,Violation by F. Kaminsky (kicked ball),,77-69,,
3:15.0,,,77-69,,L. Galloway enters the game for T. Frazier
2:54.0,Charlotte full timeout,,77-69,,
2:54.0,S. Hawes enters the game for R. Hibbert,,77-69,,
2:54.0,Jump ball: A. Davis vs. M. Kidd-Gilchrist (L. Galloway gains possession),,,,Jump ball: A. Davis vs. M. Kidd-Gilchrist (L. Galloway gains possession)
2:47.0,,,77-69,,L. Galloway misses 3-pt shot from 24 ft
2:47.0,Defensive rebound by M. Belinelli,,77-69,,
2:36.0,Turnover by S. Hawes (bad pass),,77-69,,
2:17.0,,,77-71,2,J. Holiday makes 2-pt shot from 1 ft
1:57.0,M. Belinelli makes 3-pt shot from 26 ft (assist by F. Kaminsky),3,80-71,,
1:46.0,,,80-71,,Turnover by J. Holiday (bad pass; steal by R. Sessions)
1:30.0,F. Kaminsky misses 3-pt shot from 25 ft,,80-71,,
1:29.0,,,80-71,,Defensive rebound by J. Holiday
1:18.0,,,80-71,,A. Davis misses 2-pt shot from 20 ft
1:17.0,Defensive rebound by M. Belinelli,,80-71,,
1:11.0,Turnover by M. Belinelli (bad pass; steal by L. Galloway),,80-71,,
1:02.0,,,80-71,,Shooting foul by M. Kidd-Gilchrist (drawn by T. Jones)
1:02.0,,,80-71,,T. Jones misses free throw 1 of 2
1:02.0,,,80-71,,Offensive rebound by Team
1:02.0,,,80-72,1,T. Jones makes free throw 2 of 2
1:02.0,,,80-71,,D. Cunningham enters the game for A. Davis
0:47.0,S. Hawes makes 2-pt shot at rim (assist by R. Sessions),2,82-72,,
0:36.0,,,82-72,,T. Jones misses 2-pt shot from 20 ft
0:35.0,Defensive rebound by M. Belinelli,,82-72,,
0:19.0,M. Belinelli makes 3-pt shot from 25 ft (assist by R. Sessions),3,85-72,,
0:00.0,,,85-74,2,J. Holiday makes 2-pt shot from 10 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,F. Kaminsky makes 3-pt shot from 24 ft (assist by R. Sessions),3,88-74,,
11:31.0,,,88-77,3,L. Galloway makes 3-pt shot from 24 ft (assist by J. Holiday)
11:12.0,Shooting foul by S. Hill (drawn by R. Sessions),,88-77,,
11:12.0,R. Sessions misses free throw 1 of 2,,88-77,,
11:12.0,Offensive rebound by Team,,88-77,,
11:12.0,R. Sessions misses free throw 2 of 2,,88-77,,
11:11.0,,,88-77,,Defensive rebound by T. Jones
11:05.0,,,88-80,3,L. Galloway makes 3-pt shot from 24 ft (assist by J. Holiday)
11:05.0,Charlotte full timeout,,88-80,,
10:46.0,S. Hawes makes 2-pt shot from 9 ft (assist by R. Sessions),2,90-80,,
10:30.0,,,90-83,3,L. Galloway makes 3-pt shot from 26 ft (assist by J. Holiday)
10:16.0,Turnover by R. Sessions (bad pass; steal by T. Jones),,90-83,,
10:07.0,,,90-83,,Offensive foul by T. Jones
10:07.0,,,90-83,,Turnover by T. Jones (offensive foul)
10:03.0,,,90-83,,T. Frazier enters the game for J. Holiday
9:53.0,M. Kidd-Gilchrist misses 2-pt shot from 2 ft (block by S. Hill),,90-83,,
9:51.0,,,90-83,,Defensive rebound by L. Galloway
9:43.0,Personal foul by R. Sessions (drawn by S. Hill),,90-83,,
9:26.0,,,90-83,,S. Hill misses 2-pt shot from 3 ft
9:26.0,Defensive rebound by M. Kidd-Gilchrist,,90-83,,
9:19.0,Offensive foul by M. Belinelli,,90-83,,
9:19.0,Turnover by M. Belinelli (offensive foul),,90-83,,
9:19.0,K. Walker enters the game for M. Kidd-Gilchrist,,90-83,,
9:03.0,,,90-83,,Turnover by L. Galloway (bad pass; steal by R. Sessions)
9:02.0,,,90-83,,Personal foul by T. Jones (drawn by R. Sessions)
8:52.0,M. Belinelli makes 3-pt shot from 25 ft (assist by S. Hawes),3,93-83,,
8:41.0,,,93-86,3,D. Cunningham makes 3-pt shot from 23 ft (assist by T. Frazier)
8:28.0,K. Walker misses 2-pt shot from 19 ft,,93-86,,
8:28.0,,,93-86,,Defensive rebound by L. Galloway
8:19.0,,,93-86,,T. Jones misses 2-pt shot from 2 ft (block by S. Hawes)
8:17.0,Defensive rebound by M. Belinelli,,93-86,,
8:08.0,R. Sessions misses 3-pt shot from 24 ft,,93-86,,
8:08.0,,,93-86,,Defensive rebound by D. Cunningham
7:49.0,,,93-86,,T. Jones misses 2-pt shot from 7 ft
7:48.0,Defensive rebound by S. Hawes,,93-86,,
7:40.0,M. Belinelli makes 3-pt shot from 25 ft,3,96-86,,
7:20.0,,,96-89,3,L. Galloway makes 3-pt shot from 25 ft (assist by D. Cunningham)
7:08.0,M. Belinelli misses 3-pt shot from 26 ft,,96-89,,
7:08.0,,,96-89,,Defensive rebound by T. Jones
7:08.0,,,96-89,,New Orleans full timeout
7:08.0,N. Batum enters the game for R. Sessions,,96-89,,
7:08.0,,,96-89,,A. Davis enters the game for T. Jones
6:53.0,,,96-89,,L. Galloway misses 2-pt shot from 19 ft
6:53.0,Defensive rebound by F. Kaminsky,,96-89,,
6:42.0,,,96-89,,Personal foul by D. Cunningham (drawn by M. Belinelli)
6:42.0,,,96-89,,J. Holiday enters the game for S. Hill
6:26.0,K. Walker makes 2-pt shot from 7 ft (assist by F. Kaminsky),2,98-89,,
6:09.0,,,98-89,,D. Cunningham misses 3-pt shot from 24 ft
6:09.0,Defensive rebound by M. Belinelli,,98-89,,
5:55.0,F. Kaminsky makes 2-pt shot from 5 ft (assist by N. Batum),2,100-89,,
5:41.0,,,100-91,2,T. Frazier makes 2-pt shot from 2 ft
5:24.0,,,100-91,,Personal foul by T. Frazier (drawn by S. Hawes)
5:24.0,M. Williams enters the game for S. Hawes,,100-91,,
