time,Houston,pts.away,score,pts.home,LA Lakers
6:31.0,N. Hilario makes 2-pt shot from 16 ft,2,19-17,,
6:21.0,,,19-19,2,D. Russell makes 2-pt shot from 12 ft
6:15.0,Shooting foul by N. Young (drawn by J. Harden),,19-19,,
6:15.0,J. Harden makes free throw 1 of 3,1,20-19,,
6:15.0,J. Harden makes free throw 2 of 3,1,21-19,,
6:15.0,J. Harden makes free throw 3 of 3,1,22-19,,
6:15.0,K. McDaniels enters the game for E. Gordon,,21-19,,
6:15.0,,,21-19,,B. Ingram enters the game for N. Young
5:52.0,,,22-22,3,D. Russell makes 3-pt shot from 26 ft (assist by J. Randle)
5:25.0,J. Harden misses 3-pt shot from 27 ft,,22-22,,
5:25.0,,,22-22,,Defensive rebound by Team
5:25.0,Loose ball foul by N. Hilario (drawn by T. Mozgov),,22-22,,
5:25.0,,,22-22,,J. Clarkson enters the game for T. Mozgov
5:14.0,,,22-25,3,D. Russell makes 3-pt shot from 25 ft (assist by J. Randle)
5:14.0,,,22-25,,Shooting foul by K. McDaniels (drawn by D. Russell)
5:14.0,,,22-26,1,D. Russell makes free throw 1 of 1
5:03.0,,,22-26,,Personal foul by J. Clarkson (drawn by T. Ariza)
4:56.0,K. McDaniels makes 2-pt shot from 2 ft (assist by J. Harden),2,24-26,,
4:41.0,,,24-28,2,J. Randle makes 2-pt shot from 2 ft
4:35.0,K. McDaniels makes 2-pt shot from 2 ft (assist by J. Harden),2,26-28,,
4:23.0,,,26-28,,D. Russell misses 3-pt shot from 27 ft
4:21.0,Defensive rebound by J. Harden,,26-28,,
4:16.0,J. Harden misses 2-pt shot from 2 ft,,26-28,,
4:15.0,Offensive rebound by K. McDaniels,,26-28,,
4:15.0,K. McDaniels makes 2-pt shot at rim,2,28-28,,
4:15.0,,,28-28,,LA Lakers full timeout
4:15.0,C. Brewer enters the game for T. Ariza,,28-28,,
4:15.0,C. Capela enters the game for N. Hilario,,28-28,,
4:15.0,,,28-28,,L. Nance enters the game for L. Deng
4:04.0,,,28-28,,Turnover by J. Randle (bad pass; steal by J. Harden)
3:54.0,C. Capela makes 2-pt shot at rim (assist by J. Harden),2,30-28,,
3:38.0,,,30-28,,J. Clarkson misses 3-pt shot from 24 ft
3:37.0,Defensive rebound by C. Capela,,30-28,,
3:31.0,J. Harden makes 2-pt shot from 1 ft,2,32-28,,
3:14.0,Personal foul by J. Harden (drawn by J. Clarkson),,32-28,,
3:14.0,,,32-28,,T. Black enters the game for J. Randle
3:14.0,,,32-28,,L. Williams enters the game for D. Russell
2:57.0,,,32-31,3,B. Ingram makes 3-pt shot from 23 ft (assist by L. Williams)
2:42.0,R. Anderson misses 2-pt shot from 2 ft,,32-31,,
2:42.0,,,32-31,,Defensive rebound by Team
2:42.0,S. Dekker enters the game for R. Anderson,,32-31,,
2:33.0,,,32-31,,Offensive charge foul by J. Clarkson
2:33.0,,,32-31,,Turnover by J. Clarkson (offensive foul)
2:21.0,J. Harden misses 2-pt shot from 1 ft,,32-31,,
2:15.0,Offensive rebound by C. Capela,,32-31,,
2:15.0,C. Capela makes 2-pt shot from 2 ft,2,34-31,,
2:04.0,,,34-31,,L. Nance misses 2-pt shot from 4 ft
2:01.0,Defensive rebound by J. Harden,,34-31,,
1:58.0,C. Capela makes 2-pt shot at rim (assist by J. Harden),2,36-31,,
1:36.0,,,36-33,2,T. Black makes 2-pt shot at rim (assist by J. Clarkson)
1:20.0,Turnover by J. Harden (bad pass; steal by L. Nance),,36-33,,
1:16.0,,,36-33,,Turnover by B. Ingram (lost ball)
1:01.0,C. Capela makes 2-pt shot at rim (assist by J. Harden),2,38-33,,
0:53.0,Personal foul by S. Dekker (drawn by L. Nance),,38-33,,
0:45.0,,,38-35,2,J. Clarkson makes 2-pt shot from 14 ft
0:30.0,J. Harden misses 3-pt shot from 26 ft,,38-35,,
0:27.0,,,38-35,,Defensive rebound by L. Nance
0:10.0,,,38-35,,Turnover by J. Clarkson (lost ball; steal by S. Dekker)
0:08.0,Shooting foul by T. Black (drawn by C. Brewer),,38-35,,
0:08.0,C. Brewer misses free throw 1 of 2,,38-35,,
0:08.0,Offensive rebound by Team,,38-35,,
0:08.0,C. Brewer misses free throw 2 of 2,,38-35,,
0:08.0,E. Gordon enters the game for J. Harden,,38-35,,
0:08.0,,,38-35,,D. Russell enters the game for T. Black
0:07.0,,,38-35,,Defensive rebound by B. Ingram
0:01.0,,,38-38,3,L. Williams makes 3-pt shot from 28 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,,,38-38,,L. Williams misses 3-pt shot from 26 ft
11:40.0,Defensive rebound by E. Gordon,,38-38,,
11:26.0,S. Dekker makes 2-pt shot from 3 ft (assist by C. Brewer),2,40-38,,
11:09.0,,,40-38,,B. Ingram misses 3-pt shot from 26 ft
11:08.0,,,40-38,,Offensive rebound by L. Nance
10:58.0,,,40-38,,J. Clarkson misses 2-pt shot from 2 ft
10:54.0,Defensive rebound by E. Gordon,,40-38,,
10:49.0,Turnover by E. Gordon (bad pass; steal by L. Williams),,40-38,,
10:47.0,,,40-38,,M. Huertas enters the game for J. Clarkson
10:41.0,,,40-38,,Turnover by L. Williams (bad pass; steal by T. Ennis)
10:37.0,C. Brewer makes 2-pt shot at rim (assist by T. Ennis),2,42-38,,
10:25.0,,,42-38,,Shooting foul by C. Capela (drawn by L. Nance)
10:25.0,,,42-39,1,L. Nance makes free throw 1 of 2
10:25.0,,,42-39,,L. Nance misses free throw 2 of 2
10:24.0,Defensive rebound by Team,,42-39,,
10:11.0,E. Gordon makes 2-pt shot from 3 ft (assist by T. Ennis),2,44-39,,
9:47.0,,,44-41,2,B. Ingram makes 2-pt shot from 16 ft
9:33.0,E. Gordon misses 2-pt shot from 4 ft,,44-41,,
9:31.0,Offensive rebound by C. Capela,,44-41,,
9:31.0,C. Capela makes 2-pt shot at rim,2,46-41,,
9:31.0,Shooting foul by T. Black (drawn by C. Capela),,46-41,,
9:31.0,C. Capela misses free throw 1 of 1,,46-41,,
9:31.0,,,46-41,,T. Mozgov enters the game for T. Black
9:30.0,,,46-41,,Defensive rebound by B. Ingram
9:18.0,,,46-41,,Shooting foul by C. Capela
9:18.0,,,46-41,,L. Williams misses free throw 1 of 3
9:18.0,,,46-41,,Offensive rebound by Team
9:18.0,,,46-42,1,L. Williams makes free throw 2 of 3
9:18.0,,,46-43,1,L. Williams makes free throw 3 of 3
9:18.0,N. Hilario enters the game for C. Capela,,46-42,,
9:04.0,Turnover by T. Ennis (bad pass; steal by L. Williams),,46-43,,
9:00.0,,,46-45,2,B. Ingram makes 2-pt shot from 2 ft (assist by L. Williams)
8:56.0,C. Brewer misses 2-pt shot from 2 ft,,46-45,,
8:54.0,,,46-45,,Defensive rebound by T. Mozgov
8:37.0,,,46-45,,Shooting foul by C. Brewer
8:37.0,Official timeout,,46-45,,
8:37.0,,,46-46,1,L. Williams makes free throw 1 of 2
8:37.0,,,46-47,1,L. Williams makes free throw 2 of 2
8:37.0,R. Anderson enters the game for C. Brewer,,46-45,,
8:37.0,T. Ariza enters the game for S. Dekker,,46-45,,
8:21.0,E. Gordon makes 2-pt shot at rim (assist by R. Anderson),2,48-47,,
8:01.0,,,48-47,,M. Huertas misses 3-pt shot from 25 ft
7:59.0,Defensive rebound by T. Ariza,,48-47,,
7:45.0,R. Anderson misses 2-pt shot from 6 ft (block by M. Huertas),,48-47,,
7:43.0,,,48-47,,Defensive rebound by T. Mozgov
7:37.0,,,48-49,2,T. Mozgov makes 2-pt shot from 2 ft (assist by M. Huertas)
7:25.0,R. Anderson misses 3-pt shot from 26 ft,,48-49,,
7:23.0,Offensive rebound by N. Hilario,,48-49,,
7:13.0,Turnover by T. Ennis (bad pass; steal by L. Williams),,48-49,,
7:00.0,,,48-49,,T. Mozgov misses 2-pt shot from 17 ft
6:59.0,Defensive rebound by R. Anderson,,48-49,,
6:54.0,E. Gordon makes 2-pt shot from 2 ft,2,50-49,,
6:34.0,,,50-51,2,T. Mozgov makes 2-pt shot at rim (assist by M. Huertas)
6:17.0,E. Gordon misses 3-pt shot from 26 ft,,50-51,,
6:16.0,,,50-51,,Defensive rebound by B. Ingram
6:10.0,,,50-53,2,T. Mozgov makes 2-pt shot from 2 ft (assist by M. Huertas)
6:10.0,Houston full timeout,,50-53,,
6:10.0,J. Harden enters the game for E. Gordon,,50-53,,
6:10.0,,,50-53,,L. Deng enters the game for B. Ingram
6:10.0,,,50-53,,N. Young enters the game for L. Nance
6:10.0,,,50-53,,D. Russell enters the game for L. Williams
6:10.0,,,50-53,,J. Randle enters the game for M. Huertas
5:55.0,R. Anderson makes 3-pt shot from 27 ft (assist by J. Harden),3,53-53,,
5:37.0,,,53-53,,T. Mozgov misses 2-pt shot from 9 ft
5:33.0,Defensive rebound by R. Anderson,,53-53,,
5:24.0,Shooting foul by J. Randle (drawn by N. Hilario),,53-53,,
5:24.0,N. Hilario misses free throw 1 of 2,,53-53,,
5:24.0,Offensive rebound by Team,,53-53,,
5:24.0,N. Hilario makes free throw 2 of 2,1,54-53,,
5:09.0,,,54-53,,Turnover by D. Russell (lost ball; steal by N. Hilario)
5:05.0,T. Ariza makes 2-pt shot from 1 ft (assist by N. Hilario),2,56-53,,
4:51.0,,,56-55,2,J. Randle makes 2-pt shot from 3 ft
4:41.0,,,56-55,,Personal foul by J. Randle (drawn by R. Anderson)
4:41.0,C. Capela enters the game for N. Hilario,,56-55,,
4:41.0,E. Gordon enters the game for T. Ennis,,56-55,,
4:38.0,R. Anderson misses 3-pt shot from 27 ft,,56-55,,
4:36.0,Offensive rebound by J. Harden,,56-55,,
4:34.0,J. Harden makes 2-pt shot from 1 ft,2,58-55,,
4:24.0,Personal foul by T. Ariza (drawn by L. Deng),,58-55,,
4:12.0,,,58-55,,N. Young misses 3-pt shot from 24 ft
4:10.0,Defensive rebound by C. Capela,,58-55,,
4:04.0,T. Ariza makes 3-pt shot from 26 ft (assist by J. Harden),3,61-55,,
3:57.0,,,61-55,,LA Lakers full timeout
3:41.0,,,61-55,,L. Deng misses 2-pt shot from 9 ft
3:38.0,Defensive rebound by C. Capela,,61-55,,
3:19.0,Turnover by J. Harden (lost ball; steal by D. Russell),,61-55,,
3:16.0,Shooting block foul by E. Gordon (drawn by J. Randle),,61-55,,
3:16.0,,,61-57,2,J. Randle makes 2-pt shot from 3 ft (assist by L. Deng)
3:16.0,,,61-57,,J. Randle misses free throw 1 of 1
3:12.0,Defensive rebound by T. Ariza,,61-57,,
3:03.0,,,61-57,,Personal foul by D. Russell (drawn by J. Harden)
2:56.0,Offensive foul by J. Harden,,61-57,,
2:56.0,Turnover by J. Harden (offensive foul),,61-57,,
2:45.0,,,61-57,,L. Deng misses 3-pt shot from 27 ft
2:44.0,Defensive rebound by E. Gordon,,61-57,,
2:37.0,T. Ariza misses 3-pt shot from 23 ft,,61-57,,
2:36.0,,,61-57,,Defensive rebound by J. Randle
2:17.0,,,61-57,,D. Russell misses 3-pt shot from 26 ft
2:16.0,Defensive rebound by J. Harden,,61-57,,
2:06.0,E. Gordon makes 3-pt shot from 27 ft (assist by J. Harden),3,64-57,,
1:52.0,,,64-59,2,J. Randle makes 2-pt shot from 2 ft
1:40.0,C. Capela makes 2-pt shot from 3 ft (assist by J. Harden),2,66-59,,
1:20.0,,,66-59,,J. Randle misses 2-pt shot from 13 ft
1:15.0,Defensive rebound by T. Ariza,,66-59,,
1:11.0,R. Anderson misses 3-pt shot from 27 ft,,66-59,,
1:10.0,,,66-59,,Defensive rebound by D. Russell
1:04.0,,,66-59,,Turnover by T. Mozgov (bad pass)
0:52.0,E. Gordon makes 3-pt shot from 27 ft (assist by J. Harden),3,69-59,,
0:36.0,,,69-61,2,L. Deng makes 2-pt shot from 9 ft (assist by J. Randle)
0:32.0,Turnover by J. Harden (bad pass; steal by L. Deng),,69-61,,
0:26.0,,,69-63,2,J. Randle makes 2-pt shot from 2 ft
0:03.0,Shooting foul by J. Randle (drawn by J. Harden),,69-63,,
0:03.0,J. Harden misses free throw 1 of 3,,69-63,,
0:03.0,Offensive rebound by Team,,69-63,,
0:03.0,J. Harden makes free throw 2 of 3,1,70-63,,
0:03.0,J. Harden makes free throw 3 of 3,1,71-63,,
0:03.0,,,70-63,,L. Williams enters the game for T. Mozgov
0:03.0,K. McDaniels enters the game for R. Anderson,,70-63,,
0:03.0,C. Brewer enters the game for C. Capela,,70-63,,
0:00.0,,,71-63,,L. Deng misses 3-pt shot from 41 ft
0:00.0,,,71-63,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,71-66,3,N. Young makes 3-pt shot from 26 ft (assist by D. Russell)
11:15.0,Turnover by Team (shot clock),,71-66,,
10:59.0,,,71-68,2,D. Russell makes 2-pt shot from 17 ft (assist by J. Randle)
10:39.0,T. Ariza misses 2-pt shot from 9 ft,,71-68,,
10:39.0,Offensive rebound by C. Capela,,71-68,,
10:39.0,C. Capela misses 2-pt shot from 2 ft,,71-68,,
10:39.0,Offensive rebound by Team,,71-68,,
10:31.0,J. Harden misses 3-pt shot from 24 ft,,71-68,,
10:31.0,,,71-68,,Defensive rebound by Team
10:22.0,,,71-68,,Personal foul by N. Young (drawn by J. Harden)
10:22.0,Personal foul by J. Harden,,71-68,,
10:08.0,,,71-68,,L. Deng misses 2-pt shot from 20 ft
10:08.0,,,71-68,,Offensive rebound by Team
10:08.0,Personal foul by T. Ariza (drawn by L. Deng),,71-68,,
10:02.0,,,71-68,,D. Russell misses 2-pt shot from 16 ft
9:59.0,Defensive rebound by C. Capela,,71-68,,
9:54.0,E. Gordon makes 2-pt shot from 2 ft (assist by J. Harden),2,73-68,,
9:44.0,,,73-70,2,D. Russell makes 2-pt shot from 16 ft
9:40.0,,,73-70,,Personal foul by D. Russell (drawn by E. Gordon)
9:32.0,C. Capela makes 2-pt shot at rim (assist by J. Harden),2,75-70,,
9:26.0,Personal block foul by R. Anderson (drawn by T. Mozgov),,75-70,,
9:19.0,,,75-72,2,J. Randle makes 2-pt shot at rim (assist by T. Mozgov)
9:03.0,R. Anderson makes 2-pt shot from 21 ft,2,77-72,,
8:48.0,,,77-72,,N. Young misses 3-pt shot from 23 ft
8:46.0,Defensive rebound by R. Anderson,,77-72,,
8:38.0,,,77-72,,Personal foul by T. Mozgov (drawn by C. Capela)
8:33.0,R. Anderson misses 2-pt shot from 14 ft,,77-72,,
8:30.0,,,77-72,,Defensive rebound by J. Randle
8:22.0,,,77-72,,T. Mozgov misses 2-pt shot from 14 ft
8:20.0,Defensive rebound by T. Ariza,,77-72,,
8:11.0,E. Gordon misses 3-pt shot from 25 ft,,77-72,,
8:10.0,,,77-72,,Defensive rebound by J. Randle
8:03.0,,,77-74,2,J. Randle makes 2-pt shot from 4 ft
7:48.0,J. Harden makes 2-pt shot from 14 ft,2,79-74,,
7:29.0,,,79-74,,J. Randle misses 3-pt shot from 27 ft
7:27.0,Defensive rebound by E. Gordon,,79-74,,
7:18.0,R. Anderson misses 3-pt shot from 27 ft,,79-74,,
7:17.0,,,79-74,,Defensive rebound by T. Mozgov
7:02.0,,,79-74,,T. Mozgov misses 2-pt shot from 7 ft
6:59.0,Defensive rebound by T. Ariza,,79-74,,
6:50.0,C. Capela misses 2-pt shot from 4 ft (block by N. Young),,79-74,,
6:47.0,Offensive rebound by J. Harden,,79-74,,
6:42.0,T. Ariza misses 3-pt shot from 23 ft,,79-74,,
6:40.0,,,79-74,,Defensive rebound by T. Mozgov
6:26.0,,,79-74,,D. Russell misses 2-pt shot from 17 ft
6:23.0,Defensive rebound by R. Anderson,,79-74,,
6:15.0,E. Gordon misses 3-pt shot from 27 ft,,79-74,,
6:14.0,,,79-74,,Defensive rebound by J. Randle
6:05.0,,,79-74,,D. Russell misses 3-pt shot from 27 ft
6:04.0,,,79-74,,Offensive rebound by T. Mozgov
5:58.0,,,79-77,3,D. Russell makes 3-pt shot from 26 ft (assist by T. Mozgov)
5:57.0,Houston full timeout,,79-77,,
5:57.0,K. McDaniels enters the game for C. Capela,,79-77,,
5:57.0,N. Hilario enters the game for E. Gordon,,79-77,,
5:57.0,,,79-77,,J. Clarkson enters the game for L. Deng
5:57.0,,,79-77,,L. Nance enters the game for T. Mozgov
5:44.0,J. Harden makes 2-pt shot from 1 ft,2,81-77,,
5:25.0,,,81-77,,Turnover by J. Clarkson (bad pass)
5:10.0,K. McDaniels makes 2-pt shot from 3 ft (assist by N. Hilario),2,83-77,,
4:59.0,,,83-77,,D. Russell misses 2-pt shot from 3 ft
4:56.0,,,83-77,,Offensive rebound by L. Nance
4:55.0,,,83-79,2,L. Nance makes 2-pt shot from 1 ft
4:24.0,R. Anderson misses 2-pt shot from 15 ft,,83-79,,
4:22.0,,,83-79,,Defensive rebound by J. Randle
4:13.0,,,83-81,2,J. Clarkson makes 2-pt shot from 2 ft (assist by L. Nance)
4:02.0,Offensive foul by N. Hilario,,83-81,,
4:02.0,Turnover by N. Hilario (offensive foul),,83-81,,
4:02.0,,,83-81,,B. Ingram enters the game for N. Young
4:02.0,C. Brewer enters the game for T. Ariza,,83-81,,
4:02.0,S. Dekker enters the game for R. Anderson,,83-81,,
3:48.0,,,83-81,,D. Russell misses 3-pt shot from 23 ft
3:46.0,Defensive rebound by N. Hilario,,83-81,,
3:30.0,C. Brewer makes 2-pt shot from 2 ft (assist by J. Harden),2,85-81,,
3:19.0,,,85-81,,Shooting foul by S. Dekker (drawn by J. Clarkson)
3:19.0,,,85-82,1,J. Clarkson makes free throw 1 of 2
3:19.0,,,85-83,1,J. Clarkson makes free throw 2 of 2
3:06.0,J. Harden misses 2-pt shot from 2 ft,,85-83,,
3:03.0,Offensive rebound by Team,,85-83,,
2:50.0,K. McDaniels makes 3-pt shot from 26 ft (assist by N. Hilario),3,88-83,,
2:31.0,,,88-83,,J. Clarkson misses 2-pt shot from 1 ft
2:29.0,Defensive rebound by J. Harden,,88-83,,
2:27.0,Turnover by J. Harden (bad pass),,88-83,,
2:27.0,,,88-83,,LA Lakers full timeout
2:27.0,,,88-83,,M. World Peace enters the game for J. Randle
2:27.0,,,88-83,,T. Black enters the game for D. Russell
2:07.0,,,88-85,2,J. Clarkson makes 2-pt shot from 8 ft
1:50.0,Offensive charge foul by J. Harden,,88-85,,
1:50.0,Turnover by J. Harden (offensive foul),,88-85,,
1:25.0,,,88-88,3,J. Clarkson makes 3-pt shot from 26 ft
1:16.0,,,88-88,,Personal block foul by M. World Peace (drawn by J. Harden)
1:16.0,,,88-88,,Technical foul by T. Black
1:16.0,Technical foul by N. Hilario,,88-88,,
0:58.0,J. Harden makes 2-pt shot from 4 ft (assist by C. Brewer),2,90-88,,
0:58.0,Shooting foul by M. World Peace (drawn by J. Harden),,90-88,,
0:58.0,J. Harden makes free throw 1 of 1,1,91-88,,
0:37.0,,,91-88,,Turnover by Team (back court)
0:36.0,,,91-88,,Personal foul by M. World Peace (drawn by J. Harden)
0:36.0,J. Harden makes free throw 1 of 2,1,92-88,,
0:36.0,J. Harden makes free throw 2 of 2,1,93-88,,
0:15.0,,,93-90,2,J. Clarkson makes 2-pt shot from 3 ft
0:01.0,Shooting foul by T. Black (drawn by J. Harden),,93-90,,
0:01.0,J. Harden makes free throw 1 of 3,1,94-90,,
0:01.0,J. Harden makes free throw 2 of 3,1,95-90,,
0:01.0,J. Harden makes free throw 3 of 3,1,96-90,,
0:00.0,,,96-90,,L. Nance misses 3-pt shot from 55 ft
0:00.0,,,96-90,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,T. Ennis misses 2-pt shot from 6 ft,,96-90,,
11:34.0,,,96-90,,Defensive rebound by T. Black
11:28.0,Personal foul by C. Brewer (drawn by B. Ingram),,96-90,,
11:13.0,,,96-92,2,B. Ingram makes 2-pt shot from 21 ft (assist by L. Nance)
11:04.0,S. Dekker makes 2-pt shot from 2 ft (assist by T. Ennis),2,98-92,,
10:46.0,,,98-92,,L. Williams misses 3-pt shot from 28 ft
10:45.0,,,98-92,,Offensive rebound by L. Nance
10:43.0,,,98-94,2,L. Nance makes 2-pt shot at rim
10:43.0,,,98-94,,Violation by Team (jump ball)
10:28.0,C. Brewer misses 3-pt shot from 25 ft,,98-94,,
10:27.0,,,98-94,,Defensive rebound by T. Black
10:16.0,,,98-94,,J. Clarkson misses 2-pt shot from 13 ft
10:12.0,,,98-94,,Offensive rebound by T. Black
10:11.0,,,98-94,,Turnover by T. Black (lost ball; steal by T. Ennis)
9:59.0,S. Dekker misses 3-pt shot from 24 ft,,98-94,,
9:58.0,Offensive rebound by N. Hilario,,98-94,,
9:54.0,Shooting foul by T. Black (drawn by N. Hilario),,98-94,,
9:54.0,N. Hilario misses free throw 1 of 2,,98-94,,
9:54.0,Offensive rebound by Team,,98-94,,
9:54.0,N. Hilario misses free throw 2 of 2,,98-94,,
9:53.0,,,98-94,,Defensive rebound by T. Black
9:42.0,,,98-94,,Shooting foul by T. Ennis
9:42.0,,,98-95,1,L. Williams makes free throw 1 of 2
9:42.0,,,98-96,1,L. Williams makes free throw 2 of 2
9:42.0,C. Capela enters the game for N. Hilario,,98-95,,
9:28.0,E. Gordon misses 3-pt shot from 26 ft,,98-96,,
9:27.0,,,98-96,,Defensive rebound by L. Nance
9:14.0,,,98-96,,Shooting foul by C. Brewer (drawn by T. Black)
9:14.0,,,98-97,1,T. Black makes free throw 1 of 2
9:14.0,,,98-98,1,T. Black makes free throw 2 of 2
8:52.0,C. Capela makes 2-pt shot at rim (assist by T. Ennis),2,100-98,,
8:42.0,,,100-98,,T. Black misses 2-pt shot from 12 ft
8:41.0,Defensive rebound by S. Dekker,,100-98,,
8:35.0,Turnover by T. Ennis (bad pass; steal by T. Black),,100-98,,
8:31.0,,,100-98,,Shooting foul by T. Ennis (drawn by J. Clarkson)
8:31.0,Official timeout,,100-98,,
8:31.0,,,100-99,1,J. Clarkson makes free throw 1 of 2
8:31.0,,,100-100,1,J. Clarkson makes free throw 2 of 2
8:31.0,T. Ariza enters the game for C. Brewer,,100-98,,
8:31.0,R. Anderson enters the game for S. Dekker,,100-98,,
8:31.0,,,100-98,,L. Deng enters the game for T. Black
8:13.0,T. Ariza misses 2-pt shot from 11 ft,,100-100,,
8:11.0,,,100-100,,Defensive rebound by Team
7:58.0,,,100-103,3,L. Williams makes 3-pt shot from 28 ft
7:43.0,R. Anderson makes 2-pt shot from 3 ft,2,102-103,,
7:27.0,,,102-103,,L. Williams misses 2-pt shot from 6 ft (block by C. Capela)
7:24.0,Defensive rebound by T. Ariza,,102-103,,
7:15.0,Turnover by T. Ennis (bad pass; steal by J. Clarkson),,102-103,,
7:12.0,,,102-105,2,J. Clarkson makes 2-pt shot from 2 ft
7:12.0,,,102-105,,Shooting foul by T. Ennis (drawn by J. Clarkson)
7:12.0,,,102-106,1,J. Clarkson makes free throw 1 of 1
7:12.0,J. Harden enters the game for T. Ennis,,102-105,,
6:59.0,J. Harden makes 2-pt shot from 3 ft,2,104-106,,
6:41.0,,,104-106,,Shooting foul by J. Harden (drawn by J. Clarkson)
6:41.0,,,104-107,1,J. Clarkson makes free throw 1 of 2
6:41.0,,,104-108,1,J. Clarkson makes free throw 2 of 2
6:41.0,,,104-107,,N. Young enters the game for L. Williams
6:20.0,J. Harden misses 3-pt shot from 27 ft,,104-108,,
6:19.0,,,104-108,,Defensive rebound by J. Clarkson
6:02.0,,,104-108,,L. Nance misses 2-pt shot from 20 ft
6:01.0,Defensive rebound by J. Harden,,104-108,,
5:52.0,,,104-108,,Personal foul by N. Young (drawn by J. Harden)
5:52.0,,,104-108,,LA Lakers full timeout
5:44.0,C. Capela misses 2-pt shot from 2 ft (block by L. Nance),,104-108,,
5:41.0,,,104-108,,Defensive rebound by L. Deng
5:37.0,,,104-108,,L. Deng misses 3-pt shot from 25 ft
5:34.0,Defensive rebound by C. Capela,,104-108,,
5:26.0,R. Anderson makes 2-pt shot from 15 ft (assist by T. Ariza),2,106-108,,
5:06.0,,,106-108,,B. Ingram misses 2-pt shot from 18 ft
5:04.0,Defensive rebound by E. Gordon,,106-108,,
5:00.0,Turnover by C. Capela (lost ball; steal by J. Clarkson),,106-108,,
4:54.0,,,106-110,2,N. Young makes 2-pt shot from 2 ft
4:42.0,Shooting foul by L. Nance (drawn by E. Gordon),,106-110,,
4:42.0,E. Gordon makes free throw 1 of 2,1,107-110,,
4:42.0,E. Gordon makes free throw 2 of 2,1,108-110,,
4:42.0,N. Hilario enters the game for C. Capela,,107-110,,
