time,Houston,pts.away,score,pts.home,Oklahoma City
1:17.0,,,100-102,,Defensive rebound by Team
1:05.0,,,100-102,,Turnover by R. Westbrook (lost ball)
0:49.0,T. Ariza misses 3-pt shot from 23 ft,,100-102,,
0:48.0,,,100-102,,Defensive rebound by S. Adams
0:28.0,,,100-102,,Shooting foul by N. Hilario (drawn by R. Westbrook)
0:28.0,,,100-102,,R. Westbrook misses free throw 1 of 2
0:28.0,,,100-102,,Offensive rebound by Team
0:28.0,,,100-103,1,R. Westbrook makes free throw 2 of 2
0:18.0,J. Harden misses 3-pt shot from 25 ft,,100-103,,
0:16.0,,,100-103,,Defensive rebound by A. Roberson
0:14.0,,,100-103,,Turnover by R. Westbrook (bad pass; steal by J. Harden)
0:12.0,Turnover by J. Harden (bad pass),,100-103,,
0:12.0,,,100-103,,Oklahoma City full timeout
0:12.0,C. Brewer enters the game for R. Anderson,,100-103,,
0:12.0,C. Capela enters the game for N. Hilario,,100-103,,
0:12.0,,,100-103,,A. Abrines enters the game for A. Roberson
0:12.0,,,100-103,,E. Kanter enters the game for S. Adams
0:08.0,,,100-103,,A. Abrines misses 2-pt shot from 3 ft
0:07.0,,,100-103,,Offensive rebound by Team
0:06.0,,,100-105,2,R. Westbrook makes 2-pt shot at rim (assist by A. Abrines)
0:06.0,Houston full timeout,,100-105,,
0:06.0,,,100-105,,A. Roberson enters the game for A. Abrines
0:06.0,R. Anderson enters the game for C. Capela,,100-105,,
0:06.0,N. Hilario enters the game for C. Brewer,,100-105,,
0:06.0,,,100-105,,J. Grant enters the game for D. Sabonis
0:06.0,,,100-105,,S. Adams enters the game for E. Kanter
0:01.0,E. Gordon makes 3-pt shot from 25 ft,3,103-105,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
