time,New York,pts.away,score,pts.home,Milwaukee
11:41.0,,,30-32,,Turnover by M. Dellavedova (bad pass)
11:30.0,K. Porzingis misses 2-pt shot from 16 ft,,30-32,,
11:28.0,,,30-32,,Defensive rebound by M. Dellavedova
11:10.0,,,30-34,2,K. Middleton makes 2-pt shot from 20 ft (assist by G. Monroe)
10:49.0,L. Thomas misses 2-pt shot from 16 ft,,30-34,,
10:48.0,,,30-34,,Defensive rebound by J. Terry
10:35.0,,,30-36,2,K. Middleton makes 2-pt shot from 1 ft (assist by M. Dellavedova)
10:18.0,,,30-36,,Shooting block foul by G. Monroe (drawn by L. Thomas)
10:18.0,L. Thomas makes free throw 1 of 2,1,31-36,,
10:18.0,L. Thomas makes free throw 2 of 2,1,32-36,,
10:02.0,,,32-36,,Shooting foul by M. Kuzminskas (drawn by M. Teletovic)
10:02.0,,,32-37,1,M. Teletovic makes free throw 1 of 2
10:02.0,,,32-37,,M. Teletovic misses free throw 2 of 2
10:00.0,Defensive rebound by L. Thomas,,32-37,,
9:50.0,L. Thomas misses 2-pt shot from 17 ft,,32-37,,
9:49.0,,,32-37,,Defensive rebound by J. Terry
9:33.0,,,32-39,2,M. Teletovic makes 2-pt shot from 17 ft (assist by M. Dellavedova)
9:18.0,R. Baker misses 3-pt shot from 25 ft,,32-39,,
9:17.0,,,32-39,,Defensive rebound by J. Terry
9:02.0,C. Lee enters the game for J. Holiday,,32-39,,
8:57.0,,,32-39,,K. Middleton misses 3-pt shot from 26 ft
8:56.0,Defensive rebound by Team,,32-39,,
8:55.0,Official timeout,,32-39,,
8:41.0,K. Porzingis misses 3-pt shot from 26 ft,,32-39,,
8:40.0,Offensive rebound by R. Baker,,32-39,,
8:29.0,M. Kuzminskas misses 3-pt shot from 28 ft,,32-39,,
8:28.0,,,32-39,,Defensive rebound by M. Dellavedova
8:11.0,,,32-42,3,K. Middleton makes 3-pt shot from 26 ft (assist by M. Teletovic)
7:51.0,K. Porzingis makes 2-pt shot from 3 ft (assist by R. Baker),2,34-42,,
7:32.0,,,34-42,,Turnover by G. Monroe (bad pass)
7:32.0,,,34-42,,S. Hawes enters the game for G. Monroe
7:32.0,D. Rose enters the game for R. Baker,,34-42,,
7:32.0,W. Hernangomez enters the game for M. Kuzminskas,,34-42,,
7:15.0,K. Porzingis makes 3-pt shot from 25 ft (assist by C. Lee),3,37-42,,
7:00.0,,,37-42,,M. Dellavedova misses 2-pt shot from 9 ft
6:57.0,,,37-42,,Offensive rebound by S. Hawes
6:47.0,,,37-44,2,J. Terry makes 2-pt shot at rim
6:31.0,W. Hernangomez makes 2-pt shot from 1 ft (assist by K. Porzingis),2,39-44,,
6:19.0,,,39-44,,J. Terry misses 3-pt shot from 24 ft
6:18.0,Defensive rebound by W. Hernangomez,,39-44,,
6:10.0,D. Rose makes 2-pt shot from 11 ft,2,41-44,,
6:10.0,,,41-44,,Loose ball foul by K. Middleton (drawn by D. Rose)
6:10.0,W. Hernangomez misses free throw 1 of 1,,41-44,,
6:10.0,,,41-44,,M. Brogdon enters the game for M. Dellavedova
6:10.0,C. Anthony enters the game for L. Thomas,,41-44,,
6:09.0,,,41-44,,Defensive rebound by K. Middleton
5:44.0,,,41-46,2,J. Terry makes 2-pt shot from 1 ft (assist by S. Hawes)
5:27.0,W. Hernangomez makes 2-pt shot from 17 ft,2,43-46,,
5:11.0,,,43-46,,Turnover by S. Hawes (bad pass)
5:11.0,,,43-46,,Milwaukee full timeout
5:11.0,,,43-46,,T. Snell enters the game for K. Middleton
5:11.0,,,43-46,,G. Antetokounmpo enters the game for M. Teletovic
5:00.0,Turnover by W. Hernangomez (bad pass),,43-46,,
4:52.0,,,43-46,,M. Brogdon misses 3-pt shot from 27 ft
4:51.0,Defensive rebound by C. Lee,,43-46,,
4:28.0,K. Porzingis misses 2-pt shot from 15 ft,,43-46,,
4:26.0,Offensive rebound by K. Porzingis,,43-46,,
4:25.0,K. Porzingis misses 2-pt shot from 3 ft,,43-46,,
4:23.0,,,43-46,,Defensive rebound by T. Snell
4:02.0,,,43-46,,S. Hawes misses 3-pt shot from 28 ft
4:01.0,Defensive rebound by K. Porzingis,,43-46,,
3:50.0,C. Lee makes 3-pt shot from 24 ft (assist by K. Porzingis),3,46-46,,
3:24.0,,,46-46,,G. Antetokounmpo misses 2-pt shot from 6 ft
3:23.0,Defensive rebound by K. Porzingis,,46-46,,
3:15.0,D. Rose misses 2-pt shot from 7 ft,,46-46,,
3:14.0,Offensive rebound by W. Hernangomez,,46-46,,
3:14.0,W. Hernangomez makes 2-pt shot at rim,2,48-46,,
2:59.0,,,48-49,3,T. Snell makes 3-pt shot from 25 ft (assist by M. Brogdon)
2:51.0,C. Anthony makes 2-pt shot at rim (assist by D. Rose),2,50-49,,
2:35.0,,,50-49,,Turnover by M. Brogdon (bad pass; steal by W. Hernangomez)
2:26.0,D. Rose misses 2-pt shot from 1 ft,,50-49,,
2:26.0,Offensive rebound by W. Hernangomez,,50-49,,
2:26.0,Shooting foul by M. Brogdon (drawn by W. Hernangomez),,50-49,,
2:26.0,New York full timeout,,50-49,,
2:26.0,W. Hernangomez makes free throw 1 of 2,1,51-49,,
2:26.0,W. Hernangomez misses free throw 2 of 2,,51-49,,
2:24.0,,,51-49,,Defensive rebound by T. Snell
2:11.0,,,51-49,,M. Brogdon misses 2-pt shot from 3 ft
2:10.0,,,51-49,,Offensive rebound by G. Antetokounmpo
2:10.0,,,51-49,,G. Antetokounmpo misses 2-pt shot from 1 ft
2:08.0,Defensive rebound by D. Rose,,51-49,,
1:44.0,Turnover by Team (shot clock),,51-49,,
1:26.0,,,51-49,,T. Snell misses 2-pt shot from 1 ft
1:25.0,,,51-49,,Offensive rebound by T. Snell
1:23.0,,,51-49,,T. Snell misses 2-pt shot from 7 ft
1:23.0,,,51-49,,Offensive rebound by Team
1:20.0,,,51-49,,G. Antetokounmpo misses 3-pt shot from 28 ft
1:19.0,Defensive rebound by C. Anthony,,51-49,,
1:09.0,C. Lee makes 3-pt shot from 24 ft (assist by W. Hernangomez),3,54-49,,
0:52.0,,,54-51,2,S. Hawes makes 2-pt shot from 1 ft (assist by M. Brogdon)
0:42.0,K. Porzingis makes 2-pt shot from 13 ft (assist by D. Rose),2,56-51,,
0:40.0,,,56-51,,Shooting foul by K. Porzingis (drawn by G. Antetokounmpo)
0:40.0,,,56-52,1,G. Antetokounmpo makes free throw 1 of 2
0:40.0,,,56-53,1,G. Antetokounmpo makes free throw 2 of 2
0:34.0,,,56-53,,Personal block foul by G. Antetokounmpo (drawn by D. Rose)
0:34.0,New York full timeout,,56-53,,
0:29.0,K. Porzingis misses 3-pt shot from 29 ft,,56-53,,
0:27.0,,,56-53,,Defensive rebound by S. Hawes
0:07.0,,,56-53,,M. Brogdon misses 2-pt shot from 6 ft
0:05.0,,,56-53,,Offensive rebound by M. Brogdon
0:05.0,,,56-55,2,M. Brogdon makes 2-pt shot from 1 ft
0:00.0,C. Anthony misses 3-pt shot from 26 ft,,56-55,,
0:00.0,Offensive rebound by Team,,56-55,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:51.0,,,56-55,,T. Maker misses 2-pt shot at rim (block by K. Porzingis)
11:48.0,Defensive rebound by W. Hernangomez,,56-55,,
11:31.0,W. Hernangomez misses 2-pt shot from 2 ft,,56-55,,
11:30.0,,,56-55,,Defensive rebound by T. Maker
11:23.0,,,56-55,,G. Antetokounmpo misses 2-pt shot from 11 ft
11:21.0,Defensive rebound by W. Hernangomez,,56-55,,
11:13.0,D. Rose makes 2-pt shot from 1 ft,2,58-55,,
10:58.0,,,58-57,2,G. Antetokounmpo makes 2-pt shot from 6 ft
10:43.0,C. Anthony makes 3-pt shot from 26 ft (assist by C. Lee),3,61-57,,
10:24.0,,,61-57,,T. Maker misses 3-pt shot from 24 ft
10:23.0,Defensive rebound by K. Porzingis,,61-57,,
10:13.0,W. Hernangomez misses 2-pt shot from 17 ft,,61-57,,
10:11.0,,,61-57,,Defensive rebound by T. Snell
10:00.0,,,61-57,,G. Antetokounmpo misses 2-pt shot from 4 ft
10:00.0,Defensive rebound by Team,,61-57,,
10:00.0,,,61-57,,Loose ball foul by T. Maker (drawn by W. Hernangomez)
9:41.0,C. Lee misses 2-pt shot from 7 ft,,61-57,,
9:40.0,,,61-57,,Defensive rebound by Team
9:28.0,,,61-57,,M. Brogdon misses 2-pt shot from 3 ft
9:27.0,Defensive rebound by K. Porzingis,,61-57,,
9:09.0,Offensive foul by W. Hernangomez,,61-57,,
9:09.0,Turnover by W. Hernangomez (offensive foul),,61-57,,
8:43.0,,,61-57,,M. Brogdon misses 2-pt shot from 20 ft
8:42.0,,,61-57,,Offensive rebound by G. Antetokounmpo
8:40.0,,,61-57,,G. Antetokounmpo misses 2-pt shot from 3 ft
8:38.0,,,61-57,,Offensive rebound by T. Maker
8:36.0,,,61-57,,T. Maker misses 2-pt shot from 2 ft
8:35.0,Defensive rebound by W. Hernangomez,,61-57,,
8:26.0,Turnover by W. Hernangomez (bad pass; steal by M. Brogdon),,61-57,,
8:17.0,,,61-57,,G. Antetokounmpo misses 2-pt shot from 5 ft
8:15.0,Defensive rebound by K. Porzingis,,61-57,,
8:07.0,Turnover by C. Anthony (bad pass),,61-57,,
8:07.0,,,61-57,,G. Monroe enters the game for T. Maker
7:43.0,,,61-57,,T. Snell misses 3-pt shot from 26 ft
7:42.0,Defensive rebound by K. Porzingis,,61-57,,
7:19.0,D. Rose makes 2-pt shot from 15 ft,2,63-57,,
7:05.0,,,63-57,,G. Monroe misses 2-pt shot at rim
7:03.0,Defensive rebound by W. Hernangomez,,63-57,,
6:53.0,D. Rose makes 2-pt shot from 20 ft (assist by C. Lee),2,65-57,,
6:53.0,,,65-57,,Milwaukee full timeout
6:53.0,K. O'Quinn enters the game for C. Anthony,,65-57,,
6:53.0,L. Thomas enters the game for W. Hernangomez,,65-57,,
6:40.0,,,65-57,,G. Monroe misses 2-pt shot from 1 ft (block by K. Porzingis)
6:37.0,Defensive rebound by L. Thomas,,65-57,,
6:22.0,D. Rose makes 2-pt shot from 1 ft,2,67-57,,
6:11.0,,,67-57,,Turnover by G. Antetokounmpo (dbl dribble)
5:54.0,C. Lee misses 2-pt shot from 16 ft,,67-57,,
5:53.0,Offensive rebound by C. Lee,,67-57,,
5:53.0,Shooting foul by T. Snell (drawn by C. Lee),,67-57,,
5:53.0,C. Lee makes free throw 1 of 2,1,68-57,,
5:53.0,C. Lee makes free throw 2 of 2,1,69-57,,
5:34.0,,,69-57,,G. Monroe misses 2-pt shot from 1 ft
5:32.0,,,69-57,,Offensive rebound by G. Antetokounmpo
5:32.0,,,69-59,2,G. Antetokounmpo makes 2-pt shot from 1 ft
5:12.0,C. Lee misses 2-pt shot from 16 ft,,69-59,,
5:11.0,,,69-59,,Defensive rebound by G. Monroe
4:55.0,,,69-59,,G. Monroe misses 2-pt shot from 1 ft
4:52.0,,,69-59,,Offensive rebound by G. Antetokounmpo
4:50.0,,,69-59,,G. Monroe misses 2-pt shot from 3 ft (block by K. Porzingis)
4:50.0,Defensive rebound by L. Thomas,,69-59,,
4:50.0,,,69-59,,Personal foul by G. Monroe (drawn by K. Porzingis)
4:50.0,,,69-59,,M. Dellavedova enters the game for M. Brogdon
4:37.0,L. Thomas misses 3-pt shot from 27 ft,,69-59,,
4:36.0,,,69-59,,Defensive rebound by G. Antetokounmpo
4:26.0,,,69-61,2,G. Monroe makes 2-pt shot at rim (assist by K. Middleton)
4:26.0,,,69-61,,Shooting foul by K. Porzingis (drawn by G. Monroe)
4:26.0,,,69-62,1,G. Monroe makes free throw 1 of 1
4:26.0,C. Anthony enters the game for K. Porzingis,,69-61,,
4:11.0,K. O'Quinn makes 2-pt shot from 12 ft (assist by C. Lee),2,71-62,,
4:00.0,,,71-64,2,G. Monroe makes 2-pt shot from 1 ft (assist by M. Dellavedova)
3:44.0,K. O'Quinn misses 2-pt shot from 3 ft,,71-64,,
3:42.0,,,71-64,,Defensive rebound by G. Monroe
3:40.0,,,71-66,2,G. Antetokounmpo makes 2-pt shot at rim
3:40.0,,,71-66,,Shooting foul by C. Anthony (drawn by G. Antetokounmpo)
3:40.0,,,71-67,1,G. Antetokounmpo makes free throw 1 of 1
3:16.0,D. Rose makes 2-pt shot from 17 ft,2,73-67,,
2:58.0,Personal foul by C. Anthony (drawn by G. Antetokounmpo),,73-67,,
2:58.0,New York full timeout,,73-67,,
2:58.0,,,73-67,,J. Terry enters the game for T. Snell
2:58.0,R. Baker enters the game for D. Rose,,73-67,,
2:44.0,,,73-69,2,G. Monroe makes 2-pt shot from 16 ft
2:33.0,K. O'Quinn misses 2-pt shot from 4 ft (block by G. Antetokounmpo),,73-69,,
2:30.0,,,73-69,,Defensive rebound by K. Middleton
2:26.0,,,73-69,,J. Terry misses 3-pt shot from 26 ft
2:24.0,Defensive rebound by K. O'Quinn,,73-69,,
2:08.0,C. Anthony misses 2-pt shot from 18 ft,,73-69,,
2:07.0,,,73-69,,Defensive rebound by J. Terry
2:00.0,,,73-69,,K. Middleton misses 3-pt shot from 27 ft
1:59.0,Defensive rebound by K. O'Quinn,,73-69,,
1:38.0,Turnover by K. O'Quinn (3 sec),,73-69,,
1:21.0,,,73-69,,Shooting foul by C. Anthony (drawn by G. Antetokounmpo)
1:21.0,,,73-70,1,G. Antetokounmpo makes free throw 1 of 2
1:21.0,,,73-71,1,G. Antetokounmpo makes free throw 2 of 2
1:04.0,C. Lee misses 2-pt shot from 6 ft,,73-71,,
1:03.0,Offensive rebound by K. O'Quinn,,73-71,,
0:58.0,R. Baker misses 3-pt shot from 23 ft,,73-71,,
0:58.0,Offensive rebound by Team,,73-71,,
0:58.0,,,73-71,,Loose ball foul by G. Monroe (drawn by K. O'Quinn)
0:52.0,K. O'Quinn misses 2-pt shot from 19 ft,,73-71,,
0:50.0,,,73-71,,Defensive rebound by G. Antetokounmpo
0:37.0,,,73-74,3,K. Middleton makes 3-pt shot from 26 ft (assist by J. Terry)
0:17.0,R. Baker misses 2-pt shot from 2 ft,,73-74,,
0:16.0,,,73-74,,Defensive rebound by G. Monroe
0:14.0,Personal take foul by L. Thomas (drawn by G. Antetokounmpo),,73-74,,
0:14.0,,,73-75,1,G. Antetokounmpo makes free throw 1 of 2
0:14.0,,,73-76,1,G. Antetokounmpo makes free throw 2 of 2
0:14.0,,,73-75,,T. Snell enters the game for K. Middleton
0:14.0,D. Rose enters the game for L. Thomas,,73-75,,
0:14.0,J. Holiday enters the game for R. Baker,,73-75,,
0:03.0,C. Lee misses 3-pt shot from 27 ft,,73-76,,
0:00.0,,,73-76,,Defensive rebound by G. Antetokounmpo
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,Offensive foul by C. Anthony,,73-76,,
11:50.0,Turnover by C. Anthony (offensive foul),,73-76,,
11:38.0,,,73-78,2,M. Dellavedova makes 2-pt shot from 6 ft (assist by G. Antetokounmpo)
11:25.0,,,73-78,,Personal block foul by J. Terry (drawn by J. Holiday)
11:25.0,D. Rose enters the game for R. Baker,,73-78,,
11:16.0,W. Hernangomez misses 2-pt shot from 1 ft (block by G. Antetokounmpo),,73-78,,
11:13.0,,,73-78,,Defensive rebound by T. Snell
11:10.0,Shooting block foul by W. Hernangomez (drawn by G. Antetokounmpo),,73-78,,
11:10.0,,,73-78,,G. Antetokounmpo misses free throw 1 of 2
11:10.0,,,73-78,,Offensive rebound by Team
11:10.0,,,73-78,,G. Antetokounmpo misses free throw 2 of 2
11:09.0,Defensive rebound by W. Hernangomez,,73-78,,
10:47.0,D. Rose makes 2-pt shot from 20 ft,2,75-78,,
10:36.0,,,75-80,2,G. Antetokounmpo makes 2-pt shot from 1 ft
10:19.0,K. Porzingis misses 2-pt shot from 16 ft,,75-80,,
10:18.0,,,75-80,,Defensive rebound by G. Monroe
10:07.0,,,75-80,,M. Dellavedova misses 3-pt shot from 25 ft
10:06.0,Defensive rebound by W. Hernangomez,,75-80,,
9:55.0,J. Holiday makes 2-pt shot from 15 ft (assist by D. Rose),2,77-80,,
9:43.0,,,77-82,2,G. Antetokounmpo makes 2-pt shot at rim
9:23.0,D. Rose makes 2-pt shot from 18 ft,2,79-82,,
9:02.0,,,79-85,3,M. Dellavedova makes 3-pt shot from 26 ft (assist by G. Monroe)
8:45.0,,,79-85,,Personal foul by G. Antetokounmpo (drawn by K. Porzingis)
8:45.0,Official timeout,,79-85,,
8:40.0,K. Porzingis makes 2-pt shot from 19 ft (assist by D. Rose),2,81-85,,
8:19.0,,,81-85,,Turnover by M. Dellavedova (bad pass; steal by W. Hernangomez)
8:13.0,C. Anthony misses 2-pt shot from 19 ft,,81-85,,
8:12.0,,,81-85,,Defensive rebound by T. Snell
8:07.0,,,81-85,,Shooting foul by C. Anthony (drawn by G. Monroe)
8:07.0,,,81-85,,G. Monroe misses free throw 1 of 2
8:07.0,,,81-85,,Offensive rebound by Team
8:07.0,,,81-86,1,G. Monroe makes free throw 2 of 2
7:55.0,K. Porzingis misses 3-pt shot from 29 ft,,81-86,,
7:54.0,,,81-86,,Defensive rebound by J. Terry
7:51.0,,,81-88,2,G. Antetokounmpo makes 2-pt shot at rim (assist by J. Terry)
7:33.0,Turnover by J. Holiday (lost ball; steal by J. Terry),,81-88,,
7:29.0,,,81-90,2,G. Antetokounmpo makes 2-pt shot at rim (assist by J. Terry)
7:10.0,D. Rose makes 2-pt shot from 18 ft (assist by J. Holiday),2,83-90,,
6:51.0,,,83-93,3,M. Dellavedova makes 3-pt shot from 26 ft (assist by G. Antetokounmpo)
6:51.0,New York full timeout,,83-93,,
6:51.0,C. Lee enters the game for J. Holiday,,83-93,,
6:39.0,Turnover by D. Rose (bad pass; steal by T. Snell),,83-93,,
6:36.0,,,83-93,,T. Snell misses 2-pt shot from 1 ft
6:34.0,,,83-93,,Offensive rebound by Team
6:26.0,,,83-93,,M. Dellavedova misses 3-pt shot from 25 ft
6:24.0,Defensive rebound by C. Lee,,83-93,,
6:06.0,K. Porzingis misses 2-pt shot from 11 ft,,83-93,,
6:05.0,,,83-93,,Defensive rebound by G. Antetokounmpo
5:52.0,,,83-93,,G. Monroe misses 2-pt shot from 6 ft
5:50.0,,,83-93,,Offensive rebound by G. Antetokounmpo
5:50.0,,,83-93,,G. Antetokounmpo misses 2-pt shot from 2 ft
5:48.0,Defensive rebound by W. Hernangomez,,83-93,,
5:34.0,C. Lee misses 3-pt shot from 24 ft,,83-93,,
5:33.0,,,83-93,,Defensive rebound by G. Antetokounmpo
5:24.0,Shooting block foul by W. Hernangomez (drawn by G. Antetokounmpo),,83-93,,
5:24.0,,,83-94,1,G. Antetokounmpo makes free throw 1 of 2
5:24.0,,,83-94,,G. Antetokounmpo misses free throw 2 of 2
5:24.0,L. Thomas enters the game for K. Porzingis,,83-94,,
5:23.0,Defensive rebound by W. Hernangomez,,83-94,,
5:04.0,L. Thomas misses 3-pt shot from 24 ft,,83-94,,
5:03.0,Offensive rebound by W. Hernangomez,,83-94,,
4:54.0,D. Rose makes 2-pt shot from 17 ft,2,85-94,,
4:32.0,,,85-94,,Shooting foul by W. Hernangomez (drawn by T. Snell)
4:32.0,,,85-95,1,T. Snell makes free throw 1 of 2
4:32.0,,,85-96,1,T. Snell makes free throw 2 of 2
4:32.0,K. Porzingis enters the game for W. Hernangomez,,85-94,,
4:17.0,L. Thomas misses 2-pt shot from 3 ft (block by G. Monroe),,85-96,,
4:14.0,,,85-96,,Defensive rebound by J. Terry
4:01.0,Personal foul by L. Thomas (drawn by G. Antetokounmpo),,85-96,,
4:01.0,,,85-97,1,G. Antetokounmpo makes free throw 1 of 2
4:01.0,,,85-98,1,G. Antetokounmpo makes free throw 2 of 2
3:40.0,C. Lee misses 3-pt shot from 23 ft,,85-98,,
3:39.0,,,85-98,,Defensive rebound by Team
3:16.0,,,85-100,2,G. Monroe makes 2-pt shot from 1 ft (assist by T. Snell)
3:16.0,New York full timeout,,85-100,,
3:06.0,C. Anthony misses 3-pt shot from 26 ft,,85-100,,
3:05.0,,,85-100,,Defensive rebound by G. Monroe
