time,Houston,pts.away,score,pts.home,San Antonio
5:17.0,,,16-24,1,K. Leonard makes free throw 2 of 2
5:17.0,,,16-23,,D. Green enters the game for P. Mills
4:54.0,L. Williams misses 2-pt shot from 18 ft,,16-24,,
4:54.0,Offensive rebound by Team,,16-24,,
4:54.0,,,16-24,,Loose ball foul by D. Green (drawn by R. Anderson)
4:35.0,J. Harden makes 3-pt shot from 26 ft,3,19-24,,
4:15.0,,,19-24,,J. Simmons misses 3-pt shot from 26 ft
4:13.0,Defensive rebound by Team,,19-24,,
4:13.0,,,19-24,,Loose ball foul by D. Lee (drawn by T. Ariza)
4:13.0,E. Gordon enters the game for P. Beverley,,19-24,,
3:51.0,J. Harden makes 3-pt shot from 26 ft,3,22-24,,
3:35.0,,,22-24,,K. Leonard misses 3-pt shot from 25 ft
3:34.0,Defensive rebound by J. Harden,,22-24,,
3:22.0,,,22-24,,Personal foul by J. Simmons (drawn by E. Gordon)
3:22.0,E. Gordon misses free throw 1 of 2,,22-24,,
3:22.0,Offensive rebound by Team,,22-24,,
3:22.0,E. Gordon misses free throw 2 of 2,,22-24,,
3:22.0,,,22-24,,L. Aldridge enters the game for D. Lee
3:22.0,,,22-24,,P. Mills enters the game for K. Leonard
3:21.0,,,22-24,,Defensive rebound by D. Green
3:08.0,,,22-26,2,P. Mills makes 2-pt shot from 19 ft
2:50.0,T. Ariza makes 3-pt shot from 23 ft (assist by L. Williams),3,25-26,,
2:25.0,,,25-26,,L. Aldridge misses 2-pt shot from 12 ft
2:24.0,Defensive rebound by T. Ariza,,25-26,,
2:09.0,L. Williams makes 2-pt shot from 1 ft (assist by J. Harden),2,27-26,,
1:56.0,Houston full timeout,,27-26,,
1:56.0,,,27-26,,K. Anderson enters the game for D. Green
1:50.0,,,27-28,2,J. Simmons makes 2-pt shot from 4 ft (assist by K. Anderson)
1:32.0,T. Ariza misses 2-pt shot from 2 ft,,27-28,,
1:32.0,,,27-28,,Defensive rebound by J. Simmons
1:25.0,,,27-28,,Shooting foul by J. Harden (drawn by J. Simmons)
1:25.0,,,27-30,2,J. Simmons makes 2-pt shot at rim
1:25.0,,,27-30,,J. Simmons misses free throw 1 of 1
1:24.0,Defensive rebound by J. Harden,,27-30,,
1:16.0,J. Harden makes 2-pt shot from 1 ft,2,29-30,,
0:57.0,,,29-30,,M. Ginobili misses 2-pt shot from 1 ft
0:57.0,Defensive rebound by J. Harden,,29-30,,
0:48.0,L. Williams misses 2-pt shot from 3 ft,,29-30,,
0:48.0,Offensive rebound by Team,,29-30,,
0:45.0,Shooting foul by K. Anderson (drawn by R. Anderson),,29-30,,
0:45.0,R. Anderson misses free throw 1 of 2,,29-30,,
0:45.0,Offensive rebound by Team,,29-30,,
0:45.0,R. Anderson misses free throw 2 of 2,,29-30,,
0:45.0,,,29-30,,K. Leonard enters the game for K. Anderson
0:44.0,,,29-30,,Defensive rebound by K. Leonard
0:34.0,,,29-32,2,M. Ginobili makes 2-pt shot from 1 ft
0:31.0,Offensive foul by J. Harden,,29-32,,
0:31.0,Turnover by J. Harden (offensive foul),,29-32,,
0:31.0,P. Beverley enters the game for J. Harden,,29-32,,
0:19.0,,,29-32,,K. Leonard misses 2-pt shot from 2 ft
0:18.0,Defensive rebound by T. Ariza,,29-32,,
0:00.0,L. Williams misses 3-pt shot from 27 ft,,29-32,,
0:00.0,,,29-32,,Defensive rebound by L. Aldridge
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:35.0,L. Williams misses 3-pt shot from 25 ft,,29-32,,
11:34.0,Offensive rebound by P. Beverley,,29-32,,
11:15.0,C. Capela misses 2-pt shot from 6 ft,,29-32,,
11:14.0,,,29-32,,Defensive rebound by P. Gasol
11:03.0,Personal block foul by P. Beverley (drawn by K. Leonard),,29-32,,
10:52.0,,,29-35,3,P. Mills makes 3-pt shot from 23 ft (assist by P. Gasol)
10:33.0,R. Anderson makes 2-pt shot from 13 ft (assist by E. Gordon),2,31-35,,
10:16.0,,,31-35,,P. Gasol misses 2-pt shot from 18 ft
10:13.0,Defensive rebound by C. Capela,,31-35,,
10:03.0,Shooting foul by K. Anderson (drawn by P. Beverley),,31-35,,
10:03.0,P. Beverley makes free throw 1 of 2,1,32-35,,
10:03.0,P. Beverley makes free throw 2 of 2,1,33-35,,
10:03.0,,,32-35,,D. Green enters the game for P. Mills
9:46.0,,,33-35,,J. Simmons misses 2-pt shot from 1 ft
9:45.0,Defensive rebound by C. Capela,,33-35,,
9:38.0,Turnover by P. Beverley (lost ball; steal by J. Simmons),,33-35,,
9:33.0,,,33-35,,K. Leonard misses 2-pt shot at rim
9:33.0,Defensive rebound by R. Anderson,,33-35,,
9:23.0,C. Capela makes 2-pt shot from 1 ft (assist by L. Williams),2,35-35,,
9:22.0,,,35-35,,San Antonio full timeout
9:00.0,,,35-38,3,D. Green makes 3-pt shot from 25 ft (assist by K. Anderson)
8:42.0,L. Williams makes 2-pt shot from 1 ft,2,37-38,,
8:30.0,,,37-38,,K. Leonard misses 3-pt shot from 25 ft
8:30.0,Defensive rebound by R. Anderson,,37-38,,
8:16.0,E. Gordon makes 2-pt shot from 7 ft,2,39-38,,
8:02.0,,,39-40,2,K. Leonard makes 2-pt shot from 10 ft
8:02.0,,,39-40,,Shooting foul by E. Gordon (drawn by K. Leonard)
8:02.0,,,39-41,1,K. Leonard makes free throw 1 of 1
8:02.0,,,39-40,,D. Lee enters the game for J. Simmons
7:42.0,C. Capela misses 2-pt shot from 2 ft (block by K. Leonard),,39-41,,
7:41.0,,,39-41,,Defensive rebound by K. Leonard
7:20.0,,,39-41,,K. Leonard misses 2-pt shot from 1 ft (block by C. Capela)
7:18.0,Defensive rebound by R. Anderson,,39-41,,
7:14.0,R. Anderson makes 3-pt shot from 26 ft,3,42-41,,
6:58.0,J. Harden enters the game for P. Beverley,,42-41,,
6:58.0,,,42-41,,L. Aldridge enters the game for P. Gasol
6:51.0,,,42-43,2,D. Lee makes 2-pt shot from 1 ft (assist by K. Anderson)
6:28.0,Offensive charge foul by E. Gordon,,42-43,,
6:28.0,Turnover by E. Gordon (offensive foul),,42-43,,
6:28.0,,,42-43,,M. Ginobili enters the game for K. Anderson
6:28.0,T. Ariza enters the game for E. Gordon,,42-43,,
6:12.0,,,42-43,,D. Lee misses 2-pt shot at rim (block by C. Capela)
6:11.0,Defensive rebound by J. Harden,,42-43,,
6:04.0,J. Harden makes 2-pt shot from 1 ft,2,44-43,,
5:46.0,,,44-45,2,K. Leonard makes 2-pt shot from 14 ft
5:23.0,Turnover by J. Harden (bad pass),,44-45,,
5:23.0,Official timeout,,44-45,,
5:23.0,P. Beverley enters the game for L. Williams,,44-45,,
5:23.0,,,44-45,,P. Mills enters the game for K. Leonard
5:09.0,,,44-45,,L. Aldridge misses 2-pt shot from 10 ft
5:07.0,,,44-45,,Offensive rebound by D. Lee
5:07.0,,,44-47,2,D. Lee makes 2-pt shot from 1 ft
4:54.0,J. Harden makes 2-pt shot from 1 ft,2,46-47,,
4:40.0,,,46-47,,M. Ginobili misses 2-pt shot from 2 ft (block by T. Ariza)
4:39.0,,,46-47,,Offensive rebound by Team
4:36.0,,,46-47,,Shooting foul by T. Ariza (drawn by M. Ginobili)
4:36.0,,,46-47,,M. Ginobili misses free throw 1 of 2
4:36.0,,,46-47,,Offensive rebound by Team
4:36.0,,,46-48,1,M. Ginobili makes free throw 2 of 2
4:36.0,,,46-47,,K. Leonard enters the game for D. Green
4:17.0,J. Harden misses 3-pt shot from 24 ft,,46-48,,
4:15.0,Offensive rebound by P. Beverley,,46-48,,
4:11.0,R. Anderson makes 2-pt shot from 2 ft (assist by P. Beverley),2,48-48,,
3:57.0,,,48-50,2,L. Aldridge makes 2-pt shot from 7 ft
3:47.0,E. Gordon enters the game for C. Capela,,48-50,,
3:47.0,,,48-50,,D. Green enters the game for D. Lee
3:31.0,J. Harden makes 2-pt shot from 2 ft,2,50-50,,
3:19.0,,,50-50,,D. Green misses 2-pt shot from 5 ft
3:19.0,,,50-50,,Offensive rebound by L. Aldridge
3:19.0,,,50-52,2,L. Aldridge makes 2-pt shot from 2 ft
3:19.0,,,50-52,,Shooting foul by P. Beverley (drawn by L. Aldridge)
3:19.0,,,50-52,,L. Aldridge misses free throw 1 of 1
3:19.0,Defensive rebound by T. Ariza,,50-52,,
3:06.0,P. Beverley makes 3-pt shot from 25 ft (assist by J. Harden),3,53-52,,
2:51.0,,,53-52,,P. Mills misses 2-pt shot from 20 ft
2:49.0,,,53-52,,Offensive rebound by L. Aldridge
2:47.0,,,53-52,,L. Aldridge misses 2-pt shot from 2 ft
2:46.0,Defensive rebound by J. Harden,,53-52,,
2:43.0,Shooting foul by D. Green (drawn by J. Harden),,53-52,,
2:43.0,Houston full timeout,,53-52,,
2:43.0,J. Harden makes free throw 1 of 2,1,54-52,,
2:43.0,J. Harden makes free throw 2 of 2,1,55-52,,
2:29.0,,,55-52,,Turnover by K. Leonard (bad pass; steal by T. Ariza)
2:21.0,Houston full timeout,,55-52,,
2:21.0,,,55-52,,J. Simmons enters the game for D. Green
2:11.0,J. Harden misses 3-pt shot from 25 ft,,55-52,,
2:10.0,,,55-52,,Defensive rebound by M. Ginobili
2:02.0,,,55-54,2,M. Ginobili makes 2-pt shot at rim (assist by J. Simmons)
1:47.0,Shooting foul by J. Simmons (drawn by R. Anderson),,55-54,,
1:47.0,R. Anderson makes free throw 1 of 2,1,56-54,,
1:47.0,R. Anderson makes free throw 2 of 2,1,57-54,,
1:33.0,Personal foul by R. Anderson (drawn by L. Aldridge),,57-54,,
1:33.0,,,57-55,1,L. Aldridge makes free throw 1 of 2
1:33.0,,,57-56,1,L. Aldridge makes free throw 2 of 2
1:12.0,J. Harden misses 3-pt shot from 25 ft,,57-56,,
1:11.0,,,57-56,,Defensive rebound by M. Ginobili
1:04.0,,,57-56,,M. Ginobili misses 2-pt shot from 1 ft
1:03.0,,,57-56,,Offensive rebound by L. Aldridge
0:50.0,,,57-56,,J. Simmons misses 2-pt shot from 19 ft
0:48.0,Defensive rebound by J. Harden,,57-56,,
0:41.0,E. Gordon misses 3-pt shot from 26 ft,,57-56,,
0:39.0,Offensive rebound by Team,,57-56,,
0:39.0,C. Capela enters the game for R. Anderson,,57-56,,
0:34.0,C. Capela makes 2-pt shot from 2 ft (assist by J. Harden),2,59-56,,
0:15.0,,,59-56,,J. Simmons misses 2-pt shot from 1 ft (block by C. Capela)
0:14.0,,,59-56,,Offensive rebound by Team
0:14.0,,,59-56,,San Antonio full timeout
0:14.0,,,59-56,,D. Green enters the game for J. Simmons
0:12.0,,,59-58,2,K. Leonard makes 2-pt shot from 1 ft (assist by M. Ginobili)
0:04.0,,,59-58,,Personal foul by L. Aldridge (drawn by C. Capela)
0:04.0,C. Capela makes free throw 1 of 2,1,60-58,,
0:04.0,C. Capela misses free throw 2 of 2,,60-58,,
0:01.0,,,60-58,,Defensive rebound by K. Leonard
0:00.0,,,60-58,,M. Ginobili misses 3-pt shot from 44 ft
0:00.0,,,60-58,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,T. Ariza misses 3-pt shot from 25 ft,,60-58,,
11:46.0,,,60-58,,Defensive rebound by K. Leonard
11:26.0,,,60-58,,L. Aldridge misses 3-pt shot from 23 ft
11:25.0,,,60-58,,Offensive rebound by K. Leonard
11:21.0,,,60-58,,P. Mills misses 3-pt shot from 25 ft
11:20.0,Defensive rebound by T. Ariza,,60-58,,
11:12.0,J. Harden makes 3-pt shot from 26 ft,3,63-58,,
10:56.0,,,63-58,,K. Leonard misses 3-pt shot from 24 ft
10:55.0,Defensive rebound by C. Capela,,63-58,,
10:45.0,E. Gordon misses 3-pt shot from 25 ft,,63-58,,
10:43.0,Offensive rebound by C. Capela,,63-58,,
10:39.0,J. Harden misses 3-pt shot from 25 ft,,63-58,,
10:39.0,,,63-58,,Defensive rebound by L. Aldridge
10:30.0,,,63-58,,K. Leonard misses 2-pt shot from 21 ft
10:29.0,Defensive rebound by T. Ariza,,63-58,,
10:21.0,E. Gordon misses 2-pt shot from 2 ft (block by P. Gasol),,63-58,,
10:21.0,Offensive rebound by E. Gordon,,63-58,,
10:21.0,Turnover by E. Gordon (step out of bounds),,63-58,,
10:06.0,,,63-58,,L. Aldridge misses 2-pt shot from 13 ft
10:04.0,Defensive rebound by T. Ariza,,63-58,,
9:57.0,P. Beverley misses 3-pt shot from 24 ft,,63-58,,
9:57.0,Offensive rebound by Team,,63-58,,
9:50.0,T. Ariza misses 2-pt shot from 3 ft,,63-58,,
9:50.0,Offensive rebound by J. Harden,,63-58,,
9:46.0,C. Capela makes 2-pt shot from 2 ft (assist by J. Harden),2,65-58,,
9:46.0,,,65-58,,San Antonio full timeout
9:26.0,,,65-58,,Turnover by P. Mills (bad pass)
9:05.0,C. Capela misses 2-pt shot from 2 ft (block by K. Leonard),,65-58,,
9:03.0,,,65-58,,Defensive rebound by L. Aldridge
8:56.0,,,65-60,2,K. Leonard makes 2-pt shot at rim
8:34.0,E. Gordon misses 2-pt shot from 6 ft,,65-60,,
8:34.0,Offensive rebound by C. Capela,,65-60,,
8:31.0,C. Capela makes 2-pt shot at rim,2,67-60,,
8:24.0,,,67-63,3,P. Mills makes 3-pt shot from 25 ft
7:56.0,P. Beverley makes 3-pt shot from 23 ft (assist by E. Gordon),3,70-63,,
7:36.0,,,70-63,,K. Leonard misses 2-pt shot from 9 ft
7:35.0,,,70-63,,Offensive rebound by Team
7:26.0,,,70-63,,K. Leonard misses 2-pt shot from 10 ft
7:24.0,Defensive rebound by T. Ariza,,70-63,,
7:16.0,E. Gordon makes 2-pt shot from 1 ft,2,72-63,,
7:03.0,,,72-63,,P. Mills misses 3-pt shot from 25 ft
7:01.0,,,72-63,,Offensive rebound by K. Leonard
7:01.0,,,72-65,2,K. Leonard makes 2-pt shot from 1 ft
7:01.0,,,72-65,,Shooting foul by C. Capela (drawn by K. Leonard)
7:01.0,,,72-66,1,K. Leonard makes free throw 1 of 1
6:40.0,E. Gordon misses 2-pt shot from 23 ft,,72-66,,
6:39.0,,,72-66,,Defensive rebound by K. Leonard
6:36.0,,,72-66,,Shooting foul by P. Beverley (drawn by K. Leonard)
6:36.0,,,72-66,,K. Leonard misses free throw 1 of 2
6:36.0,,,72-66,,Offensive rebound by Team
6:36.0,,,72-67,1,K. Leonard makes free throw 2 of 2
6:25.0,Turnover by J. Harden (lost ball; steal by K. Leonard),,72-67,,
6:22.0,,,72-67,,Turnover by Team (back court)
6:22.0,L. Williams enters the game for P. Beverley,,72-67,,
6:22.0,,,72-67,,J. Simmons enters the game for P. Gasol
6:22.0,R. Anderson enters the game for C. Capela,,72-67,,
6:12.0,T. Ariza makes 3-pt shot from 24 ft (assist by J. Harden),3,75-67,,
5:53.0,,,75-69,2,J. Simmons makes 2-pt shot from 1 ft (assist by L. Aldridge)
5:43.0,Turnover by J. Harden (bad pass; steal by P. Mills),,75-69,,
5:37.0,,,75-71,2,J. Simmons makes 2-pt shot at rim (assist by D. Green)
5:37.0,Houston full timeout,,75-71,,
5:37.0,,,75-71,,M. Ginobili enters the game for D. Green
5:21.0,R. Anderson makes 2-pt shot at rim (assist by L. Williams),2,77-71,,
5:06.0,,,77-73,2,L. Aldridge makes 2-pt shot from 6 ft
4:45.0,R. Anderson misses 3-pt shot from 26 ft,,77-73,,
4:45.0,,,77-73,,Defensive rebound by L. Aldridge
4:39.0,,,77-73,,Offensive charge foul by K. Leonard
4:39.0,,,77-73,,Turnover by K. Leonard (offensive foul)
4:17.0,E. Gordon misses 2-pt shot at rim,,77-73,,
4:16.0,Offensive rebound by R. Anderson,,77-73,,
4:15.0,R. Anderson misses 2-pt shot from 1 ft,,77-73,,
4:14.0,Offensive rebound by R. Anderson,,77-73,,
4:14.0,R. Anderson makes 2-pt shot from 1 ft,2,79-73,,
3:51.0,,,79-75,2,P. Mills makes 2-pt shot from 1 ft
3:34.0,T. Ariza misses 3-pt shot from 26 ft,,79-75,,
3:33.0,,,79-75,,Defensive rebound by K. Leonard
3:24.0,,,79-75,,J. Simmons misses 2-pt shot from 1 ft
3:23.0,Defensive rebound by R. Anderson,,79-75,,
3:20.0,,,79-75,,Personal foul by M. Ginobili (drawn by J. Harden)
3:20.0,P. Beverley enters the game for E. Gordon,,79-75,,
3:20.0,,,79-75,,D. Lee enters the game for L. Aldridge
3:15.0,Offensive charge foul by R. Anderson,,79-75,,
3:15.0,Turnover by R. Anderson (offensive foul),,79-75,,
3:15.0,,,79-75,,D. Green enters the game for P. Mills
3:02.0,,,79-77,2,M. Ginobili makes 2-pt shot from 2 ft
2:37.0,J. Harden misses 3-pt shot from 26 ft,,79-77,,
2:36.0,,,79-77,,Defensive rebound by D. Lee
2:27.0,,,79-77,,D. Green misses 2-pt shot from 1 ft
2:24.0,,,79-77,,Offensive rebound by D. Green
2:23.0,,,79-77,,Turnover by D. Green (bad pass; steal by L. Williams)
2:16.0,R. Anderson makes 3-pt shot from 25 ft (assist by J. Harden),3,82-77,,
2:01.0,,,82-77,,K. Leonard misses 2-pt shot from 4 ft
1:59.0,,,82-77,,Offensive rebound by K. Leonard
1:59.0,,,82-79,2,K. Leonard makes 2-pt shot from 1 ft
1:37.0,R. Anderson misses 3-pt shot from 27 ft,,82-79,,
1:36.0,,,82-79,,Defensive rebound by K. Leonard
1:14.0,,,82-81,2,D. Lee makes 2-pt shot at rim (assist by J. Simmons)
1:02.0,J. Harden misses 2-pt shot at rim (block by D. Lee),,82-81,,
1:02.0,Offensive rebound by Team,,82-81,,
0:54.0,P. Beverley makes 3-pt shot from 24 ft (assist by L. Williams),3,85-81,,
0:38.0,,,85-81,,J. Simmons misses 3-pt shot from 25 ft
0:37.0,,,85-81,,Offensive rebound by M. Ginobili
0:28.0,,,85-83,2,K. Leonard makes 2-pt shot from 1 ft (assist by D. Green)
0:04.0,Turnover by Team (shot clock),,85-83,,
0:04.0,,,85-83,,P. Mills enters the game for D. Lee
0:04.0,C. Capela enters the game for R. Anderson,,85-83,,
0:01.0,,,85-86,3,D. Green makes 3-pt shot from 25 ft (assist by M. Ginobili)
0:00.0,C. Capela misses 3-pt shot from 69 ft,,85-86,,
0:00.0,Offensive rebound by Team,,85-86,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,,,85-89,3,M. Ginobili makes 3-pt shot from 26 ft (assist by P. Mills)
11:26.0,L. Williams misses 3-pt shot from 26 ft,,85-89,,
11:25.0,,,85-89,,Defensive rebound by D. Lee
11:18.0,,,85-89,,P. Mills misses 3-pt shot from 25 ft
11:16.0,Defensive rebound by P. Beverley,,85-89,,
11:10.0,,,85-89,,Personal foul by D. Lee (drawn by C. Capela)
11:10.0,,,85-89,,P. Gasol enters the game for D. Lee
10:57.0,E. Gordon makes 2-pt shot from 9 ft (assist by C. Capela),2,87-89,,
10:27.0,,,87-89,,P. Gasol misses 2-pt shot from 14 ft
10:25.0,Defensive rebound by P. Beverley,,87-89,,
10:14.0,L. Williams misses 3-pt shot from 24 ft,,87-89,,
10:14.0,,,87-89,,Defensive rebound by M. Ginobili
9:55.0,,,87-91,2,L. Aldridge makes 2-pt shot from 14 ft (assist by P. Mills)
9:36.0,P. Beverley misses 2-pt shot from 21 ft,,87-91,,
9:35.0,,,87-91,,Defensive rebound by M. Ginobili
9:26.0,,,87-91,,J. Simmons misses 3-pt shot from 23 ft
9:25.0,Defensive rebound by E. Gordon,,87-91,,
9:20.0,,,87-91,,Personal block foul by M. Ginobili (drawn by E. Gordon)
9:10.0,Shooting foul by P. Gasol (drawn by E. Gordon),,87-91,,
9:10.0,E. Gordon makes free throw 1 of 2,1,88-91,,
9:10.0,,,88-91,,San Antonio full timeout
9:10.0,E. Gordon makes free throw 2 of 2,1,89-91,,
9:10.0,,,88-91,,D. Green enters the game for J. Simmons
8:51.0,,,89-91,,P. Mills misses 3-pt shot from 25 ft
8:49.0,Defensive rebound by C. Capela,,89-91,,
8:29.0,P. Beverley misses 2-pt shot from 8 ft,,89-91,,
8:28.0,,,89-91,,Defensive rebound by P. Gasol
8:16.0,,,89-91,,L. Aldridge misses 2-pt shot from 13 ft
8:16.0,,,89-91,,Offensive rebound by Team
8:16.0,Loose ball foul by R. Anderson (drawn by P. Gasol),,89-91,,
8:16.0,,,89-91,,K. Leonard enters the game for M. Ginobili
7:58.0,,,89-91,,P. Mills misses 3-pt shot from 24 ft
7:58.0,,,89-91,,Offensive rebound by L. Aldridge
7:56.0,Personal foul by P. Beverley (drawn by L. Aldridge),,89-91,,
7:56.0,J. Harden enters the game for P. Beverley,,89-91,,
7:42.0,,,89-91,,Turnover by P. Gasol (lost ball; steal by C. Capela)
7:21.0,Shooting foul by L. Aldridge (drawn by J. Harden),,89-91,,
7:21.0,J. Harden makes free throw 1 of 2,1,90-91,,
7:21.0,J. Harden misses free throw 2 of 2,,90-91,,
7:21.0,,,90-91,,J. Simmons enters the game for P. Gasol
7:19.0,,,90-91,,Defensive rebound by K. Leonard
7:02.0,,,90-91,,K. Leonard misses 2-pt shot from 16 ft
7:01.0,Defensive rebound by L. Williams,,90-91,,
6:50.0,J. Harden makes 2-pt shot from 7 ft,2,92-91,,
6:31.0,,,92-91,,L. Aldridge misses 2-pt shot from 9 ft
6:30.0,Defensive rebound by C. Capela,,92-91,,
6:23.0,R. Anderson misses 3-pt shot from 24 ft,,92-91,,
6:22.0,,,92-91,,Defensive rebound by D. Green
6:03.0,,,92-91,,L. Aldridge misses 2-pt shot from 2 ft
6:03.0,Defensive rebound by E. Gordon,,92-91,,
5:57.0,L. Williams makes 2-pt shot at rim (assist by J. Harden),2,94-91,,
5:45.0,,,94-91,,J. Simmons misses 3-pt shot from 24 ft
5:44.0,,,94-91,,Offensive rebound by L. Aldridge
5:40.0,,,94-91,,D. Green misses 3-pt shot from 24 ft
5:40.0,Defensive rebound by E. Gordon,,94-91,,
5:34.0,L. Williams misses 3-pt shot from 24 ft,,94-91,,
5:32.0,,,94-91,,Defensive rebound by K. Leonard
5:18.0,,,94-91,,K. Leonard misses 2-pt shot from 9 ft
5:17.0,Defensive rebound by C. Capela,,94-91,,
4:57.0,Turnover by L. Williams (bad pass),,94-91,,
4:57.0,Official timeout,,94-91,,
4:57.0,,,94-91,,M. Ginobili enters the game for K. Leonard
4:57.0,T. Ariza enters the game for R. Anderson,,94-91,,
4:57.0,P. Beverley enters the game for L. Williams,,94-91,,
4:38.0,,,94-91,,L. Aldridge misses 2-pt shot from 7 ft
4:37.0,Defensive rebound by C. Capela,,94-91,,
4:25.0,T. Ariza misses 3-pt shot from 24 ft,,94-91,,
4:24.0,,,94-91,,Defensive rebound by Team
4:24.0,Loose ball foul by C. Capela (drawn by L. Aldridge),,94-91,,
4:10.0,,,94-91,,D. Green misses 3-pt shot from 24 ft
4:09.0,,,94-91,,Offensive rebound by L. Aldridge
4:04.0,,,94-91,,M. Ginobili misses 3-pt shot from 25 ft
4:04.0,,,94-91,,Offensive rebound by L. Aldridge
4:03.0,,,94-93,2,L. Aldridge makes 2-pt shot from 1 ft
3:37.0,J. Harden misses 3-pt shot from 24 ft,,94-93,,
3:36.0,,,94-93,,Defensive rebound by M. Ginobili
3:26.0,,,94-93,,P. Mills misses 3-pt shot from 24 ft
3:25.0,Defensive rebound by C. Capela,,94-93,,
3:14.0,J. Harden makes 2-pt shot at rim,2,96-93,,
