time,Portland,pts.away,score,pts.home,Golden State
3:43.0,C. McCollum makes 3-pt shot from 27 ft (assist by A. Aminu),3,26-24,,
3:33.0,,,26-24,,Shooting foul by E. Turner (drawn by S. Curry)
3:33.0,,,26-25,1,S. Curry makes free throw 1 of 2
3:33.0,,,26-26,1,S. Curry makes free throw 2 of 2
3:33.0,N. Vonleh enters the game for A. Aminu,,26-25,,
3:20.0,,,26-26,,Personal foul by P. McCaw (drawn by M. Leonard)
3:20.0,M. Leonard makes free throw 1 of 2,1,27-26,,
3:20.0,M. Leonard makes free throw 2 of 2,1,28-26,,
3:20.0,,,27-26,,K. Durant enters the game for J. McGee
3:10.0,,,28-26,,Turnover by S. Curry (lost ball)
3:10.0,Portland full timeout,,28-26,,
3:10.0,,,28-26,,I. Clark enters the game for P. McCaw
2:56.0,C. McCollum misses 2-pt shot from 20 ft,,28-26,,
2:55.0,,,28-26,,Defensive rebound by S. Curry
2:50.0,,,28-26,,Shooting foul by E. Turner (drawn by K. Durant)
2:50.0,,,28-28,2,K. Durant makes 2-pt shot from 2 ft (assist by S. Curry)
2:50.0,,,28-29,1,K. Durant makes free throw 1 of 1
2:33.0,C. McCollum misses 2-pt shot from 1 ft (block by K. Durant),,28-29,,
2:31.0,Offensive rebound by N. Vonleh,,28-29,,
2:30.0,N. Vonleh misses 2-pt shot from 1 ft (block by K. Durant),,28-29,,
2:28.0,,,28-29,,Defensive rebound by A. Iguodala
2:25.0,,,28-32,3,K. Durant makes 3-pt shot from 25 ft (assist by A. Iguodala)
2:13.0,C. McCollum makes 2-pt shot from 21 ft,2,30-32,,
1:58.0,,,30-35,3,A. Iguodala makes 3-pt shot from 27 ft (assist by D. Green)
1:40.0,E. Turner misses 2-pt shot from 14 ft,,30-35,,
1:39.0,,,30-35,,Defensive rebound by K. Durant
1:21.0,,,30-38,3,I. Clark makes 3-pt shot from 23 ft (assist by S. Curry)
1:03.0,Offensive foul by C. McCollum,,30-38,,
1:03.0,Turnover by C. McCollum (offensive foul),,30-38,,
0:56.0,,,30-38,,S. Curry misses 3-pt shot from 27 ft
0:54.0,Defensive rebound by N. Vonleh,,30-38,,
0:39.0,N. Vonleh misses 2-pt shot from 3 ft,,30-38,,
0:39.0,Offensive rebound by N. Vonleh,,30-38,,
0:39.0,N. Vonleh makes 2-pt shot from 3 ft,2,32-38,,
0:30.0,,,32-40,2,I. Clark makes 2-pt shot from 18 ft (assist by D. Green)
0:13.0,C. McCollum misses 2-pt shot from 13 ft,,32-40,,
0:11.0,Offensive rebound by C. McCollum,,32-40,,
0:02.0,C. McCollum makes 2-pt shot at rim,2,34-40,,
0:01.0,,,34-40,,S. Curry misses 3-pt shot from 72 ft
0:00.0,,,34-40,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:36.0,,,34-42,2,D. West makes 2-pt shot from 2 ft (assist by A. Iguodala)
11:14.0,E. Turner misses 2-pt shot from 8 ft,,34-42,,
11:13.0,,,34-42,,Defensive rebound by K. Thompson
11:02.0,,,34-42,,Turnover by K. Thompson (bad pass; steal by S. Napier)
10:52.0,M. Leonard misses 2-pt shot from 17 ft,,34-42,,
10:51.0,,,34-42,,Defensive rebound by K. Durant
10:46.0,,,34-42,,Shooting foul by M. Leonard (drawn by K. Durant)
10:46.0,,,34-43,1,K. Durant makes free throw 1 of 2
10:46.0,,,34-44,1,K. Durant makes free throw 2 of 2
10:46.0,M. Harkless enters the game for M. Leonard,,34-43,,
10:32.0,A. Crabbe misses 2-pt shot from 8 ft,,34-44,,
10:31.0,,,34-44,,Defensive rebound by D. West
10:25.0,,,34-44,,K. Durant misses 3-pt shot from 26 ft
10:23.0,Defensive rebound by N. Vonleh,,34-44,,
10:05.0,S. Napier misses 2-pt shot from 2 ft,,34-44,,
10:03.0,,,34-44,,Defensive rebound by D. West
9:54.0,,,34-44,,Turnover by S. Livingston (bad pass; steal by S. Napier)
9:49.0,M. Harkless makes 2-pt shot from 2 ft (assist by S. Napier),2,36-44,,
9:29.0,,,36-46,2,S. Livingston makes 2-pt shot from 9 ft
9:29.0,,,36-46,,Shooting foul by A. Crabbe (drawn by S. Livingston)
9:29.0,,,36-47,1,S. Livingston makes free throw 1 of 1
9:13.0,M. Harkless misses 3-pt shot from 25 ft,,36-47,,
9:12.0,,,36-47,,Defensive rebound by S. Livingston
9:06.0,Personal foul by S. Napier (drawn by S. Livingston),,36-47,,
8:57.0,,,36-49,2,K. Durant makes 2-pt shot from 5 ft (assist by D. West)
8:55.0,Portland full timeout,,36-49,,
8:55.0,M. Plumlee enters the game for N. Vonleh,,36-49,,
8:44.0,E. Turner makes 2-pt shot from 5 ft,2,38-49,,
8:29.0,,,38-49,,Turnover by D. West (lost ball; steal by M. Plumlee)
8:21.0,S. Napier makes 3-pt shot from 26 ft (assist by A. Crabbe),3,41-49,,
8:07.0,,,41-51,2,K. Thompson makes 2-pt shot from 9 ft (assist by A. Iguodala)
7:52.0,A. Crabbe misses 2-pt shot from 17 ft,,41-51,,
7:51.0,,,41-51,,Defensive rebound by K. Thompson
7:38.0,,,41-51,,K. Thompson misses 2-pt shot from 18 ft
7:37.0,Defensive rebound by Team,,41-51,,
7:36.0,,,41-51,,I. Clark enters the game for A. Iguodala
7:18.0,M. Harkless misses 2-pt shot from 1 ft,,41-51,,
7:17.0,,,41-51,,Defensive rebound by S. Livingston
7:09.0,,,41-51,,I. Clark misses 2-pt shot from 9 ft (block by M. Harkless)
7:09.0,,,41-51,,Offensive rebound by Team
7:09.0,,,41-51,,D. Green enters the game for K. Durant
7:09.0,C. McCollum enters the game for S. Napier,,41-51,,
7:05.0,,,41-51,,K. Thompson misses 2-pt shot from 5 ft
7:04.0,Defensive rebound by C. McCollum,,41-51,,
6:44.0,Shooting foul by D. West (drawn by A. Crabbe),,41-51,,
6:44.0,A. Crabbe makes free throw 1 of 3,1,42-51,,
6:44.0,A. Crabbe makes free throw 2 of 3,1,43-51,,
6:44.0,A. Crabbe makes free throw 3 of 3,1,44-51,,
6:44.0,,,43-51,,Z. Pachulia enters the game for D. West
6:23.0,,,44-51,,S. Livingston misses 2-pt shot from 14 ft
6:22.0,Defensive rebound by C. McCollum,,44-51,,
6:14.0,E. Turner misses 2-pt shot from 12 ft,,44-51,,
6:13.0,Offensive rebound by M. Harkless,,44-51,,
6:11.0,A. Crabbe misses 2-pt shot from 3 ft,,44-51,,
6:10.0,,,44-51,,Defensive rebound by D. Green
6:01.0,,,44-51,,D. Green misses 2-pt shot from 1 ft
5:59.0,,,44-51,,Offensive rebound by S. Livingston
5:47.0,Personal foul by M. Harkless (drawn by Z. Pachulia),,44-51,,
5:47.0,Official timeout,,44-51,,
5:47.0,A. Aminu enters the game for E. Turner,,44-51,,
5:47.0,,,44-51,,S. Curry enters the game for I. Clark
5:40.0,,,44-51,,K. Thompson misses 3-pt shot from 24 ft
5:39.0,Defensive rebound by A. Aminu,,44-51,,
5:30.0,M. Plumlee makes 2-pt shot from 6 ft (assist by C. McCollum),2,46-51,,
5:30.0,Shooting foul by D. Green (drawn by M. Plumlee),,46-51,,
5:30.0,M. Plumlee makes free throw 1 of 1,1,47-51,,
5:13.0,,,47-51,,Z. Pachulia misses 2-pt shot from 2 ft
5:10.0,Defensive rebound by A. Crabbe,,47-51,,
5:02.0,A. Crabbe misses 3-pt shot from 27 ft,,47-51,,
5:01.0,,,47-51,,Defensive rebound by D. Green
4:50.0,,,47-51,,K. Thompson misses 3-pt shot from 25 ft
4:49.0,,,47-51,,Offensive rebound by Z. Pachulia
4:34.0,,,47-51,,Shooting foul by M. Harkless (drawn by Z. Pachulia)
4:34.0,,,47-53,2,Z. Pachulia makes 2-pt shot from 1 ft (assist by S. Curry)
4:34.0,,,47-54,1,Z. Pachulia makes free throw 1 of 1
4:34.0,E. Turner enters the game for M. Harkless,,47-53,,
4:16.0,C. McCollum makes 2-pt shot from 16 ft,2,49-54,,
4:05.0,,,49-57,3,S. Curry makes 3-pt shot from 25 ft (assist by D. Green)
3:53.0,C. McCollum makes 3-pt shot from 27 ft,3,52-57,,
3:42.0,,,52-57,,S. Curry misses 2-pt shot from 20 ft
3:40.0,Defensive rebound by C. McCollum,,52-57,,
3:35.0,Shooting foul by D. Green (drawn by A. Aminu),,52-57,,
3:35.0,A. Aminu makes free throw 1 of 2,1,53-57,,
3:35.0,A. Aminu makes free throw 2 of 2,1,54-57,,
3:35.0,,,53-57,,A. Iguodala enters the game for Z. Pachulia
3:35.0,,,53-57,,K. Durant enters the game for S. Livingston
3:21.0,,,54-59,2,S. Curry makes 2-pt shot from 6 ft
3:12.0,,,54-59,,Personal foul by D. Green (drawn by A. Aminu)
3:05.0,C. McCollum makes 3-pt shot from 26 ft (assist by A. Crabbe),3,57-59,,
2:52.0,,,57-59,,S. Curry misses 2-pt shot from 10 ft (block by C. McCollum)
2:50.0,Defensive rebound by A. Aminu,,57-59,,
2:47.0,A. Crabbe makes 2-pt shot at rim (assist by A. Aminu),2,59-59,,
2:47.0,,,59-59,,Golden State full timeout
2:47.0,,,59-59,,Z. Pachulia enters the game for D. Green
2:32.0,,,59-59,,K. Durant misses 2-pt shot from 2 ft
2:30.0,Defensive rebound by C. McCollum,,59-59,,
2:25.0,C. McCollum makes 2-pt shot from 2 ft,2,61-59,,
2:13.0,,,61-59,,Turnover by S. Curry (bad pass; steal by M. Plumlee)
2:06.0,A. Crabbe makes 3-pt shot from 25 ft (assist by C. McCollum),3,64-59,,
2:06.0,,,64-59,,Golden State full timeout
1:58.0,,,64-61,2,K. Durant makes 2-pt shot from 1 ft (assist by A. Iguodala)
1:41.0,E. Turner makes 3-pt shot from 23 ft (assist by M. Plumlee),3,67-61,,
1:28.0,,,67-61,,Shooting foul by A. Aminu (drawn by K. Durant)
1:28.0,,,67-62,1,K. Durant makes free throw 1 of 2
1:28.0,,,67-63,1,K. Durant makes free throw 2 of 2
1:14.0,C. McCollum makes 2-pt shot from 18 ft,2,69-63,,
1:01.0,,,69-63,,S. Curry misses 3-pt shot from 27 ft (block by C. McCollum)
1:00.0,,,69-63,,Offensive rebound by S. Curry
1:00.0,,,69-63,,S. Curry misses 3-pt shot from 27 ft
0:58.0,Defensive rebound by E. Turner,,69-63,,
0:53.0,E. Turner makes 2-pt shot from 20 ft,2,71-63,,
0:35.0,Jump ball: K. Durant vs. E. Turner (A. Iguodala gains possession),,,,Jump ball: K. Durant vs. E. Turner (A. Iguodala gains possession)
0:31.0,,,71-63,,Shooting foul by E. Turner (drawn by K. Durant)
0:31.0,,,71-66,3,K. Durant makes 3-pt shot from 25 ft (assist by A. Iguodala)
0:31.0,,,71-67,1,K. Durant makes free throw 1 of 1
0:31.0,P. Connaughton enters the game for E. Turner,,71-66,,
0:13.0,C. McCollum misses 2-pt shot from 11 ft,,71-67,,
0:12.0,,,71-67,,Defensive rebound by K. Durant
0:06.0,,,71-69,2,S. Curry makes 2-pt shot from 3 ft
0:04.0,Portland full timeout,,71-69,,
0:04.0,E. Turner enters the game for A. Aminu,,71-69,,
0:04.0,,,71-69,,P. McCaw enters the game for Z. Pachulia
0:04.0,,,71-69,,S. Livingston enters the game for K. Thompson
0:01.0,M. Plumlee misses 2-pt shot from 6 ft,,71-69,,
0:00.0,Offensive rebound by Team,,71-69,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:51.0,,,71-69,,Turnover by D. Green (bad pass)
11:34.0,M. Plumlee makes 2-pt shot from 7 ft (assist by A. Crabbe),2,73-69,,
11:22.0,,,73-69,,K. Durant misses 3-pt shot from 27 ft
11:21.0,,,73-69,,Offensive rebound by Team
11:15.0,,,73-69,,S. Curry misses 2-pt shot from 18 ft
11:12.0,Defensive rebound by M. Harkless,,73-69,,
11:01.0,A. Crabbe misses 2-pt shot from 22 ft,,73-69,,
11:00.0,,,73-69,,Defensive rebound by K. Durant
10:50.0,,,73-69,,Shooting foul by C. McCollum (drawn by D. Green)
10:50.0,,,73-70,1,D. Green makes free throw 1 of 2
10:50.0,,,73-70,,D. Green misses free throw 2 of 2
10:49.0,Defensive rebound by M. Plumlee,,73-70,,
10:42.0,Shooting foul by Z. Pachulia (drawn by M. Plumlee),,73-70,,
10:42.0,M. Plumlee misses free throw 1 of 2,,73-70,,
10:42.0,Offensive rebound by Team,,73-70,,
10:42.0,M. Plumlee makes free throw 2 of 2,1,74-70,,
10:33.0,,,74-72,2,K. Durant makes 2-pt shot at rim (assist by D. Green)
10:09.0,M. Harkless misses 2-pt shot from 3 ft (block by Z. Pachulia),,74-72,,
10:08.0,,,74-72,,Defensive rebound by Team
10:00.0,,,74-74,2,K. Durant makes 2-pt shot at rim (assist by D. Green)
10:00.0,Portland full timeout,,74-74,,
9:46.0,M. Plumlee misses 2-pt shot from 4 ft,,74-74,,
9:44.0,Offensive rebound by M. Plumlee,,74-74,,
9:43.0,M. Plumlee misses 2-pt shot from 1 ft,,74-74,,
9:42.0,,,74-74,,Defensive rebound by K. Thompson
9:27.0,Personal foul by C. McCollum (drawn by K. Thompson),,74-74,,
9:21.0,,,74-76,2,Z. Pachulia makes 2-pt shot at rim (assist by K. Thompson)
9:09.0,C. McCollum misses 3-pt shot from 27 ft,,74-76,,
9:08.0,,,74-76,,Defensive rebound by D. Green
9:02.0,,,74-76,,K. Thompson misses 3-pt shot from 23 ft
8:59.0,Defensive rebound by M. Harkless,,74-76,,
8:51.0,Offensive foul by A. Aminu,,74-76,,
8:51.0,Turnover by A. Aminu (offensive foul),,74-76,,
8:41.0,,,74-79,3,S. Curry makes 3-pt shot from 29 ft (assist by D. Green)
8:29.0,C. McCollum misses 2-pt shot from 2 ft (block by Z. Pachulia),,74-79,,
8:28.0,,,74-79,,Defensive rebound by Z. Pachulia
8:18.0,,,74-81,2,S. Curry makes 2-pt shot from 1 ft
8:06.0,Shooting foul by D. Green (drawn by A. Crabbe),,74-81,,
8:06.0,A. Crabbe makes free throw 1 of 2,1,75-81,,
8:06.0,A. Crabbe makes free throw 2 of 2,1,76-81,,
8:06.0,,,75-81,,A. Iguodala enters the game for D. Green
7:58.0,,,76-81,,Turnover by S. Curry (bad pass; steal by M. Harkless)
7:54.0,Shooting foul by K. Thompson (drawn by C. McCollum),,76-81,,
7:54.0,C. McCollum makes free throw 1 of 2,1,77-81,,
7:54.0,C. McCollum makes free throw 2 of 2,1,78-81,,
7:32.0,,,78-83,2,Z. Pachulia makes 2-pt shot from 2 ft (assist by A. Iguodala)
7:19.0,,,78-83,,Personal foul by A. Iguodala (drawn by C. McCollum)
7:06.0,Turnover by A. Crabbe (lost ball; steal by A. Iguodala),,78-83,,
7:01.0,,,78-83,,Shooting foul by A. Aminu (drawn by K. Thompson)
7:01.0,,,78-84,1,K. Thompson makes free throw 1 of 2
7:01.0,,,78-85,1,K. Thompson makes free throw 2 of 2
7:01.0,E. Turner enters the game for A. Aminu,,78-84,,
6:44.0,M. Plumlee makes 2-pt shot from 18 ft (assist by C. McCollum),2,80-85,,
6:33.0,,,80-85,,Turnover by S. Curry (bad pass)
6:21.0,,,80-85,,Violation by A. Iguodala (kicked ball)
6:21.0,Official timeout,,80-85,,
6:21.0,P. Connaughton enters the game for A. Crabbe,,80-85,,
6:08.0,Turnover by C. McCollum (bad pass; steal by Z. Pachulia),,80-85,,
6:00.0,,,80-85,,K. Thompson misses 2-pt shot from 16 ft
5:59.0,Defensive rebound by M. Harkless,,80-85,,
5:45.0,Turnover by M. Harkless (lost ball; steal by A. Iguodala),,80-85,,
5:43.0,,,80-85,,Shooting foul by P. Connaughton (drawn by K. Durant)
5:43.0,,,80-86,1,K. Durant makes free throw 1 of 2
5:43.0,,,80-87,1,K. Durant makes free throw 2 of 2
5:43.0,M. Leonard enters the game for M. Plumlee,,80-86,,
5:28.0,Turnover by M. Leonard (bad pass; steal by K. Thompson),,80-87,,
5:26.0,,,80-89,2,K. Thompson makes 2-pt shot from 2 ft
5:26.0,,,80-89,,Shooting foul by C. McCollum (drawn by K. Thompson)
5:26.0,,,80-90,1,K. Thompson makes free throw 1 of 1
5:26.0,,,80-89,,K. Looney enters the game for Z. Pachulia
5:26.0,S. Napier enters the game for C. McCollum,,80-89,,
5:06.0,,,80-90,,Personal foul by K. Looney (drawn by M. Leonard)
5:06.0,M. Leonard makes free throw 1 of 2,1,81-90,,
5:06.0,M. Leonard makes free throw 2 of 2,1,82-90,,
4:56.0,,,82-90,,K. Looney misses 2-pt shot from 1 ft (block by M. Leonard)
4:54.0,Defensive rebound by M. Leonard,,82-90,,
4:46.0,S. Napier makes 2-pt shot from 1 ft,2,84-90,,
4:35.0,,,84-90,,I. Clark enters the game for K. Thompson
4:25.0,,,84-92,2,S. Curry makes 2-pt shot from 8 ft
4:03.0,Shooting foul by S. Curry (drawn by S. Napier),,84-92,,
4:03.0,S. Napier misses free throw 1 of 2,,84-92,,
4:03.0,Offensive rebound by Team,,84-92,,
4:03.0,S. Napier makes free throw 2 of 2,1,85-92,,
3:53.0,Violation by M. Leonard (kicked ball),,85-92,,
3:46.0,,,85-92,,S. Curry misses 3-pt shot from 22 ft
3:45.0,,,85-92,,Offensive rebound by A. Iguodala
3:40.0,,,85-95,3,S. Curry makes 3-pt shot from 23 ft (assist by K. Durant)
3:19.0,Turnover by S. Napier (back court),,85-95,,
3:11.0,,,85-95,,Turnover by K. Durant (bad pass)
2:53.0,Turnover by S. Napier (bad pass; steal by K. Durant),,85-95,,
2:43.0,,,85-95,,I. Clark misses 3-pt shot from 25 ft
2:42.0,Defensive rebound by M. Harkless,,85-95,,
2:32.0,,,85-95,,Personal foul by K. Looney (drawn by M. Leonard)
2:32.0,,,85-95,,Golden State full timeout
2:32.0,M. Leonard misses free throw 1 of 2,,85-95,,
2:32.0,Offensive rebound by Team,,85-95,,
2:32.0,M. Leonard makes free throw 2 of 2,1,86-95,,
2:32.0,A. Crabbe enters the game for P. Connaughton,,85-95,,
2:23.0,Personal foul by M. Harkless (drawn by S. Curry),,86-95,,
2:23.0,,,86-95,,S. Curry misses free throw 1 of 2
2:23.0,,,86-95,,Offensive rebound by Team
2:23.0,,,86-95,,S. Curry misses free throw 2 of 2
2:23.0,A. Aminu enters the game for M. Harkless,,86-95,,
2:22.0,Defensive rebound by E. Turner,,86-95,,
2:14.0,E. Turner makes 2-pt shot from 1 ft,2,88-95,,
2:01.0,,,88-97,2,S. Curry makes 2-pt shot from 10 ft (assist by K. Durant)
1:39.0,A. Aminu makes 2-pt shot from 2 ft,2,90-97,,
1:20.0,,,90-97,,K. Durant misses 3-pt shot from 26 ft
1:18.0,Defensive rebound by Team,,90-97,,
1:18.0,,,90-97,,D. West enters the game for K. Looney
1:06.0,S. Napier misses 3-pt shot from 25 ft,,90-97,,
1:05.0,,,90-97,,Defensive rebound by A. Iguodala
0:55.0,,,90-99,2,A. Iguodala makes 2-pt shot from 17 ft (assist by I. Clark)
0:35.0,M. Leonard makes 2-pt shot at rim (assist by E. Turner),2,92-99,,
0:17.0,,,92-99,,Offensive foul by K. Durant
0:17.0,,,92-99,,Turnover by K. Durant (offensive foul)
0:17.0,C. McCollum enters the game for S. Napier,,92-99,,
0:17.0,,,92-99,,S. Livingston enters the game for D. West
0:17.0,,,92-99,,K. Thompson enters the game for S. Curry
0:00.0,C. McCollum misses 2-pt shot from 9 ft (block by K. Durant),,92-99,,
0:00.0,Offensive rebound by Team,,92-99,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,92-99,,Personal foul by D. Green (drawn by A. Aminu)
11:30.0,A. Aminu makes 2-pt shot from 2 ft (assist by M. Plumlee),2,94-99,,
11:07.0,,,94-101,2,S. Livingston makes 2-pt shot from 12 ft
10:50.0,E. Turner makes 2-pt shot from 16 ft (assist by M. Plumlee),2,96-101,,
10:39.0,,,96-103,2,D. Green makes 2-pt shot from 6 ft
10:39.0,,,96-103,,Shooting foul by M. Plumlee (drawn by D. Green)
10:39.0,,,96-103,,D. Green misses free throw 1 of 1
10:38.0,Defensive rebound by A. Aminu,,96-103,,
10:26.0,Turnover by E. Turner (bad pass; steal by K. Thompson),,96-103,,
10:21.0,,,96-103,,K. Thompson misses 3-pt shot from 27 ft
10:20.0,,,96-103,,Offensive rebound by A. Iguodala
10:17.0,,,96-103,,K. Thompson misses 3-pt shot from 24 ft
10:16.0,Defensive rebound by E. Turner,,96-103,,
10:04.0,M. Plumlee makes 2-pt shot from 10 ft (assist by E. Turner),2,98-103,,
9:48.0,,,98-103,,Turnover by S. Livingston (lost ball)
9:48.0,A. Crabbe enters the game for S. Napier,,98-103,,
9:34.0,E. Turner misses 3-pt shot from 26 ft,,98-103,,
9:33.0,,,98-103,,Defensive rebound by D. West
9:24.0,,,98-106,3,D. Green makes 3-pt shot from 26 ft (assist by S. Livingston)
9:21.0,Portland full timeout,,98-106,,
9:08.0,A. Aminu misses 2-pt shot from 4 ft,,98-106,,
9:07.0,Offensive rebound by Team,,98-106,,
9:01.0,C. McCollum makes 2-pt shot from 16 ft (assist by M. Plumlee),2,100-106,,
8:45.0,,,100-106,,K. Thompson misses 3-pt shot from 26 ft
8:44.0,Defensive rebound by M. Plumlee,,100-106,,
8:40.0,,,100-106,,Violation by A. Iguodala (kicked ball)
8:37.0,C. McCollum misses 3-pt shot from 25 ft,,100-106,,
8:37.0,,,100-106,,Defensive rebound by D. Green
8:29.0,,,100-108,2,D. West makes 2-pt shot from 19 ft (assist by D. Green)
8:12.0,C. McCollum misses 2-pt shot from 4 ft (block by K. Thompson),,100-108,,
8:11.0,,,100-108,,Defensive rebound by D. Green
7:58.0,,,100-108,,S. Livingston misses 2-pt shot from 3 ft (block by M. Plumlee)
7:56.0,Defensive rebound by C. McCollum,,100-108,,
7:52.0,C. McCollum misses 3-pt shot from 25 ft,,100-108,,
7:51.0,Offensive rebound by A. Aminu,,100-108,,
