time,Houston,pts.away,score,pts.home,San Antonio
6:43.0,R. Anderson makes 3-pt shot from 26 ft (assist by J. Harden),3,18-8,,
6:24.0,,,18-8,,Turnover by P. Gasol (lost ball; steal by J. Harden)
6:18.0,P. Beverley misses 3-pt shot from 24 ft,,18-8,,
6:17.0,,,18-8,,Defensive rebound by K. Leonard
5:59.0,,,18-8,,Turnover by M. Ginobili (lost ball; steal by R. Anderson)
5:51.0,R. Anderson misses 3-pt shot from 27 ft,,18-8,,
5:51.0,,,18-8,,Defensive rebound by Team
5:51.0,E. Gordon enters the game for P. Beverley,,18-8,,
5:36.0,,,18-11,3,K. Leonard makes 3-pt shot from 26 ft (assist by P. Gasol)
5:28.0,T. Ariza misses 3-pt shot from 26 ft,,18-11,,
5:27.0,Offensive rebound by Team,,18-11,,
5:27.0,,,18-11,,Loose ball foul by M. Ginobili (drawn by R. Anderson)
5:27.0,N. Hilario enters the game for C. Capela,,18-11,,
5:27.0,,,18-11,,P. Mills enters the game for T. Parker
5:18.0,E. Gordon misses 3-pt shot from 25 ft,,18-11,,
5:17.0,,,18-11,,Defensive rebound by K. Leonard
5:05.0,,,18-11,,M. Ginobili misses 2-pt shot from 7 ft
5:04.0,Defensive rebound by N. Hilario,,18-11,,
4:55.0,T. Ariza makes 2-pt shot from 1 ft (assist by R. Anderson),2,20-11,,
4:35.0,,,20-11,,P. Mills misses 3-pt shot from 25 ft
4:34.0,Defensive rebound by N. Hilario,,20-11,,
4:22.0,R. Anderson makes 3-pt shot from 26 ft (assist by J. Harden),3,23-11,,
4:11.0,Personal foul by E. Gordon (drawn by M. Ginobili),,23-11,,
4:11.0,,,23-11,,D. Bertans enters the game for L. Aldridge
4:11.0,L. Williams enters the game for R. Anderson,,23-11,,
4:02.0,,,23-13,2,K. Leonard makes 2-pt shot from 17 ft (assist by M. Ginobili)
3:50.0,L. Williams makes 2-pt shot from 14 ft,2,25-13,,
3:30.0,,,25-13,,K. Leonard misses 2-pt shot from 15 ft
3:29.0,Defensive rebound by N. Hilario,,25-13,,
3:22.0,Turnover by T. Ariza (bad pass; steal by M. Ginobili),,25-13,,
3:15.0,,,25-13,,M. Ginobili misses 2-pt shot at rim
3:15.0,Defensive rebound by E. Gordon,,25-13,,
3:05.0,T. Ariza makes 3-pt shot from 24 ft,3,28-13,,
2:49.0,,,28-13,,D. Bertans misses 3-pt shot from 26 ft
2:48.0,Defensive rebound by L. Williams,,28-13,,
2:39.0,T. Ariza misses 2-pt shot from 1 ft,,28-13,,
2:38.0,Offensive rebound by T. Ariza,,28-13,,
2:38.0,T. Ariza misses 2-pt shot from 1 ft,,28-13,,
2:37.0,,,28-13,,Defensive rebound by K. Leonard
2:22.0,Personal foul by L. Williams (drawn by P. Gasol),,28-13,,
2:22.0,Houston full timeout,,28-13,,
2:22.0,,,28-14,1,P. Gasol makes free throw 1 of 2
2:22.0,,,28-15,1,P. Gasol makes free throw 2 of 2
2:22.0,,,28-13,,J. Simmons enters the game for M. Ginobili
2:22.0,,,28-13,,D. Green enters the game for D. Bertans
2:05.0,E. Gordon misses 2-pt shot from 3 ft,,28-15,,
2:05.0,,,28-15,,Defensive rebound by K. Leonard
1:56.0,,,28-18,3,P. Mills makes 3-pt shot from 24 ft (assist by J. Simmons)
1:34.0,Turnover by T. Ariza (bad pass; steal by P. Gasol),,28-18,,
1:20.0,,,28-21,3,K. Leonard makes 3-pt shot from 25 ft
1:00.0,J. Harden makes 3-pt shot from 25 ft,3,31-21,,
0:44.0,,,31-21,,Turnover by K. Leonard (bad pass; steal by J. Harden)
0:39.0,Shooting foul by J. Simmons (drawn by N. Hilario),,31-21,,
0:39.0,N. Hilario makes 2-pt shot from 1 ft (assist by J. Harden),2,33-21,,
0:39.0,N. Hilario makes free throw 1 of 1,1,34-21,,
0:33.0,Personal foul by E. Gordon (drawn by K. Leonard),,34-21,,
0:18.0,,,34-21,,P. Mills misses 2-pt shot from 2 ft
0:16.0,,,34-21,,Offensive rebound by P. Gasol
0:16.0,,,34-23,2,P. Gasol makes 2-pt shot at rim
0:01.0,J. Harden misses 3-pt shot from 25 ft,,34-23,,
0:01.0,,,34-23,,Defensive rebound by K. Leonard
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,Turnover by L. Williams (bad pass; steal by P. Gasol),,34-23,,
11:36.0,,,34-23,,Turnover by L. Aldridge (lost ball; steal by P. Beverley)
11:29.0,L. Williams makes 3-pt shot from 25 ft (assist by P. Beverley),3,37-23,,
11:10.0,,,37-23,,P. Mills misses 3-pt shot from 25 ft
11:09.0,Defensive rebound by L. Williams,,37-23,,
10:56.0,Shooting foul by P. Gasol (drawn by R. Anderson),,37-23,,
10:56.0,R. Anderson makes free throw 1 of 2,1,38-23,,
10:56.0,R. Anderson makes free throw 2 of 2,1,39-23,,
10:56.0,,,38-23,,T. Parker enters the game for P. Mills
10:56.0,,,38-23,,D. Lee enters the game for P. Gasol
10:36.0,,,39-23,,L. Aldridge misses 2-pt shot from 13 ft
10:35.0,Defensive rebound by P. Beverley,,39-23,,
10:24.0,C. Capela makes 2-pt shot at rim (assist by E. Gordon),2,41-23,,
10:07.0,,,41-23,,J. Simmons misses 2-pt shot from 3 ft
10:06.0,,,41-23,,Offensive rebound by L. Aldridge
10:06.0,,,41-25,2,L. Aldridge makes 2-pt shot from 1 ft
9:45.0,P. Beverley makes 3-pt shot from 26 ft (assist by R. Anderson),3,44-25,,
9:32.0,,,44-25,,T. Parker misses 2-pt shot from 13 ft
9:31.0,Defensive rebound by C. Capela,,44-25,,
9:25.0,Turnover by L. Williams (lost ball),,44-25,,
9:09.0,,,44-25,,J. Simmons misses 2-pt shot from 15 ft
9:08.0,Defensive rebound by R. Anderson,,44-25,,
9:02.0,P. Beverley makes 3-pt shot from 27 ft (assist by R. Anderson),3,47-25,,
8:59.0,,,47-25,,San Antonio full timeout
8:38.0,,,47-25,,Turnover by D. Green (lost ball; steal by E. Gordon)
8:33.0,L. Williams makes 2-pt shot from 2 ft (assist by E. Gordon),2,49-25,,
8:17.0,,,49-25,,D. Lee misses 2-pt shot from 17 ft
8:16.0,Defensive rebound by E. Gordon,,49-25,,
8:12.0,L. Williams misses 3-pt shot from 26 ft,,49-25,,
8:11.0,Offensive rebound by Team,,49-25,,
8:11.0,,,49-25,,Loose ball foul by T. Parker (drawn by P. Beverley)
8:11.0,,,49-25,,K. Leonard enters the game for D. Green
8:11.0,,,49-25,,M. Ginobili enters the game for J. Simmons
7:59.0,,,49-25,,Personal foul by L. Aldridge (drawn by R. Anderson)
7:43.0,P. Beverley misses 3-pt shot from 25 ft,,49-25,,
7:43.0,,,49-25,,Defensive rebound by K. Leonard
7:31.0,,,49-25,,K. Leonard misses 3-pt shot from 23 ft
7:30.0,Defensive rebound by P. Beverley,,49-25,,
7:24.0,L. Williams misses 2-pt shot from 10 ft,,49-25,,
7:22.0,Offensive rebound by C. Capela,,49-25,,
7:22.0,C. Capela misses 2-pt shot at rim,,49-25,,
7:21.0,,,49-25,,Defensive rebound by T. Parker
7:20.0,Shooting block foul by E. Gordon (drawn by T. Parker),,49-25,,
7:20.0,,,49-26,1,T. Parker makes free throw 1 of 2
7:20.0,,,49-27,1,T. Parker makes free throw 2 of 2
7:20.0,J. Harden enters the game for P. Beverley,,49-26,,
7:20.0,T. Ariza enters the game for E. Gordon,,49-26,,
7:03.0,J. Harden misses 3-pt shot from 25 ft,,49-27,,
7:01.0,Offensive rebound by C. Capela,,49-27,,
6:56.0,R. Anderson makes 3-pt shot from 26 ft (assist by C. Capela),3,52-27,,
6:39.0,,,52-27,,T. Parker misses 2-pt shot from 3 ft (block by C. Capela)
6:38.0,Defensive rebound by R. Anderson,,52-27,,
6:33.0,T. Ariza misses 3-pt shot from 25 ft,,52-27,,
6:32.0,,,52-27,,Defensive rebound by L. Aldridge
6:25.0,,,52-29,2,M. Ginobili makes 2-pt shot from 1 ft (assist by L. Aldridge)
6:08.0,C. Capela makes 2-pt shot from 2 ft (assist by J. Harden),2,54-29,,
6:08.0,Shooting foul by D. Lee (drawn by C. Capela),,54-29,,
6:08.0,C. Capela makes free throw 1 of 1,1,55-29,,
5:59.0,,,55-31,2,T. Parker makes 2-pt shot from 19 ft
5:47.0,R. Anderson misses 3-pt shot from 27 ft,,55-31,,
5:46.0,,,55-31,,Defensive rebound by M. Ginobili
5:33.0,,,55-31,,T. Parker misses 2-pt shot from 6 ft (block by L. Williams)
5:31.0,Defensive rebound by C. Capela,,55-31,,
5:25.0,T. Ariza makes 3-pt shot from 24 ft (assist by J. Harden),3,58-31,,
5:13.0,,,58-31,,Shooting foul by L. Williams (drawn by M. Ginobili)
5:13.0,,,58-34,3,M. Ginobili makes 3-pt shot from 22 ft (assist by K. Leonard)
5:13.0,Official timeout,,58-34,,
5:13.0,,,58-35,1,M. Ginobili makes free throw 1 of 1
5:13.0,N. Hilario enters the game for C. Capela,,58-34,,
4:50.0,R. Anderson misses 2-pt shot from 9 ft,,58-35,,
4:49.0,,,58-35,,Defensive rebound by L. Aldridge
4:36.0,,,58-35,,M. Ginobili misses 2-pt shot from 18 ft
4:34.0,Defensive rebound by R. Anderson,,58-35,,
4:13.0,J. Harden misses 3-pt shot from 25 ft,,58-35,,
4:12.0,,,58-35,,Defensive rebound by K. Leonard
3:50.0,,,58-35,,T. Parker misses 2-pt shot from 4 ft
3:49.0,,,58-35,,Offensive rebound by L. Aldridge
3:49.0,,,58-35,,L. Aldridge misses 2-pt shot from 2 ft
3:48.0,Defensive rebound by L. Williams,,58-35,,
3:37.0,J. Harden makes 2-pt shot from 2 ft,2,60-35,,
3:29.0,,,60-35,,Turnover by T. Parker (lost ball)
3:29.0,Houston full timeout,,60-35,,
3:29.0,,,60-35,,P. Mills enters the game for T. Parker
3:29.0,,,60-35,,P. Gasol enters the game for D. Lee
3:29.0,P. Beverley enters the game for L. Williams,,60-35,,
3:05.0,J. Harden misses 2-pt shot from 15 ft,,60-35,,
3:04.0,,,60-35,,Defensive rebound by P. Gasol
3:00.0,Personal foul by T. Ariza (drawn by M. Ginobili),,60-35,,
3:00.0,,,60-35,,D. Green enters the game for M. Ginobili
2:53.0,Personal foul by P. Beverley,,60-35,,
2:43.0,,,60-35,,D. Green misses 3-pt shot from 23 ft
2:42.0,Defensive rebound by N. Hilario,,60-35,,
2:21.0,J. Harden makes 3-pt shot from 25 ft,3,63-35,,
2:07.0,,,63-35,,Turnover by D. Green (bad pass; steal by T. Ariza)
2:03.0,T. Ariza makes 2-pt shot from 3 ft,2,65-35,,
1:52.0,,,65-35,,L. Aldridge misses 2-pt shot from 4 ft (block by R. Anderson)
1:50.0,Defensive rebound by P. Beverley,,65-35,,
1:41.0,P. Beverley misses 3-pt shot from 24 ft,,65-35,,
1:40.0,,,65-35,,Defensive rebound by P. Gasol
1:28.0,,,65-37,2,P. Mills makes 2-pt shot from 19 ft (assist by K. Leonard)
1:24.0,,,65-37,,Personal foul by P. Mills
1:24.0,N. Hilario makes free throw 1 of 2,1,66-37,,
1:24.0,N. Hilario makes free throw 2 of 2,1,67-37,,
1:13.0,Personal foul by N. Hilario (drawn by K. Leonard),,67-37,,
1:13.0,,,67-38,1,K. Leonard makes free throw 1 of 2
1:13.0,,,67-39,1,K. Leonard makes free throw 2 of 2
0:59.0,P. Beverley misses 2-pt shot from 5 ft,,67-39,,
0:58.0,,,67-39,,Defensive rebound by K. Leonard
0:51.0,,,67-39,,D. Green misses 3-pt shot from 24 ft
0:50.0,Defensive rebound by R. Anderson,,67-39,,
0:31.0,J. Harden misses 3-pt shot from 25 ft,,67-39,,
0:29.0,,,67-39,,Defensive rebound by K. Leonard
0:26.0,,,67-39,,K. Leonard misses 3-pt shot from 27 ft
0:24.0,,,67-39,,Offensive rebound by D. Green
0:21.0,,,67-39,,Turnover by D. Green (bad pass; steal by J. Harden)
0:18.0,J. Harden misses 2-pt shot from 1 ft (block by K. Leonard),,67-39,,
0:12.0,,,67-39,,Defensive rebound by L. Aldridge
0:09.0,,,67-39,,D. Green misses 3-pt shot from 25 ft
0:07.0,Defensive rebound by T. Ariza,,67-39,,
0:03.0,,,67-39,,Personal foul by D. Green (drawn by T. Ariza)
0:03.0,T. Ariza makes free throw 1 of 2,1,68-39,,
0:03.0,T. Ariza makes free throw 2 of 2,1,69-39,,
0:00.0,,,69-39,,K. Leonard misses 3-pt shot from 41 ft
0:00.0,,,69-39,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,R. Anderson misses 3-pt shot from 26 ft,,69-39,,
11:45.0,,,69-39,,Defensive rebound by T. Parker
11:27.0,,,69-39,,Turnover by L. Aldridge (lost ball; steal by R. Anderson)
11:19.0,C. Capela makes 2-pt shot from 4 ft (assist by J. Harden),2,71-39,,
11:06.0,,,71-39,,D. Green misses 3-pt shot from 23 ft
11:05.0,Defensive rebound by C. Capela,,71-39,,
10:50.0,R. Anderson misses 3-pt shot from 25 ft,,71-39,,
10:48.0,,,71-39,,Defensive rebound by Team
10:36.0,,,71-39,,K. Leonard misses 2-pt shot from 17 ft
10:35.0,Defensive rebound by P. Beverley,,71-39,,
10:12.0,C. Capela misses 2-pt shot from 3 ft,,71-39,,
10:11.0,,,71-39,,Defensive rebound by D. Green
10:01.0,,,71-39,,Shooting foul by J. Harden (drawn by D. Green)
10:01.0,,,71-39,,D. Green misses free throw 1 of 2
10:01.0,,,71-39,,Offensive rebound by Team
10:01.0,,,71-39,,D. Green misses free throw 2 of 2
10:00.0,Defensive rebound by T. Ariza,,71-39,,
9:36.0,R. Anderson misses 3-pt shot from 26 ft,,71-39,,
9:36.0,Offensive rebound by Team,,71-39,,
9:36.0,Turnover by Team (shot clock),,71-39,,
9:25.0,,,71-39,,L. Aldridge misses 2-pt shot from 21 ft
9:24.0,Defensive rebound by C. Capela,,71-39,,
9:11.0,C. Capela makes 2-pt shot at rim (assist by J. Harden),2,73-39,,
8:56.0,Jump ball: L. Aldridge vs. P. Beverley,,,,Jump ball: L. Aldridge vs. P. Beverley
8:55.0,Violation by Team (jump ball),,73-39,,
8:47.0,,,73-39,,D. Green misses 3-pt shot from 25 ft
8:46.0,,,73-39,,Offensive rebound by D. Lee
8:45.0,,,73-39,,D. Lee misses 2-pt shot from 1 ft (block by P. Beverley)
8:45.0,,,73-39,,Offensive rebound by Team
8:37.0,,,73-39,,K. Leonard misses 2-pt shot from 4 ft (block by C. Capela)
8:36.0,Defensive rebound by C. Capela,,73-39,,
8:30.0,R. Anderson misses 2-pt shot from 2 ft,,73-39,,
8:29.0,,,73-39,,Defensive rebound by L. Aldridge
8:26.0,Personal foul by P. Beverley (drawn by K. Leonard),,73-39,,
8:20.0,,,73-42,3,T. Parker makes 3-pt shot from 23 ft (assist by K. Leonard)
8:10.0,Turnover by J. Harden (bad pass; steal by D. Green),,73-42,,
8:03.0,,,73-45,3,K. Leonard makes 3-pt shot from 22 ft (assist by T. Parker)
8:02.0,Houston full timeout,,73-45,,
7:37.0,J. Harden misses 3-pt shot from 24 ft,,73-45,,
7:35.0,Offensive rebound by P. Beverley,,73-45,,
7:29.0,C. Capela makes 2-pt shot at rim (assist by J. Harden),2,75-45,,
7:10.0,,,75-45,,D. Green misses 3-pt shot from 25 ft
7:09.0,Defensive rebound by P. Beverley,,75-45,,
6:57.0,T. Ariza makes 3-pt shot from 26 ft (assist by J. Harden),3,78-45,,
6:38.0,,,78-45,,Turnover by D. Green (bad pass; steal by J. Harden)
6:30.0,C. Capela makes 2-pt shot at rim (assist by J. Harden),2,80-45,,
6:29.0,,,80-45,,San Antonio full timeout
6:29.0,,,80-45,,P. Gasol enters the game for L. Aldridge
6:29.0,E. Gordon enters the game for P. Beverley,,80-45,,
6:14.0,,,80-47,2,D. Green makes 2-pt shot from 5 ft (assist by K. Leonard)
6:14.0,,,80-47,,Shooting foul by J. Harden (drawn by D. Green)
6:14.0,,,80-47,,D. Green misses free throw 1 of 1
6:13.0,Defensive rebound by C. Capela,,80-47,,
5:52.0,T. Ariza makes 3-pt shot from 25 ft (assist by J. Harden),3,83-47,,
5:38.0,,,83-50,3,D. Green makes 3-pt shot from 23 ft (assist by K. Leonard)
5:25.0,Turnover by J. Harden (bad pass; steal by D. Green),,83-50,,
5:19.0,,,83-50,,Turnover by T. Parker (bad pass; steal by T. Ariza)
5:16.0,,,83-50,,Personal foul by D. Green (drawn by J. Harden)
5:16.0,J. Harden makes free throw 1 of 2,1,84-50,,
5:16.0,J. Harden makes free throw 2 of 2,1,85-50,,
5:16.0,N. Hilario enters the game for C. Capela,,84-50,,
5:03.0,,,85-50,,Shooting foul by N. Hilario (drawn by T. Parker)
5:03.0,,,85-51,1,T. Parker makes free throw 1 of 2
5:03.0,,,85-52,1,T. Parker makes free throw 2 of 2
4:47.0,N. Hilario misses 2-pt shot from 16 ft,,85-52,,
4:46.0,,,85-52,,Defensive rebound by P. Gasol
4:37.0,,,85-52,,Turnover by D. Lee (bad pass; steal by N. Hilario)
4:26.0,T. Ariza misses 3-pt shot from 24 ft,,85-52,,
4:26.0,,,85-52,,Defensive rebound by T. Parker
4:18.0,,,85-54,2,T. Parker makes 2-pt shot from 11 ft
3:59.0,N. Hilario makes 2-pt shot from 4 ft,2,87-54,,
3:44.0,,,87-57,3,D. Green makes 3-pt shot from 24 ft (assist by T. Parker)
3:24.0,E. Gordon misses 3-pt shot from 26 ft,,87-57,,
3:23.0,,,87-57,,Defensive rebound by P. Gasol
3:12.0,Personal foul by N. Hilario (drawn by K. Leonard),,87-57,,
3:12.0,,,87-58,1,K. Leonard makes free throw 1 of 2
3:12.0,,,87-59,1,K. Leonard makes free throw 2 of 2
3:12.0,L. Williams enters the game for R. Anderson,,87-58,,
3:12.0,,,87-58,,P. Mills enters the game for T. Parker
2:55.0,T. Ariza misses 3-pt shot from 27 ft,,87-59,,
2:54.0,,,87-59,,Defensive rebound by K. Leonard
2:45.0,,,87-59,,P. Gasol misses 3-pt shot from 25 ft
2:44.0,Defensive rebound by J. Harden,,87-59,,
2:39.0,E. Gordon makes 3-pt shot from 25 ft (assist by J. Harden),3,90-59,,
2:22.0,,,90-59,,Shooting foul by J. Harden (drawn by K. Leonard)
2:22.0,,,90-60,1,K. Leonard makes free throw 1 of 2
2:22.0,,,90-61,1,K. Leonard makes free throw 2 of 2
2:22.0,,,90-60,,D. Dedmon enters the game for D. Lee
2:22.0,,,90-60,,J. Simmons enters the game for D. Green
2:02.0,E. Gordon makes 2-pt shot from 5 ft (assist by T. Ariza),2,92-61,,
1:48.0,,,92-61,,K. Leonard misses 2-pt shot from 15 ft
1:47.0,Defensive rebound by N. Hilario,,92-61,,
1:39.0,L. Williams misses 2-pt shot from 2 ft,,92-61,,
1:37.0,,,92-61,,Defensive rebound by K. Leonard
1:29.0,,,92-63,2,D. Dedmon makes 2-pt shot from 1 ft
1:04.0,N. Hilario misses 2-pt shot from 17 ft,,92-63,,
1:03.0,,,92-63,,Defensive rebound by P. Mills
0:55.0,Shooting block foul by T. Ariza (drawn by K. Leonard),,92-63,,
0:55.0,,,92-64,1,K. Leonard makes free throw 1 of 2
0:55.0,,,92-65,1,K. Leonard makes free throw 2 of 2
0:52.0,Turnover by N. Hilario (offensive foul),,92-65,,
0:52.0,Offensive foul by N. Hilario,,92-65,,
0:47.0,,,92-67,2,P. Mills makes 2-pt shot from 16 ft
0:31.0,J. Harden makes 2-pt shot from 6 ft,2,94-67,,
0:24.0,,,94-67,,K. Leonard misses 2-pt shot from 1 ft
0:24.0,Defensive rebound by Team,,94-67,,
0:24.0,,,94-67,,Loose ball foul by P. Gasol (drawn by N. Hilario)
0:04.0,,,94-67,,Personal foul by D. Dedmon (drawn by T. Ariza)
0:04.0,T. Ariza makes free throw 1 of 2,1,95-67,,
0:04.0,T. Ariza makes free throw 2 of 2,1,96-67,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
12:00.0,Technical foul by J. Harden,,96-67,,
12:00.0,,,96-67,,Technical foul by D. Dedmon
12:00.0,Technical foul by N. Hilario,,96-67,,
12:00.0,,,96-67,,P. Mills misses technical free throw
12:00.0,,,96-67,,Offensive rebound by Team
11:38.0,,,96-67,,J. Simmons misses 2-pt shot from 6 ft
11:35.0,Defensive rebound by C. Capela,,96-67,,
11:29.0,Shooting foul by P. Mills (drawn by L. Williams),,96-67,,
11:29.0,L. Williams makes free throw 1 of 3,1,97-67,,
11:29.0,L. Williams makes free throw 2 of 3,1,98-67,,
11:29.0,L. Williams makes free throw 3 of 3,1,99-67,,
11:22.0,,,99-67,,Turnover by K. Anderson (bad pass; steal by L. Williams)
11:09.0,P. Beverley misses 2-pt shot from 3 ft (block by D. Dedmon),,99-67,,
11:07.0,,,99-67,,Defensive rebound by D. Dedmon
11:05.0,,,99-67,,Shooting foul by L. Williams (drawn by K. Anderson)
11:05.0,,,99-67,,K. Anderson misses free throw 1 of 2
11:05.0,,,99-67,,Offensive rebound by Team
11:05.0,,,99-68,1,K. Anderson makes free throw 2 of 2
10:54.0,Turnover by E. Gordon (lost ball; steal by K. Anderson),,99-68,,
10:49.0,,,99-70,2,D. Dedmon makes 2-pt shot at rim (assist by K. Anderson)
10:30.0,E. Gordon makes 3-pt shot from 24 ft (assist by P. Beverley),3,102-70,,
10:14.0,,,102-70,,Shooting foul by L. Williams (drawn by K. Anderson)
10:14.0,,,102-71,1,K. Anderson makes free throw 1 of 2
10:14.0,,,102-72,1,K. Anderson makes free throw 2 of 2
9:59.0,E. Gordon makes 3-pt shot from 26 ft (assist by P. Beverley),3,105-72,,
9:35.0,,,105-72,,P. Mills misses 2-pt shot from 19 ft
9:34.0,Defensive rebound by E. Gordon,,105-72,,
9:27.0,Shooting foul by P. Gasol (drawn by C. Capela),,105-72,,
9:27.0,C. Capela misses free throw 1 of 2,,105-72,,
9:27.0,Offensive rebound by Team,,105-72,,
9:27.0,C. Capela makes free throw 2 of 2,1,106-72,,
9:27.0,,,105-72,,D. Bertans enters the game for P. Gasol
9:27.0,,,105-72,,D. Murray enters the game for P. Mills
9:07.0,,,106-72,,J. Simmons misses 3-pt shot from 25 ft
9:06.0,,,106-72,,Offensive rebound by D. Dedmon
9:06.0,,,106-72,,Turnover by D. Dedmon (lost ball)
8:51.0,E. Gordon misses 3-pt shot from 25 ft,,106-72,,
8:50.0,Offensive rebound by C. Capela,,106-72,,
8:49.0,Shooting foul by D. Dedmon (drawn by C. Capela),,106-72,,
8:49.0,Official timeout,,106-72,,
8:49.0,C. Capela makes free throw 1 of 2,1,107-72,,
8:49.0,C. Capela makes free throw 2 of 2,1,108-72,,
8:31.0,,,108-74,2,D. Dedmon makes 2-pt shot from 1 ft (assist by D. Murray)
8:17.0,R. Anderson makes 3-pt shot from 23 ft (assist by P. Beverley),3,111-74,,
8:07.0,,,111-74,,D. Murray misses 2-pt shot from 16 ft
8:05.0,,,111-74,,Offensive rebound by K. Anderson
8:05.0,,,111-76,2,K. Anderson makes 2-pt shot at rim
7:52.0,Turnover by C. Capela (lost ball; steal by D. Dedmon),,111-76,,
7:46.0,,,111-76,,J. Simmons misses 2-pt shot from 2 ft
7:45.0,Defensive rebound by R. Anderson,,111-76,,
7:28.0,Turnover by L. Williams (bad pass; steal by D. Murray),,111-76,,
7:22.0,,,111-76,,Shooting foul by C. Capela (drawn by D. Dedmon)
7:22.0,,,111-76,,Technical foul by D. Dedmon
7:22.0,P. Beverley makes technical free throw,1,112-76,,
7:22.0,,,112-77,1,D. Lee makes free throw 1 of 2
7:22.0,,,112-78,1,D. Lee makes free throw 2 of 2
7:22.0,,,111-76,,D. Lee enters the game for D. Dedmon
7:22.0,S. Dekker enters the game for P. Beverley,,112-77,,
7:22.0,M. Harrell enters the game for C. Capela,,112-77,,
7:09.0,L. Williams makes 3-pt shot from 23 ft (assist by E. Gordon),3,115-78,,
7:01.0,,,115-78,,Shooting foul by M. Harrell (drawn by D. Murray)
7:01.0,,,115-79,1,D. Murray makes free throw 1 of 2
7:01.0,,,115-80,1,D. Murray makes free throw 2 of 2
6:51.0,,,115-80,,Personal foul by D. Bertans (drawn by R. Anderson)
6:38.0,S. Dekker makes 3-pt shot from 24 ft (assist by E. Gordon),3,118-80,,
6:27.0,,,118-80,,Turnover by K. Anderson (bad pass; steal by S. Dekker)
6:18.0,,,118-80,,Personal foul by J. Simmons (drawn by M. Harrell)
6:18.0,M. Harrell misses free throw 1 of 2,,118-80,,
6:18.0,Offensive rebound by Team,,118-80,,
6:18.0,M. Harrell makes free throw 2 of 2,1,119-80,,
6:02.0,,,119-80,,D. Bertans misses 3-pt shot from 24 ft
6:01.0,,,119-80,,Offensive rebound by D. Lee
5:46.0,,,119-82,2,K. Anderson makes 2-pt shot from 3 ft
5:38.0,L. Williams misses 3-pt shot from 26 ft,,119-82,,
