time,Charlotte,pts.away,score,pts.home,Miami
2:00.0,,,95-102,3,D. Waiters makes 3-pt shot from 25 ft
1:50.0,K. Walker makes 3-pt shot from 25 ft,3,98-102,,
1:40.0,Personal foul by N. Batum (drawn by D. Waiters),,98-102,,
1:25.0,,,98-102,,J. Johnson misses 3-pt shot from 23 ft
1:24.0,,,98-102,,Offensive rebound by D. Waiters
1:07.0,,,98-102,,D. Waiters misses 3-pt shot from 26 ft
1:06.0,,,98-102,,Offensive rebound by H. Whiteside
0:45.0,,,98-105,3,D. Waiters makes 3-pt shot from 23 ft
0:45.0,Charlotte full timeout,,98-105,,
0:42.0,M. Belinelli misses 3-pt shot from 24 ft,,98-105,,
0:41.0,Offensive rebound by C. Zeller,,98-105,,
0:35.0,K. Walker makes 2-pt shot from 1 ft,2,100-105,,
0:35.0,Shooting foul by T. Johnson (drawn by K. Walker),,100-105,,
0:35.0,K. Walker makes free throw 1 of 1,1,101-105,,
0:35.0,M. Kidd-Gilchrist enters the game for M. Belinelli,,100-105,,
0:24.0,,,101-105,,Turnover by T. Johnson (bad pass; steal by K. Walker)
0:21.0,K. Walker misses 2-pt shot from 2 ft,,101-105,,
0:19.0,,,101-105,,Defensive rebound by G. Dragic
0:19.0,Personal foul by K. Walker (drawn by G. Dragic),,101-105,,
0:19.0,,,101-106,1,G. Dragic makes free throw 1 of 2
0:19.0,,,101-107,1,G. Dragic makes free throw 2 of 2
0:19.0,M. Belinelli enters the game for M. Kidd-Gilchrist,,101-106,,
0:10.0,Turnover by K. Walker (lost ball; steal by H. Whiteside),,101-107,,
0:10.0,Personal foul by K. Walker (drawn by H. Whiteside),,101-107,,
0:10.0,,,101-107,,H. Whiteside misses free throw 1 of 2
0:10.0,,,101-107,,Offensive rebound by Team
0:10.0,,,101-108,1,H. Whiteside makes free throw 2 of 2
0:05.0,K. Walker misses 3-pt shot from 27 ft,,101-108,,
0:04.0,,,101-108,,Defensive rebound by H. Whiteside
0:00.0,End of 4th quarter,,,,End of 4th quarter
