time,Cleveland,pts.away,score,pts.home,Boston
1:28.0,K. Korver enters the game for C. Frye,,19-18,,
1:28.0,K. Love enters the game for K. Irving,,19-18,,
1:21.0,,,19-18,,Turnover by I. Thomas (bad pass)
1:09.0,,,19-18,,Personal foul by K. Olynyk (drawn by K. Love)
1:02.0,K. Love misses 2-pt shot from 4 ft,,19-18,,
1:01.0,,,19-18,,Defensive rebound by J. Jerebko
0:56.0,,,19-20,2,I. Thomas makes 2-pt shot from 2 ft (assist by J. Jerebko)
0:37.0,Offensive charge foul by I. Shumpert,,19-20,,
0:37.0,Turnover by I. Shumpert (offensive foul),,19-20,,
0:37.0,L. James enters the game for R. Jefferson,,19-20,,
0:31.0,,,19-20,,I. Thomas misses 3-pt shot from 25 ft
0:30.0,Defensive rebound by D. Williams,,19-20,,
0:09.0,D. Williams misses 3-pt shot from 23 ft,,19-20,,
0:08.0,Offensive rebound by I. Shumpert,,19-20,,
0:01.0,L. James misses 2-pt shot from 17 ft,,19-20,,
0:00.0,Offensive rebound by Team,,19-20,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,R. Jefferson makes 2-pt shot at rim (assist by L. James),2,21-20,,
11:33.0,,,21-20,,J. Brown misses 2-pt shot from 1 ft
11:32.0,Defensive rebound by L. James,,21-20,,
11:25.0,L. James misses 2-pt shot from 1 ft,,21-20,,
11:25.0,,,21-20,,Defensive rebound by M. Smart
11:19.0,,,21-20,,J. Jerebko misses 3-pt shot from 25 ft
11:18.0,,,21-20,,Offensive rebound by K. Olynyk
10:58.0,,,21-20,,J. Brown misses 3-pt shot from 23 ft
10:57.0,Defensive rebound by D. Williams,,21-20,,
10:48.0,L. James makes 2-pt shot at rim (assist by D. Williams),2,23-20,,
10:48.0,,,23-20,,Boston full timeout
10:48.0,,,23-20,,A. Bradley enters the game for J. Brown
10:33.0,,,23-20,,M. Smart misses 3-pt shot from 24 ft
10:31.0,Defensive rebound by I. Shumpert,,23-20,,
10:06.0,I. Shumpert makes 3-pt shot from 25 ft (assist by D. Williams),3,26-20,,
9:51.0,,,26-22,2,K. Olynyk makes 2-pt shot from 2 ft (assist by M. Smart)
9:35.0,R. Jefferson makes 2-pt shot at rim (assist by L. James),2,28-22,,
9:10.0,,,28-22,,T. Rozier misses 3-pt shot from 23 ft
9:09.0,Defensive rebound by I. Shumpert,,28-22,,
8:59.0,L. James makes 2-pt shot from 4 ft (assist by D. Williams),2,30-22,,
8:42.0,,,30-22,,Turnover by K. Olynyk (bad pass; steal by R. Jefferson)
8:36.0,L. James makes 2-pt shot from 2 ft,2,32-22,,
8:16.0,,,32-24,2,A. Bradley makes 2-pt shot from 21 ft (assist by M. Smart)
8:04.0,D. Williams misses 2-pt shot from 3 ft,,32-24,,
8:03.0,Offensive rebound by L. James,,32-24,,
8:02.0,L. James makes 2-pt shot from 2 ft,2,34-24,,
7:40.0,,,34-24,,T. Rozier misses 2-pt shot from 3 ft (block by D. Williams)
7:39.0,Defensive rebound by D. Williams,,34-24,,
7:30.0,K. Korver makes 3-pt shot from 23 ft (assist by D. Williams),3,37-24,,
7:30.0,,,37-24,,Boston full timeout
7:30.0,,,37-24,,A. Horford enters the game for J. Jerebko
7:30.0,,,37-24,,J. Crowder enters the game for K. Olynyk
7:30.0,,,37-24,,G. Green enters the game for T. Rozier
7:30.0,J. Smith enters the game for D. Williams,,37-24,,
7:30.0,D. Williams enters the game for R. Jefferson,,37-24,,
7:12.0,,,37-24,,J. Crowder misses 3-pt shot from 24 ft
7:11.0,Defensive rebound by L. James,,37-24,,
7:03.0,L. James makes 2-pt shot at rim,2,39-24,,
6:55.0,,,39-24,,M. Smart misses 2-pt shot from 1 ft (block by L. James)
6:55.0,,,39-24,,Offensive rebound by Team
6:55.0,C. Frye enters the game for I. Shumpert,,39-24,,
6:53.0,,,39-24,,A. Bradley misses 2-pt shot from 19 ft
6:52.0,Defensive rebound by C. Frye,,39-24,,
6:40.0,L. James makes 2-pt shot from 8 ft,2,41-24,,
6:26.0,,,41-24,,G. Green misses 3-pt shot from 25 ft
6:25.0,Defensive rebound by K. Korver,,41-24,,
6:15.0,D. Williams misses 3-pt shot from 25 ft,,41-24,,
6:14.0,,,41-24,,Defensive rebound by A. Horford
6:01.0,,,41-24,,M. Smart misses 2-pt shot from 6 ft
6:00.0,Defensive rebound by K. Korver,,41-24,,
5:57.0,Cleveland full timeout,,41-24,,
5:57.0,,,41-24,,I. Thomas enters the game for M. Smart
5:57.0,K. Irving enters the game for L. James,,41-24,,
5:47.0,C. Frye misses 3-pt shot from 25 ft,,41-24,,
5:46.0,,,41-24,,Defensive rebound by A. Bradley
5:26.0,,,41-24,,Shooting foul by C. Frye (drawn by A. Horford)
5:26.0,,,41-25,1,A. Horford makes free throw 1 of 2
5:26.0,,,41-26,1,A. Horford makes free throw 2 of 2
5:05.0,D. Williams misses 2-pt shot from 2 ft,,41-26,,
5:04.0,,,41-26,,Defensive rebound by A. Horford
5:04.0,Personal foul by K. Irving (drawn by A. Horford),,41-26,,
5:04.0,K. Love enters the game for C. Frye,,41-26,,
5:04.0,I. Shumpert enters the game for D. Williams,,41-26,,
4:54.0,,,41-26,,I. Thomas misses 3-pt shot from 25 ft
4:53.0,Defensive rebound by K. Love,,41-26,,
4:40.0,K. Irving misses 3-pt shot from 27 ft,,41-26,,
4:39.0,Offensive rebound by K. Love,,41-26,,
4:38.0,,,41-26,,Personal foul by A. Bradley (drawn by K. Love)
4:38.0,L. James enters the game for K. Korver,,41-26,,
4:29.0,J. Smith misses 3-pt shot from 25 ft,,41-26,,
4:28.0,,,41-26,,Defensive rebound by A. Horford
4:19.0,Personal foul by I. Shumpert (drawn by J. Crowder),,41-26,,
4:12.0,,,41-28,2,A. Horford makes 2-pt shot from 3 ft
4:12.0,,,41-28,,Shooting foul by K. Love (drawn by A. Horford)
4:12.0,,,41-29,1,A. Horford makes free throw 1 of 1
3:57.0,L. James misses 2-pt shot from 2 ft (block by G. Green),,41-29,,
3:57.0,,,41-29,,Defensive rebound by A. Bradley
3:50.0,,,41-31,2,J. Crowder makes 2-pt shot at rim (assist by G. Green)
3:49.0,Cleveland full timeout,,41-31,,
3:36.0,K. Love makes 2-pt shot at rim (assist by L. James),2,43-31,,
3:16.0,,,43-31,,I. Thomas misses 2-pt shot from 2 ft (block by L. James)
3:14.0,Defensive rebound by K. Love,,43-31,,
3:09.0,J. Smith makes 2-pt shot at rim (assist by K. Irving),2,45-31,,
2:54.0,,,45-33,2,A. Horford makes 2-pt shot at rim (assist by I. Thomas)
2:33.0,J. Smith misses 3-pt shot from 25 ft,,45-33,,
2:32.0,,,45-33,,Defensive rebound by A. Bradley
2:13.0,,,45-36,3,A. Horford makes 3-pt shot from 25 ft (assist by J. Crowder)
1:52.0,Shooting foul by A. Horford (drawn by K. Love),,45-36,,
1:52.0,Official timeout,,45-36,,
1:52.0,K. Love makes free throw 1 of 2,1,46-36,,
1:52.0,K. Love makes free throw 2 of 2,1,47-36,,
1:52.0,,,45-36,,M. Smart enters the game for G. Green
1:36.0,,,47-36,,J. Crowder misses 3-pt shot from 25 ft
1:35.0,Defensive rebound by I. Shumpert,,47-36,,
1:20.0,K. Irving makes 2-pt shot from 4 ft,2,49-36,,
1:04.0,,,49-36,,Turnover by M. Smart (bad pass; steal by K. Irving)
0:50.0,K. Irving makes 2-pt shot from 5 ft,2,51-36,,
0:42.0,,,51-38,2,I. Thomas makes 2-pt shot from 1 ft
0:30.0,J. Smith makes 3-pt shot from 27 ft (assist by I. Shumpert),3,54-38,,
0:15.0,,,54-40,2,I. Thomas makes 2-pt shot from 2 ft
0:15.0,,,54-40,,Shooting foul by I. Shumpert (drawn by I. Thomas)
0:15.0,,,54-41,1,I. Thomas makes free throw 1 of 1
0:15.0,,,54-40,,J. Brown enters the game for J. Crowder
0:15.0,K. Korver enters the game for I. Shumpert,,54-40,,
0:01.0,L. James makes 2-pt shot from 3 ft,2,56-41,,
0:01.0,Shooting foul by J. Brown (drawn by L. James),,56-41,,
0:01.0,L. James makes free throw 1 of 1,1,57-41,,
0:01.0,Personal foul by L. James (drawn by K. Olynyk),,57-41,,
0:01.0,,,57-41,,K. Olynyk misses free throw 1 of 2
0:01.0,,,57-41,,Offensive rebound by Team
0:01.0,,,57-42,1,K. Olynyk makes free throw 2 of 2
0:01.0,D. Williams enters the game for K. Irving,,56-41,,
0:01.0,C. Frye enters the game for K. Love,,56-41,,
0:01.0,,,56-41,,K. Olynyk enters the game for J. Brown
0:01.0,K. Love enters the game for C. Frye,,57-41,,
0:01.0,R. Jefferson enters the game for D. Williams,,57-41,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,,,57-42,,Personal foul by J. Crowder (drawn by L. James)
11:35.0,L. James makes 2-pt shot from 12 ft,2,59-42,,
11:10.0,,,59-44,2,A. Johnson makes 2-pt shot from 3 ft (assist by I. Thomas)
10:48.0,L. James misses 2-pt shot from 16 ft,,59-44,,
10:47.0,,,59-44,,Defensive rebound by A. Horford
10:42.0,Personal block foul by C. Frye (drawn by I. Thomas),,59-44,,
10:30.0,,,59-44,,J. Crowder misses 2-pt shot from 20 ft
10:29.0,,,59-44,,Offensive rebound by A. Johnson
10:26.0,,,59-47,3,J. Crowder makes 3-pt shot from 25 ft (assist by A. Johnson)
10:04.0,K. Irving misses 3-pt shot from 25 ft,,59-47,,
10:03.0,,,59-47,,Defensive rebound by J. Crowder
9:54.0,,,59-47,,A. Bradley misses 3-pt shot from 23 ft
9:53.0,Defensive rebound by C. Frye,,59-47,,
9:53.0,,,59-47,,Personal foul by A. Johnson (drawn by C. Frye)
9:35.0,,,59-47,,Personal foul by I. Thomas
9:24.0,K. Irving makes 2-pt shot from 1 ft (assist by C. Frye),2,61-47,,
9:10.0,,,61-47,,J. Crowder misses 3-pt shot from 24 ft
9:09.0,Defensive rebound by K. Irving,,61-47,,
9:08.0,Shooting foul by A. Horford (drawn by L. James),,61-47,,
9:08.0,L. James makes free throw 1 of 2,1,62-47,,
9:08.0,L. James makes free throw 2 of 2,1,63-47,,
8:45.0,,,63-47,,I. Thomas misses 3-pt shot from 45 ft
8:44.0,,,63-47,,Offensive rebound by Team
8:44.0,,,63-47,,Turnover by Team (shot clock)
8:31.0,J. Smith misses 3-pt shot from 24 ft,,63-47,,
8:30.0,,,63-47,,Defensive rebound by A. Johnson
8:19.0,,,63-47,,A. Bradley misses 2-pt shot from 21 ft
8:18.0,Defensive rebound by C. Frye,,63-47,,
8:08.0,K. Irving misses 3-pt shot from 23 ft,,63-47,,
8:06.0,Offensive rebound by C. Frye,,63-47,,
8:05.0,C. Frye makes 2-pt shot at rim,2,65-47,,
7:52.0,,,65-49,2,A. Johnson makes 2-pt shot from 5 ft (assist by I. Thomas)
7:40.0,K. Love makes 2-pt shot from 2 ft,2,67-49,,
7:40.0,,,67-49,,Boston full timeout
7:20.0,,,67-51,2,I. Thomas makes 2-pt shot from 8 ft
7:04.0,Turnover by L. James (bad pass; steal by A. Bradley),,67-51,,
6:58.0,,,67-51,,I. Thomas misses 3-pt shot from 25 ft
6:57.0,Defensive rebound by L. James,,67-51,,
6:56.0,Turnover by L. James (bad pass; steal by A. Johnson),,67-51,,
6:56.0,Loose ball foul by K. Irving (drawn by A. Johnson),,67-51,,
6:47.0,,,67-53,2,A. Johnson makes 2-pt shot from 6 ft (assist by A. Horford)
6:22.0,C. Frye makes 3-pt shot from 23 ft (assist by K. Love),3,70-53,,
6:08.0,,,70-53,,Turnover by I. Thomas (bad pass; steal by C. Frye)
5:55.0,J. Smith makes 2-pt shot from 13 ft,2,72-53,,
5:39.0,,,72-53,,Turnover by A. Horford (bad pass; steal by J. Smith)
5:33.0,J. Smith makes 3-pt shot from 26 ft (assist by L. James),3,75-53,,
5:13.0,,,75-53,,Shooting foul by K. Love (drawn by J. Crowder)
5:13.0,,,75-53,,J. Crowder misses free throw 1 of 2
5:13.0,,,75-53,,Offensive rebound by Team
5:13.0,,,75-54,1,J. Crowder makes free throw 2 of 2
5:13.0,,,75-53,,J. Brown enters the game for A. Johnson
5:13.0,,,75-53,,M. Smart enters the game for A. Bradley
5:13.0,I. Shumpert enters the game for C. Frye,,75-53,,
4:53.0,,,75-54,,Def 3 sec tech foul by M. Smart
4:53.0,K. Irving makes technical free throw,1,76-54,,
4:37.0,I. Shumpert misses 2-pt shot from 21 ft,,76-54,,
4:36.0,Offensive rebound by K. Love,,76-54,,
4:28.0,L. James makes 3-pt shot from 25 ft,3,79-54,,
4:05.0,,,79-54,,Turnover by J. Brown (bad pass; steal by K. Irving)
3:59.0,Cleveland full timeout,,79-54,,
3:59.0,,,79-54,,K. Olynyk enters the game for A. Horford
3:50.0,K. Irving misses 2-pt shot from 7 ft,,79-54,,
3:50.0,Offensive rebound by Team,,79-54,,
3:50.0,,,79-54,,Loose ball foul by K. Olynyk (drawn by K. Love)
3:50.0,K. Love makes free throw 1 of 2,1,80-54,,
3:50.0,K. Love makes free throw 2 of 2,1,81-54,,
3:39.0,,,81-54,,M. Smart misses 2-pt shot from 8 ft
3:38.0,Defensive rebound by K. Love,,81-54,,
3:30.0,K. Love misses 3-pt shot from 26 ft,,81-54,,
3:29.0,,,81-54,,Defensive rebound by Team
3:20.0,,,81-54,,Shooting foul by L. James (drawn by I. Thomas)
3:20.0,,,81-55,1,I. Thomas makes free throw 1 of 2
3:20.0,,,81-56,1,I. Thomas makes free throw 2 of 2
3:02.0,I. Shumpert misses 3-pt shot from 24 ft,,81-56,,
3:01.0,,,81-56,,Defensive rebound by I. Thomas
2:52.0,,,81-56,,K. Olynyk misses 3-pt shot from 25 ft
2:51.0,,,81-56,,Offensive rebound by J. Crowder
2:50.0,,,81-58,2,J. Crowder makes 2-pt shot from 2 ft
2:34.0,K. Irving makes 2-pt shot from 19 ft,2,83-58,,
2:16.0,,,83-58,,Shooting foul by L. James (drawn by I. Thomas)
2:16.0,,,83-59,1,I. Thomas makes free throw 1 of 2
2:16.0,,,83-60,1,I. Thomas makes free throw 2 of 2
2:16.0,D. Williams enters the game for J. Smith,,83-59,,
2:16.0,K. Korver enters the game for L. James,,83-59,,
2:16.0,,,83-59,,J. Jerebko enters the game for J. Crowder
1:52.0,K. Irving makes 3-pt shot from 24 ft,3,86-60,,
1:41.0,,,86-60,,J. Brown misses 3-pt shot from 24 ft
1:40.0,Defensive rebound by K. Love,,86-60,,
1:30.0,K. Korver makes 3-pt shot from 23 ft (assist by D. Williams),3,89-60,,
1:18.0,,,89-62,2,J. Brown makes 2-pt shot at rim (assist by I. Thomas)
0:58.0,K. Love misses 3-pt shot from 25 ft,,89-62,,
0:57.0,,,89-62,,Defensive rebound by K. Olynyk
0:48.0,,,89-65,3,K. Olynyk makes 3-pt shot from 26 ft (assist by I. Thomas)
0:36.0,Shooting foul by M. Smart (drawn by K. Irving),,89-65,,
0:36.0,K. Irving makes free throw 1 of 2,1,90-65,,
0:36.0,K. Irving misses free throw 2 of 2,,90-65,,
0:36.0,,,90-65,,Defensive rebound by K. Olynyk
0:36.0,,,90-65,,A. Bradley enters the game for I. Thomas
0:36.0,R. Jefferson enters the game for K. Love,,90-65,,
0:29.0,Shooting block foul by K. Irving (drawn by M. Smart),,90-65,,
0:29.0,,,90-65,,M. Smart misses free throw 1 of 2
0:29.0,,,90-65,,Offensive rebound by Team
0:29.0,,,90-66,1,M. Smart makes free throw 2 of 2
0:29.0,L. James enters the game for K. Irving,,90-65,,
0:08.0,L. James misses 3-pt shot from 25 ft,,90-66,,
0:07.0,,,90-66,,Defensive rebound by J. Brown
0:01.0,,,90-66,,A. Bradley misses 3-pt shot from 25 ft
0:00.0,,,90-66,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,,,90-68,2,K. Olynyk makes 2-pt shot from 2 ft (assist by J. Jerebko)
11:11.0,R. Jefferson makes 3-pt shot from 25 ft (assist by L. James),3,93-68,,
10:55.0,,,93-68,,J. Brown misses 2-pt shot from 18 ft
10:54.0,,,93-68,,Offensive rebound by Team
10:50.0,,,93-71,3,M. Smart makes 3-pt shot from 23 ft (assist by J. Brown)
10:27.0,Shooting foul by K. Olynyk (drawn by L. James),,93-71,,
10:27.0,L. James makes free throw 1 of 2,1,94-71,,
10:27.0,L. James makes free throw 2 of 2,1,95-71,,
10:18.0,,,95-71,,Turnover by A. Bradley (lost ball)
10:18.0,,,95-71,,Violation by Team (jump ball)
9:55.0,L. James misses 3-pt shot from 25 ft,,95-71,,
9:53.0,,,95-71,,Defensive rebound by A. Bradley
9:44.0,,,95-73,2,K. Olynyk makes 2-pt shot from 3 ft (assist by M. Smart)
9:19.0,D. Williams misses 2-pt shot from 3 ft,,95-73,,
9:19.0,,,95-73,,Defensive rebound by J. Jerebko
9:13.0,,,95-73,,Shooting foul by I. Shumpert (drawn by J. Jerebko)
9:13.0,,,95-73,,J. Jerebko misses free throw 1 of 2
9:13.0,,,95-73,,Offensive rebound by Team
9:13.0,,,95-74,1,J. Jerebko makes free throw 2 of 2
9:13.0,K. Love enters the game for R. Jefferson,,95-73,,
9:04.0,Offensive foul by D. Williams,,95-74,,
9:04.0,Turnover by D. Williams (offensive foul),,95-74,,
8:56.0,,,95-74,,K. Olynyk misses 2-pt shot from 22 ft
8:54.0,Defensive rebound by K. Love,,95-74,,
8:36.0,L. James misses 3-pt shot from 25 ft,,95-74,,
8:36.0,,,95-74,,Defensive rebound by J. Jerebko
8:31.0,,,95-74,,Turnover by J. Brown (step out of bounds)
8:31.0,Official timeout,,95-74,,
8:31.0,J. Smith enters the game for I. Shumpert,,95-74,,
8:31.0,K. Irving enters the game for D. Williams,,95-74,,
8:16.0,K. Love misses 2-pt shot from 2 ft (block by J. Brown),,95-74,,
8:15.0,Offensive rebound by Team,,95-74,,
8:11.0,K. Love misses 3-pt shot from 25 ft,,95-74,,
8:10.0,,,95-74,,Defensive rebound by M. Smart
7:59.0,,,95-74,,Shooting foul by K. Korver (drawn by A. Bradley)
7:59.0,,,95-75,1,A. Bradley makes free throw 1 of 2
7:59.0,,,95-75,,A. Bradley misses free throw 2 of 2
7:59.0,Defensive rebound by K. Love,,95-75,,
7:59.0,,,95-75,,J. Crowder enters the game for J. Jerebko
7:59.0,,,95-75,,I. Thomas enters the game for J. Brown
7:40.0,L. James makes 2-pt shot from 2 ft (assist by K. Irving),2,97-75,,
7:26.0,,,97-77,2,K. Olynyk makes 2-pt shot from 2 ft (assist by I. Thomas)
7:06.0,K. Irving misses 2-pt shot from 3 ft,,97-77,,
7:05.0,,,97-77,,Defensive rebound by K. Olynyk
7:01.0,Personal foul by K. Love (drawn by I. Thomas),,97-77,,
6:54.0,,,97-77,,K. Olynyk misses 3-pt shot from 25 ft
6:53.0,Defensive rebound by J. Smith,,97-77,,
6:47.0,Shooting foul by J. Crowder (drawn by L. James),,97-77,,
6:47.0,L. James makes 2-pt shot from 3 ft,2,99-77,,
6:47.0,L. James makes free throw 1 of 1,1,100-77,,
6:47.0,,,99-77,,A. Horford enters the game for K. Olynyk
6:37.0,Personal foul by K. Korver (drawn by M. Smart),,100-77,,
6:32.0,,,100-77,,Turnover by I. Thomas (lost ball)
6:15.0,K. Irving misses 2-pt shot from 7 ft (block by I. Thomas),,100-77,,
6:14.0,,,100-77,,Defensive rebound by A. Horford
6:07.0,,,100-77,,I. Thomas misses 3-pt shot from 26 ft
6:06.0,,,100-77,,Offensive rebound by J. Crowder
6:04.0,,,100-77,,M. Smart misses 3-pt shot from 23 ft
6:03.0,Defensive rebound by L. James,,100-77,,
5:58.0,J. Smith makes 2-pt shot from 1 ft (assist by L. James),2,102-77,,
5:38.0,,,102-77,,M. Smart misses 2-pt shot from 6 ft
5:37.0,Defensive rebound by L. James,,102-77,,
5:18.0,Turnover by L. James (bad pass; steal by J. Crowder),,102-77,,
5:12.0,,,102-77,,I. Thomas misses 2-pt shot from 2 ft
5:11.0,,,102-77,,Offensive rebound by J. Crowder
5:10.0,,,102-79,2,J. Crowder makes 2-pt shot from 2 ft
5:10.0,Cleveland full timeout,,102-79,,
5:00.0,L. James makes 2-pt shot from 2 ft (assist by K. Irving),2,104-79,,
5:00.0,Shooting foul by A. Horford (drawn by L. James),,104-79,,
5:00.0,L. James makes free throw 1 of 1,1,105-79,,
4:43.0,,,105-79,,Shooting foul by K. Korver (drawn by I. Thomas)
4:43.0,,,105-81,2,I. Thomas makes 2-pt shot from 12 ft (assist by M. Smart)
4:43.0,,,105-82,1,I. Thomas makes free throw 1 of 1
4:43.0,,,105-81,,J. Brown enters the game for J. Crowder
4:43.0,,,105-81,,T. Rozier enters the game for A. Horford
4:43.0,,,105-81,,J. Young enters the game for A. Bradley
