time,Toronto,pts.away,score,pts.home,Milwaukee
0:35.0,,,26-24,,G. Antetokounmpo misses 2-pt shot from 1 ft
0:33.0,Defensive rebound by P. Tucker,,26-24,,
0:23.0,,,26-24,,Personal foul by T. Snell (drawn by D. DeRozan)
0:23.0,D. DeRozan makes free throw 1 of 2,1,27-24,,
0:23.0,D. DeRozan makes free throw 2 of 2,1,28-24,,
0:01.0,,,28-24,,T. Snell misses 3-pt shot from 26 ft
0:00.0,,,28-24,,Offensive rebound by J. Henson
0:00.0,,,28-24,,J. Henson misses 2-pt shot from 1 ft
0:00.0,,,28-24,,Offensive rebound by G. Antetokounmpo
0:00.0,,,28-24,,G. Antetokounmpo misses 2-pt shot from 1 ft
0:00.0,,,28-24,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,J. Valanciunas misses 2-pt shot from 12 ft,,28-24,,
11:36.0,,,28-24,,Defensive rebound by J. Henson
11:13.0,,,28-24,,M. Brogdon misses 2-pt shot from 2 ft
11:11.0,Defensive rebound by J. Valanciunas,,28-24,,
11:01.0,P. Patterson makes 3-pt shot from 26 ft (assist by D. Wright),3,31-24,,
10:50.0,,,31-24,,G. Antetokounmpo misses 2-pt shot from 2 ft (block by K. Lowry)
10:49.0,,,31-24,,Offensive rebound by Team
10:49.0,S. Ibaka enters the game for J. Valanciunas,,31-24,,
10:41.0,,,31-24,,G. Antetokounmpo misses 2-pt shot at rim
10:39.0,,,31-24,,Offensive rebound by Team
10:38.0,,,31-24,,Shooting foul by D. Wright (drawn by M. Dellavedova)
10:38.0,,,31-25,1,M. Dellavedova makes free throw 1 of 2
10:38.0,,,31-26,1,M. Dellavedova makes free throw 2 of 2
10:14.0,Turnover by S. Ibaka (bad pass; steal by J. Henson),,31-26,,
9:49.0,,,31-28,2,G. Antetokounmpo makes 2-pt shot from 17 ft (assist by M. Dellavedova)
9:32.0,S. Ibaka misses 2-pt shot from 10 ft,,31-28,,
9:30.0,,,31-28,,Defensive rebound by M. Dellavedova
9:21.0,,,31-28,,J. Terry misses 3-pt shot from 26 ft
9:20.0,Defensive rebound by P. Patterson,,31-28,,
9:11.0,D. Wright makes 2-pt shot from 3 ft,2,33-28,,
8:55.0,,,33-28,,M. Brogdon misses 2-pt shot from 1 ft
8:53.0,Defensive rebound by S. Ibaka,,33-28,,
8:44.0,K. Lowry misses 3-pt shot from 26 ft,,33-28,,
8:43.0,Offensive rebound by C. Joseph,,33-28,,
8:36.0,S. Ibaka makes 2-pt shot from 10 ft,2,35-28,,
8:36.0,,,35-28,,Milwaukee full timeout
8:18.0,,,35-30,2,M. Dellavedova makes 2-pt shot from 6 ft
7:56.0,K. Lowry misses 3-pt shot from 27 ft,,35-30,,
7:55.0,,,35-30,,Defensive rebound by M. Brogdon
7:41.0,,,35-32,2,M. Dellavedova makes 2-pt shot from 3 ft
7:22.0,C. Joseph misses 2-pt shot from 1 ft,,35-32,,
7:19.0,,,35-32,,Defensive rebound by M. Brogdon
7:14.0,,,35-32,,J. Terry misses 3-pt shot from 24 ft
7:13.0,Defensive rebound by P. Patterson,,35-32,,
7:10.0,C. Joseph misses 2-pt shot from 2 ft,,35-32,,
7:08.0,Offensive rebound by D. Wright,,35-32,,
7:07.0,D. Wright makes 2-pt shot from 1 ft,2,37-32,,
6:41.0,,,37-32,,J. Terry misses 2-pt shot from 10 ft
6:40.0,,,37-32,,Offensive rebound by J. Henson
6:37.0,,,37-32,,M. Dellavedova misses 3-pt shot from 24 ft
6:36.0,Defensive rebound by P. Patterson,,37-32,,
6:26.0,Shooting foul by J. Terry (drawn by S. Ibaka),,37-32,,
6:26.0,S. Ibaka makes free throw 1 of 2,1,38-32,,
6:26.0,S. Ibaka makes free throw 2 of 2,1,39-32,,
6:26.0,D. DeRozan enters the game for C. Joseph,,38-32,,
6:26.0,N. Powell enters the game for D. Wright,,38-32,,
6:26.0,,,38-32,,T. Snell enters the game for G. Antetokounmpo
6:26.0,,,38-32,,K. Middleton enters the game for J. Terry
6:07.0,,,39-32,,M. Brogdon misses 2-pt shot from 2 ft
6:05.0,Defensive rebound by S. Ibaka,,39-32,,
5:54.0,,,39-32,,Violation by J. Henson (def goaltending)
5:54.0,D. DeRozan makes 2-pt shot from 1 ft,2,41-32,,
5:44.0,,,41-34,2,M. Brogdon makes 2-pt shot at rim (assist by M. Dellavedova)
5:32.0,K. Lowry makes 2-pt shot from 8 ft,2,43-34,,
5:11.0,,,43-34,,J. Henson misses 2-pt shot from 6 ft (block by S. Ibaka)
5:09.0,Defensive rebound by N. Powell,,43-34,,
5:05.0,N. Powell misses 2-pt shot at rim,,43-34,,
5:05.0,Offensive rebound by P. Patterson,,43-34,,
5:05.0,Shooting foul by K. Middleton (drawn by P. Patterson),,43-34,,
5:05.0,Official timeout,,43-34,,
5:05.0,P. Patterson makes free throw 1 of 2,1,44-34,,
5:05.0,P. Patterson makes free throw 2 of 2,1,45-34,,
5:05.0,,,43-34,,T. Maker enters the game for M. Dellavedova
5:05.0,,,43-34,,G. Antetokounmpo enters the game for J. Henson
4:41.0,,,45-34,,G. Antetokounmpo misses 2-pt shot from 19 ft
4:40.0,Defensive rebound by S. Ibaka,,45-34,,
4:25.0,S. Ibaka misses 2-pt shot from 16 ft,,45-34,,
4:24.0,,,45-34,,Defensive rebound by G. Antetokounmpo
4:14.0,,,45-34,,T. Maker misses 2-pt shot from 5 ft
4:13.0,Defensive rebound by N. Powell,,45-34,,
4:01.0,Offensive charge foul by N. Powell,,45-34,,
4:01.0,Turnover by N. Powell (offensive foul),,45-34,,
3:47.0,,,45-34,,Turnover by T. Maker (bad pass; steal by D. DeRozan)
3:39.0,S. Ibaka misses 3-pt shot from 27 ft,,45-34,,
3:38.0,,,45-34,,Defensive rebound by T. Snell
3:26.0,,,45-36,2,K. Middleton makes 2-pt shot from 8 ft
3:21.0,Toronto full timeout,,45-36,,
3:10.0,D. DeRozan misses 2-pt shot from 16 ft (block by T. Snell),,45-36,,
3:09.0,Offensive rebound by S. Ibaka,,45-36,,
3:03.0,D. DeRozan misses 2-pt shot from 14 ft (block by T. Maker),,45-36,,
3:03.0,Offensive rebound by Team,,45-36,,
2:58.0,D. DeRozan misses 2-pt shot from 17 ft,,45-36,,
2:57.0,,,45-36,,Defensive rebound by G. Antetokounmpo
2:46.0,,,45-36,,M. Brogdon misses 2-pt shot from 11 ft
2:45.0,Defensive rebound by S. Ibaka,,45-36,,
2:26.0,N. Powell makes 2-pt shot at rim (assist by K. Lowry),2,47-36,,
2:01.0,,,47-38,2,G. Antetokounmpo makes 2-pt shot at rim (assist by T. Maker)
1:52.0,,,47-38,,Personal block foul by T. Snell (drawn by D. DeRozan)
1:52.0,,,47-38,,M. Dellavedova enters the game for T. Maker
1:52.0,J. Valanciunas enters the game for P. Patterson,,47-38,,
1:52.0,P. Tucker enters the game for S. Ibaka,,47-38,,
1:40.0,D. DeRozan makes 2-pt shot at rim,2,49-38,,
1:32.0,Personal foul by N. Powell (drawn by K. Middleton),,49-38,,
1:32.0,S. Ibaka enters the game for J. Valanciunas,,49-38,,
1:27.0,,,49-38,,G. Antetokounmpo misses 2-pt shot from 1 ft
1:24.0,Defensive rebound by S. Ibaka,,49-38,,
1:05.0,P. Tucker misses 3-pt shot from 24 ft,,49-38,,
1:03.0,,,49-38,,Defensive rebound by M. Dellavedova
0:48.0,,,49-38,,M. Brogdon misses 3-pt shot from 25 ft
0:47.0,Defensive rebound by K. Lowry,,49-38,,
0:42.0,Toronto full timeout,,49-38,,
0:29.0,D. DeRozan makes 2-pt shot from 1 ft,2,51-38,,
0:14.0,,,51-38,,K. Middleton misses 2-pt shot from 16 ft
0:13.0,Defensive rebound by K. Lowry,,51-38,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,51-38,,Personal foul by T. Snell (drawn by D. DeRozan)
11:29.0,Turnover by D. Carroll (lost ball; steal by M. Brogdon),,51-38,,
11:24.0,,,51-38,,K. Middleton misses 2-pt shot from 3 ft
11:23.0,Defensive rebound by S. Ibaka,,51-38,,
11:10.0,N. Powell misses 2-pt shot at rim (block by T. Maker),,51-38,,
11:08.0,,,51-38,,Defensive rebound by Team
11:08.0,Jump ball: S. Ibaka vs. T. Maker (K. Middleton gains possession),,,,Jump ball: S. Ibaka vs. T. Maker (K. Middleton gains possession)
10:46.0,,,51-40,2,G. Antetokounmpo makes 2-pt shot from 4 ft
10:30.0,K. Lowry makes 3-pt shot from 28 ft,3,54-40,,
10:15.0,,,54-42,2,M. Brogdon makes 2-pt shot from 1 ft
9:59.0,D. DeRozan makes 2-pt shot from 1 ft,2,56-42,,
9:43.0,,,56-42,,Turnover by T. Maker (offensive foul)
9:43.0,,,56-42,,Offensive charge foul by T. Maker
9:25.0,D. Carroll misses 3-pt shot from 25 ft,,56-42,,
9:24.0,,,56-42,,Defensive rebound by G. Antetokounmpo
9:07.0,,,56-42,,M. Brogdon misses 2-pt shot at rim
9:05.0,,,56-42,,Offensive rebound by T. Maker
9:05.0,,,56-42,,T. Maker misses 2-pt shot from 1 ft
9:03.0,Defensive rebound by D. Carroll,,56-42,,
8:51.0,S. Ibaka misses 2-pt shot from 20 ft,,56-42,,
8:50.0,,,56-42,,Defensive rebound by T. Maker
8:38.0,,,56-42,,Turnover by G. Antetokounmpo (bad pass; steal by D. DeRozan)
8:33.0,Shooting foul by G. Antetokounmpo (drawn by D. DeRozan),,56-42,,
8:33.0,D. DeRozan makes free throw 1 of 2,1,57-42,,
8:33.0,D. DeRozan makes free throw 2 of 2,1,58-42,,
8:14.0,,,58-42,,K. Middleton misses 2-pt shot from 12 ft
8:13.0,Defensive rebound by S. Ibaka,,58-42,,
7:51.0,K. Lowry makes 2-pt shot from 1 ft,2,60-42,,
7:51.0,,,60-42,,Milwaukee full timeout
7:51.0,,,60-42,,M. Dellavedova enters the game for T. Maker
7:51.0,,,60-42,,G. Monroe enters the game for M. Brogdon
7:29.0,,,60-42,,Turnover by G. Antetokounmpo (bad pass; steal by D. DeRozan)
7:19.0,D. DeRozan makes 2-pt shot from 3 ft,2,62-42,,
6:56.0,Personal foul by N. Powell (drawn by K. Middleton),,62-42,,
6:48.0,,,62-44,2,K. Middleton makes 2-pt shot from 6 ft (assist by G. Antetokounmpo)
6:29.0,S. Ibaka makes 3-pt shot from 26 ft (assist by D. Carroll),3,65-44,,
6:11.0,,,65-46,2,G. Antetokounmpo makes 2-pt shot from 4 ft
5:48.0,N. Powell makes 3-pt shot from 24 ft (assist by D. Carroll),3,68-46,,
5:32.0,,,68-46,,M. Dellavedova misses 3-pt shot from 26 ft
5:31.0,Defensive rebound by S. Ibaka,,68-46,,
5:17.0,D. Carroll makes 3-pt shot from 26 ft (assist by D. DeRozan),3,71-46,,
5:17.0,,,71-46,,Milwaukee full timeout
4:51.0,,,71-48,2,M. Dellavedova makes 2-pt shot from 16 ft (assist by G. Monroe)
4:26.0,Shooting foul by K. Middleton (drawn by K. Lowry),,71-48,,
4:26.0,K. Lowry misses free throw 1 of 2,,71-48,,
4:26.0,Offensive rebound by Team,,71-48,,
4:26.0,K. Lowry makes free throw 2 of 2,1,72-48,,
4:12.0,,,72-48,,Turnover by G. Monroe (bad pass; steal by D. DeRozan)
4:08.0,Turnover by D. DeRozan (lost ball),,72-48,,
3:47.0,,,72-50,2,G. Antetokounmpo makes 2-pt shot from 1 ft
3:25.0,S. Ibaka misses 3-pt shot from 29 ft,,72-50,,
3:24.0,,,72-50,,Defensive rebound by G. Monroe
3:15.0,,,72-53,3,G. Antetokounmpo makes 3-pt shot from 22 ft (assist by K. Middleton)
3:14.0,Toronto full timeout,,72-53,,
3:14.0,P. Tucker enters the game for D. Carroll,,72-53,,
3:14.0,J. Valanciunas enters the game for S. Ibaka,,72-53,,
2:50.0,D. DeRozan makes 2-pt shot from 1 ft,2,74-53,,
2:24.0,,,74-56,3,M. Dellavedova makes 3-pt shot from 28 ft (assist by K. Middleton)
2:03.0,C. Joseph enters the game for K. Lowry,,74-56,,
2:03.0,P. Patterson enters the game for N. Powell,,74-56,,
1:58.0,D. DeRozan misses 3-pt shot from 27 ft,,74-56,,
1:58.0,Offensive rebound by Team,,74-56,,
1:58.0,Turnover by Team (shot clock),,74-56,,
1:41.0,,,74-59,3,K. Middleton makes 3-pt shot from 25 ft (assist by M. Dellavedova)
1:16.0,P. Patterson misses 3-pt shot from 23 ft,,74-59,,
1:14.0,Offensive rebound by P. Tucker,,74-59,,
1:06.0,Turnover by D. DeRozan (lost ball; steal by M. Dellavedova),,74-59,,
0:49.0,,,74-61,2,T. Snell makes 2-pt shot from 3 ft
0:47.0,Toronto full timeout,,74-61,,
0:27.0,Turnover by P. Patterson (lost ball; steal by T. Snell),,74-61,,
0:11.0,,,74-61,,G. Monroe misses 2-pt shot from 11 ft
0:11.0,,,74-61,,Offensive rebound by Team
0:04.0,,,74-61,,K. Middleton misses 2-pt shot from 16 ft
0:02.0,,,74-61,,Offensive rebound by G. Monroe
0:02.0,,,74-61,,G. Monroe misses 2-pt shot from 1 ft
0:01.0,Defensive rebound by D. DeRozan,,74-61,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:34.0,,,74-63,2,G. Antetokounmpo makes 2-pt shot from 3 ft
11:08.0,Turnover by J. Valanciunas (bad pass; steal by G. Antetokounmpo),,74-63,,
11:08.0,Personal foul by P. Tucker,,74-63,,
10:57.0,,,74-63,,G. Antetokounmpo misses 2-pt shot from 17 ft
10:56.0,Defensive rebound by P. Tucker,,74-63,,
10:39.0,C. Joseph misses 3-pt shot from 26 ft,,74-63,,
10:38.0,,,74-63,,Defensive rebound by G. Antetokounmpo
10:29.0,,,74-65,2,G. Monroe makes 2-pt shot at rim (assist by M. Dellavedova)
10:06.0,P. Patterson misses 3-pt shot from 25 ft,,74-65,,
10:04.0,,,74-65,,Defensive rebound by G. Monroe
9:56.0,,,74-65,,Shooting foul by P. Tucker (drawn by K. Middleton)
9:56.0,,,74-66,1,K. Middleton makes free throw 1 of 2
9:56.0,,,74-66,,K. Middleton misses free throw 2 of 2
9:56.0,D. DeRozan enters the game for J. Valanciunas,,74-66,,
9:56.0,S. Ibaka enters the game for C. Joseph,,74-66,,
9:55.0,Defensive rebound by S. Ibaka,,74-66,,
9:35.0,P. Tucker misses 2-pt shot from 2 ft (block by G. Monroe),,74-66,,
9:32.0,Offensive rebound by P. Tucker,,74-66,,
9:32.0,P. Tucker misses 2-pt shot from 2 ft,,74-66,,
9:30.0,Offensive rebound by P. Tucker,,74-66,,
9:21.0,K. Lowry makes 2-pt shot at rim (assist by P. Tucker),2,76-66,,
9:00.0,,,76-66,,Turnover by M. Dellavedova (lost ball; steal by P. Patterson)
8:38.0,Shooting foul by K. Middleton (drawn by K. Lowry),,76-66,,
8:38.0,Official timeout,,76-66,,
8:38.0,,,76-66,,Technical foul by Team
8:38.0,D. DeRozan makes technical free throw,1,77-66,,
8:38.0,K. Lowry makes free throw 1 of 2,1,78-66,,
8:38.0,K. Lowry misses free throw 2 of 2,,78-66,,
8:36.0,,,78-66,,Defensive rebound by G. Antetokounmpo
8:12.0,,,78-66,,M. Dellavedova misses 2-pt shot from 19 ft
8:11.0,Defensive rebound by P. Tucker,,78-66,,
7:53.0,D. DeRozan misses 2-pt shot from 18 ft,,78-66,,
7:52.0,,,78-66,,Defensive rebound by G. Antetokounmpo
7:38.0,,,78-68,2,J. Terry makes 2-pt shot from 5 ft
7:15.0,K. Lowry misses 2-pt shot from 1 ft,,78-68,,
7:13.0,,,78-68,,Defensive rebound by K. Middleton
7:01.0,,,78-68,,G. Antetokounmpo misses 2-pt shot at rim (block by S. Ibaka)
6:59.0,,,78-68,,Offensive rebound by G. Monroe
6:59.0,,,78-68,,Shooting foul by S. Ibaka (drawn by G. Monroe)
6:59.0,,,78-69,1,G. Monroe makes free throw 1 of 2
6:59.0,,,78-70,1,G. Monroe makes free throw 2 of 2
6:59.0,N. Powell enters the game for P. Patterson,,78-69,,
6:41.0,,,78-70,,Personal foul by J. Terry (drawn by D. DeRozan)
6:33.0,D. DeRozan misses 2-pt shot from 18 ft,,78-70,,
6:32.0,Offensive rebound by N. Powell,,78-70,,
6:26.0,Turnover by P. Tucker (lost ball; steal by K. Middleton),,78-70,,
6:22.0,Personal block foul by D. DeRozan (drawn by G. Antetokounmpo),,78-70,,
6:07.0,Personal foul by P. Tucker,,78-70,,
6:07.0,,,78-70,,G. Antetokounmpo misses free throw 1 of 2
6:07.0,,,78-70,,Offensive rebound by Team
6:07.0,,,78-70,,G. Antetokounmpo misses free throw 2 of 2
6:06.0,Defensive rebound by D. DeRozan,,78-70,,
6:06.0,Toronto full timeout,,78-70,,
5:53.0,D. DeRozan misses 2-pt shot at rim (block by G. Antetokounmpo),,78-70,,
5:50.0,,,78-70,,Defensive rebound by K. Middleton
5:45.0,,,78-70,,J. Terry misses 3-pt shot from 27 ft
5:44.0,,,78-70,,Offensive rebound by M. Dellavedova
5:44.0,Personal foul by K. Lowry (drawn by M. Dellavedova),,78-70,,
5:44.0,,,78-71,1,M. Dellavedova makes free throw 1 of 2
5:44.0,,,78-71,,M. Dellavedova misses free throw 2 of 2
5:43.0,Defensive rebound by S. Ibaka,,78-71,,
5:21.0,Turnover by K. Lowry (bad pass; steal by K. Middleton),,78-71,,
5:04.0,,,78-71,,Shooting foul by P. Tucker (drawn by G. Antetokounmpo)
5:04.0,,,78-72,1,G. Antetokounmpo makes free throw 1 of 2
5:04.0,,,78-72,,G. Antetokounmpo misses free throw 2 of 2
5:02.0,Defensive rebound by D. DeRozan,,78-72,,
4:53.0,Turnover by D. DeRozan (lost ball; steal by G. Monroe),,78-72,,
4:50.0,,,78-72,,Shooting foul by S. Ibaka (drawn by G. Antetokounmpo)
4:50.0,,,78-72,,G. Antetokounmpo misses free throw 1 of 2
4:50.0,,,78-72,,Offensive rebound by Team
4:50.0,,,78-73,1,G. Antetokounmpo makes free throw 2 of 2
4:44.0,Turnover by K. Lowry (bad pass; steal by J. Terry),,78-73,,
4:40.0,,,78-73,,Shooting foul by S. Ibaka (drawn by G. Antetokounmpo)
4:40.0,,,78-74,1,G. Antetokounmpo makes free throw 1 of 2
4:40.0,,,78-74,,G. Antetokounmpo misses free throw 2 of 2
4:37.0,,,78-74,,Offensive rebound by J. Terry
4:23.0,,,78-74,,K. Middleton misses 2-pt shot from 15 ft
4:22.0,,,78-74,,Offensive rebound by G. Monroe
4:15.0,,,78-74,,M. Dellavedova misses 2-pt shot from 8 ft (block by P. Tucker)
4:13.0,,,78-74,,Offensive rebound by Team
4:11.0,,,78-74,,G. Antetokounmpo misses 3-pt shot from 26 ft
4:10.0,,,78-74,,Offensive rebound by J. Terry
4:06.0,,,78-77,3,K. Middleton makes 3-pt shot from 24 ft (assist by G. Antetokounmpo)
4:06.0,,,78-77,,Shooting foul by N. Powell (drawn by K. Middleton)
4:06.0,,,78-77,,K. Middleton misses free throw 1 of 1
4:06.0,P. Patterson enters the game for P. Tucker,,78-77,,
4:05.0,Defensive rebound by P. Patterson,,78-77,,
3:41.0,D. DeRozan misses 3-pt shot from 28 ft,,78-77,,
3:35.0,,,78-77,,Defensive rebound by M. Dellavedova
3:15.0,,,78-77,,J. Terry misses 2-pt shot from 1 ft
3:06.0,,,78-77,,Offensive rebound by J. Terry
3:06.0,,,78-80,3,J. Terry makes 3-pt shot from 27 ft (assist by K. Middleton)
3:06.0,Toronto full timeout,,78-80,,
3:06.0,C. Joseph enters the game for N. Powell,,78-80,,
2:53.0,D. DeRozan makes 2-pt shot from 2 ft,2,80-80,,
2:29.0,,,80-82,2,G. Monroe makes 2-pt shot from 1 ft (assist by G. Antetokounmpo)
2:08.0,P. Patterson makes 2-pt shot at rim (assist by C. Joseph),2,82-82,,
1:51.0,,,82-82,,G. Antetokounmpo misses 2-pt shot from 5 ft
1:50.0,,,82-82,,Offensive rebound by G. Monroe
1:50.0,,,82-82,,G. Monroe misses 2-pt shot from 1 ft
1:48.0,Defensive rebound by C. Joseph,,82-82,,
1:27.0,C. Joseph makes 3-pt shot from 24 ft (assist by P. Patterson),3,85-82,,
1:27.0,,,85-82,,Milwaukee full timeout
1:08.0,,,85-82,,K. Middleton misses 3-pt shot from 24 ft
1:07.0,Defensive rebound by K. Lowry,,85-82,,
0:54.0,,,85-82,,T. Maker enters the game for G. Monroe
0:49.0,D. DeRozan makes 2-pt shot at rim,2,87-82,,
0:43.0,,,87-82,,Turnover by K. Middleton (bad pass)
0:39.0,,,87-82,,Personal block foul by G. Antetokounmpo (drawn by D. DeRozan)
0:34.0,,,87-82,,Personal foul by G. Antetokounmpo (drawn by C. Joseph)
0:34.0,C. Joseph makes free throw 1 of 2,1,88-82,,
0:34.0,C. Joseph makes free throw 2 of 2,1,89-82,,
