time,Minnesota,pts.away,score,pts.home,San Antonio
1:00.0,Shooting foul by D. Lee (drawn by G. Dieng),,25-25,,
1:00.0,Minnesota full timeout,,25-25,,
1:00.0,,,25-25,,Violation by Team (jump ball)
1:00.0,G. Dieng makes free throw 1 of 2,1,26-25,,
1:00.0,G. Dieng makes free throw 2 of 2,1,27-25,,
1:00.0,,,25-25,,J. Simmons enters the game for K. Leonard
1:00.0,N. Bjelica enters the game for K. Towns,,25-25,,
1:00.0,K. Dunn enters the game for R. Rubio,,25-25,,
0:49.0,,,27-28,3,P. Mills makes 3-pt shot from 24 ft (assist by M. Ginobili)
0:37.0,S. Muhammad misses 3-pt shot from 23 ft,,27-28,,
0:37.0,,,27-28,,Defensive rebound by D. Lee
0:31.0,,,27-28,,Turnover by P. Mills (bad pass)
0:31.0,Z. LaVine enters the game for A. Wiggins,,27-28,,
0:31.0,G. Dieng misses 2-pt shot from 19 ft,,27-28,,
0:16.0,,,27-28,,Defensive rebound by D. Lee
0:04.0,,,27-28,,Shooting foul by Z. LaVine (drawn by J. Simmons)
0:04.0,,,27-29,1,J. Simmons makes free throw 1 of 2
0:04.0,,,27-30,1,J. Simmons makes free throw 2 of 2
0:04.0,,,27-29,,K. Anderson enters the game for D. Lee
0:04.0,,,27-29,,B. Forbes enters the game for D. Dedmon
0:00.0,Shooting foul by B. Forbes (drawn by N. Bjelica),,27-30,,
0:00.0,N. Bjelica makes free throw 1 of 3,1,28-30,,
0:00.0,N. Bjelica makes free throw 2 of 3,1,29-30,,
0:00.0,N. Bjelica makes free throw 3 of 3,1,30-30,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:38.0,S. Muhammad makes 3-pt shot from 23 ft (assist by N. Bjelica),3,33-30,,
11:26.0,,,33-30,,M. Ginobili misses 3-pt shot from 26 ft
11:25.0,Defensive rebound by Team,,33-30,,
11:25.0,,,33-30,,Loose ball foul by D. Dedmon (drawn by N. Bjelica)
11:10.0,,,33-30,,Shooting block foul by M. Ginobili (drawn by S. Muhammad)
11:10.0,S. Muhammad makes free throw 1 of 2,1,34-30,,
11:10.0,S. Muhammad makes free throw 2 of 2,1,35-30,,
11:10.0,,,34-30,,D. Green enters the game for M. Ginobili
10:55.0,Shooting block foul by G. Dieng (drawn by P. Gasol),,35-30,,
10:55.0,,,35-30,,P. Gasol misses free throw 1 of 2
10:55.0,,,35-30,,Offensive rebound by Team
10:55.0,,,35-31,1,P. Gasol makes free throw 2 of 2
10:46.0,Shooting foul by P. Gasol (drawn by G. Dieng),,35-31,,
10:46.0,G. Dieng makes free throw 1 of 2,1,36-31,,
10:46.0,G. Dieng makes free throw 2 of 2,1,37-31,,
10:46.0,,,36-31,,T. Parker enters the game for P. Mills
10:27.0,,,37-33,2,J. Simmons makes 2-pt shot from 2 ft (assist by T. Parker)
10:15.0,Turnover by N. Bjelica (bad pass; steal by D. Green),,37-33,,
10:10.0,,,37-33,,D. Green misses 3-pt shot from 26 ft
10:07.0,Defensive rebound by S. Muhammad,,37-33,,
9:50.0,Turnover by K. Dunn (lost ball; steal by J. Simmons),,37-33,,
9:48.0,,,37-33,,Shooting foul by K. Dunn (drawn by J. Simmons)
9:48.0,,,37-33,,J. Simmons misses free throw 1 of 2
9:48.0,,,37-33,,Offensive rebound by Team
9:48.0,,,37-34,1,J. Simmons makes free throw 2 of 2
9:38.0,Z. LaVine makes 2-pt shot at rim (assist by N. Bjelica),2,39-34,,
9:22.0,,,39-36,2,T. Parker makes 2-pt shot from 6 ft (assist by J. Simmons)
9:22.0,,,39-36,,Shooting foul by K. Dunn (drawn by T. Parker)
9:22.0,,,39-36,,T. Parker misses free throw 1 of 1
9:22.0,K. Towns enters the game for G. Dieng,,39-36,,
9:22.0,,,39-36,,L. Aldridge enters the game for P. Gasol
9:20.0,,,39-36,,Offensive rebound by D. Dedmon
9:10.0,,,39-38,2,T. Parker makes 2-pt shot from 2 ft
8:51.0,Z. LaVine misses 2-pt shot from 1 ft (block by L. Aldridge),,39-38,,
8:51.0,,,39-38,,Defensive rebound by Team
8:51.0,Official timeout,,39-38,,
8:51.0,,,39-38,,D. Bertans enters the game for D. Dedmon
8:39.0,,,39-40,2,L. Aldridge makes 2-pt shot from 17 ft (assist by T. Parker)
8:15.0,S. Muhammad makes 3-pt shot from 26 ft (assist by Z. LaVine),3,42-40,,
7:55.0,,,42-40,,L. Aldridge misses 3-pt shot from 24 ft
7:53.0,Defensive rebound by N. Bjelica,,42-40,,
7:41.0,Shooting foul by D. Green (drawn by S. Muhammad),,42-40,,
7:41.0,S. Muhammad makes free throw 1 of 2,1,43-40,,
7:41.0,S. Muhammad makes free throw 2 of 2,1,44-40,,
7:30.0,,,44-40,,Shooting foul by K. Dunn (drawn by T. Parker)
7:30.0,,,44-41,1,T. Parker makes free throw 1 of 2
7:30.0,,,44-42,1,T. Parker makes free throw 2 of 2
7:30.0,R. Rubio enters the game for K. Dunn,,44-41,,
7:21.0,Shooting foul by J. Simmons (drawn by S. Muhammad),,44-42,,
7:21.0,S. Muhammad makes 2-pt shot from 10 ft,2,46-42,,
7:21.0,S. Muhammad makes free throw 1 of 1,1,47-42,,
7:21.0,,,46-42,,K. Leonard enters the game for J. Simmons
7:00.0,,,47-44,2,L. Aldridge makes 2-pt shot from 19 ft (assist by T. Parker)
6:36.0,,,47-44,,Personal foul by T. Parker (drawn by R. Rubio)
6:36.0,R. Rubio makes free throw 1 of 2,1,48-44,,
6:36.0,R. Rubio makes free throw 2 of 2,1,49-44,,
6:36.0,A. Wiggins enters the game for S. Muhammad,,48-44,,
6:36.0,,,48-44,,K. Anderson enters the game for D. Green
6:24.0,,,49-44,,T. Parker misses 2-pt shot from 4 ft
6:22.0,Defensive rebound by N. Bjelica,,49-44,,
6:17.0,R. Rubio misses 2-pt shot from 18 ft,,49-44,,
6:16.0,Offensive rebound by K. Towns,,49-44,,
6:15.0,K. Towns makes 2-pt shot from 2 ft,2,51-44,,
5:56.0,,,51-46,2,L. Aldridge makes 2-pt shot from 3 ft
5:36.0,,,51-46,,Shooting block foul by L. Aldridge (drawn by K. Towns)
5:36.0,,,51-46,,San Antonio full timeout
5:36.0,K. Towns makes free throw 1 of 2,1,52-46,,
5:36.0,K. Towns makes free throw 2 of 2,1,53-46,,
5:36.0,,,51-46,,M. Ginobili enters the game for D. Bertans
5:20.0,,,53-46,,M. Ginobili misses 3-pt shot from 25 ft
5:19.0,Defensive rebound by K. Towns,,53-46,,
5:05.0,Turnover by R. Rubio (bad pass; steal by M. Ginobili),,53-46,,
4:57.0,,,53-48,2,L. Aldridge makes 2-pt shot from 2 ft (assist by K. Anderson)
4:42.0,Turnover by A. Wiggins (lost ball; steal by K. Leonard),,53-48,,
4:36.0,,,53-50,2,K. Leonard makes 2-pt shot at rim
4:27.0,,,53-50,,Personal foul by T. Parker (drawn by R. Rubio)
4:27.0,R. Rubio makes free throw 1 of 2,1,54-50,,
4:27.0,R. Rubio makes free throw 2 of 2,1,55-50,,
4:27.0,,,54-50,,P. Mills enters the game for T. Parker
4:08.0,,,55-50,,K. Leonard misses 3-pt shot from 23 ft
4:07.0,Defensive rebound by Z. LaVine,,55-50,,
4:00.0,,,55-50,,Personal foul by M. Ginobili (drawn by A. Wiggins)
4:00.0,A. Wiggins makes free throw 1 of 2,1,56-50,,
4:00.0,A. Wiggins makes free throw 2 of 2,1,57-50,,
3:50.0,Personal foul by K. Towns (drawn by L. Aldridge),,57-50,,
3:50.0,,,57-51,1,L. Aldridge makes free throw 1 of 2
3:50.0,,,57-52,1,L. Aldridge makes free throw 2 of 2
3:32.0,,,57-52,,Personal foul by K. Leonard (drawn by R. Rubio)
3:32.0,R. Rubio makes free throw 1 of 2,1,58-52,,
3:32.0,R. Rubio makes free throw 2 of 2,1,59-52,,
3:19.0,,,59-54,2,K. Leonard makes 2-pt shot from 16 ft
3:03.0,Z. LaVine makes 3-pt shot from 26 ft (assist by N. Bjelica),3,62-54,,
2:54.0,,,62-56,2,M. Ginobili makes 2-pt shot from 7 ft (assist by P. Mills)
2:54.0,,,62-56,,Shooting foul by Z. LaVine (drawn by M. Ginobili)
2:54.0,Minnesota full timeout,,62-56,,
2:54.0,,,62-57,1,M. Ginobili makes free throw 1 of 1
2:46.0,Shooting foul by K. Anderson (drawn by N. Bjelica),,62-57,,
2:46.0,N. Bjelica misses free throw 1 of 2,,62-57,,
2:46.0,Offensive rebound by Team,,62-57,,
2:46.0,N. Bjelica makes free throw 2 of 2,1,63-57,,
2:37.0,,,63-57,,Shooting foul by Z. LaVine (drawn by K. Leonard)
2:37.0,,,63-57,,K. Leonard misses free throw 1 of 2
2:37.0,,,63-57,,Offensive rebound by Team
2:37.0,,,63-58,1,K. Leonard makes free throw 2 of 2
2:37.0,S. Muhammad enters the game for Z. LaVine,,63-57,,
2:29.0,A. Wiggins makes 2-pt shot from 2 ft (assist by R. Rubio),2,65-58,,
2:20.0,,,65-58,,Shooting foul by K. Towns (drawn by L. Aldridge)
2:20.0,,,65-58,,L. Aldridge misses free throw 1 of 2
2:20.0,,,65-58,,Offensive rebound by Team
2:20.0,,,65-59,1,L. Aldridge makes free throw 2 of 2
2:20.0,,,65-58,,J. Simmons enters the game for K. Anderson
2:12.0,K. Towns misses 2-pt shot from 3 ft (block by L. Aldridge),,65-59,,
2:10.0,,,65-59,,Defensive rebound by M. Ginobili
2:01.0,,,65-59,,Turnover by L. Aldridge (lost ball)
1:45.0,A. Wiggins misses 2-pt shot from 2 ft,,65-59,,
1:43.0,,,65-59,,Defensive rebound by L. Aldridge
1:23.0,,,65-61,2,K. Leonard makes 2-pt shot from 4 ft
1:12.0,,,65-61,,Personal foul by P. Mills
1:12.0,R. Rubio makes free throw 1 of 2,1,66-61,,
1:12.0,R. Rubio makes free throw 2 of 2,1,67-61,,
0:54.0,,,67-63,2,K. Leonard makes 2-pt shot from 16 ft (assist by P. Mills)
0:42.0,R. Rubio makes 2-pt shot from 19 ft,2,69-63,,
0:30.0,,,69-63,,Shooting foul by A. Wiggins (drawn by K. Leonard)
0:30.0,,,69-64,1,K. Leonard makes free throw 1 of 2
0:30.0,,,69-65,1,K. Leonard makes free throw 2 of 2
0:25.0,K. Towns makes 2-pt shot from 4 ft (assist by R. Rubio),2,71-65,,
0:02.0,,,71-65,,Shooting foul by S. Muhammad (drawn by J. Simmons)
0:02.0,,,71-66,1,J. Simmons makes free throw 1 of 2
0:02.0,,,71-67,1,J. Simmons makes free throw 2 of 2
0:02.0,,,71-66,,D. Green enters the game for M. Ginobili
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,K. Towns misses 2-pt shot from 7 ft,,71-67,,
11:40.0,,,71-67,,Defensive rebound by P. Gasol
11:24.0,,,71-67,,Shooting foul by K. Towns (drawn by L. Aldridge)
11:24.0,,,71-68,1,L. Aldridge makes free throw 1 of 2
11:24.0,,,71-69,1,L. Aldridge makes free throw 2 of 2
11:15.0,Turnover by K. Towns (offensive goaltending),,71-69,,
11:02.0,,,71-69,,L. Aldridge misses 2-pt shot from 19 ft
10:58.0,Defensive rebound by K. Towns,,71-69,,
10:47.0,Turnover by Z. LaVine (bad pass; steal by D. Green),,71-69,,
10:37.0,,,71-69,,D. Green misses 2-pt shot from 19 ft
10:36.0,Defensive rebound by G. Dieng,,71-69,,
10:21.0,Z. LaVine makes 2-pt shot from 2 ft (assist by R. Rubio),2,73-69,,
10:07.0,,,73-69,,Shooting foul by G. Dieng (drawn by D. Green)
10:07.0,,,73-70,1,D. Green makes free throw 1 of 2
10:07.0,,,73-71,1,D. Green makes free throw 2 of 2
9:57.0,G. Dieng misses 2-pt shot from 19 ft,,73-71,,
9:55.0,,,73-71,,Defensive rebound by D. Green
9:46.0,,,73-71,,Turnover by P. Gasol (lost ball; steal by G. Dieng)
9:41.0,Turnover by R. Rubio (bad pass),,73-71,,
9:24.0,,,73-73,2,L. Aldridge makes 2-pt shot from 2 ft (assist by K. Leonard)
9:06.0,K. Towns misses 2-pt shot from 7 ft,,73-73,,
9:05.0,,,73-73,,Defensive rebound by P. Gasol
8:57.0,,,73-73,,T. Parker misses 2-pt shot from 17 ft
8:55.0,Defensive rebound by Team,,73-73,,
8:38.0,Turnover by K. Towns (lost ball; steal by D. Green),,73-73,,
8:32.0,,,73-73,,Turnover by K. Leonard (lost ball; steal by R. Rubio)
8:25.0,G. Dieng misses 2-pt shot from 2 ft (block by D. Green),,73-73,,
8:22.0,,,73-73,,Defensive rebound by D. Green
8:18.0,,,73-73,,Turnover by D. Green (bad pass; steal by A. Wiggins)
8:13.0,Turnover by A. Wiggins (bad pass),,73-73,,
8:06.0,,,73-73,,L. Aldridge misses 2-pt shot from 15 ft
8:00.0,Defensive rebound by K. Towns,,73-73,,
7:51.0,G. Dieng makes 2-pt shot from 18 ft (assist by A. Wiggins),2,75-73,,
7:51.0,,,75-73,,San Antonio full timeout
7:37.0,,,75-73,,D. Green misses 3-pt shot from 24 ft
7:34.0,,,75-73,,Offensive rebound by L. Aldridge
7:33.0,,,75-75,2,L. Aldridge makes 2-pt shot at rim
7:12.0,R. Rubio makes 2-pt shot from 23 ft,2,77-75,,
6:48.0,,,77-75,,K. Leonard misses 2-pt shot from 16 ft
6:47.0,Defensive rebound by K. Towns,,77-75,,
6:40.0,Z. LaVine misses 3-pt shot from 23 ft,,77-75,,
6:39.0,Offensive rebound by Team,,77-75,,
6:27.0,A. Wiggins makes 2-pt shot from 3 ft (assist by R. Rubio),2,79-75,,
6:07.0,,,79-75,,D. Green misses 3-pt shot from 26 ft
6:05.0,Defensive rebound by R. Rubio,,79-75,,
6:01.0,Z. LaVine makes 2-pt shot from 2 ft (assist by R. Rubio),2,81-75,,
5:45.0,,,81-75,,L. Aldridge misses 2-pt shot from 13 ft
5:43.0,Defensive rebound by K. Towns,,81-75,,
5:40.0,Shooting foul by K. Leonard (drawn by A. Wiggins),,81-75,,
5:40.0,A. Wiggins misses free throw 1 of 2,,81-75,,
5:40.0,Offensive rebound by Team,,81-75,,
5:40.0,A. Wiggins misses free throw 2 of 2,,81-75,,
5:40.0,,,81-75,,Defensive rebound by L. Aldridge
5:30.0,,,81-77,2,T. Parker makes 2-pt shot from 3 ft
5:16.0,Turnover by K. Towns (lost ball),,81-77,,
5:16.0,S. Muhammad enters the game for Z. LaVine,,81-77,,
5:03.0,,,81-79,2,L. Aldridge makes 2-pt shot from 1 ft (assist by T. Parker)
4:48.0,K. Towns makes 2-pt shot from 21 ft (assist by R. Rubio),2,83-79,,
4:30.0,,,83-79,,Turnover by T. Parker (bad pass; steal by R. Rubio)
4:22.0,G. Dieng makes 2-pt shot from 1 ft (assist by R. Rubio),2,85-79,,
4:08.0,,,85-79,,T. Parker misses 2-pt shot from 6 ft
4:06.0,Defensive rebound by K. Towns,,85-79,,
3:55.0,,,85-79,,Personal foul by K. Leonard (drawn by G. Dieng)
3:55.0,,,85-79,,P. Mills enters the game for T. Parker
3:55.0,,,85-79,,D. Dedmon enters the game for P. Gasol
3:55.0,,,85-79,,M. Ginobili enters the game for D. Green
3:47.0,G. Dieng misses 2-pt shot from 9 ft,,85-79,,
3:47.0,,,85-79,,Defensive rebound by Team
3:35.0,,,85-79,,P. Mills misses 3-pt shot from 25 ft
3:33.0,Defensive rebound by S. Muhammad,,85-79,,
3:24.0,Turnover by R. Rubio (bad pass; steal by D. Dedmon),,85-79,,
3:18.0,,,85-81,2,L. Aldridge makes 2-pt shot from 3 ft (assist by P. Mills)
3:18.0,Minnesota full timeout,,85-81,,
3:18.0,K. Dunn enters the game for R. Rubio,,85-81,,
3:10.0,K. Dunn misses 2-pt shot from 4 ft,,85-81,,
3:09.0,,,85-81,,Defensive rebound by D. Dedmon
2:59.0,,,85-81,,D. Dedmon misses 2-pt shot from 5 ft (block by G. Dieng)
2:57.0,Defensive rebound by S. Muhammad,,85-81,,
2:38.0,A. Wiggins makes 2-pt shot from 20 ft (assist by G. Dieng),2,87-81,,
2:20.0,,,87-81,,P. Mills misses 2-pt shot from 3 ft (block by G. Dieng)
2:18.0,Defensive rebound by G. Dieng,,87-81,,
2:01.0,K. Towns misses 2-pt shot from 6 ft,,87-81,,
2:01.0,,,87-81,,Defensive rebound by Team
2:01.0,N. Bjelica enters the game for G. Dieng,,87-81,,
2:01.0,,,87-81,,D. Lee enters the game for L. Aldridge
1:49.0,,,87-81,,Shooting foul by S. Muhammad (drawn by K. Leonard)
1:49.0,,,87-82,1,K. Leonard makes free throw 1 of 2
1:49.0,,,87-83,1,K. Leonard makes free throw 2 of 2
1:40.0,K. Towns makes 3-pt shot from 25 ft (assist by K. Dunn),3,90-83,,
1:18.0,,,90-86,3,P. Mills makes 3-pt shot from 26 ft (assist by D. Lee)
1:04.0,A. Wiggins misses 2-pt shot from 2 ft,,90-86,,
1:04.0,Jump ball: D. Dedmon vs. A. Wiggins (M. Ginobili gains possession),,,,Jump ball: D. Dedmon vs. A. Wiggins (M. Ginobili gains possession)
1:04.0,,,90-86,,Defensive rebound by D. Dedmon
0:56.0,,,90-86,,Shooting foul by N. Bjelica (drawn by K. Leonard)
0:56.0,,,90-87,1,K. Leonard makes free throw 1 of 2
0:56.0,,,90-88,1,K. Leonard makes free throw 2 of 2
0:45.0,Turnover by S. Muhammad (bad pass),,90-88,,
0:39.0,,,90-91,3,K. Leonard makes 3-pt shot from 25 ft
0:39.0,,,90-91,,Shooting foul by A. Wiggins (drawn by K. Leonard)
0:39.0,,,90-92,1,K. Leonard makes free throw 1 of 1
0:23.0,K. Dunn misses 2-pt shot from 16 ft,,90-92,,
0:21.0,Offensive rebound by Team,,90-92,,
0:12.0,,,90-92,,Personal foul by K. Leonard (drawn by A. Wiggins)
0:12.0,,,90-92,,D. Green enters the game for K. Leonard
0:02.0,A. Wiggins misses 2-pt shot from 3 ft,,90-92,,
0:00.0,,,90-92,,Defensive rebound by D. Dedmon
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,90-92,,P. Mills misses 2-pt shot from 19 ft
11:43.0,Defensive rebound by N. Bjelica,,90-92,,
11:23.0,G. Dieng misses 2-pt shot from 10 ft,,90-92,,
11:21.0,,,90-92,,Defensive rebound by D. Dedmon
11:13.0,,,90-92,,Turnover by M. Ginobili (bad pass; steal by N. Bjelica)
11:13.0,,,90-92,,Personal foul by M. Ginobili (drawn by N. Bjelica)
10:58.0,S. Muhammad misses 2-pt shot from 15 ft,,90-92,,
10:56.0,,,90-92,,Defensive rebound by P. Mills
10:50.0,,,90-94,2,D. Lee makes 2-pt shot from 2 ft (assist by P. Mills)
10:34.0,Z. LaVine misses 2-pt shot from 21 ft,,90-94,,
10:33.0,,,90-94,,Defensive rebound by M. Ginobili
10:15.0,,,90-96,2,P. Mills makes 2-pt shot from 20 ft
10:15.0,Minnesota full timeout,,90-96,,
10:15.0,K. Towns enters the game for G. Dieng,,90-96,,
10:03.0,,,90-96,,Personal foul by D. Dedmon (drawn by K. Towns)
9:52.0,Turnover by N. Bjelica (lost ball),,90-96,,
9:32.0,,,90-96,,D. Green misses 2-pt shot from 6 ft (block by N. Bjelica)
9:29.0,Defensive rebound by K. Towns,,90-96,,
9:28.0,Offensive foul by S. Muhammad,,90-96,,
9:28.0,Turnover by S. Muhammad (offensive foul),,90-96,,
9:12.0,,,90-96,,D. Lee misses 2-pt shot from 2 ft
9:07.0,,,90-96,,Offensive rebound by D. Dedmon
9:07.0,,,90-98,2,D. Dedmon makes 2-pt shot from 2 ft
8:50.0,N. Bjelica makes 2-pt shot from 2 ft,2,92-98,,
8:39.0,,,92-100,2,D. Dedmon makes 2-pt shot at rim (assist by D. Green)
8:24.0,,,92-100,,Personal foul by D. Dedmon (drawn by K. Towns)
8:24.0,A. Wiggins enters the game for S. Muhammad,,92-100,,
8:24.0,,,92-100,,K. Leonard enters the game for D. Green
8:24.0,,,92-100,,J. Simmons enters the game for M. Ginobili
8:15.0,Turnover by K. Towns (bad pass; steal by P. Mills),,92-100,,
8:00.0,,,92-100,,P. Mills misses 3-pt shot from 25 ft
7:59.0,,,92-100,,Offensive rebound by D. Lee
7:59.0,,,92-100,,Shooting foul by K. Towns (drawn by D. Lee)
7:59.0,,,92-100,,D. Lee misses free throw 1 of 2
7:59.0,,,92-100,,Offensive rebound by Team
7:59.0,,,92-101,1,D. Lee makes free throw 2 of 2
7:49.0,,,92-101,,Personal foul by J. Simmons (drawn by Z. LaVine)
7:49.0,,,92-101,,T. Parker enters the game for P. Mills
7:49.0,,,92-101,,L. Aldridge enters the game for D. Dedmon
7:42.0,N. Bjelica misses 2-pt shot from 7 ft,,92-101,,
7:41.0,,,92-101,,Defensive rebound by K. Leonard
7:36.0,,,92-103,2,K. Leonard makes 2-pt shot at rim
7:36.0,Minnesota full timeout,,92-103,,
7:28.0,Shooting foul by T. Parker (drawn by R. Rubio),,92-103,,
7:28.0,R. Rubio misses free throw 1 of 2,,92-103,,
7:28.0,Offensive rebound by Team,,92-103,,
7:28.0,R. Rubio makes free throw 2 of 2,1,93-103,,
7:15.0,,,93-105,2,K. Leonard makes 2-pt shot from 15 ft (assist by D. Lee)
7:02.0,K. Towns makes 2-pt shot at rim (assist by A. Wiggins),2,95-105,,
7:02.0,Shooting foul by D. Lee (drawn by K. Towns),,95-105,,
7:02.0,K. Towns makes free throw 1 of 1,1,96-105,,
6:46.0,,,96-107,2,T. Parker makes 2-pt shot from 20 ft (assist by D. Lee)
6:36.0,,,96-107,,Personal foul by L. Aldridge (drawn by A. Wiggins)
6:36.0,A. Wiggins makes free throw 1 of 2,1,97-107,,
6:36.0,A. Wiggins makes free throw 2 of 2,1,98-107,,
