time,Cleveland,pts.away,score,pts.home,Boston
6:47.0,Personal foul by K. Irving (drawn by A. Horford),,12-9,,
6:37.0,,,12-9,,A. Bradley misses 2-pt shot from 5 ft
6:36.0,Defensive rebound by C. Frye,,12-9,,
6:33.0,K. Irving misses 2-pt shot from 2 ft,,12-9,,
6:33.0,Offensive rebound by Team,,12-9,,
6:30.0,L. James misses 3-pt shot from 26 ft,,12-9,,
6:29.0,,,12-9,,Defensive rebound by A. Bradley
6:18.0,,,12-9,,A. Horford misses 2-pt shot from 14 ft
6:17.0,Defensive rebound by L. James,,12-9,,
6:05.0,Shooting foul by A. Johnson (drawn by L. James),,12-9,,
6:05.0,L. James misses free throw 1 of 2,,12-9,,
6:05.0,Offensive rebound by Team,,12-9,,
6:05.0,L. James makes free throw 2 of 2,1,13-9,,
6:05.0,,,12-9,,M. Smart enters the game for A. Bradley
6:05.0,,,12-9,,J. Brown enters the game for A. Johnson
5:54.0,,,13-11,2,I. Thomas makes 2-pt shot from 1 ft (assist by A. Horford)
5:39.0,K. Irving misses 2-pt shot from 19 ft,,13-11,,
5:38.0,,,13-11,,Defensive rebound by J. Brown
5:32.0,,,13-11,,Shooting foul by C. Frye (drawn by J. Crowder)
5:32.0,,,13-12,1,J. Crowder makes free throw 1 of 2
5:32.0,,,13-13,1,J. Crowder makes free throw 2 of 2
5:32.0,D. Williams enters the game for C. Frye,,13-12,,
5:14.0,T. Thompson misses 2-pt shot from 2 ft,,13-13,,
5:13.0,Offensive rebound by T. Thompson,,13-13,,
5:12.0,T. Thompson misses 2-pt shot from 3 ft,,13-13,,
5:11.0,,,13-13,,Defensive rebound by J. Brown
5:06.0,Personal foul by T. Thompson (drawn by I. Thomas),,13-13,,
4:55.0,,,13-13,,A. Horford misses 2-pt shot from 2 ft
4:54.0,Defensive rebound by L. James,,13-13,,
4:48.0,D. Williams makes 3-pt shot from 26 ft (assist by L. James),3,16-13,,
4:32.0,,,16-13,,Shooting foul by I. Shumpert (drawn by I. Thomas)
4:32.0,,,16-14,1,I. Thomas makes free throw 1 of 2
4:32.0,,,16-14,,I. Thomas misses free throw 2 of 2
4:32.0,,,16-14,,T. Zeller enters the game for A. Horford
4:32.0,K. Korver enters the game for I. Shumpert,,16-14,,
4:30.0,,,16-14,,Offensive rebound by J. Brown
4:16.0,,,16-16,2,M. Smart makes 2-pt shot from 7 ft (assist by J. Crowder)
3:57.0,K. Irving makes 2-pt shot from 8 ft,2,18-16,,
3:51.0,,,18-16,,Shooting foul by K. Irving (drawn by I. Thomas)
3:51.0,,,18-17,1,I. Thomas makes free throw 1 of 2
3:51.0,,,18-18,1,I. Thomas makes free throw 2 of 2
3:51.0,D. Williams enters the game for K. Irving,,18-17,,
3:37.0,Turnover by L. James (bad pass; steal by T. Zeller),,18-18,,
3:33.0,,,18-18,,Turnover by J. Brown (step out of bounds)
3:12.0,L. James misses 2-pt shot from 3 ft (block by M. Smart),,18-18,,
3:11.0,Offensive rebound by L. James,,18-18,,
3:10.0,L. James misses 2-pt shot from 3 ft,,18-18,,
3:09.0,Offensive rebound by L. James,,18-18,,
3:08.0,L. James makes 2-pt shot at rim,2,20-18,,
2:53.0,,,20-20,2,I. Thomas makes 2-pt shot from 2 ft (assist by M. Smart)
2:44.0,L. James makes 2-pt shot from 2 ft (assist by D. Williams),2,22-20,,
2:31.0,,,22-20,,M. Smart misses 2-pt shot from 3 ft
2:29.0,Defensive rebound by L. James,,22-20,,
2:25.0,Turnover by L. James (bad pass; steal by J. Crowder),,22-20,,
2:22.0,,,22-20,,Boston full timeout
2:22.0,R. Jefferson enters the game for L. James,,22-20,,
2:22.0,,,22-20,,J. Jerebko enters the game for J. Crowder
2:22.0,,,22-20,,T. Rozier enters the game for I. Thomas
2:11.0,,,22-20,,T. Rozier misses 2-pt shot from 10 ft
2:10.0,Defensive rebound by K. Korver,,22-20,,
1:53.0,T. Thompson misses 2-pt shot from 5 ft (block by J. Jerebko),,22-20,,
1:52.0,,,22-20,,Defensive rebound by J. Jerebko
1:47.0,,,22-20,,M. Smart misses 3-pt shot from 26 ft
1:45.0,Defensive rebound by T. Thompson,,22-20,,
1:43.0,,,22-20,,Violation by T. Zeller (kicked ball)
1:27.0,D. Williams misses 2-pt shot from 11 ft,,22-20,,
1:26.0,,,22-20,,Defensive rebound by J. Brown
1:14.0,,,22-20,,T. Zeller misses 2-pt shot from 1 ft (block by R. Jefferson)
1:12.0,Defensive rebound by D. Williams,,22-20,,
1:00.0,D. Williams makes 2-pt shot from 18 ft,2,24-20,,
0:41.0,,,24-20,,T. Rozier misses 3-pt shot from 25 ft
0:41.0,Defensive rebound by Team,,24-20,,
0:23.0,D. Williams misses 3-pt shot from 25 ft,,24-20,,
0:22.0,,,24-20,,Defensive rebound by T. Rozier
0:18.0,,,24-20,,Offensive charge foul by J. Brown
0:18.0,,,24-20,,Turnover by J. Brown (offensive foul)
0:02.0,T. Thompson makes 2-pt shot at rim (assist by D. Williams),2,26-20,,
0:02.0,Shooting foul by J. Jerebko (drawn by T. Thompson),,26-20,,
0:02.0,T. Thompson misses free throw 1 of 1,,26-20,,
0:01.0,,,26-20,,Defensive rebound by J. Brown
0:00.0,,,26-20,,J. Brown misses 3-pt shot from 80 ft
0:00.0,,,26-20,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,R. Jefferson makes 2-pt shot at rim (assist by L. James),2,28-20,,
11:47.0,,,28-20,,Technical foul by T. Rozier
11:47.0,K. Korver makes technical free throw,1,29-20,,
11:33.0,,,29-22,2,J. Brown makes 2-pt shot from 4 ft (assist by M. Smart)
11:33.0,,,29-22,,Shooting foul by R. Jefferson (drawn by J. Brown)
11:33.0,,,29-23,1,J. Brown makes free throw 1 of 1
11:18.0,L. James misses 2-pt shot from 2 ft,,29-23,,
11:17.0,,,29-23,,Defensive rebound by K. Olynyk
11:08.0,,,29-23,,Turnover by M. Smart (bad pass)
10:46.0,R. Jefferson misses 3-pt shot from 23 ft,,29-23,,
10:45.0,,,29-23,,Defensive rebound by T. Rozier
10:36.0,,,29-23,,T. Rozier misses 2-pt shot at rim
10:35.0,Defensive rebound by D. Williams,,29-23,,
10:29.0,D. Williams makes 3-pt shot from 24 ft (assist by K. Korver),3,32-23,,
10:05.0,,,32-25,2,K. Olynyk makes 2-pt shot from 1 ft
9:42.0,Turnover by R. Jefferson (bad pass),,32-25,,
9:42.0,,,32-25,,A. Bradley enters the game for T. Rozier
9:21.0,,,32-25,,Shooting foul by K. Korver (drawn by K. Olynyk)
9:21.0,,,32-26,1,K. Olynyk makes free throw 1 of 2
9:21.0,,,32-27,1,K. Olynyk makes free throw 2 of 2
9:02.0,Turnover by L. James (lost ball),,32-27,,
8:55.0,,,32-27,,Shooting foul by K. Korver (drawn by A. Bradley)
8:55.0,Official timeout,,32-27,,
8:55.0,,,32-27,,A. Bradley misses free throw 1 of 2
8:55.0,,,32-27,,Offensive rebound by Team
8:55.0,,,32-28,1,A. Bradley makes free throw 2 of 2
8:42.0,Shooting foul by M. Smart (drawn by L. James),,32-28,,
8:42.0,L. James makes free throw 1 of 2,1,33-28,,
8:42.0,L. James makes free throw 2 of 2,1,34-28,,
8:42.0,K. Irving enters the game for D. Williams,,33-28,,
8:32.0,Violation by D. Williams (kicked ball),,34-28,,
8:18.0,,,34-30,2,K. Olynyk makes 2-pt shot from 2 ft (assist by M. Smart)
8:02.0,L. James makes 3-pt shot from 23 ft,3,37-30,,
7:42.0,,,37-32,2,K. Olynyk makes 2-pt shot from 8 ft
7:18.0,L. James misses 3-pt shot from 25 ft,,37-32,,
7:17.0,,,37-32,,Defensive rebound by J. Jerebko
7:09.0,,,37-34,2,M. Smart makes 2-pt shot at rim
6:49.0,K. Irving makes 2-pt shot from 1 ft,2,39-34,,
6:24.0,,,39-34,,A. Bradley misses 3-pt shot from 25 ft (block by D. Williams)
6:24.0,Defensive rebound by L. James,,39-34,,
6:20.0,D. Williams makes 2-pt shot at rim (assist by L. James),2,41-34,,
6:16.0,,,41-34,,Boston full timeout
6:16.0,I. Shumpert enters the game for L. James,,41-34,,
6:16.0,T. Thompson enters the game for R. Jefferson,,41-34,,
6:16.0,,,41-34,,I. Thomas enters the game for M. Smart
6:16.0,,,41-34,,J. Crowder enters the game for J. Brown
6:16.0,,,41-34,,A. Horford enters the game for J. Jerebko
6:02.0,,,41-34,,J. Crowder misses 2-pt shot from 17 ft
6:01.0,Defensive rebound by K. Korver,,41-34,,
5:49.0,K. Irving misses 2-pt shot from 17 ft,,41-34,,
5:48.0,,,41-34,,Defensive rebound by A. Horford
5:41.0,,,41-34,,I. Thomas misses 2-pt shot from 15 ft
5:38.0,Defensive rebound by Team,,41-34,,
5:29.0,K. Korver misses 2-pt shot from 19 ft,,41-34,,
5:28.0,,,41-34,,Defensive rebound by A. Horford
5:11.0,,,41-36,2,J. Crowder makes 2-pt shot from 3 ft (assist by A. Horford)
4:49.0,I. Shumpert misses 3-pt shot from 25 ft,,41-36,,
4:48.0,,,41-36,,Defensive rebound by A. Horford
4:40.0,,,41-38,2,J. Crowder makes 2-pt shot from 2 ft (assist by A. Horford)
4:23.0,K. Korver misses 3-pt shot from 23 ft,,41-38,,
4:21.0,,,41-38,,Defensive rebound by I. Thomas
4:14.0,,,41-38,,Turnover by K. Olynyk (bad pass; steal by D. Williams)
4:13.0,,,41-38,,Personal foul by K. Olynyk (drawn by D. Williams)
4:13.0,L. James enters the game for D. Williams,,41-38,,
4:07.0,Turnover by L. James (bad pass; steal by I. Thomas),,41-38,,
4:02.0,,,41-41,3,I. Thomas makes 3-pt shot from 25 ft (assist by J. Crowder)
3:45.0,T. Thompson makes 2-pt shot at rim (assist by K. Irving),2,43-41,,
3:26.0,,,43-41,,I. Thomas misses 3-pt shot from 26 ft
3:25.0,,,43-41,,Offensive rebound by K. Olynyk
3:20.0,,,43-43,2,I. Thomas makes 2-pt shot from 2 ft (assist by K. Olynyk)
3:05.0,I. Shumpert misses 3-pt shot from 26 ft,,43-43,,
3:04.0,Offensive rebound by T. Thompson,,43-43,,
3:03.0,T. Thompson makes 2-pt shot at rim,2,45-43,,
3:03.0,Shooting foul by J. Crowder (drawn by T. Thompson),,45-43,,
3:03.0,T. Thompson misses free throw 1 of 1,,45-43,,
3:03.0,,,45-43,,Defensive rebound by A. Horford
3:03.0,,,45-43,,M. Smart enters the game for A. Bradley
3:03.0,R. Jefferson enters the game for K. Korver,,45-43,,
2:49.0,,,45-45,2,M. Smart makes 2-pt shot from 2 ft (assist by A. Horford)
2:33.0,Cleveland full timeout,,45-45,,
2:23.0,L. James misses 2-pt shot from 14 ft,,45-45,,
2:22.0,,,45-45,,Defensive rebound by J. Crowder
2:16.0,,,45-45,,J. Crowder misses 2-pt shot from 20 ft
2:15.0,Defensive rebound by T. Thompson,,45-45,,
2:11.0,Shooting foul by J. Crowder (drawn by L. James),,45-45,,
2:11.0,L. James misses free throw 1 of 2,,45-45,,
2:11.0,Offensive rebound by Team,,45-45,,
2:11.0,L. James makes free throw 2 of 2,1,46-45,,
1:59.0,,,46-45,,I. Thomas misses 3-pt shot from 25 ft
1:58.0,Defensive rebound by R. Jefferson,,46-45,,
1:46.0,L. James makes 2-pt shot from 2 ft (assist by R. Jefferson),2,48-45,,
1:39.0,,,48-45,,Turnover by I. Thomas (traveling)
1:39.0,D. Williams enters the game for K. Irving,,48-45,,
1:39.0,,,48-45,,J. Brown enters the game for K. Olynyk
1:39.0,D. Williams enters the game for I. Shumpert,,48-45,,
1:26.0,D. Williams makes 2-pt shot from 17 ft,2,50-45,,
1:10.0,,,50-47,2,I. Thomas makes 2-pt shot from 2 ft (assist by A. Horford)
0:51.0,D. Williams misses 2-pt shot from 12 ft,,50-47,,
0:50.0,,,50-47,,Defensive rebound by M. Smart
0:37.0,,,50-47,,Offensive foul by A. Horford
0:37.0,,,50-47,,Turnover by A. Horford (offensive foul)
0:37.0,C. Frye enters the game for T. Thompson,,50-47,,
0:29.0,C. Frye misses 3-pt shot from 24 ft,,50-47,,
0:29.0,,,50-47,,Defensive rebound by J. Crowder
0:11.0,,,50-49,2,A. Horford makes 2-pt shot from 1 ft (assist by I. Thomas)
0:00.0,R. Jefferson misses 3-pt shot from 27 ft,,50-49,,
0:00.0,Offensive rebound by Team,,50-49,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:35.0,L. James misses 2-pt shot from 2 ft (block by A. Horford),,50-49,,
11:33.0,Offensive rebound by L. James,,50-49,,
11:32.0,L. James misses 2-pt shot from 1 ft,,50-49,,
11:31.0,,,50-49,,Defensive rebound by A. Horford
11:20.0,,,50-52,3,A. Bradley makes 3-pt shot from 25 ft (assist by A. Horford)
10:58.0,K. Irving makes 2-pt shot from 1 ft (assist by L. James),2,52-52,,
10:44.0,,,52-52,,Turnover by I. Thomas (bad pass; steal by K. Irving)
10:39.0,Turnover by K. Irving (bad pass),,52-52,,
10:19.0,,,52-52,,Turnover by I. Thomas (bad pass; steal by L. James)
10:16.0,L. James misses 3-pt shot from 24 ft,,52-52,,
10:15.0,,,52-52,,Defensive rebound by J. Crowder
9:59.0,,,52-54,2,A. Horford makes 2-pt shot from 8 ft
9:38.0,C. Frye misses 3-pt shot from 23 ft,,52-54,,
9:38.0,,,52-54,,Defensive rebound by J. Crowder
9:21.0,Personal foul by I. Shumpert (drawn by A. Horford),,52-54,,
9:13.0,,,52-54,,A. Bradley misses 2-pt shot from 15 ft
9:12.0,Defensive rebound by T. Thompson,,52-54,,
9:06.0,K. Irving makes 3-pt shot from 25 ft (assist by L. James),3,55-54,,
9:06.0,,,55-54,,Boston full timeout
8:50.0,,,55-56,2,I. Thomas makes 2-pt shot from 7 ft
8:26.0,L. James makes 2-pt shot from 2 ft,2,57-56,,
8:11.0,,,57-59,3,A. Horford makes 3-pt shot from 23 ft (assist by I. Thomas)
7:48.0,K. Irving makes 2-pt shot from 1 ft (assist by T. Thompson),2,59-59,,
7:33.0,,,59-59,,Turnover by A. Horford (traveling)
7:11.0,L. James misses 2-pt shot from 2 ft,,59-59,,
7:10.0,,,59-59,,Defensive rebound by J. Crowder
7:05.0,,,59-59,,Shooting foul by C. Frye (drawn by I. Thomas)
7:05.0,,,59-60,1,I. Thomas makes free throw 1 of 2
7:05.0,,,59-61,1,I. Thomas makes free throw 2 of 2
6:48.0,K. Irving makes 3-pt shot from 29 ft,3,62-61,,
6:33.0,,,62-63,2,I. Thomas makes 2-pt shot from 9 ft
6:26.0,K. Irving makes 2-pt shot from 3 ft,2,64-63,,
6:26.0,Shooting foul by A. Johnson (drawn by K. Irving),,64-63,,
6:26.0,K. Irving makes free throw 1 of 1,1,65-63,,
6:26.0,,,64-63,,K. Olynyk enters the game for A. Johnson
6:26.0,,,64-63,,M. Smart enters the game for A. Bradley
6:26.0,D. Williams enters the game for C. Frye,,64-63,,
6:12.0,Personal foul by K. Irving (drawn by I. Thomas),,65-63,,
6:03.0,,,65-63,,I. Thomas misses 3-pt shot from 25 ft
6:02.0,Defensive rebound by L. James,,65-63,,
5:38.0,K. Irving misses 3-pt shot from 29 ft,,65-63,,
5:37.0,,,65-63,,Defensive rebound by M. Smart
5:29.0,,,65-65,2,I. Thomas makes 2-pt shot from 1 ft (assist by M. Smart)
5:21.0,,,65-65,,Personal foul by K. Olynyk (drawn by T. Thompson)
5:15.0,Shooting foul by M. Smart (drawn by K. Irving),,65-65,,
5:15.0,K. Irving makes free throw 1 of 2,1,66-65,,
5:15.0,K. Irving makes free throw 2 of 2,1,67-65,,
4:59.0,,,67-68,3,J. Crowder makes 3-pt shot from 24 ft
4:36.0,D. Williams misses 3-pt shot from 24 ft,,67-68,,
4:34.0,Offensive rebound by T. Thompson,,67-68,,
4:31.0,L. James makes 2-pt shot at rim (assist by T. Thompson),2,69-68,,
4:14.0,,,69-71,3,I. Thomas makes 3-pt shot from 26 ft (assist by K. Olynyk)
3:49.0,L. James misses 2-pt shot from 20 ft,,69-71,,
3:48.0,,,69-71,,Defensive rebound by J. Crowder
3:42.0,,,69-71,,J. Crowder misses 3-pt shot from 26 ft
3:40.0,Defensive rebound by K. Irving,,69-71,,
3:33.0,I. Shumpert misses 3-pt shot from 24 ft,,69-71,,
3:33.0,Offensive rebound by Team,,69-71,,
3:33.0,,,69-71,,Loose ball foul by M. Smart (drawn by T. Thompson)
3:33.0,K. Korver enters the game for L. James,,69-71,,
3:33.0,,,69-71,,J. Jerebko enters the game for A. Horford
3:29.0,K. Irving misses 3-pt shot from 25 ft,,69-71,,
3:28.0,,,69-71,,Defensive rebound by J. Jerebko
3:18.0,,,69-71,,M. Smart misses 2-pt shot from 2 ft (block by K. Irving)
3:17.0,Defensive rebound by T. Thompson,,69-71,,
3:04.0,Shooting foul by K. Olynyk (drawn by D. Williams),,69-71,,
3:04.0,D. Williams makes free throw 1 of 2,1,70-71,,
3:04.0,D. Williams misses free throw 2 of 2,,70-71,,
3:04.0,,,70-71,,Defensive rebound by J. Crowder
3:04.0,D. Williams enters the game for I. Shumpert,,70-71,,
3:04.0,,,70-71,,T. Rozier enters the game for I. Thomas
2:54.0,Personal foul by K. Irving (drawn by M. Smart),,70-71,,
2:54.0,Cleveland full timeout,,70-71,,
2:54.0,R. Jefferson enters the game for K. Irving,,70-71,,
2:54.0,,,70-71,,J. Brown enters the game for J. Crowder
2:42.0,,,70-71,,K. Olynyk misses 2-pt shot from 7 ft
2:41.0,Defensive rebound by R. Jefferson,,70-71,,
2:27.0,K. Korver misses 2-pt shot from 23 ft,,70-71,,
2:25.0,,,70-71,,Defensive rebound by J. Brown
2:11.0,,,70-74,3,M. Smart makes 3-pt shot from 25 ft (assist by T. Rozier)
1:53.0,D. Williams misses 3-pt shot from 24 ft,,70-74,,
1:52.0,,,70-74,,Defensive rebound by T. Rozier
1:40.0,,,70-74,,J. Brown misses 3-pt shot from 26 ft
1:38.0,Defensive rebound by Team,,70-74,,
1:16.0,T. Thompson misses 2-pt shot from 9 ft,,70-74,,
1:15.0,Offensive rebound by Team,,70-74,,
1:14.0,Turnover by Team (shot clock),,70-74,,
1:02.0,,,70-74,,J. Brown misses 2-pt shot from 19 ft
1:01.0,Defensive rebound by D. Williams,,70-74,,
0:51.0,D. Williams misses 2-pt shot from 11 ft,,70-74,,
0:50.0,,,70-74,,Defensive rebound by T. Rozier
0:45.0,,,70-74,,T. Rozier misses 2-pt shot from 3 ft
0:45.0,Defensive rebound by Team,,70-74,,
0:34.0,R. Jefferson misses 2-pt shot from 21 ft,,70-74,,
0:33.0,Offensive rebound by Team,,70-74,,
0:33.0,,,70-74,,Loose ball foul by K. Olynyk (drawn by T. Thompson)
0:33.0,T. Thompson makes free throw 1 of 2,1,71-74,,
0:33.0,T. Thompson misses free throw 2 of 2,,71-74,,
0:33.0,,,71-74,,Defensive rebound by J. Brown
0:18.0,,,71-74,,T. Rozier misses 3-pt shot from 25 ft
0:18.0,,,71-74,,Offensive rebound by J. Jerebko
0:13.0,,,71-74,,J. Brown misses 3-pt shot from 26 ft
0:11.0,Defensive rebound by Team,,71-74,,
0:00.0,D. Williams misses 2-pt shot from 20 ft,,71-74,,
0:00.0,Offensive rebound by Team,,71-74,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,71-74,,Turnover by K. Olynyk (3 sec)
11:20.0,D. Williams misses 2-pt shot from 3 ft (block by J. Brown),,71-74,,
11:19.0,,,71-74,,Defensive rebound by T. Rozier
11:18.0,Personal foul by R. Jefferson (drawn by T. Rozier),,71-74,,
11:00.0,,,71-74,,Offensive charge foul by J. Brown
11:00.0,,,71-74,,Turnover by J. Brown (offensive foul)
10:45.0,D. Williams makes 2-pt shot from 2 ft (assist by L. James),2,73-74,,
10:25.0,,,73-76,2,K. Olynyk makes 2-pt shot from 1 ft (assist by M. Smart)
10:03.0,R. Jefferson misses 2-pt shot from 2 ft (block by K. Olynyk),,73-76,,
10:02.0,Offensive rebound by R. Jefferson,,73-76,,
10:02.0,R. Jefferson makes 2-pt shot from 1 ft,2,75-76,,
10:02.0,Shooting foul by K. Olynyk (drawn by R. Jefferson),,75-76,,
10:02.0,R. Jefferson makes free throw 1 of 1,1,76-76,,
10:02.0,,,75-76,,I. Thomas enters the game for T. Rozier
10:02.0,,,75-76,,A. Horford enters the game for K. Olynyk
9:39.0,,,76-76,,I. Thomas misses 3-pt shot from 26 ft
9:38.0,,,76-76,,Offensive rebound by A. Horford
9:34.0,,,76-76,,Shooting foul by L. James (drawn by I. Thomas)
9:34.0,,,76-76,,I. Thomas misses free throw 1 of 2
9:34.0,,,76-76,,Offensive rebound by Team
9:34.0,,,76-76,,I. Thomas misses free throw 2 of 2
9:34.0,Defensive rebound by D. Williams,,76-76,,
9:14.0,L. James makes 3-pt shot from 25 ft (assist by R. Jefferson),3,79-76,,
8:56.0,,,79-79,3,J. Brown makes 3-pt shot from 25 ft (assist by M. Smart)
8:37.0,R. Jefferson makes 3-pt shot from 24 ft (assist by L. James),3,82-79,,
8:17.0,,,82-79,,I. Thomas misses 2-pt shot from 7 ft (block by L. James)
8:16.0,,,82-79,,Offensive rebound by I. Thomas
8:16.0,,,82-79,,Boston full timeout
8:10.0,,,82-79,,M. Smart misses 2-pt shot from 6 ft
8:09.0,Defensive rebound by R. Jefferson,,82-79,,
7:52.0,D. Williams misses 2-pt shot from 2 ft,,82-79,,
7:51.0,,,82-79,,Defensive rebound by J. Jerebko
7:47.0,,,82-79,,Shooting foul by K. Korver (drawn by I. Thomas)
7:47.0,,,82-79,,I. Thomas misses free throw 1 of 2
7:47.0,,,82-79,,Offensive rebound by Team
7:47.0,,,82-80,1,I. Thomas makes free throw 2 of 2
7:47.0,,,82-79,,J. Crowder enters the game for J. Brown
7:47.0,K. Irving enters the game for R. Jefferson,,82-79,,
7:34.0,K. Korver misses 3-pt shot from 25 ft,,82-80,,
7:33.0,,,82-80,,Defensive rebound by J. Crowder
7:14.0,,,82-83,3,J. Crowder makes 3-pt shot from 26 ft (assist by A. Horford)
6:57.0,L. James makes 2-pt shot at rim (assist by K. Korver),2,84-83,,
6:46.0,,,84-83,,Turnover by I. Thomas (offensive foul)
6:46.0,,,84-83,,Offensive charge foul by I. Thomas
6:37.0,D. Williams makes 2-pt shot from 2 ft,2,86-83,,
6:12.0,,,86-86,3,J. Jerebko makes 3-pt shot from 25 ft (assist by M. Smart)
5:47.0,K. Korver misses 2-pt shot from 14 ft,,86-86,,
5:46.0,,,86-86,,Defensive rebound by A. Horford
5:29.0,,,86-86,,M. Smart misses 2-pt shot from 7 ft
5:29.0,Defensive rebound by L. James,,86-86,,
5:23.0,K. Korver misses 3-pt shot from 25 ft,,86-86,,
5:22.0,Offensive rebound by L. James,,86-86,,
5:21.0,L. James makes 2-pt shot from 2 ft,2,88-86,,
5:01.0,,,88-86,,Shooting foul by L. James (drawn by A. Horford)
5:01.0,Official timeout,,88-86,,
5:01.0,,,88-87,1,A. Horford makes free throw 1 of 2
5:01.0,,,88-88,1,A. Horford makes free throw 2 of 2
5:01.0,T. Thompson enters the game for K. Korver,,88-86,,
5:01.0,,,88-86,,J. Brown enters the game for J. Jerebko
4:40.0,K. Irving misses 3-pt shot from 23 ft,,88-88,,
4:39.0,,,88-88,,Defensive rebound by A. Horford
4:33.0,,,88-88,,J. Crowder misses 2-pt shot from 2 ft
4:32.0,Defensive rebound by T. Thompson,,88-88,,
4:23.0,Shooting foul by J. Crowder (drawn by L. James),,88-88,,
4:23.0,L. James makes free throw 1 of 2,1,89-88,,
4:23.0,L. James misses free throw 2 of 2,,89-88,,
4:23.0,,,89-88,,Defensive rebound by J. Crowder
4:06.0,,,89-90,2,J. Brown makes 2-pt shot at rim (assist by A. Horford)
3:47.0,D. Williams misses 3-pt shot from 23 ft,,89-90,,
3:47.0,Offensive rebound by L. James,,89-90,,
3:28.0,Shooting foul by I. Thomas (drawn by K. Irving),,89-90,,
3:28.0,K. Irving makes 2-pt shot from 7 ft,2,91-90,,
3:28.0,K. Irving makes free throw 1 of 1,1,92-90,,
3:28.0,,,91-90,,A. Bradley enters the game for M. Smart
3:12.0,,,92-90,,I. Thomas misses 3-pt shot from 25 ft
3:11.0,Defensive rebound by K. Irving,,92-90,,
2:57.0,T. Thompson misses 2-pt shot from 2 ft (block by I. Thomas),,92-90,,
2:56.0,Offensive rebound by Team,,92-90,,
2:56.0,Cleveland full timeout,,92-90,,
2:56.0,,,92-90,,M. Smart enters the game for J. Brown
2:53.0,Offensive charge foul by D. Williams,,92-90,,
2:53.0,Turnover by D. Williams (offensive foul),,92-90,,
2:34.0,,,92-90,,A. Bradley misses 2-pt shot from 23 ft
2:32.0,Defensive rebound by D. Williams,,92-90,,
2:22.0,Offensive charge foul by D. Williams,,92-90,,
2:22.0,Turnover by D. Williams (offensive foul),,92-90,,
2:22.0,K. Korver enters the game for D. Williams,,92-90,,
2:06.0,,,92-93,3,J. Crowder makes 3-pt shot from 25 ft (assist by I. Thomas)
