time,Dallas,pts.away,score,pts.home,Houston
6:51.0,S. Curry misses 2-pt shot from 4 ft (block by C. Capela),,9-8,,
6:49.0,,,9-8,,Defensive rebound by R. Anderson
6:37.0,,,9-11,3,E. Gordon makes 3-pt shot from 26 ft
6:36.0,Dallas full timeout,,9-11,,
6:14.0,D. Williams misses 2-pt shot from 7 ft,,9-11,,
6:13.0,,,9-11,,Defensive rebound by R. Anderson
6:07.0,,,9-13,2,J. Harden makes 2-pt shot from 2 ft
5:50.0,,,9-13,,K. McDaniels enters the game for E. Gordon
5:50.0,J. Barea enters the game for S. Curry,,9-13,,
5:43.0,D. Williams makes 2-pt shot from 10 ft,2,11-13,,
5:19.0,,,11-15,2,R. Anderson makes 2-pt shot from 1 ft
5:02.0,D. Williams misses 3-pt shot from 25 ft,,11-15,,
5:01.0,,,11-15,,Defensive rebound by J. Harden
4:48.0,,,11-15,,K. McDaniels misses 2-pt shot from 7 ft
4:46.0,,,11-15,,Offensive rebound by R. Anderson
4:42.0,,,11-17,2,R. Anderson makes 2-pt shot from 2 ft
4:28.0,D. Williams makes 3-pt shot from 25 ft (assist by W. Matthews),3,14-17,,
4:09.0,,,14-17,,J. Harden misses 3-pt shot from 25 ft
4:08.0,Defensive rebound by D. Williams,,14-17,,
4:04.0,Turnover by D. Williams (lost ball; steal by T. Ariza),,14-17,,
4:02.0,,,14-17,,N. Hilario enters the game for C. Capela
4:02.0,S. Curry enters the game for J. Barea,,14-17,,
4:02.0,J. Barea enters the game for D. Williams,,14-17,,
4:01.0,,,14-17,,J. Harden misses 2-pt shot from 2 ft
4:00.0,,,14-17,,Offensive rebound by R. Anderson
3:59.0,,,14-17,,R. Anderson misses 2-pt shot from 2 ft
3:58.0,Defensive rebound by A. Bogut,,14-17,,
3:35.0,Turnover by J. Barea (bad pass),,14-17,,
3:24.0,,,14-17,,Turnover by J. Harden (lost ball)
3:24.0,,,14-17,,C. Brewer enters the game for T. Ariza
3:24.0,W. Matthews misses 2-pt shot from 18 ft,,14-17,,
3:23.0,,,14-17,,Defensive rebound by R. Anderson
3:14.0,,,14-17,,Turnover by J. Harden (bad pass; steal by J. Barea)
2:59.0,H. Barnes misses 2-pt shot from 2 ft,,14-17,,
2:55.0,,,14-17,,Defensive rebound by C. Brewer
2:51.0,,,14-19,2,K. McDaniels makes 2-pt shot from 2 ft (assist by C. Brewer)
2:49.0,Dallas full timeout,,14-19,,
2:49.0,,,14-19,,Houston full timeout
2:49.0,,,14-19,,S. Dekker enters the game for R. Anderson
2:49.0,S. Mejri enters the game for A. Bogut,,14-19,,
2:30.0,H. Barnes makes 2-pt shot from 20 ft,2,16-19,,
2:07.0,,,16-21,2,N. Hilario makes 2-pt shot from 13 ft
1:49.0,S. Mejri makes 2-pt shot at rim (assist by J. Barea),2,18-21,,
1:37.0,,,18-23,2,N. Hilario makes 2-pt shot from 4 ft (assist by J. Harden)
1:30.0,,,18-23,,Personal foul by J. Harden (drawn by W. Matthews)
1:14.0,J. Barea makes 2-pt shot from 6 ft,2,20-23,,
1:06.0,,,20-23,,Shooting foul by H. Barnes (drawn by N. Hilario)
1:06.0,,,20-25,2,N. Hilario makes 2-pt shot from 2 ft (assist by J. Harden)
1:06.0,,,20-26,1,N. Hilario makes free throw 1 of 1
1:06.0,J. Anderson enters the game for H. Barnes,,20-25,,
0:52.0,J. Barea misses 2-pt shot from 19 ft,,20-26,,
0:52.0,,,20-26,,Defensive rebound by N. Hilario
0:43.0,,,20-28,2,N. Hilario makes 2-pt shot from 4 ft (assist by J. Harden)
0:34.0,,,20-28,,Personal foul by C. Brewer
0:34.0,J. Barea makes free throw 1 of 2,1,21-28,,
0:34.0,J. Barea makes free throw 2 of 2,1,22-28,,
0:34.0,D. Powell enters the game for S. Curry,,21-28,,
0:28.0,,,22-31,3,J. Harden makes 3-pt shot from 30 ft
0:04.0,D. Powell makes 3-pt shot from 24 ft (assist by W. Matthews),3,25-31,,
0:00.0,,,25-34,3,C. Brewer makes 3-pt shot from 30 ft (assist by J. Harden)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:55.0,,,25-34,,E. Gordon misses 2-pt shot from 2 ft (block by S. Mejri)
11:52.0,,,25-34,,Offensive rebound by Team
11:36.0,,,25-36,2,E. Gordon makes 2-pt shot from 1 ft
11:36.0,,,25-36,,Shooting foul by S. Mejri (drawn by E. Gordon)
11:36.0,,,25-37,1,E. Gordon makes free throw 1 of 1
11:36.0,J. Anderson misses 2-pt shot from 4 ft,,25-37,,
11:34.0,,,25-37,,Defensive rebound by S. Dekker
11:26.0,,,25-37,,S. Dekker misses 2-pt shot at rim
11:25.0,Defensive rebound by Team,,25-37,,
10:58.0,,,25-37,,Personal foul by E. Gordon (drawn by S. Curry)
10:49.0,,,25-37,,Personal foul by T. Ennis (drawn by D. Powell)
10:38.0,D. Powell makes 2-pt shot from 17 ft (assist by J. Barea),2,27-37,,
10:16.0,,,27-37,,Turnover by T. Ennis (bad pass)
9:56.0,S. Mejri makes 2-pt shot from 1 ft (assist by D. Powell),2,29-37,,
9:40.0,,,29-39,2,E. Gordon makes 2-pt shot from 2 ft (assist by N. Hilario)
9:40.0,,,29-39,,Shooting foul by J. Anderson (drawn by E. Gordon)
9:40.0,,,29-40,1,E. Gordon makes free throw 1 of 1
9:40.0,,,29-39,,C. Capela enters the game for N. Hilario
9:17.0,J. Barea misses 2-pt shot from 12 ft,,29-40,,
9:16.0,,,29-40,,Defensive rebound by C. Capela
9:09.0,,,29-43,3,S. Dekker makes 3-pt shot from 26 ft (assist by C. Capela)
9:07.0,Dallas full timeout,,29-43,,
9:07.0,D. Williams enters the game for S. Curry,,29-43,,
9:07.0,H. Barnes enters the game for S. Mejri,,29-43,,
8:56.0,D. Powell misses 2-pt shot from 21 ft,,29-43,,
8:55.0,,,29-43,,Defensive rebound by C. Capela
8:35.0,,,29-45,2,T. Ennis makes 2-pt shot from 3 ft
8:17.0,D. Powell makes 2-pt shot at rim (assist by J. Barea),2,31-45,,
8:03.0,,,31-48,3,S. Dekker makes 3-pt shot from 26 ft (assist by E. Gordon)
7:59.0,,,31-48,,Personal foul by C. Brewer (drawn by D. Williams)
7:59.0,W. Matthews enters the game for D. Williams,,31-48,,
7:49.0,,,31-48,,Def 3 sec tech foul by S. Dekker
7:49.0,J. Barea makes technical free throw,1,32-48,,
7:34.0,J. Anderson misses 2-pt shot from 16 ft,,32-48,,
7:34.0,Offensive rebound by Team,,32-48,,
7:34.0,Turnover by Team (shot clock),,32-48,,
7:21.0,,,32-48,,T. Ennis misses 3-pt shot from 26 ft
7:19.0,Defensive rebound by H. Barnes,,32-48,,
7:07.0,Turnover by W. Matthews (bad pass; steal by E. Gordon),,32-48,,
7:01.0,,,32-48,,Turnover by E. Gordon (lost ball; steal by J. Barea)
6:57.0,Shooting foul by T. Ennis,,32-48,,
6:57.0,J. Barea makes free throw 1 of 2,1,33-48,,
6:57.0,J. Barea makes free throw 2 of 2,1,34-48,,
6:57.0,,,33-48,,T. Ariza enters the game for C. Brewer
6:57.0,,,33-48,,R. Anderson enters the game for S. Dekker
6:48.0,,,34-48,,C. Capela misses 2-pt shot at rim
6:44.0,,,34-48,,Offensive rebound by T. Ariza
6:36.0,,,34-48,,E. Gordon misses 2-pt shot from 22 ft
6:32.0,,,34-48,,Offensive rebound by R. Anderson
6:32.0,,,34-50,2,R. Anderson makes 2-pt shot from 1 ft
6:18.0,J. Barea makes 3-pt shot from 27 ft,3,37-50,,
5:59.0,,,37-50,,Turnover by T. Ariza (bad pass; steal by D. Powell)
5:53.0,H. Barnes misses 3-pt shot from 26 ft,,37-50,,
5:52.0,,,37-50,,Defensive rebound by C. Capela
5:50.0,,,37-50,,Houston full timeout
5:50.0,,,37-50,,J. Harden enters the game for E. Gordon
5:50.0,,,37-50,,K. McDaniels enters the game for T. Ennis
5:50.0,A. Bogut enters the game for J. Barea,,37-50,,
5:50.0,D. Williams enters the game for D. Powell,,37-50,,
5:39.0,,,37-50,,Turnover by J. Harden (lost ball; steal by D. Williams)
5:36.0,Turnover by A. Bogut (bad pass; steal by T. Ariza),,37-50,,
5:28.0,,,37-52,2,J. Harden makes 2-pt shot from 2 ft
5:07.0,W. Matthews misses 3-pt shot from 26 ft,,37-52,,
5:04.0,Offensive rebound by J. Anderson,,37-52,,
5:04.0,J. Anderson makes 2-pt shot from 1 ft,2,39-52,,
4:50.0,,,39-52,,R. Anderson misses 3-pt shot from 26 ft
4:49.0,Defensive rebound by J. Anderson,,39-52,,
4:41.0,Shooting foul by C. Capela (drawn by D. Williams),,39-52,,
4:41.0,D. Williams misses free throw 1 of 2,,39-52,,
4:41.0,Offensive rebound by Team,,39-52,,
4:41.0,D. Williams makes free throw 2 of 2,1,40-52,,
4:36.0,,,40-55,3,T. Ariza makes 3-pt shot from 27 ft (assist by J. Harden)
4:14.0,J. Anderson misses 2-pt shot from 13 ft,,40-55,,
4:12.0,,,40-55,,Defensive rebound by C. Capela
4:05.0,,,40-55,,Turnover by J. Harden (lost ball; steal by J. Anderson)
3:57.0,J. Anderson makes 2-pt shot from 3 ft,2,42-55,,
3:57.0,Shooting foul by K. McDaniels (drawn by J. Anderson),,42-55,,
3:57.0,J. Anderson makes free throw 1 of 1,1,43-55,,
3:49.0,,,43-57,2,C. Capela makes 2-pt shot from 2 ft (assist by K. McDaniels)
3:37.0,A. Bogut misses 2-pt shot from 8 ft,,43-57,,
3:36.0,Offensive rebound by A. Bogut,,43-57,,
3:36.0,A. Bogut misses 2-pt shot from 3 ft,,43-57,,
3:33.0,Offensive rebound by A. Bogut,,43-57,,
3:33.0,A. Bogut misses 2-pt shot from 2 ft (block by C. Capela),,43-57,,
3:31.0,Offensive rebound by W. Matthews,,43-57,,
3:31.0,,,43-57,,Personal foul by J. Harden (drawn by W. Matthews)
3:31.0,W. Matthews makes free throw 1 of 2,1,44-57,,
3:31.0,W. Matthews makes free throw 2 of 2,1,45-57,,
3:31.0,J. Barea enters the game for J. Anderson,,44-57,,
3:16.0,,,45-59,2,R. Anderson makes 2-pt shot from 3 ft
3:09.0,Turnover by D. Williams (bad pass),,45-59,,
3:01.0,,,45-59,,J. Harden misses 3-pt shot from 25 ft
3:00.0,Defensive rebound by Team,,45-59,,
2:45.0,W. Matthews makes 2-pt shot from 4 ft (assist by A. Bogut),2,47-59,,
2:25.0,,,47-61,2,R. Anderson makes 2-pt shot from 6 ft
2:02.0,H. Barnes misses 2-pt shot from 8 ft,,47-61,,
2:01.0,Offensive rebound by A. Bogut,,47-61,,
2:01.0,A. Bogut makes 2-pt shot from 3 ft,2,49-61,,
1:43.0,,,49-61,,C. Capela misses 2-pt shot from 6 ft
1:42.0,Defensive rebound by J. Barea,,49-61,,
1:36.0,W. Matthews misses 3-pt shot from 27 ft,,49-61,,
1:35.0,,,49-61,,Defensive rebound by C. Capela
1:28.0,,,49-61,,K. McDaniels misses 3-pt shot from 27 ft
1:26.0,Defensive rebound by H. Barnes,,49-61,,
1:07.0,,,49-61,,Personal foul by K. McDaniels
1:07.0,Dallas full timeout,,49-61,,
1:07.0,J. Barea makes free throw 1 of 2,1,50-61,,
1:07.0,J. Barea makes free throw 2 of 2,1,51-61,,
1:07.0,,,49-61,,N. Hilario enters the game for C. Capela
1:07.0,,,49-61,,E. Gordon enters the game for K. McDaniels
0:56.0,,,51-61,,T. Ariza misses 3-pt shot from 26 ft
0:56.0,Defensive rebound by Team,,51-61,,
0:33.0,W. Matthews makes 2-pt shot from 11 ft,2,53-61,,
0:08.0,,,53-61,,J. Harden misses 2-pt shot from 5 ft
0:08.0,Defensive rebound by Team,,53-61,,
0:08.0,,,53-61,,Loose ball foul by N. Hilario (drawn by A. Bogut)
0:08.0,A. Bogut misses free throw 1 of 2,,53-61,,
0:08.0,Offensive rebound by Team,,53-61,,
0:08.0,A. Bogut misses free throw 2 of 2,,53-61,,
0:08.0,J. Anderson enters the game for H. Barnes,,53-61,,
0:07.0,,,53-61,,Defensive rebound by N. Hilario
0:02.0,Personal foul by W. Matthews (drawn by J. Harden),,53-61,,
0:02.0,H. Barnes enters the game for A. Bogut,,53-61,,
0:00.0,,,53-63,2,J. Harden makes 2-pt shot from 2 ft (assist by T. Ariza)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,,,53-63,,J. Harden misses 2-pt shot from 17 ft
11:48.0,Defensive rebound by A. Bogut,,53-63,,
11:28.0,D. Williams misses 2-pt shot from 12 ft,,53-63,,
11:27.0,,,53-63,,Defensive rebound by E. Gordon
11:17.0,,,53-63,,C. Capela misses 2-pt shot from 2 ft
11:15.0,,,53-63,,Offensive rebound by Team
11:15.0,Personal foul by A. Bogut (drawn by C. Capela),,53-63,,
10:59.0,,,53-63,,Offensive foul by R. Anderson
10:59.0,,,53-63,,Turnover by R. Anderson (offensive foul)
10:47.0,W. Matthews misses 3-pt shot from 27 ft,,53-63,,
10:45.0,,,53-63,,Defensive rebound by E. Gordon
10:35.0,,,53-63,,J. Harden misses 2-pt shot from 7 ft
10:34.0,Defensive rebound by A. Bogut,,53-63,,
10:14.0,D. Williams misses 2-pt shot from 21 ft,,53-63,,
10:13.0,,,53-63,,Defensive rebound by R. Anderson
9:58.0,,,53-63,,R. Anderson misses 2-pt shot from 18 ft
9:56.0,Defensive rebound by A. Bogut,,53-63,,
9:43.0,W. Matthews misses 2-pt shot from 3 ft,,53-63,,
9:42.0,,,53-63,,Defensive rebound by R. Anderson
9:34.0,Shooting block foul by A. Bogut (drawn by J. Harden),,53-63,,
9:34.0,,,53-64,1,J. Harden makes free throw 1 of 2
9:34.0,,,53-65,1,J. Harden makes free throw 2 of 2
9:13.0,W. Matthews makes 3-pt shot from 26 ft,3,56-65,,
9:03.0,,,56-65,,J. Harden misses 2-pt shot from 6 ft (block by D. Williams)
9:02.0,,,56-65,,Offensive rebound by Team
8:56.0,,,56-65,,E. Gordon misses 3-pt shot from 24 ft
8:55.0,Defensive rebound by W. Matthews,,56-65,,
8:52.0,,,56-65,,Personal foul by C. Capela (drawn by W. Matthews)
8:45.0,W. Matthews makes 3-pt shot from 26 ft (assist by D. Williams),3,59-65,,
8:30.0,,,59-65,,Turnover by E. Gordon (traveling)
8:11.0,W. Matthews misses 3-pt shot from 25 ft,,59-65,,
8:10.0,,,59-65,,Defensive rebound by T. Ariza
8:01.0,,,59-65,,E. Gordon misses 3-pt shot from 26 ft
8:00.0,,,59-65,,Offensive rebound by T. Ariza
7:55.0,,,59-65,,J. Harden misses 3-pt shot from 26 ft
7:54.0,Defensive rebound by H. Barnes,,59-65,,
7:45.0,D. Williams makes 3-pt shot from 26 ft (assist by S. Curry),3,62-65,,
7:43.0,,,62-65,,Houston full timeout
7:43.0,,,62-65,,N. Hilario enters the game for C. Capela
7:30.0,,,62-65,,N. Hilario misses 2-pt shot from 4 ft
7:29.0,Defensive rebound by A. Bogut,,62-65,,
7:11.0,D. Williams misses 3-pt shot from 27 ft,,62-65,,
7:10.0,,,62-65,,Defensive rebound by J. Harden
7:10.0,,,62-65,,Turnover by N. Hilario (traveling)
6:52.0,W. Matthews makes 2-pt shot from 13 ft (assist by D. Williams),2,64-65,,
6:33.0,Flagrant foul type 1 by A. Bogut (drawn by R. Anderson),,64-65,,
6:33.0,,,64-66,1,R. Anderson makes flagrant free throw 1 of 2
6:33.0,,,64-67,1,R. Anderson makes flagrant free throw 2 of 2
6:23.0,,,64-67,,T. Ariza misses 3-pt shot from 27 ft
6:22.0,Defensive rebound by A. Bogut,,64-67,,
6:08.0,A. Bogut makes 2-pt shot at rim (assist by W. Matthews),2,66-67,,
5:47.0,,,66-69,2,E. Gordon makes 2-pt shot from 8 ft (assist by T. Ariza)
5:28.0,W. Matthews makes 2-pt shot from 19 ft,2,68-69,,
5:12.0,,,68-71,2,J. Harden makes 2-pt shot from 18 ft
4:56.0,W. Matthews misses 3-pt shot from 26 ft,,68-71,,
4:55.0,,,68-71,,Defensive rebound by J. Harden
4:51.0,,,68-71,,Turnover by J. Harden (lost ball; steal by W. Matthews)
4:37.0,,,68-71,,Personal foul by N. Hilario (drawn by A. Bogut)
4:37.0,,,68-71,,K. McDaniels enters the game for E. Gordon
4:27.0,S. Curry misses 2-pt shot from 17 ft,,68-71,,
4:26.0,,,68-71,,Defensive rebound by T. Ariza
4:17.0,,,68-71,,J. Harden misses 2-pt shot from 18 ft
4:17.0,,,68-71,,Offensive rebound by K. McDaniels
4:17.0,,,68-71,,K. McDaniels misses 2-pt shot from 2 ft
4:14.0,Defensive rebound by A. Bogut,,68-71,,
4:04.0,W. Matthews misses 3-pt shot from 27 ft,,68-71,,
4:02.0,,,68-71,,Defensive rebound by R. Anderson
3:56.0,J. Barea enters the game for S. Curry,,68-71,,
3:56.0,Dallas full timeout,,68-71,,
3:56.0,S. Mejri enters the game for A. Bogut,,68-71,,
3:56.0,,,68-71,,S. Dekker enters the game for R. Anderson
3:47.0,,,68-71,,Turnover by T. Ariza (offensive foul)
3:47.0,,,68-71,,Offensive charge foul by T. Ariza
3:45.0,,,68-71,,Technical foul by T. Ariza
3:45.0,Technical foul by S. Mejri,,68-71,,
3:27.0,H. Barnes misses 2-pt shot from 19 ft,,68-71,,
3:26.0,,,68-71,,Defensive rebound by T. Ariza
3:18.0,,,68-71,,Shooting foul by S. Mejri (drawn by J. Harden)
3:18.0,,,68-72,1,J. Harden makes free throw 1 of 2
3:18.0,,,68-73,1,J. Harden makes free throw 2 of 2
3:18.0,,,68-72,,C. Brewer enters the game for T. Ariza
2:56.0,J. Barea misses 2-pt shot from 11 ft,,68-73,,
2:54.0,Offensive rebound by S. Mejri,,68-73,,
2:53.0,Turnover by Team (shot clock),,68-73,,
2:42.0,,,68-73,,J. Harden misses 3-pt shot from 25 ft
2:41.0,Defensive rebound by S. Mejri,,68-73,,
2:18.0,W. Matthews misses 3-pt shot from 28 ft,,68-73,,
2:18.0,Offensive rebound by Team,,68-73,,
2:18.0,Turnover by Team (shot clock),,68-73,,
2:02.0,,,68-76,3,J. Harden makes 3-pt shot from 26 ft
1:47.0,J. Anderson enters the game for D. Williams,,68-76,,
1:44.0,,,68-76,,Personal foul by C. Brewer
1:37.0,,,68-76,,Personal foul by S. Dekker (drawn by H. Barnes)
1:37.0,H. Barnes makes free throw 1 of 2,1,69-76,,
1:37.0,H. Barnes makes free throw 2 of 2,1,70-76,,
1:22.0,,,70-76,,C. Brewer misses 3-pt shot from 24 ft
1:20.0,,,70-76,,Offensive rebound by J. Harden
1:08.0,,,70-76,,Turnover by J. Harden (bad pass; steal by J. Anderson)
1:00.0,J. Barea misses 2-pt shot from 5 ft (block by K. McDaniels),,70-76,,
0:59.0,,,70-76,,Defensive rebound by K. McDaniels
0:53.0,,,70-79,3,S. Dekker makes 3-pt shot from 24 ft (assist by J. Harden)
0:32.0,W. Matthews misses 3-pt shot from 27 ft,,70-79,,
0:30.0,,,70-79,,Defensive rebound by C. Brewer
0:09.0,Personal block foul by W. Matthews (drawn by J. Harden),,70-79,,
0:09.0,,,70-79,,J. Harden misses free throw 1 of 2
0:09.0,,,70-79,,Offensive rebound by Team
0:09.0,,,70-80,1,J. Harden makes free throw 2 of 2
0:09.0,,,70-79,,C. Capela enters the game for N. Hilario
0:00.0,J. Barea misses 3-pt shot from 26 ft,,70-80,,
0:00.0,Offensive rebound by Team,,70-80,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,Turnover by S. Curry (bad pass; steal by C. Capela),,70-80,,
11:18.0,Personal foul by J. Anderson (drawn by E. Gordon),,70-80,,
11:13.0,,,70-82,2,C. Capela makes 2-pt shot at rim (assist by T. Ennis)
10:53.0,Offensive foul by S. Mejri,,70-82,,
10:53.0,Turnover by S. Mejri (offensive foul),,70-82,,
10:46.0,,,70-82,,S. Dekker misses 2-pt shot from 6 ft (block by S. Mejri)
10:46.0,,,70-82,,Offensive rebound by Team
10:40.0,,,70-82,,T. Ennis misses 2-pt shot from 20 ft
10:39.0,Defensive rebound by J. Anderson,,70-82,,
10:15.0,J. Anderson makes 3-pt shot from 25 ft (assist by J. Barea),3,73-82,,
10:02.0,,,73-82,,T. Ennis misses 3-pt shot from 26 ft
10:00.0,Defensive rebound by S. Curry,,73-82,,
9:48.0,J. Anderson misses 3-pt shot from 26 ft,,73-82,,
9:47.0,Offensive rebound by J. Barea,,73-82,,
9:39.0,D. Powell misses 2-pt shot from 6 ft,,73-82,,
9:38.0,,,73-82,,Defensive rebound by C. Capela
9:27.0,,,73-82,,E. Gordon misses 3-pt shot from 27 ft
9:26.0,Defensive rebound by S. Curry,,73-82,,
9:07.0,J. Barea makes 3-pt shot from 25 ft (assist by S. Curry),3,76-82,,
8:47.0,,,76-82,,Houston full timeout
8:47.0,,,76-82,,T. Ariza enters the game for C. Brewer
8:47.0,,,76-82,,R. Anderson enters the game for S. Dekker
8:47.0,,,76-82,,J. Harden enters the game for T. Ennis
8:47.0,W. Matthews enters the game for S. Curry,,76-82,,
8:41.0,,,76-82,,E. Gordon misses 2-pt shot from 8 ft
8:38.0,,,76-82,,Offensive rebound by R. Anderson
8:37.0,,,76-84,2,R. Anderson makes 2-pt shot from 1 ft
8:17.0,W. Matthews misses 2-pt shot from 12 ft,,76-84,,
8:16.0,Offensive rebound by S. Mejri,,76-84,,
8:14.0,S. Mejri makes 2-pt shot from 2 ft,2,78-84,,
7:57.0,,,78-84,,E. Gordon misses 3-pt shot from 25 ft
7:55.0,Defensive rebound by D. Powell,,78-84,,
7:43.0,W. Matthews misses 3-pt shot from 25 ft,,78-84,,
7:43.0,,,78-84,,Defensive rebound by Team
7:27.0,,,78-84,,R. Anderson misses 3-pt shot from 28 ft
7:26.0,Defensive rebound by D. Powell,,78-84,,
7:07.0,D. Powell misses 3-pt shot from 23 ft,,78-84,,
7:04.0,Offensive rebound by S. Mejri,,78-84,,
6:57.0,D. Powell misses 2-pt shot from 6 ft (block by T. Ariza),,78-84,,
6:56.0,,,78-84,,Defensive rebound by C. Capela
6:38.0,,,78-84,,J. Harden misses 3-pt shot from 26 ft
6:37.0,Defensive rebound by S. Mejri,,78-84,,
6:31.0,Dallas full timeout,,78-84,,
6:31.0,H. Barnes enters the game for D. Powell,,78-84,,
6:31.0,,,78-84,,N. Hilario enters the game for C. Capela
6:18.0,W. Matthews misses 3-pt shot from 26 ft,,78-84,,
6:17.0,Offensive rebound by S. Mejri,,78-84,,
6:14.0,,,78-84,,Shooting block foul by N. Hilario (drawn by W. Matthews)
6:14.0,W. Matthews makes free throw 1 of 2,1,79-84,,
6:14.0,W. Matthews makes free throw 2 of 2,1,80-84,,
6:14.0,D. Williams enters the game for J. Anderson,,79-84,,
6:00.0,,,80-84,,Turnover by E. Gordon (bad pass)
6:00.0,Jump ball: N. Hilario vs. S. Mejri (H. Barnes gains possession),,,,Jump ball: N. Hilario vs. S. Mejri (H. Barnes gains possession)
5:39.0,H. Barnes misses 2-pt shot from 7 ft,,80-84,,
5:38.0,,,80-84,,Defensive rebound by R. Anderson
5:25.0,,,80-84,,E. Gordon misses 2-pt shot from 9 ft
5:24.0,Defensive rebound by Team,,80-84,,
5:01.0,J. Barea misses 2-pt shot from 9 ft,,80-84,,
5:00.0,,,80-84,,Defensive rebound by J. Harden
4:54.0,,,80-86,2,J. Harden makes 2-pt shot from 3 ft
4:54.0,Dallas full timeout,,80-86,,
4:54.0,A. Bogut enters the game for S. Mejri,,80-86,,
4:44.0,Turnover by A. Bogut (bad pass),,80-86,,
4:31.0,,,80-86,,Turnover by T. Ariza (lost ball)
4:16.0,H. Barnes misses 2-pt shot from 17 ft,,80-86,,
4:15.0,,,80-86,,Defensive rebound by E. Gordon
4:06.0,,,80-89,3,J. Harden makes 3-pt shot from 28 ft
3:47.0,J. Barea makes 3-pt shot from 26 ft (assist by A. Bogut),3,83-89,,
3:35.0,,,83-89,,E. Gordon misses 3-pt shot from 24 ft
3:34.0,Defensive rebound by A. Bogut,,83-89,,
3:26.0,W. Matthews misses 3-pt shot from 27 ft,,83-89,,
3:23.0,Offensive rebound by W. Matthews,,83-89,,
3:21.0,W. Matthews makes 2-pt shot at rim,2,85-89,,
3:07.0,,,85-89,,Turnover by J. Harden (lost ball; steal by W. Matthews)
3:03.0,W. Matthews makes 2-pt shot from 2 ft (assist by D. Williams),2,87-89,,
3:02.0,,,87-89,,Houston full timeout
2:54.0,,,87-89,,Offensive charge foul by J. Harden
2:54.0,,,87-89,,Turnover by J. Harden (offensive foul)
2:33.0,W. Matthews misses 2-pt shot from 13 ft,,87-89,,
2:32.0,,,87-89,,Defensive rebound by J. Harden
2:26.0,Personal foul by W. Matthews (drawn by J. Harden),,87-89,,
2:14.0,,,87-91,2,N. Hilario makes 2-pt shot from 3 ft (assist by T. Ariza)
