time,Toronto,pts.away,score,pts.home,Miami
6:40.0,,,13-20,1,H. Whiteside makes free throw 2 of 2
6:23.0,S. Ibaka misses 2-pt shot from 12 ft,,13-20,,
6:22.0,Offensive rebound by Team,,13-20,,
6:22.0,,,13-20,,Loose ball foul by H. Whiteside (drawn by J. Valanciunas)
6:11.0,,,13-20,,Violation by H. Whiteside (def goaltending)
6:11.0,N. Powell makes 2-pt shot from 2 ft,2,15-20,,
6:11.0,,,15-20,,Violation by Team (jump ball)
5:59.0,,,15-20,,L. Babbitt misses 3-pt shot from 25 ft
5:57.0,,,15-20,,Offensive rebound by Team
5:51.0,,,15-22,2,D. Waiters makes 2-pt shot from 19 ft (assist by G. Dragic)
5:26.0,S. Ibaka makes 2-pt shot from 12 ft,2,17-22,,
5:15.0,,,17-22,,G. Dragic misses 2-pt shot from 2 ft
5:14.0,Defensive rebound by C. Joseph,,17-22,,
4:50.0,D. DeRozan misses 2-pt shot from 16 ft,,17-22,,
4:49.0,,,17-22,,Defensive rebound by G. Dragic
4:44.0,Personal foul by N. Powell (drawn by G. Dragic),,17-22,,
4:44.0,Technical foul by D. DeRozan,,17-22,,
4:44.0,,,17-23,1,G. Dragic makes technical free throw
4:44.0,,,17-23,,T. Johnson enters the game for H. Whiteside
4:44.0,,,17-23,,W. Reed enters the game for G. Dragic
4:44.0,P. Tucker enters the game for J. Valanciunas,,17-23,,
4:44.0,J. Poeltl enters the game for N. Powell,,17-23,,
4:35.0,,,17-23,,Shooting foul by P. Tucker (drawn by D. Waiters)
4:35.0,,,17-24,1,D. Waiters makes free throw 1 of 3
4:35.0,,,17-25,1,D. Waiters makes free throw 2 of 3
4:35.0,,,17-26,1,D. Waiters makes free throw 3 of 3
4:14.0,D. DeRozan makes 2-pt shot from 12 ft,2,19-26,,
3:50.0,,,19-29,3,R. McGruder makes 3-pt shot from 25 ft (assist by D. Waiters)
3:32.0,S. Ibaka misses 3-pt shot from 23 ft,,19-29,,
3:31.0,Offensive rebound by J. Poeltl,,19-29,,
3:31.0,,,19-29,,Personal foul by L. Babbitt (drawn by J. Poeltl)
3:31.0,,,19-29,,J. Johnson enters the game for L. Babbitt
3:26.0,D. DeRozan makes 2-pt shot from 15 ft,2,21-29,,
3:26.0,Shooting foul by R. McGruder (drawn by D. DeRozan),,21-29,,
3:26.0,D. DeRozan makes free throw 1 of 1,1,22-29,,
3:20.0,,,22-29,,Miami full timeout
3:20.0,D. Wright enters the game for C. Joseph,,22-29,,
3:20.0,Violation by Team (jump ball),,22-29,,
3:09.0,,,22-29,,Turnover by W. Reed (bad pass; steal by D. Wright)
2:57.0,D. DeRozan makes 2-pt shot from 9 ft,2,24-29,,
2:39.0,,,24-29,,T. Johnson misses 2-pt shot from 8 ft
2:38.0,Defensive rebound by D. Wright,,24-29,,
2:32.0,Turnover by D. DeRozan (lost ball),,24-29,,
2:32.0,P. Patterson enters the game for S. Ibaka,,24-29,,
2:21.0,,,24-29,,J. Richardson enters the game for R. McGruder
2:12.0,,,24-29,,Turnover by J. Johnson (lost ball)
1:49.0,D. DeRozan misses 3-pt shot from 27 ft,,24-29,,
1:48.0,Offensive rebound by Team,,24-29,,
1:48.0,Turnover by Team (shot clock),,24-29,,
1:32.0,,,24-29,,D. Waiters misses 3-pt shot from 25 ft
1:31.0,Defensive rebound by P. Patterson,,24-29,,
1:09.0,D. DeRozan makes 2-pt shot from 16 ft,2,26-29,,
0:54.0,,,26-29,,J. Johnson misses 3-pt shot from 25 ft
0:53.0,Defensive rebound by J. Poeltl,,26-29,,
0:31.0,D. DeRozan misses 3-pt shot from 26 ft,,26-29,,
0:30.0,,,26-29,,Defensive rebound by Team
0:30.0,,,26-29,,W. Ellington enters the game for D. Waiters
0:30.0,N. Powell enters the game for D. DeRozan,,26-29,,
0:09.0,,,26-32,3,W. Ellington makes 3-pt shot from 26 ft (assist by J. Johnson)
0:02.0,D. Wright misses 2-pt shot from 9 ft,,26-32,,
0:01.0,Offensive rebound by D. Wright,,26-32,,
0:01.0,Turnover by D. Wright (lost ball; steal by J. Richardson),,26-32,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,,,26-34,2,T. Johnson makes 2-pt shot at rim (assist by J. Johnson)
11:28.0,D. Wright misses 2-pt shot from 2 ft (block by W. Reed),,26-34,,
11:27.0,Offensive rebound by J. Poeltl,,26-34,,
11:27.0,Shooting foul by T. Johnson (drawn by J. Poeltl),,26-34,,
11:27.0,J. Poeltl misses free throw 1 of 2,,26-34,,
11:27.0,Offensive rebound by Team,,26-34,,
11:27.0,J. Poeltl misses free throw 2 of 2,,26-34,,
11:26.0,,,26-34,,Defensive rebound by W. Reed
11:15.0,,,26-34,,T. Johnson misses 2-pt shot from 2 ft
11:14.0,,,26-34,,Offensive rebound by W. Reed
11:13.0,,,26-36,2,W. Reed makes 2-pt shot at rim
10:56.0,D. Wright makes 2-pt shot from 10 ft,2,28-36,,
10:41.0,,,28-36,,J. Johnson misses 2-pt shot from 16 ft
10:40.0,Defensive rebound by P. Tucker,,28-36,,
10:32.0,N. Powell makes 2-pt shot at rim,2,30-36,,
10:05.0,,,30-38,2,J. Johnson makes 2-pt shot from 8 ft
9:45.0,P. Tucker misses 2-pt shot from 7 ft,,30-38,,
9:43.0,Offensive rebound by J. Poeltl,,30-38,,
9:42.0,J. Poeltl misses 2-pt shot from 1 ft,,30-38,,
9:41.0,Offensive rebound by J. Poeltl,,30-38,,
9:40.0,J. Poeltl misses 2-pt shot from 1 ft,,30-38,,
9:39.0,,,30-38,,Defensive rebound by T. Johnson
9:36.0,,,30-38,,Shooting foul by P. Tucker (drawn by T. Johnson)
9:36.0,,,30-39,1,T. Johnson makes free throw 1 of 2
9:36.0,,,30-40,1,T. Johnson makes free throw 2 of 2
9:36.0,,,30-39,,H. Whiteside enters the game for W. Reed
9:36.0,J. Valanciunas enters the game for J. Poeltl,,30-39,,
9:36.0,F. VanVleet enters the game for P. Tucker,,30-39,,
9:28.0,,,30-40,,Personal foul by W. Ellington (drawn by F. VanVleet)
9:28.0,,,30-40,,G. Dragic enters the game for T. Johnson
9:18.0,N. Powell misses 3-pt shot from 24 ft,,30-40,,
9:17.0,,,30-40,,Defensive rebound by H. Whiteside
9:08.0,,,30-40,,W. Ellington misses 3-pt shot from 25 ft
9:07.0,Defensive rebound by J. Valanciunas,,30-40,,
8:47.0,J. Valanciunas makes 2-pt shot from 15 ft (assist by D. Wright),2,32-40,,
8:28.0,,,32-40,,H. Whiteside misses 2-pt shot from 16 ft
8:27.0,Defensive rebound by J. Valanciunas,,32-40,,
8:19.0,Turnover by F. VanVleet (lost ball; steal by J. Johnson),,32-40,,
8:16.0,,,32-40,,Shooting foul by F. VanVleet (drawn by W. Ellington)
8:16.0,Official timeout,,32-40,,
8:16.0,,,32-41,1,W. Ellington makes free throw 1 of 2
8:16.0,,,32-42,1,W. Ellington makes free throw 2 of 2
8:00.0,D. Wright misses 2-pt shot from 1 ft,,32-42,,
7:59.0,,,32-42,,Defensive rebound by J. Johnson
7:47.0,,,32-42,,J. Richardson misses 2-pt shot from 17 ft
7:46.0,Defensive rebound by J. Valanciunas,,32-42,,
7:35.0,N. Powell misses 2-pt shot from 18 ft,,32-42,,
7:34.0,,,32-42,,Defensive rebound by J. Richardson
7:30.0,,,32-42,,G. Dragic misses 3-pt shot from 25 ft
7:29.0,Defensive rebound by F. VanVleet,,32-42,,
7:23.0,N. Powell misses 2-pt shot from 1 ft,,32-42,,
7:22.0,Offensive rebound by D. Wright,,32-42,,
7:21.0,D. Wright makes 2-pt shot from 1 ft,2,34-42,,
6:56.0,,,34-42,,G. Dragic misses 2-pt shot from 12 ft
6:55.0,Defensive rebound by J. Valanciunas,,34-42,,
6:47.0,F. VanVleet misses 3-pt shot from 24 ft,,34-42,,
6:46.0,,,34-42,,Defensive rebound by J. Johnson
6:40.0,,,34-45,3,W. Ellington makes 3-pt shot from 23 ft (assist by J. Johnson)
6:37.0,,,34-45,,Technical foul by G. Dragic
6:37.0,Technical foul by N. Powell,,34-45,,
6:32.0,Toronto full timeout,,34-45,,
6:32.0,D. DeRozan enters the game for D. Wright,,34-45,,
6:32.0,S. Ibaka enters the game for P. Patterson,,34-45,,
6:32.0,,,34-45,,L. Babbitt enters the game for J. Johnson
6:19.0,F. VanVleet misses 2-pt shot from 2 ft,,34-45,,
6:18.0,,,34-45,,Defensive rebound by G. Dragic
6:04.0,,,34-45,,W. Ellington misses 3-pt shot from 26 ft
6:03.0,Defensive rebound by S. Ibaka,,34-45,,
5:52.0,S. Ibaka misses 2-pt shot from 14 ft,,34-45,,
5:51.0,Offensive rebound by J. Valanciunas,,34-45,,
5:49.0,J. Valanciunas misses 2-pt shot from 6 ft,,34-45,,
5:48.0,,,34-45,,Defensive rebound by H. Whiteside
5:42.0,,,34-45,,G. Dragic misses 2-pt shot from 1 ft (block by S. Ibaka)
5:41.0,Defensive rebound by D. DeRozan,,34-45,,
5:37.0,Turnover by F. VanVleet (discontinued dribble),,34-45,,
5:24.0,,,34-47,2,G. Dragic makes 2-pt shot from 9 ft
5:03.0,F. VanVleet misses 2-pt shot from 2 ft (block by H. Whiteside),,34-47,,
5:02.0,,,34-47,,Defensive rebound by H. Whiteside
4:55.0,,,34-49,2,H. Whiteside makes 2-pt shot at rim (assist by J. Richardson)
4:32.0,F. VanVleet makes 2-pt shot from 1 ft,2,36-49,,
4:32.0,Shooting foul by G. Dragic (drawn by F. VanVleet),,36-49,,
4:32.0,F. VanVleet makes free throw 1 of 1,1,37-49,,
4:32.0,,,36-49,,D. Waiters enters the game for W. Ellington
4:08.0,,,37-51,2,G. Dragic makes 2-pt shot from 1 ft
3:49.0,S. Ibaka misses 2-pt shot from 8 ft,,37-51,,
3:48.0,,,37-51,,Defensive rebound by L. Babbitt
3:37.0,,,37-51,,H. Whiteside misses 2-pt shot from 7 ft
3:36.0,Defensive rebound by D. DeRozan,,37-51,,
3:16.0,N. Powell misses 3-pt shot from 25 ft,,37-51,,
3:15.0,,,37-51,,Defensive rebound by H. Whiteside
3:11.0,,,37-51,,D. Waiters misses 2-pt shot from 2 ft (block by S. Ibaka)
3:10.0,,,37-51,,Offensive rebound by Team
3:10.0,C. Joseph enters the game for F. VanVleet,,37-51,,
3:10.0,P. Tucker enters the game for N. Powell,,37-51,,
3:10.0,,,37-51,,Miami full timeout
3:00.0,,,37-51,,L. Babbitt misses 3-pt shot from 25 ft
2:59.0,,,37-51,,Offensive rebound by H. Whiteside
2:54.0,,,37-51,,J. Richardson misses 2-pt shot from 20 ft
2:53.0,Defensive rebound by J. Valanciunas,,37-51,,
2:34.0,Turnover by J. Valanciunas (lost ball; steal by G. Dragic),,37-51,,
2:28.0,,,37-53,2,G. Dragic makes 2-pt shot from 1 ft
2:09.0,D. DeRozan misses 2-pt shot from 14 ft,,37-53,,
2:08.0,Offensive rebound by D. DeRozan,,37-53,,
2:03.0,J. Valanciunas makes 2-pt shot from 1 ft (assist by D. DeRozan),2,39-53,,
1:57.0,,,39-53,,Offensive foul by L. Babbitt
1:57.0,,,39-53,,Turnover by L. Babbitt (offensive foul)
1:39.0,Turnover by D. DeRozan (lost ball; steal by D. Waiters),,39-53,,
1:22.0,,,39-56,3,D. Waiters makes 3-pt shot from 24 ft (assist by L. Babbitt)
0:59.0,C. Joseph makes 2-pt shot from 2 ft,2,41-56,,
0:52.0,,,41-56,,Shooting foul by P. Tucker (drawn by G. Dragic)
0:52.0,Technical foul by P. Tucker (drawn by G. Dragic),,41-56,,
0:52.0,,,41-56,,G. Dragic misses technical free throw
0:52.0,,,41-56,,Offensive rebound by Team
0:52.0,,,41-57,1,G. Dragic makes free throw 1 of 3
0:52.0,,,41-58,1,G. Dragic makes free throw 2 of 3
0:52.0,,,41-59,1,G. Dragic makes free throw 3 of 3
0:52.0,N. Powell enters the game for P. Tucker,,41-56,,
0:52.0,,,41-56,,J. Johnson enters the game for L. Babbitt
0:35.0,S. Ibaka misses 3-pt shot from 24 ft (block by J. Johnson),,41-59,,
0:34.0,Offensive rebound by Team,,41-59,,
0:31.0,D. DeRozan misses 2-pt shot from 2 ft (block by J. Richardson),,41-59,,
0:30.0,,,41-59,,Defensive rebound by J. Richardson
0:09.0,,,41-59,,Turnover by D. Waiters (step out of bounds)
0:03.0,D. DeRozan misses 2-pt shot from 8 ft (block by H. Whiteside),,41-59,,
0:02.0,,,41-59,,Defensive rebound by H. Whiteside
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:51.0,Personal foul by J. Valanciunas (drawn by D. Waiters),,41-59,,
11:51.0,,,41-59,,D. Waiters misses free throw 1 of 2
11:51.0,,,41-59,,Offensive rebound by Team
11:51.0,,,41-59,,D. Waiters misses free throw 2 of 2
11:50.0,Defensive rebound by D. DeRozan,,41-59,,
11:36.0,D. DeRozan misses 2-pt shot from 15 ft,,41-59,,
11:36.0,,,41-59,,Defensive rebound by H. Whiteside
11:23.0,,,41-59,,H. Whiteside misses 2-pt shot from 19 ft
11:22.0,Defensive rebound by C. Joseph,,41-59,,
11:19.0,Offensive foul by C. Joseph,,41-59,,
11:19.0,Turnover by C. Joseph (offensive foul),,41-59,,
11:19.0,,,41-59,,T. Johnson enters the game for G. Dragic
11:06.0,,,41-59,,Shooting foul by N. Powell (drawn by T. Johnson)
11:06.0,,,41-60,1,T. Johnson makes free throw 1 of 2
11:06.0,,,41-61,1,T. Johnson makes free throw 2 of 2
10:47.0,,,41-61,,Personal foul by L. Babbitt (drawn by C. Joseph)
10:43.0,Offensive foul by S. Ibaka,,41-61,,
10:43.0,Turnover by S. Ibaka (offensive foul),,41-61,,
10:22.0,,,41-61,,R. McGruder misses 3-pt shot from 24 ft
10:21.0,Defensive rebound by S. Ibaka,,41-61,,
10:13.0,Turnover by C. Joseph (bad pass; steal by L. Babbitt),,41-61,,
10:09.0,,,41-61,,Turnover by D. Waiters (lost ball; steal by D. DeRozan)
9:54.0,Shooting foul by L. Babbitt (drawn by D. DeRozan),,41-61,,
9:54.0,D. DeRozan makes free throw 1 of 2,1,42-61,,
9:54.0,D. DeRozan makes free throw 2 of 2,1,43-61,,
9:54.0,,,42-61,,J. Johnson enters the game for L. Babbitt
9:37.0,,,43-63,2,J. Johnson makes 2-pt shot from 16 ft (assist by D. Waiters)
9:26.0,C. Joseph misses 2-pt shot from 12 ft,,43-63,,
9:25.0,,,43-63,,Defensive rebound by T. Johnson
9:12.0,,,43-65,2,T. Johnson makes 2-pt shot from 6 ft
8:46.0,N. Powell makes 2-pt shot from 4 ft,2,45-65,,
8:29.0,,,45-67,2,D. Waiters makes 2-pt shot from 20 ft
8:09.0,C. Joseph makes 2-pt shot from 22 ft,2,47-67,,
7:53.0,,,47-69,2,H. Whiteside makes 2-pt shot from 9 ft (assist by T. Johnson)
7:53.0,Toronto full timeout,,47-69,,
7:53.0,P. Patterson enters the game for J. Valanciunas,,47-69,,
7:45.0,C. Joseph misses 2-pt shot from 2 ft,,47-69,,
7:44.0,,,47-69,,Defensive rebound by D. Waiters
7:34.0,,,47-69,,T. Johnson misses 3-pt shot from 24 ft
7:33.0,Defensive rebound by C. Joseph,,47-69,,
7:26.0,Shooting foul by T. Johnson (drawn by D. DeRozan),,47-69,,
7:26.0,D. DeRozan makes free throw 1 of 2,1,48-69,,
7:26.0,D. DeRozan makes free throw 2 of 2,1,49-69,,
7:10.0,,,49-72,3,D. Waiters makes 3-pt shot from 23 ft (assist by R. McGruder)
6:50.0,D. DeRozan misses 2-pt shot from 16 ft,,49-72,,
6:49.0,,,49-72,,Defensive rebound by Team
6:42.0,,,49-72,,Turnover by R. McGruder (lost ball)
6:33.0,N. Powell misses 3-pt shot from 25 ft,,49-72,,
6:32.0,,,49-72,,Defensive rebound by H. Whiteside
6:25.0,Violation by N. Powell (def goaltending),,49-72,,
6:25.0,,,49-74,2,R. McGruder makes 2-pt shot from 2 ft (assist by J. Johnson)
6:00.0,C. Joseph makes 2-pt shot from 16 ft,2,51-74,,
5:45.0,,,51-74,,Turnover by D. Waiters (lost ball; steal by C. Joseph)
5:26.0,D. DeRozan misses 2-pt shot from 17 ft (block by H. Whiteside),,51-74,,
5:25.0,,,51-74,,Defensive rebound by T. Johnson
5:24.0,Personal foul by C. Joseph (drawn by D. Waiters),,51-74,,
5:07.0,,,51-74,,J. Johnson misses 3-pt shot from 25 ft
5:06.0,Defensive rebound by S. Ibaka,,51-74,,
4:58.0,Shooting foul by H. Whiteside (drawn by P. Patterson),,51-74,,
4:58.0,P. Patterson makes free throw 1 of 2,1,52-74,,
4:58.0,P. Patterson makes free throw 2 of 2,1,53-74,,
4:37.0,,,53-76,2,H. Whiteside makes 2-pt shot from 4 ft
4:23.0,Shooting foul by J. Johnson (drawn by D. DeRozan),,53-76,,
4:23.0,D. DeRozan makes free throw 1 of 2,1,54-76,,
4:23.0,D. DeRozan makes free throw 2 of 2,1,55-76,,
4:23.0,,,54-76,,W. Ellington enters the game for D. Waiters
4:23.0,D. Wright enters the game for N. Powell,,54-76,,
4:19.0,,,55-76,,Miami full timeout
4:07.0,,,55-78,2,T. Johnson makes 2-pt shot from 2 ft
3:45.0,C. Joseph misses 2-pt shot from 3 ft (block by J. Johnson),,55-78,,
3:44.0,,,55-78,,Defensive rebound by W. Ellington
3:33.0,,,55-80,2,J. Johnson makes 2-pt shot from 5 ft (assist by T. Johnson)
3:17.0,P. Patterson makes 3-pt shot from 23 ft (assist by D. Wright),3,58-80,,
2:54.0,,,58-82,2,T. Johnson makes 2-pt shot at rim (assist by J. Johnson)
2:35.0,D. Wright makes 2-pt shot at rim,2,60-82,,
2:20.0,,,60-82,,T. Johnson misses 2-pt shot from 18 ft
2:19.0,Defensive rebound by P. Patterson,,60-82,,
2:10.0,S. Ibaka misses 3-pt shot from 25 ft,,60-82,,
2:09.0,,,60-82,,Defensive rebound by H. Whiteside
1:48.0,,,60-82,,J. Johnson misses 3-pt shot from 24 ft
1:47.0,,,60-82,,Offensive rebound by H. Whiteside
1:44.0,,,60-82,,H. Whiteside misses 2-pt shot from 3 ft
1:43.0,Defensive rebound by S. Ibaka,,60-82,,
1:36.0,Shooting foul by J. Johnson (drawn by S. Ibaka),,60-82,,
1:36.0,S. Ibaka makes free throw 1 of 2,1,61-82,,
1:36.0,S. Ibaka makes free throw 2 of 2,1,62-82,,
1:36.0,,,61-82,,W. Reed enters the game for H. Whiteside
1:36.0,,,61-82,,J. Richardson enters the game for R. McGruder
1:36.0,P. Tucker enters the game for D. DeRozan,,61-82,,
1:36.0,F. VanVleet enters the game for C. Joseph,,61-82,,
1:17.0,Personal foul by D. Wright (drawn by J. Richardson),,62-82,,
1:05.0,,,62-84,2,T. Johnson makes 2-pt shot from 7 ft
0:48.0,S. Ibaka misses 2-pt shot from 14 ft,,62-84,,
0:47.0,,,62-84,,Defensive rebound by W. Ellington
0:32.0,Personal foul by F. VanVleet (drawn by J. Johnson),,62-84,,
0:32.0,,,62-84,,J. Johnson misses free throw 1 of 2
0:32.0,,,62-84,,Offensive rebound by Team
0:32.0,,,62-85,1,J. Johnson makes free throw 2 of 2
0:32.0,,,62-85,,Technical foul by J. Johnson
0:32.0,D. Wright makes technical free throw,1,63-85,,
0:17.0,Turnover by D. Wright (bad pass; steal by W. Ellington),,63-85,,
0:05.0,,,63-85,,J. Johnson misses 2-pt shot from 2 ft (block by S. Ibaka)
0:04.0,Defensive rebound by F. VanVleet,,63-85,,
0:00.0,F. VanVleet misses 3-pt shot from 25 ft,,63-85,,
0:00.0,Offensive rebound by Team,,63-85,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,P. Patterson misses 2-pt shot from 17 ft,,63-85,,
11:42.0,,,63-85,,Defensive rebound by W. Ellington
11:31.0,,,63-85,,J. Richardson misses 3-pt shot from 26 ft
11:30.0,Defensive rebound by P. Tucker,,63-85,,
11:17.0,D. Wright makes 2-pt shot from 12 ft,2,65-85,,
11:01.0,,,65-87,2,J. Richardson makes 2-pt shot from 2 ft (assist by W. Reed)
10:52.0,F. VanVleet misses 2-pt shot from 11 ft,,65-87,,
10:51.0,,,65-87,,Defensive rebound by Team
10:50.0,Loose ball foul by J. Poeltl (drawn by W. Reed),,65-87,,
10:29.0,,,65-87,,W. Ellington misses 3-pt shot from 27 ft
10:28.0,Defensive rebound by F. VanVleet,,65-87,,
10:23.0,F. VanVleet misses 2-pt shot from 2 ft,,65-87,,
10:20.0,,,65-87,,Defensive rebound by J. Johnson
10:14.0,,,65-87,,J. Johnson misses 2-pt shot from 2 ft
10:13.0,Defensive rebound by J. Poeltl,,65-87,,
10:10.0,Shooting foul by W. Reed (drawn by D. Wright),,65-87,,
10:10.0,D. Wright makes free throw 1 of 2,1,66-87,,
10:10.0,D. Wright makes free throw 2 of 2,1,67-87,,
9:56.0,,,67-87,,W. Reed misses 2-pt shot from 1 ft (block by P. Patterson)
9:55.0,,,67-87,,Offensive rebound by Team
9:55.0,Technical foul by P. Patterson,,67-87,,
9:55.0,Technical foul by P. Patterson,,67-87,,
9:55.0,,,67-88,1,J. Richardson makes technical free throw
9:55.0,,,67-88,,J. Richardson misses technical free throw
9:55.0,,,67-87,,L. Babbitt enters the game for J. Johnson
9:55.0,N. Powell enters the game for P. Patterson,,67-87,,
9:54.0,,,67-88,,Offensive rebound by Team
9:40.0,,,67-88,,W. Ellington misses 3-pt shot from 24 ft
9:39.0,Defensive rebound by P. Tucker,,67-88,,
9:34.0,,,67-88,,Personal foul by J. Richardson (drawn by D. Wright)
9:34.0,,,67-88,,D. Waiters enters the game for T. Johnson
9:26.0,N. Powell misses 2-pt shot from 1 ft,,67-88,,
9:23.0,Offensive rebound by J. Poeltl,,67-88,,
9:20.0,J. Poeltl makes 2-pt shot from 2 ft,2,69-88,,
8:59.0,,,69-88,,Shooting foul by D. Wright (drawn by D. Waiters)
8:59.0,Official timeout,,69-88,,
8:59.0,,,69-88,,D. Waiters misses free throw 1 of 3
8:59.0,,,69-88,,Offensive rebound by Team
8:59.0,,,69-88,,D. Waiters misses free throw 2 of 3
8:59.0,,,69-88,,Offensive rebound by Team
8:59.0,,,69-89,1,D. Waiters makes free throw 3 of 3
8:59.0,P. Siakam enters the game for P. Tucker,,69-88,,
8:44.0,N. Powell misses 3-pt shot from 26 ft,,69-89,,
8:43.0,,,69-89,,Defensive rebound by J. Richardson
8:35.0,,,69-92,3,W. Ellington makes 3-pt shot from 26 ft (assist by D. Waiters)
8:11.0,P. Siakam makes 2-pt shot from 3 ft (assist by D. Wright),2,71-92,,
7:49.0,,,71-92,,D. Waiters misses 2-pt shot from 19 ft
7:48.0,Defensive rebound by P. Siakam,,71-92,,
7:30.0,F. VanVleet misses 2-pt shot from 1 ft,,71-92,,
7:29.0,Offensive rebound by J. Poeltl,,71-92,,
7:28.0,J. Poeltl makes 2-pt shot from 3 ft,2,73-92,,
7:28.0,,,73-92,,Miami full timeout
7:21.0,,,73-92,,Turnover by W. Ellington (bad pass; steal by D. Wright)
7:11.0,J. Poeltl misses 2-pt shot from 1 ft (block by W. Reed),,73-92,,
7:10.0,Offensive rebound by Team,,73-92,,
7:00.0,J. Poeltl misses 2-pt shot from 12 ft,,73-92,,
6:59.0,Offensive rebound by F. VanVleet,,73-92,,
6:49.0,N. Powell makes 2-pt shot from 3 ft,2,75-92,,
6:22.0,,,75-92,,W. Ellington misses 3-pt shot from 25 ft
6:21.0,Defensive rebound by P. Siakam,,75-92,,
6:17.0,P. Siakam misses 2-pt shot from 2 ft (block by D. Waiters),,75-92,,
6:16.0,Offensive rebound by P. Siakam,,75-92,,
5:59.0,,,75-92,,Violation by W. Reed (def goaltending)
5:59.0,P. Siakam makes 2-pt shot from 7 ft,2,77-92,,
5:45.0,,,77-92,,Turnover by D. Waiters (lost ball; steal by D. Wright)
5:41.0,Shooting foul by J. Richardson (drawn by F. VanVleet),,77-92,,
5:41.0,F. VanVleet makes free throw 1 of 2,1,78-92,,
5:41.0,F. VanVleet makes free throw 2 of 2,1,79-92,,
5:41.0,,,78-92,,H. Whiteside enters the game for L. Babbitt
5:41.0,,,78-92,,R. McGruder enters the game for W. Reed
5:41.0,,,78-92,,T. Johnson enters the game for J. Richardson
5:41.0,,,78-92,,J. Johnson enters the game for W. Ellington
5:19.0,,,79-92,,T. Johnson misses 2-pt shot from 9 ft
5:18.0,Defensive rebound by J. Poeltl,,79-92,,
5:11.0,,,79-92,,Shooting block foul by J. Johnson (drawn by N. Powell)
5:11.0,N. Powell makes free throw 1 of 2,1,80-92,,
5:11.0,N. Powell makes free throw 2 of 2,1,81-92,,
4:55.0,,,81-92,,Turnover by D. Waiters (bad pass)
4:43.0,J. Poeltl misses 2-pt shot from 6 ft,,81-92,,
4:42.0,,,81-92,,Defensive rebound by H. Whiteside
4:28.0,,,81-92,,Shooting foul by J. Poeltl (drawn by J. Johnson)
4:28.0,,,81-93,1,J. Johnson makes free throw 1 of 2
4:28.0,,,81-94,1,J. Johnson makes free throw 2 of 2
