time,Charlotte,pts.away,score,pts.home,Orlando
2:39.0,,,22-24,,Turnover by N. Vucevic (bad pass; steal by R. Sessions)
2:29.0,J. Lamb makes 3-pt shot from 26 ft (assist by N. Batum),3,25-24,,
2:10.0,,,25-26,2,J. Meeks makes 2-pt shot from 14 ft (assist by S. Ibaka)
1:52.0,F. Kaminsky misses 2-pt shot from 8 ft,,25-26,,
1:51.0,,,25-26,,Defensive rebound by S. Ibaka
1:41.0,,,25-26,,Turnover by E. Payton (bad pass; steal by F. Kaminsky)
1:36.0,F. Kaminsky misses 2-pt shot from 2 ft (block by S. Ibaka),,25-26,,
1:33.0,Offensive rebound by C. Zeller,,25-26,,
1:24.0,R. Sessions makes 2-pt shot from 17 ft,2,27-26,,
1:08.0,,,27-26,,E. Payton misses 2-pt shot from 10 ft
1:06.0,Defensive rebound by N. Batum,,27-26,,
1:00.0,N. Batum makes 2-pt shot from 3 ft,2,29-26,,
0:45.0,,,29-26,,N. Vucevic misses 2-pt shot from 19 ft
0:44.0,Defensive rebound by J. Lamb,,29-26,,
0:37.0,J. Lamb makes 2-pt shot from 6 ft (assist by N. Batum),2,31-26,,
0:37.0,Shooting foul by N. Vucevic (drawn by J. Lamb),,31-26,,
0:37.0,J. Lamb makes free throw 1 of 1,1,32-26,,
0:37.0,R. Hibbert enters the game for C. Zeller,,31-26,,
0:20.0,,,32-28,2,S. Ibaka makes 2-pt shot at rim (assist by N. Vucevic)
0:00.0,F. Kaminsky misses 3-pt shot from 25 ft,,32-28,,
0:00.0,Offensive rebound by Team,,32-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,F. Kaminsky makes 3-pt shot from 26 ft (assist by R. Sessions),3,35-28,,
11:30.0,,,35-28,,J. Green misses 3-pt shot from 25 ft
11:29.0,Defensive rebound by R. Hibbert,,35-28,,
11:14.0,M. Kidd-Gilchrist misses 2-pt shot from 8 ft,,35-28,,
11:12.0,Offensive rebound by M. Kidd-Gilchrist,,35-28,,
11:11.0,R. Hibbert makes 2-pt shot at rim (assist by M. Kidd-Gilchrist),2,37-28,,
10:58.0,,,37-30,2,N. Vucevic makes 2-pt shot from 18 ft (assist by C. Watson)
10:41.0,R. Sessions makes 2-pt shot from 16 ft,2,39-30,,
10:22.0,,,39-32,2,N. Vucevic makes 2-pt shot from 11 ft
10:07.0,R. Sessions misses 2-pt shot from 11 ft,,39-32,,
10:06.0,,,39-32,,Defensive rebound by E. Payton
9:56.0,,,39-32,,Shooting foul by R. Hibbert (drawn by J. Green)
9:56.0,,,39-33,1,J. Green makes free throw 1 of 2
9:56.0,,,39-34,1,J. Green makes free throw 2 of 2
9:42.0,,,39-34,,Violation by C. Watson (kicked ball)
9:36.0,J. Lamb misses 2-pt shot from 18 ft,,39-34,,
9:35.0,,,39-34,,Defensive rebound by B. Biyombo
9:27.0,,,39-34,,E. Payton misses 2-pt shot from 10 ft
9:25.0,Defensive rebound by M. Kidd-Gilchrist,,39-34,,
9:11.0,Turnover by R. Hibbert (bad pass; steal by E. Payton),,39-34,,
9:08.0,,,39-36,2,B. Biyombo makes 2-pt shot from 2 ft (assist by J. Green)
9:08.0,,,39-36,,Shooting foul by J. Lamb (drawn by B. Biyombo)
9:08.0,,,39-37,1,B. Biyombo makes free throw 1 of 1
8:42.0,R. Hibbert makes 2-pt shot from 19 ft (assist by M. Kidd-Gilchrist),2,41-37,,
8:20.0,,,41-39,2,N. Vucevic makes 2-pt shot from 15 ft
8:02.0,J. Lamb misses 2-pt shot from 17 ft,,41-39,,
8:00.0,,,41-39,,Defensive rebound by N. Vucevic
7:48.0,,,41-41,2,N. Vucevic makes 2-pt shot from 12 ft
7:41.0,Charlotte full timeout,,41-41,,
7:41.0,K. Walker enters the game for J. Lamb,,41-41,,
7:26.0,R. Hibbert misses 2-pt shot from 20 ft,,41-41,,
7:25.0,,,41-41,,Defensive rebound by B. Biyombo
7:03.0,,,41-41,,J. Green misses 3-pt shot from 26 ft
7:01.0,Defensive rebound by R. Sessions,,41-41,,
6:51.0,K. Walker makes 3-pt shot from 25 ft,3,44-41,,
6:36.0,,,44-41,,J. Green misses 3-pt shot from 24 ft
6:35.0,Defensive rebound by R. Sessions,,44-41,,
6:20.0,M. Kidd-Gilchrist makes 2-pt shot from 3 ft (assist by K. Walker),2,46-41,,
6:14.0,,,46-41,,Orlando full timeout
6:00.0,,,46-41,,Turnover by N. Vucevic (bad pass)
5:43.0,Shooting foul by C. Watson (drawn by R. Sessions),,46-41,,
5:43.0,R. Sessions makes free throw 1 of 2,1,47-41,,
5:43.0,R. Sessions makes free throw 2 of 2,1,48-41,,
5:43.0,,,47-41,,A. Gordon enters the game for J. Green
5:43.0,,,47-41,,S. Ibaka enters the game for N. Vucevic
5:43.0,N. Batum enters the game for M. Kidd-Gilchrist,,47-41,,
5:43.0,M. Williams enters the game for F. Kaminsky,,47-41,,
5:28.0,,,48-41,,A. Gordon misses 2-pt shot from 20 ft
5:27.0,Defensive rebound by M. Williams,,48-41,,
5:20.0,Shooting foul by E. Payton (drawn by K. Walker),,48-41,,
5:20.0,K. Walker makes free throw 1 of 2,1,49-41,,
5:20.0,K. Walker makes free throw 2 of 2,1,50-41,,
5:07.0,,,50-41,,E. Payton misses 2-pt shot from 3 ft
5:05.0,Defensive rebound by M. Williams,,50-41,,
4:56.0,R. Sessions misses 2-pt shot from 1 ft,,50-41,,
4:54.0,,,50-41,,Defensive rebound by B. Biyombo
4:47.0,,,50-41,,C. Watson misses 2-pt shot from 11 ft
4:46.0,Defensive rebound by R. Hibbert,,50-41,,
4:37.0,M. Williams misses 3-pt shot from 25 ft,,50-41,,
4:35.0,,,50-41,,Defensive rebound by A. Gordon
4:29.0,,,50-43,2,S. Ibaka makes 2-pt shot from 4 ft (assist by E. Payton)
4:14.0,K. Walker makes 2-pt shot from 9 ft,2,52-43,,
4:00.0,,,52-46,3,S. Ibaka makes 3-pt shot from 26 ft (assist by E. Payton)
3:44.0,K. Walker misses 3-pt shot from 26 ft,,52-46,,
3:43.0,,,52-46,,Defensive rebound by S. Ibaka
3:34.0,,,52-46,,S. Ibaka misses 3-pt shot from 25 ft
3:32.0,,,52-46,,Offensive rebound by A. Gordon
3:32.0,,,52-48,2,A. Gordon makes 2-pt shot from 2 ft
3:22.0,Charlotte full timeout,,52-48,,
3:22.0,,,52-48,,J. Meeks enters the game for E. Payton
3:22.0,,,52-48,,D. Augustin enters the game for C. Watson
3:22.0,M. Kidd-Gilchrist enters the game for R. Sessions,,52-48,,
3:22.0,C. Zeller enters the game for R. Hibbert,,52-48,,
3:10.0,K. Walker makes 2-pt shot from 20 ft,2,54-48,,
2:50.0,,,54-51,3,D. Augustin makes 3-pt shot from 25 ft (assist by S. Ibaka)
2:28.0,M. Williams makes 3-pt shot from 26 ft (assist by N. Batum),3,57-51,,
2:17.0,,,57-51,,Orlando full timeout
2:17.0,Official timeout,,57-51,,
2:17.0,,,57-51,,N. Vucevic enters the game for B. Biyombo
2:03.0,,,57-53,2,N. Vucevic makes 2-pt shot from 9 ft
1:47.0,N. Batum misses 2-pt shot from 13 ft,,57-53,,
1:45.0,Offensive rebound by C. Zeller,,57-53,,
1:36.0,N. Batum makes 3-pt shot from 26 ft (assist by C. Zeller),3,60-53,,
1:14.0,,,60-53,,J. Meeks misses 2-pt shot from 13 ft
1:12.0,Defensive rebound by C. Zeller,,60-53,,
1:06.0,M. Kidd-Gilchrist makes 2-pt shot from 2 ft (assist by N. Batum),2,62-53,,
0:53.0,,,62-53,,Turnover by D. Augustin (bad pass; steal by M. Williams)
0:42.0,K. Walker misses 3-pt shot from 26 ft,,62-53,,
0:41.0,Offensive rebound by Team,,62-53,,
0:41.0,,,62-53,,Loose ball foul by D. Augustin (drawn by C. Zeller)
0:37.0,K. Walker misses 3-pt shot from 25 ft,,62-53,,
0:34.0,,,62-53,,Defensive rebound by N. Vucevic
0:26.0,,,62-55,2,N. Vucevic makes 2-pt shot from 7 ft (assist by D. Augustin)
0:02.0,Turnover by Team (shot clock),,62-55,,
0:02.0,R. Hibbert enters the game for C. Zeller,,62-55,,
0:00.0,,,62-55,,D. Augustin misses 3-pt shot from 57 ft
0:00.0,,,62-55,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:51.0,Turnover by C. Zeller (offensive goaltending),,62-55,,
11:37.0,,,62-55,,D. Augustin misses 2-pt shot from 20 ft
11:36.0,Defensive rebound by M. Kidd-Gilchrist,,62-55,,
11:25.0,M. Kidd-Gilchrist misses 2-pt shot from 3 ft,,62-55,,
11:24.0,Offensive rebound by M. Kidd-Gilchrist,,62-55,,
11:22.0,M. Williams misses 3-pt shot from 25 ft,,62-55,,
11:18.0,,,62-55,,Defensive rebound by B. Biyombo
11:06.0,,,62-55,,Turnover by J. Meeks (bad pass)
10:49.0,Turnover by N. Batum (bad pass; steal by J. Meeks),,62-55,,
10:43.0,,,62-57,2,J. Meeks makes 2-pt shot from 3 ft
10:21.0,M. Williams misses 2-pt shot from 6 ft (block by S. Ibaka),,62-57,,
10:18.0,Offensive rebound by M. Williams,,62-57,,
10:18.0,M. Williams makes 2-pt shot from 4 ft,2,64-57,,
10:01.0,,,64-59,2,J. Meeks makes 2-pt shot from 8 ft
9:49.0,Offensive charge foul by M. Kidd-Gilchrist,,64-59,,
9:49.0,Turnover by M. Kidd-Gilchrist (offensive foul),,64-59,,
9:34.0,,,64-59,,D. Augustin misses 3-pt shot from 25 ft
9:33.0,Defensive rebound by N. Batum,,64-59,,
9:27.0,N. Batum misses 2-pt shot from 18 ft,,64-59,,
9:25.0,,,64-59,,Defensive rebound by S. Ibaka
9:13.0,,,64-59,,J. Meeks misses 3-pt shot from 26 ft
9:12.0,Defensive rebound by M. Williams,,64-59,,
8:54.0,M. Kidd-Gilchrist makes 2-pt shot from 19 ft (assist by N. Batum),2,66-59,,
8:40.0,,,66-59,,S. Ibaka misses 3-pt shot from 25 ft
8:39.0,Defensive rebound by N. Batum,,66-59,,
8:32.0,M. Williams misses 2-pt shot from 3 ft (block by B. Biyombo),,66-59,,
8:29.0,,,66-59,,Defensive rebound by S. Ibaka
8:14.0,,,66-59,,A. Gordon misses 3-pt shot from 24 ft
8:13.0,Defensive rebound by M. Williams,,66-59,,
7:58.0,N. Batum makes 2-pt shot from 13 ft,2,68-59,,
7:35.0,,,68-59,,Offensive foul by B. Biyombo
7:35.0,,,68-59,,Turnover by B. Biyombo (offensive foul)
7:22.0,M. Kidd-Gilchrist makes 2-pt shot from 16 ft (assist by C. Zeller),2,70-59,,
6:57.0,,,70-59,,Turnover by J. Meeks (bad pass; steal by M. Kidd-Gilchrist)
6:52.0,Jump ball: A. Gordon vs. C. Zeller (M. Williams gains possession),,,,Jump ball: A. Gordon vs. C. Zeller (M. Williams gains possession)
6:39.0,M. Williams makes 3-pt shot from 25 ft (assist by K. Walker),3,73-59,,
6:39.0,,,73-59,,Orlando full timeout
6:39.0,,,73-59,,E. Payton enters the game for B. Biyombo
6:39.0,,,73-59,,N. Vucevic enters the game for D. Augustin
6:27.0,,,73-59,,E. Payton misses 2-pt shot from 8 ft (block by M. Williams)
6:24.0,Defensive rebound by K. Walker,,73-59,,
6:19.0,Shooting foul by N. Vucevic (drawn by K. Walker),,73-59,,
6:19.0,K. Walker makes 2-pt shot from 2 ft,2,75-59,,
6:19.0,K. Walker makes free throw 1 of 1,1,76-59,,
6:11.0,,,76-61,2,N. Vucevic makes 2-pt shot from 20 ft (assist by A. Gordon)
5:57.0,Shooting foul by S. Ibaka (drawn by C. Zeller),,76-61,,
5:57.0,C. Zeller makes free throw 1 of 2,1,77-61,,
5:57.0,C. Zeller makes free throw 2 of 2,1,78-61,,
5:57.0,J. Lamb enters the game for M. Kidd-Gilchrist,,77-61,,
5:46.0,,,78-61,,J. Meeks misses 3-pt shot from 26 ft
5:45.0,Defensive rebound by K. Walker,,78-61,,
5:34.0,N. Batum makes 2-pt shot at rim (assist by K. Walker),2,80-61,,
5:18.0,,,80-61,,Turnover by S. Ibaka (bad pass; steal by C. Zeller)
5:11.0,C. Zeller makes 2-pt shot at rim (assist by M. Williams),2,82-61,,
5:11.0,,,82-61,,Orlando full timeout
5:11.0,,,82-61,,J. Green enters the game for A. Gordon
5:11.0,,,82-61,,C. Watson enters the game for J. Meeks
5:06.0,Personal foul by N. Batum (drawn by J. Green),,82-61,,
4:55.0,,,82-61,,E. Payton misses 3-pt shot from 24 ft
4:53.0,,,82-61,,Offensive rebound by S. Ibaka
4:50.0,,,82-61,,C. Watson misses 3-pt shot from 24 ft
4:49.0,,,82-61,,Offensive rebound by E. Payton
4:46.0,,,82-61,,C. Watson misses 3-pt shot from 23 ft
4:45.0,,,82-61,,Offensive rebound by E. Payton
4:37.0,Violation by K. Walker (kicked ball),,82-61,,
4:37.0,F. Kaminsky enters the game for M. Williams,,82-61,,
4:30.0,,,82-61,,S. Ibaka misses 3-pt shot from 26 ft
4:29.0,Defensive rebound by C. Zeller,,82-61,,
4:19.0,K. Walker makes 2-pt shot from 3 ft (assist by N. Batum),2,84-61,,
4:05.0,,,84-61,,S. Ibaka misses 2-pt shot from 10 ft
4:03.0,Defensive rebound by N. Batum,,84-61,,
3:47.0,J. Lamb makes 2-pt shot from 18 ft,2,86-61,,
3:27.0,,,86-61,,C. Watson misses 2-pt shot from 20 ft
3:26.0,Defensive rebound by N. Batum,,86-61,,
3:22.0,N. Batum makes 2-pt shot from 3 ft,2,88-61,,
3:22.0,Shooting foul by N. Vucevic (drawn by N. Batum),,88-61,,
3:22.0,N. Batum makes free throw 1 of 1,1,89-61,,
3:22.0,R. Sessions enters the game for K. Walker,,88-61,,
3:05.0,,,89-61,,N. Vucevic misses 2-pt shot from 12 ft
3:04.0,,,89-61,,Offensive rebound by S. Ibaka
2:58.0,,,89-61,,E. Payton misses 3-pt shot from 26 ft
2:57.0,Defensive rebound by N. Batum,,89-61,,
2:50.0,N. Batum makes 3-pt shot from 25 ft,3,92-61,,
2:49.0,,,92-61,,Orlando full timeout
2:49.0,R. Hibbert enters the game for C. Zeller,,92-61,,
2:42.0,,,92-61,,Shooting foul by N. Batum (drawn by J. Green)
2:42.0,,,92-63,2,J. Green makes 2-pt shot from 8 ft (assist by N. Vucevic)
2:42.0,,,92-64,1,J. Green makes free throw 1 of 1
2:19.0,F. Kaminsky makes 2-pt shot from 3 ft (assist by N. Batum),2,94-64,,
2:07.0,,,94-64,,Shooting foul by R. Hibbert (drawn by N. Vucevic)
2:07.0,,,94-65,1,N. Vucevic makes free throw 1 of 2
2:07.0,,,94-65,,N. Vucevic misses free throw 2 of 2
2:06.0,Defensive rebound by N. Batum,,94-65,,
1:55.0,Offensive foul by F. Kaminsky,,94-65,,
1:55.0,Turnover by F. Kaminsky (offensive foul),,94-65,,
1:44.0,,,94-67,2,N. Vucevic makes 2-pt shot from 11 ft (assist by C. Watson)
1:44.0,Charlotte full timeout,,94-67,,
1:24.0,R. Sessions makes 3-pt shot from 26 ft (assist by N. Batum),3,97-67,,
1:02.0,,,97-67,,E. Payton misses 2-pt shot from 17 ft
1:01.0,Defensive rebound by N. Batum,,97-67,,
0:39.0,R. Sessions misses 2-pt shot from 12 ft,,97-67,,
0:38.0,,,97-67,,Defensive rebound by Team
0:27.0,,,97-67,,Shooting foul by R. Hibbert (drawn by C. Watson)
0:27.0,,,97-68,1,C. Watson makes free throw 1 of 2
0:27.0,,,97-68,,C. Watson misses free throw 2 of 2
0:26.0,Defensive rebound by N. Batum,,97-68,,
0:09.0,Turnover by R. Sessions (lost ball),,97-68,,
0:08.0,,,97-68,,Turnover by C. Watson (bad pass; steal by N. Batum)
0:03.0,Turnover by N. Batum (lost ball; steal by N. Vucevic),,97-68,,
0:01.0,,,97-68,,S. Ibaka misses 3-pt shot from 26 ft
0:00.0,,,97-68,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,97-68,,D. Rudez misses 3-pt shot from 26 ft
11:44.0,,,97-68,,Offensive rebound by D. Rudez
11:35.0,,,97-68,,E. Payton misses 2-pt shot from 3 ft (block by R. Hibbert)
11:34.0,Defensive rebound by R. Sessions,,97-68,,
11:24.0,Shooting foul by M. Hezonja (drawn by J. Lamb),,97-68,,
11:24.0,J. Lamb makes free throw 1 of 2,1,98-68,,
11:24.0,J. Lamb makes free throw 2 of 2,1,99-68,,
11:13.0,,,99-68,,N. Vucevic misses 2-pt shot from 8 ft
11:12.0,Defensive rebound by F. Kaminsky,,99-68,,
11:01.0,R. Sessions misses 2-pt shot from 8 ft,,99-68,,
10:43.0,,,99-68,,Defensive rebound by N. Vucevic
10:43.0,,,99-68,,Turnover by N. Vucevic (bad pass; steal by R. Sessions)
10:43.0,R. Sessions makes 2-pt shot from 3 ft,2,101-68,,
10:39.0,,,101-70,2,E. Payton makes 2-pt shot from 10 ft
10:17.0,F. Kaminsky makes 2-pt shot from 7 ft,2,103-70,,
10:07.0,,,103-72,2,N. Vucevic makes 2-pt shot from 16 ft
9:45.0,Turnover by R. Hibbert (lost ball; steal by N. Vucevic),,103-72,,
9:43.0,Personal foul by R. Sessions (drawn by E. Payton),,103-72,,
9:43.0,,,103-72,,A. Gordon enters the game for C. Watson
9:32.0,,,103-72,,A. Gordon misses 2-pt shot from 2 ft (block by R. Hibbert)
9:29.0,Defensive rebound by J. Lamb,,103-72,,
9:07.0,F. Kaminsky misses 2-pt shot from 8 ft,,103-72,,
9:06.0,Offensive rebound by R. Hibbert,,103-72,,
9:06.0,R. Hibbert misses 2-pt shot from 1 ft,,103-72,,
9:04.0,,,103-72,,Defensive rebound by M. Hezonja
9:03.0,,,103-72,,Turnover by M. Hezonja (traveling)
8:48.0,J. Lamb misses 2-pt shot from 17 ft,,103-72,,
8:47.0,,,103-72,,Defensive rebound by N. Vucevic
8:38.0,,,103-74,2,N. Vucevic makes 2-pt shot from 2 ft
8:22.0,Charlotte full timeout,,103-74,,
8:22.0,S. Hawes enters the game for R. Hibbert,,103-74,,
8:15.0,M. Kidd-Gilchrist misses 2-pt shot from 9 ft (block by N. Vucevic),,103-74,,
8:15.0,Offensive rebound by S. Hawes,,103-74,,
8:15.0,,,103-74,,Personal foul by M. Hezonja (drawn by S. Hawes)
8:08.0,Turnover by F. Kaminsky (traveling),,103-74,,
7:59.0,,,103-77,3,M. Hezonja makes 3-pt shot from 25 ft (assist by A. Gordon)
7:43.0,Turnover by J. Lamb (bad pass; steal by N. Vucevic),,103-77,,
7:28.0,,,103-79,2,E. Payton makes 2-pt shot from 2 ft (assist by N. Vucevic)
7:05.0,S. Hawes makes 2-pt shot from 8 ft (assist by M. Kidd-Gilchrist),2,105-79,,
6:54.0,,,105-79,,D. Rudez misses 3-pt shot from 25 ft
6:53.0,Defensive rebound by J. Lamb,,105-79,,
6:42.0,F. Kaminsky misses 3-pt shot from 25 ft,,105-79,,
6:41.0,Offensive rebound by M. Kidd-Gilchrist,,105-79,,
6:36.0,J. Lamb misses 3-pt shot from 25 ft,,105-79,,
6:35.0,Offensive rebound by F. Kaminsky,,105-79,,
6:23.0,R. Sessions makes 2-pt shot from 23 ft,2,107-79,,
6:12.0,,,107-81,2,M. Hezonja makes 2-pt shot from 21 ft
5:58.0,J. Lamb makes 2-pt shot at rim (assist by S. Hawes),2,109-81,,
5:48.0,Personal foul by R. Sessions (drawn by E. Payton),,109-81,,
5:48.0,Official timeout,,109-81,,
5:48.0,B. Roberts enters the game for R. Sessions,,109-81,,
5:48.0,,,109-81,,C. Watson enters the game for A. Gordon
5:48.0,,,109-81,,C. Wilcox enters the game for N. Vucevic
5:48.0,,,109-81,,S. Zimmerman enters the game for E. Payton
5:32.0,,,109-83,2,S. Zimmerman makes 2-pt shot from 2 ft (assist by D. Rudez)
5:15.0,Turnover by S. Hawes (bad pass; steal by C. Wilcox),,109-83,,
5:14.0,Personal foul by M. Kidd-Gilchrist (drawn by D. Rudez),,109-83,,
5:05.0,,,109-83,,D. Rudez misses 2-pt shot from 7 ft
5:04.0,Defensive rebound by S. Hawes,,109-83,,
4:52.0,M. Kidd-Gilchrist misses 2-pt shot from 17 ft (block by M. Hezonja),,109-83,,
4:50.0,,,109-83,,Defensive rebound by S. Zimmerman
4:37.0,,,109-83,,D. Rudez misses 3-pt shot from 26 ft
4:36.0,,,109-83,,Offensive rebound by C. Wilcox
4:31.0,,,109-83,,M. Hezonja misses 3-pt shot from 25 ft
4:30.0,Defensive rebound by J. Lamb,,109-83,,
4:18.0,Shooting foul by D. Rudez (drawn by F. Kaminsky),,109-83,,
4:18.0,F. Kaminsky makes free throw 1 of 2,1,110-83,,
4:18.0,F. Kaminsky makes free throw 2 of 2,1,111-83,,
4:18.0,T. Graham enters the game for M. Kidd-Gilchrist,,110-83,,
4:08.0,,,111-83,,C. Wilcox misses 3-pt shot from 24 ft
4:07.0,Defensive rebound by F. Kaminsky,,111-83,,
3:54.0,J. Lamb misses 2-pt shot at rim (block by C. Wilcox),,111-83,,
3:52.0,,,111-83,,Defensive rebound by S. Zimmerman
3:47.0,,,111-83,,D. Rudez misses 3-pt shot from 24 ft
3:45.0,Defensive rebound by S. Hawes,,111-83,,
3:26.0,S. Hawes makes 2-pt shot from 15 ft (assist by B. Roberts),2,113-83,,
3:08.0,,,113-86,3,C. Watson makes 3-pt shot from 23 ft (assist by C. Wilcox)
2:51.0,Shooting foul by C. Wilcox (drawn by B. Roberts),,113-86,,
2:51.0,,,113-86,,Orlando full timeout
2:51.0,B. Roberts makes free throw 1 of 2,1,114-86,,
2:51.0,B. Roberts makes free throw 2 of 2,1,115-86,,
2:39.0,,,115-86,,M. Hezonja misses 3-pt shot from 26 ft
2:38.0,,,115-86,,Offensive rebound by S. Zimmerman
2:34.0,,,115-88,2,S. Zimmerman makes 2-pt shot from 2 ft
2:25.0,,,115-88,,Personal foul by M. Hezonja (drawn by T. Graham)
2:25.0,T. Graham misses free throw 1 of 2,,115-88,,
2:25.0,Offensive rebound by Team,,115-88,,
2:25.0,T. Graham makes free throw 2 of 2,1,116-88,,
2:14.0,,,116-90,2,S. Zimmerman makes 2-pt shot from 14 ft (assist by M. Hezonja)
1:55.0,S. Hawes misses 3-pt shot from 25 ft,,116-90,,
1:53.0,,,116-90,,Defensive rebound by M. Hezonja
1:47.0,,,116-92,2,M. Hezonja makes 2-pt shot from 2 ft
1:32.0,J. Lamb makes 2-pt shot at rim (assist by S. Hawes),2,118-92,,
1:24.0,,,118-95,3,M. Hezonja makes 3-pt shot from 25 ft
1:09.0,F. Kaminsky misses 3-pt shot from 26 ft,,118-95,,
1:08.0,,,118-95,,Defensive rebound by C. Wilcox
0:55.0,,,118-95,,C. Watson misses 3-pt shot from 25 ft
0:54.0,Defensive rebound by S. Hawes,,118-95,,
0:45.0,S. Hawes makes 2-pt shot at rim (assist by B. Roberts),2,120-95,,
0:39.0,,,120-98,3,D. Rudez makes 3-pt shot from 25 ft (assist by C. Watson)
0:17.0,F. Kaminsky misses 3-pt shot from 27 ft,,120-98,,
