time,LA Lakers,pts.away,score,pts.home,Golden State
7:18.0,,,10-18,,Defensive rebound by J. McAdoo
7:09.0,,,10-21,3,S. Curry makes 3-pt shot from 26 ft (assist by K. Durant)
6:42.0,J. Randle makes 2-pt shot from 1 ft (assist by T. Robinson),2,12-21,,
6:22.0,,,12-21,,K. Durant misses 2-pt shot from 5 ft
6:22.0,Defensive rebound by T. Robinson,,12-21,,
6:16.0,Turnover by T. Robinson (bad pass; steal by J. McAdoo),,12-21,,
6:05.0,,,12-21,,S. Curry misses 3-pt shot from 24 ft
6:04.0,Defensive rebound by T. Robinson,,12-21,,
5:56.0,B. Ingram makes 2-pt shot from 1 ft,2,14-21,,
5:43.0,,,14-24,3,K. Durant makes 3-pt shot from 26 ft (assist by Z. Pachulia)
5:26.0,J. Randle misses 2-pt shot from 17 ft,,14-24,,
5:25.0,,,14-24,,Defensive rebound by S. Curry
5:16.0,,,14-24,,J. McAdoo misses 2-pt shot at rim
5:16.0,Defensive rebound by J. Randle,,14-24,,
5:12.0,T. Robinson makes 2-pt shot at rim (assist by J. Randle),2,16-24,,
5:12.0,,,16-24,,Golden State full timeout
5:12.0,T. Black enters the game for J. Randle,,16-24,,
5:12.0,D. Nwaba enters the game for T. Ennis,,16-24,,
5:12.0,,,16-24,,J. McGee enters the game for Z. Pachulia
5:12.0,,,16-24,,S. Livingston enters the game for J. McAdoo
4:55.0,,,16-26,2,K. Durant makes 2-pt shot from 1 ft
4:51.0,Turnover by T. Robinson (bad pass),,16-26,,
4:39.0,,,16-26,,K. Thompson misses 2-pt shot from 6 ft
4:38.0,,,16-26,,Offensive rebound by K. Thompson
4:38.0,,,16-28,2,K. Thompson makes 2-pt shot from 5 ft
4:20.0,D. Nwaba misses 2-pt shot from 2 ft,,16-28,,
4:20.0,,,16-28,,Defensive rebound by K. Durant
4:16.0,,,16-28,,Shooting foul by T. Black (drawn by K. Durant)
4:16.0,,,16-28,,K. Durant misses free throw 1 of 2
4:16.0,,,16-28,,Offensive rebound by Team
4:16.0,,,16-29,1,K. Durant makes free throw 2 of 2
4:16.0,,,16-28,,P. McCaw enters the game for K. Thompson
4:03.0,B. Ingram misses 2-pt shot from 1 ft,,16-29,,
4:03.0,,,16-29,,Defensive rebound by Team
3:46.0,,,16-31,2,K. Durant makes 2-pt shot from 17 ft
3:46.0,,,16-31,,Shooting foul by B. Ingram (drawn by K. Durant)
3:46.0,,,16-32,1,K. Durant makes free throw 1 of 1
3:46.0,C. Brewer enters the game for B. Ingram,,16-31,,
3:31.0,J. Clarkson misses 3-pt shot from 26 ft,,16-32,,
3:30.0,,,16-32,,Defensive rebound by S. Livingston
3:19.0,,,16-32,,S. Curry misses 3-pt shot from 29 ft
3:18.0,Defensive rebound by J. Clarkson,,16-32,,
3:10.0,T. Robinson misses 2-pt shot from 14 ft,,16-32,,
3:10.0,,,16-32,,Defensive rebound by J. McGee
3:04.0,,,16-35,3,K. Durant makes 3-pt shot from 26 ft (assist by S. Curry)
2:54.0,J. Clarkson makes 2-pt shot from 2 ft,2,18-35,,
2:54.0,Shooting foul by J. McGee (drawn by J. Clarkson),,18-35,,
2:54.0,J. Clarkson misses free throw 1 of 1,,18-35,,
2:54.0,Offensive rebound by T. Black,,18-35,,
2:54.0,B. Ingram enters the game for T. Robinson,,18-35,,
2:40.0,T. Black makes 2-pt shot at rim (assist by B. Ingram),2,20-35,,
2:19.0,,,20-37,2,J. McGee makes 2-pt shot at rim (assist by P. McCaw)
2:02.0,B. Ingram misses 2-pt shot from 18 ft,,20-37,,
2:01.0,,,20-37,,Defensive rebound by K. Durant
1:53.0,,,20-37,,Turnover by K. Durant (bad pass; steal by J. Clarkson)
1:48.0,B. Ingram makes 2-pt shot from 1 ft (assist by J. Clarkson),2,22-37,,
1:48.0,,,22-37,,Golden State full timeout
1:48.0,,,22-37,,D. West enters the game for K. Durant
1:32.0,,,22-37,,Turnover by S. Curry (bad pass; steal by C. Brewer)
1:28.0,C. Brewer makes 2-pt shot at rim,2,24-37,,
1:13.0,,,24-37,,S. Livingston misses 2-pt shot from 13 ft
1:13.0,Defensive rebound by B. Ingram,,24-37,,
1:04.0,B. Ingram misses 2-pt shot from 10 ft,,24-37,,
1:04.0,,,24-37,,Defensive rebound by P. McCaw
0:56.0,,,24-39,2,J. McGee makes 2-pt shot at rim (assist by S. Livingston)
0:43.0,Shooting foul by D. West (drawn by T. Black),,24-39,,
0:43.0,T. Black makes free throw 1 of 2,1,25-39,,
0:43.0,T. Black makes free throw 2 of 2,1,26-39,,
0:32.0,Personal foul by C. Brewer (drawn by P. McCaw),,26-39,,
0:32.0,,,26-40,1,P. McCaw makes free throw 1 of 2
0:32.0,,,26-41,1,P. McCaw makes free throw 2 of 2
0:18.0,J. Clarkson makes 2-pt shot from 13 ft,2,28-41,,
0:05.0,,,28-41,,S. Curry misses 3-pt shot from 25 ft
0:04.0,,,28-41,,Offensive rebound by P. McCaw
0:03.0,,,28-43,2,P. McCaw makes 2-pt shot at rim
0:01.0,J. Clarkson misses 3-pt shot from 27 ft,,28-43,,
0:00.0,Offensive rebound by Team,,28-43,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,C. Brewer misses 2-pt shot from 19 ft,,28-43,,
11:43.0,,,28-43,,Defensive rebound by D. Jones
11:25.0,,,28-43,,Turnover by S. Livingston (bad pass; steal by M. World Peace)
11:17.0,Turnover by D. Nwaba (bad pass; steal by S. Livingston),,28-43,,
11:05.0,,,28-45,2,D. West makes 2-pt shot from 9 ft (assist by I. Clark)
10:50.0,M. World Peace misses 2-pt shot from 5 ft,,28-45,,
10:48.0,Offensive rebound by T. Black,,28-45,,
10:48.0,Turnover by T. Black (turnover),,28-45,,
10:48.0,L. Nance enters the game for C. Brewer,,28-45,,
10:34.0,,,28-45,,I. Clark misses 3-pt shot from 26 ft
10:34.0,Defensive rebound by M. World Peace,,28-45,,
10:17.0,T. Ennis makes 2-pt shot from 3 ft,2,30-45,,
10:11.0,Personal foul by T. Black (drawn by D. Jones),,30-45,,
9:56.0,,,30-45,,I. Clark misses 2-pt shot from 20 ft
9:55.0,,,30-45,,Offensive rebound by D. West
9:50.0,,,30-45,,Offensive foul by D. West
9:50.0,,,30-45,,Turnover by D. West (offensive foul)
9:37.0,L. Nance makes 2-pt shot from 20 ft (assist by M. World Peace),2,32-45,,
9:21.0,,,32-45,,I. Clark misses 3-pt shot from 24 ft
9:21.0,,,32-45,,Offensive rebound by Team
9:21.0,Loose ball foul by M. World Peace (drawn by D. West),,32-45,,
9:14.0,,,32-45,,Shooting foul by M. World Peace (drawn by K. Thompson)
9:14.0,,,32-46,1,K. Thompson makes free throw 1 of 2
9:14.0,,,32-47,1,K. Thompson makes free throw 2 of 2
9:01.0,T. Ennis makes 3-pt shot from 26 ft,3,35-47,,
8:49.0,,,35-47,,I. Clark misses 3-pt shot from 25 ft
8:48.0,Defensive rebound by D. Nwaba,,35-47,,
8:43.0,D. Nwaba makes 2-pt shot from 1 ft,2,37-47,,
8:43.0,Shooting foul by D. Jones (drawn by D. Nwaba),,37-47,,
8:43.0,Official timeout,,37-47,,
8:43.0,D. Nwaba misses free throw 1 of 1,,37-47,,
8:43.0,,,37-47,,P. McCaw enters the game for S. Livingston
8:42.0,,,37-47,,Defensive rebound by D. Jones
8:23.0,,,37-47,,D. Jones misses 2-pt shot from 20 ft
8:22.0,Defensive rebound by L. Nance,,37-47,,
8:06.0,T. Black makes 2-pt shot from 1 ft,2,39-47,,
7:54.0,,,39-47,,Turnover by D. West (bad pass; steal by L. Nance)
7:40.0,Turnover by T. Ennis (bad pass; steal by K. Thompson),,39-47,,
7:38.0,Personal foul by D. Nwaba (drawn by I. Clark),,39-47,,
7:18.0,,,39-47,,K. Thompson misses 2-pt shot from 12 ft
7:18.0,Defensive rebound by Team,,39-47,,
7:16.0,B. Ingram enters the game for M. World Peace,,39-47,,
7:04.0,Turnover by T. Ennis (bad pass; steal by I. Clark),,39-47,,
6:59.0,,,39-49,2,P. McCaw makes 2-pt shot at rim (assist by D. West)
6:37.0,T. Ennis misses 3-pt shot from 26 ft,,39-49,,
6:37.0,,,39-49,,Defensive rebound by Team
6:37.0,Loose ball foul by T. Black (drawn by D. Jones),,39-49,,
6:37.0,,,39-49,,D. Jones misses free throw 1 of 2
6:37.0,,,39-49,,Offensive rebound by Team
6:37.0,,,39-49,,D. Jones misses free throw 2 of 2
6:37.0,,,39-49,,K. Durant enters the game for D. West
6:37.0,J. Clarkson enters the game for T. Ennis,,39-49,,
6:37.0,J. Randle enters the game for T. Black,,39-49,,
6:36.0,Defensive rebound by J. Randle,,39-49,,
6:20.0,L. Nance misses 3-pt shot from 25 ft,,39-49,,
6:19.0,,,39-49,,Defensive rebound by K. Thompson
6:09.0,,,39-52,3,P. McCaw makes 3-pt shot from 25 ft (assist by K. Thompson)
5:51.0,L. Nance misses 2-pt shot from 18 ft,,39-52,,
5:50.0,,,39-52,,Defensive rebound by D. Jones
5:38.0,,,39-52,,K. Thompson misses 3-pt shot from 26 ft
5:37.0,Defensive rebound by L. Nance,,39-52,,
5:25.0,B. Ingram misses 2-pt shot from 5 ft,,39-52,,
5:24.0,,,39-52,,Defensive rebound by D. Jones
5:04.0,,,39-52,,P. McCaw misses 3-pt shot from 26 ft
5:04.0,Defensive rebound by L. Nance,,39-52,,
4:52.0,J. Randle makes 2-pt shot from 4 ft (assist by J. Clarkson),2,41-52,,
4:52.0,,,41-52,,Golden State full timeout
4:52.0,T. Ennis enters the game for D. Nwaba,,41-52,,
4:52.0,,,41-52,,J. McAdoo enters the game for K. Thompson
4:52.0,,,41-52,,S. Curry enters the game for D. Jones
4:43.0,,,41-54,2,K. Durant makes 2-pt shot from 16 ft (assist by S. Curry)
4:23.0,J. Randle misses 2-pt shot from 8 ft,,41-54,,
4:22.0,,,41-54,,Defensive rebound by J. McAdoo
4:06.0,,,41-54,,I. Clark misses 2-pt shot from 9 ft
4:04.0,Defensive rebound by J. Randle,,41-54,,
4:00.0,Turnover by B. Ingram (bad pass; steal by J. McAdoo),,41-54,,
3:55.0,,,41-54,,Turnover by S. Curry (bad pass; steal by B. Ingram)
3:49.0,L. Nance makes 2-pt shot at rim (assist by B. Ingram),2,43-54,,
3:34.0,,,43-54,,Turnover by K. Durant (bad pass)
3:29.0,,,43-54,,Personal foul by I. Clark (drawn by J. Clarkson)
3:18.0,B. Ingram misses 2-pt shot from 5 ft,,43-54,,
3:18.0,,,43-54,,Defensive rebound by J. McAdoo
3:12.0,,,43-54,,K. Durant misses 3-pt shot from 26 ft
3:11.0,,,43-54,,Offensive rebound by Team
3:05.0,,,43-54,,Shooting foul by J. Randle (drawn by S. Curry)
3:05.0,,,43-55,1,S. Curry makes free throw 1 of 2
3:05.0,,,43-55,,S. Curry misses free throw 2 of 2
3:05.0,D. Nwaba enters the game for L. Nance,,43-55,,
3:04.0,Defensive rebound by J. Randle,,43-55,,
2:45.0,J. Clarkson misses 2-pt shot from 12 ft,,43-55,,
2:42.0,,,43-55,,Defensive rebound by I. Clark
2:32.0,,,43-55,,S. Curry misses 3-pt shot from 23 ft
2:32.0,,,43-55,,Offensive rebound by P. McCaw
2:30.0,,,43-57,2,P. McCaw makes 2-pt shot from 1 ft
2:21.0,B. Ingram misses 2-pt shot from 20 ft,,43-57,,
2:20.0,,,43-57,,Defensive rebound by K. Durant
2:11.0,,,43-60,3,K. Durant makes 3-pt shot from 26 ft (assist by I. Clark)
2:11.0,LA Lakers full timeout,,43-60,,
2:11.0,T. Robinson enters the game for J. Randle,,43-60,,
2:11.0,,,43-60,,K. Thompson enters the game for I. Clark
1:59.0,B. Ingram makes 2-pt shot from 19 ft (assist by T. Ennis),2,45-60,,
1:37.0,,,45-60,,P. McCaw misses 3-pt shot from 23 ft
1:37.0,Defensive rebound by B. Ingram,,45-60,,
1:26.0,B. Ingram misses 2-pt shot from 2 ft (block by P. McCaw),,45-60,,
1:26.0,Offensive rebound by B. Ingram,,45-60,,
1:26.0,Shooting foul by J. McAdoo (drawn by B. Ingram),,45-60,,
1:26.0,B. Ingram makes free throw 1 of 2,1,46-60,,
1:26.0,B. Ingram misses free throw 2 of 2,,46-60,,
1:25.0,,,46-60,,Defensive rebound by K. Durant
1:05.0,,,46-62,2,K. Durant makes 2-pt shot from 18 ft (assist by S. Curry)
0:55.0,B. Ingram makes 2-pt shot from 2 ft,2,48-62,,
0:43.0,,,48-64,2,K. Durant makes 2-pt shot from 10 ft
0:43.0,,,48-64,,Shooting foul by T. Ennis (drawn by K. Durant)
0:43.0,,,48-64,,K. Durant misses free throw 1 of 1
0:41.0,Defensive rebound by J. Clarkson,,48-64,,
0:32.0,J. Clarkson misses 2-pt shot from 2 ft (block by J. McAdoo),,48-64,,
0:31.0,Offensive rebound by T. Robinson,,48-64,,
0:31.0,T. Robinson makes 2-pt shot from 2 ft,2,50-64,,
0:25.0,,,50-64,,S. Curry misses 2-pt shot from 6 ft
0:24.0,Defensive rebound by D. Nwaba,,50-64,,
0:01.0,Turnover by B. Ingram (traveling),,50-64,,
0:01.0,,,50-64,,S. Curry misses 3-pt shot from 72 ft
0:00.0,,,50-64,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,B. Ingram misses 2-pt shot from 13 ft,,50-64,,
11:44.0,,,50-64,,Defensive rebound by Z. Pachulia
11:28.0,,,50-66,2,K. Thompson makes 2-pt shot from 18 ft (assist by K. Durant)
11:24.0,,,50-66,,Personal take foul by S. Curry (drawn by T. Ennis)
11:24.0,,,50-66,,J. McGee enters the game for Z. Pachulia
11:10.0,J. Randle misses 2-pt shot from 7 ft (block by J. McGee),,50-66,,
11:09.0,,,50-66,,Defensive rebound by K. Durant
11:05.0,,,50-66,,Turnover by K. Durant (bad pass; steal by B. Ingram)
11:00.0,B. Ingram misses 2-pt shot from 1 ft (block by K. Durant),,50-66,,
10:59.0,Offensive rebound by J. Randle,,50-66,,
10:58.0,J. Randle makes 2-pt shot from 1 ft,2,52-66,,
10:44.0,,,52-66,,Shooting foul by B. Ingram (drawn by J. McGee)
10:44.0,,,52-67,1,J. McGee makes free throw 1 of 2
10:44.0,,,52-67,,J. McGee misses free throw 2 of 2
10:43.0,,,52-67,,Offensive rebound by J. McGee
10:38.0,,,52-70,3,K. Thompson makes 3-pt shot from 27 ft (assist by J. McGee)
10:15.0,Turnover by T. Ennis (bad pass; steal by S. Curry),,52-70,,
10:10.0,,,52-70,,Turnover by S. Curry (bad pass)
9:54.0,,,52-70,,Personal foul by J. McGee (drawn by B. Ingram)
9:44.0,J. Clarkson misses 3-pt shot from 25 ft,,52-70,,
9:43.0,,,52-70,,Defensive rebound by K. Durant
9:35.0,,,52-70,,S. Curry misses 2-pt shot from 8 ft
9:34.0,Defensive rebound by J. Randle,,52-70,,
9:22.0,T. Ennis misses 2-pt shot from 1 ft,,52-70,,
9:20.0,,,52-70,,Defensive rebound by S. Curry
9:07.0,,,52-70,,K. Durant misses 3-pt shot from 23 ft
9:06.0,Defensive rebound by L. Nance,,52-70,,
9:06.0,LA Lakers full timeout,,52-70,,
8:45.0,L. Nance makes 2-pt shot from 2 ft (assist by T. Ennis),2,54-70,,
8:30.0,,,54-70,,Offensive foul by J. McGee
8:30.0,,,54-70,,Turnover by J. McGee (offensive foul)
8:19.0,L. Nance misses 2-pt shot from 3 ft (block by J. McAdoo),,54-70,,
8:18.0,,,54-70,,Defensive rebound by S. Curry
8:14.0,,,54-72,2,J. McGee makes 2-pt shot at rim (assist by S. Curry)
7:54.0,J. Clarkson makes 2-pt shot from 2 ft (assist by B. Ingram),2,56-72,,
7:42.0,,,56-75,3,K. Durant makes 3-pt shot from 26 ft (assist by S. Curry)
7:40.0,Turnover by J. Clarkson (bad pass),,56-75,,
7:34.0,,,56-75,,K. Thompson misses 2-pt shot from 12 ft
7:33.0,Defensive rebound by B. Ingram,,56-75,,
7:30.0,Shooting foul by K. Durant (drawn by T. Ennis),,56-75,,
7:30.0,T. Ennis makes free throw 1 of 2,1,57-75,,
7:30.0,T. Ennis makes free throw 2 of 2,1,58-75,,
7:18.0,,,58-78,3,S. Curry makes 3-pt shot from 24 ft
6:52.0,T. Ennis makes 3-pt shot from 26 ft (assist by J. Randle),3,61-78,,
6:40.0,Personal foul by T. Ennis (drawn by S. Curry),,61-78,,
6:28.0,,,61-78,,K. Thompson misses 3-pt shot from 23 ft
6:27.0,Defensive rebound by L. Nance,,61-78,,
6:16.0,T. Ennis misses 3-pt shot from 28 ft,,61-78,,
6:15.0,,,61-78,,Defensive rebound by J. McGee
6:09.0,,,61-78,,Turnover by S. Curry (traveling)
5:48.0,L. Nance makes 3-pt shot from 24 ft (assist by B. Ingram),3,64-78,,
5:23.0,,,64-81,3,S. Curry makes 3-pt shot from 26 ft (assist by K. Thompson)
5:11.0,J. Clarkson misses 3-pt shot from 27 ft,,64-81,,
5:10.0,,,64-81,,Defensive rebound by J. McGee
5:03.0,,,64-83,2,J. McGee makes 2-pt shot at rim (assist by S. Curry)
4:49.0,B. Ingram makes 2-pt shot from 15 ft,2,66-83,,
4:49.0,,,66-83,,Golden State full timeout
4:49.0,C. Brewer enters the game for L. Nance,,66-83,,
4:49.0,T. Robinson enters the game for J. Randle,,66-83,,
4:49.0,T. Black enters the game for T. Ennis,,66-83,,
4:49.0,,,66-83,,Z. Pachulia enters the game for J. McGee
4:31.0,,,66-85,2,K. Thompson makes 2-pt shot from 21 ft
4:01.0,J. Clarkson misses 3-pt shot from 26 ft,,66-85,,
4:01.0,Offensive rebound by T. Robinson,,66-85,,
3:46.0,Turnover by T. Robinson (bad pass; steal by S. Curry),,66-85,,
3:42.0,,,66-87,2,J. McAdoo makes 2-pt shot at rim (assist by S. Curry)
3:20.0,J. Clarkson makes 2-pt shot from 4 ft,2,68-87,,
3:04.0,Personal foul by J. Clarkson (drawn by Z. Pachulia),,68-87,,
3:04.0,,,68-87,,Technical foul by Z. Pachulia
3:04.0,J. Clarkson misses technical free throw,,68-87,,
3:04.0,,,68-87,,Offensive rebound by Team
3:04.0,,,68-87,,S. Livingston enters the game for K. Thompson
3:04.0,,,68-87,,P. McCaw enters the game for J. McAdoo
2:51.0,,,68-87,,S. Curry misses 3-pt shot from 25 ft
2:50.0,Defensive rebound by T. Black,,68-87,,
2:28.0,J. Clarkson misses 2-pt shot from 11 ft,,68-87,,
2:28.0,,,68-87,,Defensive rebound by K. Durant
2:15.0,Personal foul by T. Robinson (drawn by K. Durant),,68-87,,
2:15.0,T. Ennis enters the game for J. Clarkson,,68-87,,
2:01.0,,,68-87,,K. Durant misses 2-pt shot from 1 ft
2:00.0,Defensive rebound by B. Ingram,,68-87,,
1:57.0,Turnover by B. Ingram (bad pass; steal by S. Livingston),,68-87,,
1:53.0,,,68-89,2,K. Durant makes 2-pt shot at rim (assist by S. Curry)
1:43.0,Turnover by B. Ingram (bad pass; steal by K. Durant),,68-89,,
1:40.0,,,68-91,2,S. Curry makes 2-pt shot from 1 ft (assist by K. Durant)
1:40.0,LA Lakers full timeout,,68-91,,
1:40.0,D. Nwaba enters the game for B. Ingram,,68-91,,
1:40.0,,,68-91,,D. West enters the game for K. Durant
1:36.0,M. World Peace enters the game for T. Black,,68-91,,
1:11.0,C. Brewer misses 2-pt shot from 12 ft (block by Z. Pachulia),,68-91,,
1:10.0,,,68-91,,Defensive rebound by S. Curry
1:05.0,,,68-91,,S. Curry misses 3-pt shot from 23 ft
1:05.0,,,68-91,,Offensive rebound by D. West
1:01.0,Personal foul by C. Brewer (drawn by S. Curry),,68-91,,
1:01.0,,,68-92,1,S. Curry makes free throw 1 of 2
1:01.0,,,68-93,1,S. Curry makes free throw 2 of 2
0:50.0,M. World Peace misses 3-pt shot from 25 ft,,68-93,,
0:50.0,,,68-93,,Defensive rebound by S. Livingston
0:37.0,,,68-93,,D. West misses 2-pt shot from 10 ft
0:37.0,,,68-93,,Offensive rebound by Team
0:35.0,,,68-93,,Turnover by D. West (lost ball; steal by C. Brewer)
0:32.0,C. Brewer makes 2-pt shot at rim,2,70-93,,
0:26.0,,,70-93,,S. Curry misses 3-pt shot from 27 ft
0:25.0,Defensive rebound by Team,,70-93,,
0:25.0,,,70-93,,I. Clark enters the game for S. Curry
0:04.0,M. World Peace misses 2-pt shot from 19 ft,,70-93,,
0:03.0,,,70-93,,Defensive rebound by Z. Pachulia
0:01.0,,,70-93,,Z. Pachulia misses 3-pt shot from 65 ft
0:00.0,,,70-93,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,70-93,,P. McCaw misses 3-pt shot from 25 ft
11:42.0,Defensive rebound by Team,,70-93,,
11:27.0,C. Brewer misses 2-pt shot from 18 ft,,70-93,,
11:27.0,,,70-93,,Defensive rebound by I. Clark
11:18.0,Personal foul by D. Nwaba (drawn by P. McCaw),,70-93,,
11:18.0,L. Nance enters the game for B. Ingram,,70-93,,
11:10.0,,,70-95,2,D. Jones makes 2-pt shot at rim (assist by I. Clark)
10:56.0,T. Ennis misses 3-pt shot from 25 ft,,70-95,,
10:56.0,,,70-95,,Defensive rebound by D. West
10:48.0,,,70-97,2,I. Clark makes 2-pt shot from 18 ft (assist by S. Livingston)
10:24.0,T. Robinson misses 2-pt shot from 4 ft (block by D. Jones),,70-97,,
10:23.0,,,70-97,,Defensive rebound by Team
10:08.0,,,70-97,,Turnover by D. West (bad pass; steal by C. Brewer)
10:01.0,C. Brewer makes 2-pt shot at rim (assist by T. Ennis),2,72-97,,
9:50.0,,,72-97,,Turnover by P. McCaw (bad pass; steal by C. Brewer)
9:47.0,D. Nwaba makes 2-pt shot at rim (assist by C. Brewer),2,74-97,,
9:47.0,Shooting foul by P. McCaw (drawn by D. Nwaba),,74-97,,
9:47.0,,,74-97,,Golden State full timeout
9:47.0,D. Nwaba makes free throw 1 of 1,1,75-97,,
9:47.0,J. Randle enters the game for T. Robinson,,74-97,,
9:32.0,,,75-97,,S. Livingston misses 2-pt shot from 14 ft
9:32.0,Defensive rebound by C. Brewer,,75-97,,
9:23.0,L. Nance makes 2-pt shot from 19 ft (assist by C. Brewer),2,77-97,,
9:12.0,Personal foul by C. Brewer (drawn by I. Clark),,77-97,,
9:12.0,,,77-97,,Offensive foul by D. West
9:12.0,,,77-97,,Turnover by D. West (offensive foul)
8:58.0,D. Nwaba misses 2-pt shot from 2 ft,,77-97,,
8:55.0,Offensive rebound by L. Nance,,77-97,,
8:50.0,J. Randle makes 2-pt shot from 6 ft (assist by T. Ennis),2,79-97,,
8:45.0,,,79-97,,Golden State full timeout
8:40.0,,,79-97,,Turnover by Team (turnover)
8:18.0,J. Randle misses 2-pt shot from 9 ft,,79-97,,
8:18.0,Offensive rebound by L. Nance,,79-97,,
8:16.0,L. Nance misses 2-pt shot from 2 ft,,79-97,,
8:15.0,Offensive rebound by L. Nance,,79-97,,
8:14.0,L. Nance misses 2-pt shot from 1 ft,,79-97,,
8:13.0,,,79-97,,Defensive rebound by S. Livingston
8:09.0,Personal block foul by C. Brewer (drawn by S. Livingston),,79-97,,
8:05.0,,,79-97,,Offensive foul by D. Jones
8:05.0,,,79-97,,Turnover by D. Jones (offensive foul)
7:48.0,Turnover by C. Brewer (lost ball; steal by D. West),,79-97,,
7:44.0,,,79-97,,P. McCaw misses 2-pt shot at rim
7:43.0,,,79-97,,Offensive rebound by D. West
7:42.0,,,79-97,,D. West misses 2-pt shot from 1 ft
7:39.0,Defensive rebound by D. Nwaba,,79-97,,
7:36.0,T. Ennis makes 2-pt shot from 1 ft (assist by D. Nwaba),2,81-97,,
7:14.0,,,81-97,,P. McCaw misses 2-pt shot from 1 ft
7:14.0,Defensive rebound by Team,,81-97,,
7:14.0,,,81-97,,Loose ball foul by D. West (drawn by J. Randle)
7:14.0,,,81-97,,J. McAdoo enters the game for D. West
6:53.0,T. Ennis misses 2-pt shot from 4 ft (block by D. Jones),,81-97,,
6:51.0,Offensive rebound by L. Nance,,81-97,,
6:50.0,T. Ennis makes 2-pt shot from 1 ft (assist by L. Nance),2,83-97,,
6:23.0,,,83-97,,S. Livingston misses 2-pt shot from 13 ft (block by T. Ennis)
6:20.0,,,83-97,,Offensive rebound by S. Livingston
