time,Washington,pts.away,score,pts.home,Orlando
8:15.0,,,11-6,,J. Green misses 2-pt shot from 20 ft
8:15.0,,,11-6,,Offensive rebound by Team
8:08.0,,,11-6,,S. Ibaka misses 3-pt shot from 24 ft
8:06.0,Defensive rebound by M. Gortat,,11-6,,
7:58.0,Turnover by J. Wall (bad pass),,11-6,,
7:44.0,,,11-6,,Turnover by S. Ibaka (lost ball; steal by M. Morris)
7:32.0,M. Morris misses 3-pt shot from 26 ft,,11-6,,
7:31.0,,,11-6,,Defensive rebound by S. Ibaka
7:25.0,,,11-6,,E. Payton misses 2-pt shot from 21 ft
7:23.0,Defensive rebound by J. Wall,,11-6,,
7:15.0,J. Wall misses 3-pt shot from 25 ft,,11-6,,
7:13.0,,,11-6,,Defensive rebound by E. Payton
7:13.0,,,11-6,,Orlando full timeout
7:13.0,,,11-6,,M. Hezonja enters the game for E. Fournier
7:13.0,,,11-6,,D. Augustin enters the game for E. Payton
7:01.0,,,11-6,,Turnover by M. Hezonja (lost ball)
6:48.0,M. Gortat makes 2-pt shot from 1 ft (assist by B. Beal),2,13-6,,
6:27.0,,,13-6,,D. Augustin misses 3-pt shot from 23 ft
6:25.0,Defensive rebound by M. Gortat,,13-6,,
6:20.0,O. Porter makes 2-pt shot at rim (assist by J. Wall),2,15-6,,
6:01.0,,,15-6,,M. Hezonja misses 2-pt shot from 22 ft
6:00.0,Defensive rebound by M. Gortat,,15-6,,
5:54.0,Turnover by B. Beal (lost ball),,15-6,,
5:54.0,,,15-6,,B. Biyombo enters the game for N. Vucevic
5:31.0,,,15-6,,Turnover by J. Green (lost ball; steal by J. Wall)
5:27.0,B. Beal makes 2-pt shot from 2 ft (assist by J. Wall),2,17-6,,
5:25.0,,,17-6,,Orlando full timeout
5:25.0,,,17-6,,E. Fournier enters the game for D. Augustin
5:25.0,,,17-6,,E. Payton enters the game for M. Hezonja
5:02.0,,,17-6,,S. Ibaka misses 2-pt shot from 15 ft
5:00.0,Defensive rebound by B. Beal,,17-6,,
4:52.0,B. Beal misses 2-pt shot from 4 ft (block by S. Ibaka),,17-6,,
4:49.0,,,17-6,,Defensive rebound by B. Biyombo
4:47.0,,,17-6,,Turnover by E. Payton (lost ball; steal by J. Wall)
4:42.0,J. Wall makes 2-pt shot at rim,2,19-6,,
4:25.0,,,19-6,,Shooting foul by J. Wall (drawn by B. Biyombo)
4:25.0,,,19-6,,B. Biyombo misses free throw 1 of 2
4:25.0,,,19-6,,Offensive rebound by Team
4:25.0,,,19-7,1,B. Biyombo makes free throw 2 of 2
4:25.0,,,19-6,,A. Gordon enters the game for J. Green
4:25.0,A. Nicholson enters the game for M. Morris,,19-6,,
4:12.0,,,19-7,,Violation by E. Payton (kicked ball)
4:04.0,A. Nicholson makes 2-pt shot from 4 ft (assist by B. Beal),2,21-7,,
3:43.0,,,21-7,,S. Ibaka misses 2-pt shot from 20 ft
3:42.0,Defensive rebound by M. Gortat,,21-7,,
3:32.0,B. Beal makes 3-pt shot from 25 ft (assist by J. Wall),3,24-7,,
3:12.0,,,24-7,,E. Fournier misses 2-pt shot from 17 ft
3:11.0,Defensive rebound by O. Porter,,24-7,,
3:02.0,O. Porter makes 2-pt shot from 22 ft (assist by J. Wall),2,26-7,,
3:01.0,,,26-7,,Orlando full timeout
3:01.0,,,26-7,,D. Augustin enters the game for E. Payton
3:01.0,T. Satoransky enters the game for J. Wall,,26-7,,
2:44.0,,,26-9,2,S. Ibaka makes 2-pt shot from 8 ft (assist by E. Fournier)
2:29.0,Turnover by B. Beal (bad pass),,26-9,,
2:16.0,,,26-9,,E. Fournier misses 3-pt shot from 26 ft
2:15.0,Defensive rebound by A. Nicholson,,26-9,,
2:00.0,T. Satoransky misses 3-pt shot from 26 ft,,26-9,,
1:59.0,,,26-9,,Defensive rebound by A. Gordon
1:47.0,,,26-12,3,S. Ibaka makes 3-pt shot from 27 ft (assist by E. Fournier)
1:39.0,Washington full timeout,,26-12,,
1:39.0,M. Thornton enters the game for B. Beal,,26-12,,
1:39.0,,,26-12,,N. Vucevic enters the game for S. Ibaka
1:21.0,O. Porter misses 3-pt shot from 24 ft,,26-12,,
1:19.0,,,26-12,,Defensive rebound by B. Biyombo
1:09.0,,,26-12,,N. Vucevic misses 2-pt shot from 3 ft
1:08.0,,,26-12,,Offensive rebound by N. Vucevic
1:08.0,,,26-12,,N. Vucevic misses 2-pt shot at rim
1:07.0,,,26-12,,Offensive rebound by N. Vucevic
1:07.0,,,26-12,,N. Vucevic misses 2-pt shot from 1 ft
1:06.0,,,26-12,,Offensive rebound by N. Vucevic
1:06.0,,,26-14,2,N. Vucevic makes 2-pt shot from 1 ft
0:43.0,A. Nicholson misses 3-pt shot from 25 ft,,26-14,,
0:42.0,,,26-14,,Defensive rebound by B. Biyombo
0:28.0,,,26-14,,Turnover by D. Augustin (bad pass)
0:11.0,,,26-14,,Personal foul by D. Augustin (drawn by T. Satoransky)
0:06.0,Turnover by T. Satoransky (bad pass; steal by E. Fournier),,26-14,,
0:03.0,,,26-14,,Turnover by E. Fournier (lost ball; steal by T. Satoransky)
0:00.0,T. Satoransky misses 3-pt shot from 34 ft,,26-14,,
0:00.0,Offensive rebound by Team,,26-14,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,J. Smith makes 2-pt shot from 19 ft (assist by M. Thornton),2,28-14,,
11:24.0,,,28-14,,Shooting foul by K. Oubre (drawn by B. Biyombo)
11:24.0,,,28-14,,B. Biyombo misses free throw 1 of 2
11:24.0,,,28-14,,Offensive rebound by Team
11:24.0,,,28-14,,B. Biyombo misses free throw 2 of 2
11:23.0,Defensive rebound by Team,,28-14,,
11:23.0,,,28-14,,Loose ball foul by A. Gordon (drawn by J. Smith)
11:12.0,M. Thornton misses 2-pt shot from 6 ft,,28-14,,
11:10.0,,,28-14,,Defensive rebound by N. Vucevic
11:04.0,,,28-14,,Turnover by M. Hezonja (bad pass; steal by M. Thornton)
10:54.0,Shooting foul by M. Hezonja (drawn by M. Thornton),,28-14,,
10:54.0,M. Thornton makes free throw 1 of 2,1,29-14,,
10:54.0,M. Thornton makes free throw 2 of 2,1,30-14,,
10:43.0,,,30-14,,Turnover by B. Biyombo (back court)
10:17.0,T. Satoransky misses 3-pt shot from 27 ft,,30-14,,
10:16.0,Offensive rebound by Team,,30-14,,
10:16.0,Turnover by Team (shot clock),,30-14,,
10:01.0,,,30-14,,N. Vucevic misses 2-pt shot from 12 ft
9:48.0,,,30-14,,Offensive rebound by A. Gordon
9:47.0,,,30-16,2,A. Gordon makes 2-pt shot at rim
9:43.0,A. Nicholson makes 2-pt shot from 1 ft,2,32-16,,
9:24.0,,,32-16,,D. Augustin misses 2-pt shot from 1 ft (block by J. Smith)
9:22.0,,,32-16,,Offensive rebound by N. Vucevic
9:22.0,,,32-18,2,N. Vucevic makes 2-pt shot at rim
9:04.0,A. Nicholson misses 2-pt shot from 12 ft,,32-18,,
9:02.0,Offensive rebound by J. Smith,,32-18,,
8:53.0,M. Thornton misses 2-pt shot from 2 ft (block by N. Vucevic),,32-18,,
8:53.0,Offensive rebound by Team,,32-18,,
8:53.0,Official timeout,,32-18,,
8:41.0,J. Smith misses 2-pt shot from 20 ft,,32-18,,
8:39.0,,,32-18,,Defensive rebound by N. Vucevic
8:29.0,,,32-20,2,D. Augustin makes 2-pt shot from 4 ft (assist by N. Vucevic)
8:19.0,T. Satoransky misses 2-pt shot from 1 ft (block by N. Vucevic),,32-20,,
8:17.0,Offensive rebound by K. Oubre,,32-20,,
8:12.0,M. Thornton misses 3-pt shot from 26 ft,,32-20,,
8:11.0,,,32-20,,Defensive rebound by N. Vucevic
8:05.0,Personal foul by T. Satoransky (drawn by D. Augustin),,32-20,,
8:05.0,J. Wall enters the game for T. Satoransky,,32-20,,
8:05.0,M. Morris enters the game for A. Nicholson,,32-20,,
7:57.0,,,32-20,,A. Gordon misses 2-pt shot from 16 ft
7:50.0,Defensive rebound by J. Wall,,32-20,,
7:45.0,J. Wall misses 2-pt shot from 4 ft,,32-20,,
7:43.0,,,32-20,,Defensive rebound by N. Vucevic
7:41.0,,,32-22,2,M. Hezonja makes 2-pt shot at rim (assist by D. Augustin)
7:21.0,M. Morris makes 2-pt shot from 3 ft,2,34-22,,
7:08.0,,,34-25,3,N. Vucevic makes 3-pt shot from 25 ft (assist by D. Augustin)
6:41.0,J. Wall makes 2-pt shot from 1 ft,2,36-25,,
6:29.0,,,36-25,,Turnover by N. Vucevic (bad pass; steal by M. Morris)
6:17.0,K. Oubre misses 3-pt shot from 26 ft,,36-25,,
6:16.0,,,36-25,,Defensive rebound by A. Gordon
6:10.0,,,36-25,,D. Augustin misses 3-pt shot from 26 ft
6:08.0,Defensive rebound by J. Wall,,36-25,,
6:03.0,Washington full timeout,,36-25,,
6:03.0,M. Gortat enters the game for M. Thornton,,36-25,,
6:03.0,B. Beal enters the game for J. Smith,,36-25,,
6:03.0,O. Porter enters the game for K. Oubre,,36-25,,
6:03.0,,,36-25,,S. Ibaka enters the game for B. Biyombo
5:50.0,O. Porter misses 3-pt shot from 24 ft,,36-25,,
5:49.0,,,36-25,,Defensive rebound by M. Hezonja
5:36.0,,,36-27,2,N. Vucevic makes 2-pt shot from 9 ft
5:25.0,Turnover by M. Gortat (bad pass; steal by N. Vucevic),,36-27,,
5:19.0,,,36-29,2,A. Gordon makes 2-pt shot from 3 ft (assist by D. Augustin)
5:01.0,M. Morris misses 3-pt shot from 26 ft,,36-29,,
4:59.0,Offensive rebound by Team,,36-29,,
4:59.0,,,36-29,,E. Fournier enters the game for M. Hezonja
4:56.0,B. Beal makes 2-pt shot from 16 ft (assist by O. Porter),2,38-29,,
4:33.0,,,38-29,,Turnover by D. Augustin (bad pass; steal by B. Beal)
4:29.0,J. Wall makes 2-pt shot at rim (assist by B. Beal),2,40-29,,
4:29.0,,,40-29,,Orlando full timeout
4:15.0,,,40-31,2,N. Vucevic makes 2-pt shot from 20 ft (assist by E. Fournier)
3:56.0,Turnover by J. Wall (bad pass; steal by N. Vucevic),,40-31,,
3:54.0,,,40-31,,Turnover by N. Vucevic (bad pass)
3:45.0,B. Beal misses 2-pt shot from 7 ft (block by N. Vucevic),,40-31,,
3:43.0,,,40-31,,Defensive rebound by N. Vucevic
3:40.0,,,40-31,,Shooting foul by O. Porter (drawn by A. Gordon)
3:40.0,,,40-31,,A. Gordon misses free throw 1 of 2
3:40.0,,,40-31,,Offensive rebound by Team
3:40.0,,,40-31,,A. Gordon misses free throw 2 of 2
3:40.0,Defensive rebound by Team,,40-31,,
3:39.0,,,40-31,,Loose ball foul by S. Ibaka (drawn by M. Morris)
3:23.0,O. Porter misses 3-pt shot from 24 ft,,40-31,,
3:21.0,,,40-31,,Defensive rebound by S. Ibaka
3:06.0,,,40-31,,B. Biyombo enters the game for N. Vucevic
2:58.0,,,40-33,2,E. Fournier makes 2-pt shot at rim
2:41.0,J. Wall misses 2-pt shot from 18 ft,,40-33,,
2:37.0,,,40-33,,Defensive rebound by B. Biyombo
2:28.0,,,40-33,,S. Ibaka misses 2-pt shot from 14 ft
2:27.0,Defensive rebound by M. Gortat,,40-33,,
2:19.0,,,40-33,,Personal foul by E. Fournier (drawn by J. Wall)
2:12.0,B. Beal makes 2-pt shot from 2 ft,2,42-33,,
1:46.0,,,42-33,,E. Fournier misses 3-pt shot from 26 ft
1:44.0,Defensive rebound by J. Wall,,42-33,,
1:40.0,O. Porter makes 2-pt shot from 2 ft (assist by J. Wall),2,44-33,,
1:27.0,,,44-33,,Turnover by E. Fournier (bad pass)
1:27.0,,,44-33,,E. Payton enters the game for E. Fournier
1:27.0,,,44-33,,N. Vucevic enters the game for S. Ibaka
1:17.0,J. Wall makes 2-pt shot from 2 ft,2,46-33,,
1:07.0,,,46-33,,Shooting foul by M. Morris (drawn by B. Biyombo)
1:07.0,,,46-34,1,B. Biyombo makes free throw 1 of 2
1:07.0,,,46-35,1,B. Biyombo makes free throw 2 of 2
0:47.0,J. Wall misses 3-pt shot from 23 ft,,46-35,,
0:44.0,,,46-35,,Defensive rebound by N. Vucevic
0:33.0,,,46-35,,Turnover by A. Gordon (bad pass)
0:11.0,J. Wall makes 2-pt shot from 19 ft,2,48-35,,
0:03.0,,,48-38,3,A. Gordon makes 3-pt shot from 24 ft (assist by E. Payton)
0:00.0,M. Gortat misses 3-pt shot from 38 ft,,48-38,,
0:00.0,Offensive rebound by Team,,48-38,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,M. Morris misses 2-pt shot from 6 ft (block by S. Ibaka),,48-38,,
11:39.0,Offensive rebound by Team,,48-38,,
11:36.0,O. Porter makes 2-pt shot at rim (assist by B. Beal),2,50-38,,
11:20.0,,,50-38,,J. Green misses 2-pt shot from 2 ft
11:19.0,Defensive rebound by O. Porter,,50-38,,
11:08.0,Turnover by M. Morris (step out of bounds),,50-38,,
10:49.0,,,50-40,2,S. Ibaka makes 2-pt shot from 10 ft (assist by E. Payton)
10:49.0,,,50-40,,Shooting foul by M. Morris (drawn by S. Ibaka)
10:49.0,,,50-41,1,S. Ibaka makes free throw 1 of 1
10:32.0,M. Gortat makes 2-pt shot from 2 ft (assist by J. Wall),2,52-41,,
10:09.0,,,52-43,2,S. Ibaka makes 2-pt shot from 17 ft (assist by E. Fournier)
9:49.0,M. Morris makes 2-pt shot from 18 ft (assist by B. Beal),2,54-43,,
9:26.0,,,54-43,,J. Green misses 2-pt shot from 7 ft
9:25.0,Defensive rebound by J. Wall,,54-43,,
9:17.0,O. Porter makes 2-pt shot at rim (assist by M. Morris),2,56-43,,
9:05.0,,,56-43,,Shooting foul by B. Beal (drawn by E. Fournier)
9:05.0,,,56-44,1,E. Fournier makes free throw 1 of 2
9:05.0,,,56-45,1,E. Fournier makes free throw 2 of 2
8:54.0,M. Gortat misses 2-pt shot from 3 ft (block by S. Ibaka),,56-45,,
8:52.0,,,56-45,,Defensive rebound by S. Ibaka
8:41.0,,,56-45,,E. Payton misses 2-pt shot from 6 ft
8:39.0,,,56-45,,Offensive rebound by E. Fournier
8:26.0,,,56-45,,E. Fournier misses 2-pt shot from 20 ft
8:25.0,Defensive rebound by O. Porter,,56-45,,
8:05.0,M. Morris misses 2-pt shot from 8 ft,,56-45,,
8:02.0,Offensive rebound by M. Gortat,,56-45,,
7:57.0,J. Wall makes 2-pt shot from 20 ft,2,58-45,,
7:47.0,,,58-47,2,E. Payton makes 2-pt shot at rim
7:21.0,M. Gortat makes 2-pt shot from 3 ft (assist by J. Wall),2,60-47,,
7:15.0,Shooting block foul by J. Wall (drawn by E. Payton),,60-47,,
7:15.0,,,60-48,1,E. Payton makes free throw 1 of 2
7:15.0,,,60-49,1,E. Payton makes free throw 2 of 2
7:01.0,J. Wall misses 2-pt shot from 13 ft,,60-49,,
6:59.0,,,60-49,,Defensive rebound by N. Vucevic
6:52.0,,,60-51,2,E. Payton makes 2-pt shot from 2 ft
6:24.0,M. Morris misses 3-pt shot from 25 ft,,60-51,,
6:22.0,,,60-51,,Defensive rebound by J. Green
6:13.0,,,60-53,2,N. Vucevic makes 2-pt shot from 8 ft (assist by E. Payton)
6:13.0,Washington full timeout,,60-53,,
6:13.0,,,60-53,,B. Biyombo enters the game for N. Vucevic
5:57.0,M. Gortat makes 2-pt shot from 9 ft (assist by B. Beal),2,62-53,,
5:36.0,,,62-55,2,J. Green makes 2-pt shot from 20 ft
5:17.0,B. Beal misses 2-pt shot from 20 ft,,62-55,,
5:16.0,,,62-55,,Defensive rebound by J. Green
5:13.0,Personal foul by O. Porter (drawn by J. Green),,62-55,,
5:05.0,,,62-55,,E. Fournier misses 2-pt shot from 19 ft
5:04.0,Defensive rebound by M. Morris,,62-55,,
4:56.0,Shooting foul by S. Ibaka (drawn by J. Wall),,62-55,,
4:56.0,J. Wall makes free throw 1 of 2,1,63-55,,
4:56.0,J. Wall misses free throw 2 of 2,,63-55,,
4:56.0,J. Smith enters the game for M. Morris,,63-55,,
4:55.0,,,63-55,,Defensive rebound by B. Biyombo
4:46.0,,,63-55,,Turnover by E. Payton (lost ball)
4:43.0,Turnover by J. Wall (traveling),,63-55,,
4:29.0,,,63-57,2,S. Ibaka makes 2-pt shot from 21 ft (assist by E. Payton)
4:13.0,B. Beal misses 3-pt shot from 26 ft,,63-57,,
4:12.0,,,63-57,,Defensive rebound by S. Ibaka
4:01.0,,,63-60,3,J. Green makes 3-pt shot from 25 ft (assist by S. Ibaka)
3:39.0,B. Beal makes 2-pt shot from 2 ft (assist by M. Gortat),2,65-60,,
3:27.0,,,65-60,,S. Ibaka misses 3-pt shot from 25 ft
3:26.0,Defensive rebound by O. Porter,,65-60,,
3:17.0,J. Wall misses 2-pt shot from 19 ft,,65-60,,
3:16.0,,,65-60,,Defensive rebound by S. Ibaka
3:10.0,,,65-60,,J. Green misses 3-pt shot from 27 ft
3:07.0,,,65-60,,Offensive rebound by S. Ibaka
3:06.0,,,65-62,2,S. Ibaka makes 2-pt shot from 3 ft
2:48.0,,,65-62,,Personal block foul by E. Payton (drawn by J. Wall)
2:48.0,,,65-62,,Orlando full timeout
2:48.0,K. Oubre enters the game for O. Porter,,65-62,,
2:48.0,A. Nicholson enters the game for M. Gortat,,65-62,,
2:48.0,,,65-62,,A. Gordon enters the game for E. Fournier
2:33.0,B. Beal misses 2-pt shot from 3 ft,,65-62,,
2:31.0,,,65-62,,Defensive rebound by J. Green
2:21.0,,,65-62,,A. Gordon misses 3-pt shot from 24 ft
2:21.0,,,65-62,,Offensive rebound by E. Payton
2:03.0,,,65-62,,J. Green misses 2-pt shot from 20 ft
2:01.0,,,65-62,,Offensive rebound by S. Ibaka
1:42.0,,,65-62,,E. Payton misses 3-pt shot from 25 ft
1:40.0,Defensive rebound by J. Wall,,65-62,,
1:22.0,J. Wall makes 2-pt shot from 20 ft,2,67-62,,
1:07.0,,,67-65,3,S. Ibaka makes 3-pt shot from 26 ft (assist by E. Payton)
0:50.0,B. Beal makes 3-pt shot from 25 ft (assist by A. Nicholson),3,70-65,,
0:41.0,,,70-67,2,E. Payton makes 2-pt shot from 21 ft
0:34.0,B. Beal misses 3-pt shot from 27 ft,,70-67,,
0:31.0,,,70-67,,Defensive rebound by E. Payton
0:28.0,,,70-67,,Shooting foul by A. Nicholson (drawn by E. Payton)
0:28.0,,,70-68,1,E. Payton makes free throw 1 of 2
0:28.0,,,70-68,,E. Payton misses free throw 2 of 2
0:28.0,Defensive rebound by J. Smith,,70-68,,
0:28.0,,,70-68,,N. Vucevic enters the game for J. Green
0:28.0,,,70-68,,D. Augustin enters the game for S. Ibaka
0:09.0,,,70-68,,Personal foul by D. Augustin (drawn by J. Wall)
0:00.0,A. Nicholson makes 2-pt shot from 19 ft,2,72-68,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,,,72-70,2,A. Gordon makes 2-pt shot from 17 ft
11:22.0,J. Wall misses 2-pt shot from 19 ft,,72-70,,
11:21.0,,,72-70,,Defensive rebound by Team
11:03.0,Personal foul by K. Oubre (drawn by A. Gordon),,72-70,,
10:53.0,,,72-70,,E. Payton misses 2-pt shot from 11 ft
10:52.0,Defensive rebound by K. Oubre,,72-70,,
10:40.0,K. Oubre misses 2-pt shot from 21 ft,,72-70,,
10:39.0,,,72-70,,Defensive rebound by E. Payton
10:31.0,,,72-72,2,E. Payton makes 2-pt shot from 18 ft
10:14.0,J. Smith makes 2-pt shot from 19 ft (assist by J. Wall),2,74-72,,
10:02.0,,,74-72,,N. Vucevic misses 3-pt shot from 24 ft
10:00.0,Defensive rebound by T. Satoransky,,74-72,,
9:44.0,J. Smith misses 2-pt shot from 17 ft,,74-72,,
9:43.0,,,74-72,,Defensive rebound by N. Vucevic
9:35.0,,,74-74,2,N. Vucevic makes 2-pt shot from 2 ft (assist by A. Gordon)
9:33.0,Washington full timeout,,74-74,,
9:33.0,B. Beal enters the game for J. Wall,,74-74,,
9:33.0,M. Morris enters the game for J. Smith,,74-74,,
9:33.0,,,74-74,,E. Fournier enters the game for E. Payton
9:20.0,K. Oubre misses 3-pt shot from 23 ft,,74-74,,
9:19.0,Offensive rebound by T. Satoransky,,74-74,,
9:14.0,M. Morris makes 2-pt shot from 11 ft,2,76-74,,
8:58.0,,,76-74,,Turnover by N. Vucevic (traveling)
8:51.0,,,76-74,,Personal foul by E. Fournier (drawn by B. Beal)
8:45.0,A. Nicholson misses 2-pt shot from 8 ft,,76-74,,
8:43.0,Offensive rebound by K. Oubre,,76-74,,
8:40.0,B. Beal misses 3-pt shot from 26 ft,,76-74,,
8:39.0,,,76-74,,Defensive rebound by B. Biyombo
8:29.0,Personal foul by A. Nicholson (drawn by B. Biyombo),,76-74,,
8:19.0,,,76-77,3,E. Fournier makes 3-pt shot from 26 ft (assist by D. Augustin)
8:07.0,A. Nicholson misses 2-pt shot from 8 ft,,76-77,,
8:06.0,,,76-77,,Defensive rebound by A. Gordon
7:49.0,,,76-77,,N. Vucevic misses 2-pt shot from 5 ft (block by M. Morris)
7:47.0,,,76-77,,Offensive rebound by A. Gordon
7:45.0,,,76-77,,A. Gordon misses 3-pt shot from 24 ft
7:42.0,Defensive rebound by T. Satoransky,,76-77,,
7:40.0,,,76-77,,Personal block foul by D. Augustin (drawn by B. Beal)
7:40.0,,,76-77,,Technical foul by E. Fournier
7:40.0,Technical foul by B. Beal,,76-77,,
7:40.0,,,76-77,,Technical foul by B. Biyombo
7:40.0,Technical foul by K. Oubre,,76-77,,
7:36.0,Turnover by M. Morris (offensive foul),,76-77,,
7:36.0,Offensive foul by M. Morris,,76-77,,
7:14.0,,,76-77,,A. Gordon misses 2-pt shot from 1 ft (block by A. Nicholson)
7:13.0,,,76-77,,Offensive rebound by A. Gordon
7:12.0,,,76-77,,A. Gordon misses 2-pt shot from 1 ft (block by A. Nicholson)
7:12.0,,,76-77,,Offensive rebound by Team
7:12.0,M. Gortat enters the game for A. Nicholson,,76-77,,
7:12.0,J. Wall enters the game for T. Satoransky,,76-77,,
7:01.0,,,76-77,,Turnover by A. Gordon (bad pass; steal by K. Oubre)
6:53.0,J. Wall misses 3-pt shot from 22 ft,,76-77,,
6:52.0,,,76-77,,Defensive rebound by A. Gordon
6:46.0,,,76-77,,D. Augustin misses 3-pt shot from 26 ft
6:44.0,,,76-77,,Offensive rebound by N. Vucevic
6:33.0,,,76-77,,A. Gordon misses 3-pt shot from 24 ft
6:29.0,,,76-77,,Offensive rebound by E. Fournier
6:22.0,,,76-79,2,D. Augustin makes 2-pt shot from 9 ft
6:22.0,,,76-79,,Shooting foul by M. Gortat (drawn by D. Augustin)
6:22.0,,,76-80,1,D. Augustin makes free throw 1 of 1
6:22.0,O. Porter enters the game for K. Oubre,,76-79,,
6:22.0,,,76-79,,J. Green enters the game for A. Gordon
6:14.0,,,76-80,,Personal foul by E. Fournier (drawn by M. Morris)
6:05.0,O. Porter makes 3-pt shot from 23 ft (assist by M. Morris),3,79-80,,
5:47.0,,,79-83,3,D. Augustin makes 3-pt shot from 25 ft
5:35.0,O. Porter makes 3-pt shot from 24 ft (assist by B. Beal),3,82-83,,
5:16.0,,,82-83,,D. Augustin misses 2-pt shot from 1 ft
5:14.0,Defensive rebound by M. Gortat,,82-83,,
5:09.0,O. Porter misses 3-pt shot from 26 ft,,82-83,,
5:06.0,Offensive rebound by O. Porter,,82-83,,
4:57.0,M. Gortat makes 2-pt shot from 2 ft (assist by J. Wall),2,84-83,,
4:55.0,,,84-83,,Orlando full timeout
4:55.0,,,84-83,,S. Ibaka enters the game for B. Biyombo
4:36.0,,,84-83,,J. Green misses 3-pt shot from 26 ft
4:34.0,Defensive rebound by M. Morris,,84-83,,
4:14.0,Turnover by B. Beal (bad pass; steal by S. Ibaka),,84-83,,
3:59.0,,,84-83,,Turnover by S. Ibaka (traveling)
3:43.0,O. Porter misses 3-pt shot from 25 ft,,84-83,,
3:42.0,,,84-83,,Defensive rebound by N. Vucevic
3:22.0,,,84-83,,D. Augustin misses 3-pt shot from 26 ft
3:20.0,Defensive rebound by O. Porter,,84-83,,
3:11.0,Turnover by J. Wall (bad pass; steal by N. Vucevic),,84-83,,
3:07.0,Personal foul by O. Porter (drawn by S. Ibaka),,84-83,,
3:07.0,,,84-83,,E. Payton enters the game for D. Augustin
2:47.0,,,84-83,,E. Payton misses 2-pt shot from 1 ft
2:46.0,Defensive rebound by M. Gortat,,84-83,,
2:32.0,M. Gortat makes 2-pt shot from 2 ft (assist by O. Porter),2,86-83,,
2:17.0,Personal foul by M. Gortat (drawn by E. Fournier),,86-83,,
2:17.0,Official timeout,,86-83,,
2:17.0,,,86-84,1,E. Fournier makes free throw 1 of 2
2:17.0,,,86-85,1,E. Fournier makes free throw 2 of 2
2:17.0,,,86-83,,B. Biyombo enters the game for N. Vucevic
1:52.0,B. Beal misses 3-pt shot from 27 ft,,86-85,,
1:50.0,Offensive rebound by O. Porter,,86-85,,
1:38.0,J. Wall makes 2-pt shot from 2 ft,2,88-85,,
1:12.0,,,88-87,2,J. Green makes 2-pt shot from 22 ft
1:00.0,J. Wall makes 2-pt shot from 1 ft,2,90-87,,
1:00.0,Shooting foul by E. Payton (drawn by J. Wall),,90-87,,
1:00.0,J. Wall makes free throw 1 of 1,1,91-87,,
1:00.0,,,91-87,,Orlando full timeout
