time,LA Clippers,pts.away,score,pts.home,Denver
7:35.0,,,11-13,2,K. Faried makes 2-pt shot at rim (assist by N. Jokic)
7:17.0,D. Jordan makes 2-pt shot at rim (assist by R. Felton),2,13-13,,
7:02.0,,,13-16,3,N. Jokic makes 3-pt shot from 24 ft (assist by K. Faried)
6:43.0,J. Redick misses 3-pt shot from 23 ft,,13-16,,
6:42.0,,,13-16,,Defensive rebound by N. Jokic
6:19.0,,,13-18,2,K. Faried makes 2-pt shot from 4 ft (assist by E. Mudiay)
6:11.0,LA Clippers full timeout,,13-18,,
6:03.0,D. Jordan misses 2-pt shot from 2 ft,,13-18,,
6:02.0,,,13-18,,Defensive rebound by D. Gallinari
5:54.0,,,13-18,,E. Mudiay misses 3-pt shot from 24 ft
5:52.0,Defensive rebound by D. Jordan,,13-18,,
5:46.0,R. Felton makes 3-pt shot from 27 ft,3,16-18,,
5:18.0,,,16-20,2,D. Gallinari makes 2-pt shot from 17 ft (assist by W. Barton)
4:53.0,R. Felton misses 2-pt shot from 6 ft,,16-20,,
4:52.0,Offensive rebound by Team,,16-20,,
4:52.0,,,16-20,,Loose ball foul by N. Jokic (drawn by D. Jordan)
4:52.0,,,16-20,,W. Chandler enters the game for K. Faried
4:52.0,B. Bass enters the game for M. Speights,,16-20,,
4:39.0,J. Redick misses 3-pt shot from 27 ft,,16-20,,
4:38.0,Offensive rebound by D. Jordan,,16-20,,
4:25.0,B. Bass misses 2-pt shot from 16 ft,,16-20,,
4:25.0,Offensive rebound by D. Jordan,,16-20,,
4:19.0,J. Redick misses 2-pt shot from 1 ft,,16-20,,
4:19.0,,,16-20,,Defensive rebound by N. Jokic
4:19.0,,,16-20,,Offensive foul by N. Jokic
4:19.0,,,16-20,,Turnover by N. Jokic (offensive foul)
4:19.0,,,16-20,,J. Nurkic enters the game for N. Jokic
4:09.0,B. Bass makes 2-pt shot from 14 ft (assist by J. Redick),2,18-20,,
3:59.0,,,18-20,,E. Mudiay misses 3-pt shot from 23 ft
3:58.0,Defensive rebound by L. Mbah a Moute,,18-20,,
3:40.0,L. Mbah a Moute misses 2-pt shot from 20 ft,,18-20,,
3:38.0,,,18-20,,Defensive rebound by J. Nurkic
3:19.0,,,18-20,,Turnover by W. Chandler (bad pass; steal by J. Redick)
3:16.0,,,18-20,,Personal foul by D. Gallinari (drawn by L. Mbah a Moute)
3:16.0,,,18-20,,J. Nelson enters the game for E. Mudiay
3:16.0,J. Crawford enters the game for J. Redick,,18-20,,
2:59.0,Turnover by B. Bass (lost ball; steal by W. Barton),,18-20,,
2:45.0,,,18-20,,W. Barton misses 2-pt shot from 5 ft
2:44.0,Defensive rebound by J. Crawford,,18-20,,
2:32.0,L. Mbah a Moute misses 2-pt shot from 22 ft,,18-20,,
2:31.0,,,18-20,,Defensive rebound by J. Nurkic
2:20.0,,,18-22,2,W. Chandler makes 2-pt shot from 8 ft (assist by J. Nurkic)
2:04.0,R. Felton misses 2-pt shot from 17 ft,,18-22,,
2:04.0,,,18-22,,Defensive rebound by Team
2:04.0,Loose ball foul by D. Jordan (drawn by J. Nurkic),,18-22,,
2:04.0,,,18-22,,Denver full timeout
2:04.0,,,18-23,1,J. Nurkic makes free throw 1 of 2
2:04.0,,,18-23,,J. Nurkic misses free throw 2 of 2
2:04.0,W. Johnson enters the game for L. Mbah a Moute,,18-22,,
2:04.0,M. Speights enters the game for D. Jordan,,18-22,,
2:04.0,,,18-22,,D. Arthur enters the game for D. Gallinari
2:02.0,Defensive rebound by W. Johnson,,18-23,,
1:48.0,J. Crawford misses 2-pt shot from 5 ft,,18-23,,
1:47.0,,,18-23,,Defensive rebound by J. Nurkic
1:39.0,,,18-25,2,W. Barton makes 2-pt shot from 2 ft (assist by J. Nurkic)
1:16.0,B. Bass misses 2-pt shot from 6 ft,,18-25,,
1:15.0,,,18-25,,Defensive rebound by D. Arthur
1:00.0,,,18-27,2,D. Arthur makes 2-pt shot from 13 ft (assist by J. Nelson)
0:43.0,B. Bass misses 2-pt shot from 13 ft,,18-27,,
0:42.0,,,18-27,,Defensive rebound by W. Chandler
0:28.0,,,18-27,,J. Nelson misses 3-pt shot from 26 ft
0:27.0,Defensive rebound by W. Johnson,,18-27,,
0:13.0,,,18-27,,Personal foul by W. Barton (drawn by J. Crawford)
0:04.0,J. Crawford misses 2-pt shot from 20 ft,,18-27,,
0:02.0,,,18-27,,Defensive rebound by W. Barton
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:51.0,,,18-27,,Offensive foul by J. Murray
11:51.0,,,18-27,,Turnover by J. Murray (offensive foul)
11:34.0,A. Rivers makes 2-pt shot from 2 ft,2,20-27,,
11:24.0,,,20-27,,W. Chandler misses 2-pt shot from 8 ft
11:23.0,Defensive rebound by A. Rivers,,20-27,,
11:08.0,J. Crawford makes 2-pt shot from 16 ft (assist by A. Rivers),2,22-27,,
10:58.0,,,22-30,3,D. Arthur makes 3-pt shot from 24 ft (assist by J. Murray)
10:32.0,R. Felton misses 3-pt shot from 25 ft,,22-30,,
10:32.0,,,22-30,,Defensive rebound by J. Nelson
10:28.0,,,22-30,,Turnover by W. Chandler (lost ball)
10:12.0,M. Speights makes 2-pt shot from 2 ft (assist by J. Crawford),2,24-30,,
10:00.0,,,24-32,2,J. Nurkic makes 2-pt shot from 1 ft (assist by J. Murray)
9:48.0,A. Rivers misses 3-pt shot from 25 ft,,24-32,,
9:46.0,,,24-32,,Defensive rebound by W. Chandler
9:37.0,,,24-32,,W. Chandler misses 2-pt shot from 4 ft
9:36.0,,,24-32,,Offensive rebound by W. Chandler
9:33.0,,,24-34,2,W. Chandler makes 2-pt shot from 3 ft
9:18.0,J. Crawford misses 2-pt shot from 2 ft,,24-34,,
9:18.0,,,24-34,,Defensive rebound by D. Arthur
9:10.0,,,24-34,,Turnover by J. Murray (bad pass; steal by M. Speights)
9:07.0,Turnover by M. Speights (bad pass; steal by D. Arthur),,24-34,,
9:07.0,,,24-36,2,J. Nurkic makes 2-pt shot from 2 ft
9:07.0,,,24-36,,Shooting foul by A. Rivers (drawn by J. Nurkic)
9:07.0,,,24-36,,J. Nurkic misses free throw 1 of 1
9:07.0,J. Redick enters the game for A. Rivers,,24-36,,
9:06.0,Defensive rebound by M. Speights,,24-36,,
8:52.0,M. Speights makes 3-pt shot from 26 ft (assist by J. Crawford),3,27-36,,
8:39.0,,,27-38,2,J. Nurkic makes 2-pt shot from 4 ft
8:20.0,R. Felton makes 2-pt shot from 1 ft,2,29-38,,
8:06.0,,,29-38,,D. Arthur misses 3-pt shot from 24 ft
8:05.0,Defensive rebound by R. Felton,,29-38,,
7:53.0,J. Crawford misses 2-pt shot from 19 ft,,29-38,,
7:53.0,,,29-38,,Defensive rebound by W. Chandler
7:45.0,,,29-38,,J. Nelson misses 3-pt shot from 24 ft
7:44.0,Defensive rebound by M. Speights,,29-38,,
7:39.0,LA Clippers full timeout,,29-38,,
7:39.0,D. Jordan enters the game for M. Speights,,29-38,,
7:23.0,J. Crawford misses 3-pt shot from 28 ft,,29-38,,
7:22.0,,,29-38,,Defensive rebound by Team
7:08.0,,,29-38,,W. Chandler misses 2-pt shot from 1 ft
7:06.0,,,29-38,,Offensive rebound by W. Chandler
7:06.0,,,29-40,2,W. Chandler makes 2-pt shot at rim
6:48.0,W. Johnson misses 3-pt shot from 25 ft,,29-40,,
6:48.0,,,29-40,,Defensive rebound by J. Nurkic
6:42.0,,,29-40,,W. Chandler misses 2-pt shot from 16 ft
6:38.0,Defensive rebound by W. Johnson,,29-40,,
6:30.0,R. Felton misses 2-pt shot from 2 ft,,29-40,,
6:30.0,Offensive rebound by Team,,29-40,,
6:30.0,A. Anderson enters the game for J. Crawford,,29-40,,
6:30.0,,,29-40,,D. Gallinari enters the game for D. Arthur
6:20.0,R. Felton misses 2-pt shot from 12 ft,,29-40,,
6:17.0,Offensive rebound by W. Johnson,,29-40,,
6:11.0,A. Anderson misses 2-pt shot from 14 ft,,29-40,,
6:11.0,Offensive rebound by Team,,29-40,,
6:11.0,,,29-40,,Personal foul by J. Nurkic (drawn by D. Jordan)
6:11.0,,,29-40,,N. Jokic enters the game for J. Nurkic
6:05.0,J. Redick misses 2-pt shot from 21 ft,,29-40,,
6:04.0,,,29-40,,Defensive rebound by W. Chandler
5:52.0,,,29-40,,Turnover by N. Jokic (bad pass; steal by J. Redick)
5:46.0,,,29-40,,Personal foul by J. Nelson (drawn by J. Redick)
5:46.0,Official timeout,,29-40,,
5:46.0,,,29-40,,E. Mudiay enters the game for J. Nelson
5:38.0,D. Jordan misses 2-pt shot from 3 ft,,29-40,,
5:36.0,,,29-40,,Defensive rebound by N. Jokic
5:28.0,,,29-40,,E. Mudiay misses 2-pt shot from 14 ft
5:27.0,,,29-40,,Offensive rebound by Team
5:10.0,,,29-43,3,W. Chandler makes 3-pt shot from 27 ft (assist by J. Murray)
4:45.0,Turnover by D. Jordan (lost ball; steal by J. Murray),,29-43,,
4:39.0,,,29-46,3,J. Murray makes 3-pt shot from 24 ft (assist by W. Chandler)
4:39.0,LA Clippers full timeout,,29-46,,
4:39.0,L. Mbah a Moute enters the game for W. Johnson,,29-46,,
4:39.0,,,29-46,,K. Faried enters the game for W. Chandler
4:39.0,,,29-46,,W. Barton enters the game for J. Murray
4:33.0,,,29-46,,Personal foul by N. Jokic (drawn by D. Jordan)
4:33.0,,,29-46,,J. Nurkic enters the game for N. Jokic
4:22.0,R. Felton makes 3-pt shot from 26 ft (assist by J. Redick),3,32-46,,
4:05.0,,,32-48,2,K. Faried makes 2-pt shot from 5 ft (assist by W. Barton)
3:49.0,R. Felton makes 2-pt shot from 12 ft,2,34-48,,
3:37.0,,,34-50,2,W. Barton makes 2-pt shot from 11 ft
3:22.0,Shooting foul by J. Nurkic (drawn by A. Anderson),,34-50,,
3:22.0,A. Anderson makes free throw 1 of 2,1,35-50,,
3:22.0,A. Anderson makes free throw 2 of 2,1,36-50,,
3:10.0,,,36-50,,J. Nurkic misses 2-pt shot from 19 ft
3:09.0,,,36-50,,Offensive rebound by Team
3:09.0,Loose ball foul by L. Mbah a Moute (drawn by K. Faried),,36-50,,
3:04.0,,,36-50,,D. Gallinari misses 2-pt shot at rim
3:03.0,,,36-50,,Offensive rebound by E. Mudiay
2:51.0,,,36-52,2,D. Gallinari makes 2-pt shot from 20 ft (assist by E. Mudiay)
2:37.0,A. Anderson misses 3-pt shot from 25 ft,,36-52,,
2:36.0,Offensive rebound by D. Jordan,,36-52,,
2:36.0,D. Jordan makes 2-pt shot from 1 ft,2,38-52,,
2:30.0,,,38-52,,Shooting foul by J. Redick (drawn by D. Gallinari)
2:30.0,,,38-53,1,D. Gallinari makes free throw 1 of 2
2:30.0,,,38-54,1,D. Gallinari makes free throw 2 of 2
2:14.0,J. Redick makes 2-pt shot from 19 ft (assist by D. Jordan),2,40-54,,
1:59.0,,,40-54,,J. Nurkic misses 2-pt shot from 3 ft
1:57.0,,,40-54,,Offensive rebound by K. Faried
1:57.0,,,40-56,2,K. Faried makes 2-pt shot from 1 ft
1:45.0,R. Felton misses 2-pt shot from 16 ft,,40-56,,
1:44.0,,,40-56,,Defensive rebound by E. Mudiay
1:35.0,,,40-56,,Shooting foul by L. Mbah a Moute (drawn by K. Faried)
1:35.0,,,40-57,1,K. Faried makes free throw 1 of 2
1:35.0,,,40-57,,K. Faried misses free throw 2 of 2
1:35.0,B. Bass enters the game for L. Mbah a Moute,,40-57,,
1:33.0,Defensive rebound by D. Jordan,,40-57,,
1:19.0,A. Anderson misses 3-pt shot from 26 ft,,40-57,,
1:18.0,Offensive rebound by D. Jordan,,40-57,,
1:10.0,J. Redick makes 3-pt shot from 22 ft (assist by D. Jordan),3,43-57,,
0:55.0,Personal foul by B. Bass (drawn by K. Faried),,43-57,,
0:55.0,,,43-58,1,K. Faried makes free throw 1 of 2
0:55.0,,,43-59,1,K. Faried makes free throw 2 of 2
0:43.0,A. Anderson misses 2-pt shot from 7 ft,,43-59,,
0:42.0,,,43-59,,Defensive rebound by Team
0:29.0,,,43-59,,Turnover by E. Mudiay (step out of bounds)
0:29.0,J. Crawford enters the game for B. Bass,,43-59,,
0:29.0,,,43-59,,J. Nelson enters the game for J. Nurkic
0:05.0,R. Felton misses 3-pt shot from 24 ft,,43-59,,
0:05.0,Offensive rebound by D. Jordan,,43-59,,
0:05.0,D. Jordan makes 2-pt shot from 1 ft,2,45-59,,
0:00.0,,,45-59,,E. Mudiay misses 2-pt shot from 15 ft
0:00.0,,,45-59,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,45-61,2,N. Jokic makes 2-pt shot from 10 ft (assist by D. Gallinari)
11:21.0,R. Felton makes 2-pt shot from 17 ft (assist by D. Jordan),2,47-61,,
11:03.0,,,47-61,,E. Mudiay misses 2-pt shot from 8 ft
11:02.0,Defensive rebound by D. Jordan,,47-61,,
11:00.0,,,47-61,,Personal foul by E. Mudiay (drawn by A. Rivers)
10:49.0,D. Jordan misses 2-pt shot from 2 ft,,47-61,,
10:49.0,,,47-61,,Defensive rebound by N. Jokic
10:40.0,,,47-61,,W. Barton misses 2-pt shot from 1 ft (block by D. Jordan)
10:39.0,Defensive rebound by D. Jordan,,47-61,,
10:33.0,R. Felton misses 3-pt shot from 24 ft,,47-61,,
10:31.0,,,47-61,,Defensive rebound by D. Gallinari
10:21.0,,,47-61,,N. Jokic misses 3-pt shot from 25 ft
10:21.0,Defensive rebound by R. Felton,,47-61,,
10:09.0,J. Redick makes 2-pt shot from 20 ft (assist by R. Felton),2,49-61,,
9:54.0,,,49-61,,E. Mudiay misses 3-pt shot from 26 ft
9:53.0,Defensive rebound by Team,,49-61,,
9:53.0,,,49-61,,J. Nelson enters the game for E. Mudiay
9:42.0,A. Rivers makes 2-pt shot from 6 ft,2,51-61,,
9:18.0,,,51-61,,Turnover by N. Jokic (bad pass; steal by L. Mbah a Moute)
8:56.0,A. Rivers makes 2-pt shot from 2 ft,2,53-61,,
8:56.0,,,53-61,,Denver full timeout
8:43.0,,,53-63,2,W. Barton makes 2-pt shot at rim (assist by J. Nelson)
8:17.0,R. Felton misses 3-pt shot from 25 ft,,53-63,,
8:16.0,,,53-63,,Defensive rebound by Team
8:16.0,Loose ball foul by D. Jordan (drawn by N. Jokic),,53-63,,
7:58.0,,,53-65,2,W. Barton makes 2-pt shot from 15 ft (assist by N. Jokic)
7:33.0,R. Felton misses 2-pt shot from 2 ft,,53-65,,
7:32.0,Offensive rebound by D. Jordan,,53-65,,
7:32.0,D. Jordan misses 2-pt shot from 2 ft,,53-65,,
7:30.0,Offensive rebound by D. Jordan,,53-65,,
7:30.0,D. Jordan makes 2-pt shot from 2 ft,2,55-65,,
7:17.0,,,55-67,2,N. Jokic makes 2-pt shot from 2 ft
7:03.0,J. Redick misses 3-pt shot from 24 ft,,55-67,,
7:03.0,Offensive rebound by D. Jordan,,55-67,,
6:57.0,J. Redick misses 3-pt shot from 23 ft,,55-67,,
6:56.0,,,55-67,,Defensive rebound by K. Faried
6:50.0,,,55-70,3,D. Gallinari makes 3-pt shot from 24 ft (assist by J. Nelson)
6:49.0,LA Clippers full timeout,,55-70,,
6:33.0,A. Rivers misses 2-pt shot from 7 ft,,55-70,,
6:33.0,Offensive rebound by A. Rivers,,55-70,,
6:29.0,J. Redick misses 3-pt shot from 26 ft,,55-70,,
6:28.0,,,55-70,,Defensive rebound by K. Faried
6:24.0,,,55-70,,W. Barton misses 2-pt shot from 2 ft
6:23.0,,,55-70,,Offensive rebound by N. Jokic
6:23.0,,,55-72,2,N. Jokic makes 2-pt shot from 2 ft
6:01.0,R. Felton makes 2-pt shot from 3 ft,2,57-72,,
5:46.0,,,57-72,,J. Nelson misses 2-pt shot from 2 ft
5:44.0,,,57-72,,Offensive rebound by K. Faried
5:44.0,,,57-74,2,K. Faried makes 2-pt shot from 1 ft
5:20.0,L. Mbah a Moute makes 3-pt shot from 24 ft (assist by A. Rivers),3,60-74,,
5:11.0,,,60-77,3,N. Jokic makes 3-pt shot from 24 ft (assist by D. Gallinari)
4:57.0,A. Rivers misses 2-pt shot from 6 ft,,60-77,,
4:56.0,,,60-77,,Defensive rebound by N. Jokic
4:47.0,,,60-80,3,W. Barton makes 3-pt shot from 24 ft (assist by J. Nelson)
4:21.0,R. Felton misses 2-pt shot from 22 ft,,60-80,,
4:20.0,,,60-80,,Defensive rebound by K. Faried
4:13.0,Personal foul by D. Jordan (drawn by N. Jokic),,60-80,,
4:13.0,J. Crawford enters the game for J. Redick,,60-80,,
4:13.0,B. Bass enters the game for L. Mbah a Moute,,60-80,,
4:10.0,Personal foul by R. Felton (drawn by D. Gallinari),,60-80,,
4:02.0,,,60-83,3,W. Barton makes 3-pt shot from 26 ft
3:40.0,D. Jordan makes 2-pt shot at rim (assist by J. Crawford),2,62-83,,
3:29.0,,,62-85,2,N. Jokic makes 2-pt shot from 9 ft (assist by J. Nelson)
3:17.0,Turnover by D. Jordan (offensive foul),,62-85,,
3:17.0,Offensive foul by D. Jordan,,62-85,,
3:17.0,,,62-85,,W. Chandler enters the game for K. Faried
3:17.0,W. Johnson enters the game for R. Felton,,62-85,,
2:53.0,,,62-85,,W. Barton misses 3-pt shot from 24 ft
2:52.0,,,62-85,,Offensive rebound by W. Barton
2:46.0,,,62-87,2,W. Barton makes 2-pt shot from 2 ft
2:23.0,J. Crawford misses 3-pt shot from 40 ft,,62-87,,
2:23.0,Offensive rebound by Team,,62-87,,
2:23.0,Turnover by Team (shot clock),,62-87,,
2:23.0,Technical foul by D. Jordan,,62-87,,
2:23.0,LA Clippers full timeout,,62-87,,
2:23.0,,,62-88,1,D. Gallinari makes technical free throw
2:23.0,M. Speights enters the game for D. Jordan,,62-87,,
2:13.0,,,62-88,,Turnover by J. Nelson (lost ball)
1:57.0,B. Bass makes 2-pt shot from 16 ft (assist by A. Rivers),2,64-88,,
1:33.0,,,64-90,2,J. Nelson makes 2-pt shot from 2 ft
1:21.0,M. Speights makes 2-pt shot from 6 ft (assist by J. Crawford),2,66-90,,
1:00.0,,,66-90,,N. Jokic misses 2-pt shot from 3 ft
1:00.0,,,66-90,,Offensive rebound by N. Jokic
1:00.0,,,66-90,,N. Jokic misses 2-pt shot from 3 ft
1:00.0,,,66-90,,Offensive rebound by N. Jokic
1:00.0,,,66-92,2,N. Jokic makes 2-pt shot from 3 ft
0:45.0,A. Rivers makes 2-pt shot from 5 ft,2,68-92,,
0:33.0,,,68-92,,D. Gallinari misses 3-pt shot from 25 ft
0:32.0,Defensive rebound by B. Bass,,68-92,,
0:20.0,A. Rivers makes 3-pt shot from 25 ft (assist by M. Speights),3,71-92,,
0:01.0,,,71-95,3,D. Gallinari makes 3-pt shot from 24 ft (assist by W. Barton)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,M. Speights misses 3-pt shot from 24 ft,,71-95,,
11:46.0,,,71-95,,Defensive rebound by D. Gallinari
11:27.0,,,71-98,3,W. Chandler makes 3-pt shot from 25 ft
11:04.0,A. Rivers misses 2-pt shot from 17 ft,,71-98,,
11:01.0,,,71-98,,Defensive rebound by J. Nelson
10:56.0,,,71-98,,J. Nelson misses 2-pt shot from 2 ft
10:55.0,Defensive rebound by W. Johnson,,71-98,,
10:49.0,W. Johnson misses 2-pt shot from 23 ft,,71-98,,
10:47.0,,,71-98,,Defensive rebound by Team
10:29.0,,,71-100,2,W. Chandler makes 2-pt shot from 1 ft (assist by J. Nelson)
10:20.0,Loose ball foul by B. Bass (drawn by J. Nelson),,71-100,,
10:20.0,Turnover by B. Bass (offensive foul),,71-100,,
10:01.0,Personal foul by B. Bass (drawn by J. Nelson),,71-100,,
9:48.0,,,71-100,,D. Gallinari misses 2-pt shot from 11 ft
9:47.0,Defensive rebound by W. Johnson,,71-100,,
9:37.0,J. Crawford makes 2-pt shot from 16 ft,2,73-100,,
9:24.0,,,73-102,2,W. Chandler makes 2-pt shot from 2 ft (assist by J. Nelson)
9:09.0,J. Crawford misses 2-pt shot from 9 ft,,73-102,,
9:09.0,,,73-102,,Defensive rebound by D. Gallinari
9:02.0,,,73-102,,Shooting foul by M. Speights (drawn by D. Gallinari)
9:02.0,,,73-103,1,D. Gallinari makes free throw 1 of 2
9:02.0,,,73-104,1,D. Gallinari makes free throw 2 of 2
8:49.0,J. Crawford misses 3-pt shot from 26 ft,,73-104,,
8:48.0,,,73-104,,Defensive rebound by J. Murray
8:45.0,Official timeout,,73-104,,
8:45.0,,,73-104,,K. Faried enters the game for D. Gallinari
8:34.0,,,73-106,2,D. Arthur makes 2-pt shot from 19 ft (assist by J. Nelson)
8:10.0,A. Rivers makes 2-pt shot from 2 ft,2,75-106,,
8:10.0,,,75-106,,Violation by K. Faried (def goaltending)
7:59.0,,,75-106,,D. Arthur misses 3-pt shot from 25 ft
7:58.0,Defensive rebound by J. Crawford,,75-106,,
7:43.0,B. Bass misses 2-pt shot from 15 ft,,75-106,,
7:43.0,,,75-106,,Defensive rebound by W. Chandler
7:31.0,,,75-106,,K. Faried misses 2-pt shot from 16 ft
7:30.0,,,75-106,,Offensive rebound by Team
7:30.0,Loose ball foul by M. Speights (drawn by J. Murray),,75-106,,
7:23.0,,,75-108,2,J. Murray makes 2-pt shot from 2 ft (assist by K. Faried)
7:09.0,,,75-108,,Personal foul by J. Nelson (drawn by A. Rivers)
6:56.0,J. Crawford misses 3-pt shot from 34 ft,,75-108,,
6:55.0,Offensive rebound by Team,,75-108,,
6:55.0,Turnover by Team (shot clock),,75-108,,
6:35.0,,,75-110,2,J. Nelson makes 2-pt shot from 2 ft
6:15.0,W. Johnson misses 3-pt shot from 26 ft,,75-110,,
6:14.0,,,75-110,,Defensive rebound by Team
6:14.0,,,75-110,,J. Nurkic enters the game for D. Arthur
6:01.0,,,75-110,,J. Murray misses 3-pt shot from 26 ft
6:00.0,Defensive rebound by Team,,75-110,,
6:00.0,,,75-110,,Loose ball foul by K. Faried (drawn by B. Bass)
5:39.0,A. Rivers makes 3-pt shot from 26 ft (assist by M. Speights),3,78-110,,
5:31.0,,,78-110,,J. Nurkic misses 2-pt shot from 2 ft (block by B. Bass)
5:29.0,Defensive rebound by M. Speights,,78-110,,
5:23.0,M. Speights makes 3-pt shot from 26 ft (assist by A. Rivers),3,81-110,,
5:08.0,,,81-112,2,W. Chandler makes 2-pt shot from 5 ft (assist by J. Nurkic)
5:00.0,,,81-112,,Personal foul by W. Chandler (drawn by B. Bass)
5:00.0,,,81-112,,Denver full timeout
5:00.0,LA Clippers full timeout,,81-112,,
5:00.0,,,81-112,,M. Miller enters the game for K. Faried
5:00.0,,,81-112,,J. Hernangomez enters the game for W. Chandler
4:52.0,M. Speights misses 3-pt shot from 25 ft,,81-112,,
4:51.0,,,81-112,,Defensive rebound by M. Miller
4:35.0,,,81-112,,J. Murray misses 3-pt shot from 25 ft
4:35.0,Defensive rebound by B. Bass,,81-112,,
4:22.0,M. Speights makes 2-pt shot from 2 ft (assist by A. Rivers),2,83-112,,
4:07.0,,,83-112,,J. Murray misses 2-pt shot from 3 ft
4:06.0,Defensive rebound by B. Bass,,83-112,,
4:02.0,Shooting foul by J. Hernangomez (drawn by M. Speights),,83-112,,
4:02.0,M. Speights makes free throw 1 of 2,1,84-112,,
4:02.0,M. Speights makes free throw 2 of 2,1,85-112,,
4:02.0,A. Anderson enters the game for A. Rivers,,84-112,,
4:02.0,L. Mbah a Moute enters the game for B. Bass,,84-112,,
3:47.0,,,85-112,,J. Murray misses 2-pt shot from 1 ft
3:46.0,Defensive rebound by W. Johnson,,85-112,,
3:36.0,W. Johnson makes 2-pt shot from 8 ft (assist by J. Crawford),2,87-112,,
3:28.0,,,87-112,,Shooting foul by M. Speights (drawn by J. Nurkic)
3:28.0,,,87-113,1,J. Nurkic makes free throw 1 of 2
3:28.0,,,87-114,1,J. Nurkic makes free throw 2 of 2
3:13.0,M. Speights makes 2-pt shot from 3 ft (assist by J. Crawford),2,89-114,,
3:03.0,,,89-116,2,J. Nelson makes 2-pt shot from 3 ft (assist by M. Miller)
2:47.0,J. Crawford makes 2-pt shot from 19 ft,2,91-116,,
2:37.0,,,91-116,,J. Nelson misses 2-pt shot from 20 ft
2:37.0,Defensive rebound by Team,,91-116,,
2:37.0,,,91-116,,M. Beasley enters the game for J. Nelson
2:22.0,A. Anderson makes 3-pt shot from 25 ft (assist by J. Crawford),3,94-116,,
2:06.0,,,94-116,,J. Murray misses 2-pt shot from 12 ft
2:05.0,Defensive rebound by Team,,94-116,,
1:53.0,J. Crawford misses 2-pt shot from 15 ft,,94-116,,
1:52.0,,,94-116,,Defensive rebound by J. Nurkic
