time,Milwaukee,pts.away,score,pts.home,Philadelphia
7:59.0,G. Antetokounmpo misses 2-pt shot from 4 ft,,6-5,,
7:57.0,,,6-5,,Defensive rebound by R. Holmes
7:54.0,,,6-5,,Shooting foul by T. Maker (drawn by J. Anderson)
7:54.0,,,6-6,1,J. Anderson makes free throw 1 of 2
7:54.0,,,6-7,1,J. Anderson makes free throw 2 of 2
7:43.0,T. Snell misses 3-pt shot from 23 ft,,6-7,,
7:42.0,,,6-7,,Defensive rebound by J. Anderson
7:35.0,,,6-7,,D. Saric misses 3-pt shot from 25 ft
7:33.0,Defensive rebound by T. Maker,,6-7,,
7:24.0,Turnover by K. Middleton (bad pass; steal by D. Saric),,6-7,,
7:20.0,,,6-7,,Turnover by R. Holmes (lost ball)
7:03.0,G. Antetokounmpo makes 2-pt shot at rim (assist by K. Middleton),2,8-7,,
6:49.0,,,8-7,,D. Saric misses 2-pt shot from 1 ft (block by G. Antetokounmpo)
6:47.0,Defensive rebound by M. Dellavedova,,8-7,,
6:42.0,K. Middleton misses 3-pt shot from 27 ft,,8-7,,
6:41.0,Offensive rebound by T. Maker,,8-7,,
6:41.0,T. Maker makes 2-pt shot from 1 ft,2,10-7,,
6:41.0,Shooting foul by D. Saric (drawn by T. Maker),,10-7,,
6:41.0,T. Maker makes free throw 1 of 1,1,11-7,,
6:41.0,M. Teletovic enters the game for G. Antetokounmpo,,10-7,,
6:17.0,,,11-9,2,J. Anderson makes 2-pt shot from 12 ft (assist by D. Saric)
5:54.0,K. Middleton misses 2-pt shot from 7 ft,,11-9,,
5:52.0,,,11-9,,Defensive rebound by D. Saric
5:41.0,,,11-9,,J. Anderson misses 3-pt shot from 26 ft
5:39.0,Defensive rebound by T. Snell,,11-9,,
5:30.0,M. Dellavedova misses 2-pt shot from 2 ft,,11-9,,
5:29.0,,,11-9,,Defensive rebound by R. Holmes
5:19.0,,,11-9,,T. Luwawu-Cabarrot misses 2-pt shot from 2 ft
5:17.0,Defensive rebound by T. Maker,,11-9,,
5:13.0,Milwaukee full timeout,,11-9,,
5:13.0,,,11-9,,N. Stauskas enters the game for T. Luwawu-Cabarrot
5:13.0,,,11-9,,A. Poythress enters the game for D. Saric
5:13.0,G. Monroe enters the game for T. Maker,,11-9,,
5:03.0,G. Monroe makes 2-pt shot from 3 ft,2,13-9,,
4:43.0,,,13-9,,Turnover by T. McConnell (bad pass; steal by K. Middleton)
4:39.0,T. Snell makes 2-pt shot from 2 ft (assist by K. Middleton),2,15-9,,
4:17.0,,,15-9,,Turnover by T. McConnell (bad pass)
4:17.0,,,15-9,,G. Henderson enters the game for J. Anderson
4:02.0,K. Middleton makes 2-pt shot from 6 ft (assist by G. Monroe),2,17-9,,
3:41.0,,,17-11,2,N. Stauskas makes 2-pt shot from 12 ft (assist by T. McConnell)
3:27.0,Turnover by G. Monroe (bad pass; steal by T. McConnell),,17-11,,
3:24.0,,,17-11,,Shooting foul by G. Monroe (drawn by T. McConnell)
3:24.0,,,17-12,1,T. McConnell makes free throw 1 of 2
3:24.0,,,17-13,1,T. McConnell makes free throw 2 of 2
3:24.0,,,17-12,,T. Splitter enters the game for R. Holmes
3:24.0,J. Terry enters the game for T. Snell,,17-12,,
3:03.0,G. Monroe makes 2-pt shot from 6 ft,2,19-13,,
2:40.0,,,19-16,3,N. Stauskas makes 3-pt shot from 24 ft (assist by T. McConnell)
2:25.0,G. Monroe misses 2-pt shot from 5 ft,,19-16,,
2:23.0,,,19-16,,Defensive rebound by A. Poythress
2:17.0,,,19-18,2,T. Splitter makes 2-pt shot from 2 ft (assist by T. McConnell)
1:59.0,G. Monroe misses 2-pt shot from 1 ft,,19-18,,
1:57.0,,,19-18,,Defensive rebound by G. Henderson
1:43.0,,,19-18,,T. McConnell misses 2-pt shot from 2 ft
1:41.0,Defensive rebound by K. Middleton,,19-18,,
1:33.0,K. Middleton makes 2-pt shot from 14 ft,2,21-18,,
1:32.0,,,21-18,,Philadelphia full timeout
1:32.0,,,21-18,,T. Luwawu-Cabarrot enters the game for T. McConnell
1:32.0,G. Antetokounmpo enters the game for K. Middleton,,21-18,,
1:32.0,G. Payton enters the game for M. Dellavedova,,21-18,,
1:17.0,,,21-21,3,N. Stauskas makes 3-pt shot from 24 ft (assist by G. Henderson)
0:53.0,G. Monroe misses 2-pt shot from 2 ft,,21-21,,
0:51.0,,,21-21,,Defensive rebound by T. Luwawu-Cabarrot
0:44.0,,,21-21,,Turnover by T. Luwawu-Cabarrot (lost ball; steal by G. Monroe)
0:41.0,Turnover by J. Terry (bad pass),,21-21,,
0:40.0,Loose ball foul by J. Terry (drawn by T. Luwawu-Cabarrot),,21-21,,
0:27.0,,,21-21,,N. Stauskas misses 2-pt shot from 6 ft (block by G. Monroe)
0:25.0,Defensive rebound by M. Teletovic,,21-21,,
0:05.0,G. Antetokounmpo misses 3-pt shot from 26 ft,,21-21,,
0:03.0,Offensive rebound by G. Monroe,,21-21,,
0:00.0,G. Monroe makes 2-pt shot from 4 ft,2,23-21,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:54.0,,,23-21,,Personal foul by G. Henderson (drawn by G. Payton)
11:44.0,G. Antetokounmpo misses 2-pt shot from 1 ft,,23-21,,
11:42.0,,,23-21,,Defensive rebound by N. Stauskas
11:30.0,,,23-21,,G. Henderson misses 3-pt shot from 24 ft
11:29.0,Defensive rebound by J. Terry,,23-21,,
11:24.0,M. Teletovic misses 3-pt shot from 26 ft,,23-21,,
11:22.0,,,23-21,,Defensive rebound by T. Splitter
11:12.0,,,23-23,2,T. Splitter makes 2-pt shot from 2 ft (assist by G. Henderson)
10:56.0,Turnover by J. Terry (bad pass; steal by T. Luwawu-Cabarrot),,23-23,,
10:55.0,Personal foul by J. Terry (drawn by T. Luwawu-Cabarrot),,23-23,,
10:55.0,,,23-23,,R. Holmes enters the game for T. Splitter
10:55.0,,,23-23,,D. Saric enters the game for A. Poythress
10:43.0,,,23-26,3,R. Holmes makes 3-pt shot from 26 ft (assist by N. Stauskas)
10:17.0,G. Monroe misses 2-pt shot from 9 ft,,23-26,,
10:16.0,Offensive rebound by G. Monroe,,23-26,,
10:13.0,Turnover by G. Monroe (lost ball; steal by D. Saric),,23-26,,
10:07.0,,,23-28,2,R. Holmes makes 2-pt shot at rim (assist by D. Saric)
9:56.0,Turnover by G. Payton (bad pass; steal by T. Luwawu-Cabarrot),,23-28,,
9:51.0,,,23-28,,T. Luwawu-Cabarrot misses 2-pt shot from 3 ft
9:49.0,Defensive rebound by J. Terry,,23-28,,
9:45.0,Shooting foul by G. Henderson (drawn by G. Antetokounmpo),,23-28,,
9:45.0,G. Antetokounmpo misses free throw 1 of 2,,23-28,,
9:45.0,Offensive rebound by Team,,23-28,,
9:45.0,G. Antetokounmpo makes free throw 2 of 2,1,24-28,,
9:45.0,,,23-28,,T. McConnell enters the game for N. Stauskas
9:45.0,S. Hawes enters the game for G. Monroe,,23-28,,
9:21.0,,,24-30,2,D. Saric makes 2-pt shot from 2 ft (assist by T. McConnell)
9:05.0,Shooting foul by R. Holmes (drawn by G. Antetokounmpo),,24-30,,
9:05.0,G. Antetokounmpo misses free throw 1 of 2,,24-30,,
9:05.0,Offensive rebound by Team,,24-30,,
9:05.0,G. Antetokounmpo makes free throw 2 of 2,1,25-30,,
9:05.0,,,24-30,,J. Anderson enters the game for G. Henderson
8:49.0,,,25-30,,D. Saric misses 3-pt shot from 25 ft
8:48.0,Defensive rebound by Team,,25-30,,
8:48.0,Official timeout,,25-30,,
8:39.0,Offensive charge foul by G. Payton,,25-30,,
8:39.0,Turnover by G. Payton (offensive foul),,25-30,,
8:14.0,,,25-30,,R. Holmes misses 3-pt shot from 22 ft
8:13.0,Defensive rebound by G. Payton,,25-30,,
8:06.0,M. Teletovic makes 3-pt shot from 25 ft (assist by G. Payton),3,28-30,,
7:54.0,,,28-30,,Shooting foul by G. Payton (drawn by T. McConnell)
7:54.0,,,28-31,1,T. McConnell makes free throw 1 of 2
7:54.0,,,28-32,1,T. McConnell makes free throw 2 of 2
7:54.0,T. Snell enters the game for J. Terry,,28-31,,
7:40.0,G. Payton makes 2-pt shot from 3 ft (assist by T. Snell),2,30-32,,
7:16.0,,,30-34,2,D. Saric makes 2-pt shot from 20 ft
7:02.0,G. Payton makes 2-pt shot from 14 ft,2,32-34,,
6:45.0,,,32-37,3,T. Luwawu-Cabarrot makes 3-pt shot from 26 ft (assist by T. McConnell)
6:26.0,S. Hawes misses 3-pt shot from 27 ft,,32-37,,
6:24.0,,,32-37,,Defensive rebound by R. Holmes
6:16.0,,,32-37,,Philadelphia full timeout
6:16.0,M. Dellavedova enters the game for G. Payton,,32-37,,
6:16.0,K. Middleton enters the game for M. Teletovic,,32-37,,
6:16.0,,,32-37,,N. Stauskas enters the game for T. Luwawu-Cabarrot
6:07.0,,,32-37,,J. Anderson misses 3-pt shot from 24 ft
6:06.0,Defensive rebound by M. Dellavedova,,32-37,,
5:52.0,G. Antetokounmpo misses 2-pt shot from 19 ft,,32-37,,
5:51.0,Offensive rebound by K. Middleton,,32-37,,
5:33.0,G. Antetokounmpo makes 2-pt shot at rim,2,34-37,,
5:17.0,,,34-39,2,D. Saric makes 2-pt shot from 8 ft
5:17.0,,,34-39,,Shooting foul by K. Middleton (drawn by D. Saric)
5:17.0,,,34-40,1,D. Saric makes free throw 1 of 1
5:01.0,M. Dellavedova misses 2-pt shot from 5 ft,,34-40,,
4:59.0,,,34-40,,Defensive rebound by D. Saric
4:47.0,,,34-40,,R. Holmes misses 2-pt shot from 6 ft
4:46.0,,,34-40,,Offensive rebound by J. Anderson
4:46.0,,,34-40,,J. Anderson misses 2-pt shot from 1 ft
4:46.0,Defensive rebound by S. Hawes,,34-40,,
4:39.0,K. Middleton misses 2-pt shot from 3 ft (block by R. Holmes),,34-40,,
4:39.0,Offensive rebound by Team,,34-40,,
4:39.0,,,34-40,,A. Poythress enters the game for D. Saric
4:28.0,Turnover by K. Middleton (bad pass; steal by T. McConnell),,34-40,,
4:23.0,,,34-42,2,T. McConnell makes 2-pt shot from 1 ft
4:13.0,Shooting foul by T. McConnell (drawn by G. Antetokounmpo),,34-42,,
4:13.0,G. Antetokounmpo misses free throw 1 of 2,,34-42,,
4:13.0,Offensive rebound by Team,,34-42,,
4:13.0,G. Antetokounmpo misses free throw 2 of 2,,34-42,,
4:13.0,,,34-42,,G. Henderson enters the game for J. Anderson
4:11.0,,,34-42,,Defensive rebound by A. Poythress
4:00.0,,,34-42,,N. Stauskas misses 3-pt shot from 25 ft
3:58.0,,,34-42,,Offensive rebound by R. Holmes
3:58.0,,,34-42,,R. Holmes misses 2-pt shot from 2 ft
3:57.0,,,34-42,,Offensive rebound by R. Holmes
3:57.0,,,34-42,,Shooting foul by M. Dellavedova (drawn by R. Holmes)
3:57.0,,,34-43,1,R. Holmes makes free throw 1 of 2
3:57.0,Violation by G. Antetokounmpo (lane),,34-43,,
3:57.0,,,34-44,1,R. Holmes makes free throw 2 of 2
3:36.0,S. Hawes makes 2-pt shot from 1 ft (assist by G. Antetokounmpo),2,36-44,,
3:11.0,,,36-44,,T. McConnell misses 2-pt shot from 4 ft
3:09.0,Defensive rebound by G. Antetokounmpo,,36-44,,
2:56.0,S. Hawes makes 2-pt shot at rim (assist by G. Antetokounmpo),2,38-44,,
2:40.0,,,38-44,,T. McConnell misses 2-pt shot from 8 ft
2:38.0,Defensive rebound by S. Hawes,,38-44,,
2:34.0,,,38-44,,Personal foul by R. Holmes (drawn by S. Hawes)
2:34.0,Milwaukee full timeout,,38-44,,
2:34.0,S. Hawes makes free throw 1 of 2,1,39-44,,
2:34.0,S. Hawes makes free throw 2 of 2,1,40-44,,
2:34.0,,,38-44,,T. Splitter enters the game for R. Holmes
2:25.0,,,40-44,,Turnover by T. Splitter (bad pass; steal by T. Snell)
2:09.0,K. Middleton misses 2-pt shot from 15 ft,,40-44,,
2:07.0,Offensive rebound by K. Middleton,,40-44,,
2:05.0,Turnover by G. Antetokounmpo (offensive goaltending),,40-44,,
2:05.0,,,40-44,,T. Luwawu-Cabarrot enters the game for T. McConnell
1:51.0,Violation by S. Hawes (def goaltending),,40-44,,
1:51.0,,,40-46,2,A. Poythress makes 2-pt shot from 8 ft (assist by N. Stauskas)
1:28.0,S. Hawes makes 2-pt shot from 15 ft (assist by G. Antetokounmpo),2,42-46,,
1:15.0,Personal foul by S. Hawes (drawn by G. Henderson),,42-46,,
1:15.0,,,42-47,1,G. Henderson makes free throw 1 of 2
1:15.0,,,42-48,1,G. Henderson makes free throw 2 of 2
0:52.0,M. Dellavedova misses 3-pt shot from 28 ft,,42-48,,
0:51.0,,,42-48,,Defensive rebound by A. Poythress
0:43.0,,,42-48,,A. Poythress misses 2-pt shot from 2 ft (block by G. Antetokounmpo)
0:40.0,,,42-48,,Offensive rebound by T. Luwawu-Cabarrot
0:36.0,,,42-48,,A. Poythress misses 2-pt shot from 2 ft
0:35.0,Defensive rebound by G. Antetokounmpo,,42-48,,
0:20.0,S. Hawes misses 3-pt shot from 26 ft,,42-48,,
0:19.0,,,42-48,,Defensive rebound by N. Stauskas
0:03.0,,,42-48,,N. Stauskas misses 3-pt shot from 26 ft
0:01.0,Defensive rebound by G. Antetokounmpo,,42-48,,
0:00.0,G. Antetokounmpo misses 3-pt shot from 53 ft,,42-48,,
0:00.0,Offensive rebound by Team,,42-48,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,G. Antetokounmpo misses 2-pt shot from 17 ft,,42-48,,
11:47.0,,,42-48,,Defensive rebound by D. Saric
11:27.0,,,42-48,,Offensive charge foul by J. Anderson
11:27.0,,,42-48,,Turnover by J. Anderson (offensive foul)
11:13.0,G. Antetokounmpo makes 2-pt shot from 3 ft,2,44-48,,
11:13.0,Shooting foul by D. Saric (drawn by G. Antetokounmpo),,44-48,,
11:13.0,G. Antetokounmpo misses free throw 1 of 1,,44-48,,
11:12.0,,,44-48,,Defensive rebound by D. Saric
10:57.0,,,44-48,,Turnover by D. Saric (bad pass; steal by G. Antetokounmpo)
10:42.0,M. Dellavedova misses 3-pt shot from 25 ft,,44-48,,
10:42.0,,,44-48,,Defensive rebound by Team
10:42.0,Loose ball foul by T. Maker (drawn by D. Saric),,44-48,,
10:31.0,,,44-48,,D. Saric misses 3-pt shot from 26 ft
10:29.0,Defensive rebound by K. Middleton,,44-48,,
10:22.0,T. Snell misses 3-pt shot from 25 ft,,44-48,,
10:20.0,,,44-48,,Defensive rebound by D. Saric
10:04.0,,,44-48,,Turnover by R. Holmes (step out of bounds)
9:54.0,M. Dellavedova misses 3-pt shot from 26 ft,,44-48,,
9:53.0,Offensive rebound by M. Dellavedova,,44-48,,
9:43.0,,,44-48,,Shooting block foul by J. Anderson (drawn by K. Middleton)
9:43.0,K. Middleton makes free throw 1 of 2,1,45-48,,
9:43.0,K. Middleton makes free throw 2 of 2,1,46-48,,
9:25.0,,,46-50,2,D. Saric makes 2-pt shot at rim (assist by T. Luwawu-Cabarrot)
9:15.0,M. Dellavedova misses 2-pt shot from 5 ft,,46-50,,
9:13.0,,,46-50,,Defensive rebound by R. Holmes
9:04.0,,,46-52,2,J. Anderson makes 2-pt shot at rim (assist by T. McConnell)
8:38.0,M. Dellavedova makes 3-pt shot from 26 ft (assist by G. Antetokounmpo),3,49-52,,
8:23.0,,,49-52,,J. Anderson misses 2-pt shot from 8 ft
8:21.0,Defensive rebound by G. Antetokounmpo,,49-52,,
8:17.0,G. Antetokounmpo makes 2-pt shot from 1 ft,2,51-52,,
8:02.0,,,51-52,,D. Saric misses 3-pt shot from 25 ft
8:00.0,Defensive rebound by K. Middleton,,51-52,,
7:48.0,G. Antetokounmpo misses 3-pt shot from 24 ft,,51-52,,
7:47.0,,,51-52,,Defensive rebound by J. Anderson
7:39.0,,,51-52,,D. Saric misses 3-pt shot from 25 ft
7:39.0,Defensive rebound by Team,,51-52,,
7:20.0,,,51-52,,Shooting block foul by D. Saric (drawn by G. Antetokounmpo)
7:20.0,G. Antetokounmpo makes free throw 1 of 2,1,52-52,,
7:20.0,G. Antetokounmpo makes free throw 2 of 2,1,53-52,,
7:04.0,,,53-52,,J. Anderson misses 3-pt shot from 24 ft
7:03.0,Defensive rebound by T. Maker,,53-52,,
6:53.0,Turnover by G. Antetokounmpo (lost ball; steal by T. Luwawu-Cabarrot),,53-52,,
6:28.0,,,53-52,,Turnover by D. Saric (bad pass)
6:28.0,,,53-52,,N. Stauskas enters the game for J. Anderson
6:12.0,Turnover by G. Antetokounmpo (lost ball; steal by T. Luwawu-Cabarrot),,53-52,,
6:10.0,Personal foul by M. Dellavedova (drawn by T. Luwawu-Cabarrot),,53-52,,
5:54.0,,,53-54,2,T. Luwawu-Cabarrot makes 2-pt shot from 4 ft
5:38.0,T. Snell makes 3-pt shot from 23 ft (assist by G. Antetokounmpo),3,56-54,,
5:38.0,,,56-54,,Philadelphia full timeout
5:38.0,,,56-54,,A. Poythress enters the game for D. Saric
5:18.0,,,56-54,,R. Holmes misses 2-pt shot from 12 ft
5:15.0,Defensive rebound by T. Maker,,56-54,,
5:09.0,M. Dellavedova makes 3-pt shot from 25 ft (assist by G. Antetokounmpo),3,59-54,,
4:47.0,,,59-54,,R. Holmes misses 2-pt shot from 6 ft
4:46.0,Defensive rebound by T. Maker,,59-54,,
4:38.0,M. Dellavedova misses 3-pt shot from 25 ft,,59-54,,
4:37.0,,,59-54,,Defensive rebound by Team
4:37.0,Loose ball foul by T. Maker (drawn by R. Holmes),,59-54,,
4:37.0,,,59-54,,G. Henderson enters the game for T. Luwawu-Cabarrot
4:12.0,,,59-54,,A. Poythress misses 3-pt shot from 24 ft
4:09.0,Defensive rebound by K. Middleton,,59-54,,
4:02.0,Turnover by G. Antetokounmpo (bad pass; steal by T. McConnell),,59-54,,
3:47.0,,,59-54,,N. Stauskas misses 3-pt shot from 24 ft
3:45.0,Defensive rebound by G. Antetokounmpo,,59-54,,
3:38.0,T. Snell misses 3-pt shot from 25 ft,,59-54,,
3:37.0,,,59-54,,Defensive rebound by A. Poythress
3:33.0,,,59-54,,Turnover by A. Poythress (lost ball; steal by G. Antetokounmpo)
3:30.0,G. Antetokounmpo makes 2-pt shot from 1 ft,2,61-54,,
3:15.0,,,61-57,3,R. Holmes makes 3-pt shot from 25 ft (assist by T. McConnell)
2:51.0,K. Middleton misses 2-pt shot from 14 ft,,61-57,,
2:49.0,,,61-57,,Defensive rebound by R. Holmes
2:42.0,,,61-57,,A. Poythress misses 2-pt shot from 2 ft
2:41.0,Defensive rebound by G. Antetokounmpo,,61-57,,
2:34.0,Milwaukee full timeout,,61-57,,
2:34.0,G. Monroe enters the game for T. Maker,,61-57,,
2:34.0,J. Terry enters the game for G. Antetokounmpo,,61-57,,
2:34.0,M. Teletovic enters the game for M. Dellavedova,,61-57,,
2:34.0,,,61-57,,J. Anderson enters the game for R. Holmes
2:34.0,,,61-57,,T. Splitter enters the game for T. McConnell
2:21.0,G. Monroe misses 2-pt shot from 4 ft,,61-57,,
2:18.0,,,61-57,,Defensive rebound by J. Anderson
2:13.0,,,61-57,,N. Stauskas misses 2-pt shot from 6 ft
2:12.0,Defensive rebound by G. Monroe,,61-57,,
2:02.0,K. Middleton misses 2-pt shot from 7 ft,,61-57,,
2:01.0,,,61-57,,Defensive rebound by N. Stauskas
1:54.0,,,61-57,,Shooting foul by M. Teletovic (drawn by A. Poythress)
1:54.0,,,61-58,1,A. Poythress makes free throw 1 of 2
1:54.0,,,61-59,1,A. Poythress makes free throw 2 of 2
1:32.0,J. Terry makes 3-pt shot from 26 ft (assist by M. Teletovic),3,64-59,,
1:14.0,Personal foul by M. Teletovic (drawn by G. Henderson),,64-59,,
1:14.0,,,64-59,,G. Henderson misses free throw 1 of 2
1:14.0,,,64-59,,Offensive rebound by Team
1:14.0,,,64-60,1,G. Henderson makes free throw 2 of 2
1:00.0,G. Monroe makes 2-pt shot from 2 ft,2,66-60,,
1:00.0,Shooting foul by A. Poythress (drawn by G. Monroe),,66-60,,
1:00.0,G. Monroe makes free throw 1 of 1,1,67-60,,
0:37.0,,,67-60,,J. Anderson misses 3-pt shot from 25 ft
0:34.0,,,67-60,,Offensive rebound by G. Henderson
0:32.0,,,67-60,,G. Henderson misses 3-pt shot from 26 ft
0:29.0,Defensive rebound by K. Middleton,,67-60,,
0:09.0,J. Terry misses 3-pt shot from 23 ft,,67-60,,
0:08.0,,,67-60,,Defensive rebound by T. Splitter
0:01.0,,,67-60,,J. Anderson misses 3-pt shot from 28 ft
0:00.0,,,67-60,,Offensive rebound by A. Poythress
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,67-60,,G. Henderson misses 2-pt shot from 20 ft
11:42.0,Defensive rebound by G. Antetokounmpo,,67-60,,
11:36.0,G. Payton misses 3-pt shot from 25 ft,,67-60,,
11:35.0,,,67-60,,Defensive rebound by T. Splitter
11:29.0,,,67-60,,A. Poythress misses 2-pt shot from 9 ft
11:27.0,Defensive rebound by G. Antetokounmpo,,67-60,,
11:03.0,J. Terry misses 2-pt shot from 11 ft,,67-60,,
11:01.0,,,67-60,,Defensive rebound by T. Splitter
10:51.0,,,67-60,,T. Splitter misses 2-pt shot from 6 ft
10:48.0,,,67-60,,Offensive rebound by J. Anderson
10:48.0,,,67-60,,J. Anderson misses 2-pt shot from 1 ft
10:47.0,Defensive rebound by M. Teletovic,,67-60,,
10:43.0,,,67-60,,Personal foul by T. Splitter (drawn by M. Teletovic)
10:34.0,Shooting foul by N. Stauskas (drawn by G. Antetokounmpo),,67-60,,
10:34.0,G. Antetokounmpo makes free throw 1 of 2,1,68-60,,
10:34.0,G. Antetokounmpo makes free throw 2 of 2,1,69-60,,
10:34.0,,,68-60,,T. Luwawu-Cabarrot enters the game for J. Anderson
10:14.0,,,69-62,2,A. Poythress makes 2-pt shot from 2 ft (assist by T. Splitter)
9:54.0,M. Teletovic makes 2-pt shot from 5 ft (assist by G. Monroe),2,71-62,,
9:54.0,,,71-62,,Philadelphia full timeout
9:54.0,,,71-62,,R. Holmes enters the game for T. Splitter
9:35.0,,,71-62,,T. Luwawu-Cabarrot misses 3-pt shot from 27 ft
9:33.0,Defensive rebound by G. Antetokounmpo,,71-62,,
9:17.0,G. Monroe misses 2-pt shot at rim,,71-62,,
9:15.0,,,71-62,,Defensive rebound by R. Holmes
9:05.0,Personal foul by G. Antetokounmpo (drawn by T. Luwawu-Cabarrot),,71-62,,
9:05.0,,,71-62,,J. Anderson enters the game for G. Henderson
8:51.0,,,71-62,,N. Stauskas misses 2-pt shot from 17 ft
8:51.0,,,71-62,,Offensive rebound by Team
8:51.0,,,71-62,,Turnover by Team (shot clock)
8:32.0,G. Monroe makes 2-pt shot from 2 ft (assist by G. Payton),2,73-62,,
8:17.0,,,73-65,3,R. Holmes makes 3-pt shot from 25 ft (assist by T. Luwawu-Cabarrot)
7:58.0,M. Teletovic misses 3-pt shot from 26 ft,,73-65,,
7:55.0,,,73-65,,Defensive rebound by T. Luwawu-Cabarrot
7:52.0,Personal block foul by G. Antetokounmpo (drawn by T. Luwawu-Cabarrot),,73-65,,
7:52.0,,,73-65,,D. Saric enters the game for A. Poythress
7:40.0,,,73-65,,N. Stauskas misses 3-pt shot from 26 ft
7:39.0,Defensive rebound by G. Monroe,,73-65,,
7:16.0,J. Terry makes 3-pt shot from 24 ft (assist by G. Monroe),3,76-65,,
6:55.0,,,76-68,3,T. Luwawu-Cabarrot makes 3-pt shot from 23 ft (assist by J. Anderson)
6:43.0,G. Monroe makes 2-pt shot from 1 ft,2,78-68,,
6:43.0,Shooting foul by R. Holmes (drawn by G. Monroe),,78-68,,
6:43.0,G. Monroe misses free throw 1 of 1,,78-68,,
6:43.0,,,78-68,,T. McConnell enters the game for N. Stauskas
6:43.0,M. Dellavedova enters the game for G. Payton,,78-68,,
6:42.0,,,78-68,,Defensive rebound by R. Holmes
6:33.0,,,78-68,,Turnover by D. Saric (bad pass)
6:22.0,M. Dellavedova makes 2-pt shot from 6 ft,2,80-68,,
6:22.0,,,80-68,,Philadelphia full timeout
6:01.0,Shooting block foul by G. Monroe (drawn by J. Anderson),,80-68,,
6:01.0,,,80-69,1,J. Anderson makes free throw 1 of 2
6:01.0,,,80-69,,J. Anderson misses free throw 2 of 2
5:59.0,Defensive rebound by M. Teletovic,,80-69,,
5:47.0,Turnover by J. Terry (traveling),,80-69,,
5:47.0,Official timeout,,80-69,,
5:29.0,,,80-71,2,T. McConnell makes 2-pt shot from 7 ft (assist by D. Saric)
5:11.0,M. Teletovic misses 3-pt shot from 27 ft,,80-71,,
5:10.0,,,80-71,,Defensive rebound by R. Holmes
5:00.0,,,80-71,,T. Luwawu-Cabarrot misses 3-pt shot from 24 ft
4:59.0,Defensive rebound by M. Teletovic,,80-71,,
4:48.0,M. Teletovic misses 3-pt shot from 26 ft,,80-71,,
4:46.0,,,80-71,,Defensive rebound by T. Luwawu-Cabarrot
4:35.0,,,80-71,,Turnover by R. Holmes (offensive goaltending)
4:35.0,K. Middleton enters the game for M. Teletovic,,80-71,,
4:26.0,M. Dellavedova makes 2-pt shot from 9 ft,2,82-71,,
4:04.0,T. Snell enters the game for J. Terry,,82-71,,
3:58.0,,,82-73,2,T. McConnell makes 2-pt shot from 2 ft (assist by J. Anderson)
3:41.0,G. Monroe makes 2-pt shot from 4 ft (assist by M. Dellavedova),2,84-73,,
3:23.0,,,84-75,2,R. Holmes makes 2-pt shot at rim (assist by D. Saric)
3:11.0,,,84-75,,A. Poythress enters the game for D. Saric
3:05.0,M. Dellavedova makes 2-pt shot from 7 ft,2,86-75,,
