time,Dallas,pts.away,score,pts.home,Minnesota
6:06.0,,,10-11,,Shooting foul by W. Matthews (drawn by A. Wiggins)
6:06.0,,,10-12,1,A. Wiggins makes free throw 1 of 2
6:06.0,,,10-13,1,A. Wiggins makes free throw 2 of 2
5:55.0,S. Curry makes 3-pt shot from 23 ft (assist by W. Matthews),3,13-13,,
5:36.0,,,13-13,,K. Towns misses 2-pt shot from 21 ft
5:34.0,,,13-13,,Offensive rebound by A. Wiggins
5:34.0,,,13-13,,A. Wiggins misses 2-pt shot from 2 ft
5:33.0,Defensive rebound by D. Finney-Smith,,13-13,,
5:31.0,Turnover by D. Finney-Smith (bad pass; steal by G. Dieng),,13-13,,
5:27.0,,,13-13,,Turnover by R. Rubio (lost ball; steal by D. Finney-Smith)
5:21.0,S. Curry misses 3-pt shot from 24 ft,,13-13,,
5:19.0,,,13-13,,Defensive rebound by B. Rush
5:06.0,,,13-15,2,R. Rubio makes 2-pt shot from 7 ft (assist by K. Towns)
4:50.0,H. Barnes misses 3-pt shot from 25 ft,,13-15,,
4:49.0,,,13-15,,Defensive rebound by A. Wiggins
4:41.0,,,13-15,,R. Rubio misses 2-pt shot from 11 ft
4:40.0,Defensive rebound by S. Mejri,,13-15,,
4:34.0,,,13-15,,N. Bjelica enters the game for K. Towns
4:15.0,H. Barnes makes 2-pt shot from 21 ft (assist by S. Curry),2,15-15,,
3:58.0,,,15-15,,Shooting foul by S. Mejri (drawn by G. Dieng)
3:58.0,,,15-16,1,G. Dieng makes free throw 1 of 2
3:58.0,,,15-17,1,G. Dieng makes free throw 2 of 2
3:48.0,Turnover by S. Curry (bad pass; steal by G. Dieng),,15-17,,
3:37.0,,,15-17,,Shooting foul by D. Finney-Smith (drawn by A. Wiggins)
3:37.0,,,15-18,1,A. Wiggins makes free throw 1 of 2
3:37.0,,,15-19,1,A. Wiggins makes free throw 2 of 2
3:37.0,Y. Ferrell enters the game for S. Curry,,15-18,,
3:37.0,D. Harris enters the game for W. Matthews,,15-18,,
3:37.0,D. Nowitzki enters the game for H. Barnes,,15-18,,
3:20.0,D. Finney-Smith misses 3-pt shot from 25 ft (block by A. Wiggins),,15-19,,
3:19.0,Offensive rebound by S. Mejri,,15-19,,
3:18.0,Shooting foul by G. Dieng (drawn by S. Mejri),,15-19,,
3:18.0,S. Mejri misses free throw 1 of 2,,15-19,,
3:18.0,Offensive rebound by Team,,15-19,,
3:18.0,S. Mejri makes free throw 2 of 2,1,16-19,,
3:18.0,,,15-19,,S. Muhammad enters the game for B. Rush
3:01.0,,,16-19,,A. Wiggins misses 2-pt shot from 6 ft
3:00.0,,,16-19,,Offensive rebound by R. Rubio
2:59.0,Personal foul by S. Mejri (drawn by R. Rubio),,16-19,,
2:59.0,,,16-19,,Minnesota full timeout
2:59.0,,,16-19,,R. Rubio misses free throw 1 of 2
2:59.0,,,16-19,,Offensive rebound by Team
2:59.0,,,16-20,1,R. Rubio makes free throw 2 of 2
2:44.0,Y. Ferrell misses 3-pt shot from 25 ft,,16-20,,
2:43.0,,,16-20,,Defensive rebound by N. Bjelica
2:29.0,,,16-22,2,A. Wiggins makes 2-pt shot from 13 ft
2:17.0,D. Finney-Smith misses 2-pt shot from 1 ft (block by N. Bjelica),,16-22,,
2:15.0,,,16-22,,Defensive rebound by S. Muhammad
2:06.0,,,16-22,,G. Dieng misses 2-pt shot from 4 ft (block by S. Mejri)
2:04.0,,,16-22,,Offensive rebound by A. Wiggins
2:01.0,,,16-22,,S. Muhammad misses 2-pt shot from 1 ft (block by S. Mejri)
2:00.0,Defensive rebound by Y. Ferrell,,16-22,,
2:00.0,,,16-22,,Personal foul by G. Dieng (drawn by Y. Ferrell)
2:00.0,,,16-22,,C. Aldrich enters the game for G. Dieng
2:00.0,,,16-22,,K. Dunn enters the game for R. Rubio
1:41.0,D. Harris misses 2-pt shot from 8 ft,,16-22,,
1:40.0,,,16-22,,Defensive rebound by S. Muhammad
1:33.0,,,16-24,2,K. Dunn makes 2-pt shot from 20 ft
1:09.0,D. Nowitzki makes 2-pt shot from 16 ft,2,18-24,,
0:50.0,,,18-26,2,A. Wiggins makes 2-pt shot from 22 ft (assist by K. Dunn)
0:38.0,S. Mejri makes 2-pt shot at rim (assist by D. Harris),2,20-26,,
0:18.0,,,20-26,,K. Dunn misses 2-pt shot from 9 ft
0:16.0,Defensive rebound by D. Nowitzki,,20-26,,
0:00.0,S. Mejri makes 2-pt shot at rim (assist by D. Harris),2,22-26,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,D. Nowitzki misses 2-pt shot from 9 ft,,22-26,,
11:42.0,,,22-26,,Defensive rebound by C. Aldrich
11:25.0,,,22-26,,S. Muhammad misses 2-pt shot from 2 ft
11:24.0,Defensive rebound by D. Nowitzki,,22-26,,
11:13.0,D. Nowitzki makes 2-pt shot from 15 ft (assist by Y. Ferrell),2,24-26,,
10:57.0,,,24-26,,T. Jones misses 2-pt shot from 10 ft
10:56.0,Defensive rebound by D. Powell,,24-26,,
10:38.0,D. Powell misses 2-pt shot from 2 ft,,24-26,,
10:37.0,Offensive rebound by Team,,24-26,,
10:37.0,,,24-26,,K. Towns enters the game for C. Aldrich
10:37.0,,,24-26,,G. Dieng enters the game for N. Bjelica
10:34.0,N. Brussino misses 3-pt shot from 23 ft,,24-26,,
10:32.0,,,24-26,,Defensive rebound by T. Jones
10:28.0,,,24-28,2,S. Muhammad makes 2-pt shot at rim (assist by T. Jones)
10:28.0,,,24-28,,Shooting foul by D. Nowitzki (drawn by S. Muhammad)
10:28.0,,,24-29,1,S. Muhammad makes free throw 1 of 1
10:16.0,D. Nowitzki misses 3-pt shot from 25 ft,,24-29,,
10:14.0,Offensive rebound by N. Brussino,,24-29,,
10:04.0,Y. Ferrell misses 3-pt shot from 25 ft,,24-29,,
10:03.0,Offensive rebound by D. Powell,,24-29,,
10:00.0,D. Nowitzki misses 3-pt shot from 25 ft,,24-29,,
9:59.0,,,24-29,,Defensive rebound by Team
9:45.0,,,24-31,2,K. Dunn makes 2-pt shot from 17 ft
9:19.0,D. Nowitzki misses 2-pt shot from 13 ft,,24-31,,
9:18.0,,,24-31,,Defensive rebound by K. Towns
9:13.0,,,24-33,2,S. Muhammad makes 2-pt shot at rim (assist by K. Towns)
9:13.0,Dallas full timeout,,24-33,,
9:13.0,W. Matthews enters the game for D. Nowitzki,,24-33,,
9:13.0,S. Curry enters the game for Y. Ferrell,,24-33,,
9:13.0,H. Barnes enters the game for D. Harris,,24-33,,
8:48.0,W. Matthews misses 2-pt shot from 15 ft,,24-33,,
8:47.0,,,24-33,,Defensive rebound by K. Towns
8:31.0,,,24-36,3,T. Jones makes 3-pt shot from 24 ft (assist by K. Dunn)
8:17.0,N. Brussino misses 3-pt shot from 27 ft,,24-36,,
8:16.0,,,24-36,,Defensive rebound by K. Towns
8:05.0,,,24-36,,Turnover by K. Towns (bad pass; steal by D. Powell)
7:55.0,Shooting foul by G. Dieng (drawn by H. Barnes),,24-36,,
7:55.0,H. Barnes makes free throw 1 of 2,1,25-36,,
7:55.0,H. Barnes misses free throw 2 of 2,,25-36,,
7:55.0,,,25-36,,Defensive rebound by N. Bjelica
7:55.0,,,25-36,,N. Bjelica enters the game for G. Dieng
7:39.0,,,25-38,2,K. Towns makes 2-pt shot from 4 ft (assist by T. Jones)
7:29.0,H. Barnes misses 2-pt shot from 1 ft (block by N. Bjelica),,25-38,,
7:29.0,Offensive rebound by Team,,25-38,,
7:21.0,W. Matthews makes 2-pt shot from 1 ft (assist by H. Barnes),2,27-38,,
6:56.0,,,27-38,,Turnover by K. Towns (bad pass; steal by H. Barnes)
6:49.0,Offensive foul by S. Curry,,27-38,,
6:49.0,Turnover by S. Curry (offensive foul),,27-38,,
6:49.0,S. Mejri enters the game for D. Powell,,27-38,,
6:35.0,,,27-38,,S. Muhammad misses 3-pt shot from 25 ft
6:35.0,Defensive rebound by Team,,27-38,,
6:35.0,,,27-38,,Loose ball foul by K. Towns (drawn by W. Matthews)
6:17.0,W. Matthews misses 3-pt shot from 23 ft,,27-38,,
6:16.0,,,27-38,,Defensive rebound by K. Dunn
6:09.0,,,27-38,,T. Jones misses 2-pt shot from 2 ft
6:07.0,Defensive rebound by W. Matthews,,27-38,,
5:46.0,H. Barnes makes 2-pt shot from 18 ft (assist by N. Brussino),2,29-38,,
5:18.0,,,29-40,2,K. Towns makes 2-pt shot from 10 ft
4:55.0,H. Barnes misses 2-pt shot from 19 ft,,29-40,,
4:53.0,,,29-40,,Defensive rebound by Team
4:53.0,,,29-40,,Minnesota full timeout
4:53.0,,,29-40,,R. Rubio enters the game for K. Dunn
4:53.0,,,29-40,,A. Wiggins enters the game for N. Bjelica
4:44.0,,,29-40,,Offensive foul by A. Wiggins
4:44.0,,,29-40,,Turnover by A. Wiggins (offensive foul)
4:28.0,S. Curry makes 2-pt shot from 18 ft,2,31-40,,
4:09.0,Personal foul by N. Brussino (drawn by K. Towns),,31-40,,
4:09.0,,,31-40,,B. Rush enters the game for S. Muhammad
3:55.0,,,31-40,,B. Rush misses 3-pt shot from 24 ft
3:54.0,Defensive rebound by Team,,31-40,,
3:36.0,S. Curry misses 3-pt shot from 24 ft,,31-40,,
3:35.0,,,31-40,,Defensive rebound by R. Rubio
3:31.0,,,31-42,2,T. Jones makes 2-pt shot from 1 ft (assist by R. Rubio)
3:29.0,Dallas full timeout,,31-42,,
3:29.0,D. Nowitzki enters the game for S. Mejri,,31-42,,
3:29.0,Y. Ferrell enters the game for N. Brussino,,31-42,,
3:16.0,,,31-42,,Personal foul by A. Wiggins (drawn by Y. Ferrell)
3:03.0,Turnover by W. Matthews (traveling),,31-42,,
2:43.0,,,31-42,,R. Rubio misses 2-pt shot from 20 ft
2:41.0,Defensive rebound by D. Nowitzki,,31-42,,
2:21.0,D. Nowitzki makes 2-pt shot from 6 ft,2,33-42,,
2:05.0,,,33-42,,Turnover by K. Towns (bad pass; steal by Y. Ferrell)
1:50.0,W. Matthews misses 2-pt shot from 11 ft,,33-42,,
1:49.0,,,33-42,,Defensive rebound by B. Rush
1:36.0,,,33-44,2,K. Towns makes 2-pt shot from 1 ft (assist by R. Rubio)
1:24.0,Y. Ferrell makes 3-pt shot from 24 ft,3,36-44,,
1:05.0,,,36-47,3,T. Jones makes 3-pt shot from 25 ft (assist by R. Rubio)
0:51.0,Y. Ferrell makes 2-pt shot from 2 ft,2,38-47,,
0:51.0,Shooting foul by T. Jones (drawn by Y. Ferrell),,38-47,,
0:51.0,,,38-47,,Minnesota full timeout
0:51.0,Y. Ferrell misses free throw 1 of 1,,38-47,,
0:51.0,,,38-47,,Defensive rebound by K. Towns
0:51.0,,,38-47,,N. Bjelica enters the game for T. Jones
0:37.0,,,38-47,,A. Wiggins misses 2-pt shot from 16 ft
0:36.0,Defensive rebound by Y. Ferrell,,38-47,,
0:30.0,Y. Ferrell misses 3-pt shot from 26 ft,,38-47,,
0:29.0,,,38-47,,Defensive rebound by A. Wiggins
0:24.0,,,38-49,2,B. Rush makes 2-pt shot from 2 ft (assist by R. Rubio)
0:00.0,S. Curry makes 2-pt shot from 3 ft,2,40-49,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,D. Nowitzki misses 2-pt shot from 19 ft,,40-49,,
11:45.0,,,40-49,,Defensive rebound by A. Wiggins
11:30.0,,,40-49,,Turnover by A. Wiggins (lost ball; steal by D. Nowitzki)
11:23.0,H. Barnes makes 2-pt shot from 1 ft (assist by W. Matthews),2,42-49,,
11:08.0,,,42-49,,Turnover by K. Towns (lost ball)
10:54.0,,,42-49,,Violation by K. Towns (def goaltending)
10:54.0,S. Curry makes 2-pt shot from 2 ft,2,44-49,,
10:43.0,,,44-51,2,R. Rubio makes 2-pt shot from 16 ft
10:25.0,W. Matthews misses 2-pt shot from 12 ft,,44-51,,
10:23.0,Offensive rebound by H. Barnes,,44-51,,
10:20.0,W. Matthews misses 3-pt shot from 22 ft,,44-51,,
10:19.0,,,44-51,,Defensive rebound by R. Rubio
10:12.0,,,44-51,,Turnover by R. Rubio (bad pass; steal by S. Curry)
9:53.0,S. Curry misses 2-pt shot from 15 ft,,44-51,,
9:52.0,,,44-51,,Defensive rebound by K. Towns
9:41.0,,,44-51,,G. Dieng misses 2-pt shot from 6 ft
9:39.0,,,44-51,,Offensive rebound by K. Towns
9:39.0,,,44-53,2,K. Towns makes 2-pt shot from 2 ft
9:21.0,W. Matthews misses 3-pt shot from 24 ft,,44-53,,
9:20.0,,,44-53,,Defensive rebound by R. Rubio
9:17.0,,,44-55,2,A. Wiggins makes 2-pt shot at rim (assist by R. Rubio)
9:17.0,Dallas full timeout,,44-55,,
9:06.0,,,44-55,,Personal foul by A. Wiggins (drawn by W. Matthews)
8:53.0,Y. Ferrell misses 2-pt shot from 2 ft,,44-55,,
8:52.0,Offensive rebound by Team,,44-55,,
8:52.0,Turnover by Team (shot clock),,44-55,,
8:39.0,,,44-55,,B. Rush misses 3-pt shot from 23 ft
8:38.0,,,44-55,,Offensive rebound by G. Dieng
8:32.0,,,44-57,2,R. Rubio makes 2-pt shot from 2 ft
8:18.0,H. Barnes makes 2-pt shot from 13 ft (assist by D. Nowitzki),2,46-57,,
7:59.0,,,46-59,2,A. Wiggins makes 2-pt shot from 21 ft
7:46.0,W. Matthews misses 3-pt shot from 24 ft,,46-59,,
7:45.0,,,46-59,,Defensive rebound by K. Towns
7:42.0,Personal foul by W. Matthews (drawn by A. Wiggins),,46-59,,
7:37.0,,,46-61,2,K. Towns makes 2-pt shot at rim (assist by R. Rubio)
7:25.0,Turnover by Y. Ferrell (lost ball; steal by R. Rubio),,46-61,,
7:18.0,,,46-61,,G. Dieng misses 2-pt shot from 1 ft (block by D. Nowitzki)
7:17.0,Defensive rebound by Team,,46-61,,
7:05.0,H. Barnes makes 2-pt shot from 21 ft (assist by Y. Ferrell),2,48-61,,
6:50.0,,,48-63,2,R. Rubio makes 2-pt shot from 1 ft
6:35.0,S. Curry makes 2-pt shot from 21 ft,2,50-63,,
6:20.0,,,50-63,,Turnover by R. Rubio (bad pass; steal by D. Nowitzki)
6:16.0,S. Curry makes 2-pt shot from 2 ft,2,52-63,,
5:50.0,,,52-65,2,A. Wiggins makes 2-pt shot from 19 ft
5:49.0,Dallas full timeout,,52-65,,
5:49.0,S. Mejri enters the game for D. Nowitzki,,52-65,,
5:49.0,D. Harris enters the game for Y. Ferrell,,52-65,,
5:29.0,S. Mejri misses 2-pt shot from 2 ft,,52-65,,
5:28.0,Offensive rebound by H. Barnes,,52-65,,
5:27.0,H. Barnes makes 2-pt shot at rim,2,54-65,,
5:08.0,,,54-65,,A. Wiggins misses 2-pt shot from 18 ft
5:07.0,Defensive rebound by S. Mejri,,54-65,,
4:56.0,Turnover by S. Curry (bad pass; steal by B. Rush),,54-65,,
4:50.0,,,54-65,,B. Rush misses 2-pt shot from 3 ft (block by W. Matthews)
4:47.0,Defensive rebound by W. Matthews,,54-65,,
4:46.0,,,54-65,,Personal foul by R. Rubio (drawn by W. Matthews)
4:26.0,Offensive foul by S. Mejri,,54-65,,
4:26.0,Turnover by S. Mejri (offensive foul),,54-65,,
4:08.0,,,54-65,,R. Rubio misses 3-pt shot from 24 ft
4:07.0,,,54-65,,Offensive rebound by K. Towns
4:05.0,,,54-67,2,K. Towns makes 2-pt shot from 6 ft
3:50.0,D. Harris misses 3-pt shot from 22 ft,,54-67,,
3:49.0,,,54-67,,Defensive rebound by K. Towns
3:44.0,,,54-67,,Turnover by B. Rush (traveling)
3:28.0,H. Barnes misses 2-pt shot from 20 ft,,54-67,,
3:27.0,,,54-67,,Defensive rebound by B. Rush
3:09.0,,,54-67,,Turnover by A. Wiggins (lost ball; steal by S. Mejri)
2:57.0,S. Curry makes 2-pt shot from 21 ft,2,56-67,,
2:40.0,Personal foul by S. Mejri (drawn by K. Towns),,56-67,,
2:40.0,,,56-67,,Technical foul by K. Towns
2:40.0,Technical foul by D. Harris,,56-67,,
2:40.0,,,56-67,,Minnesota full timeout
2:40.0,,,56-67,,N. Bjelica enters the game for K. Towns
2:35.0,,,56-67,,A. Wiggins misses 2-pt shot from 16 ft
2:34.0,Defensive rebound by S. Mejri,,56-67,,
2:19.0,Turnover by D. Harris (lost ball; steal by R. Rubio),,56-67,,
2:09.0,,,56-69,2,G. Dieng makes 2-pt shot from 21 ft (assist by R. Rubio)
1:53.0,S. Curry makes 3-pt shot from 25 ft,3,59-69,,
1:33.0,Personal foul by W. Matthews (drawn by A. Wiggins),,59-69,,
1:33.0,,,59-69,,K. Dunn enters the game for R. Rubio
1:33.0,D. Nowitzki enters the game for H. Barnes,,59-69,,
1:33.0,Y. Ferrell enters the game for D. Harris,,59-69,,
1:33.0,,,59-69,,T. Jones enters the game for B. Rush
1:25.0,,,59-69,,Turnover by N. Bjelica (lost ball)
1:07.0,S. Mejri misses 2-pt shot from 1 ft (block by N. Bjelica),,59-69,,
1:06.0,Offensive rebound by W. Matthews,,59-69,,
1:04.0,Shooting foul by N. Bjelica (drawn by W. Matthews),,59-69,,
1:04.0,W. Matthews makes free throw 1 of 2,1,60-69,,
1:04.0,W. Matthews makes free throw 2 of 2,1,61-69,,
0:54.0,Violation by S. Mejri (def goaltending),,61-69,,
0:54.0,,,61-71,2,A. Wiggins makes 2-pt shot from 5 ft
0:36.0,S. Curry makes 2-pt shot from 21 ft,2,63-71,,
0:14.0,,,63-71,,N. Bjelica misses 3-pt shot from 24 ft
0:13.0,Defensive rebound by S. Mejri,,63-71,,
0:02.0,S. Curry misses 3-pt shot from 25 ft,,63-71,,
0:01.0,,,63-71,,Defensive rebound by G. Dieng
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,63-71,,K. Towns misses 2-pt shot from 6 ft
11:41.0,Defensive rebound by D. Finney-Smith,,63-71,,
11:25.0,H. Barnes makes 2-pt shot from 6 ft,2,65-71,,
11:05.0,,,65-71,,K. Towns misses 2-pt shot from 21 ft
11:03.0,Defensive rebound by D. Finney-Smith,,65-71,,
10:57.0,Y. Ferrell misses 3-pt shot from 25 ft,,65-71,,
10:55.0,,,65-71,,Defensive rebound by K. Towns
10:35.0,,,65-71,,S. Muhammad misses 3-pt shot from 26 ft
10:34.0,,,65-71,,Offensive rebound by K. Towns
10:33.0,,,65-71,,K. Towns misses 2-pt shot from 2 ft (block by D. Nowitzki)
10:30.0,,,65-71,,Offensive rebound by Team
10:19.0,,,65-73,2,N. Bjelica makes 2-pt shot from 1 ft
9:52.0,D. Harris makes 3-pt shot from 24 ft (assist by D. Nowitzki),3,68-73,,
9:28.0,,,68-73,,K. Towns misses 2-pt shot from 1 ft
9:27.0,Defensive rebound by H. Barnes,,68-73,,
9:19.0,D. Harris makes 2-pt shot from 1 ft,2,70-73,,
9:18.0,,,70-73,,Minnesota full timeout
9:18.0,,,70-73,,R. Rubio enters the game for K. Dunn
9:18.0,,,70-73,,A. Wiggins enters the game for N. Bjelica
8:53.0,,,70-73,,A. Wiggins misses 2-pt shot from 3 ft
8:52.0,,,70-73,,Offensive rebound by K. Towns
8:52.0,,,70-75,2,K. Towns makes 2-pt shot from 1 ft
8:37.0,D. Nowitzki makes 2-pt shot from 20 ft (assist by D. Harris),2,72-75,,
8:16.0,,,72-75,,A. Wiggins misses 2-pt shot from 19 ft
8:15.0,Defensive rebound by D. Nowitzki,,72-75,,
8:03.0,Y. Ferrell misses 3-pt shot from 24 ft,,72-75,,
8:02.0,Offensive rebound by D. Nowitzki,,72-75,,
7:58.0,D. Harris makes 3-pt shot from 25 ft (assist by D. Nowitzki),3,75-75,,
7:41.0,,,75-77,2,K. Towns makes 2-pt shot from 4 ft (assist by R. Rubio)
7:27.0,D. Nowitzki misses 3-pt shot from 24 ft,,75-77,,
7:26.0,,,75-77,,Defensive rebound by Team
7:26.0,,,75-77,,G. Dieng enters the game for S. Muhammad
7:10.0,,,75-80,3,T. Jones makes 3-pt shot from 26 ft (assist by K. Towns)
7:10.0,,,75-80,,Shooting foul by D. Harris (drawn by T. Jones)
7:10.0,,,75-80,,T. Jones misses free throw 1 of 1
7:10.0,Defensive rebound by S. Mejri,,75-80,,
7:10.0,S. Curry enters the game for D. Harris,,75-80,,
7:10.0,S. Mejri enters the game for D. Finney-Smith,,75-80,,
7:10.0,W. Matthews enters the game for D. Nowitzki,,75-80,,
7:00.0,Turnover by S. Curry (lost ball),,75-80,,
6:48.0,,,75-82,2,K. Towns makes 2-pt shot from 1 ft (assist by R. Rubio)
6:48.0,,,75-82,,Shooting foul by S. Mejri (drawn by K. Towns)
6:48.0,Dallas full timeout,,75-82,,
6:48.0,,,75-82,,K. Towns misses free throw 1 of 1
6:47.0,Defensive rebound by S. Mejri,,75-82,,
6:23.0,S. Curry makes 2-pt shot at rim,2,77-82,,
6:09.0,,,77-82,,Turnover by K. Towns (traveling)
5:57.0,H. Barnes makes 3-pt shot from 24 ft (assist by Y. Ferrell),3,80-82,,
5:38.0,,,80-84,2,R. Rubio makes 2-pt shot from 20 ft (assist by A. Wiggins)
5:16.0,H. Barnes misses 2-pt shot from 21 ft,,80-84,,
5:15.0,,,80-84,,Defensive rebound by A. Wiggins
4:50.0,,,80-84,,R. Rubio misses 2-pt shot from 20 ft
4:49.0,,,80-84,,Offensive rebound by G. Dieng
4:44.0,Violation by S. Mejri (kicked ball),,80-84,,
4:32.0,,,80-86,2,K. Towns makes 2-pt shot from 19 ft (assist by R. Rubio)
4:12.0,H. Barnes misses 2-pt shot from 6 ft,,80-86,,
4:10.0,Offensive rebound by Team,,80-86,,
4:04.0,H. Barnes misses 3-pt shot from 25 ft,,80-86,,
4:02.0,,,80-86,,Defensive rebound by R. Rubio
4:01.0,,,80-86,,Shooting foul by H. Barnes (drawn by K. Towns)
4:01.0,,,80-87,1,K. Towns makes free throw 1 of 2
4:01.0,,,80-88,1,K. Towns makes free throw 2 of 2
4:01.0,D. Nowitzki enters the game for S. Mejri,,80-87,,
3:51.0,Turnover by D. Nowitzki (bad pass; steal by R. Rubio),,80-88,,
3:36.0,Personal foul by W. Matthews (drawn by A. Wiggins),,80-88,,
3:36.0,D. Harris enters the game for Y. Ferrell,,80-88,,
3:25.0,,,80-90,2,R. Rubio makes 2-pt shot from 2 ft
3:24.0,Dallas full timeout,,80-90,,
3:06.0,Turnover by H. Barnes (lost ball; steal by T. Jones),,80-90,,
2:51.0,,,80-90,,Turnover by A. Wiggins (lost ball)
2:47.0,Shooting foul by R. Rubio (drawn by S. Curry),,80-90,,
2:47.0,S. Curry makes free throw 1 of 2,1,81-90,,
2:47.0,S. Curry makes free throw 2 of 2,1,82-90,,
2:47.0,D. Finney-Smith enters the game for H. Barnes,,81-90,,
2:35.0,,,82-92,2,K. Towns makes 2-pt shot from 1 ft (assist by A. Wiggins)
2:22.0,D. Nowitzki misses 3-pt shot from 24 ft,,82-92,,
2:20.0,,,82-92,,Defensive rebound by T. Jones
2:04.0,,,82-94,2,K. Towns makes 2-pt shot from 1 ft (assist by A. Wiggins)
2:03.0,Dallas full timeout,,82-94,,
2:03.0,D. Powell enters the game for D. Nowitzki,,82-94,,
2:03.0,N. Brussino enters the game for D. Harris,,82-94,,
1:50.0,D. Powell misses 2-pt shot from 19 ft,,82-94,,
1:49.0,,,82-94,,Defensive rebound by K. Towns
1:30.0,,,82-97,3,A. Wiggins makes 3-pt shot from 26 ft (assist by R. Rubio)
1:21.0,S. Curry makes 2-pt shot from 5 ft,2,84-97,,
0:57.0,,,84-97,,A. Wiggins misses 3-pt shot from 26 ft
0:56.0,Defensive rebound by S. Curry,,84-97,,
0:48.0,D. Powell misses 3-pt shot from 25 ft,,84-97,,
0:47.0,,,84-97,,Defensive rebound by K. Towns
0:26.0,,,84-97,,R. Rubio misses 2-pt shot from 20 ft
0:25.0,Defensive rebound by W. Matthews,,84-97,,
0:07.0,N. Brussino misses 3-pt shot from 25 ft,,84-97,,
0:06.0,,,84-97,,Defensive rebound by A. Wiggins
0:00.0,End of 4th quarter,,,,End of 4th quarter
