time,LA Clippers,pts.away,score,pts.home,Oklahoma City
4:36.0,J. Crawford enters the game for J. Redick,,12-15,,
4:27.0,Turnover by B. Griffin (bad pass; steal by E. Kanter),,12-15,,
4:16.0,,,12-17,2,S. Adams makes 2-pt shot from 10 ft (assist by V. Oladipo)
4:04.0,,,12-17,,Personal foul by R. Westbrook (drawn by C. Paul)
4:04.0,A. Rivers enters the game for L. Mbah a Moute,,12-17,,
4:04.0,,,12-17,,S. Christon enters the game for R. Westbrook
3:47.0,B. Griffin misses 3-pt shot from 24 ft,,12-17,,
3:45.0,,,12-17,,Defensive rebound by E. Kanter
3:32.0,,,12-19,2,E. Kanter makes 2-pt shot from 16 ft (assist by S. Christon)
3:06.0,C. Paul misses 3-pt shot from 22 ft,,12-19,,
3:05.0,,,12-19,,Defensive rebound by E. Kanter
2:51.0,,,12-19,,V. Oladipo misses 2-pt shot from 12 ft
2:50.0,,,12-19,,Offensive rebound by A. Roberson
2:50.0,,,12-19,,A. Roberson misses 2-pt shot from 2 ft
2:49.0,Defensive rebound by D. Jordan,,12-19,,
2:43.0,,,12-19,,Personal foul by A. Roberson (drawn by C. Paul)
2:43.0,LA Clippers full timeout,,12-19,,
2:43.0,C. Paul makes free throw 1 of 2,1,13-19,,
2:43.0,C. Paul makes free throw 2 of 2,1,14-19,,
2:43.0,M. Speights enters the game for D. Jordan,,12-19,,
2:43.0,,,12-19,,A. Abrines enters the game for V. Oladipo
2:20.0,,,14-19,,A. Abrines misses 3-pt shot from 25 ft
2:20.0,,,14-19,,Offensive rebound by Team
2:20.0,,,14-19,,N. Collison enters the game for S. Adams
2:20.0,R. Felton enters the game for C. Paul,,14-19,,
2:20.0,W. Johnson enters the game for B. Griffin,,14-19,,
2:13.0,,,14-19,,S. Christon misses 2-pt shot from 18 ft
2:13.0,Defensive rebound by W. Johnson,,14-19,,
1:53.0,M. Speights misses 3-pt shot from 25 ft,,14-19,,
1:53.0,,,14-19,,Defensive rebound by A. Roberson
1:39.0,,,14-19,,E. Kanter misses 2-pt shot from 16 ft
1:39.0,,,14-19,,Offensive rebound by Team
1:39.0,Loose ball foul by A. Rivers (drawn by N. Collison),,14-19,,
1:39.0,,,14-19,,J. Grant enters the game for A. Roberson
1:32.0,,,14-19,,S. Christon misses 2-pt shot from 7 ft
1:31.0,Defensive rebound by W. Johnson,,14-19,,
1:23.0,J. Crawford misses 2-pt shot from 1 ft,,14-19,,
1:22.0,,,14-19,,Defensive rebound by E. Kanter
1:14.0,,,14-21,2,S. Christon makes 2-pt shot at rim (assist by N. Collison)
0:56.0,A. Rivers makes 2-pt shot from 1 ft,2,16-21,,
0:51.0,Personal foul by A. Rivers (drawn by A. Abrines),,16-21,,
0:51.0,,,16-21,,A. Abrines misses free throw 1 of 2
0:51.0,,,16-21,,Offensive rebound by Team
0:51.0,,,16-22,1,A. Abrines makes free throw 2 of 2
0:33.0,W. Johnson misses 3-pt shot from 25 ft,,16-22,,
0:32.0,,,16-22,,Defensive rebound by J. Grant
0:14.0,Shooting block foul by M. Speights (drawn by S. Christon),,16-22,,
0:14.0,,,16-23,1,S. Christon makes free throw 1 of 2
0:14.0,,,16-24,1,S. Christon makes free throw 2 of 2
0:14.0,,,16-23,,A. Roberson enters the game for E. Kanter
0:02.0,W. Johnson misses 3-pt shot from 25 ft,,16-24,,
0:02.0,Offensive rebound by W. Johnson,,16-24,,
0:00.0,W. Johnson misses 2-pt shot from 17 ft,,16-24,,
0:00.0,Offensive rebound by Team,,16-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,J. Crawford makes 3-pt shot from 26 ft (assist by M. Speights),3,19-24,,
11:22.0,,,19-26,2,E. Kanter makes 2-pt shot from 16 ft (assist by S. Christon)
11:04.0,W. Johnson makes 3-pt shot from 23 ft (assist by J. Crawford),3,22-26,,
10:49.0,,,22-26,,Turnover by S. Christon (lost ball; steal by R. Felton)
10:35.0,M. Speights misses 2-pt shot from 16 ft,,22-26,,
10:35.0,,,22-26,,Defensive rebound by E. Kanter
10:23.0,,,22-26,,S. Christon misses 2-pt shot from 16 ft
10:22.0,,,22-26,,Offensive rebound by E. Kanter
10:22.0,,,22-28,2,E. Kanter makes 2-pt shot from 2 ft
10:09.0,Shooting foul by E. Kanter (drawn by A. Rivers),,22-28,,
10:09.0,A. Rivers misses free throw 1 of 2,,22-28,,
10:09.0,Offensive rebound by Team,,22-28,,
10:09.0,A. Rivers makes free throw 2 of 2,1,23-28,,
9:52.0,,,23-28,,Turnover by V. Oladipo (lost ball; steal by W. Johnson)
9:37.0,M. Speights makes 2-pt shot from 2 ft,2,25-28,,
9:20.0,Personal foul by W. Johnson (drawn by E. Kanter),,25-28,,
9:20.0,,,25-28,,R. Westbrook enters the game for S. Christon
9:13.0,,,25-30,2,E. Kanter makes 2-pt shot from 1 ft (assist by R. Westbrook)
8:54.0,M. Speights misses 2-pt shot from 1 ft,,25-30,,
8:54.0,,,25-30,,Defensive rebound by E. Kanter
8:51.0,,,25-30,,Turnover by R. Westbrook (bad pass)
8:51.0,Official timeout,,25-30,,
8:51.0,L. Mbah a Moute enters the game for W. Johnson,,25-30,,
8:39.0,A. Rivers misses 2-pt shot from 2 ft,,25-30,,
8:38.0,,,25-30,,Defensive rebound by R. Westbrook
8:32.0,,,25-32,2,J. Grant makes 2-pt shot at rim (assist by R. Westbrook)
8:10.0,R. Felton misses 2-pt shot from 6 ft,,25-32,,
8:10.0,,,25-32,,Defensive rebound by E. Kanter
7:50.0,,,25-32,,E. Kanter misses 2-pt shot from 9 ft
7:50.0,Defensive rebound by M. Speights,,25-32,,
7:41.0,J. Crawford misses 2-pt shot from 4 ft,,25-32,,
7:41.0,,,25-32,,Defensive rebound by Team
7:41.0,B. Griffin enters the game for M. Speights,,25-32,,
7:41.0,D. Jordan enters the game for R. Felton,,25-32,,
7:29.0,,,25-32,,J. Grant misses 2-pt shot from 14 ft
7:29.0,Defensive rebound by J. Crawford,,25-32,,
7:17.0,J. Crawford makes 3-pt shot from 24 ft (assist by B. Griffin),3,28-32,,
7:02.0,,,28-34,2,R. Westbrook makes 2-pt shot from 20 ft
6:52.0,Offensive foul by J. Crawford,,28-34,,
6:52.0,Turnover by J. Crawford (offensive foul),,28-34,,
6:52.0,C. Paul enters the game for J. Crawford,,28-34,,
6:52.0,J. Redick enters the game for A. Rivers,,28-34,,
6:52.0,,,28-34,,D. Sabonis enters the game for E. Kanter
6:52.0,,,28-34,,S. Adams enters the game for A. Abrines
6:52.0,,,28-34,,A. Roberson enters the game for J. Grant
6:38.0,,,28-34,,Turnover by D. Sabonis (lost ball; steal by L. Mbah a Moute)
6:25.0,B. Griffin misses 2-pt shot from 4 ft,,28-34,,
6:25.0,Offensive rebound by L. Mbah a Moute,,28-34,,
6:11.0,Shooting foul by A. Roberson (drawn by B. Griffin),,28-34,,
6:11.0,B. Griffin makes free throw 1 of 2,1,29-34,,
6:11.0,B. Griffin makes free throw 2 of 2,1,30-34,,
5:59.0,,,30-37,3,A. Roberson makes 3-pt shot from 25 ft (assist by R. Westbrook)
5:31.0,,,30-37,,Personal foul by S. Adams (drawn by J. Redick)
5:31.0,,,30-37,,Oklahoma City full timeout
5:22.0,J. Redick makes 2-pt shot from 19 ft,2,32-37,,
5:07.0,,,32-37,,R. Westbrook misses 2-pt shot from 19 ft
5:07.0,Defensive rebound by B. Griffin,,32-37,,
4:52.0,C. Paul misses 2-pt shot from 15 ft,,32-37,,
4:49.0,Offensive rebound by D. Jordan,,32-37,,
4:49.0,D. Jordan makes 2-pt shot from 4 ft,2,34-37,,
4:30.0,,,34-40,3,D. Sabonis makes 3-pt shot from 25 ft (assist by A. Roberson)
4:06.0,B. Griffin makes 2-pt shot from 1 ft (assist by J. Redick),2,36-40,,
3:58.0,,,36-40,,V. Oladipo misses 3-pt shot from 24 ft
3:58.0,,,36-40,,Offensive rebound by Team
3:58.0,Loose ball foul by B. Griffin (drawn by S. Adams),,36-40,,
3:48.0,,,36-40,,V. Oladipo misses 3-pt shot from 25 ft
3:48.0,Defensive rebound by D. Jordan,,36-40,,
3:39.0,C. Paul makes 2-pt shot from 4 ft,2,38-40,,
3:33.0,,,38-40,,Oklahoma City full timeout
3:24.0,,,38-40,,R. Westbrook misses 2-pt shot from 1 ft
3:23.0,,,38-40,,Offensive rebound by A. Roberson
3:23.0,,,38-42,2,A. Roberson makes 2-pt shot from 3 ft
3:15.0,L. Mbah a Moute makes 2-pt shot from 1 ft (assist by C. Paul),2,40-42,,
3:10.0,,,40-42,,R. Westbrook misses 2-pt shot from 1 ft
3:09.0,,,40-42,,Offensive rebound by S. Adams
3:06.0,,,40-45,3,A. Roberson makes 3-pt shot from 24 ft (assist by S. Adams)
2:40.0,D. Jordan misses 2-pt shot from 2 ft,,40-45,,
2:40.0,Offensive rebound by D. Jordan,,40-45,,
2:40.0,D. Jordan makes 2-pt shot from 2 ft,2,42-45,,
2:19.0,,,42-45,,Offensive foul by V. Oladipo
2:19.0,,,42-45,,Turnover by V. Oladipo (offensive foul)
2:09.0,J. Redick makes 3-pt shot from 24 ft (assist by B. Griffin),3,45-45,,
2:08.0,,,45-45,,Oklahoma City full timeout
1:52.0,,,45-45,,V. Oladipo misses 3-pt shot from 23 ft
1:51.0,Defensive rebound by D. Jordan,,45-45,,
1:42.0,B. Griffin misses 2-pt shot at rim,,45-45,,
1:41.0,,,45-45,,Defensive rebound by S. Adams
1:26.0,,,45-47,2,V. Oladipo makes 2-pt shot from 1 ft
1:06.0,C. Paul misses 3-pt shot from 25 ft,,45-47,,
1:06.0,,,45-47,,Defensive rebound by A. Roberson
0:58.0,,,45-47,,R. Westbrook misses 2-pt shot from 13 ft
0:57.0,,,45-47,,Offensive rebound by V. Oladipo
0:52.0,,,45-47,,V. Oladipo misses 2-pt shot from 7 ft (block by D. Jordan)
0:51.0,Defensive rebound by J. Redick,,45-47,,
0:43.0,J. Redick makes 3-pt shot from 26 ft (assist by C. Paul),3,48-47,,
0:34.0,,,48-50,3,R. Westbrook makes 3-pt shot from 24 ft
0:20.0,J. Redick misses 3-pt shot from 27 ft,,48-50,,
0:19.0,Offensive rebound by D. Jordan,,48-50,,
0:16.0,B. Griffin makes 2-pt shot at rim (assist by D. Jordan),2,50-50,,
0:07.0,Away from play foul by J. Redick (drawn by V. Oladipo),,50-50,,
0:07.0,,,50-50,,V. Oladipo misses free throw 1 of 1
0:07.0,,,50-50,,Offensive rebound by Team
0:07.0,A. Rivers enters the game for J. Redick,,50-50,,
0:07.0,,,50-50,,A. Abrines enters the game for A. Roberson
0:04.0,,,50-50,,Turnover by A. Abrines (bad pass; steal by B. Griffin)
0:00.0,B. Griffin misses 2-pt shot from 14 ft,,50-50,,
0:00.0,Offensive rebound by Team,,50-50,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,J. Redick misses 3-pt shot from 25 ft,,50-50,,
11:43.0,,,50-50,,Defensive rebound by S. Adams
11:25.0,,,50-52,2,R. Westbrook makes 2-pt shot from 14 ft
11:04.0,B. Griffin makes 2-pt shot from 19 ft (assist by C. Paul),2,52-52,,
10:53.0,,,52-52,,R. Westbrook misses 2-pt shot from 14 ft
10:53.0,Defensive rebound by J. Redick,,52-52,,
10:33.0,L. Mbah a Moute makes 2-pt shot at rim,2,54-52,,
10:06.0,,,54-52,,Turnover by Team (shot clock)
9:56.0,Shooting foul by V. Oladipo (drawn by B. Griffin),,54-52,,
9:56.0,B. Griffin makes free throw 1 of 2,1,55-52,,
9:56.0,B. Griffin misses free throw 2 of 2,,55-52,,
9:55.0,,,55-52,,Defensive rebound by R. Westbrook
9:44.0,,,55-52,,V. Oladipo misses 2-pt shot from 19 ft
9:43.0,Defensive rebound by C. Paul,,55-52,,
9:31.0,C. Paul misses 2-pt shot from 15 ft,,55-52,,
9:30.0,Offensive rebound by B. Griffin,,55-52,,
9:19.0,,,55-52,,Shooting block foul by V. Oladipo (drawn by C. Paul)
9:19.0,C. Paul makes free throw 1 of 2,1,56-52,,
9:19.0,C. Paul makes free throw 2 of 2,1,57-52,,
9:19.0,,,56-52,,N. Collison enters the game for D. Sabonis
9:06.0,,,57-55,3,A. Roberson makes 3-pt shot from 22 ft (assist by R. Westbrook)
8:41.0,J. Redick misses 2-pt shot from 22 ft,,57-55,,
8:41.0,,,57-55,,Defensive rebound by S. Adams
8:35.0,,,57-55,,Turnover by S. Adams (bad pass; steal by C. Paul)
8:27.0,C. Paul misses 3-pt shot from 22 ft,,57-55,,
8:27.0,,,57-55,,Defensive rebound by Team
8:27.0,Loose ball foul by D. Jordan (drawn by N. Collison),,57-55,,
8:16.0,Technical foul by D. Jordan,,57-55,,
8:16.0,,,57-56,1,R. Westbrook makes technical free throw
8:11.0,,,57-56,,R. Westbrook misses 2-pt shot from 13 ft
8:11.0,Defensive rebound by D. Jordan,,57-56,,
7:57.0,J. Redick makes 2-pt shot from 2 ft,2,59-56,,
7:45.0,,,59-56,,Turnover by N. Collison (lost ball)
7:37.0,,,59-56,,Personal foul by R. Westbrook (drawn by C. Paul)
7:37.0,,,59-56,,Technical foul by R. Westbrook (drawn by C. Paul)
7:37.0,C. Paul makes technical free throw,1,60-56,,
7:27.0,B. Griffin misses 2-pt shot from 4 ft,,60-56,,
7:27.0,,,60-56,,Defensive rebound by R. Westbrook
7:20.0,,,60-56,,R. Westbrook misses 2-pt shot from 2 ft
7:19.0,,,60-56,,Offensive rebound by A. Roberson
7:19.0,,,60-56,,A. Roberson misses 2-pt shot from 2 ft
7:19.0,Defensive rebound by C. Paul,,60-56,,
7:14.0,B. Griffin makes 2-pt shot from 2 ft (assist by C. Paul),2,62-56,,
7:00.0,,,62-56,,N. Collison misses 2-pt shot from 10 ft
6:59.0,Defensive rebound by D. Jordan,,62-56,,
6:46.0,J. Redick makes 3-pt shot from 23 ft (assist by C. Paul),3,65-56,,
6:44.0,,,65-56,,Oklahoma City full timeout
6:44.0,,,65-56,,E. Kanter enters the game for V. Oladipo
6:44.0,,,65-56,,S. Christon enters the game for N. Collison
6:29.0,,,65-58,2,R. Westbrook makes 2-pt shot from 1 ft
6:09.0,B. Griffin makes 2-pt shot from 2 ft,2,67-58,,
5:49.0,,,67-58,,S. Adams misses 2-pt shot from 6 ft
5:49.0,Defensive rebound by C. Paul,,67-58,,
5:40.0,Turnover by D. Jordan (offensive foul),,67-58,,
5:40.0,Offensive foul by D. Jordan,,67-58,,
5:31.0,,,67-61,3,R. Westbrook makes 3-pt shot from 26 ft
5:12.0,J. Redick misses 3-pt shot from 23 ft,,67-61,,
5:12.0,,,67-61,,Defensive rebound by S. Adams
4:55.0,,,67-61,,A. Roberson misses 3-pt shot from 25 ft
4:52.0,Defensive rebound by Team,,67-61,,
4:52.0,,,67-61,,Personal foul by R. Westbrook (drawn by C. Paul)
4:52.0,LA Clippers full timeout,,67-61,,
4:41.0,B. Griffin makes 2-pt shot from 3 ft,2,69-61,,
4:25.0,,,69-61,,A. Roberson misses 3-pt shot from 24 ft
4:24.0,,,69-61,,Offensive rebound by E. Kanter
4:24.0,,,69-63,2,E. Kanter makes 2-pt shot from 2 ft
4:24.0,,,69-63,,Shooting foul by C. Paul (drawn by E. Kanter)
4:24.0,,,69-64,1,E. Kanter makes free throw 1 of 1
3:59.0,C. Paul makes 2-pt shot from 17 ft,2,71-64,,
3:48.0,Personal foul by L. Mbah a Moute (drawn by R. Westbrook),,71-64,,
3:48.0,J. Crawford enters the game for J. Redick,,71-64,,
3:48.0,,,71-64,,D. Sabonis enters the game for S. Adams
3:41.0,,,71-66,2,E. Kanter makes 2-pt shot at rim (assist by R. Westbrook)
3:21.0,B. Griffin makes 2-pt shot from 2 ft (assist by J. Crawford),2,73-66,,
3:21.0,Shooting foul by E. Kanter (drawn by B. Griffin),,73-66,,
3:21.0,B. Griffin misses free throw 1 of 1,,73-66,,
3:20.0,,,73-66,,Defensive rebound by E. Kanter
2:55.0,,,73-69,3,D. Sabonis makes 3-pt shot from 24 ft (assist by A. Roberson)
2:42.0,B. Griffin makes 2-pt shot from 20 ft (assist by C. Paul),2,75-69,,
2:28.0,,,75-69,,R. Westbrook misses 3-pt shot from 24 ft
2:27.0,Defensive rebound by B. Griffin,,75-69,,
2:20.0,C. Paul makes 3-pt shot from 24 ft,3,78-69,,
2:09.0,,,78-69,,R. Westbrook misses 2-pt shot from 1 ft
2:08.0,,,78-69,,Offensive rebound by E. Kanter
2:08.0,,,78-69,,E. Kanter misses 2-pt shot from 1 ft
2:07.0,Defensive rebound by L. Mbah a Moute,,78-69,,
2:01.0,B. Griffin makes 2-pt shot from 1 ft (assist by C. Paul),2,80-69,,
1:55.0,,,80-69,,Turnover by R. Westbrook (lost ball)
1:55.0,,,80-69,,V. Oladipo enters the game for R. Westbrook
1:55.0,A. Rivers enters the game for L. Mbah a Moute,,80-69,,
1:43.0,C. Paul misses 2-pt shot from 16 ft,,80-69,,
1:43.0,,,80-69,,Defensive rebound by A. Roberson
1:34.0,,,80-72,3,D. Sabonis makes 3-pt shot from 22 ft (assist by S. Christon)
1:06.0,C. Paul misses 3-pt shot from 28 ft,,80-72,,
1:06.0,Offensive rebound by D. Jordan,,80-72,,
1:03.0,Turnover by D. Jordan (lost ball; steal by A. Roberson),,80-72,,
1:03.0,Personal foul by D. Jordan (drawn by A. Roberson),,80-72,,
1:03.0,M. Speights enters the game for B. Griffin,,80-72,,
1:03.0,W. Johnson enters the game for D. Jordan,,80-72,,
1:03.0,,,80-72,,J. Grant enters the game for A. Roberson
0:54.0,,,80-72,,E. Kanter misses 2-pt shot from 18 ft
0:53.0,Defensive rebound by C. Paul,,80-72,,
0:45.0,J. Crawford makes 2-pt shot from 17 ft,2,82-72,,
0:31.0,,,82-74,2,S. Christon makes 2-pt shot from 18 ft
0:24.0,A. Rivers misses 3-pt shot from 24 ft,,82-74,,
0:24.0,Offensive rebound by A. Rivers,,82-74,,
0:00.0,J. Crawford misses 3-pt shot from 23 ft,,82-74,,
0:00.0,Offensive rebound by Team,,82-74,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,82-77,3,J. Grant makes 3-pt shot from 25 ft (assist by D. Sabonis)
11:24.0,Shooting foul by A. Abrines (drawn by J. Crawford),,82-77,,
11:24.0,J. Crawford misses free throw 1 of 2,,82-77,,
11:24.0,Offensive rebound by Team,,82-77,,
11:24.0,J. Crawford makes free throw 2 of 2,1,83-77,,
11:07.0,,,83-79,2,A. Abrines makes 2-pt shot from 23 ft (assist by J. Grant)
10:52.0,M. Speights misses 3-pt shot from 24 ft,,83-79,,
10:52.0,,,83-79,,Defensive rebound by A. Abrines
10:44.0,,,83-79,,V. Oladipo misses 2-pt shot from 4 ft
10:44.0,,,83-79,,Offensive rebound by Team
10:44.0,,,83-79,,Turnover by V. Oladipo (traveling)
10:29.0,M. Speights misses 2-pt shot from 3 ft,,83-79,,
10:29.0,,,83-79,,Defensive rebound by D. Sabonis
10:09.0,,,83-82,3,S. Christon makes 3-pt shot from 25 ft (assist by D. Sabonis)
9:45.0,,,83-82,,Violation by J. Grant (def goaltending)
9:45.0,A. Rivers makes 2-pt shot from 1 ft,2,85-82,,
9:45.0,Shooting foul by J. Grant (drawn by A. Rivers),,85-82,,
9:45.0,A. Rivers misses free throw 1 of 1,,85-82,,
9:43.0,Offensive rebound by J. Crawford,,85-82,,
9:36.0,A. Rivers misses 3-pt shot from 25 ft,,85-82,,
9:36.0,Offensive rebound by Team,,85-82,,
9:31.0,W. Johnson misses 2-pt shot from 18 ft,,85-82,,
9:30.0,,,85-82,,Defensive rebound by J. Grant
9:27.0,,,85-82,,S. Christon misses 2-pt shot at rim (block by W. Johnson)
9:27.0,,,85-82,,Offensive rebound by Team
9:27.0,LA Clippers full timeout,,85-82,,
9:23.0,Personal foul by W. Johnson (drawn by V. Oladipo),,85-82,,
9:22.0,Personal foul by M. Speights (drawn by D. Sabonis),,85-82,,
9:12.0,,,85-82,,V. Oladipo misses 2-pt shot from 18 ft
9:10.0,Defensive rebound by M. Speights,,85-82,,
8:53.0,J. Crawford makes 2-pt shot from 2 ft,2,87-82,,
8:42.0,,,87-85,3,D. Sabonis makes 3-pt shot from 25 ft (assist by S. Christon)
8:17.0,J. Crawford makes 2-pt shot from 21 ft,2,89-85,,
8:02.0,,,89-85,,V. Oladipo misses 2-pt shot from 2 ft
8:02.0,Defensive rebound by W. Johnson,,89-85,,
7:55.0,Shooting foul by A. Abrines (drawn by A. Rivers),,89-85,,
7:55.0,A. Rivers makes free throw 1 of 2,1,90-85,,
7:55.0,A. Rivers makes free throw 2 of 2,1,91-85,,
7:55.0,,,90-85,,R. Westbrook enters the game for V. Oladipo
7:55.0,B. Griffin enters the game for M. Speights,,90-85,,
7:41.0,,,91-85,,S. Christon misses 2-pt shot from 1 ft
7:40.0,Defensive rebound by W. Johnson,,91-85,,
7:27.0,Turnover by B. Griffin (traveling),,91-85,,
7:27.0,D. Jordan enters the game for W. Johnson,,91-85,,
7:27.0,,,91-85,,S. Adams enters the game for D. Sabonis
7:15.0,,,91-85,,Shooting foul by A. Rivers (drawn by R. Westbrook)
7:15.0,,,91-85,,R. Westbrook misses free throw 1 of 2
7:15.0,,,91-85,,Offensive rebound by Team
7:15.0,,,91-86,1,R. Westbrook makes free throw 2 of 2
7:15.0,,,91-85,,E. Kanter enters the game for A. Abrines
7:15.0,C. Paul enters the game for R. Felton,,91-85,,
7:02.0,J. Crawford makes 2-pt shot from 19 ft,2,93-86,,
6:47.0,,,93-88,2,S. Adams makes 2-pt shot from 8 ft (assist by R. Westbrook)
6:29.0,J. Crawford misses 2-pt shot from 17 ft,,93-88,,
6:29.0,Offensive rebound by B. Griffin,,93-88,,
6:25.0,,,93-88,,Personal foul by S. Christon (drawn by B. Griffin)
6:25.0,,,93-88,,A. Roberson enters the game for J. Grant
6:25.0,M. Speights enters the game for D. Jordan,,93-88,,
6:19.0,Turnover by J. Crawford (bad pass),,93-88,,
6:07.0,,,93-88,,E. Kanter misses 3-pt shot from 23 ft
6:07.0,Defensive rebound by B. Griffin,,93-88,,
5:54.0,B. Griffin misses 2-pt shot from 15 ft,,93-88,,
5:53.0,,,93-88,,Defensive rebound by R. Westbrook
5:44.0,,,93-88,,Shooting foul by A. Rivers (drawn by R. Westbrook)
5:44.0,Official timeout,,93-88,,
5:44.0,,,93-89,1,R. Westbrook makes free throw 1 of 2
5:44.0,,,93-90,1,R. Westbrook makes free throw 2 of 2
5:44.0,J. Redick enters the game for J. Crawford,,93-88,,
5:44.0,D. Jordan enters the game for A. Rivers,,93-88,,
5:44.0,L. Mbah a Moute enters the game for M. Speights,,93-88,,
5:44.0,,,93-88,,V. Oladipo enters the game for S. Christon
5:44.0,,,93-89,,N. Collison enters the game for E. Kanter
5:41.0,,,93-90,,Personal take foul by N. Collison (drawn by D. Jordan)
5:41.0,D. Jordan makes free throw 1 of 2,1,94-90,,
5:41.0,D. Jordan misses free throw 2 of 2,,94-90,,
5:41.0,,,94-90,,E. Kanter enters the game for N. Collison
5:40.0,,,94-90,,Defensive rebound by R. Westbrook
5:22.0,,,94-90,,R. Westbrook misses 2-pt shot from 17 ft
5:22.0,Defensive rebound by C. Paul,,94-90,,
