time,Boston,pts.away,score,pts.home,Detroit
10:32.0,K. Olynyk misses 2-pt shot from 10 ft,,27-25,,
10:32.0,,,27-25,,Defensive rebound by S. Johnson
10:23.0,,,27-25,,Turnover by M. Morris (bad pass; steal by J. Jerebko)
10:11.0,J. Young misses 3-pt shot from 26 ft,,27-25,,
10:11.0,,,27-25,,Defensive rebound by I. Smith
9:55.0,,,27-25,,Shooting foul by K. Olynyk (drawn by T. Harris)
9:55.0,,,27-25,,T. Harris misses free throw 1 of 2
9:55.0,,,27-25,,Offensive rebound by Team
9:55.0,,,27-26,1,T. Harris makes free throw 2 of 2
9:41.0,K. Olynyk makes 2-pt shot from 22 ft (assist by T. Rozier),2,29-26,,
9:29.0,,,29-28,2,S. Johnson makes 2-pt shot at rim
9:05.0,M. Smart misses 2-pt shot from 12 ft,,29-28,,
9:03.0,,,29-28,,Defensive rebound by S. Johnson
8:53.0,,,29-28,,T. Harris misses 2-pt shot from 8 ft
8:52.0,Defensive rebound by M. Smart,,29-28,,
8:32.0,T. Rozier misses 3-pt shot from 26 ft,,29-28,,
8:32.0,,,29-28,,Defensive rebound by I. Smith
8:28.0,,,29-28,,Shooting foul by T. Rozier (drawn by A. Baynes)
8:28.0,Official timeout,,29-28,,
8:28.0,,,29-29,1,A. Baynes makes free throw 1 of 2
8:28.0,,,29-29,,A. Baynes misses free throw 2 of 2
8:28.0,I. Thomas enters the game for K. Olynyk,,29-28,,
8:28.0,A. Johnson enters the game for M. Smart,,29-28,,
8:27.0,,,29-29,,Offensive rebound by T. Harris
8:19.0,,,29-32,3,M. Morris makes 3-pt shot from 24 ft (assist by S. Johnson)
8:04.0,Shooting foul by I. Smith (drawn by I. Thomas),,29-32,,
8:04.0,I. Thomas makes free throw 1 of 3,1,30-32,,
8:04.0,I. Thomas makes free throw 2 of 3,1,31-32,,
8:04.0,I. Thomas makes free throw 3 of 3,1,32-32,,
8:04.0,J. Brown enters the game for J. Young,,31-32,,
8:04.0,,,31-32,,R. Jackson enters the game for A. Baynes
8:04.0,,,31-32,,K. Caldwell-Pope enters the game for I. Smith
8:04.0,,,31-32,,A. Drummond enters the game for S. Johnson
7:53.0,,,32-32,,K. Caldwell-Pope misses 3-pt shot from 25 ft
7:53.0,Defensive rebound by J. Jerebko,,32-32,,
7:39.0,A. Johnson makes 2-pt shot from 1 ft (assist by I. Thomas),2,34-32,,
7:26.0,,,34-32,,Turnover by R. Jackson (lost ball; steal by I. Thomas)
7:23.0,Shooting foul by T. Harris (drawn by J. Jerebko),,34-32,,
7:23.0,J. Jerebko makes free throw 1 of 2,1,35-32,,
7:23.0,J. Jerebko makes free throw 2 of 2,1,36-32,,
7:15.0,Personal foul by T. Rozier (drawn by K. Caldwell-Pope),,36-32,,
7:15.0,,,36-32,,J. Leuer enters the game for M. Morris
7:07.0,,,36-32,,T. Harris misses 3-pt shot from 26 ft
7:06.0,Defensive rebound by T. Rozier,,36-32,,
6:55.0,T. Rozier makes 3-pt shot from 24 ft (assist by I. Thomas),3,39-32,,
6:55.0,,,39-32,,Detroit full timeout
6:36.0,,,39-35,3,R. Jackson makes 3-pt shot from 25 ft (assist by T. Harris)
6:14.0,J. Jerebko makes 2-pt shot from 1 ft (assist by A. Johnson),2,41-35,,
6:00.0,,,41-35,,Turnover by K. Caldwell-Pope (bad pass)
6:00.0,A. Horford enters the game for J. Jerebko,,41-35,,
6:00.0,M. Smart enters the game for T. Rozier,,41-35,,
5:46.0,I. Thomas makes 2-pt shot at rim (assist by A. Horford),2,43-35,,
5:33.0,,,43-35,,J. Leuer misses 3-pt shot from 26 ft
5:32.0,Defensive rebound by J. Brown,,43-35,,
5:17.0,A. Horford misses 2-pt shot from 6 ft,,43-35,,
5:17.0,,,43-35,,Defensive rebound by A. Drummond
5:05.0,,,43-35,,Shooting foul by A. Johnson (drawn by A. Drummond)
5:05.0,,,43-35,,A. Drummond misses free throw 1 of 2
5:05.0,,,43-35,,Offensive rebound by Team
5:05.0,,,43-35,,A. Drummond misses free throw 2 of 2
5:05.0,,,43-35,,M. Morris enters the game for T. Harris
5:03.0,Defensive rebound by A. Horford,,43-35,,
4:49.0,M. Smart makes 2-pt shot from 1 ft (assist by J. Brown),2,45-35,,
4:35.0,,,45-35,,Turnover by M. Morris (lost ball; steal by I. Thomas)
4:31.0,I. Thomas misses 2-pt shot from 4 ft,,45-35,,
4:31.0,Offensive rebound by J. Brown,,45-35,,
4:31.0,J. Brown makes 2-pt shot from 1 ft,2,47-35,,
4:31.0,,,47-35,,Detroit full timeout
4:11.0,,,47-35,,J. Leuer misses 3-pt shot from 26 ft
4:10.0,Defensive rebound by A. Johnson,,47-35,,
3:57.0,Offensive foul by J. Brown,,47-35,,
3:57.0,Turnover by J. Brown (offensive foul),,47-35,,
3:57.0,J. Crowder enters the game for J. Brown,,47-35,,
3:40.0,,,47-38,3,R. Jackson makes 3-pt shot from 25 ft (assist by M. Morris)
3:23.0,A. Horford misses 2-pt shot from 5 ft,,47-38,,
3:21.0,,,47-38,,Defensive rebound by A. Drummond
3:12.0,,,47-38,,Shooting foul by J. Crowder (drawn by R. Jackson)
3:12.0,,,47-39,1,R. Jackson makes free throw 1 of 2
3:12.0,,,47-40,1,R. Jackson makes free throw 2 of 2
3:12.0,K. Olynyk enters the game for A. Johnson,,47-39,,
2:50.0,M. Smart makes 2-pt shot at rim,2,49-40,,
2:47.0,Personal take foul by K. Olynyk (drawn by A. Drummond),,49-40,,
2:47.0,,,49-40,,A. Drummond misses free throw 1 of 2
2:47.0,,,49-40,,Offensive rebound by Team
2:47.0,,,49-40,,A. Drummond misses free throw 2 of 2
2:47.0,,,49-40,,T. Harris enters the game for J. Leuer
2:46.0,Defensive rebound by A. Horford,,49-40,,
2:39.0,,,49-40,,Personal foul by K. Caldwell-Pope (drawn by I. Thomas)
2:39.0,,,49-40,,A. Baynes enters the game for A. Drummond
2:21.0,K. Olynyk misses 3-pt shot from 23 ft,,49-40,,
2:21.0,,,49-40,,Defensive rebound by M. Morris
2:11.0,,,49-42,2,M. Morris makes 2-pt shot from 17 ft
1:53.0,I. Thomas makes 3-pt shot from 24 ft,3,52-42,,
1:37.0,,,52-45,3,R. Jackson makes 3-pt shot from 26 ft
1:21.0,A. Horford misses 2-pt shot from 15 ft,,52-45,,
1:21.0,Offensive rebound by Team,,52-45,,
1:21.0,,,52-45,,Loose ball foul by M. Morris (drawn by K. Olynyk)
1:06.0,I. Thomas makes 2-pt shot from 1 ft,2,54-45,,
0:56.0,,,54-45,,R. Jackson misses 2-pt shot from 1 ft
0:55.0,,,54-45,,Offensive rebound by A. Baynes
0:54.0,,,54-47,2,A. Baynes makes 2-pt shot from 1 ft
0:36.0,M. Smart misses 3-pt shot from 26 ft,,54-47,,
0:35.0,,,54-47,,Defensive rebound by M. Morris
0:28.0,,,54-47,,Turnover by M. Morris (bad pass)
0:06.0,A. Horford misses 3-pt shot from 25 ft,,54-47,,
0:05.0,,,54-47,,Defensive rebound by R. Jackson
0:00.0,,,54-50,3,M. Morris makes 3-pt shot from 26 ft (assist by R. Jackson)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,J. Crowder makes 3-pt shot from 26 ft (assist by A. Johnson),3,57-50,,
11:34.0,,,57-50,,Turnover by J. Leuer (step out of bounds)
11:23.0,Shooting foul by R. Jackson (drawn by J. Crowder),,57-50,,
11:23.0,J. Crowder makes free throw 1 of 2,1,58-50,,
11:23.0,J. Crowder makes free throw 2 of 2,1,59-50,,
11:11.0,,,59-50,,J. Leuer misses 3-pt shot from 25 ft
11:11.0,Defensive rebound by J. Crowder,,59-50,,
11:05.0,,,59-50,,Violation by K. Caldwell-Pope (kicked ball)
11:03.0,Turnover by J. Brown (inbound),,59-50,,
10:50.0,,,59-50,,M. Morris misses 3-pt shot from 26 ft
10:50.0,Defensive rebound by A. Johnson,,59-50,,
10:32.0,I. Thomas makes 3-pt shot from 26 ft (assist by J. Crowder),3,62-50,,
10:14.0,,,62-52,2,A. Drummond makes 2-pt shot from 1 ft (assist by K. Caldwell-Pope)
9:53.0,,,62-52,,Personal foul by M. Morris (drawn by J. Crowder)
9:44.0,A. Horford makes 2-pt shot at rim (assist by J. Crowder),2,64-52,,
9:29.0,,,64-52,,Turnover by A. Drummond (bad pass)
9:23.0,Offensive foul by J. Brown,,64-52,,
9:23.0,Turnover by J. Brown (offensive foul),,64-52,,
9:14.0,,,64-52,,Turnover by J. Leuer (bad pass; steal by I. Thomas)
9:06.0,I. Thomas makes 3-pt shot from 26 ft,3,67-52,,
8:59.0,,,67-52,,Detroit full timeout
8:49.0,,,67-52,,J. Leuer misses 3-pt shot from 26 ft
8:49.0,,,67-52,,Offensive rebound by A. Drummond
8:43.0,,,67-54,2,A. Drummond makes 2-pt shot from 5 ft
8:29.0,I. Thomas misses 3-pt shot from 26 ft,,67-54,,
8:29.0,,,67-54,,Defensive rebound by Team
8:14.0,,,67-56,2,A. Drummond makes 2-pt shot from 5 ft (assist by K. Caldwell-Pope)
8:14.0,,,67-56,,Shooting foul by A. Johnson (drawn by A. Drummond)
8:14.0,,,67-56,,A. Drummond misses free throw 1 of 1
8:11.0,Defensive rebound by A. Horford,,67-56,,
8:02.0,Turnover by J. Brown (bad pass; steal by A. Drummond),,67-56,,
7:56.0,,,67-56,,A. Drummond misses 2-pt shot at rim
7:55.0,Defensive rebound by A. Johnson,,67-56,,
7:55.0,Turnover by A. Johnson (traveling),,67-56,,
7:48.0,Personal foul by I. Thomas (drawn by R. Jackson),,67-56,,
7:40.0,,,67-56,,M. Morris misses 3-pt shot from 25 ft
7:40.0,,,67-56,,Offensive rebound by Team
7:40.0,Loose ball foul by A. Johnson (drawn by A. Drummond),,67-56,,
7:26.0,,,67-56,,A. Drummond misses 2-pt shot from 7 ft
7:25.0,,,67-56,,Offensive rebound by M. Morris
7:24.0,,,67-56,,M. Morris misses 2-pt shot from 1 ft
7:22.0,Defensive rebound by J. Crowder,,67-56,,
7:11.0,Turnover by I. Thomas (bad pass),,67-56,,
6:58.0,,,67-58,2,R. Jackson makes 2-pt shot from 16 ft
6:58.0,Boston full timeout,,67-58,,
6:58.0,K. Olynyk enters the game for A. Johnson,,67-58,,
6:44.0,Turnover by I. Thomas (lost ball; steal by K. Caldwell-Pope),,67-58,,
6:37.0,,,67-60,2,A. Drummond makes 2-pt shot from 6 ft (assist by K. Caldwell-Pope)
6:37.0,,,67-60,,Shooting foul by A. Horford (drawn by A. Drummond)
6:37.0,,,67-60,,A. Drummond misses free throw 1 of 1
6:37.0,,,67-60,,Offensive rebound by M. Morris
6:37.0,Loose ball foul by K. Olynyk (drawn by M. Morris),,67-60,,
6:37.0,,,67-60,,M. Morris misses free throw 1 of 2
6:37.0,,,67-60,,Offensive rebound by Team
6:37.0,,,67-61,1,M. Morris makes free throw 2 of 2
6:37.0,M. Smart enters the game for J. Brown,,67-60,,
6:23.0,,,67-61,,Personal foul by R. Jackson (drawn by M. Smart)
6:06.0,I. Thomas misses 3-pt shot from 25 ft,,67-61,,
6:06.0,,,67-61,,Defensive rebound by M. Morris
6:06.0,Personal foul by J. Crowder (drawn by M. Morris),,67-61,,
6:06.0,,,67-62,1,M. Morris makes free throw 1 of 2
6:06.0,,,67-63,1,M. Morris makes free throw 2 of 2
5:47.0,K. Olynyk misses 3-pt shot from 24 ft,,67-63,,
5:46.0,,,67-63,,Defensive rebound by A. Drummond
5:42.0,,,67-63,,Turnover by J. Leuer (bad pass; steal by K. Olynyk)
5:36.0,K. Olynyk misses 2-pt shot from 7 ft,,67-63,,
5:36.0,,,67-63,,Defensive rebound by Team
5:36.0,,,67-63,,T. Harris enters the game for J. Leuer
5:22.0,,,67-63,,K. Caldwell-Pope misses 2-pt shot from 7 ft
5:20.0,Defensive rebound by A. Horford,,67-63,,
5:13.0,I. Thomas makes 3-pt shot from 24 ft (assist by M. Smart),3,70-63,,
4:49.0,,,70-66,3,T. Harris makes 3-pt shot from 26 ft (assist by M. Morris)
4:27.0,M. Smart misses 3-pt shot from 24 ft,,70-66,,
4:27.0,,,70-66,,Defensive rebound by K. Caldwell-Pope
4:17.0,,,70-66,,K. Caldwell-Pope misses 3-pt shot from 25 ft
4:17.0,Defensive rebound by K. Olynyk,,70-66,,
4:01.0,Turnover by M. Smart (lost ball; steal by M. Morris),,70-66,,
3:53.0,,,70-66,,M. Morris misses 3-pt shot from 27 ft
3:53.0,Defensive rebound by K. Olynyk,,70-66,,
3:49.0,,,70-66,,Violation by K. Caldwell-Pope (kicked ball)
3:45.0,Turnover by M. Smart (lost ball),,70-66,,
3:45.0,T. Rozier enters the game for I. Thomas,,70-66,,
3:31.0,,,70-66,,R. Jackson misses 2-pt shot from 8 ft
3:31.0,Defensive rebound by K. Olynyk,,70-66,,
3:15.0,Turnover by K. Olynyk (bad pass; steal by R. Jackson),,70-66,,
3:10.0,,,70-66,,Turnover by R. Jackson (bad pass; steal by M. Smart)
3:06.0,J. Crowder makes 2-pt shot at rim (assist by T. Rozier),2,72-66,,
2:45.0,,,72-68,2,K. Caldwell-Pope makes 2-pt shot from 1 ft (assist by R. Jackson)
2:25.0,,,72-68,,Def 3 sec tech foul by T. Harris
2:25.0,J. Crowder makes technical free throw,1,73-68,,
2:25.0,T. Zeller enters the game for A. Horford,,72-68,,
2:25.0,,,72-68,,I. Smith enters the game for R. Jackson
2:19.0,J. Crowder misses 2-pt shot from 20 ft,,73-68,,
2:19.0,,,73-68,,Defensive rebound by K. Caldwell-Pope
2:19.0,Personal take foul by T. Zeller (drawn by A. Drummond),,73-68,,
2:19.0,,,73-68,,A. Drummond misses free throw 1 of 2
2:19.0,,,73-68,,Offensive rebound by Team
2:19.0,,,73-69,1,A. Drummond makes free throw 2 of 2
1:53.0,T. Rozier makes 3-pt shot from 26 ft,3,76-69,,
1:38.0,,,76-69,,T. Harris misses 2-pt shot at rim
1:37.0,Defensive rebound by T. Rozier,,76-69,,
1:32.0,Shooting foul by K. Caldwell-Pope (drawn by T. Rozier),,76-69,,
1:32.0,T. Rozier makes free throw 1 of 2,1,77-69,,
1:32.0,T. Rozier makes free throw 2 of 2,1,78-69,,
1:32.0,J. Brown enters the game for J. Crowder,,77-69,,
1:32.0,,,77-69,,S. Johnson enters the game for K. Caldwell-Pope
1:18.0,Personal foul by M. Smart (drawn by S. Johnson),,78-69,,
1:18.0,,,78-70,1,S. Johnson makes free throw 1 of 2
1:18.0,,,78-71,1,S. Johnson makes free throw 2 of 2
1:05.0,,,78-71,,Personal foul by I. Smith (drawn by M. Smart)
1:05.0,M. Smart misses free throw 1 of 2,,78-71,,
1:05.0,Offensive rebound by Team,,78-71,,
1:05.0,M. Smart makes free throw 2 of 2,1,79-71,,
0:49.0,,,79-71,,A. Drummond misses 2-pt shot from 10 ft
0:49.0,Defensive rebound by J. Brown,,79-71,,
0:28.0,Turnover by Team (shot clock),,79-71,,
0:06.0,,,79-73,2,M. Morris makes 2-pt shot from 14 ft
0:06.0,,,79-73,,Shooting foul by T. Rozier (drawn by M. Morris)
0:06.0,,,79-74,1,M. Morris makes free throw 1 of 1
0:06.0,I. Thomas enters the game for J. Brown,,79-73,,
0:00.0,I. Thomas misses 3-pt shot from 27 ft (block by I. Smith),,79-74,,
0:00.0,Offensive rebound by Team,,79-74,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,79-74,,Turnover by A. Drummond (traveling)
11:31.0,Boston full timeout,,79-74,,
11:23.0,J. Brown misses 2-pt shot from 4 ft,,79-74,,
11:23.0,,,79-74,,Defensive rebound by A. Drummond
11:01.0,,,79-74,,J. Leuer misses 2-pt shot from 6 ft
11:00.0,,,79-74,,Offensive rebound by J. Leuer
10:53.0,,,79-76,2,J. Leuer makes 2-pt shot from 6 ft
10:43.0,Turnover by K. Olynyk (lost ball; steal by S. Johnson),,79-76,,
10:34.0,,,79-76,,Turnover by A. Drummond (bad pass; steal by J. Brown)
10:34.0,,,79-76,,Personal foul by I. Smith (drawn by J. Brown)
10:34.0,A. Horford enters the game for K. Olynyk,,79-76,,
10:34.0,J. Jerebko enters the game for T. Zeller,,79-76,,
10:26.0,,,79-76,,Personal foul by S. Johnson (drawn by M. Smart)
10:10.0,J. Jerebko misses 2-pt shot from 9 ft,,79-76,,
10:08.0,,,79-76,,Defensive rebound by A. Drummond
10:02.0,,,79-76,,Shooting foul by M. Smart (drawn by J. Leuer)
10:02.0,,,79-76,,J. Leuer misses free throw 1 of 2
10:02.0,,,79-76,,Offensive rebound by Team
10:02.0,,,79-76,,J. Leuer misses free throw 2 of 2
10:02.0,I. Thomas enters the game for T. Rozier,,79-76,,
10:01.0,Defensive rebound by A. Horford,,79-76,,
9:41.0,M. Smart makes 2-pt shot from 14 ft,2,81-76,,
9:41.0,Shooting foul by A. Drummond (drawn by M. Smart),,81-76,,
9:41.0,M. Smart makes free throw 1 of 1,1,82-76,,
9:26.0,,,82-78,2,I. Smith makes 2-pt shot from 15 ft
9:00.0,J. Brown misses 2-pt shot from 19 ft,,82-78,,
9:00.0,Offensive rebound by Team,,82-78,,
9:00.0,Turnover by Team (shot clock),,82-78,,
8:49.0,,,82-78,,I. Smith misses 2-pt shot from 1 ft
8:49.0,,,82-78,,Offensive rebound by Team
8:41.0,,,82-78,,Shooting foul by M. Smart (drawn by T. Harris)
8:41.0,,,82-79,1,T. Harris makes free throw 1 of 2
8:41.0,,,82-79,,T. Harris misses free throw 2 of 2
8:41.0,J. Crowder enters the game for J. Brown,,82-79,,
8:40.0,Defensive rebound by A. Horford,,82-79,,
8:22.0,I. Thomas misses 2-pt shot from 1 ft,,82-79,,
8:21.0,Offensive rebound by M. Smart,,82-79,,
8:18.0,M. Smart makes 2-pt shot at rim,2,84-79,,
7:59.0,,,84-82,3,S. Johnson makes 3-pt shot from 26 ft (assist by I. Smith)
7:39.0,A. Horford misses 3-pt shot from 25 ft,,84-82,,
7:39.0,,,84-82,,Defensive rebound by J. Leuer
7:23.0,,,84-82,,I. Smith misses 2-pt shot from 17 ft
7:23.0,Defensive rebound by Team,,84-82,,
7:03.0,I. Thomas misses 2-pt shot from 6 ft,,84-82,,
7:03.0,,,84-82,,Defensive rebound by A. Drummond
6:51.0,,,84-82,,T. Harris misses 3-pt shot from 26 ft
6:50.0,Defensive rebound by J. Crowder,,84-82,,
6:42.0,I. Thomas misses 3-pt shot from 27 ft,,84-82,,
6:42.0,Offensive rebound by M. Smart,,84-82,,
6:37.0,J. Crowder misses 3-pt shot from 27 ft,,84-82,,
6:36.0,,,84-82,,Defensive rebound by A. Drummond
6:27.0,,,84-82,,I. Smith misses 2-pt shot from 18 ft
6:27.0,Defensive rebound by J. Crowder,,84-82,,
6:13.0,J. Jerebko misses 3-pt shot from 25 ft,,84-82,,
6:12.0,,,84-82,,Defensive rebound by A. Drummond
6:06.0,,,84-84,2,J. Leuer makes 2-pt shot at rim (assist by T. Harris)
5:40.0,Shooting foul by I. Smith (drawn by J. Crowder),,84-84,,
5:40.0,Official timeout,,84-84,,
5:40.0,J. Crowder misses free throw 1 of 2,,84-84,,
5:40.0,Offensive rebound by Team,,84-84,,
5:40.0,J. Crowder makes free throw 2 of 2,1,85-84,,
5:40.0,,,84-84,,M. Morris enters the game for J. Leuer
5:40.0,,,84-84,,K. Caldwell-Pope enters the game for I. Smith
5:40.0,,,84-84,,R. Jackson enters the game for S. Johnson
5:40.0,A. Johnson enters the game for M. Smart,,84-84,,
