time,Phoenix,pts.away,score,pts.home,San Antonio
5:09.0,Turnover by P. Tucker (lost ball; steal by D. Green),,11-16,,
5:00.0,Personal foul by E. Bledsoe (drawn by P. Gasol),,11-16,,
5:00.0,A. Len enters the game for T. Chandler,,11-16,,
5:00.0,B. Knight enters the game for E. Bledsoe,,11-16,,
5:00.0,,,11-16,,P. Mills enters the game for T. Parker
5:00.0,,,11-16,,M. Ginobili enters the game for D. Green
5:00.0,,,11-16,,D. Lee enters the game for L. Aldridge
5:00.0,L. Barbosa enters the game for D. Booker,,11-16,,
4:56.0,,,11-16,,Turnover by P. Mills (bad pass; steal by L. Barbosa)
4:51.0,M. Chriss makes 2-pt shot at rim (assist by L. Barbosa),2,13-16,,
4:35.0,,,13-16,,Turnover by P. Gasol (bad pass; steal by A. Len)
4:14.0,Turnover by B. Knight (bad pass),,13-16,,
4:03.0,Personal foul by L. Barbosa,,13-16,,
4:03.0,,,13-17,1,P. Mills makes free throw 1 of 2
4:03.0,,,13-18,1,P. Mills makes free throw 2 of 2
4:03.0,D. Bender enters the game for M. Chriss,,13-17,,
4:03.0,D. Booker enters the game for P. Tucker,,13-17,,
3:53.0,Turnover by L. Barbosa (lost ball),,13-18,,
3:46.0,,,13-20,2,D. Lee makes 2-pt shot from 1 ft (assist by M. Ginobili)
3:46.0,Violation by D. Bender (def goaltending),,13-20,,
3:36.0,D. Booker makes 2-pt shot from 2 ft,2,15-20,,
3:36.0,,,15-20,,San Antonio full timeout
3:36.0,,,15-20,,J. Simmons enters the game for K. Anderson
3:24.0,,,15-20,,P. Mills misses 3-pt shot from 25 ft
3:24.0,Defensive rebound by A. Len,,15-20,,
3:13.0,Shooting foul by P. Mills (drawn by D. Booker),,15-20,,
3:13.0,D. Booker makes free throw 1 of 2,1,16-20,,
3:13.0,D. Booker makes free throw 2 of 2,1,17-20,,
3:13.0,T. Warren enters the game for L. Barbosa,,15-20,,
3:01.0,,,17-20,,P. Gasol misses 2-pt shot from 16 ft
3:00.0,Defensive rebound by D. Booker,,17-20,,
2:52.0,Turnover by D. Booker (lost ball; steal by M. Ginobili),,17-20,,
2:46.0,,,17-22,2,P. Mills makes 2-pt shot from 3 ft (assist by M. Ginobili)
2:27.0,B. Knight misses 2-pt shot from 16 ft,,17-22,,
2:26.0,,,17-22,,Defensive rebound by J. Simmons
2:14.0,,,17-22,,M. Ginobili misses 2-pt shot from 2 ft
2:12.0,,,17-22,,Offensive rebound by D. Lee
2:12.0,,,17-24,2,D. Lee makes 2-pt shot from 1 ft
1:57.0,B. Knight makes 3-pt shot from 25 ft (assist by A. Len),3,20-24,,
1:43.0,,,20-24,,M. Ginobili misses 3-pt shot from 24 ft
1:42.0,Defensive rebound by D. Booker,,20-24,,
1:29.0,B. Knight makes 3-pt shot from 26 ft (assist by A. Len),3,23-24,,
1:09.0,,,23-26,2,J. Simmons makes 2-pt shot from 16 ft (assist by P. Gasol)
0:54.0,T. Warren makes 2-pt shot from 2 ft (assist by D. Booker),2,25-26,,
0:43.0,,,25-26,,Turnover by P. Mills (bad pass; steal by D. Bender)
0:37.0,D. Bender makes 2-pt shot at rim (assist by B. Knight),2,27-26,,
0:25.0,,,27-28,2,D. Lee makes 2-pt shot from 6 ft
0:05.0,D. Booker misses 2-pt shot from 17 ft,,27-28,,
0:05.0,,,27-28,,Defensive rebound by P. Mills
0:00.0,,,27-30,2,J. Simmons makes 2-pt shot from 1 ft (assist by P. Mills)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,Personal foul by A. Len (drawn by L. Aldridge),,27-30,,
11:46.0,,,27-30,,T. Parker enters the game for P. Mills
11:37.0,Personal foul by T. Warren,,27-30,,
11:27.0,,,27-32,2,T. Parker makes 2-pt shot from 2 ft
11:10.0,Turnover by A. Len (lost ball; steal by D. Dedmon),,27-32,,
11:03.0,Personal foul by B. Knight (drawn by T. Parker),,27-32,,
10:53.0,,,27-32,,M. Ginobili misses 2-pt shot from 8 ft
10:52.0,,,27-32,,Offensive rebound by M. Ginobili
10:52.0,,,27-32,,M. Ginobili misses 2-pt shot from 2 ft
10:50.0,Defensive rebound by A. Len,,27-32,,
10:40.0,B. Knight misses 2-pt shot from 9 ft,,27-32,,
10:39.0,Offensive rebound by T. Warren,,27-32,,
10:39.0,Shooting foul by D. Dedmon,,27-32,,
10:39.0,T. Warren makes free throw 1 of 2,1,28-32,,
10:39.0,T. Warren makes free throw 2 of 2,1,29-32,,
10:39.0,,,28-32,,D. Green enters the game for M. Ginobili
10:23.0,,,29-34,2,T. Parker makes 2-pt shot from 20 ft
10:06.0,Shooting foul by J. Simmons,,29-34,,
10:06.0,T. Warren makes free throw 1 of 2,1,30-34,,
10:06.0,T. Warren makes free throw 2 of 2,1,31-34,,
9:48.0,,,31-34,,T. Parker misses 2-pt shot from 6 ft
9:47.0,Defensive rebound by D. Bender,,31-34,,
9:37.0,B. Knight makes 2-pt shot from 22 ft,2,33-34,,
9:21.0,Personal foul by B. Knight (drawn by T. Parker),,33-34,,
9:10.0,,,33-36,2,T. Parker makes 2-pt shot from 8 ft
9:01.0,L. Barbosa makes 3-pt shot from 26 ft (assist by B. Knight),3,36-36,,
9:01.0,,,36-36,,San Antonio full timeout
9:01.0,,,36-36,,K. Anderson enters the game for J. Simmons
8:34.0,,,36-36,,D. Green misses 2-pt shot from 22 ft
8:33.0,,,36-36,,Offensive rebound by L. Aldridge
8:33.0,,,36-38,2,L. Aldridge makes 2-pt shot from 2 ft
8:16.0,A. Len misses 2-pt shot from 2 ft (block by K. Anderson),,36-38,,
8:14.0,Offensive rebound by T. Warren,,36-38,,
8:14.0,T. Warren makes 2-pt shot from 2 ft,2,38-38,,
7:52.0,,,38-40,2,T. Parker makes 2-pt shot from 2 ft
7:42.0,B. Knight makes 2-pt shot from 1 ft,2,40-40,,
7:27.0,,,40-40,,Turnover by D. Dedmon (traveling)
7:19.0,,,40-40,,Personal block foul by D. Dedmon (drawn by L. Barbosa)
7:14.0,T. Warren makes 2-pt shot from 20 ft,2,42-40,,
6:52.0,,,42-40,,Shooting foul by A. Len (drawn by L. Aldridge)
6:52.0,,,42-41,1,L. Aldridge makes free throw 1 of 2
6:52.0,,,42-42,1,L. Aldridge makes free throw 2 of 2
6:52.0,T. Chandler enters the game for A. Len,,42-41,,
6:37.0,D. Bender makes 3-pt shot from 25 ft (assist by T. Warren),3,45-42,,
6:18.0,,,45-42,,T. Parker misses 2-pt shot from 3 ft (block by T. Warren)
6:18.0,Defensive rebound by Team,,45-42,,
6:05.0,T. Warren makes 2-pt shot from 6 ft,2,47-42,,
5:44.0,,,47-42,,D. Dedmon misses 2-pt shot from 3 ft (block by D. Bender)
5:43.0,Defensive rebound by T. Warren,,47-42,,
5:37.0,D. Bender makes 2-pt shot from 23 ft (assist by B. Knight),2,49-42,,
5:20.0,,,49-42,,Shooting foul by D. Bender (drawn by L. Aldridge)
5:20.0,Official timeout,,49-42,,
5:20.0,,,49-43,1,L. Aldridge makes free throw 1 of 2
5:20.0,,,49-43,,L. Aldridge misses free throw 2 of 2
5:20.0,,,49-42,,P. Mills enters the game for T. Parker
5:20.0,,,49-42,,P. Gasol enters the game for D. Dedmon
5:19.0,Defensive rebound by T. Chandler,,49-43,,
5:04.0,B. Knight misses 2-pt shot from 21 ft,,49-43,,
5:04.0,,,49-43,,Defensive rebound by Team
5:04.0,E. Bledsoe enters the game for B. Knight,,49-43,,
5:04.0,,,49-43,,J. Simmons enters the game for K. Anderson
4:48.0,,,49-45,2,L. Aldridge makes 2-pt shot from 9 ft
4:29.0,L. Barbosa misses 2-pt shot from 17 ft,,49-45,,
4:28.0,,,49-45,,Defensive rebound by J. Simmons
4:17.0,,,49-47,2,P. Gasol makes 2-pt shot from 8 ft
4:17.0,Phoenix full timeout,,49-47,,
4:17.0,D. Booker enters the game for D. Bender,,49-47,,
4:17.0,M. Chriss enters the game for L. Barbosa,,49-47,,
4:00.0,T. Chandler makes 2-pt shot from 2 ft (assist by E. Bledsoe),2,51-47,,
3:47.0,,,51-49,2,L. Aldridge makes 2-pt shot from 5 ft
3:31.0,E. Bledsoe makes 2-pt shot from 1 ft (assist by M. Chriss),2,53-49,,
3:21.0,,,53-49,,Shooting foul by M. Chriss (drawn by P. Gasol)
3:21.0,,,53-50,1,P. Gasol makes free throw 1 of 2
3:21.0,,,53-51,1,P. Gasol makes free throw 2 of 2
3:21.0,,,53-50,,M. Ginobili enters the game for D. Green
3:00.0,T. Warren misses 2-pt shot from 12 ft,,53-51,,
3:00.0,Offensive rebound by M. Chriss,,53-51,,
3:00.0,,,53-51,,Personal foul by J. Simmons (drawn by M. Chriss)
2:47.0,E. Bledsoe makes 2-pt shot from 2 ft,2,55-51,,
2:47.0,Violation by Team (jump ball),,55-51,,
2:31.0,,,55-51,,P. Gasol misses 2-pt shot from 9 ft
2:30.0,Defensive rebound by T. Chandler,,55-51,,
2:27.0,E. Bledsoe makes 2-pt shot from 8 ft,2,57-51,,
2:27.0,,,57-51,,Shooting block foul by P. Mills (drawn by E. Bledsoe)
2:27.0,E. Bledsoe makes free throw 1 of 1,1,58-51,,
2:27.0,,,57-51,,T. Parker enters the game for P. Mills
2:13.0,,,58-51,,Shooting foul by D. Booker (drawn by P. Gasol)
2:13.0,,,58-52,1,P. Gasol makes free throw 1 of 2
2:13.0,,,58-52,,P. Gasol misses free throw 2 of 2
2:12.0,Defensive rebound by T. Chandler,,58-52,,
2:01.0,M. Chriss misses 3-pt shot from 23 ft,,58-52,,
2:00.0,Offensive rebound by E. Bledsoe,,58-52,,
1:57.0,E. Bledsoe makes 2-pt shot from 2 ft,2,60-52,,
1:47.0,,,60-52,,P. Gasol misses 2-pt shot from 3 ft
1:46.0,Defensive rebound by D. Booker,,60-52,,
1:39.0,M. Chriss makes 2-pt shot at rim (assist by D. Booker),2,62-52,,
1:25.0,,,62-54,2,L. Aldridge makes 2-pt shot from 19 ft (assist by M. Ginobili)
1:11.0,Shooting foul by J. Simmons (drawn by D. Booker),,62-54,,
1:11.0,D. Booker makes free throw 1 of 2,1,63-54,,
1:11.0,D. Booker makes free throw 2 of 2,1,64-54,,
1:11.0,,,63-54,,D. Green enters the game for J. Simmons
0:55.0,,,64-57,3,D. Green makes 3-pt shot from 23 ft (assist by T. Parker)
0:38.0,Shooting foul by L. Aldridge (drawn by M. Chriss),,64-57,,
0:38.0,M. Chriss misses free throw 1 of 2,,64-57,,
0:38.0,Offensive rebound by Team,,64-57,,
0:38.0,M. Chriss misses free throw 2 of 2,,64-57,,
0:38.0,P. Tucker enters the game for D. Booker,,64-57,,
0:37.0,,,64-57,,Defensive rebound by P. Gasol
0:28.0,,,64-57,,P. Gasol misses 3-pt shot from 26 ft
0:27.0,,,64-57,,Offensive rebound by M. Ginobili
0:23.0,,,64-57,,D. Green misses 3-pt shot from 26 ft
0:22.0,,,64-57,,Offensive rebound by P. Gasol
0:21.0,,,64-57,,Shooting foul by T. Chandler (drawn by L. Aldridge)
0:21.0,,,64-57,,L. Aldridge misses free throw 1 of 2
0:21.0,,,64-57,,Offensive rebound by Team
0:21.0,,,64-58,1,L. Aldridge makes free throw 2 of 2
0:21.0,,,64-57,,D. Dedmon enters the game for P. Gasol
0:21.0,D. Booker enters the game for P. Tucker,,64-57,,
0:21.0,D. Bender enters the game for T. Chandler,,64-57,,
0:00.0,D. Booker misses 2-pt shot from 19 ft,,64-58,,
0:00.0,,,64-58,,Defensive rebound by D. Dedmon
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,,,64-60,2,P. Gasol makes 2-pt shot from 17 ft (assist by K. Anderson)
11:21.0,,,64-60,,Personal foul by K. Anderson (drawn by T. Chandler)
11:10.0,D. Booker misses 2-pt shot from 12 ft,,64-60,,
11:08.0,,,64-60,,Defensive rebound by P. Gasol
10:53.0,,,64-62,2,L. Aldridge makes 2-pt shot from 15 ft
10:33.0,Turnover by M. Chriss (lost ball; steal by D. Green),,64-62,,
10:14.0,,,64-62,,K. Anderson misses 3-pt shot from 23 ft
10:13.0,Defensive rebound by T. Chandler,,64-62,,
10:03.0,T. Chandler misses 2-pt shot from 6 ft (block by D. Green),,64-62,,
10:03.0,Offensive rebound by Team,,64-62,,
9:56.0,D. Booker misses 2-pt shot from 13 ft,,64-62,,
9:56.0,,,64-62,,Defensive rebound by P. Gasol
9:39.0,,,64-62,,T. Parker misses 3-pt shot from 24 ft
9:38.0,Defensive rebound by P. Tucker,,64-62,,
9:21.0,E. Bledsoe makes 2-pt shot from 1 ft (assist by D. Booker),2,66-62,,
9:11.0,,,66-64,2,T. Parker makes 2-pt shot from 7 ft
8:47.0,D. Booker misses 2-pt shot at rim (block by P. Gasol),,66-64,,
8:45.0,,,66-64,,Defensive rebound by T. Parker
8:40.0,,,66-64,,D. Green misses 3-pt shot from 24 ft
8:39.0,,,66-64,,Offensive rebound by L. Aldridge
8:35.0,,,66-67,3,D. Green makes 3-pt shot from 24 ft (assist by K. Anderson)
8:34.0,Phoenix full timeout,,66-67,,
8:34.0,T. Warren enters the game for M. Chriss,,66-67,,
8:15.0,P. Tucker misses 3-pt shot from 24 ft,,66-67,,
8:13.0,,,66-67,,Defensive rebound by K. Anderson
8:08.0,Jump ball: K. Anderson vs. T. Warren (P. Tucker gains possession),,,,Jump ball: K. Anderson vs. T. Warren (P. Tucker gains possession)
8:08.0,,,66-67,,Turnover by K. Anderson (lost ball; steal by T. Warren)
7:51.0,T. Warren misses 2-pt shot from 2 ft (block by L. Aldridge),,66-67,,
7:50.0,,,66-67,,Defensive rebound by L. Aldridge
7:44.0,,,66-69,2,T. Parker makes 2-pt shot at rim
7:33.0,Turnover by P. Tucker (bad pass; steal by L. Aldridge),,66-69,,
7:25.0,,,66-71,2,T. Parker makes 2-pt shot from 1 ft (assist by L. Aldridge)
6:59.0,P. Tucker misses 3-pt shot from 23 ft,,66-71,,
6:58.0,,,66-71,,Defensive rebound by K. Anderson
6:52.0,,,66-71,,Turnover by D. Green (bad pass; steal by P. Tucker)
6:38.0,T. Warren misses 3-pt shot from 25 ft,,66-71,,
6:37.0,,,66-71,,Defensive rebound by D. Green
6:32.0,,,66-71,,Turnover by D. Green (bad pass; steal by D. Booker)
6:25.0,D. Booker makes 2-pt shot from 22 ft,2,68-71,,
6:24.0,,,68-71,,San Antonio full timeout
6:24.0,,,68-71,,M. Ginobili enters the game for D. Green
6:24.0,A. Len enters the game for T. Chandler,,68-71,,
6:24.0,B. Knight enters the game for E. Bledsoe,,68-71,,
6:03.0,,,68-71,,P. Gasol misses 3-pt shot from 25 ft
6:01.0,Defensive rebound by T. Warren,,68-71,,
5:54.0,B. Knight makes 2-pt shot from 1 ft,2,70-71,,
5:32.0,,,70-74,3,M. Ginobili makes 3-pt shot from 23 ft (assist by K. Anderson)
5:32.0,,,70-74,,Personal foul by P. Gasol (drawn by B. Knight)
5:32.0,E. Bledsoe enters the game for D. Booker,,70-74,,
5:32.0,,,70-74,,J. Simmons enters the game for K. Anderson
5:19.0,B. Knight makes 2-pt shot from 10 ft,2,72-74,,
5:19.0,Shooting foul by T. Parker (drawn by B. Knight),,72-74,,
5:19.0,B. Knight misses free throw 1 of 1,,72-74,,
5:19.0,,,72-74,,Defensive rebound by J. Simmons
5:19.0,,,72-74,,D. Lee enters the game for P. Gasol
5:19.0,,,72-74,,P. Mills enters the game for T. Parker
5:02.0,,,72-76,2,L. Aldridge makes 2-pt shot from 7 ft (assist by D. Lee)
4:51.0,A. Len misses 2-pt shot from 6 ft,,72-76,,
4:51.0,Offensive rebound by T. Warren,,72-76,,
4:51.0,Shooting foul by M. Ginobili,,72-76,,
4:51.0,T. Warren makes free throw 1 of 2,1,73-76,,
4:51.0,T. Warren makes free throw 2 of 2,1,74-76,,
4:35.0,,,74-76,,M. Ginobili misses 3-pt shot from 24 ft
4:35.0,Defensive rebound by T. Warren,,74-76,,
4:32.0,Offensive charge foul by T. Warren,,74-76,,
4:32.0,Turnover by T. Warren (offensive foul),,74-76,,
4:32.0,D. Bender enters the game for P. Tucker,,74-76,,
4:17.0,,,74-76,,M. Ginobili misses 2-pt shot from 14 ft
4:15.0,Defensive rebound by A. Len,,74-76,,
4:08.0,E. Bledsoe misses 3-pt shot from 26 ft,,74-76,,
4:07.0,,,74-76,,Defensive rebound by L. Aldridge
3:53.0,,,74-79,3,M. Ginobili makes 3-pt shot from 26 ft (assist by J. Simmons)
3:39.0,B. Knight misses 2-pt shot from 12 ft,,74-79,,
3:38.0,Offensive rebound by A. Len,,74-79,,
3:38.0,A. Len makes 2-pt shot from 1 ft,2,76-79,,
3:18.0,,,76-81,2,P. Mills makes 2-pt shot from 9 ft (assist by L. Aldridge)
3:04.0,Turnover by B. Knight (bad pass; steal by M. Ginobili),,76-81,,
3:00.0,,,76-83,2,M. Ginobili makes 2-pt shot at rim
2:48.0,T. Warren misses 2-pt shot from 9 ft,,76-83,,
2:46.0,,,76-83,,Defensive rebound by P. Mills
2:41.0,,,76-83,,P. Mills misses 3-pt shot from 25 ft
2:40.0,,,76-83,,Offensive rebound by M. Ginobili
2:25.0,,,76-83,,J. Simmons misses 2-pt shot from 2 ft
2:24.0,,,76-83,,Offensive rebound by D. Lee
2:24.0,,,76-83,,D. Lee misses 2-pt shot from 1 ft
2:23.0,Defensive rebound by D. Bender,,76-83,,
2:21.0,Turnover by E. Bledsoe (bad pass),,76-83,,
2:15.0,,,76-83,,Turnover by P. Mills (bad pass)
2:11.0,B. Knight misses 2-pt shot from 5 ft (block by M. Ginobili),,76-83,,
2:10.0,,,76-83,,Defensive rebound by M. Ginobili
1:51.0,,,76-83,,Shooting foul by A. Len (drawn by L. Aldridge)
1:51.0,,,76-84,1,L. Aldridge makes free throw 1 of 2
1:51.0,,,76-85,1,L. Aldridge makes free throw 2 of 2
1:51.0,D. Booker enters the game for B. Knight,,76-84,,
1:41.0,Shooting foul by M. Ginobili,,76-85,,
1:41.0,T. Warren makes free throw 1 of 2,1,77-85,,
1:41.0,T. Warren makes free throw 2 of 2,1,78-85,,
1:41.0,,,77-85,,D. Dedmon enters the game for L. Aldridge
1:22.0,,,78-85,,P. Mills misses 2-pt shot from 1 ft
1:21.0,Defensive rebound by A. Len,,78-85,,
1:14.0,A. Len makes 2-pt shot at rim (assist by D. Booker),2,80-85,,
0:57.0,,,80-85,,J. Simmons misses 2-pt shot from 3 ft
0:56.0,,,80-85,,Offensive rebound by P. Mills
0:52.0,,,80-85,,J. Simmons misses 3-pt shot from 24 ft
0:51.0,Defensive rebound by D. Bender,,80-85,,
0:45.0,Shooting foul by D. Dedmon (drawn by A. Len),,80-85,,
0:45.0,A. Len makes free throw 1 of 2,1,81-85,,
0:45.0,A. Len makes free throw 2 of 2,1,82-85,,
0:35.0,,,82-87,2,D. Lee makes 2-pt shot from 10 ft (assist by P. Mills)
0:27.0,E. Bledsoe misses 2-pt shot from 19 ft,,82-87,,
0:26.0,,,82-87,,Defensive rebound by M. Ginobili
0:12.0,Personal foul by D. Booker (drawn by M. Ginobili),,82-87,,
0:12.0,,,82-88,1,M. Ginobili makes free throw 1 of 2
0:12.0,,,82-89,1,M. Ginobili makes free throw 2 of 2
0:12.0,,,82-88,,D. Green enters the game for D. Lee
0:00.0,E. Bledsoe misses 3-pt shot from 37 ft,,82-89,,
0:00.0,Offensive rebound by Team,,82-89,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,T. Warren misses 2-pt shot from 3 ft (block by M. Ginobili),,82-89,,
11:43.0,,,82-89,,Defensive rebound by Team
11:43.0,,,82-89,,D. Green enters the game for M. Ginobili
11:22.0,,,82-91,2,D. Lee makes 2-pt shot from 12 ft
11:09.0,Turnover by B. Knight (lost ball),,82-91,,
10:53.0,,,82-91,,Turnover by P. Mills (bad pass)
10:45.0,L. Barbosa makes 2-pt shot from 1 ft (assist by D. Bender),2,84-91,,
10:32.0,,,84-91,,J. Simmons misses 2-pt shot from 18 ft
10:32.0,Defensive rebound by L. Barbosa,,84-91,,
10:20.0,T. Warren makes 3-pt shot from 23 ft (assist by B. Knight),3,87-91,,
10:20.0,,,87-91,,San Antonio full timeout
9:59.0,,,87-91,,Turnover by D. Lee (bad pass)
9:47.0,L. Barbosa misses 2-pt shot from 1 ft,,87-91,,
9:46.0,,,87-91,,Defensive rebound by D. Lee
9:36.0,Personal foul by L. Barbosa (drawn by D. Lee),,87-91,,
9:36.0,,,87-91,,T. Parker enters the game for P. Mills
9:22.0,,,87-91,,T. Parker misses 2-pt shot from 6 ft
9:22.0,,,87-91,,Offensive rebound by D. Dedmon
9:21.0,,,87-91,,Shooting foul by D. Bender (drawn by D. Dedmon)
9:21.0,,,87-91,,D. Dedmon misses free throw 1 of 2
9:21.0,,,87-91,,Offensive rebound by Team
9:21.0,,,87-92,1,D. Dedmon makes free throw 2 of 2
9:08.0,Turnover by L. Barbosa (bad pass; steal by D. Dedmon),,87-92,,
9:01.0,,,87-92,,Turnover by J. Simmons (bad pass; steal by L. Barbosa)
8:57.0,Turnover by T. Warren (bad pass),,87-92,,
8:57.0,,,87-92,,P. Gasol enters the game for D. Dedmon
8:46.0,Personal foul by L. Barbosa (drawn by D. Green),,87-92,,
8:39.0,,,87-94,2,P. Gasol makes 2-pt shot at rim (assist by D. Lee)
8:38.0,Phoenix full timeout,,87-94,,
8:38.0,T. Chandler enters the game for A. Len,,87-94,,
8:38.0,D. Booker enters the game for L. Barbosa,,87-94,,
8:27.0,D. Booker misses 2-pt shot from 18 ft,,87-94,,
8:26.0,,,87-94,,Defensive rebound by P. Gasol
8:13.0,,,87-94,,T. Parker misses 2-pt shot from 3 ft (block by B. Knight)
8:12.0,Defensive rebound by B. Knight,,87-94,,
8:01.0,T. Warren misses 2-pt shot from 18 ft,,87-94,,
8:00.0,,,87-94,,Defensive rebound by J. Simmons
7:51.0,,,87-94,,D. Green misses 3-pt shot from 26 ft
7:50.0,,,87-94,,Offensive rebound by D. Green
7:45.0,,,87-97,3,D. Green makes 3-pt shot from 25 ft
7:23.0,D. Bender makes 3-pt shot from 24 ft (assist by B. Knight),3,90-97,,
7:02.0,,,90-99,2,D. Lee makes 2-pt shot from 16 ft
6:40.0,D. Booker misses 2-pt shot from 1 ft,,90-99,,
6:39.0,,,90-99,,Defensive rebound by P. Gasol
6:31.0,Personal foul by D. Booker (drawn by P. Gasol),,90-99,,
6:31.0,E. Bledsoe enters the game for T. Warren,,90-99,,
6:23.0,,,90-101,2,T. Parker makes 2-pt shot from 1 ft
6:23.0,,,90-101,,Shooting foul by E. Bledsoe (drawn by T. Parker)
6:23.0,,,90-101,,T. Parker misses free throw 1 of 1
6:23.0,,,90-101,,L. Aldridge enters the game for D. Lee
6:23.0,,,90-101,,M. Ginobili enters the game for J. Simmons
6:21.0,Defensive rebound by D. Bender,,90-101,,
6:13.0,B. Knight misses 2-pt shot from 17 ft,,90-101,,
6:11.0,,,90-101,,Defensive rebound by P. Gasol
6:05.0,,,90-101,,T. Parker misses 2-pt shot from 2 ft
6:04.0,Defensive rebound by T. Chandler,,90-101,,
5:59.0,D. Booker misses 3-pt shot from 24 ft,,90-101,,
5:57.0,,,90-101,,Defensive rebound by L. Aldridge
5:42.0,,,90-101,,Turnover by P. Gasol (bad pass; steal by B. Knight)
5:32.0,D. Booker misses 3-pt shot from 24 ft,,90-101,,
5:31.0,,,90-101,,Defensive rebound by P. Gasol
5:11.0,,,90-103,2,L. Aldridge makes 2-pt shot from 1 ft
5:10.0,Phoenix full timeout,,90-103,,
5:10.0,T. Warren enters the game for B. Knight,,90-103,,
5:10.0,M. Chriss enters the game for D. Bender,,90-103,,
4:54.0,Shooting foul by L. Aldridge (drawn by M. Chriss),,90-103,,
4:54.0,M. Chriss makes free throw 1 of 2,1,91-103,,
4:54.0,M. Chriss misses free throw 2 of 2,,91-103,,
4:52.0,Offensive rebound by M. Chriss,,91-103,,
4:50.0,Turnover by M. Chriss (lost ball; steal by D. Green),,91-103,,
4:34.0,,,91-103,,L. Aldridge misses 2-pt shot from 2 ft
4:33.0,,,91-103,,Offensive rebound by D. Green
