time,Golden State,pts.away,score,pts.home,San Antonio
4:34.0,,,21-17,,Defensive rebound by D. Green
4:24.0,Personal foul by S. Curry (drawn by J. Simmons),,21-17,,
4:24.0,,,21-17,,D. Bertans enters the game for D. Green
4:13.0,Personal foul by D. Green (drawn by D. Lee),,21-17,,
4:10.0,,,21-17,,Shooting foul by S. Curry
4:10.0,,,21-18,1,P. Mills makes free throw 1 of 2
4:10.0,,,21-19,1,P. Mills makes free throw 2 of 2
4:10.0,I. Clark enters the game for S. Curry,,21-18,,
4:10.0,K. Durant enters the game for M. Barnes,,21-18,,
4:01.0,,,21-19,,Personal block foul by D. Lee (drawn by A. Iguodala)
3:52.0,Turnover by K. Durant (bad pass; steal by D. Bertans),,21-19,,
3:46.0,,,21-19,,D. Lee misses 2-pt shot from 1 ft
3:44.0,Defensive rebound by A. Iguodala,,21-19,,
3:39.0,A. Iguodala makes 2-pt shot from 1 ft,2,23-19,,
3:23.0,,,23-21,2,D. Lee makes 2-pt shot from 10 ft
3:10.0,Turnover by K. Durant (lost ball; steal by J. Simmons),,23-21,,
2:57.0,,,23-23,2,D. Lee makes 2-pt shot at rim (assist by M. Ginobili)
2:57.0,,,23-23,,Shooting foul by D. Green (drawn by D. Lee)
2:57.0,Golden State full timeout,,23-23,,
2:57.0,,,23-23,,J. Anthony misses free throw 1 of 1
2:57.0,,,23-23,,J. Anthony enters the game for D. Lee
2:57.0,S. Livingston enters the game for K. Thompson,,23-23,,
2:57.0,D. West enters the game for D. Green,,23-23,,
2:56.0,Defensive rebound by K. Durant,,23-23,,
2:39.0,K. Durant makes 2-pt shot from 11 ft,2,25-23,,
2:24.0,,,25-26,3,P. Mills makes 3-pt shot from 23 ft (assist by M. Ginobili)
2:08.0,K. Durant misses 2-pt shot from 15 ft,,25-26,,
2:06.0,,,25-26,,Defensive rebound by J. Anthony
2:01.0,Violation by D. West (kicked ball),,25-26,,
2:01.0,,,25-26,,P. Gasol enters the game for J. Anthony
2:01.0,,,25-26,,D. Green enters the game for J. Simmons
2:01.0,,,25-26,,D. Murray enters the game for P. Mills
1:57.0,Personal foul by I. Clark (drawn by D. Murray),,25-26,,
1:57.0,,,25-27,1,D. Murray makes free throw 1 of 2
1:57.0,,,25-27,,D. Murray misses free throw 2 of 2
1:56.0,,,25-27,,Offensive rebound by P. Gasol
1:56.0,,,25-29,2,P. Gasol makes 2-pt shot from 1 ft
1:35.0,Turnover by K. Durant (lost ball),,25-29,,
1:20.0,,,25-31,2,M. Ginobili makes 2-pt shot from 1 ft
1:02.0,K. Durant makes 2-pt shot from 18 ft,2,27-31,,
0:43.0,,,27-31,,P. Gasol misses 2-pt shot from 2 ft
0:43.0,Defensive rebound by K. Durant,,27-31,,
0:25.0,I. Clark misses 3-pt shot from 26 ft,,27-31,,
0:25.0,,,27-31,,Defensive rebound by D. Green
0:01.0,,,27-31,,Shooting foul by A. Iguodala (drawn by M. Ginobili)
0:01.0,,,27-32,1,M. Ginobili makes free throw 1 of 2
0:01.0,,,27-33,1,M. Ginobili makes free throw 2 of 2
0:00.0,I. Clark makes 2-pt shot from 1 ft (assist by D. West),2,29-33,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,,,29-35,2,M. Ginobili makes 2-pt shot from 1 ft
11:31.0,Turnover by D. Green (lost ball),,29-35,,
11:15.0,,,29-35,,Turnover by D. Bertans (bad pass; steal by S. Curry)
11:11.0,S. Curry misses 2-pt shot from 1 ft,,29-35,,
11:09.0,,,29-35,,Defensive rebound by D. Bertans
10:57.0,,,29-35,,Turnover by D. Murray (bad pass; steal by S. Curry)
10:38.0,K. Thompson makes 3-pt shot from 26 ft (assist by D. West),3,32-35,,
10:23.0,,,32-35,,Shooting foul by D. West (drawn by M. Ginobili)
10:23.0,,,32-35,,M. Ginobili misses free throw 1 of 2
10:23.0,,,32-35,,Offensive rebound by Team
10:23.0,,,32-35,,M. Ginobili misses free throw 2 of 2
10:22.0,Defensive rebound by D. West,,32-35,,
10:08.0,S. Curry misses 3-pt shot from 24 ft,,32-35,,
10:08.0,,,32-35,,Defensive rebound by K. Anderson
9:52.0,,,32-37,2,D. Murray makes 2-pt shot from 1 ft
9:44.0,Shooting foul by K. Anderson (drawn by D. Green),,32-37,,
9:44.0,D. Green makes 2-pt shot at rim,2,34-37,,
9:44.0,D. Green makes free throw 1 of 1,1,35-37,,
9:44.0,,,32-37,,P. Mills enters the game for D. Murray
9:44.0,,,32-37,,D. Green enters the game for M. Ginobili
9:44.0,J. McGee enters the game for D. West,,32-37,,
9:27.0,,,35-39,2,P. Gasol makes 2-pt shot at rim (assist by P. Mills)
9:10.0,S. Curry makes 2-pt shot from 1 ft,2,37-39,,
9:02.0,,,37-41,2,D. Green makes 2-pt shot from 1 ft (assist by K. Anderson)
9:01.0,Golden State full timeout,,37-41,,
9:01.0,K. Durant enters the game for A. Iguodala,,37-41,,
9:01.0,,,37-41,,L. Aldridge enters the game for D. Bertans
9:01.0,,,37-41,,J. Simmons enters the game for K. Anderson
8:53.0,Turnover by S. Curry (bad pass; steal by P. Mills),,37-41,,
8:49.0,,,37-41,,Turnover by P. Gasol (bad pass; steal by K. Durant)
8:44.0,K. Thompson misses 3-pt shot from 25 ft,,37-41,,
8:43.0,,,37-41,,Defensive rebound by P. Gasol
8:24.0,Personal foul by S. Curry (drawn by D. Green),,37-41,,
8:13.0,,,37-41,,P. Mills misses 2-pt shot from 5 ft (block by K. Durant)
8:12.0,Defensive rebound by K. Thompson,,37-41,,
7:59.0,Shooting foul by P. Gasol (drawn by J. McGee),,37-41,,
7:59.0,J. McGee makes free throw 1 of 2,1,38-41,,
7:59.0,J. McGee misses free throw 2 of 2,,38-41,,
7:57.0,,,38-41,,Defensive rebound by P. Gasol
7:44.0,,,38-41,,L. Aldridge misses 2-pt shot from 10 ft
7:43.0,Defensive rebound by K. Durant,,38-41,,
7:40.0,,,38-41,,Personal foul by J. Simmons (drawn by K. Durant)
7:32.0,K. Thompson makes 3-pt shot from 25 ft (assist by S. Curry),3,41-41,,
7:16.0,,,41-41,,J. Simmons misses 2-pt shot from 2 ft
7:15.0,Defensive rebound by D. Green,,41-41,,
7:09.0,J. McGee makes 2-pt shot at rim (assist by K. Durant),2,43-41,,
7:09.0,,,43-41,,San Antonio full timeout
7:09.0,,,43-41,,D. Bertans enters the game for P. Gasol
6:59.0,,,43-41,,D. Bertans misses 3-pt shot from 27 ft
6:57.0,,,43-41,,Offensive rebound by L. Aldridge
6:53.0,,,43-41,,P. Mills misses 3-pt shot from 24 ft
6:52.0,,,43-41,,Offensive rebound by D. Bertans
6:50.0,,,43-43,2,D. Bertans makes 2-pt shot at rim
6:38.0,J. McGee makes 2-pt shot from 2 ft (assist by D. Green),2,45-43,,
6:38.0,Shooting foul by D. Bertans (drawn by J. McGee),,45-43,,
6:38.0,J. McGee misses free throw 1 of 1,,45-43,,
6:38.0,S. Livingston enters the game for D. Green,,45-43,,
6:37.0,,,45-43,,Defensive rebound by L. Aldridge
6:20.0,,,45-45,2,J. Simmons makes 2-pt shot from 10 ft
6:10.0,K. Thompson makes 2-pt shot from 15 ft,2,47-45,,
6:01.0,,,47-45,,L. Aldridge misses 2-pt shot from 18 ft
6:01.0,,,47-45,,Offensive rebound by D. Green
5:56.0,,,47-45,,J. Simmons misses 3-pt shot from 25 ft
5:55.0,Defensive rebound by K. Durant,,47-45,,
5:48.0,K. Durant misses 2-pt shot from 1 ft,,47-45,,
5:47.0,,,47-45,,Defensive rebound by J. Simmons
5:40.0,,,47-45,,D. Green misses 3-pt shot from 25 ft
5:40.0,Defensive rebound by Team,,47-45,,
5:33.0,S. Curry misses 2-pt shot from 23 ft,,47-45,,
5:32.0,,,47-45,,Defensive rebound by P. Mills
5:26.0,,,47-45,,D. Green misses 3-pt shot from 24 ft
5:19.0,,,47-45,,Offensive rebound by D. Bertans
5:10.0,,,47-47,2,J. Simmons makes 2-pt shot from 18 ft
5:10.0,Golden State full timeout,,47-47,,
5:10.0,A. Iguodala enters the game for J. McGee,,47-47,,
5:10.0,D. Green enters the game for K. Thompson,,47-47,,
4:53.0,D. Green makes 2-pt shot from 1 ft,2,49-47,,
4:40.0,,,49-47,,J. Simmons misses 2-pt shot from 2 ft
4:39.0,Defensive rebound by S. Curry,,49-47,,
4:33.0,S. Curry misses 3-pt shot from 26 ft,,49-47,,
4:31.0,,,49-47,,Defensive rebound by D. Bertans
4:10.0,,,49-49,2,J. Simmons makes 2-pt shot from 9 ft
3:51.0,K. Durant makes 3-pt shot from 23 ft (assist by D. Green),3,52-49,,
3:42.0,,,52-49,,Offensive foul by D. Green
3:42.0,,,52-49,,Turnover by D. Green (offensive foul)
3:42.0,,,52-49,,M. Ginobili enters the game for D. Green
3:26.0,K. Durant makes 2-pt shot from 2 ft (assist by D. Green),2,54-49,,
3:04.0,,,54-49,,L. Aldridge misses 2-pt shot from 1 ft
3:04.0,Defensive rebound by Team,,54-49,,
2:54.0,S. Curry makes 2-pt shot from 14 ft,2,56-49,,
2:54.0,,,56-49,,San Antonio full timeout
2:54.0,Official timeout,,56-49,,
2:54.0,,,56-49,,K. Anderson enters the game for D. Bertans
2:54.0,K. Thompson enters the game for S. Livingston,,56-49,,
2:44.0,Personal foul by A. Iguodala (drawn by L. Aldridge),,56-49,,
2:29.0,,,56-49,,J. Simmons misses 3-pt shot from 26 ft
2:28.0,Defensive rebound by S. Curry,,56-49,,
2:21.0,S. Curry misses 2-pt shot at rim,,56-49,,
2:18.0,Offensive rebound by D. Green,,56-49,,
2:16.0,D. Green makes 2-pt shot from 2 ft,2,58-49,,
2:09.0,,,58-49,,L. Aldridge misses 2-pt shot from 19 ft
2:08.0,Defensive rebound by K. Thompson,,58-49,,
1:46.0,K. Durant makes 2-pt shot at rim (assist by A. Iguodala),2,60-49,,
1:33.0,,,60-49,,P. Mills misses 2-pt shot from 19 ft
1:32.0,Defensive rebound by K. Durant,,60-49,,
1:28.0,Shooting foul by K. Anderson (drawn by K. Durant),,60-49,,
1:28.0,K. Durant makes free throw 1 of 2,1,61-49,,
1:28.0,K. Durant misses free throw 2 of 2,,61-49,,
1:28.0,S. Livingston enters the game for S. Curry,,61-49,,
1:27.0,,,61-49,,Defensive rebound by K. Anderson
1:14.0,,,61-49,,Shooting foul by D. Green (drawn by M. Ginobili)
1:14.0,,,61-49,,M. Ginobili misses free throw 1 of 2
1:14.0,,,61-49,,Offensive rebound by Team
1:14.0,,,61-50,1,M. Ginobili makes free throw 2 of 2
1:14.0,D. West enters the game for D. Green,,61-49,,
1:14.0,,,61-49,,D. Green enters the game for P. Mills
1:02.0,Offensive charge foul by K. Durant,,61-50,,
1:02.0,Turnover by K. Durant (offensive foul),,61-50,,
0:46.0,,,61-50,,J. Simmons misses 2-pt shot from 18 ft
0:45.0,,,61-50,,Offensive rebound by L. Aldridge
0:45.0,,,61-52,2,L. Aldridge makes 2-pt shot from 1 ft
0:36.0,K. Durant misses 3-pt shot from 25 ft,,61-52,,
0:36.0,,,61-52,,Defensive rebound by M. Ginobili
0:26.0,,,61-55,3,M. Ginobili makes 3-pt shot from 24 ft (assist by K. Anderson)
0:11.0,D. West makes 3-pt shot from 23 ft (assist by S. Livingston),3,64-55,,
0:00.0,,,64-55,,L. Aldridge misses 2-pt shot from 15 ft
0:00.0,,,64-55,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,64-55,,D. Green misses 2-pt shot from 17 ft
11:41.0,Defensive rebound by D. Green,,64-55,,
11:37.0,D. Green makes 2-pt shot at rim,2,66-55,,
11:32.0,,,66-58,3,D. Green makes 3-pt shot from 25 ft
11:13.0,K. Thompson makes 3-pt shot from 23 ft (assist by S. Curry),3,69-58,,
10:54.0,,,69-60,2,L. Aldridge makes 2-pt shot from 17 ft (assist by P. Mills)
10:47.0,J. McGee misses 2-pt shot from 1 ft,,69-60,,
10:46.0,,,69-60,,Defensive rebound by K. Anderson
10:38.0,,,69-63,3,L. Aldridge makes 3-pt shot from 24 ft (assist by J. Simmons)
10:20.0,K. Thompson misses 2-pt shot at rim,,69-63,,
10:19.0,,,69-63,,Defensive rebound by K. Anderson
10:13.0,,,69-65,2,L. Aldridge makes 2-pt shot at rim (assist by J. Simmons)
10:13.0,Golden State full timeout,,69-65,,
10:13.0,P. McCaw enters the game for J. McGee,,69-65,,
9:52.0,S. Curry makes 2-pt shot from 12 ft,2,71-65,,
9:38.0,,,71-65,,Turnover by D. Green (bad pass; steal by K. Durant)
9:34.0,Shooting foul by D. Green (drawn by K. Durant),,71-65,,
9:34.0,K. Durant misses free throw 1 of 2,,71-65,,
9:34.0,Offensive rebound by Team,,71-65,,
9:34.0,K. Durant makes free throw 2 of 2,1,72-65,,
9:11.0,,,72-65,,D. Green misses 3-pt shot from 23 ft
9:10.0,,,72-65,,Offensive rebound by Team
9:07.0,,,72-67,2,J. Simmons makes 2-pt shot from 17 ft (assist by K. Anderson)
8:53.0,S. Curry misses 3-pt shot from 23 ft,,72-67,,
8:51.0,Offensive rebound by P. McCaw,,72-67,,
8:48.0,P. McCaw makes 2-pt shot from 2 ft,2,74-67,,
8:40.0,,,74-67,,L. Aldridge misses 2-pt shot from 19 ft
8:39.0,,,74-67,,Offensive rebound by K. Anderson
8:32.0,,,74-67,,D. Green misses 2-pt shot from 2 ft
8:31.0,,,74-67,,Offensive rebound by K. Anderson
8:27.0,,,74-69,2,K. Anderson makes 2-pt shot from 2 ft
8:15.0,K. Thompson misses 3-pt shot from 24 ft,,74-69,,
8:14.0,,,74-69,,Defensive rebound by L. Aldridge
8:07.0,,,74-71,2,J. Simmons makes 2-pt shot from 14 ft
7:44.0,K. Durant misses 2-pt shot from 15 ft,,74-71,,
7:44.0,,,74-71,,Defensive rebound by D. Green
7:35.0,Violation by D. Green (kicked ball),,74-71,,
7:29.0,,,74-71,,J. Simmons misses 2-pt shot from 3 ft (block by D. Green)
7:28.0,Defensive rebound by P. McCaw,,74-71,,
7:24.0,,,74-71,,Personal block foul by P. Mills
7:17.0,S. Curry makes 2-pt shot from 1 ft,2,76-71,,
6:58.0,,,76-71,,L. Aldridge misses 2-pt shot from 18 ft
6:56.0,Defensive rebound by K. Thompson,,76-71,,
6:49.0,Turnover by D. Green (bad pass),,76-71,,
6:30.0,,,76-71,,Turnover by K. Anderson (bad pass; steal by D. Green)
6:28.0,,,76-71,,Personal foul by K. Anderson (drawn by K. Durant)
6:28.0,,,76-71,,M. Ginobili enters the game for K. Anderson
6:22.0,Shooting foul by M. Ginobili (drawn by K. Durant),,76-71,,
6:22.0,K. Durant makes free throw 1 of 2,1,77-71,,
6:22.0,K. Durant makes free throw 2 of 2,1,78-71,,
6:13.0,,,78-73,2,M. Ginobili makes 2-pt shot at rim (assist by P. Mills)
6:00.0,S. Curry makes 2-pt shot from 18 ft,2,80-73,,
5:50.0,,,80-73,,P. Mills misses 3-pt shot from 26 ft
5:48.0,Defensive rebound by K. Thompson,,80-73,,
5:39.0,P. McCaw makes 2-pt shot from 7 ft (assist by K. Durant),2,82-73,,
5:39.0,,,82-73,,San Antonio full timeout
5:39.0,,,82-73,,D. Bertans enters the game for D. Green
5:22.0,,,82-73,,Turnover by L. Aldridge (lost ball; steal by P. McCaw)
5:15.0,Shooting foul by L. Aldridge (drawn by K. Durant),,82-73,,
5:15.0,K. Durant makes free throw 1 of 2,1,83-73,,
5:15.0,K. Durant makes free throw 2 of 2,1,84-73,,
4:59.0,,,84-73,,Shooting foul by D. Green (drawn by L. Aldridge)
4:59.0,,,84-74,1,L. Aldridge makes free throw 1 of 2
4:59.0,,,84-75,1,L. Aldridge makes free throw 2 of 2
4:59.0,D. West enters the game for D. Green,,84-74,,
4:43.0,K. Durant makes 2-pt shot from 1 ft (assist by D. West),2,86-75,,
4:43.0,Shooting foul by J. Simmons (drawn by K. Durant),,86-75,,
4:43.0,K. Durant makes free throw 1 of 1,1,87-75,,
4:43.0,,,86-75,,P. Gasol enters the game for L. Aldridge
4:43.0,,,86-75,,D. Murray enters the game for P. Mills
4:29.0,Personal block foul by D. West (drawn by M. Ginobili),,87-75,,
4:19.0,,,87-75,,J. Simmons misses 2-pt shot from 12 ft
4:19.0,Defensive rebound by D. West,,87-75,,
4:06.0,K. Durant makes 2-pt shot from 1 ft (assist by D. West),2,89-75,,
3:51.0,,,89-75,,Shooting foul by K. Thompson (drawn by D. Murray)
3:51.0,,,89-76,1,D. Murray makes free throw 1 of 2
3:51.0,,,89-76,,D. Murray misses free throw 2 of 2
3:48.0,,,89-76,,Offensive rebound by P. Gasol
3:48.0,,,89-76,,P. Gasol misses 2-pt shot from 2 ft
3:47.0,,,89-76,,Offensive rebound by P. Gasol
3:47.0,,,89-78,2,P. Gasol makes 2-pt shot from 1 ft
3:32.0,K. Durant makes 3-pt shot from 24 ft (assist by D. West),3,92-78,,
3:11.0,,,92-80,2,M. Ginobili makes 2-pt shot from 1 ft (assist by J. Simmons)
3:00.0,K. Durant makes 3-pt shot from 26 ft,3,95-80,,
3:00.0,Shooting foul by M. Ginobili (drawn by K. Durant),,95-80,,
3:00.0,K. Durant makes free throw 1 of 1,1,96-80,,
3:00.0,A. Iguodala enters the game for P. McCaw,,95-80,,
2:43.0,Personal foul by K. Durant (drawn by P. Gasol),,96-80,,
2:43.0,,,96-80,,D. Green enters the game for J. Simmons
2:36.0,,,96-80,,M. Ginobili misses 3-pt shot from 25 ft
2:35.0,Defensive rebound by A. Iguodala,,96-80,,
2:18.0,K. Durant makes 2-pt shot from 15 ft,2,98-80,,
2:09.0,,,98-80,,M. Ginobili misses 2-pt shot from 2 ft (block by D. West)
2:08.0,Defensive rebound by K. Durant,,98-80,,
2:03.0,A. Iguodala misses 3-pt shot from 31 ft,,98-80,,
2:01.0,Offensive rebound by S. Curry,,98-80,,
1:59.0,Turnover by K. Durant (lost ball; steal by M. Ginobili),,98-80,,
1:54.0,,,98-82,2,M. Ginobili makes 2-pt shot from 1 ft (assist by D. Green)
1:41.0,Turnover by D. West (bad pass),,98-82,,
1:28.0,,,98-84,2,D. Murray makes 2-pt shot from 1 ft
0:59.0,A. Iguodala misses 3-pt shot from 25 ft,,98-84,,
0:59.0,,,98-84,,Defensive rebound by D. Green
0:47.0,,,98-84,,Turnover by P. Gasol (bad pass; steal by S. Curry)
0:42.0,Turnover by S. Curry (bad pass),,98-84,,
0:36.0,,,98-84,,Shooting foul by K. Durant (drawn by M. Ginobili)
0:36.0,,,98-85,1,M. Ginobili makes free throw 1 of 2
0:36.0,,,98-86,1,M. Ginobili makes free throw 2 of 2
0:25.0,,,98-86,,Personal foul by M. Ginobili (drawn by S. Curry)
0:25.0,S. Curry makes free throw 1 of 2,1,99-86,,
0:25.0,S. Curry makes free throw 2 of 2,1,100-86,,
0:25.0,M. Barnes enters the game for K. Durant,,99-86,,
0:25.0,J. McAdoo enters the game for D. West,,99-86,,
0:06.0,,,100-86,,D. Murray misses 2-pt shot from 3 ft (block by J. McAdoo)
0:05.0,,,100-86,,Offensive rebound by P. Gasol
0:05.0,,,100-88,2,P. Gasol makes 2-pt shot from 1 ft
0:00.0,S. Curry misses 3-pt shot from 32 ft,,100-88,,
0:00.0,Offensive rebound by Team,,100-88,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,K. Thompson misses 2-pt shot from 21 ft,,100-88,,
11:36.0,,,100-88,,Defensive rebound by P. Gasol
11:28.0,,,100-90,2,D. Murray makes 2-pt shot from 2 ft
11:16.0,K. Thompson misses 2-pt shot from 8 ft,,100-90,,
11:15.0,Offensive rebound by K. Thompson,,100-90,,
11:10.0,K. Thompson makes 2-pt shot from 1 ft,2,102-90,,
11:01.0,,,102-90,,P. Gasol misses 2-pt shot from 16 ft
11:01.0,Defensive rebound by D. West,,102-90,,
10:47.0,D. Green misses 2-pt shot from 7 ft,,102-90,,
10:46.0,,,102-90,,Defensive rebound by D. Murray
10:40.0,,,102-92,2,P. Gasol makes 2-pt shot at rim (assist by P. Mills)
10:20.0,A. Iguodala misses 3-pt shot from 25 ft,,102-92,,
10:20.0,,,102-92,,Defensive rebound by P. Gasol
10:07.0,,,102-94,2,L. Aldridge makes 2-pt shot from 5 ft (assist by P. Gasol)
9:45.0,Shooting foul by P. Gasol (drawn by D. Green),,102-94,,
9:45.0,D. Green misses free throw 1 of 2,,102-94,,
9:45.0,Offensive rebound by Team,,102-94,,
9:45.0,D. Green makes free throw 2 of 2,1,103-94,,
9:45.0,K. Durant enters the game for A. Iguodala,,102-94,,
9:39.0,Personal foul by K. Thompson,,103-94,,
9:26.0,,,103-94,,Shooting foul by D. West (drawn by L. Aldridge)
9:26.0,,,103-95,1,L. Aldridge makes free throw 1 of 2
9:26.0,,,103-95,,L. Aldridge misses free throw 2 of 2
9:25.0,Defensive rebound by K. Durant,,103-95,,
9:19.0,K. Durant misses 2-pt shot from 7 ft,,103-95,,
9:16.0,,,103-95,,Defensive rebound by P. Gasol
9:09.0,,,103-95,,P. Gasol misses 3-pt shot from 25 ft
9:09.0,Defensive rebound by Team,,103-95,,
8:55.0,K. Thompson makes 2-pt shot from 16 ft,2,105-95,,
8:54.0,,,105-95,,San Antonio full timeout
8:33.0,,,105-95,,P. Gasol misses 2-pt shot from 12 ft
8:33.0,Defensive rebound by D. West,,105-95,,
8:26.0,D. West makes 2-pt shot from 1 ft (assist by K. Thompson),2,107-95,,
8:26.0,Shooting foul by P. Gasol (drawn by D. West),,107-95,,
8:26.0,D. West makes free throw 1 of 1,1,108-95,,
8:14.0,,,108-95,,P. Mills misses 3-pt shot from 26 ft
8:13.0,Defensive rebound by K. Durant,,108-95,,
8:09.0,,,108-95,,J. Simmons enters the game for D. Murray
7:51.0,D. West misses 2-pt shot at rim,,108-95,,
7:50.0,Offensive rebound by I. Clark,,108-95,,
7:44.0,I. Clark makes 3-pt shot from 23 ft (assist by K. Durant),3,111-95,,
7:29.0,,,111-95,,L. Aldridge misses 2-pt shot from 6 ft
7:26.0,,,111-95,,Offensive rebound by D. Green
7:24.0,,,111-95,,D. Green misses 2-pt shot at rim
7:23.0,Defensive rebound by I. Clark,,111-95,,
7:14.0,I. Clark makes 2-pt shot from 13 ft (assist by D. Green),2,113-95,,
6:55.0,,,113-95,,L. Aldridge misses 3-pt shot from 25 ft
6:55.0,Defensive rebound by K. Thompson,,113-95,,
6:46.0,K. Durant misses 2-pt shot from 18 ft,,113-95,,
6:44.0,,,113-95,,Defensive rebound by L. Aldridge
6:39.0,,,113-95,,San Antonio full timeout
6:39.0,,,113-95,,D. Dedmon enters the game for L. Aldridge
6:39.0,S. Livingston enters the game for K. Thompson,,113-95,,
6:39.0,S. Curry enters the game for D. West,,113-95,,
6:31.0,,,113-95,,Turnover by J. Simmons (bad pass)
6:16.0,Turnover by K. Durant (bad pass; steal by P. Mills),,113-95,,
6:09.0,,,113-97,2,P. Gasol makes 2-pt shot from 1 ft (assist by P. Mills)
