time,Miami,pts.away,score,pts.home,Toronto
6:04.0,J. Johnson misses 2-pt shot from 2 ft,,10-6,,
6:04.0,Offensive rebound by Team,,10-6,,
6:00.0,J. Johnson misses 3-pt shot from 23 ft,,10-6,,
6:00.0,,,10-6,,Defensive rebound by J. Valanciunas
5:48.0,,,10-8,2,D. DeRozan makes 2-pt shot at rim
5:42.0,Shooting foul by D. Carroll (drawn by G. Dragic),,10-8,,
5:42.0,G. Dragic makes free throw 1 of 2,1,11-8,,
5:42.0,G. Dragic makes free throw 2 of 2,1,12-8,,
5:27.0,,,12-8,,J. Valanciunas misses 2-pt shot from 20 ft
5:26.0,,,12-8,,Offensive rebound by S. Ibaka
5:17.0,,,12-10,2,D. DeRozan makes 2-pt shot from 3 ft
5:03.0,Turnover by W. Reed (offensive goaltending),,12-10,,
5:03.0,T. Johnson enters the game for G. Dragic,,12-10,,
4:52.0,,,12-12,2,K. Lowry makes 2-pt shot from 3 ft
4:52.0,,,12-12,,Shooting foul by R. McGruder (drawn by K. Lowry)
4:52.0,,,12-12,,K. Lowry misses free throw 1 of 1
4:50.0,Defensive rebound by J. Johnson,,12-12,,
4:35.0,J. Johnson misses 3-pt shot from 24 ft,,12-12,,
4:35.0,Offensive rebound by R. McGruder,,12-12,,
4:35.0,R. McGruder makes 2-pt shot from 1 ft,2,14-12,,
4:35.0,Shooting foul by K. Lowry (drawn by R. McGruder),,14-12,,
4:35.0,R. McGruder makes free throw 1 of 1,1,15-12,,
4:35.0,,,14-12,,C. Joseph enters the game for K. Lowry
4:20.0,,,15-14,2,D. DeRozan makes 2-pt shot from 11 ft (assist by C. Joseph)
4:03.0,T. Johnson misses 3-pt shot from 24 ft,,15-14,,
4:02.0,,,15-14,,Defensive rebound by J. Valanciunas
3:41.0,,,15-14,,D. DeRozan misses 2-pt shot from 16 ft
3:41.0,Defensive rebound by J. Johnson,,15-14,,
3:35.0,J. Johnson misses 2-pt shot from 3 ft (block by S. Ibaka),,15-14,,
3:34.0,Offensive rebound by J. Richardson,,15-14,,
3:32.0,Miami full timeout,,15-14,,
3:32.0,,,15-14,,P. Tucker enters the game for J. Valanciunas
3:32.0,,,15-14,,P. Patterson enters the game for D. Carroll
3:32.0,O. White enters the game for J. Johnson,,15-14,,
3:19.0,J. Richardson makes 2-pt shot from 15 ft (assist by W. Reed),2,17-14,,
3:04.0,,,17-16,2,C. Joseph makes 2-pt shot from 14 ft
2:42.0,R. McGruder misses 3-pt shot from 24 ft,,17-16,,
2:42.0,,,17-16,,Defensive rebound by D. DeRozan
2:36.0,,,17-18,2,D. DeRozan makes 2-pt shot at rim
2:11.0,J. Richardson misses 2-pt shot from 9 ft,,17-18,,
2:11.0,,,17-18,,Defensive rebound by S. Ibaka
1:56.0,Shooting block foul by T. Johnson (drawn by D. DeRozan),,17-18,,
1:56.0,,,17-19,1,D. DeRozan makes free throw 1 of 2
1:56.0,,,17-20,1,D. DeRozan makes free throw 2 of 2
1:56.0,G. Dragic enters the game for R. McGruder,,17-19,,
1:56.0,,,17-19,,J. Valanciunas enters the game for S. Ibaka
1:40.0,O. White misses 3-pt shot from 26 ft,,17-20,,
1:40.0,,,17-20,,Defensive rebound by J. Valanciunas
1:30.0,,,17-20,,P. Tucker misses 2-pt shot from 4 ft
1:30.0,Defensive rebound by W. Reed,,17-20,,
1:13.0,Turnover by O. White (palming),,17-20,,
1:00.0,,,17-22,2,D. DeRozan makes 2-pt shot from 17 ft
0:53.0,,,17-22,,Personal block foul by P. Patterson (drawn by G. Dragic)
0:53.0,G. Dragic makes free throw 1 of 2,1,18-22,,
0:53.0,G. Dragic makes free throw 2 of 2,1,19-22,,
0:30.0,,,19-24,2,D. DeRozan makes 2-pt shot from 14 ft
0:10.0,J. Richardson misses 2-pt shot from 7 ft,,19-24,,
0:09.0,Offensive rebound by W. Reed,,19-24,,
0:07.0,W. Reed misses 2-pt shot from 1 ft,,19-24,,
0:07.0,,,19-24,,Defensive rebound by Team
0:07.0,Loose ball foul by J. Richardson (drawn by D. DeRozan),,19-24,,
0:07.0,,,19-25,1,D. DeRozan makes free throw 1 of 2
0:07.0,,,19-26,1,D. DeRozan makes free throw 2 of 2
0:01.0,G. Dragic misses 2-pt shot from 4 ft (block by J. Valanciunas),,19-26,,
0:00.0,,,19-26,,Defensive rebound by J. Valanciunas
0:00.0,,,19-26,,J. Valanciunas misses 3-pt shot from 82 ft
0:00.0,,,19-26,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,19-28,2,C. Joseph makes 2-pt shot from 2 ft
11:28.0,Shooting foul by J. Valanciunas (drawn by J. Johnson),,19-28,,
11:28.0,J. Johnson misses free throw 1 of 2,,19-28,,
11:28.0,Offensive rebound by Team,,19-28,,
11:28.0,J. Johnson misses free throw 2 of 2,,19-28,,
11:27.0,,,19-28,,Defensive rebound by J. Valanciunas
11:11.0,,,19-30,2,J. Valanciunas makes 2-pt shot from 4 ft (assist by K. Lowry)
10:57.0,T. Johnson misses 2-pt shot from 14 ft,,19-30,,
10:56.0,,,19-30,,Defensive rebound by K. Lowry
10:42.0,,,19-30,,P. Patterson misses 2-pt shot from 6 ft (block by J. Johnson)
10:41.0,Defensive rebound by T. Johnson,,19-30,,
10:37.0,Turnover by T. Johnson (lost ball; steal by C. Joseph),,19-30,,
10:30.0,,,19-30,,P. Patterson misses 3-pt shot from 25 ft
10:29.0,Defensive rebound by J. Johnson,,19-30,,
10:23.0,J. Johnson misses 2-pt shot from 4 ft,,19-30,,
10:23.0,,,19-30,,Defensive rebound by J. Valanciunas
10:09.0,,,19-30,,C. Joseph misses 2-pt shot from 6 ft
10:09.0,,,19-30,,Offensive rebound by C. Joseph
10:05.0,,,19-30,,Turnover by C. Joseph (bad pass; steal by J. Johnson)
10:00.0,G. Dragic makes 2-pt shot from 22 ft (assist by J. Johnson),2,21-30,,
9:38.0,,,21-30,,Turnover by C. Joseph (bad pass)
9:21.0,W. Ellington makes 3-pt shot from 26 ft (assist by J. Johnson),3,24-30,,
8:59.0,,,24-30,,P. Tucker misses 2-pt shot from 6 ft
8:59.0,Defensive rebound by J. Johnson,,24-30,,
8:59.0,Turnover by J. Johnson (lost ball; steal by P. Tucker),,24-30,,
8:55.0,,,24-33,3,C. Joseph makes 3-pt shot from 26 ft (assist by P. Patterson)
8:37.0,Turnover by G. Dragic (bad pass; steal by C. Joseph),,24-33,,
8:34.0,,,24-33,,Shooting foul by T. Johnson (drawn by C. Joseph)
8:34.0,Official timeout,,24-33,,
8:34.0,,,24-34,1,C. Joseph makes free throw 1 of 2
8:34.0,,,24-35,1,C. Joseph makes free throw 2 of 2
8:34.0,,,24-33,,S. Ibaka enters the game for J. Valanciunas
8:22.0,,,24-35,,Violation by P. Patterson (kicked ball)
8:22.0,R. McGruder enters the game for T. Johnson,,24-35,,
8:15.0,,,24-35,,Personal foul by C. Joseph (drawn by G. Dragic)
8:02.0,G. Dragic misses 2-pt shot from 8 ft,,24-35,,
8:02.0,Offensive rebound by G. Dragic,,24-35,,
7:57.0,G. Dragic misses 2-pt shot from 4 ft,,24-35,,
7:57.0,Offensive rebound by H. Whiteside,,24-35,,
7:56.0,H. Whiteside misses 2-pt shot from 2 ft,,24-35,,
7:55.0,,,24-35,,Defensive rebound by S. Ibaka
7:47.0,,,24-37,2,C. Joseph makes 2-pt shot from 12 ft
7:36.0,Turnover by R. McGruder (bad pass),,24-37,,
7:36.0,,,24-37,,Toronto full timeout
7:31.0,,,24-37,,S. Ibaka misses 3-pt shot from 24 ft
7:30.0,,,24-37,,Offensive rebound by K. Lowry
7:15.0,,,24-37,,Turnover by K. Lowry (bad pass; steal by W. Ellington)
7:04.0,Offensive foul by H. Whiteside,,24-37,,
7:04.0,Turnover by H. Whiteside (offensive foul),,24-37,,
7:04.0,,,24-37,,D. DeRozan enters the game for C. Joseph
7:04.0,O. White enters the game for H. Whiteside,,24-37,,
7:04.0,J. Richardson enters the game for W. Ellington,,24-37,,
6:52.0,,,24-39,2,S. Ibaka makes 2-pt shot from 12 ft (assist by K. Lowry)
6:44.0,Miami full timeout,,24-39,,
6:44.0,T. Johnson enters the game for G. Dragic,,24-39,,
6:32.0,J. Richardson misses 3-pt shot from 25 ft,,24-39,,
6:32.0,Offensive rebound by Team,,24-39,,
6:32.0,,,24-39,,Loose ball foul by P. Tucker
6:17.0,R. McGruder misses 3-pt shot from 26 ft,,24-39,,
6:17.0,Offensive rebound by J. Richardson,,24-39,,
6:03.0,Turnover by R. McGruder (step out of bounds),,24-39,,
5:45.0,,,24-41,2,D. DeRozan makes 2-pt shot from 19 ft
5:45.0,,,24-41,,Shooting foul by J. Richardson (drawn by D. DeRozan)
5:45.0,,,24-42,1,D. DeRozan makes free throw 1 of 1
5:30.0,T. Johnson makes 2-pt shot from 5 ft,2,26-42,,
5:18.0,,,26-42,,P. Patterson misses 2-pt shot from 4 ft
5:18.0,Defensive rebound by R. McGruder,,26-42,,
5:11.0,,,26-42,,Violation by S. Ibaka (def goaltending)
5:11.0,J. Johnson makes 2-pt shot from 2 ft,2,28-42,,
4:56.0,,,28-42,,D. DeRozan misses 2-pt shot from 3 ft
4:56.0,,,28-42,,Offensive rebound by S. Ibaka
4:52.0,,,28-42,,S. Ibaka misses 2-pt shot from 4 ft
4:52.0,Defensive rebound by J. Johnson,,28-42,,
4:41.0,J. Johnson makes 2-pt shot from 2 ft (assist by T. Johnson),2,30-42,,
4:38.0,,,30-42,,Toronto full timeout
4:38.0,,,30-42,,D. Carroll enters the game for P. Patterson
4:38.0,,,30-42,,D. Wright enters the game for P. Tucker
4:36.0,,,30-42,,Turnover by D. Carroll (bad pass; steal by O. White)
4:32.0,T. Johnson misses 3-pt shot from 24 ft,,30-42,,
4:31.0,Offensive rebound by R. McGruder,,30-42,,
4:29.0,R. McGruder makes 2-pt shot from 2 ft,2,32-42,,
4:10.0,,,32-44,2,D. DeRozan makes 2-pt shot from 20 ft (assist by D. Wright)
3:54.0,J. Richardson misses 2-pt shot from 2 ft,,32-44,,
3:54.0,,,32-44,,Defensive rebound by Team
3:54.0,Loose ball foul by O. White (drawn by K. Lowry),,32-44,,
3:54.0,W. Reed enters the game for J. Johnson,,32-44,,
3:43.0,,,32-44,,D. DeRozan misses 2-pt shot from 6 ft
3:42.0,Defensive rebound by R. McGruder,,32-44,,
3:32.0,R. McGruder makes 2-pt shot from 9 ft,2,34-44,,
3:18.0,,,34-44,,Shooting foul by T. Johnson (drawn by D. Wright)
3:18.0,,,34-45,1,D. Wright makes free throw 1 of 2
3:18.0,,,34-46,1,D. Wright makes free throw 2 of 2
3:18.0,,,34-45,,C. Joseph enters the game for K. Lowry
3:18.0,G. Dragic enters the game for T. Johnson,,34-45,,
3:18.0,,,34-45,,J. Valanciunas enters the game for S. Ibaka
2:53.0,R. McGruder makes 2-pt shot from 4 ft,2,36-46,,
2:34.0,,,36-46,,C. Joseph misses 2-pt shot from 8 ft
2:34.0,Defensive rebound by Team,,36-46,,
2:19.0,Shooting foul by J. Valanciunas (drawn by W. Reed),,36-46,,
2:19.0,W. Reed misses free throw 1 of 2,,36-46,,
2:19.0,Offensive rebound by Team,,36-46,,
2:19.0,W. Reed misses free throw 2 of 2,,36-46,,
2:19.0,,,36-46,,Defensive rebound by D. DeRozan
2:19.0,J. Johnson enters the game for O. White,,36-46,,
2:06.0,,,36-49,3,D. Carroll makes 3-pt shot from 25 ft (assist by C. Joseph)
1:45.0,G. Dragic misses 3-pt shot from 27 ft,,36-49,,
1:45.0,Offensive rebound by W. Reed,,36-49,,
1:40.0,J. Richardson misses 3-pt shot from 25 ft,,36-49,,
1:40.0,,,36-49,,Defensive rebound by C. Joseph
1:33.0,,,36-49,,D. DeRozan misses 2-pt shot from 3 ft
1:33.0,Defensive rebound by W. Reed,,36-49,,
1:28.0,Shooting foul by J. Valanciunas (drawn by J. Johnson),,36-49,,
1:28.0,J. Johnson makes free throw 1 of 2,1,37-49,,
1:28.0,J. Johnson makes free throw 2 of 2,1,38-49,,
1:28.0,,,37-49,,S. Ibaka enters the game for J. Valanciunas
1:28.0,W. Ellington enters the game for J. Richardson,,37-49,,
1:28.0,O. White enters the game for W. Reed,,37-49,,
1:13.0,,,38-51,2,D. DeRozan makes 2-pt shot from 10 ft
0:59.0,J. Johnson makes 3-pt shot from 26 ft (assist by W. Ellington),3,41-51,,
0:47.0,,,41-51,,Offensive foul by S. Ibaka
0:47.0,,,41-51,,Turnover by S. Ibaka (offensive foul)
0:34.0,J. Johnson misses 3-pt shot from 24 ft,,41-51,,
0:34.0,,,41-51,,Defensive rebound by S. Ibaka
0:13.0,,,41-51,,D. DeRozan misses 2-pt shot from 5 ft
0:12.0,,,41-51,,Offensive rebound by D. DeRozan
0:12.0,,,41-53,2,D. DeRozan makes 2-pt shot from 5 ft
0:01.0,G. Dragic makes 2-pt shot from 4 ft,2,43-53,,
0:00.0,,,43-53,,D. DeRozan misses 3-pt shot from 50 ft
0:00.0,,,43-53,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,43-53,,D. DeRozan misses 2-pt shot from 13 ft
11:46.0,Defensive rebound by H. Whiteside,,43-53,,
11:31.0,H. Whiteside misses 2-pt shot from 5 ft,,43-53,,
11:30.0,Offensive rebound by H. Whiteside,,43-53,,
11:30.0,Shooting foul by K. Lowry (drawn by H. Whiteside),,43-53,,
11:30.0,H. Whiteside misses free throw 1 of 2,,43-53,,
11:30.0,Offensive rebound by Team,,43-53,,
11:30.0,H. Whiteside misses free throw 2 of 2,,43-53,,
11:29.0,,,43-53,,Defensive rebound by S. Ibaka
11:13.0,,,43-53,,Turnover by D. DeRozan (lost ball)
10:51.0,R. McGruder misses 2-pt shot from 6 ft,,43-53,,
10:50.0,,,43-53,,Defensive rebound by K. Lowry
10:28.0,,,43-53,,K. Lowry misses 3-pt shot from 25 ft
10:28.0,Defensive rebound by H. Whiteside,,43-53,,
10:13.0,H. Whiteside misses 2-pt shot from 3 ft,,43-53,,
10:13.0,,,43-53,,Defensive rebound by D. DeRozan
10:04.0,,,43-53,,Turnover by D. DeRozan (bad pass)
9:53.0,J. Johnson makes 2-pt shot from 2 ft,2,45-53,,
9:43.0,,,45-55,2,K. Lowry makes 2-pt shot from 2 ft
9:30.0,Turnover by J. Johnson (bad pass; steal by D. DeRozan),,45-55,,
9:21.0,,,45-55,,D. DeRozan misses 2-pt shot from 1 ft
9:21.0,,,45-55,,Offensive rebound by J. Valanciunas
9:20.0,,,45-57,2,J. Valanciunas makes 2-pt shot at rim
9:20.0,Miami full timeout,,45-57,,
9:16.0,J. Johnson makes 2-pt shot at rim,2,47-57,,
9:00.0,,,47-57,,K. Lowry misses 3-pt shot from 25 ft
9:00.0,Defensive rebound by Team,,47-57,,
8:54.0,H. Whiteside misses 2-pt shot from 4 ft,,47-57,,
8:54.0,,,47-57,,Defensive rebound by D. Carroll
8:46.0,,,47-57,,D. Carroll misses 3-pt shot from 26 ft
8:46.0,Defensive rebound by Team,,47-57,,
8:23.0,J. Richardson misses 2-pt shot from 5 ft,,47-57,,
8:23.0,,,47-57,,Defensive rebound by Team
8:10.0,,,47-59,2,K. Lowry makes 2-pt shot from 20 ft
7:45.0,R. McGruder misses 2-pt shot from 3 ft,,47-59,,
7:44.0,,,47-59,,Defensive rebound by Team
7:34.0,,,47-62,3,S. Ibaka makes 3-pt shot from 27 ft (assist by K. Lowry)
7:21.0,Turnover by J. Richardson (bad pass; steal by D. Carroll),,47-62,,
7:19.0,,,47-62,,Shooting foul by G. Dragic (drawn by D. Carroll)
7:19.0,,,47-62,,D. Carroll misses free throw 1 of 2
7:19.0,,,47-62,,Offensive rebound by Team
7:19.0,,,47-63,1,D. Carroll makes free throw 2 of 2
7:03.0,Turnover by H. Whiteside (lost ball; steal by K. Lowry),,47-63,,
6:59.0,,,47-63,,K. Lowry misses 3-pt shot from 26 ft
6:58.0,Defensive rebound by R. McGruder,,47-63,,
6:43.0,J. Johnson makes 2-pt shot from 4 ft (assist by H. Whiteside),2,49-63,,
6:32.0,,,49-63,,Turnover by D. DeRozan (bad pass)
6:18.0,H. Whiteside misses 2-pt shot from 6 ft,,49-63,,
6:17.0,,,49-63,,Defensive rebound by S. Ibaka
5:53.0,,,49-63,,K. Lowry misses 2-pt shot from 8 ft (block by J. Johnson)
5:53.0,,,49-63,,Offensive rebound by Team
5:53.0,,,49-63,,Turnover by Team (shot clock)
5:53.0,T. Johnson enters the game for G. Dragic,,49-63,,
5:40.0,H. Whiteside makes 2-pt shot from 2 ft (assist by R. McGruder),2,51-63,,
5:40.0,Shooting foul by D. DeRozan (drawn by H. Whiteside),,51-63,,
5:40.0,H. Whiteside makes free throw 1 of 1,1,52-63,,
5:24.0,,,52-65,2,D. DeRozan makes 2-pt shot from 5 ft
5:01.0,H. Whiteside makes 2-pt shot from 4 ft,2,54-65,,
4:49.0,Personal foul by J. Richardson (drawn by D. DeRozan),,54-65,,
4:49.0,O. White enters the game for J. Johnson,,54-65,,
4:40.0,,,54-65,,S. Ibaka misses 2-pt shot from 11 ft
4:40.0,Defensive rebound by O. White,,54-65,,
4:31.0,O. White misses 2-pt shot from 6 ft (block by J. Valanciunas),,54-65,,
4:30.0,,,54-65,,Defensive rebound by K. Lowry
4:19.0,,,54-65,,K. Lowry misses 2-pt shot from 4 ft
4:19.0,Defensive rebound by T. Johnson,,54-65,,
4:11.0,,,54-65,,Personal foul by D. Carroll (drawn by T. Johnson)
4:11.0,,,54-65,,P. Tucker enters the game for J. Valanciunas
4:11.0,,,54-65,,C. Joseph enters the game for K. Lowry
4:01.0,T. Johnson misses 2-pt shot from 4 ft,,54-65,,
4:00.0,,,54-65,,Defensive rebound by P. Tucker
3:43.0,,,54-65,,D. DeRozan misses 2-pt shot from 6 ft
3:43.0,Defensive rebound by Team,,54-65,,
3:43.0,,,54-65,,Loose ball foul by S. Ibaka (drawn by O. White)
3:29.0,Shooting foul by S. Ibaka (drawn by H. Whiteside),,54-65,,
3:29.0,H. Whiteside makes free throw 1 of 2,1,55-65,,
3:29.0,H. Whiteside makes free throw 2 of 2,1,56-65,,
3:29.0,W. Ellington enters the game for R. McGruder,,55-65,,
3:29.0,,,55-65,,J. Poeltl enters the game for S. Ibaka
3:16.0,,,56-67,2,D. DeRozan makes 2-pt shot from 20 ft (assist by C. Joseph)
2:54.0,O. White misses 3-pt shot from 24 ft,,56-67,,
2:54.0,,,56-67,,Defensive rebound by D. DeRozan
2:47.0,,,56-67,,D. DeRozan misses 2-pt shot from 15 ft
2:46.0,Defensive rebound by T. Johnson,,56-67,,
2:45.0,,,56-67,,Personal foul by J. Poeltl (drawn by T. Johnson)
2:45.0,,,56-67,,Toronto full timeout
2:45.0,T. Johnson makes free throw 1 of 2,1,57-67,,
2:45.0,T. Johnson makes free throw 2 of 2,1,58-67,,
2:45.0,,,56-67,,P. Patterson enters the game for D. Carroll
2:29.0,,,58-67,,D. DeRozan misses 2-pt shot from 7 ft
2:28.0,Defensive rebound by Team,,58-67,,
2:07.0,J. Richardson makes 3-pt shot from 25 ft (assist by H. Whiteside),3,61-67,,
1:45.0,,,61-67,,D. DeRozan misses 2-pt shot from 19 ft (block by J. Richardson)
1:44.0,Defensive rebound by H. Whiteside,,61-67,,
1:38.0,J. Richardson makes 2-pt shot from 1 ft,2,63-67,,
1:07.0,,,63-67,,C. Joseph misses 2-pt shot from 10 ft
1:07.0,,,63-67,,Offensive rebound by J. Poeltl
1:02.0,,,63-70,3,C. Joseph makes 3-pt shot from 26 ft (assist by P. Patterson)
0:36.0,H. Whiteside misses 2-pt shot from 11 ft,,63-70,,
0:35.0,,,63-70,,Defensive rebound by P. Tucker
0:14.0,,,63-70,,D. DeRozan misses 2-pt shot from 23 ft
0:12.0,Defensive rebound by Team,,63-70,,
0:03.0,,,63-70,,Shooting block foul by J. Poeltl (drawn by T. Johnson)
0:03.0,T. Johnson makes free throw 1 of 2,1,64-70,,
0:03.0,T. Johnson makes free throw 2 of 2,1,65-70,,
0:03.0,R. McGruder enters the game for J. Richardson,,64-70,,
0:03.0,J. Johnson enters the game for H. Whiteside,,64-70,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,Turnover by J. Johnson (traveling),,65-70,,
11:26.0,,,65-72,2,J. Valanciunas makes 2-pt shot from 2 ft (assist by K. Lowry)
11:11.0,T. Johnson misses 2-pt shot from 13 ft,,65-72,,
11:10.0,Offensive rebound by H. Whiteside,,65-72,,
11:08.0,H. Whiteside misses 2-pt shot from 7 ft,,65-72,,
11:07.0,,,65-72,,Defensive rebound by P. Tucker
10:51.0,,,65-72,,C. Joseph misses 2-pt shot from 12 ft
10:51.0,Defensive rebound by T. Johnson,,65-72,,
10:44.0,G. Dragic misses 2-pt shot from 3 ft,,65-72,,
10:44.0,,,65-72,,Defensive rebound by Team
10:44.0,Loose ball foul by H. Whiteside (drawn by C. Joseph),,65-72,,
10:44.0,W. Reed enters the game for H. Whiteside,,65-72,,
10:30.0,,,65-72,,P. Patterson misses 3-pt shot from 26 ft
10:30.0,,,65-72,,Offensive rebound by J. Valanciunas
10:28.0,,,65-74,2,J. Valanciunas makes 2-pt shot from 2 ft
10:06.0,G. Dragic makes 2-pt shot from 5 ft,2,67-74,,
9:52.0,,,67-74,,K. Lowry misses 2-pt shot from 11 ft
9:51.0,Defensive rebound by W. Reed,,67-74,,
9:31.0,J. Johnson misses 2-pt shot from 15 ft,,67-74,,
9:31.0,Offensive rebound by W. Reed,,67-74,,
9:28.0,W. Reed makes 2-pt shot from 2 ft,2,69-74,,
9:09.0,,,69-74,,Shooting foul by W. Reed (drawn by K. Lowry)
9:09.0,,,69-74,,K. Lowry misses free throw 1 of 2
9:09.0,,,69-74,,Offensive rebound by Team
9:09.0,,,69-75,1,K. Lowry makes free throw 2 of 2
8:56.0,G. Dragic makes 2-pt shot from 6 ft,2,71-75,,
8:43.0,,,71-78,3,K. Lowry makes 3-pt shot from 27 ft
8:25.0,W. Ellington makes 3-pt shot from 26 ft (assist by G. Dragic),3,74-78,,
8:09.0,,,74-78,,K. Lowry misses 2-pt shot from 4 ft (block by T. Johnson)
8:08.0,Defensive rebound by W. Ellington,,74-78,,
8:05.0,Turnover by G. Dragic (lost ball; steal by C. Joseph),,74-78,,
7:51.0,,,74-78,,C. Joseph misses 2-pt shot from 7 ft
7:50.0,,,74-78,,Offensive rebound by C. Joseph
7:45.0,,,74-78,,Shooting foul by W. Reed (drawn by J. Valanciunas)
7:45.0,Official timeout,,74-78,,
7:45.0,,,74-79,1,J. Valanciunas makes free throw 1 of 2
7:45.0,,,74-79,,J. Valanciunas misses free throw 2 of 2
7:43.0,Defensive rebound by T. Johnson,,74-79,,
7:27.0,Offensive foul by W. Reed,,74-79,,
7:27.0,Turnover by W. Reed (offensive foul),,74-79,,
7:11.0,,,74-79,,J. Valanciunas misses 2-pt shot from 4 ft
7:11.0,Defensive rebound by W. Reed,,74-79,,
7:00.0,W. Ellington makes 3-pt shot from 26 ft (assist by J. Johnson),3,77-79,,
6:48.0,,,77-79,,Turnover by K. Lowry (bad pass; steal by J. Johnson)
6:45.0,Shooting foul by P. Patterson (drawn by J. Johnson),,77-79,,
6:45.0,J. Johnson makes free throw 1 of 2,1,78-79,,
6:45.0,J. Johnson misses free throw 2 of 2,,78-79,,
6:45.0,,,78-79,,Defensive rebound by K. Lowry
6:45.0,,,78-79,,D. DeRozan enters the game for C. Joseph
6:45.0,,,78-79,,S. Ibaka enters the game for J. Valanciunas
6:45.0,J. Richardson enters the game for T. Johnson,,78-79,,
6:25.0,,,78-82,3,P. Patterson makes 3-pt shot from 25 ft (assist by K. Lowry)
6:05.0,G. Dragic misses 3-pt shot from 25 ft,,78-82,,
