time,Chicago,pts.away,score,pts.home,Indiana
6:31.0,,,8-20,,Offensive rebound by T. Young
6:26.0,,,8-22,2,M. Turner makes 2-pt shot from 3 ft (assist by T. Young)
6:09.0,,,8-22,,Personal foul by G. Robinson (drawn by N. Mirotic)
6:09.0,D. McDermott enters the game for D. Wade,,8-22,,
5:54.0,J. Butler makes 2-pt shot from 5 ft,2,10-22,,
5:44.0,,,10-22,,T. Young misses 2-pt shot from 3 ft
5:44.0,Defensive rebound by Team,,10-22,,
5:28.0,J. Butler misses 3-pt shot from 26 ft,,10-22,,
5:27.0,,,10-22,,Defensive rebound by T. Young
5:05.0,,,10-22,,J. Teague misses 2-pt shot from 8 ft
5:05.0,,,10-22,,Offensive rebound by Team
5:05.0,Loose ball foul by R. Rondo (drawn by T. Young),,10-22,,
5:05.0,,,10-22,,C. Miles enters the game for G. Robinson
5:05.0,M. Carter-Williams enters the game for R. Rondo,,10-22,,
4:53.0,,,10-22,,Turnover by P. George (lost ball)
4:41.0,N. Mirotic misses 3-pt shot from 26 ft,,10-22,,
4:40.0,,,10-22,,Defensive rebound by C. Miles
4:30.0,,,10-22,,M. Turner misses 2-pt shot from 4 ft
4:28.0,Defensive rebound by D. McDermott,,10-22,,
4:20.0,Turnover by J. Butler (lost ball),,10-22,,
4:20.0,,,10-22,,K. Seraphin enters the game for T. Young
4:04.0,,,10-24,2,C. Miles makes 2-pt shot from 20 ft (assist by J. Teague)
3:49.0,N. Mirotic misses 2-pt shot from 10 ft (block by K. Seraphin),,10-24,,
3:48.0,,,10-24,,Defensive rebound by J. Teague
3:41.0,,,10-24,,J. Teague misses 2-pt shot from 2 ft
3:41.0,Defensive rebound by J. Butler,,10-24,,
3:37.0,N. Mirotic makes 2-pt shot from 3 ft (assist by J. Butler),2,12-24,,
3:37.0,,,12-24,,Indiana full timeout
3:37.0,C. Felicio enters the game for T. Gibson,,12-24,,
3:21.0,,,12-24,,J. Teague misses 2-pt shot from 5 ft (block by N. Mirotic)
3:21.0,Defensive rebound by M. Carter-Williams,,12-24,,
3:14.0,Turnover by M. Carter-Williams (bad pass; steal by P. George),,12-24,,
3:09.0,,,12-26,2,P. George makes 2-pt shot from 4 ft
2:50.0,M. Carter-Williams misses 3-pt shot from 27 ft,,12-26,,
2:50.0,,,12-26,,Defensive rebound by Team
2:34.0,,,12-26,,M. Turner misses 2-pt shot from 11 ft
2:33.0,Defensive rebound by N. Mirotic,,12-26,,
2:20.0,N. Mirotic misses 3-pt shot from 24 ft,,12-26,,
2:19.0,,,12-26,,Defensive rebound by P. George
2:10.0,,,12-26,,K. Seraphin misses 2-pt shot from 11 ft
2:09.0,Defensive rebound by C. Felicio,,12-26,,
1:58.0,J. Butler misses 2-pt shot from 18 ft,,12-26,,
1:57.0,Offensive rebound by C. Felicio,,12-26,,
1:53.0,D. McDermott makes 3-pt shot from 26 ft (assist by C. Felicio),3,15-26,,
1:38.0,,,15-26,,Turnover by P. George (lost ball; steal by J. Butler)
1:33.0,J. Butler makes 2-pt shot from 3 ft (assist by C. Felicio),2,17-26,,
1:19.0,,,17-26,,A. Jefferson enters the game for M. Turner
1:19.0,,,17-26,,M. Ellis enters the game for P. George
1:07.0,,,17-26,,A. Jefferson misses 2-pt shot from 5 ft
1:07.0,Defensive rebound by N. Mirotic,,17-26,,
0:54.0,D. McDermott makes 2-pt shot from 22 ft,2,19-26,,
0:33.0,,,19-26,,C. Miles misses 2-pt shot from 19 ft
0:32.0,Defensive rebound by J. Butler,,19-26,,
0:19.0,M. Carter-Williams makes 3-pt shot from 26 ft (assist by D. McDermott),3,22-26,,
0:01.0,,,22-26,,J. Teague misses 2-pt shot from 11 ft
0:01.0,,,22-26,,Offensive rebound by K. Seraphin
0:01.0,,,22-28,2,K. Seraphin makes 2-pt shot from 1 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,,,22-28,,Shooting foul by C. Felicio (drawn by A. Jefferson)
11:44.0,,,22-29,1,A. Jefferson makes free throw 1 of 2
11:44.0,,,22-30,1,A. Jefferson makes free throw 2 of 2
11:28.0,D. McDermott makes 3-pt shot from 24 ft (assist by D. Wade),3,25-30,,
11:13.0,,,25-30,,C. Miles misses 2-pt shot from 22 ft
11:13.0,Defensive rebound by C. Felicio,,25-30,,
11:03.0,Shooting foul by C. Miles (drawn by D. McDermott),,25-30,,
11:03.0,D. McDermott misses free throw 1 of 2,,25-30,,
11:03.0,Offensive rebound by Team,,25-30,,
11:03.0,D. McDermott misses free throw 2 of 2,,25-30,,
11:03.0,,,25-30,,Defensive rebound by A. Jefferson
10:44.0,,,25-32,2,C. Miles makes 2-pt shot from 20 ft
10:26.0,N. Mirotic misses 3-pt shot from 23 ft,,25-32,,
10:25.0,,,25-32,,Defensive rebound by M. Ellis
10:16.0,,,25-32,,T. Young misses 2-pt shot from 3 ft (block by N. Mirotic)
10:15.0,,,25-32,,Offensive rebound by T. Young
10:14.0,,,25-34,2,T. Young makes 2-pt shot from 3 ft
10:00.0,,,25-34,,Personal foul by T. Young (drawn by M. Carter-Williams)
10:00.0,T. Gibson enters the game for N. Mirotic,,25-34,,
9:53.0,D. Wade makes 2-pt shot from 15 ft (assist by D. McDermott),2,27-34,,
9:34.0,,,27-37,3,A. Brooks makes 3-pt shot from 26 ft (assist by A. Jefferson)
9:34.0,Chicago full timeout,,27-37,,
9:23.0,,,27-37,,Personal foul by M. Ellis (drawn by T. Gibson)
9:16.0,D. Wade makes 2-pt shot from 13 ft,2,29-37,,
9:00.0,,,29-37,,M. Ellis misses 2-pt shot from 4 ft
9:00.0,Defensive rebound by M. Carter-Williams,,29-37,,
8:48.0,D. Wade misses 2-pt shot from 16 ft,,29-37,,
8:48.0,Offensive rebound by C. Felicio,,29-37,,
8:48.0,Shooting foul by C. Miles (drawn by C. Felicio),,29-37,,
8:48.0,C. Felicio makes free throw 1 of 2,1,30-37,,
8:48.0,C. Felicio makes free throw 2 of 2,1,31-37,,
8:37.0,Personal foul by C. Felicio (drawn by M. Ellis),,31-37,,
8:33.0,,,31-39,2,M. Ellis makes 2-pt shot from 1 ft (assist by A. Jefferson)
8:19.0,D. Wade misses 2-pt shot from 3 ft,,31-39,,
8:18.0,Offensive rebound by C. Felicio,,31-39,,
8:18.0,C. Felicio makes 2-pt shot from 2 ft,2,33-39,,
8:18.0,Technical foul by C. Felicio,,33-39,,
8:18.0,,,33-40,1,C. Miles makes technical free throw
8:18.0,,,33-40,,P. George enters the game for C. Miles
8:05.0,Personal foul by C. Felicio (drawn by M. Ellis),,33-40,,
8:05.0,R. Lopez enters the game for C. Felicio,,33-40,,
7:54.0,,,33-42,2,T. Young makes 2-pt shot from 1 ft (assist by M. Ellis)
7:37.0,,,33-42,,Personal foul by P. George (drawn by D. Wade)
7:37.0,D. Wade makes free throw 1 of 2,1,34-42,,
7:37.0,D. Wade makes free throw 2 of 2,1,35-42,,
7:37.0,J. Butler enters the game for D. McDermott,,34-42,,
7:37.0,,,34-42,,M. Turner enters the game for A. Jefferson
7:25.0,Personal foul by M. Carter-Williams (drawn by A. Brooks),,35-42,,
7:13.0,,,35-44,2,P. George makes 2-pt shot from 17 ft (assist by A. Brooks)
6:55.0,D. Wade misses 2-pt shot from 17 ft,,35-44,,
6:54.0,,,35-44,,Defensive rebound by P. George
6:36.0,,,35-44,,T. Young misses 2-pt shot from 3 ft (block by M. Carter-Williams)
6:35.0,Defensive rebound by D. Wade,,35-44,,
6:31.0,Shooting foul by P. George (drawn by R. Lopez),,35-44,,
6:31.0,R. Lopez makes free throw 1 of 2,1,36-44,,
6:31.0,R. Lopez makes free throw 2 of 2,1,37-44,,
6:19.0,Personal foul by M. Carter-Williams (drawn by P. George),,37-44,,
6:19.0,,,37-45,1,P. George makes free throw 1 of 2
6:19.0,,,37-46,1,P. George makes free throw 2 of 2
6:08.0,Turnover by M. Carter-Williams (step out of bounds),,37-46,,
5:52.0,,,37-46,,T. Young misses 2-pt shot from 3 ft
5:50.0,,,37-46,,Offensive rebound by M. Turner
5:46.0,,,37-46,,A. Brooks misses 3-pt shot from 51 ft
5:45.0,Defensive rebound by R. Lopez,,37-46,,
5:29.0,D. Wade makes 2-pt shot from 12 ft,2,39-46,,
5:22.0,,,39-46,,P. George misses 2-pt shot from 3 ft
5:22.0,Defensive rebound by D. Wade,,39-46,,
5:10.0,J. Butler makes 2-pt shot from 3 ft,2,41-46,,
5:10.0,Shooting foul by M. Turner (drawn by J. Butler),,41-46,,
5:10.0,Official timeout,,41-46,,
5:10.0,J. Butler makes free throw 1 of 1,1,42-46,,
5:10.0,R. Rondo enters the game for D. Wade,,41-46,,
5:10.0,,,41-46,,G. Robinson enters the game for M. Ellis
5:10.0,,,41-46,,J. Teague enters the game for A. Brooks
5:01.0,Personal foul by J. Butler (drawn by M. Turner),,42-46,,
5:01.0,,,42-47,1,M. Turner makes free throw 1 of 2
5:01.0,,,42-48,1,M. Turner makes free throw 2 of 2
4:43.0,J. Butler misses 2-pt shot from 13 ft,,42-48,,
4:42.0,Offensive rebound by Team,,42-48,,
4:42.0,D. McDermott enters the game for M. Carter-Williams,,42-48,,
4:31.0,D. McDermott makes 2-pt shot from 18 ft (assist by T. Gibson),2,44-48,,
4:15.0,,,44-48,,M. Turner misses 2-pt shot from 19 ft
4:14.0,Defensive rebound by J. Butler,,44-48,,
4:02.0,R. Rondo misses 2-pt shot from 20 ft,,44-48,,
4:01.0,,,44-48,,Defensive rebound by G. Robinson
3:47.0,,,44-50,2,T. Young makes 2-pt shot from 4 ft
3:37.0,D. McDermott misses 2-pt shot from 17 ft,,44-50,,
3:36.0,,,44-50,,Defensive rebound by M. Turner
3:30.0,,,44-52,2,G. Robinson makes 2-pt shot from 1 ft (assist by J. Teague)
3:30.0,Chicago full timeout,,44-52,,
3:13.0,T. Gibson misses 2-pt shot from 7 ft (block by M. Turner),,44-52,,
3:12.0,Offensive rebound by T. Gibson,,44-52,,
3:09.0,T. Gibson misses 2-pt shot from 6 ft,,44-52,,
3:07.0,,,44-52,,Defensive rebound by P. George
3:01.0,,,44-52,,P. George misses 3-pt shot from 26 ft
2:59.0,Defensive rebound by D. McDermott,,44-52,,
2:54.0,Shooting foul by J. Teague (drawn by J. Butler),,44-52,,
2:54.0,,,44-52,,Indiana full timeout
2:54.0,J. Butler makes free throw 1 of 2,1,45-52,,
2:54.0,J. Butler makes free throw 2 of 2,1,46-52,,
2:40.0,,,46-54,2,T. Young makes 2-pt shot from 2 ft (assist by J. Teague)
2:24.0,J. Butler makes 2-pt shot from 11 ft,2,48-54,,
2:07.0,,,48-56,2,P. George makes 2-pt shot from 17 ft (assist by J. Teague)
1:50.0,Turnover by R. Lopez (lost ball; steal by G. Robinson),,48-56,,
1:44.0,,,48-58,2,J. Teague makes 2-pt shot from 2 ft (assist by G. Robinson)
1:28.0,T. Gibson misses 2-pt shot from 19 ft,,48-58,,
1:27.0,,,48-58,,Defensive rebound by G. Robinson
1:15.0,,,48-58,,Shooting foul by R. Rondo (drawn by M. Turner)
1:15.0,,,48-59,1,M. Turner makes free throw 1 of 2
1:15.0,,,48-60,1,M. Turner makes free throw 2 of 2
1:15.0,,,48-59,,K. Seraphin enters the game for T. Young
1:15.0,,,48-59,,C. Miles enters the game for P. George
1:15.0,D. Wade enters the game for R. Lopez,,48-59,,
1:15.0,N. Mirotic enters the game for R. Rondo,,48-59,,
0:58.0,Shooting foul by C. Miles (drawn by J. Butler),,48-60,,
0:58.0,J. Butler makes free throw 1 of 2,1,49-60,,
0:58.0,J. Butler makes free throw 2 of 2,1,50-60,,
0:41.0,,,50-60,,J. Teague misses 2-pt shot from 5 ft
0:40.0,Defensive rebound by N. Mirotic,,50-60,,
0:33.0,D. Wade misses 2-pt shot from 2 ft (block by K. Seraphin),,50-60,,
0:31.0,,,50-60,,Defensive rebound by C. Miles
0:17.0,,,50-62,2,G. Robinson makes 2-pt shot from 15 ft
0:00.0,J. Butler misses 3-pt shot from 26 ft,,50-62,,
0:00.0,Offensive rebound by Team,,50-62,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,50-62,,M. Turner misses 2-pt shot from 17 ft
11:42.0,Defensive rebound by M. Carter-Williams,,50-62,,
11:32.0,T. Gibson misses 2-pt shot from 5 ft (block by M. Turner),,50-62,,
11:30.0,Offensive rebound by M. Carter-Williams,,50-62,,
11:29.0,M. Carter-Williams misses 2-pt shot from 2 ft,,50-62,,
11:29.0,Offensive rebound by M. Carter-Williams,,50-62,,
11:29.0,Shooting foul by M. Turner (drawn by M. Carter-Williams),,50-62,,
11:29.0,M. Carter-Williams makes free throw 1 of 2,1,51-62,,
11:29.0,M. Carter-Williams makes free throw 2 of 2,1,52-62,,
11:05.0,,,52-62,,P. George misses 3-pt shot from 28 ft
11:04.0,Defensive rebound by T. Gibson,,52-62,,
10:47.0,T. Gibson misses 2-pt shot from 19 ft,,52-62,,
10:47.0,,,52-62,,Defensive rebound by J. Teague
10:37.0,,,52-64,2,M. Turner makes 2-pt shot from 18 ft (assist by J. Teague)
10:18.0,M. Carter-Williams makes 2-pt shot from 19 ft (assist by R. Lopez),2,54-64,,
10:02.0,,,54-64,,J. Teague misses 2-pt shot from 5 ft
10:02.0,,,54-64,,Offensive rebound by G. Robinson
10:00.0,,,54-64,,Turnover by G. Robinson (lost ball; steal by D. Wade)
9:57.0,,,54-64,,Personal foul by T. Young (drawn by J. Butler)
9:47.0,T. Gibson makes 2-pt shot from 4 ft (assist by J. Butler),2,56-64,,
9:28.0,,,56-66,2,M. Turner makes 2-pt shot from 16 ft (assist by P. George)
9:05.0,D. Wade misses 2-pt shot from 19 ft,,56-66,,
9:03.0,,,56-66,,Defensive rebound by T. Young
8:59.0,,,56-66,,Turnover by J. Teague (bad pass)
8:46.0,M. Carter-Williams misses 2-pt shot from 20 ft,,56-66,,
8:45.0,,,56-66,,Defensive rebound by P. George
8:35.0,,,56-68,2,G. Robinson makes 2-pt shot from 4 ft (assist by J. Teague)
8:16.0,M. Carter-Williams misses 3-pt shot from 26 ft,,56-68,,
8:15.0,,,56-68,,Defensive rebound by G. Robinson
8:07.0,,,56-68,,P. George misses 2-pt shot from 19 ft
8:06.0,Defensive rebound by T. Gibson,,56-68,,
7:44.0,D. Wade makes 3-pt shot from 25 ft (assist by M. Carter-Williams),3,59-68,,
7:37.0,,,59-70,2,J. Teague makes 2-pt shot from 2 ft
7:37.0,,,59-70,,Shooting foul by D. Wade (drawn by J. Teague)
7:37.0,,,59-71,1,J. Teague makes free throw 1 of 1
7:18.0,D. Wade misses 3-pt shot from 25 ft,,59-71,,
7:17.0,,,59-71,,Defensive rebound by G. Robinson
7:00.0,,,59-71,,J. Teague misses 2-pt shot from 4 ft (block by R. Lopez)
6:58.0,Defensive rebound by J. Butler,,59-71,,
6:49.0,M. Carter-Williams makes 2-pt shot from 8 ft (assist by D. Wade),2,61-71,,
6:35.0,,,61-71,,P. George misses 3-pt shot from 26 ft
6:34.0,Defensive rebound by J. Butler,,61-71,,
6:25.0,D. Wade makes 2-pt shot from 2 ft (assist by J. Butler),2,63-71,,
6:25.0,,,63-71,,Indiana full timeout
6:25.0,,,63-71,,K. Seraphin enters the game for T. Young
6:02.0,,,63-71,,Shooting foul by T. Gibson (drawn by P. George)
6:02.0,,,63-72,1,P. George makes free throw 1 of 2
6:02.0,,,63-73,1,P. George makes free throw 2 of 2
5:48.0,Shooting foul by K. Seraphin (drawn by D. Wade),,63-73,,
5:48.0,D. Wade makes free throw 1 of 2,1,64-73,,
5:48.0,D. Wade misses free throw 2 of 2,,64-73,,
5:48.0,Offensive rebound by T. Gibson,,64-73,,
5:35.0,T. Gibson misses 2-pt shot from 21 ft,,64-73,,
5:34.0,,,64-73,,Defensive rebound by M. Turner
5:23.0,,,64-75,2,K. Seraphin makes 2-pt shot from 6 ft
5:05.0,D. Wade misses 2-pt shot from 4 ft (block by M. Turner),,64-75,,
5:03.0,Offensive rebound by R. Lopez,,64-75,,
5:01.0,Turnover by R. Lopez (lost ball; steal by J. Teague),,64-75,,
4:57.0,Shooting block foul by J. Butler (drawn by G. Robinson),,64-75,,
4:57.0,,,64-76,1,G. Robinson makes free throw 1 of 2
4:57.0,,,64-76,,G. Robinson misses free throw 2 of 2
4:57.0,D. McDermott enters the game for D. Wade,,64-76,,
4:55.0,Defensive rebound by J. Butler,,64-76,,
4:45.0,J. Butler misses 2-pt shot from 18 ft,,64-76,,
4:44.0,Offensive rebound by T. Gibson,,64-76,,
4:43.0,T. Gibson makes 2-pt shot from 2 ft,2,66-76,,
4:26.0,,,66-76,,Turnover by J. Teague (bad pass; steal by D. McDermott)
4:19.0,Shooting foul by M. Turner (drawn by J. Butler),,66-76,,
4:19.0,J. Butler makes free throw 1 of 2,1,67-76,,
4:19.0,J. Butler makes free throw 2 of 2,1,68-76,,
4:19.0,,,67-76,,C. Miles enters the game for G. Robinson
4:00.0,,,68-78,2,M. Turner makes 2-pt shot from 2 ft (assist by J. Teague)
3:39.0,Shooting foul by M. Turner (drawn by T. Gibson),,68-78,,
3:39.0,T. Gibson makes free throw 1 of 2,1,69-78,,
3:39.0,T. Gibson makes free throw 2 of 2,1,70-78,,
3:39.0,,,69-78,,A. Jefferson enters the game for M. Turner
3:14.0,,,70-78,,J. Teague misses 2-pt shot from 4 ft
3:13.0,Defensive rebound by M. Carter-Williams,,70-78,,
3:00.0,T. Gibson misses 2-pt shot from 9 ft,,70-78,,
2:59.0,,,70-78,,Defensive rebound by J. Teague
2:53.0,,,70-81,3,C. Miles makes 3-pt shot from 24 ft (assist by J. Teague)
2:52.0,Chicago full timeout,,70-81,,
2:52.0,C. Felicio enters the game for T. Gibson,,70-81,,
2:52.0,J. Grant enters the game for R. Lopez,,70-81,,
2:52.0,N. Mirotic enters the game for M. Carter-Williams,,70-81,,
2:37.0,J. Butler makes 2-pt shot from 13 ft,2,72-81,,
2:22.0,,,72-84,3,P. George makes 3-pt shot from 23 ft (assist by J. Teague)
2:02.0,N. Mirotic misses 3-pt shot from 23 ft,,72-84,,
2:02.0,,,72-84,,Defensive rebound by A. Jefferson
1:51.0,,,72-84,,J. Teague misses 3-pt shot from 25 ft
1:50.0,Defensive rebound by C. Felicio,,72-84,,
1:45.0,Shooting foul by K. Seraphin (drawn by J. Butler),,72-84,,
1:45.0,J. Butler misses free throw 1 of 2,,72-84,,
1:45.0,Offensive rebound by Team,,72-84,,
1:45.0,J. Butler misses free throw 2 of 2,,72-84,,
1:45.0,,,72-84,,Defensive rebound by A. Jefferson
1:45.0,,,72-84,,A. Brooks enters the game for J. Teague
1:28.0,,,72-84,,A. Jefferson misses 2-pt shot from 17 ft
1:27.0,Defensive rebound by N. Mirotic,,72-84,,
1:12.0,N. Mirotic misses 3-pt shot from 24 ft,,72-84,,
1:11.0,,,72-84,,Defensive rebound by C. Miles
1:00.0,,,72-84,,P. George misses 3-pt shot from 24 ft
1:00.0,,,72-84,,Offensive rebound by A. Jefferson
0:54.0,,,72-84,,P. George misses 3-pt shot from 26 ft
0:53.0,Defensive rebound by C. Felicio,,72-84,,
0:41.0,J. Butler misses 2-pt shot from 7 ft,,72-84,,
0:41.0,Offensive rebound by C. Felicio,,72-84,,
0:41.0,Shooting foul by P. George (drawn by C. Felicio),,72-84,,
0:41.0,C. Felicio misses free throw 1 of 2,,72-84,,
0:41.0,Offensive rebound by Team,,72-84,,
0:41.0,C. Felicio makes free throw 2 of 2,1,73-84,,
0:41.0,,,72-84,,M. Ellis enters the game for P. George
0:41.0,D. Wade enters the game for J. Butler,,72-84,,
0:24.0,Personal foul by J. Grant (drawn by C. Miles),,73-84,,
0:16.0,,,73-84,,C. Miles misses 2-pt shot from 19 ft
0:15.0,Defensive rebound by C. Felicio,,73-84,,
0:01.0,N. Mirotic misses 3-pt shot from 25 ft,,73-84,,
0:00.0,,,73-84,,Defensive rebound by A. Brooks
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,Shooting foul by A. Brooks (drawn by J. Grant),,73-84,,
11:41.0,J. Grant makes free throw 1 of 2,1,74-84,,
11:41.0,J. Grant makes free throw 2 of 2,1,75-84,,
11:23.0,,,75-86,2,A. Jefferson makes 2-pt shot from 2 ft
11:05.0,C. Felicio makes 2-pt shot from 4 ft (assist by D. Wade),2,77-86,,
10:52.0,Personal foul by D. McDermott (drawn by C. Miles),,77-86,,
10:38.0,,,77-88,2,A. Jefferson makes 2-pt shot from 16 ft (assist by A. Brooks)
10:23.0,N. Mirotic misses 2-pt shot from 10 ft,,77-88,,
10:23.0,Offensive rebound by C. Felicio,,77-88,,
10:23.0,C. Felicio makes 2-pt shot from 1 ft,2,79-88,,
10:23.0,Shooting foul by A. Brooks (drawn by C. Felicio),,79-88,,
10:23.0,C. Felicio makes free throw 1 of 1,1,80-88,,
9:58.0,,,80-90,2,A. Brooks makes 2-pt shot from 4 ft
9:37.0,D. Wade misses 2-pt shot from 3 ft,,80-90,,
9:36.0,Offensive rebound by C. Felicio,,80-90,,
9:36.0,C. Felicio makes 2-pt shot from 2 ft,2,82-90,,
9:14.0,,,82-90,,A. Jefferson misses 2-pt shot from 14 ft
9:14.0,Defensive rebound by D. McDermott,,82-90,,
9:03.0,N. Mirotic makes 3-pt shot from 27 ft (assist by D. Wade),3,85-90,,
9:02.0,,,85-90,,Indiana full timeout
8:41.0,,,85-93,3,A. Brooks makes 3-pt shot from 25 ft
8:28.0,Turnover by D. Wade (bad pass; steal by M. Ellis),,85-93,,
8:18.0,,,85-93,,A. Brooks misses 3-pt shot from 26 ft
8:17.0,,,85-93,,Offensive rebound by A. Jefferson
8:17.0,,,85-93,,A. Jefferson misses 2-pt shot from 2 ft
8:16.0,Defensive rebound by Team,,85-93,,
8:03.0,N. Mirotic makes 3-pt shot from 26 ft (assist by D. Wade),3,88-93,,
7:49.0,,,88-93,,C. Miles misses 3-pt shot from 26 ft
7:48.0,Defensive rebound by N. Mirotic,,88-93,,
7:36.0,D. Wade misses 2-pt shot from 16 ft,,88-93,,
7:35.0,Offensive rebound by J. Grant,,88-93,,
7:31.0,Turnover by N. Mirotic (bad pass; steal by M. Ellis),,88-93,,
7:28.0,Personal take foul by J. Grant (drawn by M. Ellis),,88-93,,
7:28.0,,,88-93,,P. George enters the game for M. Ellis
7:28.0,,,88-93,,J. Teague enters the game for A. Brooks
7:28.0,J. Butler enters the game for D. Wade,,88-93,,
7:19.0,,,88-93,,Turnover by A. Jefferson (lost ball; steal by J. Butler)
7:13.0,J. Butler makes 2-pt shot from 2 ft (assist by J. Grant),2,90-93,,
7:13.0,Violation by Team (jump ball),,90-93,,
7:02.0,,,90-93,,Turnover by T. Young (lost ball; steal by J. Grant)
6:52.0,J. Grant misses 3-pt shot from 28 ft,,90-93,,
6:51.0,,,90-93,,Defensive rebound by T. Young
6:45.0,,,90-93,,Shooting foul by J. Grant (drawn by J. Teague)
6:45.0,,,90-94,1,J. Teague makes free throw 1 of 3
6:45.0,,,90-94,,J. Teague misses free throw 2 of 3
6:45.0,,,90-94,,Offensive rebound by Team
6:45.0,,,90-95,1,J. Teague makes free throw 3 of 3
6:45.0,,,90-94,,M. Turner enters the game for A. Jefferson
6:45.0,M. Carter-Williams enters the game for J. Grant,,90-94,,
6:34.0,Shooting foul by P. George (drawn by J. Butler),,90-95,,
6:34.0,J. Butler makes free throw 1 of 2,1,91-95,,
6:34.0,J. Butler makes free throw 2 of 2,1,92-95,,
6:18.0,,,92-95,,Turnover by P. George (bad pass; steal by C. Felicio)
6:05.0,M. Carter-Williams misses 2-pt shot from 3 ft,,92-95,,
6:04.0,Offensive rebound by M. Carter-Williams,,92-95,,
6:03.0,M. Carter-Williams misses 2-pt shot from 1 ft (block by M. Turner),,92-95,,
6:03.0,Offensive rebound by M. Carter-Williams,,92-95,,
6:03.0,M. Carter-Williams makes 2-pt shot from 1 ft,2,94-95,,
6:03.0,Shooting foul by M. Turner (drawn by M. Carter-Williams),,94-95,,
6:03.0,M. Carter-Williams makes free throw 1 of 1,1,95-95,,
6:03.0,,,94-95,,A. Jefferson enters the game for M. Turner
5:50.0,Official timeout,,95-95,,
5:45.0,,,95-95,,Turnover by P. George (back court)
5:31.0,N. Mirotic misses 3-pt shot from 25 ft,,95-95,,
5:30.0,,,95-95,,Defensive rebound by A. Jefferson
5:17.0,,,95-95,,J. Teague misses 2-pt shot from 3 ft (block by N. Mirotic)
5:17.0,,,95-95,,Offensive rebound by Team
5:10.0,,,95-97,2,P. George makes 2-pt shot from 18 ft (assist by J. Teague)
4:51.0,J. Butler makes 2-pt shot from 3 ft,2,97-97,,
4:36.0,,,97-97,,P. George misses 3-pt shot from 25 ft
4:35.0,Defensive rebound by D. McDermott,,97-97,,
