time,Detroit,pts.away,score,pts.home,Milwaukee
6:49.0,,,4-19,2,G. Antetokounmpo makes 2-pt shot at rim (assist by M. Dellavedova)
6:30.0,J. Leuer misses 2-pt shot from 13 ft,,4-19,,
6:29.0,,,4-19,,Defensive rebound by M. Dellavedova
6:17.0,,,4-22,3,K. Middleton makes 3-pt shot from 24 ft (assist by M. Dellavedova)
6:11.0,Detroit full timeout,,4-22,,
6:10.0,A. Baynes enters the game for J. Leuer,,4-22,,
6:10.0,T. Harris enters the game for A. Drummond,,4-22,,
6:10.0,,,4-22,,J. Terry enters the game for M. Dellavedova
5:59.0,Shooting foul by T. Snell (drawn by M. Morris),,4-22,,
5:59.0,M. Morris makes free throw 1 of 2,1,5-22,,
5:59.0,M. Morris misses free throw 2 of 2,,5-22,,
5:59.0,,,5-22,,G. Monroe enters the game for T. Maker
5:57.0,Offensive rebound by T. Harris,,5-22,,
5:49.0,I. Smith makes 2-pt shot from 1 ft,2,7-22,,
5:22.0,,,7-22,,J. Terry misses 3-pt shot from 26 ft
5:21.0,Defensive rebound by K. Caldwell-Pope,,7-22,,
5:15.0,,,7-22,,Personal foul by T. Snell (drawn by K. Caldwell-Pope)
5:15.0,,,7-22,,R. Vaughn enters the game for T. Snell
5:03.0,T. Harris makes 2-pt shot at rim (assist by K. Caldwell-Pope),2,9-22,,
4:47.0,,,9-25,3,R. Vaughn makes 3-pt shot from 26 ft (assist by G. Monroe)
4:30.0,M. Morris makes 2-pt shot from 1 ft (assist by T. Harris),2,11-25,,
4:30.0,Shooting foul by R. Vaughn (drawn by M. Morris),,11-25,,
4:30.0,M. Morris makes free throw 1 of 1,1,12-25,,
4:06.0,,,12-25,,K. Middleton misses 2-pt shot from 20 ft
4:06.0,,,12-25,,Offensive rebound by G. Monroe
4:06.0,,,12-25,,Shooting foul by A. Baynes (drawn by G. Monroe)
4:06.0,,,12-26,1,G. Monroe makes free throw 1 of 2
4:06.0,,,12-26,,G. Monroe misses free throw 2 of 2
4:04.0,Defensive rebound by T. Harris,,12-26,,
3:49.0,Turnover by M. Morris (offensive goaltending),,12-26,,
3:32.0,,,12-26,,R. Vaughn misses 3-pt shot from 28 ft
3:31.0,,,12-26,,Offensive rebound by G. Antetokounmpo
3:30.0,,,12-28,2,G. Antetokounmpo makes 2-pt shot at rim
3:30.0,,,12-28,,Shooting foul by T. Harris (drawn by G. Antetokounmpo)
3:30.0,,,12-28,,G. Antetokounmpo misses free throw 1 of 1
3:30.0,,,12-28,,M. Teletovic enters the game for K. Middleton
3:30.0,B. Udrih enters the game for I. Smith,,12-28,,
3:29.0,Defensive rebound by M. Morris,,12-28,,
3:12.0,T. Harris makes 2-pt shot from 1 ft,2,14-28,,
3:02.0,,,14-28,,Turnover by G. Antetokounmpo (bad pass)
2:49.0,,,14-28,,Personal foul by M. Teletovic (drawn by T. Harris)
2:49.0,,,14-28,,Milwaukee full timeout
2:40.0,T. Harris makes 2-pt shot from 16 ft (assist by B. Udrih),2,16-28,,
2:27.0,,,16-30,2,G. Antetokounmpo makes 2-pt shot from 3 ft (assist by G. Monroe)
2:13.0,K. Caldwell-Pope misses 2-pt shot at rim,,16-30,,
2:12.0,Offensive rebound by A. Baynes,,16-30,,
2:12.0,A. Baynes misses 2-pt shot from 2 ft,,16-30,,
2:11.0,,,16-30,,Defensive rebound by G. Monroe
2:03.0,,,16-33,3,R. Vaughn makes 3-pt shot from 26 ft (assist by G. Antetokounmpo)
1:49.0,B. Udrih makes 2-pt shot from 15 ft,2,18-33,,
1:29.0,,,18-35,2,G. Monroe makes 2-pt shot from 1 ft (assist by J. Terry)
1:09.0,A. Baynes makes 2-pt shot from 3 ft (assist by B. Udrih),2,20-35,,
0:55.0,,,20-35,,G. Monroe misses 2-pt shot from 16 ft
0:53.0,Defensive rebound by A. Baynes,,20-35,,
0:48.0,K. Caldwell-Pope makes 2-pt shot from 2 ft (assist by B. Udrih),2,22-35,,
0:30.0,,,22-35,,R. Vaughn misses 3-pt shot from 24 ft
0:28.0,Defensive rebound by T. Harris,,22-35,,
0:20.0,Turnover by T. Harris (lost ball; steal by R. Vaughn),,22-35,,
0:18.0,Violation by B. Udrih (kicked ball),,22-35,,
0:18.0,J. Leuer enters the game for M. Morris,,22-35,,
0:00.0,,,22-35,,M. Teletovic misses 3-pt shot from 25 ft
0:00.0,,,22-35,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,,,22-35,,R. Vaughn misses 2-pt shot from 13 ft
11:46.0,Defensive rebound by J. Leuer,,22-35,,
11:41.0,B. Udrih makes 2-pt shot from 1 ft,2,24-35,,
11:21.0,,,24-35,,J. Terry misses 2-pt shot from 5 ft
11:20.0,,,24-35,,Offensive rebound by Team
11:07.0,,,24-38,3,M. Teletovic makes 3-pt shot from 26 ft (assist by M. Dellavedova)
10:48.0,,,24-38,,Personal foul by M. Dellavedova (drawn by T. Harris)
10:38.0,J. Leuer misses 2-pt shot from 14 ft,,24-38,,
10:36.0,,,24-38,,Defensive rebound by M. Dellavedova
10:29.0,Personal foul by A. Baynes (drawn by G. Monroe),,24-38,,
10:29.0,A. Drummond enters the game for A. Baynes,,24-38,,
10:14.0,,,24-38,,G. Monroe misses 2-pt shot from 4 ft (block by A. Drummond)
10:12.0,Defensive rebound by A. Drummond,,24-38,,
10:01.0,J. Leuer makes 2-pt shot from 16 ft (assist by B. Udrih),2,26-38,,
9:47.0,,,26-38,,M. Dellavedova misses 2-pt shot from 8 ft
9:46.0,Defensive rebound by T. Harris,,26-38,,
9:40.0,A. Drummond makes 2-pt shot at rim (assist by B. Udrih),2,28-38,,
9:40.0,,,28-38,,Milwaukee full timeout
9:40.0,,,28-38,,K. Middleton enters the game for R. Vaughn
9:24.0,,,28-38,,G. Monroe misses 2-pt shot from 5 ft (block by S. Johnson)
9:22.0,,,28-38,,Offensive rebound by K. Middleton
9:19.0,,,28-40,2,K. Middleton makes 2-pt shot from 5 ft
8:53.0,B. Udrih makes 2-pt shot from 17 ft,2,30-40,,
8:37.0,,,30-42,2,K. Middleton makes 2-pt shot from 16 ft (assist by G. Monroe)
8:21.0,Turnover by J. Leuer (lost ball),,30-42,,
8:00.0,,,30-42,,M. Teletovic misses 3-pt shot from 24 ft
7:58.0,Defensive rebound by J. Leuer,,30-42,,
7:44.0,T. Harris makes 3-pt shot from 27 ft (assist by B. Udrih),3,33-42,,
7:29.0,,,33-42,,G. Monroe misses 2-pt shot from 2 ft
7:27.0,Defensive rebound by S. Johnson,,33-42,,
7:22.0,B. Udrih makes 2-pt shot at rim (assist by S. Johnson),2,35-42,,
7:04.0,,,35-44,2,K. Middleton makes 2-pt shot from 1 ft (assist by G. Monroe)
6:47.0,T. Harris misses 3-pt shot from 23 ft,,35-44,,
6:45.0,,,35-44,,Defensive rebound by G. Monroe
6:29.0,,,35-44,,K. Middleton misses 3-pt shot from 24 ft
6:28.0,Defensive rebound by A. Drummond,,35-44,,
6:19.0,,,35-44,,Personal foul by G. Monroe (drawn by A. Drummond)
6:19.0,M. Morris enters the game for T. Harris,,35-44,,
6:19.0,,,35-44,,S. Hawes enters the game for G. Monroe
6:19.0,,,35-44,,G. Antetokounmpo enters the game for M. Teletovic
6:03.0,B. Udrih misses 3-pt shot from 31 ft,,35-44,,
6:02.0,,,35-44,,Defensive rebound by S. Hawes
5:46.0,,,35-44,,Turnover by M. Dellavedova (bad pass)
5:46.0,Official timeout,,35-44,,
5:46.0,I. Smith enters the game for B. Udrih,,35-44,,
5:35.0,M. Morris makes 2-pt shot from 17 ft (assist by I. Smith),2,37-44,,
5:17.0,Personal foul by I. Smith (drawn by S. Hawes),,37-44,,
5:17.0,,,37-44,,T. Snell enters the game for J. Terry
5:04.0,,,37-44,,S. Hawes misses 3-pt shot from 28 ft
5:03.0,Defensive rebound by M. Morris,,37-44,,
4:51.0,Turnover by S. Johnson (lost ball; steal by T. Snell),,37-44,,
4:38.0,,,37-47,3,M. Dellavedova makes 3-pt shot from 24 ft (assist by S. Hawes)
4:14.0,I. Smith misses 2-pt shot from 7 ft,,37-47,,
4:13.0,Offensive rebound by A. Drummond,,37-47,,
4:13.0,A. Drummond makes 2-pt shot at rim,2,39-47,,
3:58.0,,,39-50,3,S. Hawes makes 3-pt shot from 27 ft (assist by M. Dellavedova)
3:50.0,,,39-50,,Personal foul by K. Middleton (drawn by I. Smith)
3:50.0,K. Caldwell-Pope enters the game for S. Johnson,,39-50,,
3:41.0,J. Leuer misses 2-pt shot from 19 ft,,39-50,,
3:40.0,,,39-50,,Defensive rebound by T. Snell
3:31.0,,,39-50,,T. Snell misses 3-pt shot from 26 ft
3:30.0,Defensive rebound by J. Leuer,,39-50,,
3:22.0,J. Leuer makes 2-pt shot at rim (assist by I. Smith),2,41-50,,
3:22.0,Shooting foul by M. Dellavedova (drawn by J. Leuer),,41-50,,
3:22.0,J. Leuer misses free throw 1 of 1,,41-50,,
3:19.0,,,41-50,,Defensive rebound by S. Hawes
3:06.0,,,41-50,,K. Middleton misses 3-pt shot from 24 ft
3:05.0,Defensive rebound by A. Drummond,,41-50,,
2:54.0,I. Smith misses 3-pt shot from 28 ft,,41-50,,
2:52.0,,,41-50,,Defensive rebound by K. Middleton
2:37.0,Personal foul by M. Morris (drawn by G. Antetokounmpo),,41-50,,
2:37.0,Detroit full timeout,,41-50,,
2:37.0,T. Harris enters the game for J. Leuer,,41-50,,
2:22.0,,,41-53,3,K. Middleton makes 3-pt shot from 24 ft (assist by M. Dellavedova)
2:08.0,M. Morris makes 3-pt shot from 26 ft (assist by I. Smith),3,44-53,,
1:56.0,,,44-53,,Turnover by G. Antetokounmpo (bad pass; steal by A. Drummond)
1:51.0,A. Drummond misses 2-pt shot from 1 ft (block by S. Hawes),,44-53,,
1:51.0,Offensive rebound by Team,,44-53,,
1:51.0,Detroit full timeout,,44-53,,
1:43.0,K. Caldwell-Pope makes 2-pt shot from 15 ft (assist by M. Morris),2,46-53,,
1:31.0,Def 3 sec tech foul by A. Drummond,,46-53,,
1:31.0,,,46-54,1,K. Middleton makes technical free throw
1:29.0,,,46-54,,Turnover by G. Antetokounmpo (bad pass)
1:15.0,M. Morris makes 2-pt shot from 20 ft (assist by A. Drummond),2,48-54,,
0:59.0,,,48-54,,M. Dellavedova misses 3-pt shot from 25 ft
0:58.0,Defensive rebound by I. Smith,,48-54,,
0:51.0,A. Drummond misses 2-pt shot from 5 ft,,48-54,,
0:50.0,,,48-54,,Defensive rebound by S. Hawes
0:39.0,,,48-54,,S. Hawes misses 3-pt shot from 25 ft
0:38.0,Defensive rebound by K. Caldwell-Pope,,48-54,,
0:30.0,M. Morris misses 3-pt shot from 26 ft,,48-54,,
0:29.0,,,48-54,,Defensive rebound by G. Antetokounmpo
0:04.0,,,48-54,,S. Hawes misses 2-pt shot from 15 ft
0:04.0,,,48-54,,Offensive rebound by S. Hawes
0:04.0,,,48-54,,Shooting foul by A. Drummond (drawn by S. Hawes)
0:04.0,,,48-55,1,S. Hawes makes free throw 1 of 2
0:04.0,,,48-56,1,S. Hawes makes free throw 2 of 2
0:00.0,I. Smith misses 3-pt shot from 26 ft,,48-56,,
0:00.0,Offensive rebound by Team,,48-56,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:50.0,,,48-56,,M. Dellavedova misses 3-pt shot from 26 ft
11:49.0,Defensive rebound by A. Drummond,,48-56,,
11:31.0,I. Smith misses 3-pt shot from 28 ft,,48-56,,
11:30.0,Offensive rebound by J. Leuer,,48-56,,
11:27.0,J. Leuer misses 2-pt shot at rim,,48-56,,
11:27.0,Offensive rebound by Team,,48-56,,
11:27.0,,,48-56,,Loose ball foul by G. Antetokounmpo (drawn by A. Drummond)
11:16.0,M. Morris makes 2-pt shot from 17 ft,2,50-56,,
11:00.0,Personal foul by M. Morris (drawn by K. Middleton),,50-56,,
10:51.0,,,50-56,,M. Dellavedova misses 2-pt shot from 12 ft
10:50.0,Defensive rebound by J. Leuer,,50-56,,
10:41.0,K. Caldwell-Pope misses 3-pt shot from 25 ft,,50-56,,
10:40.0,,,50-56,,Defensive rebound by K. Middleton
10:31.0,,,50-56,,G. Antetokounmpo misses 2-pt shot from 4 ft
10:30.0,Defensive rebound by A. Drummond,,50-56,,
10:12.0,J. Leuer misses 2-pt shot from 1 ft (block by G. Antetokounmpo),,50-56,,
10:08.0,Offensive rebound by K. Caldwell-Pope,,50-56,,
10:04.0,M. Morris misses 3-pt shot from 23 ft,,50-56,,
10:03.0,,,50-56,,Defensive rebound by G. Antetokounmpo
10:02.0,,,50-56,,Shooting foul by J. Leuer (drawn by M. Dellavedova)
10:02.0,,,50-56,,G. Antetokounmpo misses free throw 1 of 2
10:02.0,,,50-56,,Offensive rebound by Team
10:02.0,,,50-57,1,G. Antetokounmpo makes free throw 2 of 2
9:37.0,A. Drummond misses 2-pt shot from 4 ft,,50-57,,
9:36.0,,,50-57,,Defensive rebound by G. Antetokounmpo
9:27.0,,,50-59,2,T. Maker makes 2-pt shot at rim (assist by K. Middleton)
9:25.0,Detroit full timeout,,50-59,,
9:14.0,I. Smith makes 2-pt shot from 18 ft,2,52-59,,
8:59.0,,,52-61,2,G. Antetokounmpo makes 2-pt shot at rim
8:59.0,,,52-61,,Shooting foul by A. Drummond (drawn by G. Antetokounmpo)
8:59.0,,,52-62,1,G. Antetokounmpo makes free throw 1 of 1
8:44.0,I. Smith makes 2-pt shot from 18 ft,2,54-62,,
8:24.0,,,54-62,,T. Snell misses 2-pt shot at rim (block by A. Drummond)
8:22.0,Defensive rebound by K. Caldwell-Pope,,54-62,,
8:15.0,I. Smith misses 2-pt shot from 1 ft,,54-62,,
8:14.0,Offensive rebound by J. Leuer,,54-62,,
8:11.0,J. Leuer misses 2-pt shot from 11 ft,,54-62,,
8:10.0,,,54-62,,Defensive rebound by G. Antetokounmpo
7:56.0,,,54-62,,Turnover by T. Maker (bad pass; steal by A. Drummond)
7:50.0,K. Caldwell-Pope misses 3-pt shot from 25 ft,,54-62,,
7:49.0,,,54-62,,Defensive rebound by K. Middleton
7:33.0,,,54-64,2,K. Middleton makes 2-pt shot from 6 ft (assist by G. Antetokounmpo)
7:12.0,Shooting foul by G. Antetokounmpo (drawn by A. Drummond),,54-64,,
7:12.0,A. Drummond misses free throw 1 of 2,,54-64,,
7:12.0,Offensive rebound by Team,,54-64,,
7:12.0,A. Drummond makes free throw 2 of 2,1,55-64,,
6:57.0,,,55-64,,T. Maker misses 3-pt shot from 25 ft
6:55.0,Defensive rebound by I. Smith,,55-64,,
6:46.0,I. Smith misses 2-pt shot from 18 ft,,55-64,,
6:44.0,,,55-64,,Defensive rebound by T. Snell
6:37.0,,,55-64,,G. Monroe enters the game for T. Maker
6:29.0,,,55-64,,G. Antetokounmpo misses 2-pt shot from 4 ft
6:27.0,Defensive rebound by A. Drummond,,55-64,,
6:14.0,I. Smith makes 3-pt shot from 26 ft (assist by M. Morris),3,58-64,,
5:51.0,,,58-64,,M. Dellavedova misses 2-pt shot from 18 ft
5:50.0,Defensive rebound by K. Caldwell-Pope,,58-64,,
5:40.0,,,58-64,,Personal block foul by M. Dellavedova (drawn by K. Caldwell-Pope)
5:40.0,,,58-64,,R. Vaughn enters the game for M. Dellavedova
5:28.0,K. Caldwell-Pope makes 2-pt shot from 15 ft (assist by M. Morris),2,60-64,,
5:14.0,,,60-64,,Turnover by K. Middleton (bad pass; steal by K. Caldwell-Pope)
5:06.0,Shooting foul by G. Antetokounmpo (drawn by J. Leuer),,60-64,,
5:06.0,J. Leuer makes free throw 1 of 2,1,61-64,,
5:06.0,J. Leuer misses free throw 2 of 2,,61-64,,
5:06.0,A. Baynes enters the game for A. Drummond,,61-64,,
5:05.0,,,61-64,,Defensive rebound by G. Monroe
4:48.0,,,61-64,,T. Snell misses 2-pt shot from 19 ft
4:47.0,Defensive rebound by A. Baynes,,61-64,,
4:39.0,K. Caldwell-Pope misses 3-pt shot from 29 ft,,61-64,,
4:38.0,,,61-64,,Defensive rebound by G. Antetokounmpo
4:21.0,,,61-64,,Turnover by G. Monroe (lost ball; steal by K. Caldwell-Pope)
4:15.0,K. Caldwell-Pope misses 3-pt shot from 27 ft,,61-64,,
4:13.0,,,61-64,,Defensive rebound by G. Monroe
4:06.0,,,61-66,2,K. Middleton makes 2-pt shot from 9 ft (assist by G. Antetokounmpo)
3:51.0,I. Smith misses 2-pt shot from 3 ft (block by G. Antetokounmpo),,61-66,,
3:49.0,,,61-66,,Defensive rebound by G. Monroe
3:49.0,Personal take foul by M. Morris (drawn by G. Antetokounmpo),,61-66,,
3:49.0,T. Harris enters the game for J. Leuer,,61-66,,
3:49.0,B. Udrih enters the game for I. Smith,,61-66,,
3:38.0,,,61-66,,Turnover by G. Monroe (bad pass; steal by B. Udrih)
3:28.0,,,61-66,,Personal foul by R. Vaughn (drawn by B. Udrih)
3:28.0,B. Udrih makes free throw 1 of 2,1,62-66,,
3:28.0,B. Udrih makes free throw 2 of 2,1,63-66,,
3:28.0,S. Johnson enters the game for M. Morris,,62-66,,
3:11.0,,,63-66,,G. Antetokounmpo misses 2-pt shot from 18 ft
3:10.0,Defensive rebound by K. Caldwell-Pope,,63-66,,
2:52.0,B. Udrih misses 3-pt shot from 26 ft,,63-66,,
2:51.0,,,63-66,,Defensive rebound by G. Antetokounmpo
2:41.0,,,63-66,,Turnover by G. Antetokounmpo (bad pass; steal by B. Udrih)
2:35.0,K. Caldwell-Pope makes 2-pt shot at rim (assist by S. Johnson),2,65-66,,
2:35.0,,,65-66,,Milwaukee full timeout
2:35.0,,,65-66,,Technical foul by G. Monroe
2:35.0,K. Caldwell-Pope makes technical free throw,1,66-66,,
2:35.0,,,65-66,,J. Terry enters the game for G. Antetokounmpo
2:35.0,,,65-66,,M. Beasley enters the game for T. Snell
2:19.0,,,66-66,,M. Beasley misses 2-pt shot from 7 ft
2:18.0,Defensive rebound by S. Johnson,,66-66,,
2:10.0,S. Johnson misses 3-pt shot from 23 ft,,66-66,,
2:06.0,,,66-66,,Defensive rebound by M. Beasley
1:58.0,,,66-66,,Turnover by K. Middleton (bad pass; steal by S. Johnson)
1:44.0,T. Harris misses 2-pt shot from 12 ft,,66-66,,
1:42.0,,,66-66,,Defensive rebound by J. Terry
1:24.0,,,66-66,,Turnover by K. Middleton (lost ball; steal by T. Harris)
1:22.0,T. Harris makes 2-pt shot from 1 ft (assist by B. Udrih),2,68-66,,
1:22.0,Shooting foul by M. Beasley (drawn by T. Harris),,68-66,,
1:22.0,T. Harris makes free throw 1 of 1,1,69-66,,
1:04.0,,,69-66,,G. Monroe misses 2-pt shot from 5 ft
1:04.0,,,69-66,,Offensive rebound by M. Beasley
1:04.0,,,69-68,2,M. Beasley makes 2-pt shot at rim
1:04.0,,,69-68,,Shooting foul by A. Baynes (drawn by M. Beasley)
1:04.0,,,69-69,1,M. Beasley makes free throw 1 of 1
0:49.0,T. Harris makes 2-pt shot from 13 ft,2,71-69,,
0:27.0,,,71-69,,K. Middleton misses 2-pt shot from 20 ft
0:24.0,Defensive rebound by B. Udrih,,71-69,,
0:20.0,B. Udrih makes 2-pt shot from 1 ft,2,73-69,,
0:04.0,Shooting block foul by S. Johnson (drawn by K. Middleton),,73-69,,
0:04.0,,,73-70,1,K. Middleton makes free throw 1 of 2
0:04.0,,,73-71,1,K. Middleton makes free throw 2 of 2
0:00.0,K. Caldwell-Pope misses 3-pt shot from 28 ft,,73-71,,
0:00.0,Offensive rebound by Team,,73-71,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,B. Udrih makes 2-pt shot from 1 ft,2,75-71,,
11:19.0,,,75-71,,R. Vaughn misses 2-pt shot from 4 ft
11:17.0,Defensive rebound by T. Harris,,75-71,,
11:11.0,Turnover by B. Udrih (bad pass; steal by M. Beasley),,75-71,,
11:03.0,,,75-71,,Turnover by J. Terry (bad pass)
10:43.0,S. Johnson misses 2-pt shot from 7 ft,,75-71,,
10:43.0,,,75-71,,Defensive rebound by M. Beasley
10:43.0,Personal foul by J. Leuer (drawn by M. Beasley),,75-71,,
10:20.0,,,75-73,2,M. Beasley makes 2-pt shot at rim (assist by R. Vaughn)
10:05.0,S. Johnson misses 3-pt shot from 28 ft,,75-73,,
10:04.0,Offensive rebound by J. Leuer,,75-73,,
9:46.0,T. Harris makes 2-pt shot at rim,2,77-73,,
9:29.0,,,77-73,,Shooting foul by A. Baynes (drawn by G. Antetokounmpo)
9:29.0,,,77-74,1,G. Antetokounmpo makes free throw 1 of 2
9:29.0,,,77-74,,G. Antetokounmpo misses free throw 2 of 2
9:29.0,A. Drummond enters the game for A. Baynes,,77-74,,
9:27.0,,,77-74,,Offensive rebound by M. Beasley
9:26.0,,,77-76,2,M. Beasley makes 2-pt shot from 1 ft
9:09.0,T. Harris makes 2-pt shot from 4 ft (assist by A. Drummond),2,79-76,,
8:45.0,,,79-76,,J. Terry misses 3-pt shot from 24 ft
8:44.0,Defensive rebound by J. Leuer,,79-76,,
8:36.0,T. Harris misses 3-pt shot from 25 ft,,79-76,,
8:35.0,Offensive rebound by J. Leuer,,79-76,,
8:35.0,Shooting foul by R. Vaughn (drawn by J. Leuer),,79-76,,
8:35.0,Official timeout,,79-76,,
8:35.0,J. Leuer makes free throw 1 of 2,1,80-76,,
8:35.0,J. Leuer makes free throw 2 of 2,1,81-76,,
8:35.0,,,79-76,,T. Maker enters the game for G. Monroe
8:35.0,,,79-76,,T. Snell enters the game for R. Vaughn
8:13.0,,,81-76,,G. Antetokounmpo misses 3-pt shot from 28 ft
8:11.0,Defensive rebound by A. Drummond,,81-76,,
7:53.0,T. Harris makes 3-pt shot from 25 ft (assist by B. Udrih),3,84-76,,
7:29.0,,,84-78,2,T. Maker makes 2-pt shot from 5 ft
7:29.0,,,84-78,,Shooting foul by A. Drummond (drawn by T. Maker)
7:29.0,,,84-78,,T. Maker misses free throw 1 of 1
7:29.0,,,84-78,,K. Middleton enters the game for M. Beasley
7:27.0,Defensive rebound by A. Drummond,,84-78,,
7:06.0,B. Udrih makes 2-pt shot from 16 ft,2,86-78,,
6:45.0,,,86-78,,T. Snell misses 3-pt shot from 25 ft
6:44.0,Defensive rebound by J. Leuer,,86-78,,
6:27.0,B. Udrih misses 2-pt shot from 19 ft,,86-78,,
6:26.0,,,86-78,,Defensive rebound by T. Maker
6:04.0,,,86-81,3,T. Maker makes 3-pt shot from 22 ft (assist by G. Antetokounmpo)
5:47.0,A. Drummond makes 2-pt shot from 9 ft (assist by T. Harris),2,88-81,,
5:29.0,,,88-81,,K. Middleton misses 2-pt shot from 9 ft
5:29.0,Defensive rebound by A. Drummond,,88-81,,
5:29.0,,,88-81,,Personal foul by T. Maker (drawn by S. Johnson)
5:29.0,,,88-81,,Milwaukee full timeout
5:29.0,K. Caldwell-Pope enters the game for S. Johnson,,88-81,,
5:29.0,,,88-81,,M. Dellavedova enters the game for J. Terry
5:09.0,K. Caldwell-Pope makes 3-pt shot from 25 ft,3,91-81,,
4:59.0,,,91-83,2,G. Antetokounmpo makes 2-pt shot at rim (assist by M. Dellavedova)
4:59.0,,,91-83,,Shooting foul by A. Drummond (drawn by G. Antetokounmpo)
4:59.0,,,91-83,,G. Antetokounmpo misses free throw 1 of 1
4:57.0,Defensive rebound by A. Drummond,,91-83,,
4:34.0,T. Harris misses 2-pt shot from 2 ft,,91-83,,
4:32.0,,,91-83,,Defensive rebound by G. Antetokounmpo
4:30.0,Shooting block foul by B. Udrih (drawn by G. Antetokounmpo),,91-83,,
4:30.0,,,91-84,1,G. Antetokounmpo makes free throw 1 of 2
4:30.0,,,91-85,1,G. Antetokounmpo makes free throw 2 of 2
4:30.0,A. Baynes enters the game for J. Leuer,,91-84,,
4:30.0,I. Smith enters the game for A. Drummond,,91-84,,
4:30.0,M. Morris enters the game for B. Udrih,,91-84,,
4:12.0,K. Caldwell-Pope misses 3-pt shot from 28 ft,,91-85,,
4:11.0,,,91-85,,Defensive rebound by G. Antetokounmpo
3:58.0,,,91-85,,Shooting foul by I. Smith (drawn by T. Snell)
3:58.0,,,91-86,1,T. Snell makes free throw 1 of 2
3:58.0,,,91-87,1,T. Snell makes free throw 2 of 2
3:43.0,K. Caldwell-Pope misses 3-pt shot from 25 ft,,91-87,,
3:40.0,Offensive rebound by A. Baynes,,91-87,,
3:40.0,Turnover by A. Baynes (bad pass; steal by G. Antetokounmpo),,91-87,,
3:40.0,Personal foul by M. Morris (drawn by G. Antetokounmpo),,91-87,,
3:40.0,,,91-87,,G. Antetokounmpo misses free throw 1 of 2
3:40.0,,,91-87,,Offensive rebound by Team
3:40.0,,,91-88,1,G. Antetokounmpo makes free throw 2 of 2
3:19.0,K. Caldwell-Pope misses 2-pt shot from 7 ft,,91-88,,
3:18.0,Offensive rebound by K. Caldwell-Pope,,91-88,,
3:17.0,K. Caldwell-Pope misses 2-pt shot from 3 ft,,91-88,,
3:15.0,,,91-88,,Defensive rebound by G. Antetokounmpo
2:58.0,Personal foul by I. Smith (drawn by G. Antetokounmpo),,91-88,,
