time,San Antonio,pts.away,score,pts.home,Houston
8:24.0,,,4-12,,P. Beverley misses 3-pt shot from 24 ft
8:22.0,Defensive rebound by P. Gasol,,4-12,,
8:09.0,D. Murray makes 2-pt shot from 10 ft (assist by P. Gasol),2,6-12,,
7:44.0,,,6-12,,J. Harden misses 2-pt shot at rim
7:43.0,Defensive rebound by P. Gasol,,6-12,,
7:33.0,D. Green makes 3-pt shot from 24 ft (assist by K. Leonard),3,9-12,,
7:14.0,,,9-12,,C. Capela misses 2-pt shot from 4 ft (block by P. Gasol)
7:13.0,,,9-12,,Offensive rebound by Team
7:08.0,,,9-12,,Turnover by P. Beverley (lost ball; steal by P. Gasol)
6:54.0,Turnover by K. Leonard (bad pass; steal by T. Ariza),,9-12,,
6:49.0,,,9-14,2,T. Ariza makes 2-pt shot at rim
6:38.0,Shooting foul by C. Capela (drawn by P. Gasol),,9-14,,
6:38.0,P. Gasol misses free throw 1 of 2,,9-14,,
6:38.0,Offensive rebound by Team,,9-14,,
6:38.0,P. Gasol misses free throw 2 of 2,,9-14,,
6:38.0,,,9-14,,Defensive rebound by T. Ariza
6:38.0,P. Mills enters the game for D. Murray,,9-14,,
6:38.0,,,9-14,,E. Gordon enters the game for P. Beverley
6:23.0,,,9-17,3,E. Gordon makes 3-pt shot from 25 ft (assist by J. Harden)
6:06.0,K. Leonard misses 2-pt shot from 11 ft,,9-17,,
6:06.0,,,9-17,,Defensive rebound by C. Capela
5:58.0,,,9-19,2,J. Harden makes 2-pt shot from 1 ft
5:43.0,L. Aldridge makes 2-pt shot from 13 ft (assist by P. Gasol),2,11-19,,
5:28.0,,,11-21,2,C. Capela makes 2-pt shot at rim (assist by T. Ariza)
5:13.0,Shooting foul by C. Capela (drawn by K. Leonard),,11-21,,
5:13.0,K. Leonard misses free throw 1 of 2,,11-21,,
5:13.0,Offensive rebound by Team,,11-21,,
5:13.0,K. Leonard makes free throw 2 of 2,1,12-21,,
5:13.0,D. Lee enters the game for P. Gasol,,11-21,,
5:13.0,M. Ginobili enters the game for D. Green,,11-21,,
5:13.0,,,11-21,,N. Hilario enters the game for C. Capela
4:55.0,,,12-23,2,E. Gordon makes 2-pt shot from 1 ft
4:46.0,Offensive foul by P. Mills,,12-23,,
4:46.0,Turnover by P. Mills (offensive foul),,12-23,,
4:46.0,,,12-23,,L. Williams enters the game for R. Anderson
4:33.0,,,12-23,,N. Hilario misses 2-pt shot from 1 ft (block by L. Aldridge)
4:31.0,Defensive rebound by P. Mills,,12-23,,
4:20.0,L. Aldridge misses 2-pt shot from 17 ft,,12-23,,
4:19.0,,,12-23,,Defensive rebound by J. Harden
4:13.0,,,12-25,2,N. Hilario makes 2-pt shot at rim (assist by J. Harden)
4:13.0,San Antonio full timeout,,12-25,,
4:04.0,Turnover by D. Lee (bad pass; steal by N. Hilario),,12-25,,
4:01.0,,,12-27,2,N. Hilario makes 2-pt shot from 1 ft
3:47.0,M. Ginobili makes 2-pt shot from 16 ft,2,14-27,,
3:47.0,Shooting foul by E. Gordon (drawn by M. Ginobili),,14-27,,
3:47.0,M. Ginobili misses free throw 1 of 1,,14-27,,
3:47.0,,,14-27,,Defensive rebound by J. Harden
3:47.0,J. Simmons enters the game for K. Leonard,,14-27,,
3:36.0,,,14-27,,L. Williams misses 2-pt shot from 10 ft
3:36.0,Defensive rebound by J. Simmons,,14-27,,
3:30.0,Shooting foul by N. Hilario (drawn by J. Simmons),,14-27,,
3:30.0,J. Simmons makes free throw 1 of 2,1,15-27,,
3:30.0,J. Simmons makes free throw 2 of 2,1,16-27,,
3:30.0,,,15-27,,R. Anderson enters the game for N. Hilario
3:13.0,,,16-27,,Shooting foul by L. Aldridge (drawn by J. Harden)
3:13.0,,,16-27,,J. Harden misses free throw 1 of 2
3:13.0,,,16-27,,Offensive rebound by Team
3:13.0,,,16-27,,J. Harden misses free throw 2 of 2
3:13.0,Defensive rebound by K. Anderson,,16-27,,
3:13.0,K. Anderson enters the game for D. Lee,,16-27,,
2:51.0,L. Aldridge makes 2-pt shot from 21 ft (assist by M. Ginobili),2,18-27,,
2:50.0,,,18-27,,Houston full timeout
2:39.0,,,18-27,,E. Gordon misses 2-pt shot from 2 ft
2:38.0,Defensive rebound by J. Simmons,,18-27,,
2:21.0,J. Simmons misses 2-pt shot from 15 ft,,18-27,,
2:19.0,,,18-27,,Defensive rebound by L. Williams
2:11.0,,,18-27,,L. Williams misses 2-pt shot from 2 ft
2:09.0,,,18-27,,Offensive rebound by L. Williams
2:09.0,,,18-29,2,L. Williams makes 2-pt shot from 1 ft
1:59.0,J. Simmons makes 2-pt shot from 2 ft (assist by P. Mills),2,20-29,,
1:59.0,Shooting foul by J. Harden (drawn by J. Simmons),,20-29,,
1:59.0,J. Simmons misses free throw 1 of 1,,20-29,,
1:59.0,,,20-29,,Defensive rebound by R. Anderson
1:59.0,,,20-29,,S. Dekker enters the game for T. Ariza
1:59.0,D. Lee enters the game for L. Aldridge,,20-29,,
1:55.0,,,20-29,,Turnover by J. Harden (bad pass; steal by D. Lee)
1:48.0,M. Ginobili makes 2-pt shot from 2 ft,2,22-29,,
1:33.0,,,22-29,,Turnover by R. Anderson (bad pass; steal by J. Simmons)
1:24.0,Turnover by M. Ginobili (bad pass; steal by J. Harden),,22-29,,
1:17.0,,,22-29,,S. Dekker misses 2-pt shot from 2 ft
1:16.0,Defensive rebound by J. Simmons,,22-29,,
1:04.0,D. Lee misses 2-pt shot from 8 ft,,22-29,,
1:03.0,,,22-29,,Defensive rebound by E. Gordon
0:58.0,,,22-32,3,L. Williams makes 3-pt shot from 27 ft (assist by J. Harden)
0:53.0,M. Ginobili misses 3-pt shot from 24 ft,,22-32,,
0:51.0,Offensive rebound by Team,,22-32,,
0:37.0,Turnover by J. Simmons (bad pass; steal by J. Harden),,22-32,,
0:32.0,,,22-34,2,J. Harden makes 2-pt shot at rim
0:08.0,M. Ginobili misses 2-pt shot from 1 ft,,22-34,,
0:07.0,,,22-34,,Defensive rebound by L. Williams
0:00.0,,,22-34,,L. Williams misses 2-pt shot from 9 ft
0:00.0,,,22-34,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,Turnover by J. Simmons (lost ball),,22-34,,
11:32.0,,,22-37,3,E. Gordon makes 3-pt shot from 25 ft (assist by P. Beverley)
11:11.0,D. Lee misses 2-pt shot from 2 ft (block by C. Capela),,22-37,,
11:10.0,Offensive rebound by D. Lee,,22-37,,
11:09.0,D. Lee misses 2-pt shot from 3 ft (block by C. Capela),,22-37,,
11:08.0,,,22-37,,Defensive rebound by L. Williams
11:04.0,,,22-37,,Turnover by L. Williams (bad pass; steal by J. Simmons)
10:56.0,K. Leonard makes 2-pt shot from 1 ft,2,24-37,,
10:43.0,,,24-37,,Turnover by C. Capela (bad pass; steal by K. Leonard)
10:27.0,D. Lee makes 2-pt shot from 1 ft (assist by K. Leonard),2,26-37,,
10:08.0,,,26-37,,E. Gordon misses 3-pt shot from 25 ft
10:07.0,Defensive rebound by D. Green,,26-37,,
10:02.0,J. Simmons misses 2-pt shot from 1 ft,,26-37,,
10:00.0,,,26-37,,Defensive rebound by S. Dekker
9:50.0,,,26-37,,P. Beverley misses 2-pt shot from 8 ft
9:49.0,Defensive rebound by D. Lee,,26-37,,
9:33.0,K. Leonard misses 3-pt shot from 25 ft,,26-37,,
9:32.0,Offensive rebound by K. Leonard,,26-37,,
9:25.0,K. Leonard makes 3-pt shot from 24 ft (assist by P. Mills),3,29-37,,
9:24.0,,,29-37,,Houston full timeout
9:24.0,,,29-37,,T. Ariza enters the game for S. Dekker
9:24.0,P. Gasol enters the game for P. Mills,,29-37,,
9:12.0,,,29-39,2,L. Williams makes 2-pt shot from 16 ft (assist by P. Beverley)
8:58.0,D. Green misses 3-pt shot from 23 ft,,29-39,,
8:57.0,Offensive rebound by P. Gasol,,29-39,,
8:56.0,Shooting foul by C. Capela (drawn by P. Gasol),,29-39,,
8:56.0,P. Gasol makes free throw 1 of 2,1,30-39,,
8:56.0,P. Gasol makes free throw 2 of 2,1,31-39,,
8:56.0,,,30-39,,R. Anderson enters the game for C. Capela
8:56.0,M. Ginobili enters the game for D. Lee,,30-39,,
8:43.0,,,31-41,2,L. Williams makes 2-pt shot from 17 ft
8:19.0,J. Simmons misses 2-pt shot from 1 ft,,31-41,,
8:19.0,Offensive rebound by P. Gasol,,31-41,,
8:18.0,P. Gasol makes 2-pt shot from 2 ft,2,33-41,,
8:01.0,,,33-41,,P. Beverley misses 3-pt shot from 25 ft
7:59.0,Defensive rebound by K. Leonard,,33-41,,
7:52.0,K. Leonard makes 2-pt shot from 20 ft,2,35-41,,
7:52.0,Shooting foul by T. Ariza (drawn by K. Leonard),,35-41,,
7:52.0,K. Leonard misses free throw 1 of 1,,35-41,,
7:52.0,,,35-41,,Defensive rebound by T. Ariza
7:52.0,,,35-41,,J. Harden enters the game for E. Gordon
7:31.0,,,35-41,,P. Beverley misses 2-pt shot from 8 ft
7:30.0,Defensive rebound by P. Gasol,,35-41,,
7:14.0,J. Simmons misses 3-pt shot from 24 ft,,35-41,,
7:13.0,,,35-41,,Defensive rebound by Team
7:13.0,Loose ball foul by M. Ginobili (drawn by J. Harden),,35-41,,
7:13.0,L. Aldridge enters the game for P. Gasol,,35-41,,
6:50.0,,,35-41,,J. Harden misses 3-pt shot from 25 ft
6:49.0,Defensive rebound by M. Ginobili,,35-41,,
6:41.0,M. Ginobili makes 2-pt shot from 1 ft,2,37-41,,
6:25.0,,,37-41,,L. Williams misses 3-pt shot from 23 ft
6:24.0,,,37-41,,Offensive rebound by J. Harden
6:16.0,,,37-43,2,J. Harden makes 2-pt shot from 1 ft
6:16.0,San Antonio full timeout,,37-43,,
6:16.0,P. Mills enters the game for J. Simmons,,37-43,,
6:00.0,D. Green misses 3-pt shot from 23 ft,,37-43,,
5:58.0,,,37-43,,Defensive rebound by J. Harden
5:44.0,,,37-46,3,R. Anderson makes 3-pt shot from 24 ft (assist by P. Beverley)
5:31.0,Turnover by L. Aldridge (bad pass),,37-46,,
5:31.0,,,37-46,,E. Gordon enters the game for P. Beverley
5:17.0,,,37-46,,J. Harden misses 3-pt shot from 25 ft
5:16.0,Defensive rebound by Team,,37-46,,
5:16.0,,,37-46,,Loose ball foul by R. Anderson (drawn by M. Ginobili)
5:01.0,Offensive charge foul by L. Aldridge,,37-46,,
5:01.0,Turnover by L. Aldridge (offensive foul),,37-46,,
4:48.0,,,37-46,,T. Ariza misses 3-pt shot from 24 ft
4:46.0,Defensive rebound by K. Leonard,,37-46,,
4:38.0,P. Mills makes 3-pt shot from 23 ft (assist by M. Ginobili),3,40-46,,
4:25.0,,,40-48,2,T. Ariza makes 2-pt shot at rim (assist by J. Harden)
4:09.0,,,40-48,,Personal foul by E. Gordon
4:09.0,J. Simmons enters the game for M. Ginobili,,40-48,,
4:08.0,Offensive foul by L. Aldridge,,40-48,,
4:08.0,Turnover by L. Aldridge (offensive foul),,40-48,,
4:08.0,D. Lee enters the game for L. Aldridge,,40-48,,
3:56.0,,,40-48,,E. Gordon misses 3-pt shot from 25 ft
3:55.0,Defensive rebound by K. Leonard,,40-48,,
3:42.0,K. Leonard makes 2-pt shot from 6 ft,2,42-48,,
3:28.0,,,42-50,2,J. Harden makes 2-pt shot from 1 ft
3:09.0,P. Mills makes 3-pt shot from 25 ft (assist by K. Leonard),3,45-50,,
2:55.0,,,45-52,2,L. Williams makes 2-pt shot at rim
2:39.0,K. Leonard makes 2-pt shot at rim,2,47-52,,
2:27.0,,,47-52,,Shooting foul by P. Mills (drawn by J. Harden)
2:27.0,Official timeout,,47-52,,
2:27.0,,,47-53,1,J. Harden makes free throw 1 of 2
2:27.0,,,47-54,1,J. Harden makes free throw 2 of 2
2:27.0,D. Murray enters the game for D. Green,,47-52,,
2:09.0,D. Murray makes 2-pt shot at rim (assist by J. Simmons),2,49-54,,
1:52.0,,,49-54,,L. Williams misses 3-pt shot from 25 ft
1:51.0,Defensive rebound by D. Lee,,49-54,,
1:35.0,D. Murray makes 2-pt shot from 1 ft (assist by K. Leonard),2,51-54,,
1:17.0,,,51-57,3,R. Anderson makes 3-pt shot from 23 ft (assist by J. Harden)
0:53.0,J. Simmons makes 2-pt shot from 6 ft (assist by D. Murray),2,53-57,,
0:32.0,,,53-57,,T. Ariza misses 2-pt shot from 4 ft (block by K. Leonard)
0:31.0,Defensive rebound by P. Mills,,53-57,,
0:11.0,K. Leonard misses 2-pt shot from 23 ft,,53-57,,
0:10.0,,,53-57,,Defensive rebound by T. Ariza
0:04.0,Personal take foul by P. Mills,,53-57,,
0:04.0,,,53-57,,Houston full timeout
0:04.0,D. Green enters the game for P. Mills,,53-57,,
0:04.0,M. Ginobili enters the game for D. Lee,,53-57,,
0:00.0,,,53-57,,E. Gordon misses 2-pt shot from 2 ft (block by D. Green)
0:00.0,,,53-57,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,P. Gasol makes 2-pt shot from 2 ft (assist by L. Aldridge),2,55-57,,
11:26.0,,,55-60,3,P. Beverley makes 3-pt shot from 25 ft (assist by C. Capela)
11:07.0,D. Murray misses 3-pt shot from 23 ft,,55-60,,
11:06.0,,,55-60,,Defensive rebound by C. Capela
11:00.0,,,55-60,,Shooting foul by P. Gasol (drawn by J. Harden)
11:00.0,,,55-61,1,J. Harden makes free throw 1 of 2
11:00.0,,,55-62,1,J. Harden makes free throw 2 of 2
10:39.0,P. Gasol makes 2-pt shot from 5 ft,2,57-62,,
10:22.0,,,57-65,3,E. Gordon makes 3-pt shot from 24 ft (assist by T. Ariza)
10:10.0,D. Murray misses 2-pt shot from 1 ft,,57-65,,
10:09.0,Offensive rebound by Team,,57-65,,
10:09.0,,,57-65,,Loose ball foul by J. Harden (drawn by L. Aldridge)
10:03.0,K. Leonard misses 3-pt shot from 25 ft,,57-65,,
10:02.0,,,57-65,,Defensive rebound by P. Beverley
9:57.0,Personal foul by K. Leonard (drawn by J. Harden),,57-65,,
9:54.0,,,57-65,,Turnover by J. Harden (bad pass)
9:35.0,L. Aldridge misses 2-pt shot at rim,,57-65,,
9:33.0,,,57-65,,Defensive rebound by T. Ariza
9:26.0,,,57-65,,E. Gordon misses 3-pt shot from 24 ft
9:25.0,Defensive rebound by L. Aldridge,,57-65,,
9:17.0,Turnover by D. Murray (lost ball),,57-65,,
9:02.0,,,57-67,2,T. Ariza makes 2-pt shot from 2 ft (assist by J. Harden)
9:02.0,,,57-67,,Shooting foul by P. Gasol (drawn by T. Ariza)
9:02.0,,,57-67,,T. Ariza misses free throw 1 of 1
9:02.0,Defensive rebound by L. Aldridge,,57-67,,
8:38.0,D. Murray makes 2-pt shot from 1 ft (assist by P. Gasol),2,59-67,,
8:23.0,,,59-67,,J. Harden misses 3-pt shot from 25 ft
8:22.0,Defensive rebound by Team,,59-67,,
8:00.0,D. Green misses 2-pt shot from 21 ft,,59-67,,
7:59.0,,,59-67,,Defensive rebound by J. Harden
7:41.0,,,59-70,3,J. Harden makes 3-pt shot from 25 ft
7:41.0,San Antonio full timeout,,59-70,,
7:41.0,P. Mills enters the game for D. Murray,,59-70,,
7:29.0,L. Aldridge misses 2-pt shot from 18 ft,,59-70,,
7:28.0,,,59-70,,Defensive rebound by E. Gordon
7:10.0,,,59-70,,Houston full timeout
7:03.0,,,59-73,3,J. Harden makes 3-pt shot from 26 ft
6:41.0,P. Mills misses 3-pt shot from 24 ft,,59-73,,
6:40.0,,,59-73,,Defensive rebound by T. Ariza
6:35.0,,,59-73,,C. Capela misses 2-pt shot from 2 ft (block by P. Gasol)
6:32.0,Defensive rebound by K. Leonard,,59-73,,
6:26.0,K. Leonard misses 3-pt shot from 25 ft,,59-73,,
6:25.0,Offensive rebound by L. Aldridge,,59-73,,
6:24.0,L. Aldridge makes 2-pt shot from 2 ft,2,61-73,,
6:24.0,,,61-73,,Violation by C. Capela (def goaltending)
6:11.0,,,61-76,3,T. Ariza makes 3-pt shot from 25 ft (assist by J. Harden)
5:57.0,Offensive charge foul by K. Leonard,,61-76,,
5:57.0,Turnover by K. Leonard (offensive foul),,61-76,,
5:47.0,,,61-76,,J. Harden misses 3-pt shot from 28 ft
5:46.0,,,61-76,,Offensive rebound by P. Beverley
5:42.0,,,61-79,3,E. Gordon makes 3-pt shot from 26 ft (assist by J. Harden)
5:22.0,,,61-79,,Personal foul by J. Harden (drawn by D. Green)
5:22.0,,,61-79,,L. Williams enters the game for P. Beverley
5:20.0,P. Mills misses 3-pt shot from 25 ft,,61-79,,
5:18.0,,,61-79,,Defensive rebound by E. Gordon
5:14.0,,,61-79,,Turnover by J. Harden (lost ball; steal by P. Gasol)
5:08.0,L. Aldridge makes 2-pt shot at rim (assist by P. Mills),2,63-79,,
5:02.0,,,63-79,,Turnover by J. Harden (bad pass; steal by D. Green)
4:54.0,K. Leonard misses 2-pt shot from 7 ft,,63-79,,
4:54.0,Offensive rebound by Team,,63-79,,
4:46.0,L. Aldridge misses 2-pt shot from 6 ft,,63-79,,
4:45.0,Offensive rebound by K. Leonard,,63-79,,
4:43.0,K. Leonard makes 2-pt shot from 1 ft,2,65-79,,
4:23.0,,,65-79,,L. Williams misses 2-pt shot from 7 ft
4:22.0,Defensive rebound by D. Green,,65-79,,
4:08.0,L. Aldridge makes 2-pt shot at rim,2,67-79,,
3:46.0,,,67-79,,J. Harden misses 3-pt shot from 25 ft
3:45.0,Defensive rebound by D. Green,,67-79,,
3:27.0,L. Aldridge makes 2-pt shot from 4 ft,2,69-79,,
3:13.0,,,69-81,2,E. Gordon makes 2-pt shot from 6 ft
2:49.0,L. Aldridge misses 2-pt shot from 17 ft,,69-81,,
2:48.0,,,69-81,,Defensive rebound by C. Capela
2:41.0,,,69-83,2,L. Williams makes 2-pt shot from 1 ft
2:27.0,,,69-83,,Personal foul by C. Capela (drawn by K. Leonard)
2:27.0,D. Lee enters the game for K. Leonard,,69-83,,
2:27.0,J. Simmons enters the game for P. Gasol,,69-83,,
2:27.0,M. Ginobili enters the game for D. Green,,69-83,,
2:27.0,,,69-83,,R. Anderson enters the game for C. Capela
2:13.0,L. Aldridge makes 2-pt shot from 8 ft,2,71-83,,
1:56.0,,,71-83,,R. Anderson misses 3-pt shot from 23 ft
1:55.0,Defensive rebound by J. Simmons,,71-83,,
1:34.0,Turnover by J. Simmons (lost ball; steal by T. Ariza),,71-83,,
1:29.0,,,71-83,,Turnover by L. Williams (lost ball; steal by P. Mills)
1:27.0,P. Mills makes 2-pt shot from 6 ft,2,73-83,,
1:05.0,,,73-85,2,R. Anderson makes 2-pt shot from 15 ft (assist by J. Harden)
0:45.0,M. Ginobili misses 2-pt shot at rim,,73-85,,
0:45.0,,,73-85,,Defensive rebound by R. Anderson
0:33.0,K. Anderson enters the game for L. Aldridge,,73-85,,
0:33.0,,,73-85,,P. Beverley enters the game for T. Ariza
0:29.0,,,73-88,3,J. Harden makes 3-pt shot from 25 ft (assist by L. Williams)
0:08.0,J. Simmons makes 3-pt shot from 25 ft,3,76-88,,
0:00.0,,,76-91,3,R. Anderson makes 3-pt shot from 27 ft (assist by J. Harden)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,76-94,3,E. Gordon makes 3-pt shot from 26 ft (assist by T. Ariza)
11:24.0,J. Simmons makes 3-pt shot from 24 ft (assist by K. Anderson),3,79-94,,
11:08.0,,,79-97,3,E. Gordon makes 3-pt shot from 24 ft (assist by P. Beverley)
10:59.0,J. Simmons makes 2-pt shot from 8 ft,2,81-97,,
10:59.0,Shooting foul by L. Williams (drawn by J. Simmons),,81-97,,
10:59.0,J. Simmons makes free throw 1 of 1,1,82-97,,
10:47.0,,,82-99,2,R. Anderson makes 2-pt shot from 18 ft (assist by P. Beverley)
10:28.0,D. Lee misses 2-pt shot from 8 ft,,82-99,,
10:27.0,,,82-99,,Defensive rebound by R. Anderson
10:03.0,,,82-101,2,T. Ariza makes 2-pt shot from 1 ft (assist by L. Williams)
9:55.0,P. Mills makes 2-pt shot from 1 ft,2,84-101,,
9:34.0,,,84-101,,P. Beverley misses 3-pt shot from 24 ft
9:33.0,Defensive rebound by D. Lee,,84-101,,
9:23.0,J. Simmons makes 2-pt shot at rim (assist by P. Mills),2,86-101,,
9:14.0,,,86-103,2,P. Beverley makes 2-pt shot from 1 ft
9:00.0,J. Simmons misses 3-pt shot from 25 ft,,86-103,,
8:59.0,,,86-103,,Defensive rebound by R. Anderson
8:47.0,,,86-103,,R. Anderson misses 2-pt shot from 1 ft
8:46.0,Defensive rebound by K. Anderson,,86-103,,
8:40.0,M. Ginobili makes 3-pt shot from 24 ft (assist by P. Mills),3,89-103,,
8:17.0,,,89-105,2,T. Ariza makes 2-pt shot from 1 ft (assist by E. Gordon)
8:11.0,San Antonio full timeout,,89-105,,
8:11.0,D. Dedmon enters the game for D. Lee,,89-105,,
8:11.0,D. Murray enters the game for M. Ginobili,,89-105,,
8:11.0,,,89-105,,C. Capela enters the game for T. Ariza
8:11.0,,,89-105,,J. Harden enters the game for E. Gordon
8:03.0,P. Mills misses 3-pt shot from 26 ft,,89-105,,
8:01.0,,,89-105,,Defensive rebound by C. Capela
7:43.0,,,89-108,3,J. Harden makes 3-pt shot from 26 ft
7:21.0,K. Anderson misses 3-pt shot from 25 ft,,89-108,,
7:20.0,Offensive rebound by D. Dedmon,,89-108,,
7:18.0,D. Dedmon misses 2-pt shot at rim,,89-108,,
7:18.0,,,89-108,,Defensive rebound by Team
7:18.0,B. Forbes enters the game for P. Mills,,89-108,,
7:02.0,,,89-108,,J. Harden misses 3-pt shot from 25 ft
7:01.0,Defensive rebound by D. Dedmon,,89-108,,
6:58.0,Turnover by D. Dedmon (lost ball; steal by P. Beverley),,89-108,,
6:49.0,,,89-108,,R. Anderson misses 3-pt shot from 24 ft
6:48.0,Defensive rebound by K. Anderson,,89-108,,
6:45.0,Shooting foul by J. Harden (drawn by D. Dedmon),,89-108,,
6:45.0,D. Dedmon misses free throw 1 of 2,,89-108,,
6:45.0,Offensive rebound by Team,,89-108,,
6:45.0,D. Dedmon makes free throw 2 of 2,1,90-108,,
6:29.0,,,90-110,2,C. Capela makes 2-pt shot at rim (assist by P. Beverley)
6:29.0,,,90-110,,Shooting foul by D. Murray (drawn by C. Capela)
6:29.0,,,90-111,1,C. Capela makes free throw 1 of 1
6:16.0,D. Murray misses 2-pt shot from 1 ft,,90-111,,
6:15.0,Offensive rebound by D. Dedmon,,90-111,,
6:14.0,Shooting foul by R. Anderson (drawn by D. Dedmon),,90-111,,
6:14.0,D. Dedmon misses free throw 1 of 2,,90-111,,
6:14.0,Offensive rebound by Team,,90-111,,
6:14.0,D. Dedmon misses free throw 2 of 2,,90-111,,
6:14.0,,,90-111,,Defensive rebound by C. Capela
5:58.0,,,90-111,,L. Williams misses 3-pt shot from 27 ft
5:56.0,,,90-111,,Offensive rebound by P. Beverley
5:54.0,,,90-113,2,P. Beverley makes 2-pt shot from 5 ft
5:41.0,J. Simmons misses 3-pt shot from 25 ft,,90-113,,
5:40.0,,,90-113,,Defensive rebound by C. Capela
5:31.0,,,90-113,,L. Williams misses 2-pt shot from 14 ft
5:30.0,,,90-113,,Offensive rebound by Team
5:30.0,Official timeout,,90-113,,
5:30.0,D. Bertans enters the game for J. Simmons,,90-113,,
5:30.0,,,90-113,,S. Dekker enters the game for P. Beverley
5:30.0,,,90-113,,B. Brown enters the game for J. Harden
5:21.0,,,90-113,,L. Williams misses 3-pt shot from 25 ft
5:20.0,Defensive rebound by Team,,90-113,,
5:20.0,,,90-113,,Loose ball foul by C. Capela (drawn by D. Dedmon)
5:08.0,D. Bertans misses 2-pt shot from 20 ft,,90-113,,
5:07.0,,,90-113,,Defensive rebound by C. Capela
4:51.0,,,90-115,2,B. Brown makes 2-pt shot from 22 ft
4:37.0,B. Forbes misses 3-pt shot from 24 ft,,90-115,,
4:35.0,,,90-115,,Defensive rebound by S. Dekker
4:17.0,,,90-115,,R. Anderson misses 2-pt shot from 1 ft
4:16.0,Defensive rebound by B. Forbes,,90-115,,
4:10.0,K. Anderson makes 2-pt shot at rim (assist by B. Forbes),2,92-115,,
3:55.0,,,92-117,2,B. Brown makes 2-pt shot from 13 ft
3:49.0,D. Dedmon makes 2-pt shot at rim (assist by D. Murray),2,94-117,,
3:37.0,,,94-117,,B. Brown misses 2-pt shot from 22 ft
3:36.0,Defensive rebound by K. Anderson,,94-117,,
3:29.0,K. Anderson makes 2-pt shot from 12 ft,2,96-117,,
3:10.0,,,96-117,,Shooting foul by D. Dedmon (drawn by C. Capela)
3:10.0,,,96-118,1,C. Capela makes free throw 1 of 2
3:10.0,,,96-118,,C. Capela misses free throw 2 of 2
3:09.0,,,96-118,,Offensive rebound by Team
2:58.0,,,96-120,2,B. Brown makes 2-pt shot from 2 ft
2:44.0,K. Anderson makes 2-pt shot from 16 ft,2,98-120,,
2:31.0,,,98-120,,R. Anderson misses 3-pt shot from 26 ft
2:30.0,,,98-120,,Offensive rebound by S. Dekker
2:26.0,,,98-120,,Houston full timeout
2:26.0,,,98-120,,M. Harrell enters the game for R. Anderson
2:26.0,,,98-120,,I. Taylor enters the game for C. Capela
2:26.0,,,98-120,,T. Williams enters the game for L. Williams
2:12.0,,,98-123,3,B. Brown makes 3-pt shot from 25 ft (assist by M. Harrell)
