time,Oklahoma City,pts.away,score,pts.home,Dallas
4:39.0,Jump ball: S. Adams vs. N. Noel (R. Westbrook gains possession),,,,Jump ball: S. Adams vs. N. Noel (R. Westbrook gains possession)
4:28.0,Turnover by J. Grant (lost ball; steal by D. Harris),,82-100,,
4:07.0,,,82-100,,S. Curry misses 2-pt shot from 3 ft
4:06.0,Defensive rebound by J. Grant,,82-100,,
3:59.0,D. McDermott misses 3-pt shot from 25 ft,,82-100,,
3:58.0,,,82-100,,Defensive rebound by D. Harris
3:40.0,,,82-102,2,N. Noel makes 2-pt shot from 8 ft (assist by D. Harris)
3:23.0,R. Westbrook misses 3-pt shot from 25 ft,,82-102,,
3:22.0,,,82-102,,Defensive rebound by N. Noel
3:22.0,Loose ball foul by D. Sabonis (drawn by N. Noel),,82-102,,
3:22.0,N. Cole enters the game for R. Westbrook,,82-102,,
3:07.0,,,82-102,,D. Nowitzki misses 2-pt shot from 22 ft
3:06.0,Defensive rebound by J. Grant,,82-102,,
2:57.0,S. Adams makes 2-pt shot at rim (assist by N. Cole),2,84-102,,
2:57.0,,,84-102,,Dallas full timeout
2:57.0,Official timeout,,84-102,,
2:57.0,,,84-102,,Q. Cook enters the game for W. Matthews
2:57.0,,,84-102,,N. Brussino enters the game for D. Nowitzki
2:57.0,,,84-102,,D. Finney-Smith enters the game for D. Harris
2:55.0,K. Singler enters the game for S. Adams,,84-102,,
2:35.0,,,84-102,,N. Brussino misses 3-pt shot from 24 ft
2:35.0,Defensive rebound by Team,,84-102,,
2:35.0,,,84-102,,Loose ball foul by N. Noel (drawn by D. Sabonis)
2:35.0,D. Sabonis makes free throw 1 of 2,1,85-102,,
2:35.0,D. Sabonis misses free throw 2 of 2,,85-102,,
2:35.0,,,85-102,,D. Powell enters the game for N. Noel
2:35.0,,,85-102,,B. Bentil enters the game for S. Curry
2:34.0,,,85-102,,Defensive rebound by D. Powell
2:22.0,Personal foul by D. Sabonis (drawn by D. Powell),,85-102,,
2:17.0,,,85-102,,Shooting foul by N. Cole (drawn by Q. Cook)
2:17.0,,,85-102,,Q. Cook misses free throw 1 of 2
2:17.0,,,85-102,,Offensive rebound by Team
2:17.0,,,85-102,,Q. Cook misses free throw 2 of 2
2:16.0,Defensive rebound by D. Sabonis,,85-102,,
2:02.0,D. McDermott makes 2-pt shot from 2 ft,2,87-102,,
1:47.0,,,87-102,,Q. Cook misses 2-pt shot from 20 ft
1:45.0,Defensive rebound by D. Sabonis,,87-102,,
1:41.0,Offensive foul by K. Singler,,87-102,,
1:41.0,Turnover by K. Singler (offensive foul),,87-102,,
1:32.0,,,87-102,,Turnover by B. Bentil (traveling)
1:21.0,D. McDermott misses 2-pt shot from 14 ft,,87-102,,
1:20.0,,,87-102,,Defensive rebound by B. Bentil
1:13.0,,,87-102,,D. Powell misses 3-pt shot from 24 ft
1:11.0,Defensive rebound by N. Cole,,87-102,,
1:07.0,N. Cole makes 2-pt shot at rim,2,89-102,,
0:52.0,,,89-102,,Turnover by N. Brussino (bad pass)
0:38.0,D. Sabonis misses 2-pt shot from 2 ft,,89-102,,
0:37.0,,,89-102,,Defensive rebound by B. Bentil
0:18.0,,,89-104,2,Q. Cook makes 2-pt shot from 5 ft
0:09.0,N. Cole misses 3-pt shot from 25 ft,,89-104,,
0:07.0,,,89-104,,Defensive rebound by D. Finney-Smith
0:00.0,End of 4th quarter,,,,End of 4th quarter
