time,Philadelphia,pts.away,score,pts.home,Cleveland
9:00.0,J. Anderson makes 2-pt shot at rim,2,11-8,,
8:43.0,,,11-8,,K. Love misses 3-pt shot from 25 ft
8:43.0,,,11-8,,Offensive rebound by L. James
8:36.0,,,11-10,2,K. Love makes 2-pt shot from 8 ft (assist by L. James)
8:16.0,D. Saric makes 2-pt shot from 6 ft (assist by J. Anderson),2,13-10,,
8:02.0,,,13-13,3,J. Smith makes 3-pt shot from 25 ft (assist by K. Love)
7:53.0,,,13-13,,Personal foul by K. Love (drawn by R. Holmes)
7:44.0,Turnover by D. Saric (bad pass; steal by K. Love),,13-13,,
7:42.0,,,13-13,,Shooting foul by J. Anderson (drawn by L. James)
7:42.0,,,13-14,1,L. James makes free throw 1 of 2
7:42.0,,,13-14,,L. James misses free throw 2 of 2
7:41.0,Defensive rebound by J. Anderson,,13-14,,
7:31.0,Turnover by R. Holmes (bad pass),,13-14,,
7:23.0,,,13-14,,K. Irving misses 2-pt shot from 14 ft
7:22.0,Defensive rebound by J. Anderson,,13-14,,
7:08.0,D. Saric makes 2-pt shot from 11 ft,2,15-14,,
6:53.0,,,15-14,,Shooting foul by T. McConnell (drawn by K. Irving)
6:53.0,,,15-16,2,K. Irving makes 2-pt shot from 1 ft (assist by L. James)
6:53.0,,,15-17,1,K. Irving makes free throw 1 of 1
6:53.0,N. Stauskas enters the game for T. Luwawu-Cabarrot,,15-16,,
6:39.0,R. Holmes makes 2-pt shot from 16 ft (assist by J. Anderson),2,17-17,,
6:27.0,,,17-17,,K. Irving misses 2-pt shot from 15 ft
6:27.0,,,17-17,,Offensive rebound by T. Thompson
6:23.0,,,17-17,,J. Smith misses 3-pt shot from 24 ft
6:23.0,,,17-17,,Offensive rebound by K. Love
6:23.0,Personal foul by T. McConnell (drawn by K. Love),,17-17,,
6:23.0,G. Henderson enters the game for T. McConnell,,17-17,,
6:19.0,,,17-17,,K. Love misses 2-pt shot from 12 ft
6:18.0,Defensive rebound by G. Henderson,,17-17,,
6:04.0,D. Saric misses 3-pt shot from 26 ft,,17-17,,
6:04.0,,,17-17,,Defensive rebound by K. Love
5:57.0,,,17-17,,Turnover by L. James (lost ball; steal by R. Holmes)
5:55.0,Turnover by R. Holmes (bad pass; steal by K. Love),,17-17,,
5:52.0,,,17-17,,K. Love misses 2-pt shot from 17 ft
5:51.0,,,17-17,,Offensive rebound by T. Thompson
5:51.0,,,17-17,,T. Thompson misses 2-pt shot from 1 ft
5:49.0,Defensive rebound by J. Anderson,,17-17,,
5:34.0,G. Henderson misses 3-pt shot from 24 ft,,17-17,,
5:34.0,Offensive rebound by Team,,17-17,,
5:34.0,,,17-17,,Cleveland full timeout
5:27.0,J. Anderson misses 3-pt shot from 27 ft,,17-17,,
5:27.0,,,17-17,,Defensive rebound by K. Love
5:25.0,Personal foul by J. Anderson (drawn by L. James),,17-17,,
5:25.0,T. Luwawu-Cabarrot enters the game for J. Anderson,,17-17,,
5:14.0,,,17-19,2,T. Thompson makes 2-pt shot at rim (assist by K. Irving)
4:53.0,R. Holmes misses 2-pt shot from 13 ft,,17-19,,
4:52.0,,,17-19,,Defensive rebound by L. James
4:49.0,,,17-19,,Shooting foul by T. Luwawu-Cabarrot (drawn by T. Thompson)
4:49.0,,,17-20,1,T. Thompson makes free throw 1 of 2
4:49.0,,,17-20,,T. Thompson misses free throw 2 of 2
4:48.0,Defensive rebound by G. Henderson,,17-20,,
4:34.0,T. Luwawu-Cabarrot makes 2-pt shot from 1 ft (assist by R. Holmes),2,19-20,,
4:23.0,,,19-22,2,T. Thompson makes 2-pt shot from 4 ft (assist by K. Irving)
4:09.0,G. Henderson makes 3-pt shot from 25 ft (assist by R. Holmes),3,22-22,,
4:00.0,,,22-24,2,L. James makes 2-pt shot at rim
4:00.0,,,22-24,,Shooting foul by R. Holmes (drawn by L. James)
4:00.0,,,22-25,1,L. James makes free throw 1 of 1
4:00.0,S. Long enters the game for R. Holmes,,22-24,,
4:00.0,,,22-24,,I. Shumpert enters the game for J. Smith
3:41.0,S. Long misses 2-pt shot from 11 ft,,22-25,,
3:41.0,,,22-25,,Defensive rebound by L. James
3:18.0,,,22-25,,I. Shumpert misses 2-pt shot from 20 ft
3:18.0,,,22-25,,Offensive rebound by T. Thompson
3:07.0,,,22-27,2,K. Irving makes 2-pt shot from 2 ft
3:07.0,Philadelphia full timeout,,22-27,,
3:07.0,,,22-27,,D. Williams enters the game for L. James
2:44.0,D. Saric misses 2-pt shot from 7 ft,,22-27,,
2:42.0,,,22-27,,Defensive rebound by K. Love
2:31.0,,,22-27,,I. Shumpert misses 3-pt shot from 23 ft
2:31.0,Defensive rebound by T. Luwawu-Cabarrot,,22-27,,
2:23.0,S. Long misses 2-pt shot from 1 ft,,22-27,,
2:23.0,,,22-27,,Defensive rebound by I. Shumpert
2:13.0,,,22-29,2,D. Williams makes 2-pt shot from 14 ft
1:58.0,T. Luwawu-Cabarrot makes 2-pt shot from 1 ft,2,24-29,,
1:42.0,Personal foul by D. Saric (drawn by K. Love),,24-29,,
1:42.0,,,24-29,,K. Love misses free throw 1 of 2
1:42.0,,,24-29,,Offensive rebound by Team
1:42.0,,,24-30,1,K. Love makes free throw 2 of 2
1:31.0,D. Saric misses 2-pt shot from 11 ft,,24-30,,
1:30.0,,,24-30,,Defensive rebound by K. Love
1:19.0,,,24-30,,Turnover by K. Love (lost ball; steal by N. Stauskas)
1:11.0,G. Henderson makes 2-pt shot from 14 ft (assist by D. Saric),2,26-30,,
0:54.0,,,26-30,,K. Irving misses 2-pt shot from 6 ft
0:54.0,,,26-30,,Offensive rebound by T. Thompson
0:52.0,,,26-30,,T. Thompson misses 2-pt shot from 2 ft (block by S. Long)
0:51.0,,,26-30,,Offensive rebound by I. Shumpert
0:48.0,,,26-30,,D. Williams misses 3-pt shot from 25 ft
0:47.0,Defensive rebound by G. Henderson,,26-30,,
0:40.0,T. Luwawu-Cabarrot makes 3-pt shot from 26 ft (assist by G. Henderson),3,29-30,,
0:29.0,,,29-30,,C. Frye enters the game for K. Love
0:20.0,,,29-32,2,K. Irving makes 2-pt shot from 1 ft
0:00.0,N. Stauskas misses 3-pt shot from 25 ft,,29-32,,
0:00.0,,,29-32,,Defensive rebound by T. Thompson
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,,,29-34,2,L. James makes 2-pt shot from 4 ft (assist by D. Williams)
11:49.0,,,29-34,,Shooting foul by T. Splitter (drawn by L. James)
11:49.0,,,29-35,1,L. James makes free throw 1 of 1
11:27.0,Turnover by R. Holmes (lost ball; steal by D. Liggins),,29-35,,
11:12.0,,,29-38,3,L. James makes 3-pt shot from 26 ft (assist by D. Williams)
10:58.0,Turnover by T. Splitter (bad pass),,29-38,,
10:42.0,,,29-40,2,L. James makes 2-pt shot from 16 ft (assist by D. Williams)
10:42.0,,,29-40,,Shooting foul by N. Stauskas (drawn by L. James)
10:42.0,,,29-40,,L. James misses free throw 1 of 1
10:41.0,Defensive rebound by T. Splitter,,29-40,,
10:22.0,N. Stauskas makes 2-pt shot from 15 ft,2,31-40,,
10:00.0,,,31-40,,L. James misses 2-pt shot from 11 ft
9:58.0,Defensive rebound by R. Holmes,,31-40,,
9:55.0,Philadelphia full timeout,,31-40,,
9:55.0,T. McConnell enters the game for N. Stauskas,,31-40,,
9:41.0,T. Luwawu-Cabarrot misses 3-pt shot from 27 ft,,31-40,,
9:41.0,,,31-40,,Defensive rebound by L. James
9:35.0,Violation by R. Holmes (def goaltending),,31-40,,
9:35.0,,,31-42,2,C. Frye makes 2-pt shot from 2 ft (assist by L. James)
9:21.0,G. Henderson misses 3-pt shot from 26 ft,,31-42,,
9:21.0,,,31-42,,Defensive rebound by L. James
9:05.0,,,31-44,2,D. Williams makes 2-pt shot from 15 ft
8:57.0,,,31-44,,Personal foul by D. Williams (drawn by G. Henderson)
8:57.0,J. Anderson enters the game for G. Henderson,,31-44,,
8:45.0,T. Luwawu-Cabarrot misses 2-pt shot from 1 ft,,31-44,,
8:45.0,,,31-44,,Defensive rebound by D. Liggins
8:30.0,,,31-44,,D. Williams misses 3-pt shot from 26 ft
8:30.0,Defensive rebound by R. Holmes,,31-44,,
8:15.0,R. Holmes misses 2-pt shot from 8 ft,,31-44,,
8:14.0,,,31-44,,Defensive rebound by L. James
8:09.0,,,31-44,,L. James misses 2-pt shot at rim (block by J. Anderson)
8:08.0,Defensive rebound by T. Luwawu-Cabarrot,,31-44,,
8:00.0,Shooting foul by D. Williams (drawn by R. Holmes),,31-44,,
8:00.0,R. Holmes makes free throw 1 of 2,1,32-44,,
8:00.0,R. Holmes misses free throw 2 of 2,,32-44,,
8:00.0,,,32-44,,Defensive rebound by Team
8:00.0,Loose ball foul by T. Luwawu-Cabarrot (drawn by L. James),,32-44,,
8:00.0,D. Saric enters the game for T. Splitter,,32-44,,
7:40.0,,,32-47,3,C. Frye makes 3-pt shot from 26 ft (assist by D. Williams)
7:26.0,D. Saric misses 3-pt shot from 25 ft,,32-47,,
7:26.0,,,32-47,,Defensive rebound by I. Shumpert
7:06.0,,,32-47,,C. Frye misses 2-pt shot from 15 ft
7:03.0,,,32-47,,Offensive rebound by D. Liggins
7:00.0,,,32-47,,I. Shumpert misses 3-pt shot from 25 ft
7:00.0,Defensive rebound by D. Saric,,32-47,,
6:50.0,Shooting foul by L. James (drawn by T. Luwawu-Cabarrot),,32-47,,
6:50.0,T. Luwawu-Cabarrot makes free throw 1 of 2,1,33-47,,
6:50.0,T. Luwawu-Cabarrot makes free throw 2 of 2,1,34-47,,
6:50.0,,,33-47,,K. Irving enters the game for D. Williams
6:27.0,,,34-47,,L. James misses 3-pt shot from 24 ft
6:27.0,Defensive rebound by J. Anderson,,34-47,,
6:13.0,,,34-47,,Violation by D. Liggins (kicked ball)
6:13.0,N. Stauskas enters the game for T. Luwawu-Cabarrot,,34-47,,
6:13.0,,,34-47,,J. Smith enters the game for D. Liggins
6:13.0,,,34-47,,K. Love enters the game for L. James
6:05.0,D. Saric makes 3-pt shot from 24 ft (assist by T. McConnell),3,37-47,,
5:52.0,Personal foul by D. Saric (drawn by K. Love),,37-47,,
5:52.0,Official timeout,,37-47,,
5:48.0,,,37-49,2,K. Love makes 2-pt shot from 1 ft (assist by I. Shumpert)
5:48.0,,,37-49,,Shooting foul by N. Stauskas (drawn by K. Love)
5:48.0,,,37-50,1,K. Love makes free throw 1 of 1
5:24.0,Turnover by J. Anderson (offensive goaltending),,37-50,,
5:24.0,,,37-50,,T. Thompson enters the game for C. Frye
5:12.0,,,37-52,2,K. Irving makes 2-pt shot from 1 ft (assist by K. Love)
5:00.0,N. Stauskas misses 2-pt shot from 18 ft,,37-52,,
5:00.0,,,37-52,,Defensive rebound by K. Irving
4:51.0,,,37-54,2,K. Irving makes 2-pt shot from 14 ft
4:33.0,D. Saric misses 3-pt shot from 25 ft,,37-54,,
4:33.0,,,37-54,,Defensive rebound by I. Shumpert
4:17.0,,,37-54,,K. Love misses 2-pt shot from 8 ft
4:16.0,,,37-54,,Offensive rebound by T. Thompson
4:12.0,,,37-54,,T. Thompson misses 2-pt shot from 1 ft
4:11.0,Defensive rebound by R. Holmes,,37-54,,
4:02.0,N. Stauskas misses 3-pt shot from 25 ft,,37-54,,
4:02.0,Offensive rebound by J. Anderson,,37-54,,
4:02.0,,,37-54,,Personal foul by K. Irving (drawn by J. Anderson)
4:02.0,,,37-54,,L. James enters the game for I. Shumpert
3:48.0,R. Holmes makes 3-pt shot from 24 ft (assist by D. Saric),3,40-54,,
3:31.0,,,40-54,,Shooting foul by D. Saric (drawn by K. Love)
3:31.0,,,40-55,1,K. Love makes free throw 1 of 2
3:31.0,,,40-56,1,K. Love makes free throw 2 of 2
3:31.0,T. Luwawu-Cabarrot enters the game for D. Saric,,40-55,,
3:31.0,G. Henderson enters the game for N. Stauskas,,40-55,,
3:20.0,Turnover by T. McConnell (bad pass),,40-56,,
3:16.0,,,40-58,2,K. Love makes 2-pt shot from 1 ft (assist by L. James)
3:16.0,Philadelphia full timeout,,40-58,,
2:58.0,Turnover by R. Holmes (bad pass; steal by J. Smith),,40-58,,
2:52.0,,,40-60,2,L. James makes 2-pt shot at rim (assist by J. Smith)
2:44.0,Turnover by J. Anderson (lost ball; steal by K. Irving),,40-60,,
2:41.0,,,40-62,2,L. James makes 2-pt shot at rim (assist by K. Irving)
2:26.0,,,40-62,,Personal foul by J. Smith
2:26.0,,,40-62,,Cleveland full timeout
2:26.0,R. Holmes makes free throw 1 of 2,1,41-62,,
2:26.0,R. Holmes makes free throw 2 of 2,1,42-62,,
2:26.0,S. Long enters the game for J. Anderson,,40-62,,
2:04.0,,,42-65,3,J. Smith makes 3-pt shot from 25 ft (assist by K. Love)
1:51.0,T. Luwawu-Cabarrot misses 3-pt shot from 26 ft,,42-65,,
1:51.0,,,42-65,,Defensive rebound by J. Smith
1:41.0,,,42-65,,J. Smith misses 3-pt shot from 24 ft
1:40.0,Defensive rebound by T. McConnell,,42-65,,
1:34.0,T. McConnell makes 2-pt shot from 2 ft,2,44-65,,
1:12.0,,,44-67,2,T. Thompson makes 2-pt shot from 1 ft (assist by K. Irving)
0:57.0,S. Long makes 3-pt shot from 25 ft (assist by G. Henderson),3,47-67,,
0:47.0,,,47-70,3,J. Smith makes 3-pt shot from 25 ft (assist by K. Irving)
0:27.0,T. McConnell misses 2-pt shot from 8 ft,,47-70,,
0:25.0,,,47-70,,Defensive rebound by T. Thompson
0:21.0,,,47-70,,Turnover by L. James (bad pass; steal by T. Luwawu-Cabarrot)
0:03.0,R. Holmes makes 3-pt shot from 23 ft (assist by T. McConnell),3,50-70,,
0:01.0,,,50-70,,Turnover by K. Love (bad pass; steal by T. McConnell)
0:00.0,T. McConnell makes 2-pt shot from 5 ft,2,52-70,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,52-70,,K. Irving misses 2-pt shot from 16 ft
11:41.0,,,52-70,,Offensive rebound by T. Thompson
11:36.0,,,52-73,3,K. Love makes 3-pt shot from 25 ft (assist by K. Irving)
11:19.0,J. Anderson misses 2-pt shot from 9 ft,,52-73,,
11:16.0,,,52-73,,Defensive rebound by T. Thompson
11:13.0,,,52-73,,L. James misses 3-pt shot from 25 ft
11:13.0,Defensive rebound by T. McConnell,,52-73,,
11:05.0,T. McConnell makes 2-pt shot at rim,2,54-73,,
10:50.0,,,54-73,,K. Irving misses 2-pt shot from 17 ft
10:50.0,Defensive rebound by R. Holmes,,54-73,,
10:41.0,T. McConnell misses 2-pt shot from 17 ft,,54-73,,
10:41.0,,,54-73,,Defensive rebound by K. Love
10:32.0,,,54-73,,K. Love misses 3-pt shot from 25 ft
10:31.0,Defensive rebound by D. Saric,,54-73,,
10:06.0,J. Anderson makes 2-pt shot from 10 ft,2,56-73,,
9:43.0,,,56-75,2,L. James makes 2-pt shot from 16 ft
9:28.0,Turnover by D. Saric (traveling),,56-75,,
9:23.0,,,56-78,3,K. Love makes 3-pt shot from 24 ft (assist by K. Irving)
9:23.0,Philadelphia full timeout,,56-78,,
9:07.0,J. Anderson misses 3-pt shot from 25 ft,,56-78,,
9:07.0,,,56-78,,Defensive rebound by K. Love
8:56.0,,,56-80,2,K. Irving makes 2-pt shot from 10 ft
8:49.0,Shooting foul by T. Thompson (drawn by D. Saric),,56-80,,
8:49.0,D. Saric makes free throw 1 of 2,1,57-80,,
8:49.0,D. Saric misses free throw 2 of 2,,57-80,,
8:47.0,,,57-80,,Defensive rebound by J. Smith
8:33.0,,,57-80,,K. Love misses 3-pt shot from 25 ft
8:32.0,,,57-80,,Offensive rebound by J. Smith
8:27.0,,,57-80,,K. Love misses 2-pt shot from 22 ft
8:27.0,,,57-80,,Offensive rebound by T. Thompson
8:23.0,,,57-82,2,L. James makes 2-pt shot at rim (assist by K. Irving)
8:17.0,T. McConnell misses 2-pt shot from 3 ft (block by T. Thompson),,57-82,,
8:17.0,Offensive rebound by R. Holmes,,57-82,,
8:17.0,R. Holmes makes 2-pt shot from 2 ft,2,59-82,,
8:17.0,Shooting foul by L. James (drawn by R. Holmes),,59-82,,
8:17.0,R. Holmes misses free throw 1 of 1,,59-82,,
8:15.0,,,59-82,,Defensive rebound by K. Love
8:15.0,Personal foul by D. Saric (drawn by K. Love),,59-82,,
8:15.0,S. Long enters the game for J. Anderson,,59-82,,
8:05.0,,,59-82,,Turnover by K. Irving (bad pass; steal by T. McConnell)
7:50.0,D. Saric misses 3-pt shot from 26 ft,,59-82,,
7:50.0,,,59-82,,Defensive rebound by T. Thompson
7:42.0,,,59-82,,K. Love misses 2-pt shot from 1 ft
7:42.0,Defensive rebound by R. Holmes,,59-82,,
7:28.0,Turnover by D. Saric (bad pass),,59-82,,
7:08.0,,,59-85,3,L. James makes 3-pt shot from 26 ft (assist by K. Irving)
6:43.0,D. Saric misses 3-pt shot from 24 ft,,59-85,,
6:43.0,Offensive rebound by S. Long,,59-85,,
6:42.0,S. Long makes 2-pt shot from 1 ft,2,61-85,,
6:26.0,,,61-85,,L. James misses 3-pt shot from 30 ft
6:26.0,Defensive rebound by Team,,61-85,,
6:26.0,G. Henderson enters the game for D. Saric,,61-85,,
6:04.0,T. Luwawu-Cabarrot misses 3-pt shot from 25 ft (block by J. Smith),,61-85,,
6:02.0,,,61-85,,Defensive rebound by J. Smith
5:58.0,,,61-88,3,J. Smith makes 3-pt shot from 26 ft
5:41.0,S. Long makes 2-pt shot at rim (assist by T. McConnell),2,63-88,,
5:27.0,,,63-90,2,L. James makes 2-pt shot at rim
5:22.0,Turnover by S. Long (offensive foul),,63-90,,
5:22.0,Offensive foul by S. Long,,63-90,,
5:22.0,N. Stauskas enters the game for T. Luwawu-Cabarrot,,63-90,,
5:12.0,,,63-92,2,L. James makes 2-pt shot from 2 ft
4:51.0,G. Henderson misses 2-pt shot from 5 ft,,63-92,,
4:49.0,Offensive rebound by S. Long,,63-92,,
4:47.0,S. Long makes 2-pt shot from 1 ft,2,65-92,,
4:39.0,,,65-95,3,L. James makes 3-pt shot from 25 ft
4:24.0,Turnover by N. Stauskas (bad pass; steal by K. Irving),,65-95,,
4:22.0,Personal foul by T. McConnell (drawn by L. James),,65-95,,
4:22.0,T. Luwawu-Cabarrot enters the game for R. Holmes,,65-95,,
4:18.0,,,65-95,,L. James misses 3-pt shot from 26 ft
4:17.0,Defensive rebound by N. Stauskas,,65-95,,
4:08.0,Turnover by T. Luwawu-Cabarrot (bad pass; steal by K. Love),,65-95,,
4:02.0,,,65-97,2,J. Smith makes 2-pt shot at rim (assist by L. James)
3:50.0,N. Stauskas makes 3-pt shot from 26 ft (assist by T. McConnell),3,68-97,,
3:34.0,,,68-97,,Turnover by K. Love (bad pass; steal by S. Long)
3:27.0,G. Henderson misses 2-pt shot from 9 ft,,68-97,,
3:25.0,,,68-97,,Defensive rebound by L. James
3:20.0,,,68-97,,Cleveland full timeout
3:20.0,J. Anderson enters the game for T. McConnell,,68-97,,
3:09.0,,,68-99,2,K. Irving makes 2-pt shot from 1 ft
2:57.0,N. Stauskas misses 3-pt shot from 27 ft,,68-99,,
2:57.0,Offensive rebound by S. Long,,68-99,,
2:53.0,S. Long makes 2-pt shot from 2 ft,2,70-99,,
2:41.0,,,70-101,2,K. Irving makes 2-pt shot from 6 ft
2:14.0,Turnover by Team (shot clock),,70-101,,
2:14.0,,,70-101,,I. Shumpert enters the game for L. James
1:54.0,,,70-101,,J. Smith misses 3-pt shot from 32 ft
1:54.0,Defensive rebound by Team,,70-101,,
1:34.0,S. Long makes 3-pt shot from 27 ft (assist by N. Stauskas),3,73-101,,
1:13.0,,,73-104,3,K. Irving makes 3-pt shot from 25 ft
0:54.0,N. Stauskas makes 2-pt shot from 16 ft (assist by G. Henderson),2,75-104,,
0:44.0,Violation by J. Anderson (kicked ball),,75-104,,
0:36.0,,,75-104,,J. Smith misses 2-pt shot from 16 ft
0:35.0,Defensive rebound by G. Henderson,,75-104,,
0:26.0,G. Henderson makes 2-pt shot from 4 ft (assist by N. Stauskas),2,77-104,,
0:09.0,Personal foul by G. Henderson (drawn by K. Irving),,77-104,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,D. Saric misses 3-pt shot from 25 ft,,77-104,,
11:43.0,,,77-104,,Defensive rebound by D. Liggins
11:21.0,,,77-104,,Shooting foul by T. Luwawu-Cabarrot (drawn by L. James)
11:21.0,,,77-106,2,L. James makes 2-pt shot from 1 ft (assist by I. Shumpert)
11:21.0,,,77-106,,L. James misses free throw 1 of 1
11:20.0,Defensive rebound by T. Luwawu-Cabarrot,,77-106,,
10:57.0,T. Luwawu-Cabarrot misses 3-pt shot from 22 ft,,77-106,,
10:57.0,,,77-106,,Defensive rebound by L. James
10:36.0,,,77-108,2,D. Williams makes 2-pt shot from 6 ft
10:32.0,T. Luwawu-Cabarrot makes 2-pt shot from 5 ft (assist by N. Stauskas),2,79-108,,
10:32.0,Shooting foul by D. Williams (drawn by T. Luwawu-Cabarrot),,79-108,,
10:32.0,T. Luwawu-Cabarrot misses free throw 1 of 1,,79-108,,
10:32.0,,,79-108,,D. Williams enters the game for L. James
10:27.0,,,79-108,,Defensive rebound by C. Frye
10:16.0,,,79-110,2,D. Williams makes 2-pt shot from 1 ft (assist by D. Williams)
9:53.0,R. Holmes makes 2-pt shot from 6 ft (assist by D. Saric),2,81-110,,
9:29.0,,,81-110,,Turnover by Team (shot clock)
9:29.0,T. McConnell enters the game for J. Anderson,,81-110,,
9:09.0,D. Saric misses 2-pt shot from 20 ft,,81-110,,
9:09.0,,,81-110,,Defensive rebound by D. Williams
8:59.0,,,81-110,,D. Williams misses 2-pt shot from 15 ft
8:58.0,Defensive rebound by D. Saric,,81-110,,
8:49.0,T. Luwawu-Cabarrot makes 2-pt shot at rim (assist by T. McConnell),2,83-110,,
8:35.0,,,83-110,,Turnover by C. Frye (lost ball; steal by R. Holmes)
8:33.0,,,83-110,,Personal foul by D. Liggins (drawn by N. Stauskas)
8:33.0,Official timeout,,83-110,,
8:33.0,J. Anderson enters the game for D. Saric,,83-110,,
8:16.0,J. Anderson makes 3-pt shot from 30 ft (assist by N. Stauskas),3,86-110,,
8:01.0,,,86-112,2,I. Shumpert makes 2-pt shot from 2 ft
7:43.0,R. Holmes makes 2-pt shot from 7 ft (assist by J. Anderson),2,88-112,,
7:27.0,,,88-114,2,C. Frye makes 2-pt shot at rim (assist by D. Williams)
7:15.0,Turnover by N. Stauskas (bad pass; steal by D. Liggins),,88-114,,
7:04.0,,,88-114,,I. Shumpert misses 2-pt shot from 14 ft
7:04.0,Defensive rebound by T. McConnell,,88-114,,
7:00.0,Shooting foul by D. Williams (drawn by T. McConnell),,88-114,,
7:00.0,T. McConnell makes free throw 1 of 2,1,89-114,,
7:00.0,T. McConnell makes free throw 2 of 2,1,90-114,,
7:00.0,S. Long enters the game for N. Stauskas,,89-114,,
6:43.0,,,90-114,,C. Frye misses 2-pt shot from 19 ft
6:43.0,Defensive rebound by J. Anderson,,90-114,,
6:31.0,T. Luwawu-Cabarrot makes 2-pt shot from 2 ft (assist by T. McConnell),2,92-114,,
6:09.0,,,92-114,,D. Williams misses 2-pt shot from 9 ft
6:08.0,Defensive rebound by T. Luwawu-Cabarrot,,92-114,,
6:00.0,T. McConnell makes 2-pt shot from 13 ft,2,94-114,,
5:34.0,,,94-114,,Turnover by D. Williams (bad pass)
5:34.0,,,94-114,,Cleveland full timeout
5:34.0,N. Stauskas enters the game for T. McConnell,,94-114,,
5:22.0,T. Luwawu-Cabarrot misses 3-pt shot from 23 ft,,94-114,,
5:22.0,,,94-114,,Defensive rebound by D. Liggins
5:10.0,Personal foul by R. Holmes (drawn by C. Frye),,94-114,,
5:00.0,,,94-114,,D. Williams misses 2-pt shot from 21 ft
5:00.0,Defensive rebound by N. Stauskas,,94-114,,
4:45.0,T. Luwawu-Cabarrot makes 2-pt shot from 6 ft,2,96-114,,
4:28.0,,,96-114,,C. Frye misses 2-pt shot from 18 ft
4:28.0,Defensive rebound by N. Stauskas,,96-114,,
4:19.0,J. Anderson misses 2-pt shot from 9 ft,,96-114,,
4:19.0,,,96-114,,Defensive rebound by D. Williams
4:19.0,Personal foul by J. Anderson (drawn by D. Williams),,96-114,,
3:57.0,,,96-114,,D. Liggins misses 3-pt shot from 25 ft
3:57.0,Defensive rebound by J. Anderson,,96-114,,
3:54.0,Philadelphia full timeout,,96-114,,
3:54.0,T. Splitter enters the game for R. Holmes,,96-114,,
3:43.0,N. Stauskas makes 2-pt shot from 13 ft (assist by T. Splitter),2,98-114,,
3:23.0,,,98-116,2,C. Frye makes 2-pt shot from 16 ft (assist by I. Shumpert)
3:14.0,,,98-116,,Personal foul by D. Williams (drawn by N. Stauskas)
3:06.0,N. Stauskas misses 2-pt shot from 19 ft,,98-116,,
3:06.0,,,98-116,,Defensive rebound by D. Williams
2:54.0,,,98-119,3,C. Frye makes 3-pt shot from 23 ft (assist by D. Liggins)
2:54.0,Philadelphia full timeout,,98-119,,
2:54.0,,,98-119,,J. Jones enters the game for D. Williams
2:54.0,,,98-119,,K. Felder enters the game for C. Frye
2:38.0,S. Long misses 3-pt shot from 26 ft,,98-119,,
2:38.0,,,98-119,,Defensive rebound by D. Liggins
2:29.0,,,98-119,,D. Williams misses 3-pt shot from 24 ft
2:28.0,Defensive rebound by N. Stauskas,,98-119,,
2:19.0,S. Long makes 2-pt shot at rim (assist by N. Stauskas),2,100-119,,
