time,Milwaukee,pts.away,score,pts.home,Boston
3:19.0,,,22-21,2,J. Crowder makes 2-pt shot from 2 ft (assist by I. Thomas)
3:05.0,T. Maker makes 2-pt shot at rim (assist by M. Brogdon),2,24-21,,
3:05.0,Shooting foul by K. Olynyk (drawn by T. Maker),,24-21,,
3:05.0,T. Maker makes free throw 1 of 1,1,25-21,,
3:05.0,,,24-21,,J. Jerebko enters the game for A. Horford
3:05.0,G. Payton enters the game for M. Brogdon,,24-21,,
3:05.0,,,24-21,,G. Green enters the game for I. Thomas
2:48.0,,,25-21,,Shooting foul by T. Maker (drawn by J. Jerebko)
2:48.0,,,25-21,,Boston full timeout
2:48.0,,,25-21,,J. Jerebko misses free throw 1 of 2
2:48.0,,,25-21,,Offensive rebound by Team
2:48.0,,,25-21,,J. Jerebko misses free throw 2 of 2
2:48.0,Defensive rebound by G. Monroe,,25-21,,
2:48.0,M. Teletovic enters the game for T. Maker,,25-21,,
2:28.0,G. Monroe makes 2-pt shot from 1 ft (assist by R. Vaughn),2,27-21,,
2:12.0,,,27-21,,K. Olynyk misses 2-pt shot from 17 ft
2:11.0,Defensive rebound by M. Teletovic,,27-21,,
2:01.0,G. Monroe makes 2-pt shot from 2 ft,2,29-21,,
2:01.0,Shooting foul by K. Olynyk (drawn by G. Monroe),,29-21,,
2:01.0,G. Monroe makes free throw 1 of 1,1,30-21,,
1:44.0,,,30-21,,K. Olynyk misses 3-pt shot from 23 ft
1:43.0,,,30-21,,Offensive rebound by M. Smart
1:38.0,,,30-21,,G. Green misses 3-pt shot from 25 ft
1:36.0,Defensive rebound by Team,,30-21,,
1:26.0,Turnover by G. Monroe (lost ball; steal by J. Crowder),,30-21,,
1:14.0,,,30-21,,J. Jerebko misses 2-pt shot from 1 ft
1:13.0,Defensive rebound by M. Beasley,,30-21,,
1:03.0,R. Vaughn makes 3-pt shot from 27 ft (assist by G. Payton),3,33-21,,
0:49.0,,,33-23,2,G. Green makes 2-pt shot at rim (assist by K. Olynyk)
0:35.0,Turnover by R. Vaughn (step out of bounds),,33-23,,
0:35.0,,,33-23,,J. Brown enters the game for J. Crowder
0:17.0,,,33-23,,J. Brown misses 3-pt shot from 24 ft
0:16.0,,,33-23,,Offensive rebound by Team
0:16.0,Loose ball foul by M. Teletovic (drawn by J. Jerebko),,33-23,,
0:06.0,Personal foul by R. Vaughn (drawn by G. Green),,33-23,,
0:06.0,,,33-24,1,G. Green makes free throw 1 of 2
0:06.0,,,33-25,1,G. Green makes free throw 2 of 2
0:01.0,M. Teletovic makes 3-pt shot from 25 ft (assist by G. Payton),3,36-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,36-25,,K. Olynyk misses 2-pt shot from 15 ft
11:44.0,,,36-25,,Offensive rebound by J. Jerebko
11:36.0,,,36-25,,M. Smart misses 2-pt shot from 1 ft (block by G. Payton)
11:35.0,,,36-25,,Offensive rebound by Team
11:25.0,,,36-27,2,J. Brown makes 2-pt shot from 10 ft
11:06.0,G. Monroe misses 3-pt shot from 24 ft,,36-27,,
11:05.0,,,36-27,,Defensive rebound by J. Jerebko
10:51.0,,,36-27,,J. Jerebko misses 3-pt shot from 25 ft
10:49.0,,,36-27,,Offensive rebound by M. Smart
10:46.0,,,36-27,,G. Green misses 3-pt shot from 25 ft
10:45.0,Defensive rebound by M. Teletovic,,36-27,,
10:33.0,Shooting foul by K. Olynyk (drawn by G. Monroe),,36-27,,
10:33.0,G. Monroe misses free throw 1 of 2,,36-27,,
10:33.0,Offensive rebound by Team,,36-27,,
10:33.0,G. Monroe makes free throw 2 of 2,1,37-27,,
10:33.0,,,36-27,,A. Bradley enters the game for J. Jerebko
10:33.0,,,36-27,,T. Zeller enters the game for K. Olynyk
10:20.0,,,37-27,,Shooting foul by R. Vaughn (drawn by G. Green)
10:20.0,,,37-28,1,G. Green makes free throw 1 of 2
10:20.0,,,37-29,1,G. Green makes free throw 2 of 2
10:09.0,Turnover by G. Payton (lost ball; steal by M. Smart),,37-29,,
10:05.0,,,37-31,2,J. Brown makes 2-pt shot at rim
9:51.0,,,37-31,,Personal foul by M. Smart (drawn by G. Monroe)
9:51.0,M. Brogdon enters the game for R. Vaughn,,37-31,,
9:37.0,Shooting foul by A. Bradley (drawn by G. Monroe),,37-31,,
9:37.0,G. Monroe makes free throw 1 of 2,1,38-31,,
9:37.0,G. Monroe makes free throw 2 of 2,1,39-31,,
9:18.0,,,39-31,,G. Green misses 3-pt shot from 23 ft
9:16.0,Defensive rebound by G. Monroe,,39-31,,
9:02.0,J. Terry makes 2-pt shot from 18 ft (assist by G. Monroe),2,41-31,,
8:39.0,,,41-33,2,A. Bradley makes 2-pt shot from 2 ft (assist by G. Green)
8:28.0,M. Brogdon makes 2-pt shot from 2 ft,2,43-33,,
8:09.0,,,43-35,2,A. Bradley makes 2-pt shot from 20 ft
7:53.0,J. Terry misses 2-pt shot from 2 ft (block by M. Smart),,43-35,,
7:52.0,Offensive rebound by M. Brogdon,,43-35,,
7:37.0,G. Payton misses 3-pt shot from 25 ft,,43-35,,
7:36.0,,,43-35,,Defensive rebound by G. Green
7:27.0,,,43-37,2,T. Zeller makes 2-pt shot from 2 ft (assist by M. Smart)
7:27.0,Milwaukee full timeout,,43-37,,
7:27.0,,,43-37,,I. Thomas enters the game for M. Smart
7:27.0,S. Hawes enters the game for G. Monroe,,43-37,,
7:11.0,S. Hawes misses 2-pt shot from 7 ft,,43-37,,
7:10.0,,,43-37,,Defensive rebound by A. Bradley
6:53.0,,,43-39,2,T. Zeller makes 2-pt shot from 2 ft (assist by I. Thomas)
6:42.0,Turnover by G. Payton (bad pass),,43-39,,
6:24.0,,,43-39,,G. Green misses 3-pt shot from 25 ft
6:23.0,Defensive rebound by G. Payton,,43-39,,
6:10.0,M. Teletovic misses 3-pt shot from 25 ft,,43-39,,
6:09.0,,,43-39,,Defensive rebound by G. Green
6:02.0,,,43-39,,A. Bradley misses 3-pt shot from 25 ft
6:01.0,Defensive rebound by Team,,43-39,,
6:01.0,,,43-39,,Loose ball foul by G. Green (drawn by G. Payton)
6:01.0,,,43-39,,J. Crowder enters the game for G. Green
5:48.0,M. Brogdon misses 3-pt shot from 22 ft,,43-39,,
5:47.0,Offensive rebound by M. Brogdon,,43-39,,
5:43.0,M. Brogdon makes 2-pt shot at rim,2,45-39,,
5:28.0,Personal foul by G. Payton (drawn by I. Thomas),,45-39,,
5:28.0,Official timeout,,45-39,,
5:28.0,T. Maker enters the game for M. Teletovic,,45-39,,
5:28.0,M. Beasley enters the game for J. Terry,,45-39,,
5:17.0,,,45-39,,J. Crowder misses 2-pt shot from 7 ft
5:15.0,Defensive rebound by G. Payton,,45-39,,
5:09.0,S. Hawes makes 3-pt shot from 24 ft (assist by G. Payton),3,48-39,,
4:52.0,,,48-39,,Turnover by I. Thomas (bad pass; steal by M. Brogdon)
4:34.0,S. Hawes makes 2-pt shot from 6 ft (assist by T. Maker),2,50-39,,
4:22.0,,,50-39,,J. Crowder misses 3-pt shot from 25 ft
4:21.0,,,50-39,,Offensive rebound by T. Zeller
4:20.0,,,50-39,,T. Zeller misses 2-pt shot from 2 ft (block by M. Beasley)
4:19.0,,,50-39,,Offensive rebound by Team
4:19.0,,,50-39,,M. Smart enters the game for J. Brown
4:19.0,,,50-39,,A. Horford enters the game for T. Zeller
4:17.0,,,50-39,,J. Crowder misses 3-pt shot from 23 ft
4:16.0,Defensive rebound by Team,,50-39,,
3:54.0,S. Hawes makes 2-pt shot from 3 ft (assist by T. Maker),2,52-39,,
3:37.0,,,52-39,,Shooting foul by S. Hawes (drawn by A. Horford)
3:37.0,,,52-40,1,A. Horford makes free throw 1 of 2
3:37.0,,,52-41,1,A. Horford makes free throw 2 of 2
3:26.0,G. Payton misses 2-pt shot from 3 ft (block by I. Thomas),,52-41,,
3:25.0,,,52-41,,Defensive rebound by Team
3:03.0,,,52-41,,I. Thomas misses 2-pt shot from 3 ft (block by M. Brogdon)
3:02.0,,,52-41,,Offensive rebound by I. Thomas
2:58.0,,,52-43,2,J. Crowder makes 2-pt shot from 18 ft (assist by I. Thomas)
2:46.0,M. Brogdon makes 2-pt shot from 2 ft,2,54-43,,
2:32.0,,,54-45,2,A. Horford makes 2-pt shot from 4 ft
2:21.0,M. Brogdon misses 2-pt shot from 2 ft,,54-45,,
2:20.0,,,54-45,,Defensive rebound by J. Crowder
2:17.0,,,54-45,,Shooting foul by S. Hawes (drawn by I. Thomas)
2:17.0,,,54-45,,Boston full timeout
2:17.0,,,54-46,1,I. Thomas makes free throw 1 of 2
2:17.0,,,54-47,1,I. Thomas makes free throw 2 of 2
2:17.0,,,54-45,,A. Johnson enters the game for A. Bradley
2:17.0,R. Vaughn enters the game for G. Payton,,54-45,,
2:17.0,J. Henson enters the game for S. Hawes,,54-45,,
2:01.0,T. Maker misses 2-pt shot from 18 ft,,54-47,,
1:59.0,Offensive rebound by T. Maker,,54-47,,
1:55.0,J. Henson makes 2-pt shot from 1 ft (assist by T. Maker),2,56-47,,
1:46.0,,,56-50,3,I. Thomas makes 3-pt shot from 25 ft (assist by M. Smart)
1:18.0,M. Brogdon misses 2-pt shot from 12 ft,,56-50,,
1:17.0,,,56-50,,Defensive rebound by J. Crowder
1:11.0,,,56-53,3,I. Thomas makes 3-pt shot from 25 ft
0:44.0,J. Henson misses 2-pt shot from 14 ft,,56-53,,
0:43.0,,,56-53,,Defensive rebound by I. Thomas
0:33.0,,,56-55,2,A. Johnson makes 2-pt shot from 1 ft (assist by I. Thomas)
0:15.0,R. Vaughn misses 3-pt shot from 25 ft,,56-55,,
0:14.0,,,56-55,,Defensive rebound by I. Thomas
0:10.0,,,56-55,,Shooting foul by R. Vaughn (drawn by I. Thomas)
0:10.0,,,56-56,1,I. Thomas makes free throw 1 of 2
0:10.0,,,56-57,1,I. Thomas makes free throw 2 of 2
0:03.0,Turnover by R. Vaughn (bad pass; steal by A. Horford),,56-57,,
0:01.0,,,56-57,,I. Thomas misses 3-pt shot from 28 ft
0:00.0,,,56-57,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,,,56-57,,Shooting foul by M. Beasley (drawn by J. Crowder)
11:49.0,,,56-57,,J. Crowder misses free throw 1 of 2
11:49.0,,,56-57,,Offensive rebound by Team
11:49.0,,,56-58,1,J. Crowder makes free throw 2 of 2
11:33.0,M. Beasley misses 3-pt shot from 23 ft,,56-58,,
11:32.0,,,56-58,,Defensive rebound by A. Horford
11:25.0,,,56-58,,I. Thomas misses 2-pt shot from 1 ft (block by T. Maker)
11:24.0,,,56-58,,Offensive rebound by A. Johnson
11:23.0,,,56-58,,A. Johnson misses 2-pt shot from 2 ft
11:21.0,Defensive rebound by M. Brogdon,,56-58,,
11:05.0,R. Vaughn misses 2-pt shot from 14 ft,,56-58,,
11:03.0,Offensive rebound by J. Henson,,56-58,,
10:52.0,R. Vaughn misses 2-pt shot from 4 ft,,56-58,,
10:51.0,Offensive rebound by Team,,56-58,,
10:51.0,,,56-58,,Loose ball foul by A. Johnson (drawn by J. Henson)
10:46.0,M. Brogdon makes 2-pt shot from 19 ft,2,58-58,,
10:32.0,,,58-58,,A. Horford misses 2-pt shot from 16 ft
10:31.0,Defensive rebound by T. Maker,,58-58,,
10:15.0,M. Beasley misses 2-pt shot from 7 ft,,58-58,,
10:13.0,Offensive rebound by M. Beasley,,58-58,,
10:11.0,Jump ball: M. Beasley vs. A. Johnson (R. Vaughn gains possession),,,,Jump ball: M. Beasley vs. A. Johnson (R. Vaughn gains possession)
10:03.0,M. Beasley makes 2-pt shot from 13 ft (assist by R. Vaughn),2,60-58,,
9:48.0,,,60-58,,Shooting foul by J. Henson (drawn by I. Thomas)
9:48.0,,,60-58,,I. Thomas misses free throw 1 of 2
9:48.0,,,60-58,,Offensive rebound by Team
9:48.0,,,60-59,1,I. Thomas makes free throw 2 of 2
9:48.0,,,60-58,,J. Brown enters the game for A. Bradley
9:37.0,M. Beasley makes 2-pt shot from 15 ft (assist by M. Brogdon),2,62-59,,
9:16.0,,,62-61,2,J. Crowder makes 2-pt shot from 20 ft (assist by I. Thomas)
8:55.0,R. Vaughn misses 3-pt shot from 24 ft,,62-61,,
8:54.0,,,62-61,,Defensive rebound by A. Horford
8:43.0,,,62-61,,Turnover by J. Crowder (bad pass; steal by M. Beasley)
8:33.0,J. Henson makes 2-pt shot from 7 ft (assist by M. Beasley),2,64-61,,
8:23.0,,,64-61,,J. Brown misses 3-pt shot from 27 ft
8:22.0,,,64-61,,Offensive rebound by I. Thomas
8:21.0,,,64-61,,I. Thomas misses 3-pt shot from 26 ft
8:16.0,,,64-61,,Offensive rebound by A. Johnson
8:12.0,,,64-61,,J. Crowder misses 3-pt shot from 25 ft
8:12.0,Defensive rebound by J. Henson,,64-61,,
8:04.0,M. Beasley misses 3-pt shot from 25 ft,,64-61,,
8:03.0,Offensive rebound by T. Maker,,64-61,,
7:49.0,J. Henson misses 2-pt shot from 4 ft,,64-61,,
7:49.0,,,64-61,,Defensive rebound by J. Crowder
7:44.0,,,64-61,,I. Thomas misses 2-pt shot from 2 ft
7:43.0,,,64-61,,Offensive rebound by J. Brown
7:42.0,,,64-61,,J. Brown misses 2-pt shot from 2 ft (block by R. Vaughn)
7:39.0,Defensive rebound by M. Brogdon,,64-61,,
7:31.0,Turnover by T. Maker (lost ball; steal by A. Johnson),,64-61,,
7:27.0,G. Payton enters the game for M. Brogdon,,64-61,,
7:14.0,,,64-63,2,J. Brown makes 2-pt shot from 7 ft (assist by A. Horford)
7:01.0,Turnover by T. Maker (bad pass; steal by I. Thomas),,64-63,,
6:55.0,,,64-65,2,I. Thomas makes 2-pt shot at rim
6:37.0,M. Beasley misses 2-pt shot from 22 ft,,64-65,,
6:36.0,,,64-65,,Defensive rebound by J. Brown
6:33.0,,,64-65,,J. Crowder misses 2-pt shot from 2 ft (block by T. Maker)
6:32.0,,,64-65,,Offensive rebound by Team
6:32.0,,,64-65,,Boston full timeout
6:32.0,G. Monroe enters the game for M. Beasley,,64-65,,
6:32.0,M. Teletovic enters the game for J. Henson,,64-65,,
6:23.0,,,64-67,2,A. Horford makes 2-pt shot from 18 ft (assist by A. Johnson)
6:22.0,,,64-67,,Violation by Team (jump ball)
5:58.0,R. Vaughn makes 2-pt shot from 10 ft (assist by G. Payton),2,66-67,,
5:43.0,,,66-67,,I. Thomas misses 3-pt shot from 25 ft
5:41.0,,,66-67,,Offensive rebound by Team
5:41.0,,,66-67,,M. Smart enters the game for I. Thomas
5:35.0,,,66-70,3,A. Johnson makes 3-pt shot from 25 ft (assist by M. Smart)
5:23.0,Shooting foul by M. Smart (drawn by G. Payton),,66-70,,
5:23.0,G. Payton makes free throw 1 of 2,1,67-70,,
5:23.0,G. Payton misses free throw 2 of 2,,67-70,,
5:23.0,,,67-70,,Defensive rebound by A. Horford
5:07.0,,,67-70,,J. Crowder misses 3-pt shot from 24 ft
5:06.0,Defensive rebound by G. Monroe,,67-70,,
4:52.0,Turnover by G. Monroe (traveling),,67-70,,
4:40.0,,,67-70,,Turnover by J. Brown (bad pass; steal by R. Vaughn)
4:35.0,R. Vaughn makes 2-pt shot at rim,2,69-70,,
4:15.0,,,69-70,,J. Brown misses 2-pt shot from 1 ft
4:13.0,,,69-70,,Offensive rebound by J. Brown
4:12.0,Personal foul by M. Teletovic (drawn by A. Horford),,69-70,,
4:05.0,,,69-72,2,A. Johnson makes 2-pt shot at rim (assist by A. Horford)
3:50.0,Turnover by R. Vaughn (traveling),,69-72,,
3:50.0,,,69-72,,A. Bradley enters the game for J. Crowder
3:50.0,,,69-72,,K. Olynyk enters the game for A. Horford
3:38.0,,,69-72,,J. Brown misses 2-pt shot from 2 ft
3:37.0,Defensive rebound by T. Maker,,69-72,,
3:20.0,G. Monroe misses 2-pt shot from 3 ft,,69-72,,
3:20.0,,,69-72,,Defensive rebound by A. Johnson
3:14.0,,,69-72,,K. Olynyk misses 2-pt shot from 1 ft (block by T. Maker)
3:13.0,Defensive rebound by G. Payton,,69-72,,
3:07.0,R. Vaughn makes 3-pt shot from 24 ft (assist by G. Payton),3,72-72,,
2:50.0,,,72-74,2,A. Johnson makes 2-pt shot from 2 ft (assist by K. Olynyk)
2:50.0,,,72-74,,Shooting foul by G. Monroe (drawn by A. Johnson)
2:50.0,Milwaukee full timeout,,72-74,,
2:50.0,,,72-74,,A. Johnson misses free throw 1 of 1
2:50.0,Defensive rebound by G. Monroe,,72-74,,
2:36.0,M. Teletovic misses 3-pt shot from 24 ft,,72-74,,
2:35.0,Offensive rebound by R. Vaughn,,72-74,,
2:31.0,T. Maker misses 3-pt shot from 25 ft,,72-74,,
2:30.0,,,72-74,,Defensive rebound by A. Johnson
2:16.0,,,72-74,,Offensive foul by K. Olynyk
2:16.0,,,72-74,,Turnover by K. Olynyk (offensive foul)
2:01.0,M. Teletovic makes 2-pt shot from 4 ft (assist by G. Monroe),2,74-74,,
1:38.0,,,74-76,2,J. Brown makes 2-pt shot from 17 ft
1:24.0,,,74-76,,Personal foul by A. Johnson (drawn by G. Monroe)
1:24.0,,,74-76,,T. Zeller enters the game for A. Johnson
1:16.0,G. Monroe makes 2-pt shot from 6 ft,2,76-76,,
1:00.0,,,76-76,,T. Zeller misses 2-pt shot from 19 ft
0:59.0,Defensive rebound by R. Vaughn,,76-76,,
0:50.0,R. Vaughn misses 2-pt shot from 16 ft,,76-76,,
0:48.0,,,76-76,,Defensive rebound by K. Olynyk
0:37.0,,,76-79,3,K. Olynyk makes 3-pt shot from 25 ft
0:23.0,Shooting foul by M. Smart (drawn by M. Teletovic),,76-79,,
0:23.0,M. Teletovic makes free throw 1 of 2,1,77-79,,
0:23.0,M. Teletovic makes free throw 2 of 2,1,78-79,,
0:04.0,,,78-79,,Shooting foul by M. Teletovic (drawn by T. Zeller)
0:04.0,,,78-80,1,T. Zeller makes free throw 1 of 2
0:04.0,,,78-80,,T. Zeller misses free throw 2 of 2
0:04.0,Defensive rebound by G. Monroe,,78-80,,
0:01.0,G. Monroe misses 3-pt shot from 28 ft,,78-80,,
0:00.0,Offensive rebound by Team,,78-80,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,Shooting foul by M. Smart (drawn by S. Hawes),,78-80,,
11:45.0,S. Hawes makes free throw 1 of 2,1,79-80,,
11:45.0,S. Hawes makes free throw 2 of 2,1,80-80,,
11:29.0,,,80-80,,G. Green misses 3-pt shot from 23 ft
11:27.0,Defensive rebound by G. Payton,,80-80,,
11:14.0,S. Hawes makes 3-pt shot from 24 ft (assist by M. Teletovic),3,83-80,,
10:57.0,,,83-83,3,M. Smart makes 3-pt shot from 24 ft (assist by K. Olynyk)
10:44.0,M. Teletovic misses 3-pt shot from 26 ft,,83-83,,
10:43.0,,,83-83,,Defensive rebound by G. Green
10:31.0,,,83-83,,M. Smart misses 3-pt shot from 24 ft
10:30.0,Defensive rebound by S. Hawes,,83-83,,
10:17.0,Turnover by R. Vaughn (lost ball; steal by A. Bradley),,83-83,,
10:08.0,,,83-83,,G. Green misses 2-pt shot from 15 ft
10:07.0,Defensive rebound by G. Payton,,83-83,,
9:53.0,M. Teletovic misses 2-pt shot from 11 ft,,83-83,,
9:52.0,,,83-83,,Defensive rebound by T. Zeller
9:37.0,,,83-83,,K. Olynyk misses 2-pt shot from 2 ft
9:36.0,Defensive rebound by S. Hawes,,83-83,,
9:25.0,S. Hawes makes 2-pt shot from 8 ft (assist by M. Teletovic),2,85-83,,
9:25.0,Shooting foul by K. Olynyk (drawn by S. Hawes),,85-83,,
9:25.0,S. Hawes makes free throw 1 of 1,1,86-83,,
9:10.0,,,86-83,,Shooting foul by G. Payton (drawn by M. Smart)
9:10.0,,,86-84,1,M. Smart makes free throw 1 of 2
9:10.0,,,86-85,1,M. Smart makes free throw 2 of 2
8:53.0,M. Beasley misses 3-pt shot from 24 ft,,86-85,,
8:52.0,,,86-85,,Defensive rebound by A. Bradley
8:47.0,Personal foul by G. Payton (drawn by M. Smart),,86-85,,
8:47.0,Official timeout,,86-85,,
8:47.0,,,86-85,,J. Crowder enters the game for T. Zeller
8:29.0,,,86-85,,G. Green misses 2-pt shot from 2 ft (block by G. Payton)
8:28.0,,,86-85,,Offensive rebound by G. Green
8:27.0,,,86-87,2,G. Green makes 2-pt shot from 1 ft
8:12.0,M. Beasley makes 2-pt shot from 6 ft,2,88-87,,
8:03.0,,,88-89,2,G. Green makes 2-pt shot at rim (assist by M. Smart)
7:49.0,M. Beasley misses 2-pt shot from 18 ft,,88-89,,
7:48.0,,,88-89,,Defensive rebound by K. Olynyk
7:35.0,,,88-89,,A. Bradley misses 3-pt shot from 25 ft
7:34.0,Defensive rebound by G. Payton,,88-89,,
7:28.0,,,88-89,,Personal foul by G. Green (drawn by M. Teletovic)
7:28.0,Offensive foul by S. Hawes,,88-89,,
7:28.0,Turnover by S. Hawes (offensive foul),,88-89,,
7:13.0,,,88-91,2,A. Bradley makes 2-pt shot at rim (assist by K. Olynyk)
6:54.0,M. Beasley misses 2-pt shot from 13 ft,,88-91,,
6:53.0,,,88-91,,Defensive rebound by M. Smart
6:46.0,,,88-91,,G. Green misses 3-pt shot from 23 ft
6:45.0,Defensive rebound by S. Hawes,,88-91,,
6:36.0,M. Teletovic misses 3-pt shot from 24 ft,,88-91,,
6:35.0,,,88-91,,Defensive rebound by M. Smart
6:25.0,,,88-94,3,K. Olynyk makes 3-pt shot from 25 ft (assist by M. Smart)
6:25.0,Milwaukee full timeout,,88-94,,
6:14.0,G. Payton makes 2-pt shot from 1 ft,2,90-94,,
6:03.0,,,90-94,,Turnover by M. Smart (bad pass; steal by M. Beasley)
5:55.0,M. Beasley misses 2-pt shot from 17 ft,,90-94,,
5:53.0,,,90-94,,Defensive rebound by J. Crowder
5:37.0,,,90-96,2,A. Bradley makes 2-pt shot from 1 ft (assist by K. Olynyk)
5:18.0,Turnover by S. Hawes (bad pass; steal by J. Crowder),,90-96,,
5:02.0,,,90-99,3,J. Crowder makes 3-pt shot from 23 ft (assist by K. Olynyk)
4:43.0,M. Teletovic misses 2-pt shot from 18 ft,,90-99,,
4:42.0,,,90-99,,Defensive rebound by G. Green
4:22.0,,,90-102,3,G. Green makes 3-pt shot from 23 ft (assist by M. Smart)
4:07.0,M. Beasley misses 2-pt shot from 9 ft,,90-102,,
4:06.0,,,90-102,,Defensive rebound by M. Smart
4:01.0,,,90-102,,Turnover by G. Green (traveling)
4:01.0,,,90-102,,J. Brown enters the game for J. Crowder
3:52.0,R. Vaughn misses 2-pt shot from 17 ft,,90-102,,
3:52.0,,,90-102,,Defensive rebound by G. Green
