time,Charlotte,pts.away,score,pts.home,New York
5:43.0,Defensive rebound by M. Kidd-Gilchrist,,11-16,,
5:30.0,K. Walker makes 2-pt shot from 18 ft,2,13-16,,
5:16.0,,,13-18,2,D. Rose makes 2-pt shot from 10 ft
5:05.0,,,13-18,,Personal foul by D. Rose (drawn by K. Walker)
5:05.0,,,13-18,,W. Hernangomez enters the game for J. Noah
4:59.0,M. Belinelli makes 2-pt shot from 3 ft,2,15-18,,
4:58.0,Violation by Team (jump ball),,15-18,,
4:48.0,Violation by F. Kaminsky (kicked ball),,15-18,,
4:38.0,,,15-18,,W. Hernangomez misses 2-pt shot from 3 ft
4:37.0,Defensive rebound by R. Hibbert,,15-18,,
4:29.0,M. Kidd-Gilchrist makes 2-pt shot from 1 ft (assist by K. Walker),2,17-18,,
4:20.0,,,17-18,,D. Rose misses 2-pt shot from 3 ft
4:19.0,Defensive rebound by M. Kidd-Gilchrist,,17-18,,
4:06.0,R. Hibbert makes 2-pt shot from 5 ft (assist by M. Belinelli),2,19-18,,
3:58.0,,,19-18,,New York full timeout
3:58.0,,,19-18,,J. Holiday enters the game for C. Lee
3:45.0,Personal foul by M. Kidd-Gilchrist (drawn by C. Anthony),,19-18,,
3:45.0,,,19-18,,M. Kuzminskas enters the game for K. Porzingis
3:35.0,Violation by R. Hibbert (def goaltending),,19-18,,
3:35.0,,,19-20,2,M. Kuzminskas makes 2-pt shot from 2 ft
3:26.0,,,19-20,,Personal foul by W. Hernangomez (drawn by R. Hibbert)
3:22.0,K. Walker misses 2-pt shot from 16 ft,,19-20,,
3:20.0,,,19-20,,Defensive rebound by C. Anthony
3:15.0,,,19-20,,C. Anthony misses 3-pt shot from 24 ft
3:13.0,,,19-20,,Offensive rebound by M. Kuzminskas
3:12.0,,,19-20,,M. Kuzminskas misses 2-pt shot from 1 ft
3:10.0,Defensive rebound by F. Kaminsky,,19-20,,
3:00.0,M. Kidd-Gilchrist misses 2-pt shot from 3 ft (block by C. Anthony),,19-20,,
2:59.0,,,19-20,,Defensive rebound by C. Anthony
2:55.0,,,19-20,,B. Jennings enters the game for D. Rose
2:55.0,S. Hawes enters the game for R. Hibbert,,19-20,,
2:55.0,R. Sessions enters the game for K. Walker,,19-20,,
2:48.0,,,19-22,2,C. Anthony makes 2-pt shot from 21 ft (assist by J. Holiday)
2:34.0,M. Belinelli misses 3-pt shot from 25 ft,,19-22,,
2:33.0,,,19-22,,Defensive rebound by C. Anthony
2:24.0,,,19-22,,M. Kuzminskas misses 3-pt shot from 25 ft
2:23.0,Defensive rebound by M. Belinelli,,19-22,,
2:09.0,M. Belinelli makes 2-pt shot from 1 ft,2,21-22,,
1:55.0,,,21-22,,W. Hernangomez misses 2-pt shot from 2 ft (block by F. Kaminsky)
1:54.0,,,21-22,,Offensive rebound by W. Hernangomez
1:54.0,,,21-22,,Turnover by W. Hernangomez (traveling)
1:42.0,Turnover by R. Sessions (bad pass; steal by J. Holiday),,21-22,,
1:39.0,,,21-22,,M. Kuzminskas misses 2-pt shot from 1 ft
1:38.0,,,21-22,,Offensive rebound by W. Hernangomez
1:34.0,,,21-24,2,W. Hernangomez makes 2-pt shot from 1 ft
1:17.0,Turnover by M. Belinelli (bad pass),,21-24,,
1:17.0,Charlotte full timeout,,21-24,,
1:00.0,,,21-24,,J. Holiday misses 3-pt shot from 22 ft
1:00.0,,,21-24,,Offensive rebound by W. Hernangomez
0:57.0,,,21-27,3,C. Anthony makes 3-pt shot from 24 ft (assist by W. Hernangomez)
0:45.0,R. Sessions makes 2-pt shot from 2 ft,2,23-27,,
0:33.0,,,23-29,2,C. Anthony makes 2-pt shot from 1 ft
0:15.0,M. Kidd-Gilchrist misses 2-pt shot from 18 ft,,23-29,,
0:15.0,Offensive rebound by F. Kaminsky,,23-29,,
0:11.0,F. Kaminsky misses 2-pt shot from 1 ft,,23-29,,
0:10.0,,,23-29,,Defensive rebound by J. Holiday
0:05.0,,,23-29,,C. Anthony misses 3-pt shot from 26 ft
0:04.0,Defensive rebound by M. Belinelli,,23-29,,
0:01.0,M. Belinelli misses 3-pt shot from 44 ft,,23-29,,
0:00.0,Offensive rebound by Team,,23-29,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,Turnover by M. Williams (lost ball),,23-29,,
11:31.0,,,23-29,,Turnover by K. Porzingis (lost ball; steal by S. Hawes)
11:11.0,S. Hawes misses 2-pt shot from 19 ft,,23-29,,
11:10.0,Offensive rebound by R. Sessions,,23-29,,
11:01.0,M. Williams misses 3-pt shot from 23 ft,,23-29,,
11:01.0,,,23-29,,Defensive rebound by M. Kuzminskas
10:49.0,,,23-29,,W. Hernangomez misses 2-pt shot from 16 ft
10:48.0,Defensive rebound by S. Hawes,,23-29,,
10:37.0,,,23-29,,Personal foul by K. Porzingis (drawn by M. Williams)
10:37.0,M. Williams makes 3-pt shot from 24 ft (assist by N. Batum),3,26-29,,
10:11.0,,,26-31,2,J. Holiday makes 2-pt shot from 16 ft (assist by W. Hernangomez)
9:59.0,,,26-31,,Personal foul by J. Holiday (drawn by N. Batum)
9:57.0,M. Belinelli makes 2-pt shot from 2 ft (assist by N. Batum),2,28-31,,
9:57.0,Shooting foul by J. Holiday (drawn by M. Belinelli),,28-31,,
9:57.0,M. Belinelli makes free throw 1 of 1,1,29-31,,
9:39.0,,,29-31,,Turnover by M. Kuzminskas (bad pass; steal by M. Belinelli)
9:32.0,Turnover by M. Belinelli (bad pass),,29-31,,
9:13.0,Violation by S. Hawes (def goaltending),,29-31,,
9:13.0,,,29-33,2,J. Holiday makes 2-pt shot from 2 ft
8:53.0,R. Sessions misses 2-pt shot from 1 ft,,29-33,,
8:52.0,,,29-33,,Defensive rebound by J. Holiday
8:49.0,,,29-35,2,K. Porzingis makes 2-pt shot at rim (assist by B. Jennings)
8:30.0,M. Williams makes 2-pt shot from 4 ft,2,31-35,,
8:17.0,,,31-35,,J. Holiday misses 3-pt shot from 25 ft
8:16.0,,,31-35,,Offensive rebound by M. Kuzminskas
8:16.0,,,31-37,2,M. Kuzminskas makes 2-pt shot at rim
7:56.0,S. Hawes misses 3-pt shot from 24 ft,,31-37,,
7:56.0,,,31-37,,Defensive rebound by B. Jennings
7:46.0,,,31-37,,B. Jennings misses 3-pt shot from 25 ft
7:45.0,,,31-37,,Offensive rebound by W. Hernangomez
7:42.0,,,31-39,2,K. Porzingis makes 2-pt shot at rim (assist by W. Hernangomez)
7:39.0,Charlotte full timeout,,31-39,,
7:39.0,,,31-39,,C. Lee enters the game for M. Kuzminskas
7:39.0,K. Walker enters the game for M. Belinelli,,31-39,,
7:24.0,N. Batum makes 3-pt shot from 25 ft (assist by S. Hawes),3,34-39,,
7:00.0,,,34-39,,C. Lee misses 2-pt shot from 19 ft
6:59.0,Defensive rebound by K. Walker,,34-39,,
6:54.0,N. Batum misses 3-pt shot from 26 ft,,34-39,,
6:53.0,,,34-39,,Defensive rebound by W. Hernangomez
6:35.0,,,34-41,2,B. Jennings makes 2-pt shot from 9 ft
6:25.0,M. Williams makes 3-pt shot from 25 ft (assist by K. Walker),3,37-41,,
6:19.0,,,37-43,2,B. Jennings makes 2-pt shot from 2 ft
6:01.0,K. Walker makes 2-pt shot from 12 ft,2,39-43,,
5:55.0,,,39-43,,B. Jennings misses 2-pt shot from 17 ft
5:55.0,,,39-43,,Offensive rebound by K. Porzingis
5:54.0,,,39-43,,K. Porzingis misses 2-pt shot from 1 ft
5:53.0,Defensive rebound by K. Walker,,39-43,,
5:47.0,M. Williams misses 2-pt shot from 20 ft,,39-43,,
5:47.0,,,39-43,,Defensive rebound by K. Porzingis
5:33.0,,,39-45,2,W. Hernangomez makes 2-pt shot from 1 ft
5:17.0,K. Walker misses 3-pt shot from 25 ft,,39-45,,
5:17.0,,,39-45,,Defensive rebound by J. Holiday
5:05.0,,,39-47,2,B. Jennings makes 2-pt shot at rim
4:51.0,Charlotte full timeout,,39-47,,
4:51.0,F. Kaminsky enters the game for R. Sessions,,39-47,,
4:51.0,M. Kidd-Gilchrist enters the game for S. Hawes,,39-47,,
4:51.0,,,39-47,,C. Anthony enters the game for W. Hernangomez
4:51.0,,,39-47,,D. Rose enters the game for J. Holiday
4:43.0,K. Walker misses 3-pt shot from 26 ft,,39-47,,
4:42.0,,,39-47,,Defensive rebound by C. Anthony
4:29.0,,,39-47,,K. Porzingis misses 3-pt shot from 25 ft
4:28.0,Defensive rebound by M. Williams,,39-47,,
4:20.0,Turnover by N. Batum (bad pass),,39-47,,
3:59.0,,,39-49,2,C. Lee makes 2-pt shot from 1 ft
3:49.0,K. Walker misses 2-pt shot from 3 ft (block by K. Porzingis),,39-49,,
3:48.0,Offensive rebound by M. Kidd-Gilchrist,,39-49,,
3:47.0,M. Kidd-Gilchrist makes 2-pt shot from 4 ft,2,41-49,,
3:30.0,,,41-49,,D. Rose misses 2-pt shot from 1 ft
3:29.0,Defensive rebound by M. Williams,,41-49,,
3:21.0,M. Williams misses 3-pt shot from 25 ft,,41-49,,
3:20.0,,,41-49,,Defensive rebound by C. Lee
3:11.0,,,41-52,3,C. Lee makes 3-pt shot from 25 ft
2:50.0,M. Williams makes 3-pt shot from 24 ft (assist by M. Kidd-Gilchrist),3,44-52,,
2:35.0,,,44-54,2,K. Porzingis makes 2-pt shot from 1 ft (assist by D. Rose)
2:16.0,N. Batum misses 2-pt shot from 11 ft (block by K. Porzingis),,44-54,,
2:16.0,,,44-54,,Defensive rebound by C. Anthony
2:01.0,Personal foul by F. Kaminsky (drawn by C. Anthony),,44-54,,
2:01.0,Official timeout,,44-54,,
1:52.0,,,44-54,,K. Porzingis misses 3-pt shot from 25 ft
1:51.0,Defensive rebound by N. Batum,,44-54,,
1:37.0,Turnover by F. Kaminsky (lost ball; steal by C. Lee),,44-54,,
1:32.0,,,44-54,,B. Jennings misses 2-pt shot at rim
1:31.0,Defensive rebound by K. Walker,,44-54,,
1:25.0,K. Walker makes 2-pt shot from 1 ft,2,46-54,,
1:18.0,,,46-54,,D. Rose misses 2-pt shot at rim
1:17.0,Defensive rebound by N. Batum,,46-54,,
1:14.0,K. Walker makes 2-pt shot from 3 ft (assist by N. Batum),2,48-54,,
0:46.0,,,48-54,,C. Anthony misses 3-pt shot from 25 ft
0:45.0,Defensive rebound by F. Kaminsky,,48-54,,
0:28.0,K. Walker makes 2-pt shot from 1 ft,2,50-54,,
0:28.0,Shooting foul by K. Porzingis (drawn by K. Walker),,50-54,,
0:28.0,K. Walker makes free throw 1 of 1,1,51-54,,
0:06.0,,,51-54,,C. Anthony misses 2-pt shot from 14 ft
0:05.0,Defensive rebound by F. Kaminsky,,51-54,,
0:00.0,M. Kidd-Gilchrist misses 3-pt shot from 48 ft,,51-54,,
0:00.0,Offensive rebound by Team,,51-54,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,R. Hibbert misses 2-pt shot from 9 ft,,51-54,,
11:43.0,,,51-54,,Defensive rebound by K. Porzingis
11:28.0,,,51-54,,C. Lee misses 2-pt shot from 23 ft
11:27.0,,,51-54,,Offensive rebound by Team
11:27.0,Loose ball foul by N. Batum (drawn by K. Porzingis),,51-54,,
11:25.0,,,51-56,2,C. Anthony makes 2-pt shot at rim (assist by J. Noah)
11:08.0,Turnover by N. Batum (bad pass; steal by D. Rose),,51-56,,
11:04.0,,,51-58,2,D. Rose makes 2-pt shot at rim
10:39.0,M. Kidd-Gilchrist misses 2-pt shot from 6 ft,,51-58,,
10:38.0,Offensive rebound by N. Batum,,51-58,,
10:33.0,Shooting foul by J. Noah (drawn by N. Batum),,51-58,,
10:33.0,N. Batum makes free throw 1 of 2,1,52-58,,
10:33.0,N. Batum makes free throw 2 of 2,1,53-58,,
10:22.0,,,53-58,,Turnover by D. Rose (bad pass; steal by M. Williams)
10:11.0,N. Batum makes 2-pt shot from 9 ft,2,55-58,,
9:47.0,,,55-60,2,C. Anthony makes 2-pt shot from 17 ft
9:35.0,M. Williams makes 3-pt shot from 26 ft (assist by K. Walker),3,58-60,,
9:12.0,,,58-62,2,C. Anthony makes 2-pt shot from 20 ft
8:52.0,Jump ball: C. Anthony vs. R. Hibbert (M. Williams gains possession),,,,Jump ball: C. Anthony vs. R. Hibbert (M. Williams gains possession)
8:46.0,K. Walker makes 2-pt shot from 12 ft,2,60-62,,
8:30.0,,,60-62,,C. Anthony misses 3-pt shot from 24 ft
8:29.0,Defensive rebound by N. Batum,,60-62,,
8:23.0,N. Batum makes 2-pt shot from 6 ft,2,62-62,,
8:16.0,Personal foul by R. Hibbert (drawn by K. Porzingis),,62-62,,
8:10.0,,,62-64,2,D. Rose makes 2-pt shot from 17 ft
7:57.0,K. Walker makes 3-pt shot from 24 ft,3,65-64,,
7:42.0,,,65-64,,Turnover by D. Rose (bad pass; steal by M. Kidd-Gilchrist)
7:31.0,M. Williams misses 2-pt shot from 8 ft (block by K. Porzingis),,65-64,,
7:30.0,,,65-64,,Defensive rebound by C. Lee
7:24.0,,,65-66,2,D. Rose makes 2-pt shot from 1 ft (assist by C. Lee)
7:24.0,,,65-66,,Shooting foul by M. Kidd-Gilchrist (drawn by D. Rose)
7:24.0,,,65-67,1,D. Rose makes free throw 1 of 1
7:24.0,,,65-66,,W. Hernangomez enters the game for J. Noah
7:14.0,N. Batum makes 3-pt shot from 24 ft (assist by K. Walker),3,68-67,,
7:04.0,,,68-67,,C. Anthony misses 2-pt shot from 20 ft
7:03.0,Defensive rebound by N. Batum,,68-67,,
6:53.0,K. Walker misses 2-pt shot from 1 ft,,68-67,,
6:52.0,,,68-67,,Defensive rebound by W. Hernangomez
6:45.0,,,68-67,,C. Anthony misses 3-pt shot from 25 ft
6:44.0,Defensive rebound by N. Batum,,68-67,,
6:38.0,M. Williams makes 3-pt shot from 27 ft (assist by N. Batum),3,71-67,,
6:29.0,,,71-67,,New York full timeout
6:20.0,,,71-67,,Offensive foul by W. Hernangomez
6:20.0,,,71-67,,Turnover by W. Hernangomez (offensive foul)
6:10.0,Turnover by N. Batum (bad pass; steal by D. Rose),,71-67,,
5:55.0,,,71-67,,C. Lee misses 3-pt shot from 25 ft
5:53.0,,,71-67,,Offensive rebound by Team
5:53.0,M. Belinelli enters the game for N. Batum,,71-67,,
5:53.0,F. Kaminsky enters the game for M. Williams,,71-67,,
5:45.0,,,71-69,2,C. Anthony makes 2-pt shot from 15 ft (assist by C. Lee)
5:31.0,K. Walker makes 2-pt shot from 2 ft,2,73-69,,
5:09.0,,,73-69,,C. Lee misses 3-pt shot from 23 ft
5:08.0,Defensive rebound by K. Walker,,73-69,,
4:49.0,F. Kaminsky misses 2-pt shot from 5 ft,,73-69,,
4:48.0,,,73-69,,Defensive rebound by W. Hernangomez
4:34.0,,,73-69,,C. Anthony misses 2-pt shot from 13 ft
4:33.0,Defensive rebound by R. Hibbert,,73-69,,
4:28.0,,,73-69,,Personal foul by K. Porzingis (drawn by K. Walker)
4:28.0,,,73-69,,J. Holiday enters the game for C. Lee
4:28.0,,,73-69,,K. O'Quinn enters the game for W. Hernangomez
4:19.0,K. Walker makes 2-pt shot from 17 ft,2,75-69,,
4:19.0,Shooting foul by D. Rose (drawn by K. Walker),,75-69,,
4:19.0,K. Walker makes free throw 1 of 1,1,76-69,,
4:19.0,,,75-69,,M. Kuzminskas enters the game for K. Porzingis
4:19.0,,,75-69,,B. Jennings enters the game for D. Rose
4:00.0,,,76-71,2,M. Kuzminskas makes 2-pt shot from 1 ft
3:48.0,K. Walker misses 3-pt shot from 26 ft,,76-71,,
3:47.0,,,76-71,,Defensive rebound by K. O'Quinn
3:27.0,,,76-74,3,K. O'Quinn makes 3-pt shot from 23 ft (assist by M. Kuzminskas)
3:12.0,K. Walker misses 2-pt shot from 1 ft (block by K. O'Quinn),,76-74,,
3:11.0,,,76-74,,Defensive rebound by M. Kuzminskas
3:06.0,,,76-74,,Shooting foul by F. Kaminsky (drawn by C. Anthony)
3:06.0,,,76-74,,C. Anthony misses free throw 1 of 3
3:06.0,,,76-74,,Offensive rebound by Team
3:06.0,,,76-74,,C. Anthony misses free throw 2 of 3
3:06.0,,,76-74,,Offensive rebound by Team
3:06.0,,,76-75,1,C. Anthony makes free throw 3 of 3
3:06.0,S. Hawes enters the game for R. Hibbert,,76-74,,
2:55.0,Shooting foul by M. Kuzminskas (drawn by S. Hawes),,76-75,,
2:55.0,Charlotte full timeout,,76-75,,
2:55.0,S. Hawes makes free throw 1 of 2,1,77-75,,
2:55.0,S. Hawes makes free throw 2 of 2,1,78-75,,
2:39.0,,,78-77,2,K. O'Quinn makes 2-pt shot from 21 ft (assist by M. Kuzminskas)
2:26.0,,,78-77,,Personal foul by K. O'Quinn (drawn by S. Hawes)
2:26.0,S. Hawes makes free throw 1 of 2,1,79-77,,
2:26.0,S. Hawes makes free throw 2 of 2,1,80-77,,
2:10.0,,,80-77,,B. Jennings misses 3-pt shot from 25 ft
2:09.0,Defensive rebound by M. Kidd-Gilchrist,,80-77,,
2:05.0,M. Kidd-Gilchrist makes 2-pt shot at rim,2,82-77,,
1:48.0,,,82-77,,C. Anthony misses 2-pt shot from 15 ft
1:48.0,Defensive rebound by K. Walker,,82-77,,
1:38.0,F. Kaminsky makes 2-pt shot from 12 ft,2,84-77,,
1:37.0,,,84-77,,New York full timeout
1:37.0,,,84-77,,K. Porzingis enters the game for C. Anthony
1:27.0,,,84-77,,Shooting foul by F. Kaminsky (drawn by J. Holiday)
1:27.0,,,84-78,1,J. Holiday makes free throw 1 of 2
1:27.0,,,84-79,1,J. Holiday makes free throw 2 of 2
1:08.0,M. Belinelli makes 3-pt shot from 25 ft (assist by K. Walker),3,87-79,,
0:57.0,,,87-79,,Offensive foul by K. Porzingis
0:57.0,,,87-79,,Turnover by K. Porzingis (offensive foul)
0:43.0,K. Walker misses 3-pt shot from 25 ft,,87-79,,
0:42.0,,,87-79,,Defensive rebound by J. Holiday
0:26.0,,,87-81,2,K. O'Quinn makes 2-pt shot at rim (assist by B. Jennings)
0:10.0,Turnover by S. Hawes (lost ball; steal by B. Jennings),,87-81,,
0:05.0,,,87-81,,Shooting foul by M. Kidd-Gilchrist (drawn by M. Kuzminskas)
0:05.0,,,87-82,1,M. Kuzminskas makes free throw 1 of 2
0:05.0,,,87-82,,Turnover by K. O'Quinn (lane violation.)
0:05.0,,,87-82,,C. Lee enters the game for K. Porzingis
0:02.0,K. Walker misses 3-pt shot from 25 ft,,87-82,,
0:00.0,Offensive rebound by Team,,87-82,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,87-82,,K. O'Quinn misses 2-pt shot from 2 ft
11:47.0,,,87-82,,Offensive rebound by K. O'Quinn
11:40.0,,,87-85,3,J. Holiday makes 3-pt shot from 23 ft (assist by C. Lee)
11:25.0,M. Belinelli makes 3-pt shot from 25 ft (assist by F. Kaminsky),3,90-85,,
11:16.0,,,90-85,,J. Holiday misses 3-pt shot from 25 ft
11:15.0,Defensive rebound by S. Hawes,,90-85,,
11:08.0,,,90-85,,Violation by J. Holiday (kicked ball)
11:01.0,F. Kaminsky misses 3-pt shot from 25 ft,,90-85,,
11:01.0,,,90-85,,Defensive rebound by J. Holiday
10:52.0,,,90-87,2,B. Jennings makes 2-pt shot from 14 ft
10:52.0,,,90-87,,Shooting foul by R. Sessions (drawn by B. Jennings)
10:52.0,,,90-87,,B. Jennings misses free throw 1 of 1
10:51.0,Defensive rebound by N. Batum,,90-87,,
10:39.0,S. Hawes makes 2-pt shot from 1 ft (assist by N. Batum),2,92-87,,
10:19.0,,,92-87,,K. O'Quinn misses 2-pt shot from 18 ft
10:18.0,Defensive rebound by R. Sessions,,92-87,,
10:03.0,M. Belinelli misses 3-pt shot from 28 ft,,92-87,,
10:02.0,,,92-87,,Defensive rebound by K. O'Quinn
9:55.0,,,92-90,3,B. Jennings makes 3-pt shot from 25 ft (assist by J. Holiday)
9:32.0,R. Sessions misses 2-pt shot from 15 ft,,92-90,,
9:31.0,,,92-90,,Defensive rebound by K. Porzingis
9:21.0,,,92-90,,B. Jennings misses 3-pt shot from 25 ft
9:20.0,Defensive rebound by N. Batum,,92-90,,
9:11.0,Shooting foul by K. Porzingis (drawn by R. Sessions),,92-90,,
9:11.0,R. Sessions makes free throw 1 of 2,1,93-90,,
9:11.0,R. Sessions makes free throw 2 of 2,1,94-90,,
9:11.0,,,93-90,,M. Kuzminskas enters the game for K. Porzingis
8:58.0,,,94-90,,Shooting foul by R. Sessions (drawn by B. Jennings)
8:58.0,Official timeout,,94-90,,
8:58.0,,,94-90,,B. Jennings misses free throw 1 of 2
8:58.0,,,94-90,,Offensive rebound by Team
8:58.0,,,94-91,1,B. Jennings makes free throw 2 of 2
8:47.0,F. Kaminsky makes 3-pt shot from 25 ft (assist by N. Batum),3,97-91,,
8:27.0,,,97-93,2,K. O'Quinn makes 2-pt shot from 3 ft
8:11.0,M. Belinelli makes 2-pt shot from 3 ft (assist by N. Batum),2,99-93,,
7:53.0,,,99-93,,New York full timeout
7:53.0,,,99-93,,C. Anthony enters the game for J. Holiday
7:53.0,M. Kidd-Gilchrist enters the game for M. Belinelli,,99-93,,
7:53.0,K. Walker enters the game for R. Sessions,,99-93,,
7:49.0,,,99-93,,C. Lee misses 3-pt shot from 25 ft
7:48.0,Defensive rebound by N. Batum,,99-93,,
7:31.0,F. Kaminsky misses 3-pt shot from 26 ft,,99-93,,
7:30.0,,,99-93,,Defensive rebound by K. O'Quinn
7:21.0,,,99-93,,C. Anthony misses 2-pt shot from 1 ft (block by K. Walker)
7:20.0,Defensive rebound by M. Kidd-Gilchrist,,99-93,,
7:16.0,,,99-93,,Personal foul by C. Lee (drawn by M. Kidd-Gilchrist)
7:16.0,M. Williams enters the game for F. Kaminsky,,99-93,,
7:00.0,M. Williams misses 2-pt shot from 2 ft (block by B. Jennings),,99-93,,
6:59.0,Offensive rebound by S. Hawes,,99-93,,
6:50.0,K. Walker misses 2-pt shot from 17 ft,,99-93,,
6:49.0,,,99-93,,Defensive rebound by B. Jennings
6:49.0,Loose ball foul by M. Williams (drawn by B. Jennings),,99-93,,
6:29.0,,,99-93,,M. Kuzminskas misses 2-pt shot from 3 ft (block by S. Hawes)
6:28.0,Defensive rebound by M. Kidd-Gilchrist,,99-93,,
6:24.0,Turnover by N. Batum (bad pass; steal by M. Kuzminskas),,99-93,,
6:10.0,,,99-93,,C. Anthony misses 3-pt shot from 25 ft
6:09.0,Defensive rebound by K. Walker,,99-93,,
5:59.0,K. Walker misses 2-pt shot from 1 ft (block by K. O'Quinn),,99-93,,
5:58.0,,,99-93,,Defensive rebound by C. Anthony
5:49.0,,,99-93,,Turnover by M. Kuzminskas (traveling)
5:38.0,N. Batum misses 3-pt shot from 25 ft,,99-93,,
5:37.0,,,99-93,,Defensive rebound by C. Anthony
5:16.0,,,99-93,,C. Anthony misses 2-pt shot from 6 ft
5:15.0,Defensive rebound by S. Hawes,,99-93,,
5:02.0,S. Hawes misses 3-pt shot from 25 ft,,99-93,,
5:01.0,,,99-93,,Defensive rebound by B. Jennings
4:46.0,,,99-95,2,C. Lee makes 2-pt shot from 18 ft (assist by B. Jennings)
4:28.0,K. Walker misses 3-pt shot from 25 ft,,99-95,,
4:27.0,,,99-95,,Defensive rebound by K. O'Quinn
4:07.0,,,99-97,2,C. Lee makes 2-pt shot from 23 ft
3:44.0,K. Walker misses 3-pt shot from 25 ft,,99-97,,
3:43.0,Offensive rebound by N. Batum,,99-97,,
3:43.0,N. Batum misses 2-pt shot from 2 ft (block by C. Lee),,99-97,,
3:42.0,,,99-97,,Defensive rebound by C. Anthony
3:36.0,Personal foul by K. Walker (drawn by C. Anthony),,99-97,,
3:27.0,,,99-99,2,C. Lee makes 2-pt shot from 1 ft
3:26.0,Charlotte full timeout,,99-99,,
3:26.0,,,99-99,,K. Porzingis enters the game for M. Kuzminskas
3:10.0,Turnover by S. Hawes (lost ball; steal by C. Lee),,99-99,,
2:49.0,,,99-99,,C. Anthony misses 2-pt shot from 3 ft (block by S. Hawes)
2:48.0,Defensive rebound by K. Walker,,99-99,,
