time,Sacramento,pts.away,score,pts.home,Portland
7:40.0,Turnover by R. Gay (bad pass; steal by M. Plumlee),,9-14,,
7:37.0,,,9-14,,Shooting foul by K. Koufos (drawn by M. Plumlee)
7:37.0,,,9-15,1,M. Plumlee makes free throw 1 of 2
7:37.0,,,9-16,1,M. Plumlee makes free throw 2 of 2
7:37.0,M. Barnes enters the game for K. Koufos,,9-15,,
7:16.0,R. Gay makes 2-pt shot from 3 ft,2,11-16,,
7:03.0,,,11-18,2,D. Lillard makes 2-pt shot from 1 ft (assist by M. Plumlee)
6:51.0,D. Cousins makes 2-pt shot from 5 ft,2,13-18,,
6:42.0,,,13-18,,Shooting foul by A. Afflalo (drawn by D. Lillard)
6:42.0,,,13-19,1,D. Lillard makes free throw 1 of 2
6:42.0,,,13-20,1,D. Lillard makes free throw 2 of 2
6:28.0,R. Gay misses 2-pt shot from 16 ft,,13-20,,
6:26.0,Offensive rebound by D. Cousins,,13-20,,
6:26.0,D. Cousins misses 2-pt shot at rim,,13-20,,
6:26.0,Offensive rebound by D. Cousins,,13-20,,
6:20.0,M. Barnes misses 3-pt shot from 25 ft,,13-20,,
6:19.0,Offensive rebound by A. Afflalo,,13-20,,
6:12.0,A. Afflalo misses 2-pt shot from 2 ft (block by C. McCollum),,13-20,,
6:11.0,,,13-20,,Defensive rebound by C. McCollum
6:05.0,,,13-22,2,M. Plumlee makes 2-pt shot at rim (assist by C. McCollum)
6:00.0,Turnover by M. Barnes (bad pass; steal by C. McCollum),,13-22,,
5:54.0,,,13-25,3,D. Lillard makes 3-pt shot from 25 ft (assist by C. McCollum)
5:46.0,Sacramento full timeout,,13-25,,
5:46.0,,,13-25,,Technical foul by M. Leonard
5:46.0,Technical foul by D. Cousins,,13-25,,
5:37.0,,,13-25,,Violation by M. Plumlee (def goaltending)
5:37.0,D. Cousins makes 2-pt shot at rim,2,15-25,,
5:37.0,Shooting foul by M. Harkless (drawn by D. Cousins),,15-25,,
5:37.0,D. Cousins misses free throw 1 of 1,,15-25,,
5:34.0,,,15-25,,Defensive rebound by M. Harkless
5:28.0,,,15-25,,D. Lillard misses 3-pt shot from 25 ft
5:26.0,Defensive rebound by D. Cousins,,15-25,,
5:07.0,A. Afflalo makes 2-pt shot from 9 ft,2,17-25,,
4:55.0,,,17-25,,E. Turner enters the game for C. McCollum
4:55.0,,,17-25,,A. Crabbe enters the game for M. Plumlee
4:55.0,D. Collison enters the game for T. Lawson,,17-25,,
4:53.0,,,17-25,,Turnover by E. Turner (bad pass; steal by D. Cousins)
4:51.0,,,17-25,,Personal foul by M. Leonard (drawn by D. Cousins)
4:51.0,D. Cousins makes free throw 1 of 2,1,18-25,,
4:51.0,D. Cousins makes free throw 2 of 2,1,19-25,,
4:51.0,O. Casspi enters the game for R. Gay,,18-25,,
4:51.0,,,18-25,,J. Layman enters the game for M. Harkless
4:38.0,,,19-25,,E. Turner misses 2-pt shot from 16 ft
4:37.0,Defensive rebound by A. Afflalo,,19-25,,
4:26.0,Shooting foul by E. Turner (drawn by D. Cousins),,19-25,,
4:26.0,,,19-25,,Portland full timeout
4:26.0,D. Cousins makes free throw 1 of 2,1,20-25,,
4:26.0,D. Cousins makes free throw 2 of 2,1,21-25,,
4:01.0,,,21-27,2,M. Leonard makes 2-pt shot from 15 ft
3:40.0,O. Casspi makes 2-pt shot from 2 ft (assist by D. Cousins),2,23-27,,
3:29.0,,,23-27,,E. Turner misses 2-pt shot from 16 ft
3:28.0,Defensive rebound by D. Cousins,,23-27,,
3:15.0,A. Afflalo makes 2-pt shot from 21 ft (assist by O. Casspi),2,25-27,,
2:58.0,,,25-29,2,A. Crabbe makes 2-pt shot from 16 ft (assist by E. Turner)
2:38.0,,,25-29,,Violation by D. Lillard (kicked ball)
2:29.0,D. Collison misses 3-pt shot from 26 ft,,25-29,,
2:29.0,,,25-29,,Defensive rebound by M. Leonard
2:21.0,,,25-29,,D. Lillard misses 3-pt shot from 26 ft
2:20.0,Defensive rebound by D. Collison,,25-29,,
2:00.0,D. Cousins misses 3-pt shot from 25 ft,,25-29,,
1:59.0,,,25-29,,Defensive rebound by J. Layman
1:50.0,,,25-29,,Shooting foul by D. Collison (drawn by D. Lillard)
1:50.0,,,25-30,1,D. Lillard makes free throw 1 of 2
1:50.0,,,25-30,,D. Lillard misses free throw 2 of 2
1:49.0,Defensive rebound by M. Barnes,,25-30,,
1:39.0,Shooting foul by M. Leonard (drawn by M. Barnes),,25-30,,
1:39.0,M. Barnes makes free throw 1 of 2,1,26-30,,
1:39.0,M. Barnes makes free throw 2 of 2,1,27-30,,
1:39.0,,,26-30,,C. McCollum enters the game for D. Lillard
1:21.0,,,27-32,2,M. Leonard makes 2-pt shot at rim (assist by A. Crabbe)
1:02.0,D. Cousins makes 2-pt shot from 1 ft,2,29-32,,
0:48.0,,,29-34,2,J. Layman makes 2-pt shot from 7 ft (assist by C. McCollum)
0:33.0,Offensive charge foul by D. Cousins,,29-34,,
0:33.0,Turnover by D. Cousins (offensive foul),,29-34,,
0:33.0,B. McLemore enters the game for A. Afflalo,,29-34,,
0:24.0,W. Cauley-Stein enters the game for D. Cousins,,29-34,,
0:20.0,,,29-34,,Turnover by J. Layman (step out of bounds)
0:05.0,O. Casspi misses 3-pt shot from 27 ft,,29-34,,
0:05.0,,,29-34,,Defensive rebound by Team
0:05.0,Loose ball foul by M. Barnes (drawn by C. McCollum),,29-34,,
0:05.0,,,29-34,,C. McCollum misses free throw 1 of 2
0:05.0,,,29-34,,Offensive rebound by Team
0:05.0,,,29-35,1,C. McCollum makes free throw 2 of 2
0:05.0,,,29-34,,M. Plumlee enters the game for M. Leonard
0:00.0,D. Collison makes 2-pt shot from 22 ft,2,31-35,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,,,31-37,2,A. Crabbe makes 2-pt shot from 22 ft (assist by J. Layman)
11:18.0,D. Collison makes 2-pt shot from 6 ft,2,33-37,,
10:58.0,,,33-37,,Shooting foul by R. Gay (drawn by E. Davis)
10:58.0,,,33-38,1,E. Davis makes free throw 1 of 2
10:58.0,,,33-39,1,E. Davis makes free throw 2 of 2
10:36.0,R. Gay makes 2-pt shot from 6 ft,2,35-39,,
10:23.0,,,35-41,2,C. McCollum makes 2-pt shot from 15 ft
10:00.0,O. Casspi misses 2-pt shot from 7 ft,,35-41,,
9:58.0,,,35-41,,Defensive rebound by A. Crabbe
9:48.0,,,35-41,,A. Crabbe misses 3-pt shot from 26 ft
9:48.0,,,35-41,,Offensive rebound by Team
9:48.0,Loose ball foul by W. Cauley-Stein (drawn by E. Davis),,35-41,,
9:40.0,,,35-43,2,C. McCollum makes 2-pt shot from 19 ft (assist by J. Layman)
9:22.0,R. Gay makes 2-pt shot from 2 ft,2,37-43,,
9:04.0,,,37-43,,E. Davis misses 2-pt shot from 7 ft
9:04.0,Defensive rebound by D. Collison,,37-43,,
8:58.0,Turnover by R. Gay (lost ball; steal by A. Crabbe),,37-43,,
8:52.0,,,37-46,3,J. Layman makes 3-pt shot from 24 ft (assist by A. Crabbe)
8:35.0,D. Collison makes 2-pt shot from 11 ft,2,39-46,,
8:25.0,,,39-48,2,C. McCollum makes 2-pt shot from 2 ft
8:03.0,R. Gay misses 2-pt shot from 4 ft (block by E. Turner),,39-48,,
8:03.0,Offensive rebound by Team,,39-48,,
8:03.0,Official timeout,,39-48,,
7:58.0,W. Cauley-Stein makes 2-pt shot from 21 ft (assist by R. Gay),2,41-48,,
7:43.0,,,41-48,,C. McCollum misses 2-pt shot from 2 ft
7:42.0,,,41-48,,Offensive rebound by E. Davis
7:42.0,,,41-50,2,E. Davis makes 2-pt shot from 1 ft
7:22.0,Shooting foul by J. Layman (drawn by R. Gay),,41-50,,
7:22.0,R. Gay misses free throw 1 of 2,,41-50,,
7:22.0,Offensive rebound by Team,,41-50,,
7:22.0,R. Gay makes free throw 2 of 2,1,42-50,,
7:22.0,,,41-50,,M. Harkless enters the game for J. Layman
7:09.0,,,42-52,2,A. Crabbe makes 2-pt shot from 19 ft
7:09.0,,,42-52,,Shooting foul by O. Casspi (drawn by A. Crabbe)
7:09.0,,,42-53,1,A. Crabbe makes free throw 1 of 1
7:09.0,,,42-52,,D. Lillard enters the game for C. McCollum
6:50.0,D. Collison makes 2-pt shot from 19 ft,2,44-53,,
6:34.0,,,44-53,,Shooting foul by W. Cauley-Stein (drawn by E. Davis)
6:34.0,,,44-54,1,E. Davis makes free throw 1 of 2
6:34.0,,,44-54,,E. Davis misses free throw 2 of 2
6:33.0,Defensive rebound by R. Gay,,44-54,,
6:11.0,D. Collison misses 2-pt shot from 19 ft,,44-54,,
6:10.0,Offensive rebound by R. Gay,,44-54,,
6:08.0,R. Gay misses 2-pt shot from 1 ft (block by M. Harkless),,44-54,,
6:08.0,Offensive rebound by R. Gay,,44-54,,
6:08.0,R. Gay makes 2-pt shot from 1 ft,2,46-54,,
6:08.0,Shooting foul by E. Davis (drawn by R. Gay),,46-54,,
6:08.0,R. Gay makes free throw 1 of 1,1,47-54,,
5:50.0,,,47-54,,Turnover by E. Davis (bad pass; steal by R. Gay)
5:42.0,,,47-54,,Personal foul by E. Turner (drawn by R. Gay)
5:42.0,,,47-54,,Portland full timeout
5:42.0,,,47-54,,M. Plumlee enters the game for E. Davis
5:31.0,B. McLemore misses 2-pt shot from 13 ft,,47-54,,
5:28.0,Offensive rebound by W. Cauley-Stein,,47-54,,
5:14.0,D. Collison misses 2-pt shot from 18 ft,,47-54,,
5:13.0,Offensive rebound by W. Cauley-Stein,,47-54,,
5:10.0,O. Casspi misses 2-pt shot from 8 ft,,47-54,,
5:09.0,,,47-54,,Defensive rebound by E. Turner
5:03.0,Violation by R. Gay (kicked ball),,47-54,,
4:51.0,,,47-57,3,A. Crabbe makes 3-pt shot from 25 ft (assist by E. Turner)
4:36.0,W. Cauley-Stein makes 2-pt shot at rim (assist by R. Gay),2,49-57,,
4:11.0,,,49-57,,Turnover by Team (shot clock)
4:11.0,D. Cousins enters the game for W. Cauley-Stein,,49-57,,
4:11.0,,,49-57,,M. Leonard enters the game for E. Turner
3:58.0,Turnover by D. Collison (bad pass; steal by M. Leonard),,49-57,,
3:53.0,,,49-59,2,D. Lillard makes 2-pt shot from 2 ft (assist by M. Plumlee)
3:53.0,,,49-59,,Shooting foul by B. McLemore (drawn by D. Lillard)
3:53.0,,,49-60,1,D. Lillard makes free throw 1 of 1
3:39.0,,,49-60,,Personal foul by M. Plumlee (drawn by O. Casspi)
3:26.0,B. McLemore misses 3-pt shot from 25 ft,,49-60,,
3:25.0,,,49-60,,Defensive rebound by A. Crabbe
3:02.0,,,49-60,,Turnover by D. Lillard (bad pass; steal by O. Casspi)
2:55.0,D. Collison makes 2-pt shot at rim (assist by R. Gay),2,51-60,,
2:42.0,,,51-60,,Turnover by D. Lillard (bad pass; steal by R. Gay)
2:37.0,R. Gay makes 2-pt shot from 1 ft (assist by D. Collison),2,53-60,,
2:37.0,,,53-60,,Portland full timeout
2:37.0,Sacramento full timeout,,53-60,,
2:37.0,,,53-60,,C. McCollum enters the game for A. Crabbe
2:20.0,,,53-60,,C. McCollum misses 2-pt shot from 2 ft (block by D. Cousins)
2:19.0,Defensive rebound by R. Gay,,53-60,,
2:01.0,D. Cousins makes 2-pt shot at rim,2,55-60,,
1:40.0,,,55-62,2,C. McCollum makes 2-pt shot from 20 ft
1:29.0,,,55-62,,Violation by M. Plumlee (kicked ball)
1:15.0,D. Collison misses 3-pt shot from 24 ft,,55-62,,
1:14.0,,,55-62,,Defensive rebound by M. Plumlee
0:57.0,,,55-62,,C. McCollum misses 3-pt shot from 24 ft
0:56.0,Defensive rebound by R. Gay,,55-62,,
0:51.0,,,55-62,,Personal foul by C. McCollum (drawn by B. McLemore)
0:51.0,B. McLemore makes free throw 1 of 2,1,56-62,,
0:51.0,B. McLemore makes free throw 2 of 2,1,57-62,,
0:51.0,,,56-62,,A. Crabbe enters the game for M. Plumlee
0:36.0,,,57-62,,M. Leonard misses 3-pt shot from 25 ft
0:35.0,Defensive rebound by O. Casspi,,57-62,,
0:30.0,Turnover by D. Collison (bad pass),,57-62,,
0:08.0,,,57-62,,M. Harkless misses 2-pt shot from 2 ft (block by R. Gay)
0:07.0,,,57-62,,Offensive rebound by A. Crabbe
0:05.0,,,57-62,,A. Crabbe misses 3-pt shot from 25 ft
0:04.0,Defensive rebound by R. Gay,,57-62,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,57-64,2,M. Plumlee makes 2-pt shot from 2 ft (assist by M. Leonard)
11:20.0,A. Afflalo makes 2-pt shot from 22 ft (assist by D. Cousins),2,59-64,,
11:16.0,,,59-64,,Turnover by M. Plumlee (bad pass; steal by T. Lawson)
11:07.0,,,59-64,,Personal foul by M. Leonard (drawn by D. Cousins)
10:57.0,D. Cousins misses 2-pt shot from 3 ft,,59-64,,
10:54.0,Offensive rebound by K. Koufos,,59-64,,
10:50.0,T. Lawson misses 3-pt shot from 42 ft,,59-64,,
10:49.0,Offensive rebound by R. Gay,,59-64,,
10:32.0,R. Gay misses 3-pt shot from 25 ft,,59-64,,
10:31.0,Offensive rebound by K. Koufos,,59-64,,
10:31.0,K. Koufos misses 2-pt shot from 1 ft,,59-64,,
10:29.0,,,59-64,,Defensive rebound by D. Lillard
10:19.0,,,59-64,,C. McCollum misses 3-pt shot from 24 ft
10:18.0,Defensive rebound by R. Gay,,59-64,,
10:16.0,Turnover by R. Gay (bad pass; steal by C. McCollum),,59-64,,
10:08.0,,,59-66,2,C. McCollum makes 2-pt shot from 1 ft
9:58.0,K. Koufos makes 2-pt shot from 3 ft (assist by T. Lawson),2,61-66,,
9:39.0,,,61-66,,M. Leonard misses 3-pt shot from 25 ft
9:39.0,Defensive rebound by R. Gay,,61-66,,
9:32.0,D. Cousins makes 2-pt shot at rim (assist by T. Lawson),2,63-66,,
9:15.0,,,63-66,,C. McCollum misses 2-pt shot from 2 ft
9:15.0,Defensive rebound by T. Lawson,,63-66,,
9:09.0,T. Lawson misses 2-pt shot from 17 ft,,63-66,,
9:08.0,,,63-66,,Defensive rebound by M. Plumlee
9:01.0,,,63-68,2,M. Harkless makes 2-pt shot from 2 ft (assist by M. Plumlee)
8:41.0,Shooting foul by M. Plumlee (drawn by K. Koufos),,63-68,,
8:41.0,K. Koufos misses free throw 1 of 2,,63-68,,
8:41.0,Offensive rebound by Team,,63-68,,
8:41.0,K. Koufos makes free throw 2 of 2,1,64-68,,
8:35.0,,,64-68,,Shooting foul by K. Koufos (drawn by M. Plumlee)
8:35.0,,,64-68,,M. Plumlee misses free throw 1 of 2
8:35.0,,,64-68,,Offensive rebound by Team
8:35.0,,,64-68,,M. Plumlee misses free throw 2 of 2
8:34.0,Defensive rebound by K. Koufos,,64-68,,
8:16.0,R. Gay misses 2-pt shot from 3 ft,,64-68,,
8:15.0,Offensive rebound by K. Koufos,,64-68,,
8:15.0,K. Koufos makes 2-pt shot from 1 ft,2,66-68,,
7:55.0,,,66-68,,M. Leonard misses 3-pt shot from 24 ft
7:54.0,Defensive rebound by R. Gay,,66-68,,
7:39.0,D. Cousins makes 2-pt shot from 11 ft,2,68-68,,
7:39.0,,,68-68,,Portland full timeout
7:17.0,,,68-68,,D. Lillard misses 3-pt shot from 27 ft
7:16.0,,,68-68,,Offensive rebound by M. Harkless
7:13.0,,,68-68,,C. McCollum misses 3-pt shot from 25 ft
7:12.0,,,68-68,,Offensive rebound by M. Plumlee
7:10.0,,,68-68,,Turnover by D. Lillard (lost ball; steal by T. Lawson)
7:05.0,T. Lawson misses 2-pt shot from 2 ft (block by M. Plumlee),,68-68,,
7:03.0,Offensive rebound by R. Gay,,68-68,,
6:55.0,R. Gay makes 3-pt shot from 26 ft,3,71-68,,
6:28.0,,,71-71,3,M. Leonard makes 3-pt shot from 24 ft (assist by M. Plumlee)
6:01.0,A. Afflalo misses 2-pt shot from 23 ft,,71-71,,
6:01.0,,,71-71,,Defensive rebound by M. Harkless
5:50.0,,,71-71,,C. McCollum misses 2-pt shot from 17 ft
5:50.0,Defensive rebound by D. Cousins,,71-71,,
5:42.0,Shooting foul by C. McCollum (drawn by D. Cousins),,71-71,,
5:42.0,D. Cousins makes free throw 1 of 2,1,72-71,,
5:42.0,D. Cousins makes free throw 2 of 2,1,73-71,,
5:30.0,,,73-74,3,D. Lillard makes 3-pt shot from 24 ft
5:17.0,Shooting foul by C. McCollum (drawn by A. Afflalo),,73-74,,
5:17.0,A. Afflalo misses free throw 1 of 2,,73-74,,
5:17.0,Offensive rebound by Team,,73-74,,
5:17.0,A. Afflalo makes free throw 2 of 2,1,74-74,,
5:17.0,B. McLemore enters the game for R. Gay,,73-74,,
5:17.0,,,73-74,,A. Crabbe enters the game for C. McCollum
5:17.0,,,73-74,,E. Turner enters the game for M. Harkless
4:59.0,,,74-76,2,D. Lillard makes 2-pt shot from 18 ft
4:36.0,D. Cousins makes 2-pt shot from 3 ft,2,76-76,,
4:22.0,,,76-79,3,D. Lillard makes 3-pt shot from 28 ft
3:55.0,A. Afflalo misses 2-pt shot from 23 ft,,76-79,,
3:54.0,Offensive rebound by Team,,76-79,,
3:54.0,Sacramento full timeout,,76-79,,
3:54.0,D. Collison enters the game for K. Koufos,,76-79,,
3:54.0,M. Barnes enters the game for T. Lawson,,76-79,,
3:40.0,M. Barnes misses 3-pt shot from 26 ft,,76-79,,
3:40.0,,,76-79,,Defensive rebound by M. Leonard
3:31.0,,,76-81,2,D. Lillard makes 2-pt shot from 8 ft
3:13.0,A. Afflalo makes 2-pt shot from 8 ft,2,78-81,,
2:48.0,,,78-81,,Turnover by Team (shot clock)
2:32.0,,,78-81,,Personal foul by E. Turner (drawn by A. Afflalo)
2:32.0,A. Afflalo makes free throw 1 of 2,1,79-81,,
2:32.0,A. Afflalo makes free throw 2 of 2,1,80-81,,
2:07.0,,,80-81,,M. Plumlee misses 2-pt shot from 18 ft
2:06.0,Defensive rebound by D. Collison,,80-81,,
1:48.0,M. Barnes misses 3-pt shot from 23 ft,,80-81,,
1:47.0,,,80-81,,Defensive rebound by A. Crabbe
1:45.0,,,80-81,,Turnover by M. Plumlee (lost ball)
1:45.0,,,80-81,,J. Layman enters the game for M. Plumlee
1:45.0,,,80-81,,C. McCollum enters the game for D. Lillard
1:45.0,G. Temple enters the game for A. Afflalo,,80-81,,
1:30.0,D. Cousins misses 3-pt shot from 25 ft,,80-81,,
1:30.0,,,80-81,,Defensive rebound by J. Layman
1:16.0,,,80-81,,M. Leonard misses 2-pt shot from 19 ft
1:16.0,Defensive rebound by D. Cousins,,80-81,,
1:08.0,D. Collison misses 2-pt shot from 4 ft,,80-81,,
1:08.0,,,80-81,,Defensive rebound by E. Turner
0:53.0,,,80-81,,C. McCollum misses 3-pt shot from 25 ft (block by D. Cousins)
0:52.0,Defensive rebound by D. Collison,,80-81,,
0:51.0,Shooting foul by M. Leonard (drawn by D. Cousins),,80-81,,
0:51.0,D. Cousins misses free throw 1 of 2,,80-81,,
0:51.0,Offensive rebound by Team,,80-81,,
0:51.0,D. Cousins misses free throw 2 of 2,,80-81,,
0:51.0,,,80-81,,M. Plumlee enters the game for M. Leonard
0:50.0,,,80-81,,Defensive rebound by E. Turner
0:36.0,,,80-84,3,A. Crabbe makes 3-pt shot from 25 ft (assist by C. McCollum)
0:20.0,M. Barnes makes 3-pt shot from 23 ft (assist by D. Cousins),3,83-84,,
0:03.0,,,83-84,,C. McCollum misses 2-pt shot from 18 ft
0:02.0,Defensive rebound by D. Cousins,,83-84,,
0:00.0,D. Cousins misses 3-pt shot from 47 ft,,83-84,,
0:00.0,Offensive rebound by Team,,83-84,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:34.0,R. Gay makes 3-pt shot from 24 ft (assist by M. Barnes),3,86-84,,
11:10.0,,,86-84,,A. Crabbe misses 3-pt shot from 25 ft
11:08.0,Defensive rebound by K. Koufos,,86-84,,
10:58.0,K. Koufos misses 2-pt shot from 4 ft,,86-84,,
10:55.0,,,86-84,,Defensive rebound by E. Turner
10:49.0,,,86-84,,J. Layman misses 3-pt shot from 25 ft
10:48.0,Defensive rebound by K. Koufos,,86-84,,
10:29.0,R. Gay misses 2-pt shot from 21 ft,,86-84,,
10:28.0,Offensive rebound by M. Barnes,,86-84,,
10:15.0,D. Collison makes 2-pt shot from 18 ft,2,88-84,,
9:54.0,,,88-84,,E. Davis misses 2-pt shot from 6 ft
9:53.0,Defensive rebound by R. Gay,,88-84,,
9:40.0,Turnover by R. Gay (bad pass),,88-84,,
9:40.0,,,88-84,,D. Lillard enters the game for J. Layman
9:40.0,,,88-84,,M. Harkless enters the game for C. McCollum
9:25.0,,,88-84,,D. Lillard misses 3-pt shot from 26 ft
9:24.0,Defensive rebound by M. Barnes,,88-84,,
9:12.0,K. Koufos makes 2-pt shot from 3 ft (assist by D. Collison),2,90-84,,
9:12.0,,,90-84,,Portland full timeout
8:47.0,,,90-86,2,E. Turner makes 2-pt shot from 13 ft
8:22.0,D. Collison makes 2-pt shot from 22 ft,2,92-86,,
8:04.0,,,92-86,,E. Turner misses 2-pt shot from 14 ft
8:03.0,Defensive rebound by M. Barnes,,92-86,,
7:53.0,D. Collison misses 2-pt shot from 17 ft,,92-86,,
7:53.0,,,92-86,,Defensive rebound by E. Davis
7:43.0,,,92-86,,Turnover by D. Lillard (bad pass)
7:43.0,,,92-86,,M. Plumlee enters the game for E. Davis
7:28.0,Turnover by R. Gay (traveling),,92-86,,
7:28.0,,,92-86,,C. McCollum enters the game for E. Turner
7:14.0,,,92-88,2,C. McCollum makes 2-pt shot from 6 ft (assist by D. Lillard)
6:53.0,Shooting foul by C. McCollum (drawn by K. Koufos),,92-88,,
6:53.0,K. Koufos makes free throw 1 of 2,1,93-88,,
6:53.0,K. Koufos misses free throw 2 of 2,,93-88,,
6:51.0,,,93-88,,Defensive rebound by M. Harkless
6:41.0,,,93-88,,M. Harkless misses 3-pt shot from 23 ft
6:38.0,Defensive rebound by G. Temple,,93-88,,
6:31.0,Shooting foul by M. Plumlee (drawn by R. Gay),,93-88,,
6:31.0,R. Gay makes free throw 1 of 2,1,94-88,,
6:31.0,R. Gay makes free throw 2 of 2,1,95-88,,
6:11.0,,,95-91,3,M. Harkless makes 3-pt shot from 23 ft (assist by C. McCollum)
5:54.0,Turnover by M. Barnes (bad pass; steal by C. McCollum),,95-91,,
5:45.0,,,95-94,3,D. Lillard makes 3-pt shot from 23 ft
5:44.0,Sacramento full timeout,,95-94,,
5:44.0,D. Cousins enters the game for K. Koufos,,95-94,,
5:24.0,D. Cousins misses 2-pt shot from 8 ft,,95-94,,
5:23.0,,,95-94,,Defensive rebound by M. Plumlee
5:18.0,,,95-94,,Offensive foul by C. McCollum
5:18.0,,,95-94,,Turnover by C. McCollum (offensive foul)
5:07.0,Offensive foul by D. Cousins,,95-94,,
5:07.0,Turnover by D. Cousins (offensive foul),,95-94,,
4:57.0,A. Afflalo enters the game for M. Barnes,,95-94,,
4:52.0,,,95-96,2,A. Crabbe makes 2-pt shot from 21 ft (assist by D. Lillard)
4:38.0,,,95-96,,Personal foul by M. Plumlee (drawn by D. Cousins)
4:24.0,Turnover by D. Cousins (lost ball; steal by M. Plumlee),,95-96,,
4:20.0,Personal foul by G. Temple (drawn by M. Plumlee),,95-96,,
4:06.0,,,95-99,3,D. Lillard makes 3-pt shot from 27 ft (assist by M. Plumlee)
3:51.0,D. Cousins misses 2-pt shot from 5 ft,,95-99,,
3:50.0,,,95-99,,Defensive rebound by A. Crabbe
3:45.0,,,95-101,2,M. Plumlee makes 2-pt shot from 1 ft (assist by D. Lillard)
3:45.0,,,95-101,,Shooting foul by D. Cousins (drawn by M. Plumlee)
3:45.0,,,95-101,,M. Plumlee misses free throw 1 of 1
3:44.0,Defensive rebound by G. Temple,,95-101,,
3:30.0,Shooting foul by M. Plumlee (drawn by R. Gay),,95-101,,
3:30.0,R. Gay makes free throw 1 of 2,1,96-101,,
3:30.0,R. Gay makes free throw 2 of 2,1,97-101,,
3:16.0,,,97-101,,C. McCollum misses 3-pt shot from 23 ft
3:14.0,,,97-101,,Offensive rebound by M. Harkless
3:14.0,,,97-101,,M. Harkless misses 2-pt shot from 1 ft
3:13.0,Defensive rebound by D. Collison,,97-101,,
3:07.0,R. Gay misses 3-pt shot from 25 ft,,97-101,,
3:06.0,,,97-101,,Defensive rebound by M. Harkless
2:59.0,,,97-101,,Shooting foul by D. Collison (drawn by D. Lillard)
2:59.0,Official timeout,,97-101,,
2:59.0,,,97-101,,D. Lillard misses free throw 1 of 2
2:59.0,,,97-101,,Offensive rebound by Team
2:59.0,,,97-102,1,D. Lillard makes free throw 2 of 2
2:37.0,D. Cousins misses 2-pt shot from 1 ft,,97-102,,
2:36.0,,,97-102,,Defensive rebound by M. Plumlee
2:28.0,,,97-102,,Turnover by D. Lillard (bad pass; steal by G. Temple)
2:22.0,R. Gay makes 2-pt shot at rim (assist by G. Temple),2,99-102,,
1:59.0,,,99-104,2,C. McCollum makes 2-pt shot from 17 ft (assist by A. Crabbe)
1:42.0,D. Collison makes 2-pt shot from 17 ft,2,101-104,,
1:26.0,Personal foul by D. Collison (drawn by D. Lillard),,101-104,,
1:19.0,,,101-104,,Shooting foul by D. Collison (drawn by D. Lillard)
