time,Oklahoma City,pts.away,score,pts.home,Golden State
4:46.0,,,18-22,,Z. Pachulia misses 2-pt shot from 3 ft
4:44.0,Defensive rebound by E. Kanter,,18-22,,
4:36.0,E. Kanter makes 2-pt shot at rim (assist by R. Westbrook),2,20-22,,
4:27.0,,,20-22,,Golden State full timeout
4:27.0,,,20-22,,J. McGee enters the game for Z. Pachulia
4:19.0,,,20-22,,K. Thompson misses 2-pt shot from 12 ft
4:18.0,Defensive rebound by C. Payne,,20-22,,
4:00.0,R. Westbrook makes 2-pt shot from 21 ft,2,22-22,,
3:48.0,,,22-22,,S. Curry misses 3-pt shot from 27 ft
3:47.0,Defensive rebound by V. Oladipo,,22-22,,
3:42.0,V. Oladipo misses 2-pt shot from 20 ft,,22-22,,
3:41.0,,,22-22,,Defensive rebound by J. McGee
3:38.0,,,22-22,,Turnover by J. McGee (lost ball; steal by R. Westbrook)
3:37.0,Shooting foul by J. McGee (drawn by A. Roberson),,22-22,,
3:37.0,A. Roberson misses free throw 1 of 2,,22-22,,
3:37.0,Offensive rebound by Team,,22-22,,
3:37.0,A. Roberson makes free throw 2 of 2,1,23-22,,
3:37.0,,,22-22,,I. Clark enters the game for K. Thompson
3:23.0,,,23-22,,Shooting foul by V. Oladipo (drawn by J. McGee)
3:23.0,,,23-22,,J. McGee misses free throw 1 of 2
3:23.0,,,23-22,,Offensive rebound by Team
3:23.0,,,23-22,,J. McGee misses free throw 2 of 2
3:23.0,Defensive rebound by E. Kanter,,23-22,,
3:10.0,Shooting foul by I. Clark (drawn by R. Westbrook),,23-22,,
3:10.0,R. Westbrook makes free throw 1 of 2,1,24-22,,
3:10.0,R. Westbrook makes free throw 2 of 2,1,25-22,,
2:51.0,,,25-24,2,S. Curry makes 2-pt shot from 3 ft (assist by I. Clark)
2:49.0,Turnover by R. Westbrook (traveling),,25-24,,
2:49.0,A. Abrines enters the game for R. Westbrook,,25-24,,
2:41.0,,,25-24,,S. Curry misses 2-pt shot from 23 ft
2:40.0,Defensive rebound by E. Kanter,,25-24,,
2:25.0,E. Kanter misses 2-pt shot from 1 ft (block by J. McGee),,25-24,,
2:23.0,Offensive rebound by E. Kanter,,25-24,,
2:22.0,E. Kanter makes 2-pt shot at rim,2,27-24,,
2:14.0,,,27-24,,Offensive foul by I. Clark
2:14.0,,,27-24,,Turnover by I. Clark (offensive foul)
2:14.0,,,27-24,,K. Durant enters the game for D. Green
1:58.0,C. Payne misses 3-pt shot from 26 ft,,27-24,,
1:57.0,,,27-24,,Defensive rebound by J. McGee
1:47.0,,,27-26,2,K. Durant makes 2-pt shot from 19 ft (assist by I. Clark)
1:33.0,Turnover by A. Roberson (bad pass; steal by A. Iguodala),,27-26,,
1:25.0,,,27-28,2,K. Durant makes 2-pt shot from 7 ft (assist by A. Iguodala)
1:10.0,E. Kanter makes 2-pt shot from 1 ft (assist by C. Payne),2,29-28,,
0:57.0,,,29-28,,Turnover by S. Curry (bad pass)
0:43.0,E. Kanter makes 2-pt shot from 19 ft (assist by V. Oladipo),2,31-28,,
0:25.0,,,31-28,,Shooting foul by C. Payne (drawn by K. Durant)
0:25.0,,,31-29,1,K. Durant makes free throw 1 of 2
0:25.0,,,31-30,1,K. Durant makes free throw 2 of 2
0:25.0,,,31-29,,D. West enters the game for J. McGee
0:25.0,A. Morrow enters the game for A. Roberson,,31-29,,
0:05.0,E. Kanter misses 2-pt shot from 1 ft,,31-30,,
0:03.0,,,31-30,,Defensive rebound by D. West
0:00.0,,,31-30,,K. Durant misses 3-pt shot from 46 ft
0:00.0,,,31-30,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,,,31-30,,Turnover by A. Iguodala (bad pass; steal by A. Abrines)
11:37.0,Turnover by E. Kanter (lost ball; steal by A. Iguodala),,31-30,,
11:15.0,,,31-32,2,S. Livingston makes 2-pt shot from 10 ft (assist by A. Iguodala)
10:54.0,C. Payne makes 2-pt shot from 2 ft,2,33-32,,
10:44.0,,,33-32,,Shooting foul by A. Abrines (drawn by K. Durant)
10:44.0,,,33-32,,K. Durant misses free throw 1 of 2
10:44.0,,,33-32,,Offensive rebound by Team
10:44.0,,,33-33,1,K. Durant makes free throw 2 of 2
10:33.0,A. Morrow misses 3-pt shot from 24 ft,,33-33,,
10:32.0,Offensive rebound by E. Kanter,,33-33,,
10:27.0,E. Kanter misses 2-pt shot from 4 ft (block by K. Durant),,33-33,,
10:26.0,Offensive rebound by K. Singler,,33-33,,
10:12.0,C. Payne makes 2-pt shot from 13 ft,2,35-33,,
9:48.0,Personal foul by A. Morrow (drawn by A. Iguodala),,35-33,,
9:36.0,,,35-33,,Turnover by I. Clark (lost ball; steal by A. Morrow)
9:30.0,E. Kanter makes 2-pt shot from 1 ft (assist by A. Morrow),2,37-33,,
9:04.0,,,37-33,,Turnover by I. Clark (lost ball; steal by E. Kanter)
8:51.0,K. Singler makes 3-pt shot from 23 ft (assist by E. Kanter),3,40-33,,
8:50.0,,,40-33,,Golden State full timeout
8:50.0,,,40-33,,K. Thompson enters the game for I. Clark
8:37.0,,,40-33,,S. Livingston misses 2-pt shot from 13 ft
8:36.0,,,40-33,,Offensive rebound by K. Thompson
8:28.0,,,40-35,2,D. West makes 2-pt shot from 14 ft (assist by S. Livingston)
8:11.0,Turnover by E. Kanter (bad pass; steal by D. West),,40-35,,
8:05.0,,,40-38,3,K. Durant makes 3-pt shot from 28 ft
8:04.0,Oklahoma City full timeout,,40-38,,
8:04.0,R. Westbrook enters the game for A. Morrow,,40-38,,
8:04.0,,,40-38,,D. Green enters the game for A. Iguodala
7:53.0,R. Westbrook makes 2-pt shot from 20 ft,2,42-38,,
7:36.0,,,42-40,2,D. West makes 2-pt shot from 18 ft (assist by K. Durant)
7:22.0,C. Payne misses 3-pt shot from 25 ft,,42-40,,
7:21.0,,,42-40,,Defensive rebound by K. Durant
7:14.0,,,42-42,2,D. West makes 2-pt shot at rim (assist by K. Durant)
6:59.0,R. Westbrook misses 2-pt shot from 19 ft (block by K. Thompson),,42-42,,
6:57.0,,,42-42,,Defensive rebound by D. Green
6:57.0,Personal foul by R. Westbrook (drawn by D. Green),,42-42,,
6:57.0,V. Oladipo enters the game for C. Payne,,42-42,,
6:43.0,,,42-44,2,K. Durant makes 2-pt shot from 13 ft (assist by K. Thompson)
6:26.0,Shooting foul by D. Green (drawn by R. Westbrook),,42-44,,
6:26.0,R. Westbrook makes free throw 1 of 2,1,43-44,,
6:26.0,R. Westbrook makes free throw 2 of 2,1,44-44,,
6:26.0,D. Sabonis enters the game for E. Kanter,,43-44,,
6:26.0,A. Roberson enters the game for A. Abrines,,43-44,,
6:20.0,Personal foul by K. Singler (drawn by K. Durant),,44-44,,
6:14.0,,,44-44,,D. West misses 2-pt shot from 19 ft
6:13.0,Defensive rebound by R. Westbrook,,44-44,,
6:07.0,J. Grant enters the game for K. Singler,,44-44,,
6:07.0,Jump ball: R. Westbrook vs. D. West (K. Thompson gains possession),,,,Jump ball: R. Westbrook vs. D. West (K. Thompson gains possession)
6:07.0,Turnover by R. Westbrook (lost ball),,44-44,,
5:52.0,,,44-46,2,S. Livingston makes 2-pt shot from 11 ft (assist by D. West)
5:28.0,J. Grant misses 2-pt shot at rim,,44-46,,
5:26.0,,,44-46,,Defensive rebound by K. Durant
5:19.0,Official timeout,,44-46,,
5:19.0,,,44-46,,S. Curry enters the game for D. West
5:06.0,,,44-48,2,K. Durant makes 2-pt shot from 13 ft
4:53.0,V. Oladipo makes 3-pt shot from 25 ft (assist by R. Westbrook),3,47-48,,
4:34.0,,,47-48,,D. Green misses 2-pt shot from 18 ft
4:33.0,Defensive rebound by A. Roberson,,47-48,,
4:23.0,R. Westbrook misses 2-pt shot from 8 ft,,47-48,,
4:22.0,,,47-48,,Defensive rebound by K. Thompson
4:16.0,,,47-50,2,K. Durant makes 2-pt shot at rim (assist by K. Thompson)
3:58.0,V. Oladipo misses 2-pt shot from 4 ft (block by D. Green),,47-50,,
3:56.0,,,47-50,,Defensive rebound by D. Green
3:51.0,,,47-50,,S. Curry misses 2-pt shot from 1 ft
3:50.0,Defensive rebound by D. Sabonis,,47-50,,
3:44.0,V. Oladipo misses 2-pt shot from 1 ft,,47-50,,
3:44.0,Offensive rebound by R. Westbrook,,47-50,,
3:44.0,Shooting foul by K. Thompson (drawn by R. Westbrook),,47-50,,
3:44.0,R. Westbrook makes free throw 1 of 2,1,48-50,,
3:44.0,R. Westbrook misses free throw 2 of 2,,48-50,,
3:43.0,,,48-50,,Defensive rebound by D. Green
3:38.0,,,48-50,,Turnover by D. Green (bad pass; steal by J. Grant)
3:25.0,V. Oladipo misses 2-pt shot from 4 ft,,48-50,,
3:24.0,,,48-50,,Defensive rebound by K. Thompson
3:10.0,,,48-50,,Shooting foul by R. Westbrook (drawn by D. Green)
3:10.0,,,48-51,1,D. Green makes free throw 1 of 2
3:10.0,,,48-51,,D. Green misses free throw 2 of 2
3:10.0,,,48-51,,A. Iguodala enters the game for S. Livingston
3:10.0,C. Payne enters the game for D. Sabonis,,48-51,,
3:09.0,Defensive rebound by R. Westbrook,,48-51,,
3:05.0,Offensive foul by R. Westbrook,,48-51,,
3:05.0,Turnover by R. Westbrook (offensive foul),,48-51,,
2:52.0,,,48-51,,S. Curry misses 2-pt shot from 2 ft (block by C. Payne)
2:50.0,,,48-51,,Offensive rebound by A. Iguodala
2:41.0,,,48-51,,Turnover by D. Green (bad pass)
2:41.0,Oklahoma City full timeout,,48-51,,
2:41.0,E. Kanter enters the game for J. Grant,,48-51,,
2:22.0,Shooting foul by K. Thompson (drawn by R. Westbrook),,48-51,,
2:22.0,R. Westbrook makes free throw 1 of 2,1,49-51,,
2:22.0,R. Westbrook makes free throw 2 of 2,1,50-51,,
2:05.0,,,50-51,,Turnover by K. Thompson (bad pass; steal by V. Oladipo)
1:51.0,Turnover by C. Payne (lost ball; steal by A. Iguodala),,50-51,,
1:45.0,,,50-51,,K. Durant misses 2-pt shot at rim
1:44.0,Defensive rebound by Team,,50-51,,
1:34.0,R. Westbrook misses 2-pt shot from 20 ft,,50-51,,
1:33.0,Offensive rebound by Team,,50-51,,
1:22.0,R. Westbrook misses 3-pt shot from 25 ft,,50-51,,
1:20.0,Offensive rebound by A. Roberson,,50-51,,
1:17.0,C. Payne misses 3-pt shot from 28 ft,,50-51,,
1:16.0,,,50-51,,Defensive rebound by K. Durant
1:01.0,,,50-53,2,S. Curry makes 2-pt shot from 2 ft (assist by D. Green)
0:49.0,V. Oladipo makes 2-pt shot from 17 ft (assist by A. Roberson),2,52-53,,
0:39.0,,,52-53,,S. Curry misses 3-pt shot from 29 ft
0:39.0,Defensive rebound by R. Westbrook,,52-53,,
0:33.0,R. Westbrook misses 3-pt shot from 28 ft,,52-53,,
0:33.0,,,52-53,,Defensive rebound by Team
0:33.0,Loose ball foul by E. Kanter (drawn by D. Green),,52-53,,
0:33.0,,,52-53,,D. Green misses free throw 1 of 2
0:33.0,,,52-53,,Offensive rebound by Team
0:33.0,,,52-54,1,D. Green makes free throw 2 of 2
0:33.0,,,52-53,,S. Livingston enters the game for K. Thompson
0:33.0,,,52-53,,Z. Pachulia enters the game for K. Durant
0:33.0,A. Abrines enters the game for A. Roberson,,52-53,,
0:19.0,Turnover by R. Westbrook (lost ball; steal by D. Green),,52-54,,
0:15.0,,,52-56,2,S. Curry makes 2-pt shot from 2 ft (assist by D. Green)
0:04.0,,,52-56,,Flagrant foul type 1 by Z. Pachulia (drawn by R. Westbrook)
0:04.0,R. Westbrook makes flagrant free throw 1 of 2,1,53-56,,
0:04.0,R. Westbrook makes flagrant free throw 2 of 2,1,54-56,,
0:04.0,E. Kanter makes 2-pt shot from 18 ft (assist by C. Payne),2,56-56,,
0:00.0,,,56-56,,S. Curry misses 3-pt shot from 52 ft
0:00.0,,,56-56,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,56-56,,Z. Pachulia misses 2-pt shot from 13 ft
11:40.0,Defensive rebound by R. Westbrook,,56-56,,
11:26.0,V. Oladipo misses 3-pt shot from 25 ft,,56-56,,
11:25.0,,,56-56,,Defensive rebound by K. Durant
11:14.0,,,56-56,,K. Thompson misses 2-pt shot from 3 ft
11:13.0,Defensive rebound by D. Sabonis,,56-56,,
11:04.0,R. Westbrook misses 3-pt shot from 27 ft,,56-56,,
11:03.0,Offensive rebound by R. Westbrook,,56-56,,
10:58.0,A. Roberson misses 3-pt shot from 26 ft,,56-56,,
10:57.0,Offensive rebound by Team,,56-56,,
10:57.0,,,56-56,,Loose ball foul by Z. Pachulia (drawn by R. Westbrook)
10:50.0,Turnover by V. Oladipo (lost ball),,56-56,,
10:35.0,,,56-58,2,D. Green makes 2-pt shot at rim (assist by S. Curry)
10:11.0,D. Sabonis misses 2-pt shot from 6 ft,,56-58,,
10:09.0,,,56-58,,Defensive rebound by Z. Pachulia
9:57.0,,,56-60,2,D. Green makes 2-pt shot at rim (assist by Z. Pachulia)
9:56.0,Oklahoma City full timeout,,56-60,,
9:45.0,R. Westbrook makes 2-pt shot from 1 ft,2,58-60,,
9:29.0,,,58-62,2,D. Green makes 2-pt shot from 3 ft (assist by K. Durant)
9:14.0,R. Westbrook misses 2-pt shot from 12 ft,,58-62,,
9:13.0,,,58-62,,Defensive rebound by Z. Pachulia
9:06.0,,,58-62,,K. Thompson misses 2-pt shot from 15 ft
9:05.0,,,58-62,,Offensive rebound by Team
9:02.0,,,58-62,,Shooting foul by D. Sabonis (drawn by Z. Pachulia)
9:02.0,,,58-62,,Z. Pachulia misses free throw 1 of 2
9:02.0,,,58-62,,Offensive rebound by Team
9:02.0,,,58-63,1,Z. Pachulia makes free throw 2 of 2
8:45.0,D. Sabonis makes 3-pt shot from 25 ft (assist by R. Westbrook),3,61-63,,
8:31.0,,,61-63,,Z. Pachulia misses 2-pt shot from 4 ft
8:30.0,,,61-63,,Offensive rebound by D. Green
8:29.0,,,61-63,,D. Green misses 2-pt shot from 4 ft (block by R. Westbrook)
8:27.0,Defensive rebound by R. Westbrook,,61-63,,
8:24.0,A. Roberson misses 2-pt shot from 3 ft (block by K. Durant),,61-63,,
8:22.0,Offensive rebound by V. Oladipo,,61-63,,
8:14.0,Turnover by R. Westbrook (bad pass; steal by S. Curry),,61-63,,
8:09.0,,,61-63,,Z. Pachulia misses 2-pt shot from 1 ft
8:07.0,Defensive rebound by R. Westbrook,,61-63,,
7:55.0,J. Grant makes 2-pt shot from 5 ft (assist by R. Westbrook),2,63-63,,
7:43.0,,,63-66,3,K. Durant makes 3-pt shot from 25 ft (assist by S. Curry)
7:35.0,Turnover by R. Westbrook (traveling),,63-66,,
7:32.0,,,63-68,2,K. Thompson makes 2-pt shot from 12 ft (assist by K. Durant)
7:19.0,Turnover by R. Westbrook (bad pass; steal by S. Curry),,63-68,,
7:12.0,,,63-71,3,K. Thompson makes 3-pt shot from 23 ft (assist by S. Curry)
7:11.0,Oklahoma City full timeout,,63-71,,
7:11.0,E. Kanter enters the game for D. Sabonis,,63-71,,
6:59.0,J. Grant makes 2-pt shot from 3 ft (assist by V. Oladipo),2,65-71,,
6:49.0,,,65-71,,Shooting foul by E. Kanter (drawn by S. Curry)
6:49.0,,,65-72,1,S. Curry makes free throw 1 of 2
6:49.0,,,65-73,1,S. Curry makes free throw 2 of 2
6:31.0,E. Kanter makes 2-pt shot from 2 ft (assist by R. Westbrook),2,67-73,,
6:16.0,,,67-75,2,K. Thompson makes 2-pt shot from 18 ft (assist by D. Green)
5:58.0,R. Westbrook makes 2-pt shot from 20 ft,2,69-75,,
5:45.0,,,69-78,3,S. Curry makes 3-pt shot from 28 ft
5:26.0,A. Roberson misses 2-pt shot from 1 ft (block by D. Green),,69-78,,
5:25.0,Offensive rebound by R. Westbrook,,69-78,,
5:23.0,E. Kanter makes 2-pt shot from 1 ft (assist by R. Westbrook),2,71-78,,
5:12.0,,,71-78,,Shooting foul by V. Oladipo (drawn by K. Thompson)
5:12.0,,,71-78,,K. Thompson misses free throw 1 of 2
5:12.0,,,71-78,,Offensive rebound by Team
5:12.0,,,71-79,1,K. Thompson makes free throw 2 of 2
5:12.0,,,71-78,,A. Varejao enters the game for Z. Pachulia
5:12.0,,,71-78,,A. Iguodala enters the game for D. Green
4:58.0,,,71-79,,Def 3 sec tech foul by K. Durant
4:58.0,R. Westbrook makes technical free throw,1,72-79,,
4:52.0,R. Westbrook makes 2-pt shot at rim,2,74-79,,
4:43.0,,,74-82,3,K. Durant makes 3-pt shot from 27 ft (assist by S. Curry)
4:30.0,R. Westbrook misses 3-pt shot from 29 ft,,74-82,,
4:29.0,,,74-82,,Defensive rebound by K. Durant
4:21.0,,,74-84,2,S. Curry makes 2-pt shot at rim
3:59.0,R. Westbrook misses 3-pt shot from 28 ft,,74-84,,
3:58.0,,,74-84,,Defensive rebound by K. Durant
3:51.0,,,74-84,,Shooting foul by E. Kanter (drawn by K. Durant)
3:51.0,,,74-85,1,K. Durant makes free throw 1 of 2
3:51.0,,,74-86,1,K. Durant makes free throw 2 of 2
3:51.0,,,74-85,,I. Clark enters the game for K. Thompson
3:38.0,V. Oladipo makes 2-pt shot from 1 ft,2,76-86,,
3:23.0,,,76-89,3,K. Durant makes 3-pt shot from 25 ft (assist by A. Iguodala)
3:05.0,Turnover by V. Oladipo (lost ball),,76-89,,
2:47.0,,,76-89,,K. Durant misses 3-pt shot from 26 ft
2:46.0,Defensive rebound by R. Westbrook,,76-89,,
2:38.0,V. Oladipo misses 3-pt shot from 25 ft,,76-89,,
2:37.0,Offensive rebound by Team,,76-89,,
2:37.0,,,76-89,,Loose ball foul by A. Varejao (drawn by E. Kanter)
2:37.0,,,76-89,,Golden State full timeout
2:37.0,K. Singler enters the game for J. Grant,,76-89,,
2:30.0,V. Oladipo misses 3-pt shot from 25 ft,,76-89,,
2:29.0,,,76-89,,Defensive rebound by S. Curry
2:18.0,,,76-89,,S. Curry misses 2-pt shot from 1 ft (block by R. Westbrook)
2:18.0,,,76-89,,Offensive rebound by Team
2:12.0,,,76-89,,I. Clark misses 3-pt shot from 22 ft
2:11.0,Defensive rebound by R. Westbrook,,76-89,,
1:54.0,R. Westbrook misses 2-pt shot from 15 ft,,76-89,,
1:53.0,,,76-89,,Defensive rebound by K. Durant
1:43.0,,,76-89,,I. Clark misses 2-pt shot from 1 ft
1:41.0,,,76-89,,Offensive rebound by K. Durant
1:41.0,,,76-91,2,K. Durant makes 2-pt shot at rim
1:29.0,E. Kanter misses 2-pt shot from 3 ft,,76-91,,
1:28.0,Offensive rebound by E. Kanter,,76-91,,
1:28.0,E. Kanter makes 2-pt shot from 1 ft,2,78-91,,
1:17.0,,,78-91,,Shooting foul by E. Kanter (drawn by S. Curry)
1:17.0,,,78-92,1,S. Curry makes free throw 1 of 2
1:17.0,,,78-93,1,S. Curry makes free throw 2 of 2
1:17.0,,,78-92,,D. Green enters the game for K. Durant
1:17.0,C. Payne enters the game for R. Westbrook,,78-92,,
0:59.0,,,78-93,,Personal foul by I. Clark (drawn by C. Payne)
0:54.0,C. Payne misses 2-pt shot from 13 ft,,78-93,,
0:53.0,,,78-93,,Defensive rebound by D. Green
0:42.0,,,78-93,,S. Curry misses 2-pt shot from 2 ft
0:40.0,Defensive rebound by E. Kanter,,78-93,,
0:27.0,A. Roberson misses 3-pt shot from 26 ft,,78-93,,
0:27.0,,,78-93,,Defensive rebound by A. Iguodala
0:09.0,Violation by A. Roberson (kicked ball),,78-93,,
0:09.0,,,78-93,,K. Durant enters the game for A. Varejao
0:09.0,J. Grant enters the game for E. Kanter,,78-93,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,J. Grant misses 2-pt shot from 10 ft,,78-93,,
11:37.0,,,78-93,,Defensive rebound by K. Thompson
11:19.0,,,78-93,,Offensive foul by A. Iguodala
11:19.0,,,78-93,,Turnover by A. Iguodala (offensive foul)
11:03.0,Turnover by E. Kanter (lost ball; steal by A. Iguodala),,78-93,,
10:50.0,,,78-93,,K. Thompson misses 2-pt shot from 20 ft
10:49.0,,,78-93,,Offensive rebound by D. Green
10:41.0,,,78-95,2,A. Iguodala makes 2-pt shot from 3 ft (assist by D. West)
10:40.0,Oklahoma City full timeout,,78-95,,
10:31.0,E. Kanter misses 2-pt shot from 20 ft,,78-95,,
10:30.0,,,78-95,,Defensive rebound by D. Green
10:24.0,,,78-97,2,A. Iguodala makes 2-pt shot at rim (assist by D. West)
9:57.0,C. Payne misses 3-pt shot from 26 ft,,78-97,,
9:56.0,Offensive rebound by J. Grant,,78-97,,
9:54.0,J. Grant misses 2-pt shot from 3 ft,,78-97,,
9:52.0,Offensive rebound by E. Kanter,,78-97,,
9:51.0,E. Kanter misses 2-pt shot from 1 ft (block by D. Green),,78-97,,
9:50.0,,,78-97,,Defensive rebound by D. Green
9:43.0,,,78-100,3,K. Thompson makes 3-pt shot from 26 ft (assist by A. Iguodala)
9:21.0,Shooting foul by D. Green (drawn by J. Grant),,78-100,,
9:21.0,J. Grant makes free throw 1 of 2,1,79-100,,
9:21.0,J. Grant makes free throw 2 of 2,1,80-100,,
9:21.0,R. Westbrook enters the game for A. Abrines,,79-100,,
9:05.0,,,80-102,2,S. Livingston makes 2-pt shot from 12 ft
8:51.0,K. Singler misses 2-pt shot from 20 ft,,80-102,,
8:50.0,Offensive rebound by E. Kanter,,80-102,,
8:42.0,E. Kanter misses 2-pt shot from 5 ft,,80-102,,
8:42.0,,,80-102,,Defensive rebound by Team
8:42.0,Loose ball foul by R. Westbrook (drawn by D. Green),,80-102,,
8:33.0,,,80-102,,Turnover by S. Livingston (step out of bounds)
8:19.0,C. Payne makes 3-pt shot from 27 ft (assist by J. Grant),3,83-102,,
8:02.0,,,83-104,2,D. West makes 2-pt shot from 7 ft
7:50.0,R. Westbrook makes 2-pt shot from 2 ft,2,85-104,,
7:41.0,,,85-104,,Golden State full timeout
7:41.0,V. Oladipo enters the game for J. Grant,,85-104,,
7:41.0,,,85-104,,Z. Pachulia enters the game for D. West
7:30.0,,,85-104,,A. Iguodala misses 2-pt shot from 5 ft
7:29.0,Defensive rebound by R. Westbrook,,85-104,,
7:23.0,V. Oladipo makes 3-pt shot from 24 ft (assist by R. Westbrook),3,88-104,,
6:58.0,,,88-104,,K. Thompson misses 3-pt shot from 25 ft
6:57.0,Defensive rebound by Team,,88-104,,
6:57.0,,,88-104,,K. Durant enters the game for A. Iguodala
6:57.0,,,88-104,,S. Curry enters the game for K. Thompson
6:45.0,R. Westbrook misses 2-pt shot from 20 ft,,88-104,,
6:44.0,,,88-104,,Defensive rebound by D. Green
6:35.0,,,88-106,2,S. Livingston makes 2-pt shot from 9 ft (assist by S. Curry)
