time,Charlotte,pts.away,score,pts.home,Washington
10:20.0,,,33-26,,K. Oubre misses 2-pt shot from 3 ft (block by R. Hibbert)
10:18.0,Defensive rebound by F. Kaminsky,,33-26,,
10:12.0,J. Lamb misses 3-pt shot from 25 ft,,33-26,,
10:10.0,,,33-26,,Defensive rebound by K. Oubre
10:04.0,,,33-26,,M. Thornton misses 3-pt shot from 26 ft
10:03.0,Defensive rebound by R. Hibbert,,33-26,,
9:47.0,Turnover by R. Sessions (lost ball; steal by J. Smith),,33-26,,
9:39.0,,,33-29,3,M. Thornton makes 3-pt shot from 25 ft (assist by T. Burke)
9:24.0,M. Belinelli misses 2-pt shot from 21 ft,,33-29,,
9:23.0,,,33-29,,Defensive rebound by K. Oubre
9:10.0,,,33-31,2,M. Thornton makes 2-pt shot from 1 ft (assist by J. Smith)
8:55.0,R. Sessions misses 2-pt shot from 18 ft,,33-31,,
8:54.0,,,33-31,,Defensive rebound by J. Smith
8:38.0,,,33-31,,K. Oubre misses 3-pt shot from 26 ft
8:37.0,,,33-31,,Offensive rebound by J. Smith
8:34.0,,,33-33,2,J. Smith makes 2-pt shot from 2 ft
8:29.0,Charlotte full timeout,,33-33,,
8:29.0,K. Walker enters the game for R. Sessions,,33-33,,
8:20.0,F. Kaminsky misses 3-pt shot from 25 ft,,33-33,,
8:19.0,,,33-33,,Defensive rebound by K. Oubre
8:05.0,,,33-33,,J. Smith misses 2-pt shot from 20 ft
8:03.0,Defensive rebound by J. Lamb,,33-33,,
7:53.0,J. Lamb makes 2-pt shot from 16 ft,2,35-33,,
7:33.0,,,35-33,,A. Nicholson misses 2-pt shot from 2 ft
7:32.0,Defensive rebound by K. Walker,,35-33,,
7:20.0,M. Belinelli misses 3-pt shot from 25 ft,,35-33,,
7:19.0,Offensive rebound by R. Hibbert,,35-33,,
7:18.0,Shooting foul by J. Smith (drawn by R. Hibbert),,35-33,,
7:18.0,R. Hibbert makes free throw 1 of 2,1,36-33,,
7:18.0,R. Hibbert makes free throw 2 of 2,1,37-33,,
7:18.0,,,36-33,,O. Porter enters the game for K. Oubre
7:18.0,,,36-33,,B. Beal enters the game for A. Nicholson
7:07.0,,,37-33,,J. Smith misses 2-pt shot from 3 ft (block by R. Hibbert)
7:04.0,,,37-33,,Offensive rebound by J. Smith
7:00.0,,,37-35,2,J. Smith makes 2-pt shot from 4 ft
6:45.0,F. Kaminsky makes 3-pt shot from 26 ft (assist by R. Hibbert),3,40-35,,
6:35.0,,,40-37,2,T. Burke makes 2-pt shot from 18 ft
6:23.0,K. Walker misses 2-pt shot from 17 ft,,40-37,,
6:21.0,,,40-37,,Defensive rebound by J. Smith
6:11.0,,,40-39,2,T. Burke makes 2-pt shot from 1 ft
5:51.0,F. Kaminsky makes 3-pt shot from 24 ft (assist by K. Walker),3,43-39,,
5:31.0,,,43-39,,Shooting foul by R. Hibbert (drawn by J. Smith)
5:31.0,Official timeout,,43-39,,
5:31.0,,,43-40,1,J. Smith makes free throw 1 of 2
5:31.0,,,43-41,1,J. Smith makes free throw 2 of 2
5:31.0,,,43-39,,J. Wall enters the game for M. Thornton
5:31.0,M. Kidd-Gilchrist enters the game for M. Belinelli,,43-39,,
5:31.0,C. Zeller enters the game for R. Hibbert,,43-39,,
5:31.0,N. Batum enters the game for J. Lamb,,43-39,,
5:16.0,Turnover by F. Kaminsky (traveling),,43-41,,
5:16.0,,,43-41,,M. Gortat enters the game for J. Smith
5:05.0,,,43-43,2,M. Gortat makes 2-pt shot at rim (assist by B. Beal)
4:49.0,N. Batum misses 3-pt shot from 25 ft,,43-43,,
4:49.0,,,43-43,,Defensive rebound by M. Gortat
4:45.0,,,43-43,,Turnover by B. Beal (bad pass)
4:45.0,M. Williams enters the game for F. Kaminsky,,43-43,,
4:23.0,Turnover by M. Williams (lost ball; steal by J. Wall),,43-43,,
4:21.0,,,43-43,,Shooting foul by N. Batum (drawn by J. Wall)
4:21.0,,,43-44,1,J. Wall makes free throw 1 of 2
4:21.0,,,43-45,1,J. Wall makes free throw 2 of 2
4:09.0,N. Batum misses 2-pt shot from 19 ft,,43-45,,
4:07.0,,,43-45,,Defensive rebound by M. Gortat
3:50.0,,,43-45,,Turnover by J. Wall (bad pass)
3:38.0,K. Walker makes 2-pt shot from 3 ft,2,45-45,,
3:26.0,,,45-45,,O. Porter misses 3-pt shot from 24 ft
3:24.0,Defensive rebound by M. Williams,,45-45,,
3:08.0,M. Kidd-Gilchrist makes 2-pt shot from 18 ft (assist by K. Walker),2,47-45,,
2:55.0,,,47-45,,Washington full timeout
2:55.0,,,47-45,,K. Oubre enters the game for T. Burke
2:51.0,,,47-47,2,K. Oubre makes 2-pt shot at rim (assist by O. Porter)
2:31.0,K. Walker misses 3-pt shot from 25 ft,,47-47,,
2:30.0,,,47-47,,Defensive rebound by K. Oubre
2:23.0,,,47-47,,J. Wall misses 2-pt shot from 1 ft
2:21.0,Defensive rebound by K. Walker,,47-47,,
2:09.0,M. Kidd-Gilchrist makes 2-pt shot from 3 ft (assist by N. Batum),2,49-47,,
1:50.0,,,49-47,,B. Beal misses 2-pt shot from 18 ft
1:47.0,,,49-47,,Offensive rebound by J. Wall
1:24.0,,,49-49,2,M. Gortat makes 2-pt shot from 3 ft (assist by B. Beal)
1:09.0,,,49-49,,Personal foul by O. Porter (drawn by M. Williams)
0:54.0,N. Batum makes 3-pt shot from 26 ft,3,52-49,,
0:40.0,,,52-49,,M. Gortat misses 2-pt shot from 1 ft (block by C. Zeller)
0:38.0,Defensive rebound by N. Batum,,52-49,,
0:23.0,N. Batum makes 2-pt shot from 19 ft,2,54-49,,
0:02.0,,,54-49,,B. Beal misses 2-pt shot from 14 ft
0:00.0,Defensive rebound by Team,,54-49,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,M. Williams misses 3-pt shot from 27 ft,,54-49,,
11:45.0,,,54-49,,Defensive rebound by B. Beal
11:30.0,,,54-51,2,M. Gortat makes 2-pt shot from 6 ft (assist by J. Wall)
11:20.0,Offensive foul by C. Zeller,,54-51,,
11:20.0,Turnover by C. Zeller (offensive foul),,54-51,,
11:00.0,,,54-51,,M. Gortat misses 2-pt shot from 6 ft
11:00.0,Defensive rebound by K. Walker,,54-51,,
10:46.0,Turnover by M. Kidd-Gilchrist (offensive foul),,54-51,,
10:46.0,Offensive charge foul by M. Kidd-Gilchrist,,54-51,,
10:36.0,,,54-53,2,O. Porter makes 2-pt shot from 18 ft (assist by B. Beal)
10:18.0,M. Kidd-Gilchrist makes 2-pt shot from 2 ft (assist by K. Walker),2,56-53,,
10:12.0,,,56-56,3,B. Beal makes 3-pt shot from 25 ft (assist by J. Wall)
9:46.0,M. Williams makes 2-pt shot from 11 ft (assist by K. Walker),2,58-56,,
9:30.0,,,58-56,,Turnover by K. Oubre (step out of bounds)
9:16.0,K. Walker makes 3-pt shot from 26 ft (assist by C. Zeller),3,61-56,,
9:04.0,,,61-56,,Turnover by J. Wall (step out of bounds)
8:50.0,N. Batum makes 3-pt shot from 24 ft (assist by K. Walker),3,64-56,,
8:50.0,,,64-56,,Washington full timeout
8:40.0,,,64-56,,Turnover by J. Wall (bad pass)
8:22.0,C. Zeller makes 2-pt shot from 4 ft (assist by N. Batum),2,66-56,,
8:01.0,,,66-56,,Shooting foul by C. Zeller (drawn by J. Wall)
8:01.0,,,66-57,1,J. Wall makes free throw 1 of 2
8:01.0,,,66-58,1,J. Wall makes free throw 2 of 2
7:48.0,Turnover by K. Walker (lost ball; steal by O. Porter),,66-58,,
7:41.0,,,66-58,,B. Beal misses 3-pt shot from 23 ft
7:40.0,,,66-58,,Offensive rebound by M. Gortat
7:39.0,,,66-60,2,M. Gortat makes 2-pt shot from 1 ft
7:24.0,Turnover by C. Zeller (lost ball; steal by M. Gortat),,66-60,,
7:16.0,,,66-60,,J. Wall misses 2-pt shot from 1 ft
7:16.0,Defensive rebound by K. Walker,,66-60,,
7:10.0,M. Kidd-Gilchrist misses 2-pt shot from 1 ft (block by O. Porter),,66-60,,
7:08.0,Offensive rebound by C. Zeller,,66-60,,
7:04.0,Shooting foul by O. Porter (drawn by M. Kidd-Gilchrist),,66-60,,
7:04.0,M. Kidd-Gilchrist misses free throw 1 of 2,,66-60,,
7:04.0,Offensive rebound by Team,,66-60,,
7:04.0,M. Kidd-Gilchrist makes free throw 2 of 2,1,67-60,,
6:41.0,,,67-60,,J. Wall misses 2-pt shot from 16 ft
6:38.0,,,67-60,,Offensive rebound by M. Gortat
6:31.0,,,67-63,3,K. Oubre makes 3-pt shot from 25 ft (assist by J. Wall)
6:16.0,Turnover by K. Walker (lost ball; steal by J. Wall),,67-63,,
6:12.0,,,67-65,2,J. Wall makes 2-pt shot from 1 ft (assist by K. Oubre)
6:12.0,Charlotte full timeout,,67-65,,
6:00.0,N. Batum misses 2-pt shot from 14 ft,,67-65,,
5:59.0,,,67-65,,Defensive rebound by M. Gortat
5:44.0,,,67-68,3,B. Beal makes 3-pt shot from 25 ft
5:32.0,Turnover by N. Batum (lost ball; steal by J. Wall),,67-68,,
5:25.0,,,67-70,2,K. Oubre makes 2-pt shot at rim (assist by J. Wall)
5:08.0,K. Walker makes 2-pt shot from 2 ft,2,69-70,,
4:57.0,,,69-73,3,B. Beal makes 3-pt shot from 24 ft (assist by M. Gortat)
4:41.0,K. Walker misses 3-pt shot from 26 ft (block by O. Porter),,69-73,,
4:40.0,,,69-73,,Defensive rebound by J. Wall
4:34.0,,,69-73,,Shooting foul by C. Zeller (drawn by J. Wall)
4:34.0,,,69-74,1,J. Wall makes free throw 1 of 2
4:34.0,,,69-75,1,J. Wall makes free throw 2 of 2
4:34.0,F. Kaminsky enters the game for M. Kidd-Gilchrist,,69-74,,
4:34.0,M. Belinelli enters the game for M. Williams,,69-74,,
4:24.0,Shooting foul by B. Beal (drawn by C. Zeller),,69-75,,
4:24.0,C. Zeller makes free throw 1 of 2,1,70-75,,
4:24.0,C. Zeller makes free throw 2 of 2,1,71-75,,
4:12.0,,,71-75,,J. Wall misses 3-pt shot from 25 ft
4:11.0,,,71-75,,Offensive rebound by M. Gortat
4:00.0,,,71-75,,J. Wall misses 2-pt shot from 6 ft
3:59.0,,,71-75,,Offensive rebound by O. Porter
3:54.0,,,71-75,,O. Porter misses 2-pt shot at rim
3:53.0,,,71-75,,Offensive rebound by M. Gortat
3:49.0,,,71-77,2,M. Gortat makes 2-pt shot at rim
3:31.0,Turnover by M. Belinelli (lost ball; steal by J. Wall),,71-77,,
3:26.0,,,71-79,2,O. Porter makes 2-pt shot at rim (assist by J. Wall)
3:26.0,Charlotte full timeout,,71-79,,
3:26.0,,,71-79,,J. Smith enters the game for O. Porter
3:10.0,,,71-79,,Personal foul by K. Oubre (drawn by C. Zeller)
2:53.0,K. Walker makes 3-pt shot from 25 ft (assist by M. Belinelli),3,74-79,,
2:39.0,,,74-81,2,J. Wall makes 2-pt shot from 3 ft (assist by B. Beal)
2:28.0,K. Walker misses 2-pt shot from 17 ft,,74-81,,
2:26.0,,,74-81,,Defensive rebound by Team
2:12.0,,,74-83,2,J. Smith makes 2-pt shot from 17 ft (assist by B. Beal)
2:00.0,,,74-83,,Personal foul by J. Wall (drawn by K. Walker)
2:00.0,R. Sessions enters the game for K. Walker,,74-83,,
2:00.0,,,74-83,,T. Burke enters the game for J. Wall
1:54.0,N. Batum misses 3-pt shot from 26 ft,,74-83,,
1:52.0,,,74-83,,Defensive rebound by B. Beal
1:42.0,,,74-83,,K. Oubre misses 3-pt shot from 23 ft
1:42.0,,,74-83,,Offensive rebound by M. Gortat
1:42.0,Loose ball foul by C. Zeller (drawn by M. Gortat),,74-83,,
1:42.0,R. Hibbert enters the game for C. Zeller,,74-83,,
1:25.0,,,74-85,2,B. Beal makes 2-pt shot from 17 ft
1:04.0,M. Belinelli makes 3-pt shot from 25 ft,3,77-85,,
0:50.0,,,77-87,2,K. Oubre makes 2-pt shot from 2 ft (assist by J. Smith)
0:50.0,,,77-87,,Shooting foul by R. Hibbert (drawn by K. Oubre)
0:50.0,,,77-87,,K. Oubre misses free throw 1 of 1
0:48.0,Defensive rebound by N. Batum,,77-87,,
0:31.0,R. Sessions misses 2-pt shot from 7 ft,,77-87,,
0:30.0,,,77-87,,Defensive rebound by M. Gortat
0:10.0,,,77-87,,B. Beal misses 3-pt shot from 25 ft
0:09.0,Defensive rebound by F. Kaminsky,,77-87,,
0:03.0,F. Kaminsky misses 2-pt shot from 18 ft,,77-87,,
0:01.0,Offensive rebound by R. Hibbert,,77-87,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,77-89,2,T. Burke makes 2-pt shot from 15 ft
11:25.0,M. Belinelli makes 3-pt shot from 26 ft (assist by F. Kaminsky),3,80-89,,
11:08.0,,,80-89,,Turnover by J. Smith (bad pass; steal by F. Kaminsky)
11:04.0,Turnover by F. Kaminsky (bad pass; steal by J. Smith),,80-89,,
10:58.0,,,80-89,,O. Porter misses 3-pt shot from 25 ft
10:58.0,Defensive rebound by R. Sessions,,80-89,,
10:44.0,Shooting foul by T. Burke (drawn by F. Kaminsky),,80-89,,
10:44.0,F. Kaminsky makes free throw 1 of 2,1,81-89,,
10:44.0,F. Kaminsky misses free throw 2 of 2,,81-89,,
10:41.0,,,81-89,,Defensive rebound by J. Smith
10:29.0,,,81-91,2,K. Oubre makes 2-pt shot from 5 ft (assist by O. Porter)
10:12.0,Turnover by M. Belinelli (bad pass; steal by J. Smith),,81-91,,
9:55.0,,,81-91,,M. Thornton misses 2-pt shot from 8 ft (block by R. Hibbert)
9:53.0,,,81-91,,Offensive rebound by J. Smith
9:52.0,,,81-91,,Turnover by J. Smith (bad pass; steal by R. Sessions)
9:51.0,Shooting foul by T. Burke (drawn by R. Sessions),,81-91,,
9:51.0,R. Sessions misses free throw 1 of 2,,81-91,,
9:51.0,Offensive rebound by Team,,81-91,,
9:51.0,R. Sessions makes free throw 2 of 2,1,82-91,,
9:36.0,Personal foul by M. Belinelli (drawn by O. Porter),,82-91,,
9:26.0,,,82-91,,T. Burke misses 3-pt shot from 26 ft
9:25.0,Defensive rebound by R. Hibbert,,82-91,,
9:12.0,J. Lamb misses 2-pt shot from 21 ft,,82-91,,
9:11.0,,,82-91,,Defensive rebound by M. Thornton
9:04.0,,,82-91,,Turnover by M. Thornton (bad pass)
8:48.0,M. Belinelli makes 3-pt shot from 25 ft (assist by R. Sessions),3,85-91,,
8:41.0,,,85-91,,Washington full timeout
8:41.0,K. Walker enters the game for R. Sessions,,85-91,,
8:41.0,,,85-91,,J. Wall enters the game for K. Oubre
8:26.0,,,85-93,2,J. Smith makes 2-pt shot from 17 ft (assist by J. Wall)
8:05.0,M. Belinelli makes 2-pt shot from 20 ft (assist by J. Lamb),2,87-93,,
7:49.0,,,87-93,,M. Thornton misses 2-pt shot from 18 ft
7:46.0,Defensive rebound by K. Walker,,87-93,,
7:33.0,F. Kaminsky makes 3-pt shot from 26 ft (assist by K. Walker),3,90-93,,
7:18.0,N. Batum enters the game for J. Lamb,,90-93,,
7:18.0,,,90-93,,M. Gortat enters the game for J. Smith
7:18.0,,,90-93,,B. Beal enters the game for M. Thornton
7:13.0,Jump ball: R. Hibbert vs. J. Wall (N. Batum gains possession),,,,Jump ball: R. Hibbert vs. J. Wall (N. Batum gains possession)
7:13.0,,,90-93,,Turnover by J. Wall (lost ball; steal by R. Hibbert)
7:06.0,M. Belinelli misses 3-pt shot from 25 ft,,90-93,,
7:04.0,,,90-93,,Defensive rebound by J. Wall
6:58.0,Personal foul by K. Walker (drawn by B. Beal),,90-93,,
6:56.0,,,90-93,,Turnover by J. Wall (bad pass; steal by N. Batum)
6:47.0,M. Belinelli misses 2-pt shot from 5 ft,,90-93,,
6:46.0,,,90-93,,Defensive rebound by J. Wall
6:35.0,,,90-95,2,B. Beal makes 2-pt shot from 17 ft
6:16.0,K. Walker makes 3-pt shot from 23 ft (assist by R. Hibbert),3,93-95,,
5:57.0,,,93-97,2,B. Beal makes 2-pt shot from 18 ft (assist by J. Wall)
5:45.0,K. Walker misses 3-pt shot from 25 ft,,93-97,,
5:43.0,,,93-97,,Defensive rebound by M. Gortat
5:28.0,,,93-97,,J. Wall misses 2-pt shot from 7 ft (block by F. Kaminsky)
5:27.0,,,93-97,,Offensive rebound by J. Wall
5:27.0,,,93-99,2,J. Wall makes 2-pt shot from 1 ft
5:27.0,,,93-99,,Technical foul by J. Wall
5:27.0,Charlotte full timeout,,93-99,,
5:27.0,N. Batum makes technical free throw,1,94-99,,
5:27.0,,,93-99,,K. Oubre enters the game for T. Burke
5:27.0,M. Williams enters the game for F. Kaminsky,,93-99,,
5:17.0,M. Kidd-Gilchrist enters the game for M. Belinelli,,94-99,,
5:06.0,Turnover by K. Walker (lost ball; steal by J. Wall),,94-99,,
5:06.0,Personal foul by R. Hibbert (drawn by J. Wall),,94-99,,
4:54.0,,,94-99,,J. Wall misses 2-pt shot from 12 ft
4:53.0,Defensive rebound by R. Hibbert,,94-99,,
4:39.0,M. Williams misses 2-pt shot from 4 ft (block by M. Gortat),,94-99,,
4:37.0,Offensive rebound by M. Williams,,94-99,,
4:37.0,C. Zeller enters the game for R. Hibbert,,94-99,,
4:32.0,N. Batum makes 2-pt shot from 19 ft (assist by M. Williams),2,96-99,,
4:12.0,,,96-101,2,M. Gortat makes 2-pt shot at rim (assist by B. Beal)
3:57.0,Turnover by C. Zeller (lost ball; steal by M. Gortat),,96-101,,
3:56.0,Personal foul by N. Batum (drawn by J. Wall),,96-101,,
3:50.0,,,96-101,,B. Beal misses 2-pt shot from 17 ft
3:50.0,Defensive rebound by Team,,96-101,,
3:50.0,,,96-101,,Loose ball foul by M. Gortat (drawn by M. Williams)
3:36.0,,,96-101,,Personal foul by B. Beal (drawn by M. Kidd-Gilchrist)
3:33.0,,,96-101,,Personal foul by K. Oubre (drawn by C. Zeller)
3:33.0,C. Zeller makes free throw 1 of 2,1,97-101,,
3:33.0,C. Zeller makes free throw 2 of 2,1,98-101,,
3:20.0,Personal foul by C. Zeller (drawn by B. Beal),,98-101,,
3:20.0,,,98-102,1,B. Beal makes free throw 1 of 2
3:20.0,,,98-102,,B. Beal misses free throw 2 of 2
3:19.0,Defensive rebound by M. Kidd-Gilchrist,,98-102,,
3:08.0,M. Williams misses 3-pt shot from 25 ft,,98-102,,
3:06.0,,,98-102,,Defensive rebound by K. Oubre
2:48.0,,,98-102,,J. Wall misses 2-pt shot from 17 ft
2:47.0,Defensive rebound by N. Batum,,98-102,,
2:34.0,N. Batum misses 3-pt shot from 29 ft,,98-102,,
2:34.0,Offensive rebound by Team,,98-102,,
2:34.0,,,98-102,,Loose ball foul by B. Beal (drawn by C. Zeller)
2:34.0,Official timeout,,98-102,,
2:34.0,C. Zeller makes free throw 1 of 2,1,99-102,,
2:34.0,C. Zeller misses free throw 2 of 2,,99-102,,
2:32.0,,,99-102,,Defensive rebound by O. Porter
2:09.0,,,99-102,,B. Beal misses 2-pt shot from 15 ft
2:08.0,Defensive rebound by N. Batum,,99-102,,
1:55.0,,,99-102,,Personal foul by M. Gortat (drawn by C. Zeller)
1:55.0,C. Zeller misses free throw 1 of 2,,99-102,,
1:55.0,Offensive rebound by Team,,99-102,,
1:55.0,C. Zeller makes free throw 2 of 2,1,100-102,,
1:40.0,,,100-102,,K. Oubre misses 2-pt shot from 3 ft (block by N. Batum)
1:38.0,Defensive rebound by M. Williams,,100-102,,
1:29.0,M. Williams misses 3-pt shot from 22 ft,,100-102,,
1:28.0,,,100-102,,Defensive rebound by B. Beal
1:10.0,,,100-104,2,J. Wall makes 2-pt shot from 20 ft
0:56.0,M. Kidd-Gilchrist misses 2-pt shot from 16 ft,,100-104,,
0:55.0,,,100-104,,Defensive rebound by J. Wall
0:36.0,,,100-106,2,J. Wall makes 2-pt shot from 1 ft
0:36.0,Charlotte full timeout,,100-106,,
0:36.0,M. Belinelli enters the game for M. Kidd-Gilchrist,,100-106,,
0:27.0,C. Zeller makes 2-pt shot at rim (assist by K. Walker),2,102-106,,
0:25.0,Personal foul by N. Batum (drawn by B. Beal),,102-106,,
0:25.0,,,102-107,1,B. Beal makes free throw 1 of 2
0:25.0,,,102-108,1,B. Beal makes free throw 2 of 2
0:25.0,,,102-107,,M. Thornton enters the game for M. Gortat
0:18.0,K. Walker makes 2-pt shot from 1 ft,2,104-108,,
0:15.0,,,104-108,,Turnover by J. Wall (lost ball; steal by N. Batum)
0:11.0,C. Zeller makes 2-pt shot from 1 ft,2,106-108,,
0:11.0,,,106-108,,Washington full timeout
0:11.0,M. Kidd-Gilchrist enters the game for M. Belinelli,,106-108,,
0:10.0,Personal take foul by K. Walker (drawn by J. Wall),,106-108,,
