time,San Antonio,pts.away,score,pts.home,Memphis
7:35.0,,,4-4,,M. Conley misses 3-pt shot from 24 ft
7:34.0,Defensive rebound by D. Dedmon,,4-4,,
7:21.0,L. Aldridge misses 2-pt shot from 8 ft,,4-4,,
7:18.0,,,4-4,,Defensive rebound by C. Parsons
7:11.0,,,4-4,,V. Carter enters the game for T. Allen
7:10.0,Jump ball: D. Dedmon vs. M. Gasol (C. Parsons gains possession),,,,Jump ball: D. Dedmon vs. M. Gasol (C. Parsons gains possession)
6:56.0,,,4-4,,C. Parsons misses 2-pt shot from 12 ft
6:54.0,Defensive rebound by D. Dedmon,,4-4,,
6:47.0,T. Parker makes 2-pt shot from 19 ft,2,6-4,,
6:31.0,,,6-4,,J. Green misses 3-pt shot from 24 ft
6:29.0,Defensive rebound by L. Aldridge,,6-4,,
6:17.0,T. Parker misses 2-pt shot from 3 ft,,6-4,,
6:15.0,,,6-4,,Defensive rebound by C. Parsons
6:10.0,,,6-6,2,M. Gasol makes 2-pt shot from 2 ft (assist by V. Carter)
6:10.0,San Antonio full timeout,,6-6,,
6:10.0,,,6-6,,Z. Randolph enters the game for J. Green
5:50.0,L. Aldridge misses 2-pt shot from 18 ft,,6-6,,
5:49.0,,,6-6,,Defensive rebound by C. Parsons
5:32.0,,,6-6,,V. Carter misses 3-pt shot from 25 ft
5:32.0,Defensive rebound by D. Dedmon,,6-6,,
5:20.0,T. Parker misses 2-pt shot from 15 ft,,6-6,,
5:19.0,,,6-6,,Defensive rebound by C. Parsons
5:10.0,,,6-6,,M. Gasol misses 3-pt shot from 25 ft
5:09.0,Defensive rebound by L. Aldridge,,6-6,,
4:56.0,T. Parker makes 2-pt shot from 2 ft,2,8-6,,
4:34.0,,,8-9,3,C. Parsons makes 3-pt shot from 24 ft (assist by M. Conley)
4:12.0,L. Aldridge makes 2-pt shot from 14 ft,2,10-9,,
3:56.0,,,10-9,,M. Gasol misses 2-pt shot from 13 ft
3:54.0,Defensive rebound by J. Simmons,,10-9,,
3:46.0,Turnover by D. Green (bad pass; steal by C. Parsons),,10-9,,
3:39.0,,,10-9,,C. Parsons misses 2-pt shot from 21 ft
3:36.0,Defensive rebound by T. Parker,,10-9,,
3:17.0,L. Aldridge misses 3-pt shot from 24 ft,,10-9,,
3:17.0,,,10-9,,Defensive rebound by M. Gasol
3:09.0,,,10-11,2,Z. Randolph makes 2-pt shot from 3 ft (assist by M. Conley)
2:53.0,T. Parker misses 2-pt shot from 16 ft,,10-11,,
2:52.0,,,10-11,,Defensive rebound by V. Carter
2:44.0,,,10-11,,Turnover by V. Carter (bad pass; steal by J. Simmons)
2:35.0,J. Simmons misses 3-pt shot from 24 ft,,10-11,,
2:33.0,,,10-11,,Defensive rebound by Z. Randolph
2:28.0,,,10-11,,Memphis full timeout
2:28.0,,,10-11,,J. Ennis enters the game for C. Parsons
2:28.0,,,10-11,,T. Douglas enters the game for M. Gasol
2:28.0,,,10-11,,J. Green enters the game for M. Conley
2:28.0,M. Ginobili enters the game for D. Dedmon,,10-11,,
2:28.0,P. Mills enters the game for D. Green,,10-11,,
2:28.0,D. Lee enters the game for T. Parker,,10-11,,
2:13.0,,,10-11,,V. Carter misses 2-pt shot at rim (block by L. Aldridge)
2:08.0,Defensive rebound by D. Lee,,10-11,,
2:04.0,Turnover by M. Ginobili (bad pass),,10-11,,
1:47.0,,,10-11,,Z. Randolph misses 2-pt shot from 5 ft
1:46.0,,,10-11,,Offensive rebound by J. Ennis
1:31.0,,,10-13,2,Z. Randolph makes 2-pt shot from 2 ft (assist by J. Green)
1:09.0,D. Lee makes 2-pt shot from 3 ft (assist by M. Ginobili),2,12-13,,
0:58.0,,,12-15,2,J. Green makes 2-pt shot at rim (assist by J. Ennis)
0:47.0,M. Ginobili makes 2-pt shot from 1 ft,2,14-15,,
0:32.0,,,14-17,2,J. Green makes 2-pt shot at rim (assist by J. Ennis)
0:09.0,M. Ginobili misses 3-pt shot from 23 ft,,14-17,,
0:08.0,,,14-17,,Defensive rebound by V. Carter
0:03.0,,,14-17,,V. Carter misses 3-pt shot from 26 ft
0:00.0,,,14-17,,Offensive rebound by J. Ennis
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:51.0,,,14-17,,Offensive foul by J. Green
11:51.0,,,14-17,,Turnover by J. Green (offensive foul)
11:37.0,M. Ginobili misses 2-pt shot from 13 ft,,14-17,,
11:35.0,,,14-17,,Defensive rebound by Z. Randolph
11:15.0,,,14-17,,Z. Randolph misses 2-pt shot from 8 ft
11:13.0,,,14-17,,Offensive rebound by J. Ennis
11:13.0,,,14-17,,J. Ennis misses 2-pt shot from 2 ft
11:10.0,Defensive rebound by D. Lee,,14-17,,
11:06.0,K. Anderson makes 2-pt shot from 2 ft (assist by P. Mills),2,16-17,,
10:53.0,,,16-19,2,J. Ennis makes 2-pt shot from 22 ft (assist by T. Douglas)
10:42.0,D. Lee makes 2-pt shot from 1 ft (assist by P. Mills),2,18-19,,
10:42.0,Shooting foul by Z. Randolph (drawn by D. Lee),,18-19,,
10:42.0,D. Lee misses free throw 1 of 1,,18-19,,
10:41.0,,,18-19,,Defensive rebound by J. Green
10:29.0,,,18-19,,Turnover by Z. Randolph (bad pass; steal by P. Mills)
10:27.0,Turnover by P. Mills (lost ball),,18-19,,
10:12.0,,,18-19,,Turnover by J. Green (bad pass; steal by D. Lee)
9:58.0,K. Anderson makes 2-pt shot from 2 ft,2,20-19,,
9:42.0,Personal foul by P. Mills,,20-19,,
9:34.0,,,20-21,2,V. Carter makes 2-pt shot from 1 ft
9:17.0,D. Lee makes 2-pt shot from 5 ft,2,22-21,,
8:57.0,,,22-21,,T. Douglas misses 3-pt shot from 24 ft
8:55.0,Defensive rebound by K. Anderson,,22-21,,
8:42.0,M. Ginobili makes 2-pt shot from 3 ft,2,24-21,,
8:42.0,,,24-21,,Memphis full timeout
8:42.0,,,24-21,,M. Conley enters the game for J. Ennis
8:26.0,,,24-21,,M. Conley misses 2-pt shot from 10 ft
8:24.0,,,24-21,,Offensive rebound by Z. Randolph
8:21.0,,,24-21,,Z. Randolph misses 2-pt shot from 5 ft
8:18.0,Defensive rebound by D. Bertans,,24-21,,
7:59.0,M. Ginobili makes 2-pt shot from 18 ft,2,26-21,,
7:39.0,,,26-21,,Turnover by J. Green (traveling)
7:39.0,,,26-21,,M. Gasol enters the game for Z. Randolph
7:39.0,,,26-21,,B. Wright enters the game for J. Green
7:20.0,Turnover by K. Anderson (step out of bounds),,26-21,,
7:20.0,L. Aldridge enters the game for D. Lee,,26-21,,
7:20.0,,,26-21,,C. Parsons enters the game for V. Carter
7:09.0,,,26-23,2,M. Gasol makes 2-pt shot from 16 ft (assist by M. Conley)
6:58.0,,,26-23,,Personal foul by T. Douglas
6:58.0,T. Parker enters the game for P. Mills,,26-23,,
6:58.0,D. Green enters the game for M. Ginobili,,26-23,,
6:42.0,L. Aldridge misses 2-pt shot from 15 ft,,26-23,,
6:41.0,,,26-23,,Defensive rebound by T. Douglas
6:33.0,,,26-23,,C. Parsons misses 3-pt shot from 23 ft
6:33.0,,,26-23,,Offensive rebound by B. Wright
6:33.0,Loose ball foul by D. Bertans (drawn by B. Wright),,26-23,,
6:20.0,,,26-26,3,M. Conley makes 3-pt shot from 25 ft (assist by M. Gasol)
6:19.0,San Antonio full timeout,,26-26,,
6:02.0,Shooting foul by T. Douglas (drawn by L. Aldridge),,26-26,,
6:02.0,L. Aldridge misses free throw 1 of 2,,26-26,,
6:02.0,Offensive rebound by Team,,26-26,,
6:02.0,L. Aldridge makes free throw 2 of 2,1,27-26,,
6:02.0,D. Dedmon enters the game for K. Anderson,,26-26,,
6:02.0,J. Simmons enters the game for D. Bertans,,26-26,,
5:44.0,,,27-28,2,M. Gasol makes 2-pt shot from 11 ft
5:27.0,D. Green misses 2-pt shot from 5 ft,,27-28,,
5:27.0,,,27-28,,Defensive rebound by Team
5:27.0,,,27-28,,T. Allen enters the game for T. Douglas
5:27.0,Loose ball foul by L. Aldridge (drawn by M. Conley),,27-28,,
5:11.0,,,27-28,,M. Conley misses 2-pt shot from 19 ft
5:09.0,,,27-28,,Offensive rebound by M. Gasol
4:54.0,,,27-28,,C. Parsons misses 2-pt shot from 2 ft
4:52.0,Defensive rebound by D. Dedmon,,27-28,,
4:42.0,Turnover by L. Aldridge (bad pass; steal by T. Allen),,27-28,,
4:35.0,,,27-28,,Shooting foul by L. Aldridge (drawn by B. Wright)
4:35.0,,,27-29,1,B. Wright makes free throw 1 of 2
4:35.0,,,27-29,,B. Wright misses free throw 2 of 2
4:34.0,Defensive rebound by D. Dedmon,,27-29,,
4:14.0,J. Simmons misses 2-pt shot from 2 ft,,27-29,,
4:11.0,Offensive rebound by L. Aldridge,,27-29,,
4:08.0,Turnover by L. Aldridge (back court),,27-29,,
3:58.0,Personal foul by D. Green (drawn by M. Conley),,27-29,,
3:58.0,,,27-30,1,M. Conley makes free throw 1 of 2
3:58.0,,,27-31,1,M. Conley makes free throw 2 of 2
3:40.0,L. Aldridge makes 2-pt shot from 17 ft (assist by D. Green),2,29-31,,
3:23.0,,,29-33,2,B. Wright makes 2-pt shot at rim (assist by M. Conley)
3:09.0,Turnover by J. Simmons (illegal screen),,29-33,,
2:48.0,,,29-35,2,B. Wright makes 2-pt shot at rim (assist by M. Conley)
2:48.0,San Antonio full timeout,,29-35,,
2:48.0,San Antonio full timeout,,29-35,,
2:48.0,M. Ginobili enters the game for J. Simmons,,29-35,,
2:34.0,Shooting foul by B. Wright (drawn by L. Aldridge),,29-35,,
2:34.0,L. Aldridge makes free throw 1 of 2,1,30-35,,
2:34.0,L. Aldridge makes free throw 2 of 2,1,31-35,,
2:24.0,,,31-35,,M. Conley misses 2-pt shot from 10 ft
2:22.0,Defensive rebound by L. Aldridge,,31-35,,
2:17.0,D. Green makes 3-pt shot from 24 ft (assist by M. Ginobili),3,34-35,,
2:00.0,Personal foul by M. Ginobili (drawn by M. Gasol),,34-35,,
2:00.0,,,34-36,1,M. Gasol makes free throw 1 of 2
2:00.0,,,34-37,1,M. Gasol makes free throw 2 of 2
1:38.0,D. Green makes 2-pt shot from 6 ft,2,36-37,,
1:23.0,,,36-37,,M. Gasol misses 2-pt shot from 9 ft
1:20.0,,,36-37,,Offensive rebound by T. Allen
1:20.0,,,36-37,,T. Allen misses 2-pt shot from 3 ft
1:16.0,Defensive rebound by D. Green,,36-37,,
1:08.0,L. Aldridge makes 2-pt shot from 3 ft,2,38-37,,
1:08.0,,,38-37,,Memphis full timeout
1:08.0,,,38-37,,Z. Randolph enters the game for T. Allen
1:08.0,,,38-37,,T. Douglas enters the game for B. Wright
0:49.0,,,38-37,,M. Gasol misses 2-pt shot from 7 ft
0:48.0,,,38-37,,Offensive rebound by Z. Randolph
0:48.0,,,38-39,2,Z. Randolph makes 2-pt shot from 2 ft
0:48.0,,,38-39,,Shooting foul by L. Aldridge (drawn by Z. Randolph)
0:48.0,,,38-40,1,Z. Randolph makes free throw 1 of 1
0:48.0,D. Lee enters the game for L. Aldridge,,38-39,,
0:35.0,D. Lee makes 2-pt shot from 11 ft,2,40-40,,
0:31.0,,,40-40,,M. Gasol misses 3-pt shot from 25 ft
0:30.0,Defensive rebound by D. Dedmon,,40-40,,
0:09.0,D. Green misses 2-pt shot from 17 ft,,40-40,,
0:07.0,,,40-40,,Defensive rebound by M. Gasol
0:00.0,,,40-40,,T. Douglas misses 2-pt shot from 22 ft
0:00.0,,,40-40,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,40-40,,T. Allen misses 2-pt shot from 3 ft (block by D. Green)
11:44.0,Defensive rebound by D. Green,,40-40,,
11:32.0,L. Aldridge misses 2-pt shot from 20 ft,,40-40,,
11:31.0,,,40-40,,Defensive rebound by C. Parsons
11:20.0,,,40-40,,C. Parsons misses 2-pt shot from 2 ft (block by L. Aldridge)
11:19.0,Defensive rebound by L. Aldridge,,40-40,,
11:10.0,D. Dedmon misses 2-pt shot from 22 ft,,40-40,,
11:10.0,,,40-40,,Defensive rebound by T. Allen
10:47.0,,,40-40,,M. Conley misses 2-pt shot from 2 ft
10:45.0,Defensive rebound by D. Dedmon,,40-40,,
10:40.0,D. Green makes 2-pt shot from 12 ft,2,42-40,,
10:17.0,,,42-40,,Shooting foul by J. Simmons (drawn by T. Allen)
10:17.0,,,42-40,,T. Allen misses free throw 1 of 2
10:17.0,,,42-40,,Offensive rebound by Team
10:17.0,,,42-41,1,T. Allen makes free throw 2 of 2
9:54.0,J. Simmons misses 3-pt shot from 25 ft,,42-41,,
9:53.0,,,42-41,,Defensive rebound by J. Green
9:50.0,,,42-41,,Turnover by C. Parsons (lost ball)
9:29.0,D. Dedmon makes 2-pt shot from 3 ft (assist by T. Parker),2,44-41,,
9:15.0,,,44-43,2,M. Conley makes 2-pt shot from 17 ft
8:54.0,Turnover by D. Green (bad pass; steal by J. Green),,44-43,,
8:47.0,,,44-45,2,T. Allen makes 2-pt shot from 2 ft (assist by J. Green)
8:47.0,San Antonio full timeout,,44-45,,
8:31.0,L. Aldridge makes 2-pt shot from 4 ft,2,46-45,,
8:31.0,Shooting foul by J. Green (drawn by L. Aldridge),,46-45,,
8:31.0,L. Aldridge makes free throw 1 of 1,1,47-45,,
8:13.0,,,47-45,,M. Gasol misses 2-pt shot from 12 ft
8:12.0,Defensive rebound by D. Green,,47-45,,
7:55.0,L. Aldridge misses 2-pt shot from 10 ft,,47-45,,
7:53.0,,,47-45,,Defensive rebound by T. Allen
7:45.0,,,47-47,2,T. Allen makes 2-pt shot from 3 ft
7:24.0,J. Simmons misses 2-pt shot from 3 ft (block by M. Conley),,47-47,,
7:22.0,,,47-47,,Defensive rebound by M. Conley
7:20.0,,,47-47,,C. Parsons misses 2-pt shot from 1 ft (block by D. Green)
7:20.0,,,47-47,,Offensive rebound by J. Green
7:20.0,,,47-47,,Shooting foul by J. Simmons (drawn by J. Green)
7:20.0,,,47-48,1,J. Green makes free throw 1 of 2
7:20.0,,,47-49,1,J. Green makes free throw 2 of 2
7:20.0,M. Ginobili enters the game for J. Simmons,,47-48,,
6:59.0,Shooting foul by J. Green (drawn by L. Aldridge),,47-49,,
6:59.0,L. Aldridge misses free throw 1 of 2,,47-49,,
6:59.0,Offensive rebound by Team,,47-49,,
6:59.0,L. Aldridge makes free throw 2 of 2,1,48-49,,
6:41.0,,,48-51,2,T. Allen makes 2-pt shot from 1 ft (assist by M. Conley)
6:17.0,L. Aldridge misses 2-pt shot from 10 ft,,48-51,,
6:14.0,,,48-51,,Defensive rebound by T. Allen
6:04.0,,,48-51,,Shooting foul by D. Dedmon (drawn by M. Gasol)
6:04.0,,,48-52,1,M. Gasol makes free throw 1 of 2
6:04.0,,,48-53,1,M. Gasol makes free throw 2 of 2
6:04.0,D. Lee enters the game for D. Dedmon,,48-52,,
6:04.0,,,48-52,,V. Carter enters the game for C. Parsons
5:42.0,M. Ginobili misses 3-pt shot from 25 ft,,48-53,,
5:39.0,,,48-53,,Defensive rebound by M. Conley
5:35.0,,,48-56,3,V. Carter makes 3-pt shot from 25 ft (assist by M. Conley)
5:16.0,D. Lee makes 2-pt shot from 10 ft,2,50-56,,
5:03.0,,,50-56,,V. Carter misses 3-pt shot from 23 ft
5:01.0,Defensive rebound by T. Parker,,50-56,,
4:55.0,D. Green misses 3-pt shot from 24 ft,,50-56,,
4:51.0,Offensive rebound by L. Aldridge,,50-56,,
4:50.0,Turnover by L. Aldridge (lost ball; steal by T. Allen),,50-56,,
4:44.0,,,50-58,2,T. Allen makes 2-pt shot from 3 ft
4:44.0,San Antonio full timeout,,50-58,,
4:44.0,P. Mills enters the game for T. Parker,,50-58,,
4:44.0,,,50-58,,Z. Randolph enters the game for J. Green
4:44.0,,,50-58,,T. Douglas enters the game for M. Conley
4:29.0,Turnover by P. Mills (lost ball; steal by T. Douglas),,50-58,,
4:10.0,,,50-58,,Turnover by V. Carter (bad pass; steal by M. Ginobili)
4:04.0,D. Green makes 3-pt shot from 25 ft (assist by P. Mills),3,53-58,,
3:41.0,,,53-58,,Shooting foul by L. Aldridge (drawn by M. Gasol)
3:41.0,,,53-59,1,M. Gasol makes free throw 1 of 2
3:41.0,,,53-60,1,M. Gasol makes free throw 2 of 2
3:41.0,,,53-59,,J. Ennis enters the game for T. Allen
3:41.0,D. Dedmon enters the game for L. Aldridge,,53-59,,
3:41.0,K. Anderson enters the game for D. Green,,53-59,,
3:23.0,D. Lee makes 2-pt shot from 1 ft (assist by M. Ginobili),2,55-60,,
3:09.0,Personal foul by D. Lee (drawn by Z. Randolph),,55-60,,
3:09.0,,,55-61,1,Z. Randolph makes free throw 1 of 2
3:09.0,,,55-62,1,Z. Randolph makes free throw 2 of 2
2:59.0,,,55-62,,Personal foul by J. Ennis (drawn by M. Ginobili)
2:59.0,,,55-62,,Memphis full timeout
2:46.0,M. Ginobili makes 3-pt shot from 25 ft,3,58-62,,
2:24.0,,,58-62,,V. Carter misses 2-pt shot from 3 ft (block by D. Lee)
2:23.0,,,58-62,,Offensive rebound by M. Gasol
2:20.0,,,58-62,,Turnover by M. Gasol (lost ball; steal by K. Anderson)
2:15.0,M. Ginobili makes 3-pt shot from 25 ft,3,61-62,,
1:51.0,,,61-62,,V. Carter misses 3-pt shot from 24 ft
1:50.0,Defensive rebound by D. Dedmon,,61-62,,
1:50.0,,,61-62,,Personal foul by Z. Randolph (drawn by D. Dedmon)
1:50.0,,,61-62,,B. Wright enters the game for M. Gasol
1:38.0,K. Anderson misses 2-pt shot from 4 ft,,61-62,,
1:36.0,Offensive rebound by K. Anderson,,61-62,,
1:33.0,M. Ginobili misses 3-pt shot from 25 ft,,61-62,,
1:32.0,,,61-62,,Defensive rebound by J. Ennis
1:32.0,Loose ball foul by D. Lee (drawn by J. Ennis),,61-62,,
1:32.0,,,61-63,1,J. Ennis makes free throw 1 of 2
1:32.0,,,61-64,1,J. Ennis makes free throw 2 of 2
1:21.0,P. Mills misses 2-pt shot from 7 ft,,61-64,,
1:20.0,Offensive rebound by D. Lee,,61-64,,
1:20.0,Shooting foul by B. Wright (drawn by D. Lee),,61-64,,
1:20.0,D. Lee misses free throw 1 of 2,,61-64,,
1:20.0,Offensive rebound by Team,,61-64,,
1:20.0,D. Lee makes free throw 2 of 2,1,62-64,,
1:07.0,,,62-66,2,Z. Randolph makes 2-pt shot from 15 ft
0:48.0,,,62-66,,Personal foul by Z. Randolph (drawn by D. Lee)
0:48.0,D. Lee makes free throw 1 of 2,1,63-66,,
0:48.0,D. Lee misses free throw 2 of 2,,63-66,,
0:48.0,D. Green enters the game for M. Ginobili,,63-66,,
0:47.0,,,63-66,,Defensive rebound by J. Ennis
0:33.0,,,63-66,,Z. Randolph misses 2-pt shot from 2 ft
0:31.0,Defensive rebound by D. Dedmon,,63-66,,
0:09.0,K. Anderson makes 2-pt shot from 18 ft,2,65-66,,
0:03.0,,,65-69,3,T. Douglas makes 3-pt shot from 24 ft
0:00.0,D. Green misses 3-pt shot from 26 ft (block by V. Carter),,65-69,,
0:00.0,Offensive rebound by Team,,65-69,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,P. Mills misses 3-pt shot from 24 ft,,65-69,,
11:41.0,,,65-69,,Defensive rebound by B. Wright
11:25.0,,,65-71,2,V. Carter makes 2-pt shot from 5 ft
11:25.0,,,65-71,,Shooting foul by D. Dedmon (drawn by V. Carter)
11:25.0,,,65-71,,V. Carter misses free throw 1 of 1
11:22.0,Defensive rebound by D. Dedmon,,65-71,,
11:15.0,P. Mills misses 2-pt shot from 22 ft,,65-71,,
11:14.0,,,65-71,,Defensive rebound by Team
11:00.0,,,65-71,,Turnover by M. Conley (bad pass; steal by D. Bertans)
10:51.0,D. Bertans misses 2-pt shot from 3 ft (block by B. Wright),,65-71,,
10:51.0,Offensive rebound by Team,,65-71,,
10:49.0,D. Bertans misses 2-pt shot from 18 ft,,65-71,,
10:48.0,,,65-71,,Defensive rebound by V. Carter
10:37.0,,,65-73,2,B. Wright makes 2-pt shot from 5 ft (assist by M. Conley)
10:21.0,D. Dedmon misses 2-pt shot from 3 ft (block by B. Wright),,65-73,,
10:20.0,Offensive rebound by Team,,65-73,,
10:20.0,Jump ball: D. Dedmon vs. B. Wright (D. Bertans gains possession),,,,Jump ball: D. Dedmon vs. B. Wright (D. Bertans gains possession)
10:07.0,K. Anderson misses 2-pt shot from 21 ft,,65-73,,
10:07.0,Offensive rebound by Team,,65-73,,
10:07.0,Turnover by Team (shot clock),,65-73,,
10:07.0,L. Aldridge enters the game for D. Dedmon,,65-73,,
9:58.0,Personal foul by L. Aldridge (drawn by M. Conley),,65-73,,
9:46.0,,,65-73,,Z. Randolph misses 2-pt shot from 2 ft (block by D. Bertans)
9:44.0,Defensive rebound by D. Green,,65-73,,
9:40.0,P. Mills misses 2-pt shot from 20 ft,,65-73,,
9:37.0,,,65-73,,Defensive rebound by V. Carter
9:22.0,,,65-73,,M. Conley misses 2-pt shot from 19 ft
9:20.0,,,65-73,,Offensive rebound by V. Carter
9:08.0,,,65-73,,Z. Randolph misses 2-pt shot from 2 ft
9:08.0,Defensive rebound by Team,,65-73,,
8:58.0,,,65-73,,Personal foul by B. Wright (drawn by L. Aldridge)
8:58.0,San Antonio full timeout,,65-73,,
8:58.0,T. Parker enters the game for P. Mills,,65-73,,
8:49.0,L. Aldridge misses 2-pt shot from 2 ft (block by B. Wright),,65-73,,
8:47.0,Offensive rebound by L. Aldridge,,65-73,,
8:47.0,L. Aldridge misses 2-pt shot from 2 ft,,65-73,,
8:46.0,Offensive rebound by D. Green,,65-73,,
8:46.0,D. Green makes 2-pt shot from 2 ft,2,67-73,,
8:28.0,,,67-75,2,Z. Randolph makes 2-pt shot from 2 ft
8:16.0,D. Bertans misses 3-pt shot from 25 ft,,67-75,,
8:15.0,Offensive rebound by L. Aldridge,,67-75,,
8:11.0,L. Aldridge misses 2-pt shot from 3 ft (block by V. Carter),,67-75,,
8:10.0,Offensive rebound by L. Aldridge,,67-75,,
8:10.0,K. Anderson misses 2-pt shot from 2 ft (block by V. Carter),,67-75,,
8:10.0,Offensive rebound by Team,,67-75,,
8:10.0,,,67-75,,M. Gasol enters the game for B. Wright
8:02.0,D. Bertans misses 3-pt shot from 24 ft,,67-75,,
8:01.0,Offensive rebound by Team,,67-75,,
8:01.0,,,67-75,,Loose ball foul by M. Gasol (drawn by L. Aldridge)
7:56.0,Shooting foul by V. Carter (drawn by K. Anderson),,67-75,,
7:56.0,K. Anderson misses free throw 1 of 2,,67-75,,
7:56.0,Offensive rebound by Team,,67-75,,
7:56.0,K. Anderson makes free throw 2 of 2,1,68-75,,
7:43.0,,,68-75,,Shooting foul by D. Bertans (drawn by M. Gasol)
7:43.0,,,68-75,,M. Gasol misses free throw 1 of 2
7:43.0,,,68-75,,Offensive rebound by Team
7:43.0,,,68-76,1,M. Gasol makes free throw 2 of 2
7:25.0,K. Anderson makes 2-pt shot from 21 ft (assist by T. Parker),2,70-76,,
7:04.0,,,70-76,,Turnover by M. Conley (bad pass; steal by T. Parker)
6:56.0,L. Aldridge misses 2-pt shot from 1 ft (block by V. Carter),,70-76,,
6:53.0,,,70-76,,Defensive rebound by M. Gasol
6:39.0,,,70-78,2,Z. Randolph makes 2-pt shot from 2 ft (assist by V. Carter)
6:22.0,L. Aldridge misses 2-pt shot from 18 ft,,70-78,,
6:21.0,,,70-78,,Defensive rebound by V. Carter
6:12.0,,,70-78,,M. Conley misses 2-pt shot from 21 ft
6:10.0,,,70-78,,Offensive rebound by Z. Randolph
6:07.0,,,70-78,,Z. Randolph misses 2-pt shot from 2 ft
6:05.0,Defensive rebound by K. Anderson,,70-78,,
5:52.0,L. Aldridge misses 2-pt shot from 4 ft (block by M. Gasol),,70-78,,
5:52.0,Offensive rebound by K. Anderson,,70-78,,
5:52.0,Shooting foul by V. Carter (drawn by K. Anderson),,70-78,,
5:52.0,,,70-78,,Memphis full timeout
5:52.0,K. Anderson misses free throw 1 of 2,,70-78,,
5:52.0,Offensive rebound by Team,,70-78,,
5:52.0,K. Anderson misses free throw 2 of 2,,70-78,,
5:52.0,,,70-78,,T. Allen enters the game for V. Carter
5:52.0,,,70-78,,J. Green enters the game for Z. Randolph
5:52.0,D. Lee enters the game for D. Bertans,,70-78,,
5:51.0,,,70-78,,Defensive rebound by T. Allen
5:27.0,,,70-80,2,J. Ennis makes 2-pt shot from 3 ft (assist by T. Allen)
5:11.0,L. Aldridge misses 2-pt shot from 17 ft,,70-80,,
5:10.0,,,70-80,,Defensive rebound by T. Allen
4:56.0,,,70-80,,Shooting foul by D. Lee (drawn by M. Conley)
4:56.0,,,70-82,2,M. Conley makes 2-pt shot from 2 ft
4:56.0,,,70-83,1,M. Conley makes free throw 1 of 1
4:48.0,Shooting foul by M. Gasol (drawn by T. Parker),,70-83,,
4:48.0,T. Parker makes free throw 1 of 2,1,71-83,,
4:48.0,T. Parker makes free throw 2 of 2,1,72-83,,
4:48.0,J. Simmons enters the game for D. Green,,71-83,,
4:42.0,,,72-83,,Offensive foul by M. Gasol
4:42.0,,,72-83,,Turnover by M. Gasol (offensive foul)
4:32.0,T. Parker misses 2-pt shot from 8 ft,,72-83,,
4:26.0,,,72-83,,Defensive rebound by M. Gasol
4:24.0,,,72-83,,Turnover by J. Ennis (lost ball; steal by J. Simmons)
4:17.0,Offensive charge foul by T. Parker,,72-83,,
4:17.0,Turnover by T. Parker (offensive foul),,72-83,,
4:17.0,,,72-83,,Z. Randolph enters the game for J. Green
