time,Milwaukee,pts.away,score,pts.home,Detroit
3:24.0,,,79-91,,A. Baynes enters the game for A. Drummond
3:12.0,,,79-91,,Shooting foul by J. Henson (drawn by A. Baynes)
3:12.0,,,79-92,1,A. Baynes makes free throw 1 of 2
3:12.0,,,79-93,1,A. Baynes makes free throw 2 of 2
3:01.0,J. Parker misses 2-pt shot from 17 ft,,79-93,,
3:01.0,,,79-93,,Defensive rebound by I. Smith
2:52.0,,,79-93,,Offensive foul by A. Baynes
2:52.0,,,79-93,,Turnover by A. Baynes (offensive foul)
2:43.0,M. Dellavedova misses 3-pt shot from 26 ft,,79-93,,
2:42.0,Offensive rebound by J. Henson,,79-93,,
2:30.0,J. Henson misses 2-pt shot from 1 ft,,79-93,,
2:29.0,,,79-93,,Defensive rebound by T. Harris
2:12.0,,,79-95,2,I. Smith makes 2-pt shot from 10 ft
2:00.0,J. Parker makes 2-pt shot from 1 ft (assist by G. Antetokounmpo),2,81-95,,
1:45.0,,,81-95,,I. Smith misses 2-pt shot from 13 ft
1:45.0,Defensive rebound by T. Snell,,81-95,,
1:35.0,J. Henson misses 2-pt shot from 1 ft,,81-95,,
1:35.0,,,81-95,,Defensive rebound by A. Baynes
1:35.0,Personal foul by J. Parker (drawn by A. Baynes),,81-95,,
1:35.0,,,81-96,1,A. Baynes makes free throw 1 of 2
1:35.0,,,81-96,,A. Baynes misses free throw 2 of 2
1:35.0,T. Maker enters the game for J. Henson,,81-96,,
1:35.0,M. Brogdon enters the game for M. Dellavedova,,81-96,,
1:35.0,,,81-96,,S. Johnson enters the game for T. Harris
1:34.0,Defensive rebound by T. Maker,,81-96,,
1:22.0,M. Brogdon makes 2-pt shot from 13 ft (assist by G. Antetokounmpo),2,83-96,,
1:21.0,Personal foul by T. Snell (drawn by K. Caldwell-Pope),,83-96,,
1:21.0,,,83-97,1,K. Caldwell-Pope makes free throw 1 of 2
1:21.0,,,83-98,1,K. Caldwell-Pope makes free throw 2 of 2
1:06.0,G. Antetokounmpo misses 2-pt shot from 6 ft,,83-98,,
1:06.0,,,83-98,,Defensive rebound by A. Baynes
0:43.0,,,83-98,,I. Smith misses 2-pt shot from 22 ft
0:42.0,Defensive rebound by T. Snell,,83-98,,
0:35.0,J. Parker misses 3-pt shot from 26 ft,,83-98,,
0:34.0,,,83-98,,Defensive rebound by M. Morris
0:10.0,,,83-98,,I. Smith misses 3-pt shot from 28 ft
0:09.0,,,83-98,,Offensive rebound by Team
0:09.0,,,83-98,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
