time,Houston,pts.away,score,pts.home,Phoenix
7:37.0,,,40-32,,R. Price misses 2-pt shot from 2 ft (block by E. Gordon)
7:36.0,,,40-32,,Offensive rebound by T. Ulis
7:33.0,,,40-32,,J. Dudley misses 3-pt shot from 25 ft
7:33.0,,,40-32,,Offensive rebound by J. Dudley
7:27.0,,,40-35,3,T. Ulis makes 3-pt shot from 27 ft (assist by J. Dudley)
7:12.0,E. Gordon makes 2-pt shot from 2 ft (assist by P. Beverley),2,42-35,,
7:03.0,,,42-35,,A. Williams misses 2-pt shot from 1 ft (block by E. Gordon)
7:01.0,Defensive rebound by S. Dekker,,42-35,,
7:00.0,,,42-35,,Personal take foul by J. Dudley (drawn by S. Dekker)
7:00.0,Official timeout,,42-35,,
7:00.0,,,42-35,,D. Booker enters the game for R. Price
7:00.0,,,42-35,,A. Len enters the game for A. Williams
7:00.0,K. Wiltjer enters the game for T. Williams,,42-35,,
6:47.0,P. Beverley makes 3-pt shot from 28 ft,3,45-35,,
6:31.0,,,45-37,2,T. Ulis makes 2-pt shot from 17 ft
6:16.0,C. Capela makes 2-pt shot at rim (assist by P. Beverley),2,47-37,,
6:02.0,,,47-39,2,T. Ulis makes 2-pt shot from 19 ft
5:52.0,Turnover by P. Beverley (bad pass; steal by J. Dudley),,47-39,,
5:45.0,,,47-42,3,J. Dudley makes 3-pt shot from 25 ft (assist by T. Ulis)
5:32.0,E. Gordon misses 3-pt shot from 25 ft,,47-42,,
5:32.0,,,47-42,,Defensive rebound by J. Dudley
5:21.0,,,47-45,3,J. Dudley makes 3-pt shot from 25 ft (assist by D. Booker)
5:05.0,E. Gordon misses 2-pt shot from 1 ft,,47-45,,
5:05.0,,,47-45,,Defensive rebound by A. Len
4:59.0,,,47-47,2,T. Ulis makes 2-pt shot from 1 ft
4:59.0,,,47-47,,Shooting foul by E. Gordon (drawn by T. Ulis)
4:59.0,,,47-47,,Phoenix full timeout
4:59.0,,,47-48,1,T. Ulis makes free throw 1 of 1
4:59.0,T. Williams enters the game for S. Dekker,,47-47,,
4:59.0,N. Hilario enters the game for C. Capela,,47-47,,
4:46.0,K. Wiltjer misses 3-pt shot from 25 ft,,47-48,,
4:46.0,,,47-48,,Defensive rebound by J. Dudley
4:39.0,,,47-48,,J. Dudley misses 3-pt shot from 28 ft
4:38.0,Defensive rebound by T. Williams,,47-48,,
4:28.0,T. Williams makes 3-pt shot from 27 ft (assist by E. Gordon),3,50-48,,
4:13.0,,,50-48,,D. Booker misses 3-pt shot from 26 ft
4:12.0,Defensive rebound by N. Hilario,,50-48,,
3:57.0,Turnover by K. Wiltjer (traveling),,50-48,,
3:35.0,,,50-48,,T. Ulis misses 3-pt shot from 30 ft
3:35.0,Defensive rebound by Team,,50-48,,
3:26.0,E. Gordon misses 3-pt shot from 25 ft,,50-48,,
3:24.0,,,50-48,,Defensive rebound by T. Ulis
3:10.0,,,50-48,,Shooting foul by K. Wiltjer (drawn by J. Dudley)
3:10.0,,,50-49,1,J. Dudley makes free throw 1 of 2
3:10.0,,,50-50,1,J. Dudley makes free throw 2 of 2
2:53.0,P. Beverley misses 2-pt shot from 1 ft,,50-50,,
2:52.0,,,50-50,,Defensive rebound by J. Dudley
2:47.0,,,50-52,2,D. Jones makes 2-pt shot at rim (assist by D. Booker)
2:34.0,E. Gordon makes 2-pt shot from 2 ft,2,52-52,,
2:23.0,,,52-52,,Turnover by T. Ulis (discontinued dribble)
2:23.0,Houston full timeout,,52-52,,
2:23.0,,,52-52,,M. Chriss enters the game for A. Len
2:23.0,L. Williams enters the game for K. Wiltjer,,52-52,,
2:13.0,Turnover by N. Hilario (bad pass),,52-52,,
1:57.0,,,52-54,2,D. Booker makes 2-pt shot from 7 ft
1:44.0,N. Hilario makes 2-pt shot from 17 ft (assist by E. Gordon),2,54-54,,
1:24.0,,,54-54,,M. Chriss misses 3-pt shot from 27 ft
1:24.0,Defensive rebound by P. Beverley,,54-54,,
1:13.0,P. Beverley makes 2-pt shot from 4 ft,2,56-54,,
1:01.0,,,56-54,,D. Jones misses 2-pt shot from 19 ft
1:00.0,Defensive rebound by T. Williams,,56-54,,
0:54.0,T. Williams makes 3-pt shot from 27 ft (assist by P. Beverley),3,59-54,,
0:36.0,Personal foul by T. Williams (drawn by D. Booker),,59-54,,
0:27.0,,,59-54,,T. Ulis misses 2-pt shot from 9 ft
0:26.0,,,59-54,,Offensive rebound by M. Chriss
0:23.0,,,59-54,,M. Chriss misses 2-pt shot at rim
0:22.0,Defensive rebound by P. Beverley,,59-54,,
0:16.0,L. Williams misses 3-pt shot from 25 ft,,59-54,,
0:15.0,Offensive rebound by P. Beverley,,59-54,,
0:02.0,T. Williams misses 3-pt shot from 27 ft,,59-54,,
0:01.0,,,59-54,,Defensive rebound by T. Ulis
0:00.0,,,59-54,,T. Ulis misses 3-pt shot from 49 ft
0:00.0,,,59-54,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,59-54,,Shooting foul by C. Capela (drawn by M. Chriss)
11:48.0,,,59-54,,M. Chriss misses free throw 1 of 2
11:48.0,,,59-54,,Offensive rebound by Team
11:48.0,,,59-54,,M. Chriss misses free throw 2 of 2
11:48.0,Defensive rebound by C. Capela,,59-54,,
11:33.0,P. Beverley makes 2-pt shot from 9 ft,2,61-54,,
11:23.0,,,61-54,,Turnover by M. Chriss (traveling)
11:06.0,C. Capela misses 2-pt shot from 2 ft (block by A. Len),,61-54,,
11:05.0,,,61-54,,Defensive rebound by T. Ulis
10:55.0,,,61-54,,M. Chriss misses 3-pt shot from 26 ft
10:55.0,,,61-54,,Offensive rebound by T. Ulis
10:51.0,,,61-56,2,T. Ulis makes 2-pt shot from 16 ft
10:45.0,E. Gordon misses 2-pt shot from 2 ft (block by D. Jones),,61-56,,
10:44.0,Offensive rebound by Team,,61-56,,
10:41.0,P. Beverley makes 2-pt shot from 5 ft (assist by T. Williams),2,63-56,,
10:28.0,,,63-56,,A. Len misses 2-pt shot from 4 ft
10:22.0,Defensive rebound by C. Capela,,63-56,,
10:16.0,P. Beverley makes 2-pt shot from 5 ft,2,65-56,,
10:08.0,,,65-56,,Turnover by A. Len (bad pass)
9:57.0,Turnover by C. Capela (traveling),,65-56,,
9:51.0,Personal foul by T. Williams (drawn by D. Booker),,65-56,,
9:47.0,,,65-59,3,D. Booker makes 3-pt shot from 27 ft (assist by T. Ulis)
9:39.0,E. Gordon misses 2-pt shot from 2 ft,,65-59,,
9:38.0,,,65-59,,Defensive rebound by D. Booker
9:36.0,,,65-59,,Offensive charge foul by D. Booker
9:36.0,,,65-59,,Turnover by D. Booker (offensive foul)
9:26.0,Turnover by P. Beverley (bad pass; steal by D. Jones),,65-59,,
9:20.0,,,65-61,2,D. Booker makes 2-pt shot from 16 ft (assist by T. Ulis)
9:11.0,Shooting foul by A. Len (drawn by E. Gordon),,65-61,,
9:11.0,E. Gordon makes 2-pt shot from 3 ft,2,67-61,,
9:11.0,E. Gordon makes free throw 1 of 1,1,68-61,,
8:59.0,,,68-61,,Shooting foul by T. Williams (drawn by D. Booker)
8:59.0,,,68-62,1,D. Booker makes free throw 1 of 2
8:59.0,,,68-63,1,D. Booker makes free throw 2 of 2
8:43.0,P. Beverley makes 2-pt shot at rim,2,70-63,,
8:20.0,,,70-65,2,T. Ulis makes 2-pt shot from 16 ft
8:07.0,E. Gordon misses 2-pt shot from 3 ft,,70-65,,
8:06.0,,,70-65,,Defensive rebound by T. Ulis
8:02.0,,,70-65,,D. Booker misses 2-pt shot at rim
8:00.0,Defensive rebound by E. Gordon,,70-65,,
7:42.0,P. Beverley misses 2-pt shot from 11 ft,,70-65,,
7:41.0,Offensive rebound by C. Capela,,70-65,,
7:39.0,C. Capela misses 2-pt shot at rim,,70-65,,
7:36.0,Offensive rebound by P. Beverley,,70-65,,
7:31.0,T. Williams misses 3-pt shot from 26 ft,,70-65,,
7:30.0,,,70-65,,Defensive rebound by M. Chriss
7:24.0,,,70-68,3,T. Ulis makes 3-pt shot from 27 ft (assist by D. Booker)
7:05.0,P. Beverley makes 3-pt shot from 26 ft (assist by C. Capela),3,73-68,,
6:59.0,,,73-68,,Shooting foul by P. Beverley (drawn by M. Chriss)
6:59.0,,,73-70,2,M. Chriss makes 2-pt shot from 2 ft (assist by T. Ulis)
6:59.0,,,73-71,1,M. Chriss makes free throw 1 of 1
6:50.0,E. Gordon makes 3-pt shot from 26 ft (assist by C. Capela),3,76-71,,
6:40.0,,,76-71,,Turnover by T. Ulis (lost ball)
6:26.0,P. Beverley misses 3-pt shot from 26 ft,,76-71,,
6:25.0,,,76-71,,Defensive rebound by M. Chriss
6:20.0,,,76-71,,Shooting foul by P. Beverley (drawn by A. Len)
6:20.0,Houston full timeout,,76-71,,
6:20.0,,,76-72,1,A. Len makes free throw 1 of 2
6:20.0,,,76-73,1,A. Len makes free throw 2 of 2
6:20.0,L. Williams enters the game for S. Dekker,,76-71,,
6:20.0,N. Hilario enters the game for C. Capela,,76-71,,
6:20.0,M. Harrell enters the game for P. Beverley,,76-71,,
6:09.0,Offensive foul by L. Williams,,76-73,,
6:09.0,Turnover by L. Williams (offensive foul),,76-73,,
5:53.0,,,76-73,,M. Chriss misses 3-pt shot from 26 ft
5:53.0,Defensive rebound by T. Williams,,76-73,,
5:42.0,N. Hilario misses 2-pt shot at rim,,76-73,,
5:40.0,Offensive rebound by E. Gordon,,76-73,,
5:40.0,E. Gordon makes 2-pt shot from 2 ft,2,78-73,,
5:30.0,,,78-73,,D. Booker misses 2-pt shot from 20 ft
5:29.0,Defensive rebound by L. Williams,,78-73,,
5:16.0,Shooting foul by D. Jones (drawn by N. Hilario),,78-73,,
5:16.0,N. Hilario misses free throw 1 of 2,,78-73,,
5:16.0,Offensive rebound by Team,,78-73,,
5:16.0,N. Hilario misses free throw 2 of 2,,78-73,,
5:16.0,,,78-73,,J. Dudley enters the game for D. Jones
5:16.0,,,78-73,,D. Bender enters the game for M. Chriss
5:15.0,,,78-73,,Defensive rebound by A. Len
5:01.0,,,78-73,,Turnover by D. Booker (bad pass)
4:46.0,N. Hilario misses 2-pt shot from 18 ft,,78-73,,
4:45.0,,,78-73,,Defensive rebound by D. Bender
4:39.0,,,78-75,2,T. Ulis makes 2-pt shot from 18 ft
4:28.0,L. Williams makes 2-pt shot from 15 ft,2,80-75,,
4:18.0,,,80-75,,J. Dudley misses 3-pt shot from 25 ft
4:17.0,Defensive rebound by M. Harrell,,80-75,,
4:01.0,L. Williams misses 3-pt shot from 28 ft,,80-75,,
4:01.0,,,80-75,,Defensive rebound by A. Len
3:50.0,,,80-77,2,T. Ulis makes 2-pt shot from 13 ft
3:39.0,E. Gordon misses 2-pt shot from 2 ft (block by D. Bender),,80-77,,
3:37.0,Offensive rebound by T. Williams,,80-77,,
3:34.0,E. Gordon misses 3-pt shot from 23 ft,,80-77,,
3:33.0,,,80-77,,Defensive rebound by A. Len
3:24.0,Shooting block foul by M. Harrell (drawn by D. Bender),,80-77,,
3:24.0,,,80-77,,D. Bender misses free throw 1 of 2
3:24.0,,,80-77,,Offensive rebound by Team
3:24.0,,,80-77,,D. Bender misses free throw 2 of 2
3:23.0,Defensive rebound by M. Harrell,,80-77,,
3:02.0,T. Williams misses 2-pt shot from 5 ft,,80-77,,
3:02.0,,,80-77,,Defensive rebound by A. Len
2:47.0,,,80-77,,Shooting foul by M. Harrell (drawn by D. Booker)
2:47.0,,,80-77,,Phoenix full timeout
2:47.0,,,80-78,1,D. Booker makes free throw 1 of 2
2:47.0,,,80-79,1,D. Booker makes free throw 2 of 2
2:47.0,I. Taylor enters the game for T. Williams,,80-77,,
2:47.0,,,80-77,,R. Price enters the game for T. Ulis
2:36.0,Shooting foul by R. Price (drawn by I. Taylor),,80-79,,
2:36.0,I. Taylor makes free throw 1 of 2,1,81-79,,
2:36.0,I. Taylor misses free throw 2 of 2,,81-79,,
2:36.0,,,81-79,,Defensive rebound by A. Len
2:23.0,,,81-79,,D. Booker misses 2-pt shot from 3 ft
2:22.0,Defensive rebound by N. Hilario,,81-79,,
2:12.0,M. Harrell misses 2-pt shot at rim (block by A. Len),,81-79,,
2:11.0,,,81-79,,Defensive rebound by D. Booker
2:08.0,,,81-79,,Offensive charge foul by D. Booker
2:08.0,,,81-79,,Turnover by D. Booker (offensive foul)
1:54.0,Shooting foul by D. Booker (drawn by N. Hilario),,81-79,,
1:54.0,,,81-79,,Technical foul by D. Booker (drawn by N. Hilario)
1:54.0,E. Gordon misses technical free throw,,81-79,,
1:54.0,Offensive rebound by Team,,81-79,,
1:54.0,N. Hilario makes free throw 1 of 2,1,82-79,,
1:54.0,N. Hilario misses free throw 2 of 2,,82-79,,
1:54.0,,,81-79,,T. Ulis enters the game for D. Booker
1:53.0,,,82-79,,Defensive rebound by A. Len
1:37.0,,,82-81,2,J. Dudley makes 2-pt shot from 20 ft (assist by T. Ulis)
1:25.0,N. Hilario makes 2-pt shot from 18 ft,2,84-81,,
1:10.0,,,84-81,,Offensive foul by A. Len
1:10.0,,,84-81,,Turnover by A. Len (offensive foul)
1:06.0,,,84-81,,Shooting block foul by T. Ulis (drawn by L. Williams)
1:06.0,L. Williams makes free throw 1 of 2,1,85-81,,
1:06.0,L. Williams makes free throw 2 of 2,1,86-81,,
0:51.0,,,86-81,,T. Ulis misses 2-pt shot from 21 ft
0:51.0,,,86-81,,Offensive rebound by Team
0:51.0,Loose ball foul by N. Hilario (drawn by A. Len),,86-81,,
0:51.0,,,86-82,1,A. Len makes free throw 1 of 2
0:51.0,,,86-83,1,A. Len makes free throw 2 of 2
0:51.0,P. Beverley enters the game for E. Gordon,,86-82,,
0:41.0,M. Harrell misses 3-pt shot from 25 ft,,86-83,,
0:41.0,Offensive rebound by L. Williams,,86-83,,
0:33.0,Shooting foul by D. Bender (drawn by N. Hilario),,86-83,,
0:33.0,N. Hilario makes free throw 1 of 2,1,87-83,,
0:33.0,N. Hilario makes free throw 2 of 2,1,88-83,,
0:16.0,,,88-83,,J. Dudley misses 3-pt shot from 26 ft
0:16.0,Defensive rebound by P. Beverley,,88-83,,
0:00.0,M. Harrell makes 2-pt shot from 6 ft,2,90-83,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,C. Capela misses 2-pt shot from 1 ft,,90-83,,
11:46.0,Offensive rebound by C. Capela,,90-83,,
11:46.0,C. Capela makes 2-pt shot from 1 ft,2,92-83,,
11:36.0,,,92-85,2,T. Ulis makes 2-pt shot from 12 ft (assist by R. Price)
11:23.0,P. Beverley misses 3-pt shot from 24 ft,,92-85,,
11:22.0,,,92-85,,Defensive rebound by Team
11:11.0,Personal foul by I. Taylor (drawn by A. Williams),,92-85,,
11:03.0,,,92-85,,Offensive foul by A. Williams
11:03.0,,,92-85,,Turnover by A. Williams (offensive foul)
10:52.0,Turnover by L. Williams (bad pass; steal by R. Price),,92-85,,
10:40.0,,,92-85,,Turnover by A. Williams (offensive foul)
10:40.0,,,92-85,,Offensive foul by A. Williams
10:24.0,T. Williams makes 3-pt shot from 28 ft (assist by P. Beverley),3,95-85,,
10:23.0,,,95-85,,Phoenix full timeout
10:23.0,,,95-85,,D. Booker enters the game for R. Price
10:23.0,,,95-85,,M. Chriss enters the game for A. Williams
10:10.0,,,95-88,3,T. Ulis makes 3-pt shot from 27 ft (assist by D. Booker)
9:56.0,P. Beverley misses 3-pt shot from 26 ft,,95-88,,
9:55.0,,,95-88,,Defensive rebound by T. Ulis
9:51.0,,,95-90,2,D. Booker makes 2-pt shot from 1 ft (assist by T. Ulis)
9:33.0,L. Williams makes 2-pt shot from 3 ft,2,97-90,,
9:20.0,,,97-90,,D. Booker misses 2-pt shot from 3 ft (block by I. Taylor)
9:18.0,Defensive rebound by C. Capela,,97-90,,
9:16.0,T. Williams misses 2-pt shot at rim (block by M. Chriss),,97-90,,
9:16.0,Offensive rebound by Team,,97-90,,
9:06.0,C. Capela misses 2-pt shot from 5 ft,,97-90,,
9:05.0,,,97-90,,Defensive rebound by T. Ulis
9:01.0,,,97-90,,Offensive foul by M. Chriss
9:01.0,,,97-90,,Turnover by M. Chriss (offensive foul)
8:47.0,Shooting foul by D. Jones (drawn by L. Williams),,97-90,,
8:47.0,L. Williams makes free throw 1 of 2,1,98-90,,
8:47.0,L. Williams makes free throw 2 of 2,1,99-90,,
8:31.0,,,99-92,2,D. Booker makes 2-pt shot from 8 ft (assist by M. Chriss)
8:10.0,L. Williams misses 3-pt shot from 26 ft,,99-92,,
8:09.0,,,99-92,,Defensive rebound by M. Chriss
7:58.0,,,99-92,,D. Booker misses 2-pt shot from 7 ft
