time,San Antonio,pts.away,score,pts.home,Houston
11:40.0,,,19-24,3,T. Ariza makes 3-pt shot from 24 ft (assist by C. Capela)
11:19.0,Turnover by P. Gasol (bad pass; steal by L. Williams),,19-24,,
11:08.0,,,19-24,,E. Gordon misses 3-pt shot from 25 ft
11:07.0,Defensive rebound by J. Simmons,,19-24,,
10:52.0,P. Gasol makes 2-pt shot from 2 ft (assist by D. Green),2,21-24,,
10:35.0,,,21-26,2,C. Capela makes 2-pt shot from 1 ft (assist by E. Gordon)
10:13.0,P. Mills makes 2-pt shot from 1 ft (assist by K. Leonard),2,23-26,,
10:03.0,,,23-26,,Turnover by L. Williams (discontinued dribble)
10:03.0,D. Murray enters the game for P. Mills,,23-26,,
9:46.0,K. Leonard misses 2-pt shot from 4 ft,,23-26,,
9:44.0,Offensive rebound by J. Simmons,,23-26,,
9:44.0,J. Simmons misses 2-pt shot at rim,,23-26,,
9:42.0,Offensive rebound by P. Gasol,,23-26,,
9:41.0,P. Gasol misses 2-pt shot from 1 ft,,23-26,,
9:39.0,Offensive rebound by J. Simmons,,23-26,,
9:39.0,J. Simmons misses 2-pt shot from 1 ft,,23-26,,
9:38.0,Offensive rebound by J. Simmons,,23-26,,
9:37.0,J. Simmons misses 2-pt shot from 1 ft,,23-26,,
9:37.0,Offensive rebound by Team,,23-26,,
9:27.0,K. Leonard misses 2-pt shot from 6 ft (block by C. Capela),,23-26,,
9:25.0,Offensive rebound by Team,,23-26,,
9:19.0,,,23-26,,Personal foul by T. Ariza (drawn by K. Leonard)
9:08.0,P. Gasol misses 2-pt shot from 10 ft,,23-26,,
9:07.0,,,23-26,,Defensive rebound by C. Capela
8:59.0,,,23-26,,L. Williams misses 2-pt shot from 3 ft (block by P. Gasol)
8:59.0,Defensive rebound by Team,,23-26,,
8:59.0,San Antonio full timeout,,23-26,,
8:59.0,D. Lee enters the game for J. Simmons,,23-26,,
8:59.0,,,23-26,,J. Harden enters the game for L. Williams
8:40.0,Turnover by D. Lee (bad pass; steal by P. Beverley),,23-26,,
8:28.0,,,23-26,,Turnover by J. Harden (lost ball; steal by D. Murray)
8:22.0,D. Murray makes 2-pt shot from 1 ft,2,25-26,,
8:05.0,,,25-26,,Turnover by C. Capela (bad pass)
7:54.0,Turnover by D. Murray (lost ball; steal by P. Beverley),,25-26,,
7:48.0,,,25-26,,T. Ariza misses 3-pt shot from 24 ft
7:45.0,,,25-26,,Offensive rebound by P. Beverley
7:40.0,,,25-29,3,E. Gordon makes 3-pt shot from 25 ft (assist by T. Ariza)
7:17.0,D. Lee makes 2-pt shot from 1 ft (assist by P. Gasol),2,27-29,,
6:58.0,,,27-29,,J. Harden misses 3-pt shot from 27 ft
6:56.0,Defensive rebound by Team,,27-29,,
6:43.0,,,27-29,,Personal foul by J. Harden (drawn by P. Gasol)
6:43.0,,,27-29,,N. Hilario enters the game for C. Capela
6:43.0,,,27-29,,R. Anderson enters the game for P. Beverley
6:28.0,P. Gasol makes 2-pt shot from 13 ft,2,29-29,,
6:06.0,,,29-29,,E. Gordon misses 3-pt shot from 26 ft
6:05.0,,,29-29,,Offensive rebound by N. Hilario
5:57.0,,,29-29,,J. Harden misses 3-pt shot from 25 ft
5:56.0,Defensive rebound by K. Leonard,,29-29,,
5:43.0,D. Murray misses 3-pt shot from 24 ft,,29-29,,
5:43.0,,,29-29,,Defensive rebound by R. Anderson
5:18.0,,,29-29,,Offensive foul by J. Harden
5:18.0,,,29-29,,Turnover by J. Harden (offensive foul)
5:18.0,,,29-29,,Houston full timeout
5:18.0,P. Mills enters the game for P. Gasol,,29-29,,
5:18.0,L. Aldridge enters the game for D. Murray,,29-29,,
5:07.0,Turnover by K. Leonard (bad pass; steal by J. Harden),,29-29,,
5:02.0,,,29-31,2,J. Harden makes 2-pt shot from 3 ft
4:48.0,L. Aldridge makes 2-pt shot from 14 ft (assist by P. Mills),2,31-31,,
4:32.0,,,31-34,3,T. Ariza makes 3-pt shot from 23 ft (assist by J. Harden)
4:08.0,Turnover by P. Mills (bad pass; steal by T. Ariza),,31-34,,
4:08.0,,,31-34,,Turnover by T. Ariza (bad pass)
4:08.0,M. Ginobili enters the game for D. Green,,31-34,,
4:00.0,L. Aldridge makes 2-pt shot from 19 ft (assist by M. Ginobili),2,33-34,,
3:50.0,,,33-34,,Turnover by R. Anderson (lost ball; steal by M. Ginobili)
3:48.0,,,33-34,,Personal foul by R. Anderson (drawn by K. Leonard)
3:37.0,K. Leonard makes 2-pt shot at rim (assist by D. Lee),2,35-34,,
3:26.0,,,35-37,3,T. Ariza makes 3-pt shot from 25 ft
3:09.0,L. Aldridge makes 2-pt shot at rim (assist by D. Lee),2,37-37,,
3:02.0,,,37-37,,T. Ariza misses 3-pt shot from 26 ft
3:01.0,Defensive rebound by L. Aldridge,,37-37,,
2:41.0,L. Aldridge misses 2-pt shot from 14 ft,,37-37,,
2:40.0,,,37-37,,Defensive rebound by Team
2:40.0,Loose ball foul by K. Leonard (drawn by J. Harden),,37-37,,
2:40.0,San Antonio full timeout,,37-37,,
2:40.0,,,37-37,,P. Beverley enters the game for E. Gordon
2:17.0,,,37-37,,P. Beverley misses 2-pt shot from 7 ft
2:16.0,Defensive rebound by M. Ginobili,,37-37,,
2:09.0,K. Leonard makes 2-pt shot from 10 ft,2,39-37,,
1:59.0,Violation by K. Leonard (kicked ball),,39-37,,
1:50.0,,,39-37,,J. Harden misses 3-pt shot from 26 ft
1:49.0,Defensive rebound by K. Leonard,,39-37,,
1:34.0,M. Ginobili misses 3-pt shot from 26 ft,,39-37,,
1:34.0,,,39-37,,Defensive rebound by P. Beverley
1:22.0,,,39-37,,N. Hilario misses 2-pt shot from 3 ft (block by L. Aldridge)
1:21.0,Defensive rebound by P. Mills,,39-37,,
1:07.0,Turnover by M. Ginobili (lost ball; steal by J. Harden),,39-37,,
1:02.0,,,39-39,2,J. Harden makes 2-pt shot from 3 ft
0:46.0,K. Leonard misses 2-pt shot from 8 ft,,39-39,,
0:45.0,Offensive rebound by K. Leonard,,39-39,,
0:45.0,K. Leonard misses 2-pt shot from 8 ft,,39-39,,
0:44.0,Offensive rebound by K. Leonard,,39-39,,
0:44.0,K. Leonard makes 2-pt shot from 2 ft,2,41-39,,
0:34.0,,,41-39,,N. Hilario misses 2-pt shot from 3 ft (block by L. Aldridge)
0:30.0,,,41-39,,Offensive rebound by N. Hilario
0:29.0,,,41-39,,Turnover by N. Hilario (bad pass; steal by D. Lee)
0:10.0,Shooting foul by R. Anderson (drawn by K. Leonard),,41-39,,
0:10.0,K. Leonard makes free throw 1 of 2,1,42-39,,
0:10.0,K. Leonard makes free throw 2 of 2,1,43-39,,
0:10.0,D. Green enters the game for D. Lee,,42-39,,
0:03.0,,,43-39,,J. Harden misses 2-pt shot from 2 ft (block by L. Aldridge)
0:02.0,Defensive rebound by P. Mills,,43-39,,
0:00.0,P. Mills misses 3-pt shot from 52 ft,,43-39,,
0:00.0,Offensive rebound by Team,,43-39,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,43-39,,Shooting foul by D. Murray (drawn by J. Harden)
11:45.0,,,43-40,1,J. Harden makes free throw 1 of 2
11:45.0,,,43-41,1,J. Harden makes free throw 2 of 2
11:31.0,L. Aldridge makes 2-pt shot from 5 ft (assist by P. Gasol),2,45-41,,
11:10.0,,,45-41,,T. Ariza misses 2-pt shot from 2 ft (block by P. Gasol)
11:09.0,,,45-41,,Offensive rebound by Team
11:05.0,,,45-41,,R. Anderson misses 3-pt shot from 25 ft
11:04.0,Defensive rebound by P. Gasol,,45-41,,
10:50.0,K. Leonard makes 2-pt shot from 10 ft,2,47-41,,
10:27.0,,,47-41,,P. Beverley misses 2-pt shot from 7 ft
10:26.0,Defensive rebound by P. Gasol,,47-41,,
10:17.0,Turnover by P. Gasol (bad pass; steal by J. Harden),,47-41,,
10:12.0,,,47-41,,J. Harden misses 2-pt shot from 1 ft (block by D. Green)
10:11.0,Defensive rebound by K. Leonard,,47-41,,
10:02.0,K. Leonard makes 3-pt shot from 25 ft,3,50-41,,
9:41.0,,,50-41,,T. Ariza misses 2-pt shot from 6 ft (block by L. Aldridge)
9:41.0,Defensive rebound by Team,,50-41,,
9:25.0,D. Murray misses 2-pt shot from 3 ft,,50-41,,
9:24.0,Offensive rebound by L. Aldridge,,50-41,,
9:24.0,Turnover by L. Aldridge (lost ball; steal by R. Anderson),,50-41,,
9:16.0,,,50-43,2,C. Capela makes 2-pt shot at rim (assist by J. Harden)
8:58.0,K. Leonard makes 2-pt shot at rim,2,52-43,,
8:39.0,,,52-43,,R. Anderson misses 3-pt shot from 25 ft
8:39.0,Defensive rebound by P. Gasol,,52-43,,
8:20.0,Turnover by D. Green (bad pass),,52-43,,
8:11.0,,,52-45,2,J. Harden makes 2-pt shot at rim
7:48.0,D. Green makes 3-pt shot from 25 ft (assist by K. Leonard),3,55-45,,
7:33.0,,,55-48,3,J. Harden makes 3-pt shot from 26 ft (assist by T. Ariza)
7:14.0,Shooting foul by P. Beverley (drawn by P. Gasol),,55-48,,
7:14.0,P. Gasol misses free throw 1 of 2,,55-48,,
7:14.0,Offensive rebound by Team,,55-48,,
7:14.0,P. Gasol makes free throw 2 of 2,1,56-48,,
7:14.0,P. Mills enters the game for D. Murray,,55-48,,
7:02.0,,,56-48,,T. Ariza misses 3-pt shot from 25 ft
7:01.0,,,56-48,,Offensive rebound by P. Beverley
6:46.0,Personal foul by K. Leonard (drawn by J. Harden),,56-48,,
6:40.0,,,56-51,3,J. Harden makes 3-pt shot from 23 ft (assist by C. Capela)
6:40.0,,,56-51,,Shooting foul by P. Mills (drawn by J. Harden)
6:40.0,,,56-51,,J. Harden misses free throw 1 of 1
6:40.0,Defensive rebound by P. Gasol,,56-51,,
6:40.0,San Antonio full timeout,,56-51,,
6:32.0,,,56-51,,Personal foul by P. Beverley
6:21.0,L. Aldridge misses 2-pt shot from 15 ft,,56-51,,
6:20.0,,,56-51,,Defensive rebound by C. Capela
6:10.0,,,56-51,,T. Ariza misses 3-pt shot from 24 ft
6:09.0,,,56-51,,Offensive rebound by J. Harden
6:09.0,,,56-53,2,J. Harden makes 2-pt shot from 2 ft
5:52.0,P. Mills misses 3-pt shot from 24 ft,,56-53,,
5:51.0,Offensive rebound by D. Green,,56-53,,
5:50.0,P. Mills misses 2-pt shot from 3 ft (block by P. Beverley),,56-53,,
5:50.0,Offensive rebound by Team,,56-53,,
5:50.0,,,56-53,,E. Gordon enters the game for P. Beverley
5:42.0,K. Leonard misses 2-pt shot from 4 ft (block by C. Capela),,56-53,,
5:42.0,Offensive rebound by Team,,56-53,,
5:42.0,Turnover by Team (shot clock),,56-53,,
5:30.0,,,56-55,2,J. Harden makes 2-pt shot from 1 ft
5:15.0,K. Leonard makes 2-pt shot from 15 ft,2,58-55,,
4:54.0,,,58-55,,R. Anderson misses 3-pt shot from 23 ft
4:54.0,,,58-55,,Offensive rebound by C. Capela
4:49.0,,,58-55,,T. Ariza misses 3-pt shot from 25 ft
4:48.0,,,58-55,,Offensive rebound by C. Capela
4:39.0,,,58-55,,J. Harden misses 2-pt shot from 4 ft
4:38.0,Defensive rebound by P. Gasol,,58-55,,
4:33.0,Turnover by D. Green (bad pass),,58-55,,
4:33.0,D. Lee enters the game for P. Gasol,,58-55,,
4:19.0,,,58-57,2,C. Capela makes 2-pt shot from 5 ft (assist by E. Gordon)
4:00.0,L. Aldridge makes 2-pt shot from 9 ft (assist by K. Leonard),2,60-57,,
3:45.0,,,60-57,,Turnover by J. Harden (bad pass; steal by P. Mills)
3:40.0,P. Mills makes 3-pt shot from 25 ft,3,63-57,,
3:14.0,,,63-57,,E. Gordon misses 2-pt shot from 10 ft
3:13.0,Defensive rebound by D. Lee,,63-57,,
3:12.0,,,63-57,,Personal foul by C. Capela (drawn by L. Aldridge)
3:12.0,,,63-57,,N. Hilario enters the game for R. Anderson
3:12.0,,,63-57,,L. Williams enters the game for C. Capela
3:12.0,M. Ginobili enters the game for K. Leonard,,63-57,,
3:12.0,J. Simmons enters the game for D. Green,,63-57,,
3:02.0,,,63-57,,Personal foul by L. Williams
3:02.0,P. Mills makes free throw 1 of 3,1,64-57,,
3:02.0,P. Mills makes free throw 2 of 3,1,65-57,,
3:02.0,P. Mills makes free throw 3 of 3,1,66-57,,
2:47.0,,,66-57,,Turnover by E. Gordon (bad pass; steal by J. Simmons)
2:39.0,Turnover by M. Ginobili (lost ball),,66-57,,
2:39.0,,,66-57,,Houston full timeout
2:39.0,,,66-57,,P. Beverley enters the game for J. Harden
2:20.0,,,66-57,,L. Williams misses 2-pt shot from 17 ft
2:19.0,Defensive rebound by M. Ginobili,,66-57,,
2:04.0,L. Aldridge misses 2-pt shot from 12 ft,,66-57,,
2:03.0,,,66-57,,Defensive rebound by P. Beverley
1:50.0,,,66-57,,L. Williams misses 3-pt shot from 25 ft
1:49.0,Defensive rebound by P. Mills,,66-57,,
1:28.0,J. Simmons makes 2-pt shot at rim (assist by L. Aldridge),2,68-57,,
1:19.0,,,68-59,2,P. Beverley makes 2-pt shot from 11 ft
1:19.0,,,68-59,,Shooting foul by P. Mills (drawn by P. Beverley)
1:19.0,,,68-60,1,P. Beverley makes free throw 1 of 1
1:02.0,Turnover by P. Mills (bad pass; steal by E. Gordon),,68-60,,
0:57.0,Personal foul by M. Ginobili (drawn by E. Gordon),,68-60,,
0:57.0,,,68-61,1,E. Gordon makes free throw 1 of 2
0:57.0,,,68-62,1,E. Gordon makes free throw 2 of 2
0:39.0,Shooting foul by N. Hilario (drawn by L. Aldridge),,68-62,,
0:39.0,L. Aldridge misses free throw 1 of 2,,68-62,,
0:39.0,Offensive rebound by Team,,68-62,,
0:39.0,L. Aldridge makes free throw 2 of 2,1,69-62,,
0:39.0,D. Green enters the game for D. Lee,,68-62,,
0:31.0,,,69-64,2,P. Beverley makes 2-pt shot from 8 ft
0:14.0,J. Simmons misses 3-pt shot from 24 ft,,69-64,,
0:12.0,,,69-64,,Defensive rebound by E. Gordon
0:05.0,,,69-66,2,E. Gordon makes 2-pt shot from 2 ft
0:00.0,J. Simmons makes 3-pt shot from 27 ft,3,72-66,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,P. Mills misses 3-pt shot from 25 ft,,72-66,,
11:47.0,,,72-66,,Defensive rebound by C. Capela
11:33.0,,,72-68,2,J. Harden makes 2-pt shot from 2 ft
11:14.0,M. Ginobili misses 2-pt shot from 2 ft,,72-68,,
11:12.0,Offensive rebound by L. Aldridge,,72-68,,
11:12.0,L. Aldridge makes 2-pt shot from 1 ft,2,74-68,,
10:42.0,,,74-68,,C. Capela misses 2-pt shot from 17 ft
10:41.0,Defensive rebound by L. Aldridge,,74-68,,
10:39.0,,,74-68,,Personal foul by J. Harden
10:39.0,P. Gasol enters the game for M. Ginobili,,74-68,,
10:39.0,K. Leonard enters the game for L. Aldridge,,74-68,,
10:22.0,P. Gasol misses 2-pt shot from 12 ft,,74-68,,
10:21.0,,,74-68,,Defensive rebound by C. Capela
10:09.0,,,74-68,,J. Harden misses 3-pt shot from 25 ft
10:08.0,Defensive rebound by P. Mills,,74-68,,
9:49.0,P. Mills misses 3-pt shot from 25 ft,,74-68,,
9:49.0,,,74-68,,Defensive rebound by C. Capela
9:49.0,Personal foul by P. Gasol (drawn by C. Capela),,74-68,,
9:38.0,,,74-70,2,C. Capela makes 2-pt shot at rim (assist by E. Gordon)
9:36.0,San Antonio full timeout,,74-70,,
9:12.0,P. Mills misses 2-pt shot from 8 ft (block by C. Capela),,74-70,,
9:10.0,,,74-70,,Defensive rebound by P. Beverley
9:02.0,,,74-70,,Turnover by E. Gordon (bad pass)
9:02.0,D. Lee enters the game for P. Mills,,74-70,,
8:49.0,K. Leonard misses 2-pt shot from 14 ft,,74-70,,
8:48.0,,,74-70,,Defensive rebound by C. Capela
8:34.0,,,74-70,,P. Beverley misses 3-pt shot from 25 ft
8:33.0,Defensive rebound by D. Green,,74-70,,
8:12.0,J. Simmons makes 2-pt shot from 13 ft,2,76-70,,
7:50.0,,,76-72,2,T. Ariza makes 2-pt shot at rim (assist by J. Harden)
7:41.0,,,76-72,,Shooting block foul by C. Capela (drawn by K. Leonard)
7:41.0,K. Leonard misses free throw 1 of 2,,76-72,,
7:41.0,Offensive rebound by Team,,76-72,,
7:41.0,K. Leonard makes free throw 2 of 2,1,77-72,,
7:41.0,L. Aldridge enters the game for D. Lee,,76-72,,
7:29.0,,,77-72,,Houston full timeout
7:29.0,,,77-72,,Technical foul by J. Harden
7:29.0,K. Leonard makes technical free throw,1,78-72,,
7:17.0,,,78-72,,P. Beverley misses 2-pt shot from 8 ft
7:17.0,,,78-72,,Offensive rebound by Team
7:17.0,,,78-72,,Turnover by Team (shot clock)
7:00.0,L. Aldridge misses 3-pt shot from 24 ft,,78-72,,
6:59.0,Offensive rebound by P. Gasol,,78-72,,
6:45.0,L. Aldridge makes 2-pt shot from 2 ft (assist by P. Gasol),2,80-72,,
6:45.0,Shooting foul by P. Beverley (drawn by L. Aldridge),,80-72,,
6:45.0,L. Aldridge makes free throw 1 of 1,1,81-72,,
6:45.0,,,80-72,,R. Anderson enters the game for P. Beverley
6:32.0,,,81-72,,J. Harden misses 3-pt shot from 25 ft
6:30.0,,,81-72,,Offensive rebound by T. Ariza
6:27.0,,,81-72,,Shooting foul by D. Green (drawn by J. Harden)
6:27.0,,,81-73,1,J. Harden makes free throw 1 of 2
6:27.0,,,81-74,1,J. Harden makes free throw 2 of 2
6:07.0,L. Aldridge makes 2-pt shot from 9 ft,2,83-74,,
5:53.0,,,83-74,,E. Gordon misses 2-pt shot from 1 ft
5:52.0,Defensive rebound by K. Leonard,,83-74,,
5:37.0,L. Aldridge makes 2-pt shot from 1 ft (assist by P. Gasol),2,85-74,,
5:36.0,,,85-74,,Houston full timeout
5:36.0,P. Mills enters the game for J. Simmons,,85-74,,
5:26.0,,,85-74,,Shooting foul by P. Gasol (drawn by J. Harden)
5:26.0,,,85-75,1,J. Harden makes free throw 1 of 2
5:26.0,,,85-76,1,J. Harden makes free throw 2 of 2
5:11.0,K. Leonard makes 3-pt shot from 25 ft (assist by L. Aldridge),3,88-76,,
5:00.0,,,88-76,,J. Harden misses 3-pt shot from 25 ft
4:59.0,Defensive rebound by D. Green,,88-76,,
4:43.0,Turnover by P. Gasol (bad pass; steal by E. Gordon),,88-76,,
4:36.0,,,88-76,,Shooting foul by K. Leonard (drawn by R. Anderson)
4:36.0,,,88-77,1,R. Anderson makes free throw 1 of 2
4:36.0,,,88-78,1,R. Anderson makes free throw 2 of 2
4:25.0,L. Aldridge misses 2-pt shot from 9 ft,,88-78,,
4:24.0,,,88-78,,Defensive rebound by C. Capela
4:14.0,,,88-80,2,J. Harden makes 2-pt shot from 2 ft
3:58.0,D. Green makes 3-pt shot from 26 ft (assist by K. Leonard),3,91-80,,
3:36.0,,,91-82,2,C. Capela makes 2-pt shot from 2 ft (assist by T. Ariza)
3:21.0,San Antonio full timeout,,91-82,,
3:14.0,D. Green makes 3-pt shot from 24 ft (assist by P. Mills),3,94-82,,
2:52.0,,,94-82,,J. Harden misses 3-pt shot from 25 ft
2:52.0,Defensive rebound by Team,,94-82,,
2:52.0,San Antonio full timeout,,94-82,,
2:52.0,,,94-82,,P. Beverley enters the game for R. Anderson
2:38.0,Shooting foul by P. Beverley,,94-82,,
