time,Golden State,pts.away,score,pts.home,Utah
5:53.0,K. Thompson makes 2-pt shot from 3 ft (assist by D. Green),2,18-7,,
5:40.0,,,18-7,,G. Hayward misses 2-pt shot from 18 ft
5:39.0,Defensive rebound by Z. Pachulia,,18-7,,
5:35.0,Shooting foul by J. Johnson (drawn by S. Curry),,18-7,,
5:35.0,S. Curry makes free throw 1 of 3,1,19-7,,
5:35.0,S. Curry makes free throw 2 of 3,1,20-7,,
5:35.0,S. Curry makes free throw 3 of 3,1,21-7,,
5:19.0,,,21-7,,R. Hood misses 2-pt shot from 22 ft
5:18.0,Defensive rebound by D. Green,,21-7,,
5:14.0,Z. Pachulia misses 2-pt shot from 1 ft,,21-7,,
5:12.0,,,21-7,,Defensive rebound by R. Hood
5:07.0,,,21-7,,Turnover by R. Hood (traveling)
5:07.0,,,21-7,,D. Exum enters the game for R. Neto
4:55.0,D. Green makes 3-pt shot from 26 ft (assist by S. Curry),3,24-7,,
4:42.0,Personal foul by Z. Pachulia (drawn by R. Gobert),,24-7,,
4:42.0,J. McGee enters the game for Z. Pachulia,,24-7,,
4:32.0,,,24-7,,J. Johnson misses 2-pt shot from 7 ft
4:32.0,Defensive rebound by A. Iguodala,,24-7,,
4:08.0,S. Curry misses 3-pt shot from 23 ft,,24-7,,
4:07.0,,,24-7,,Defensive rebound by R. Gobert
3:59.0,,,24-10,3,G. Hayward makes 3-pt shot from 24 ft
3:45.0,,,24-10,,Personal foul by R. Hood (drawn by D. Green)
3:45.0,D. Green makes free throw 1 of 2,1,25-10,,
3:45.0,D. Green makes free throw 2 of 2,1,26-10,,
3:45.0,S. Livingston enters the game for K. Thompson,,25-10,,
3:24.0,,,26-10,,R. Hood misses 2-pt shot from 14 ft
3:24.0,Defensive rebound by D. Green,,26-10,,
3:17.0,A. Iguodala makes 2-pt shot from 18 ft (assist by D. Green),2,28-10,,
3:01.0,,,28-10,,J. Johnson misses 3-pt shot from 24 ft
3:01.0,,,28-10,,Offensive rebound by G. Hayward
2:52.0,,,28-10,,G. Hayward misses 3-pt shot from 23 ft
2:51.0,,,28-10,,Offensive rebound by Team
2:51.0,Golden State full timeout,,28-10,,
2:51.0,M. Barnes enters the game for D. Green,,28-10,,
2:44.0,Personal foul by J. McGee (drawn by R. Gobert),,28-10,,
2:38.0,,,28-12,2,R. Gobert makes 2-pt shot from 2 ft
2:38.0,,,28-12,,Shooting foul by J. McGee (drawn by R. Gobert)
2:38.0,,,28-13,1,R. Gobert makes free throw 1 of 1
2:16.0,A. Iguodala misses 2-pt shot from 14 ft,,28-13,,
2:15.0,Offensive rebound by S. Curry,,28-13,,
2:06.0,J. McGee misses 2-pt shot at rim (block by R. Gobert),,28-13,,
2:05.0,Offensive rebound by J. McGee,,28-13,,
2:02.0,J. McGee makes 2-pt shot from 2 ft,2,30-13,,
1:53.0,,,30-13,,G. Hayward misses 3-pt shot from 24 ft
1:52.0,Defensive rebound by A. Iguodala,,30-13,,
1:45.0,S. Livingston makes 2-pt shot from 11 ft,2,32-13,,
1:25.0,,,32-13,,G. Hayward misses 2-pt shot from 3 ft
1:25.0,,,32-13,,Offensive rebound by R. Gobert
1:23.0,,,32-13,,R. Gobert misses 2-pt shot from 1 ft
1:22.0,Defensive rebound by J. McGee,,32-13,,
1:18.0,Shooting foul by R. Hood (drawn by J. McGee),,32-13,,
1:18.0,J. McGee makes free throw 1 of 2,1,33-13,,
1:18.0,J. McGee makes free throw 2 of 2,1,34-13,,
1:18.0,,,33-13,,D. Favors enters the game for R. Gobert
1:08.0,Violation by J. McGee (def goaltending),,34-13,,
1:08.0,,,34-15,2,J. Johnson makes 2-pt shot from 9 ft (assist by D. Exum)
0:53.0,Shooting foul by R. Hood (drawn by S. Curry),,34-15,,
0:53.0,S. Curry makes free throw 1 of 3,1,35-15,,
0:53.0,S. Curry makes free throw 2 of 3,1,36-15,,
0:53.0,S. Curry makes free throw 3 of 3,1,37-15,,
0:53.0,,,36-15,,J. Ingles enters the game for R. Hood
0:38.0,,,37-15,,J. Johnson misses 2-pt shot from 20 ft
0:38.0,Defensive rebound by S. Livingston,,37-15,,
0:34.0,J. McGee makes 2-pt shot at rim (assist by S. Livingston),2,39-15,,
0:16.0,,,39-17,2,D. Exum makes 2-pt shot from 2 ft (assist by J. Ingles)
0:02.0,K. Thompson enters the game for M. Barnes,,39-17,,
0:00.0,Turnover by A. Iguodala (bad pass; steal by J. Ingles),,39-17,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,D. West misses 2-pt shot from 12 ft,,39-17,,
11:46.0,Offensive rebound by Team,,39-17,,
11:46.0,,,39-17,,Loose ball foul by J. Ingles (drawn by D. Green)
11:41.0,D. West misses 2-pt shot from 2 ft,,39-17,,
11:41.0,,,39-17,,Defensive rebound by D. Favors
11:34.0,,,39-17,,D. Exum misses 2-pt shot from 2 ft
11:33.0,Defensive rebound by D. West,,39-17,,
11:26.0,I. Clark makes 2-pt shot from 2 ft (assist by D. Green),2,41-17,,
11:07.0,,,41-19,2,J. Ingles makes 2-pt shot from 7 ft
10:48.0,K. Thompson misses 2-pt shot from 18 ft,,41-19,,
10:48.0,,,41-19,,Defensive rebound by J. Ingles
10:40.0,,,41-21,2,D. Favors makes 2-pt shot at rim (assist by J. Ingles)
10:23.0,Turnover by K. Thompson (bad pass; steal by J. Ingles),,41-21,,
10:17.0,,,41-21,,Shooting foul by A. Iguodala (drawn by D. Favors)
10:17.0,,,41-22,1,D. Favors makes free throw 1 of 2
10:17.0,,,41-23,1,D. Favors makes free throw 2 of 2
10:07.0,D. Green misses 2-pt shot from 3 ft (block by D. Favors),,41-23,,
10:06.0,,,41-23,,Defensive rebound by J. Johnson
9:55.0,,,41-25,2,D. Favors makes 2-pt shot at rim (assist by J. Johnson)
9:53.0,Golden State full timeout,,41-25,,
9:53.0,K. Durant enters the game for I. Clark,,41-25,,
9:42.0,,,41-25,,Personal foul by J. Ingles (drawn by K. Durant)
9:35.0,K. Durant misses 2-pt shot from 8 ft,,41-25,,
9:35.0,,,41-25,,Defensive rebound by J. Johnson
9:25.0,,,41-27,2,D. Exum makes 2-pt shot at rim
9:14.0,Offensive foul by K. Thompson,,41-27,,
9:14.0,Turnover by K. Thompson (offensive foul),,41-27,,
9:01.0,,,41-27,,Shooting foul by D. West (drawn by J. Johnson)
9:01.0,,,41-28,1,J. Johnson makes free throw 1 of 2
9:01.0,,,41-29,1,J. Johnson makes free throw 2 of 2
8:45.0,D. Green misses 3-pt shot from 24 ft,,41-29,,
8:44.0,,,41-29,,Defensive rebound by D. Exum
8:36.0,,,41-31,2,D. Exum makes 2-pt shot from 2 ft (assist by J. Ingles)
8:36.0,Golden State full timeout,,41-31,,
8:36.0,Z. Pachulia enters the game for D. West,,41-31,,
8:20.0,,,41-31,,Personal foul by J. Ingles (drawn by Z. Pachulia)
8:20.0,S. Curry enters the game for A. Iguodala,,41-31,,
8:20.0,S. Livingston enters the game for K. Thompson,,41-31,,
8:20.0,,,41-31,,G. Hayward enters the game for J. Ingles
8:12.0,K. Durant makes 2-pt shot from 10 ft,2,43-31,,
7:52.0,,,43-31,,D. Favors misses 2-pt shot from 3 ft
7:52.0,Defensive rebound by Z. Pachulia,,43-31,,
7:38.0,K. Durant makes 3-pt shot from 25 ft (assist by D. Green),3,46-31,,
7:25.0,,,46-31,,Turnover by D. Exum (bad pass; steal by Z. Pachulia)
7:22.0,,,46-31,,Personal foul by D. Exum (drawn by S. Curry)
7:22.0,,,46-31,,R. Gobert enters the game for D. Favors
7:22.0,,,46-31,,R. Hood enters the game for D. Exum
7:14.0,K. Durant misses 2-pt shot from 16 ft,,46-31,,
7:14.0,,,46-31,,Defensive rebound by R. Gobert
7:03.0,,,46-31,,J. Johnson misses 3-pt shot from 24 ft
7:03.0,Defensive rebound by D. Green,,46-31,,
6:54.0,S. Curry misses 3-pt shot from 25 ft,,46-31,,
6:53.0,,,46-31,,Defensive rebound by Team
6:52.0,,,46-31,,Utah full timeout
6:52.0,,,46-31,,D. Exum enters the game for R. Neto
6:52.0,,,46-31,,B. Diaw enters the game for J. Johnson
6:29.0,,,46-31,,R. Gobert misses 2-pt shot from 3 ft
6:29.0,Defensive rebound by Z. Pachulia,,46-31,,
6:14.0,D. Green makes 3-pt shot from 22 ft (assist by S. Curry),3,49-31,,
5:50.0,,,49-33,2,R. Gobert makes 2-pt shot from 9 ft (assist by G. Hayward)
5:44.0,Turnover by S. Curry (bad pass; steal by G. Hayward),,49-33,,
5:34.0,,,49-33,,B. Diaw misses 2-pt shot from 2 ft
5:34.0,Defensive rebound by Team,,49-33,,
5:19.0,S. Livingston misses 2-pt shot from 16 ft,,49-33,,
5:18.0,Offensive rebound by K. Durant,,49-33,,
5:16.0,,,49-33,,Personal foul by D. Exum (drawn by K. Durant)
5:16.0,K. Durant misses free throw 1 of 2,,49-33,,
5:16.0,Offensive rebound by Team,,49-33,,
5:16.0,K. Durant makes free throw 2 of 2,1,50-33,,
5:00.0,,,50-35,2,R. Hood makes 2-pt shot from 3 ft
4:53.0,S. Curry makes 2-pt shot from 16 ft,2,52-35,,
4:39.0,,,52-38,3,G. Hayward makes 3-pt shot from 25 ft (assist by R. Hood)
4:29.0,K. Durant makes 2-pt shot at rim (assist by S. Livingston),2,54-38,,
4:09.0,,,54-38,,Turnover by R. Gobert (lost ball; steal by D. Green)
4:06.0,S. Curry makes 2-pt shot from 2 ft,2,56-38,,
4:05.0,,,56-38,,Utah full timeout
4:05.0,M. Barnes enters the game for D. Green,,56-38,,
4:05.0,,,56-38,,J. Johnson enters the game for B. Diaw
3:42.0,,,56-38,,D. Exum misses 3-pt shot from 25 ft
3:42.0,Defensive rebound by S. Livingston,,56-38,,
3:31.0,K. Thompson enters the game for S. Livingston,,56-38,,
3:27.0,Z. Pachulia misses 2-pt shot from 16 ft,,56-38,,
3:27.0,,,56-38,,Defensive rebound by D. Exum
3:18.0,,,56-38,,Shooting foul by Z. Pachulia (drawn by D. Exum)
3:18.0,,,56-39,1,D. Exum makes free throw 1 of 2
3:18.0,,,56-40,1,D. Exum makes free throw 2 of 2
3:05.0,S. Curry misses 3-pt shot from 25 ft,,56-40,,
3:04.0,,,56-40,,Defensive rebound by R. Hood
2:57.0,,,56-40,,J. Johnson misses 3-pt shot from 24 ft
2:57.0,Defensive rebound by K. Durant,,56-40,,
2:50.0,K. Durant misses 2-pt shot from 3 ft,,56-40,,
2:49.0,Offensive rebound by K. Durant,,56-40,,
2:49.0,K. Durant makes 2-pt shot from 1 ft,2,58-40,,
2:21.0,,,58-42,2,J. Johnson makes 2-pt shot from 12 ft
2:14.0,Offensive foul by Z. Pachulia,,58-42,,
2:14.0,Turnover by Z. Pachulia (offensive foul),,58-42,,
2:14.0,,,58-42,,Utah full timeout
2:14.0,D. Green enters the game for M. Barnes,,58-42,,
2:14.0,A. Iguodala enters the game for Z. Pachulia,,58-42,,
2:14.0,,,58-42,,J. Ingles enters the game for R. Hood
1:55.0,,,58-44,2,G. Hayward makes 2-pt shot from 3 ft
1:37.0,K. Thompson makes 2-pt shot from 20 ft (assist by D. Green),2,60-44,,
1:12.0,,,60-47,3,J. Ingles makes 3-pt shot from 25 ft (assist by G. Hayward)
1:03.0,K. Thompson misses 2-pt shot from 17 ft,,60-47,,
1:02.0,,,60-47,,Defensive rebound by R. Gobert
0:52.0,,,60-47,,R. Gobert misses 2-pt shot from 3 ft
0:51.0,,,60-47,,Offensive rebound by D. Exum
0:46.0,,,60-50,3,D. Exum makes 3-pt shot from 25 ft (assist by G. Hayward)
0:28.0,D. Green misses 2-pt shot from 4 ft,,60-50,,
0:28.0,Offensive rebound by D. Green,,60-50,,
0:26.0,D. Green misses 2-pt shot from 4 ft,,60-50,,
0:25.0,,,60-50,,Defensive rebound by R. Gobert
0:06.0,,,60-50,,Shooting foul by S. Curry (drawn by G. Hayward)
0:06.0,,,60-51,1,G. Hayward makes free throw 1 of 2
0:06.0,,,60-52,1,G. Hayward makes free throw 2 of 2
0:06.0,,,60-51,,R. Neto enters the game for J. Ingles
0:00.0,S. Curry misses 3-pt shot from 25 ft,,60-52,,
0:00.0,Offensive rebound by Team,,60-52,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,K. Durant makes 2-pt shot from 12 ft,2,62-52,,
11:23.0,,,62-52,,D. Exum misses 3-pt shot from 25 ft
11:23.0,Defensive rebound by S. Curry,,62-52,,
11:11.0,K. Thompson makes 2-pt shot from 21 ft (assist by S. Curry),2,64-52,,
10:54.0,,,64-55,3,G. Hayward makes 3-pt shot from 24 ft (assist by B. Diaw)
10:42.0,K. Thompson misses 2-pt shot from 18 ft,,64-55,,
10:42.0,,,64-55,,Defensive rebound by R. Gobert
10:28.0,,,64-55,,B. Diaw misses 3-pt shot from 24 ft
10:28.0,Defensive rebound by S. Curry,,64-55,,
10:26.0,,,64-55,,Personal foul by G. Hayward (drawn by S. Curry)
10:18.0,K. Durant misses 2-pt shot from 2 ft,,64-55,,
10:17.0,,,64-55,,Defensive rebound by R. Gobert
9:59.0,,,64-55,,G. Hayward misses 2-pt shot from 17 ft
9:59.0,,,64-55,,Offensive rebound by R. Gobert
9:57.0,,,64-57,2,R. Gobert makes 2-pt shot from 2 ft
9:49.0,Z. Pachulia makes 2-pt shot from 1 ft (assist by S. Curry),2,66-57,,
9:24.0,,,66-57,,G. Hayward misses 2-pt shot from 19 ft
9:23.0,,,66-57,,Offensive rebound by R. Gobert
9:22.0,,,66-59,2,R. Gobert makes 2-pt shot from 1 ft
9:22.0,,,66-59,,Shooting foul by Z. Pachulia (drawn by R. Gobert)
9:22.0,,,66-59,,R. Gobert misses free throw 1 of 1
9:21.0,Defensive rebound by Z. Pachulia,,66-59,,
9:15.0,Turnover by S. Curry (bad pass),,66-59,,
9:15.0,J. McGee enters the game for Z. Pachulia,,66-59,,
9:05.0,,,66-59,,Shooting foul by K. Thompson (drawn by S. Mack)
9:05.0,,,66-60,1,S. Mack makes free throw 1 of 2
9:05.0,,,66-61,1,S. Mack makes free throw 2 of 2
8:50.0,K. Thompson misses 2-pt shot from 15 ft,,66-61,,
8:50.0,,,66-61,,Defensive rebound by S. Mack
8:38.0,,,66-61,,D. Exum misses 3-pt shot from 24 ft
8:38.0,Defensive rebound by S. Curry,,66-61,,
8:26.0,K. Durant misses 3-pt shot from 25 ft,,66-61,,
8:26.0,,,66-61,,Defensive rebound by S. Mack
8:14.0,,,66-61,,S. Mack misses 3-pt shot from 25 ft
8:13.0,Defensive rebound by K. Durant,,66-61,,
7:59.0,S. Curry makes 2-pt shot from 4 ft,2,68-61,,
7:55.0,Personal foul by D. Green (drawn by S. Mack),,68-61,,
7:55.0,,,68-61,,J. Ingles enters the game for D. Exum
7:50.0,Personal foul by D. Green (drawn by B. Diaw),,68-61,,
7:35.0,,,68-63,2,S. Mack makes 2-pt shot from 6 ft
7:24.0,K. Thompson misses 3-pt shot from 25 ft,,68-63,,
7:21.0,Offensive rebound by J. McGee,,68-63,,
7:16.0,K. Durant makes 3-pt shot from 25 ft (assist by S. Curry),3,71-63,,
6:58.0,,,71-63,,Turnover by S. Mack (bad pass; steal by D. Green)
6:55.0,K. Durant makes 2-pt shot at rim (assist by D. Green),2,73-63,,
6:54.0,,,73-63,,Utah full timeout
6:54.0,,,73-63,,J. Johnson enters the game for B. Diaw
6:41.0,,,73-63,,Shooting foul by J. McGee (drawn by G. Hayward)
6:41.0,,,73-64,1,G. Hayward makes free throw 1 of 2
6:41.0,,,73-64,,G. Hayward misses free throw 2 of 2
6:41.0,Defensive rebound by D. Green,,73-64,,
6:24.0,Turnover by D. Green (bad pass; steal by G. Hayward),,73-64,,
6:19.0,,,73-66,2,G. Hayward makes 2-pt shot at rim
6:01.0,D. Green makes 3-pt shot from 24 ft (assist by S. Curry),3,76-66,,
5:41.0,,,76-68,2,G. Hayward makes 2-pt shot from 22 ft (assist by S. Mack)
5:26.0,J. McGee makes 2-pt shot from 3 ft (assist by K. Thompson),2,78-68,,
5:13.0,,,78-68,,Shooting foul by K. Durant (drawn by S. Mack)
5:13.0,,,78-69,1,S. Mack makes free throw 1 of 2
5:13.0,,,78-70,1,S. Mack makes free throw 2 of 2
5:13.0,A. Iguodala enters the game for D. Green,,78-69,,
4:59.0,K. Thompson misses 2-pt shot from 20 ft,,78-70,,
4:57.0,,,78-70,,Defensive rebound by S. Mack
4:51.0,,,78-70,,J. Ingles misses 3-pt shot from 24 ft
4:51.0,Defensive rebound by Team,,78-70,,
4:38.0,S. Curry makes 2-pt shot from 3 ft,2,80-70,,
4:23.0,,,80-73,3,S. Mack makes 3-pt shot from 25 ft
4:21.0,Golden State full timeout,,80-73,,
4:04.0,J. McGee makes 2-pt shot from 2 ft (assist by K. Durant),2,82-73,,
3:40.0,,,82-75,2,S. Mack makes 2-pt shot from 8 ft
3:19.0,J. McGee makes 2-pt shot from 16 ft (assist by K. Durant),2,84-75,,
3:02.0,S. Livingston enters the game for K. Thompson,,84-75,,
2:55.0,,,84-75,,Shooting foul by S. Curry (drawn by G. Hayward)
2:55.0,,,84-76,1,G. Hayward makes free throw 1 of 2
2:55.0,,,84-77,1,G. Hayward makes free throw 2 of 2
2:46.0,Shooting foul by R. Gobert (drawn by S. Curry),,84-77,,
2:46.0,S. Curry makes free throw 1 of 2,1,85-77,,
2:46.0,S. Curry makes free throw 2 of 2,1,86-77,,
2:46.0,,,85-77,,R. Hood enters the game for J. Ingles
2:46.0,,,85-77,,D. Favors enters the game for R. Gobert
2:46.0,D. Green enters the game for J. McGee,,85-77,,
2:31.0,,,86-79,2,G. Hayward makes 2-pt shot from 23 ft
2:16.0,S. Curry misses 3-pt shot from 24 ft,,86-79,,
2:15.0,,,86-79,,Defensive rebound by G. Hayward
1:57.0,,,86-79,,D. Favors misses 2-pt shot from 2 ft (block by S. Livingston)
1:56.0,Defensive rebound by S. Curry,,86-79,,
1:54.0,Shooting foul by R. Hood (drawn by A. Iguodala),,86-79,,
1:54.0,A. Iguodala misses free throw 1 of 2,,86-79,,
1:54.0,Offensive rebound by Team,,86-79,,
1:54.0,A. Iguodala makes free throw 2 of 2,1,87-79,,
1:54.0,M. Barnes enters the game for K. Durant,,86-79,,
1:54.0,,,86-79,,J. Ingles enters the game for G. Hayward
1:54.0,,,86-79,,D. Exum enters the game for S. Mack
1:34.0,,,87-79,,J. Johnson misses 2-pt shot from 19 ft
1:34.0,Defensive rebound by A. Iguodala,,87-79,,
1:14.0,D. Green misses 3-pt shot from 26 ft,,87-79,,
1:13.0,,,87-79,,Defensive rebound by D. Favors
0:50.0,,,87-79,,D. Exum misses 2-pt shot from 5 ft
0:49.0,,,87-79,,Offensive rebound by Team
0:49.0,,,87-79,,Turnover by Team (shot clock)
0:36.0,S. Curry makes 3-pt shot from 25 ft,3,90-79,,
0:28.0,,,90-79,,D. Exum misses 2-pt shot from 2 ft
0:27.0,Defensive rebound by M. Barnes,,90-79,,
0:03.0,A. Iguodala makes 3-pt shot from 25 ft (assist by D. Green),3,93-79,,
0:01.0,,,93-79,,R. Hood misses 3-pt shot from 43 ft
0:00.0,,,93-79,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,93-79,,Shooting foul by K. Durant (drawn by R. Hood)
11:45.0,,,93-79,,R. Hood misses free throw 1 of 2
11:45.0,,,93-79,,Offensive rebound by Team
11:45.0,,,93-79,,R. Hood misses free throw 2 of 2
11:44.0,Defensive rebound by D. Green,,93-79,,
11:41.0,,,93-79,,Personal foul by R. Hood (drawn by D. Green)
11:41.0,,,93-79,,B. Diaw enters the game for R. Hood
11:31.0,D. Green makes 2-pt shot from 2 ft (assist by K. Durant),2,95-79,,
11:07.0,,,95-79,,G. Hayward misses 2-pt shot from 13 ft
11:06.0,Defensive rebound by K. Thompson,,95-79,,
10:51.0,D. West misses 2-pt shot from 18 ft,,95-79,,
10:51.0,,,95-79,,Defensive rebound by G. Hayward
10:36.0,,,95-81,2,J. Ingles makes 2-pt shot from 2 ft
10:20.0,Turnover by K. Thompson (bad pass; steal by J. Ingles),,95-81,,
10:10.0,Personal foul by D. West (drawn by J. Ingles),,95-81,,
10:10.0,M. Barnes enters the game for K. Durant,,95-81,,
10:01.0,,,95-83,2,S. Mack makes 2-pt shot from 2 ft
9:43.0,M. Barnes misses 3-pt shot from 23 ft,,95-83,,
9:42.0,,,95-83,,Defensive rebound by D. Favors
9:17.0,,,95-83,,D. Favors misses 2-pt shot from 17 ft
9:17.0,Defensive rebound by D. West,,95-83,,
9:12.0,Shooting foul by S. Mack (drawn by A. Iguodala),,95-83,,
9:12.0,A. Iguodala makes free throw 1 of 2,1,96-83,,
9:12.0,A. Iguodala misses free throw 2 of 2,,96-83,,
9:12.0,,,96-83,,R. Gobert enters the game for D. Favors
9:11.0,,,96-83,,Defensive rebound by J. Ingles
9:00.0,,,96-83,,Turnover by J. Ingles (bad pass; steal by K. Thompson)
8:56.0,Golden State full timeout,,96-83,,
8:56.0,,,96-83,,D. Exum enters the game for B. Diaw
8:48.0,D. Green misses 2-pt shot from 3 ft,,96-83,,
8:48.0,,,96-83,,Defensive rebound by J. Ingles
8:43.0,Personal foul by A. Iguodala (drawn by R. Gobert),,96-83,,
8:35.0,,,96-83,,J. Ingles misses 3-pt shot from 24 ft
8:34.0,Defensive rebound by A. Iguodala,,96-83,,
8:27.0,Offensive foul by K. Thompson,,96-83,,
8:27.0,Turnover by K. Thompson (offensive foul),,96-83,,
8:11.0,,,96-83,,S. Mack misses 3-pt shot from 23 ft
8:11.0,Defensive rebound by M. Barnes,,96-83,,
8:06.0,Shooting foul by D. Exum (drawn by D. Green),,96-83,,
8:06.0,D. Green makes free throw 1 of 2,1,97-83,,
8:06.0,D. Green makes free throw 2 of 2,1,98-83,,
8:06.0,S. Livingston enters the game for A. Iguodala,,97-83,,
7:53.0,Personal foul by M. Barnes (drawn by R. Gobert),,98-83,,
7:45.0,,,98-83,,Turnover by S. Mack (bad pass; steal by D. West)
7:40.0,S. Livingston makes 2-pt shot from 9 ft,2,100-83,,
7:25.0,,,100-83,,G. Hayward misses 2-pt shot from 12 ft
7:24.0,,,100-83,,Offensive rebound by R. Gobert
7:22.0,,,100-83,,R. Gobert misses 2-pt shot from 3 ft
7:21.0,Defensive rebound by M. Barnes,,100-83,,
7:07.0,D. West misses 2-pt shot from 16 ft,,100-83,,
7:07.0,,,100-83,,Defensive rebound by J. Ingles
6:55.0,,,100-83,,S. Mack misses 2-pt shot from 5 ft
6:54.0,,,100-83,,Offensive rebound by R. Gobert
6:54.0,Personal foul by D. Green (drawn by R. Gobert),,100-83,,
6:54.0,,,100-83,,R. Gobert misses free throw 1 of 2
6:54.0,,,100-83,,Offensive rebound by Team
6:54.0,,,100-83,,R. Gobert misses free throw 2 of 2
6:54.0,Defensive rebound by K. Thompson,,100-83,,
6:54.0,K. Durant enters the game for D. Green,,100-83,,
6:54.0,,,100-83,,J. Johnson enters the game for S. Mack
6:54.0,S. Curry enters the game for M. Barnes,,100-83,,
6:41.0,K. Thompson makes 2-pt shot from 2 ft (assist by D. West),2,102-83,,
6:40.0,,,102-83,,Utah full timeout
6:22.0,,,102-85,2,D. Exum makes 2-pt shot from 2 ft
6:03.0,K. Thompson makes 2-pt shot from 3 ft,2,104-85,,
5:44.0,,,104-85,,D. Exum misses 2-pt shot from 1 ft
5:44.0,Defensive rebound by D. West,,104-85,,
5:37.0,K. Thompson misses 3-pt shot from 23 ft,,104-85,,
5:37.0,,,104-85,,Defensive rebound by R. Gobert
