time,Miami,pts.away,score,pts.home,Orlando
6:53.0,D. Waiters misses 2-pt shot from 13 ft,,10-10,,
6:52.0,,,10-10,,Defensive rebound by N. Vucevic
6:40.0,,,10-12,2,E. Payton makes 2-pt shot from 14 ft
6:27.0,L. Babbitt makes 2-pt shot from 16 ft (assist by G. Dragic),2,12-12,,
6:11.0,,,12-12,,E. Fournier misses 2-pt shot from 4 ft
6:09.0,Defensive rebound by H. Whiteside,,12-12,,
6:06.0,J. Winslow makes 2-pt shot from 2 ft,2,14-12,,
6:06.0,Shooting foul by S. Ibaka (drawn by J. Winslow),,14-12,,
6:06.0,,,14-12,,Orlando full timeout
6:06.0,J. Winslow makes free throw 1 of 1,1,15-12,,
6:06.0,,,14-12,,J. Green enters the game for S. Ibaka
5:47.0,,,15-15,3,A. Gordon makes 3-pt shot from 26 ft (assist by E. Payton)
5:27.0,Turnover by G. Dragic (bad pass),,15-15,,
5:27.0,T. Johnson enters the game for J. Winslow,,15-15,,
5:10.0,,,15-15,,N. Vucevic misses 2-pt shot from 2 ft (block by H. Whiteside)
5:10.0,,,15-15,,Offensive rebound by N. Vucevic
5:10.0,,,15-15,,Shooting foul by H. Whiteside (drawn by N. Vucevic)
5:10.0,,,15-15,,N. Vucevic misses free throw 1 of 2
5:10.0,,,15-15,,Offensive rebound by Team
5:10.0,,,15-16,1,N. Vucevic makes free throw 2 of 2
4:59.0,L. Babbitt misses 3-pt shot from 27 ft,,15-16,,
4:58.0,,,15-16,,Defensive rebound by N. Vucevic
4:51.0,,,15-16,,Turnover by E. Payton (traveling)
4:38.0,D. Waiters misses 2-pt shot from 18 ft,,15-16,,
4:35.0,Offensive rebound by H. Whiteside,,15-16,,
4:35.0,H. Whiteside misses 2-pt shot at rim,,15-16,,
4:33.0,,,15-16,,Defensive rebound by A. Gordon
4:26.0,,,15-16,,J. Green misses 2-pt shot from 21 ft
4:24.0,,,15-16,,Offensive rebound by E. Fournier
4:19.0,,,15-16,,E. Fournier misses 2-pt shot from 8 ft
4:17.0,,,15-16,,Offensive rebound by N. Vucevic
4:13.0,,,15-19,3,E. Fournier makes 3-pt shot from 26 ft (assist by J. Green)
4:10.0,Miami full timeout,,15-19,,
4:10.0,J. Johnson enters the game for L. Babbitt,,15-19,,
4:10.0,,,15-19,,M. Hezonja enters the game for A. Gordon
4:01.0,G. Dragic misses 2-pt shot from 3 ft (block by E. Payton),,15-19,,
4:01.0,Offensive rebound by Team,,15-19,,
3:41.0,Turnover by J. Johnson (lost ball),,15-19,,
3:21.0,,,15-19,,E. Fournier misses 3-pt shot from 26 ft
3:20.0,Defensive rebound by H. Whiteside,,15-19,,
3:04.0,,,15-19,,Violation by E. Fournier (kicked ball)
2:57.0,G. Dragic misses 2-pt shot from 7 ft,,15-19,,
2:56.0,Offensive rebound by G. Dragic,,15-19,,
2:56.0,G. Dragic misses 2-pt shot from 1 ft,,15-19,,
2:54.0,Offensive rebound by T. Johnson,,15-19,,
2:43.0,H. Whiteside misses 2-pt shot from 15 ft,,15-19,,
2:41.0,,,15-19,,Defensive rebound by J. Green
2:35.0,Personal foul by H. Whiteside (drawn by N. Vucevic),,15-19,,
2:35.0,W. Reed enters the game for H. Whiteside,,15-19,,
2:35.0,,,15-19,,D. Augustin enters the game for E. Payton
2:27.0,,,15-19,,E. Fournier misses 2-pt shot from 7 ft
2:25.0,,,15-19,,Offensive rebound by M. Hezonja
2:23.0,,,15-19,,M. Hezonja misses 2-pt shot from 22 ft
2:21.0,Defensive rebound by T. Johnson,,15-19,,
2:13.0,T. Johnson makes 2-pt shot from 5 ft,2,17-19,,
1:59.0,,,17-21,2,D. Augustin makes 2-pt shot from 7 ft
1:59.0,,,17-21,,Shooting foul by G. Dragic (drawn by D. Augustin)
1:59.0,,,17-22,1,D. Augustin makes free throw 1 of 1
1:59.0,J. Winslow enters the game for G. Dragic,,17-21,,
1:48.0,J. Johnson misses 3-pt shot from 22 ft,,17-22,,
1:47.0,,,17-22,,Defensive rebound by E. Fournier
1:41.0,R. McGruder enters the game for D. Waiters,,17-22,,
1:38.0,,,17-24,2,E. Fournier makes 2-pt shot from 15 ft (assist by M. Hezonja)
1:25.0,J. Johnson makes 2-pt shot from 1 ft (assist by T. Johnson),2,19-24,,
1:04.0,Shooting block foul by W. Reed (drawn by J. Green),,19-24,,
1:04.0,,,19-24,,J. Green misses free throw 1 of 2
1:04.0,,,19-24,,Offensive rebound by Team
1:04.0,,,19-25,1,J. Green makes free throw 2 of 2
1:04.0,,,19-24,,S. Ibaka enters the game for N. Vucevic
0:54.0,W. Reed makes 2-pt shot from 5 ft (assist by J. Winslow),2,21-25,,
0:42.0,Personal foul by R. McGruder (drawn by E. Fournier),,21-25,,
0:42.0,,,21-26,1,E. Fournier makes free throw 1 of 2
0:42.0,,,21-27,1,E. Fournier makes free throw 2 of 2
0:28.0,T. Johnson misses 2-pt shot from 2 ft,,21-27,,
0:27.0,Offensive rebound by W. Reed,,21-27,,
0:27.0,W. Reed makes 2-pt shot from 1 ft,2,23-27,,
0:06.0,,,23-27,,S. Ibaka misses 3-pt shot from 27 ft
0:05.0,Defensive rebound by J. Winslow,,23-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,23-27,,S. Ibaka misses 2-pt shot from 13 ft
11:40.0,Defensive rebound by T. Johnson,,23-27,,
11:33.0,T. Johnson misses 2-pt shot from 18 ft,,23-27,,
11:31.0,,,23-27,,Defensive rebound by A. Gordon
11:26.0,,,23-27,,J. Green misses 2-pt shot from 1 ft
11:24.0,Defensive rebound by W. Reed,,23-27,,
11:02.0,J. Winslow misses 3-pt shot from 25 ft,,23-27,,
11:00.0,,,23-27,,Defensive rebound by M. Hezonja
10:51.0,,,23-29,2,D. Augustin makes 2-pt shot from 13 ft
10:33.0,T. Johnson makes 2-pt shot from 1 ft (assist by J. Johnson),2,25-29,,
10:19.0,,,25-29,,M. Hezonja misses 2-pt shot from 20 ft
10:18.0,Defensive rebound by W. Reed,,25-29,,
10:02.0,J. Winslow makes 2-pt shot from 5 ft,2,27-29,,
9:43.0,,,27-29,,Shooting foul by R. McGruder (drawn by M. Hezonja)
9:43.0,,,27-29,,M. Hezonja misses free throw 1 of 2
9:43.0,,,27-29,,Offensive rebound by Team
9:43.0,,,27-30,1,M. Hezonja makes free throw 2 of 2
9:30.0,T. Johnson makes 2-pt shot from 21 ft (assist by J. Winslow),2,29-30,,
9:07.0,,,29-30,,A. Gordon misses 2-pt shot from 17 ft
9:06.0,,,29-30,,Offensive rebound by M. Hezonja
8:55.0,,,29-30,,M. Hezonja misses 2-pt shot from 3 ft (block by J. Winslow)
8:55.0,Defensive rebound by J. Winslow,,29-30,,
8:55.0,Official timeout,,29-30,,
8:55.0,Jump ball: D. Augustin vs. J. Winslow (W. Reed gains possession),,,,Jump ball: D. Augustin vs. J. Winslow (W. Reed gains possession)
8:41.0,J. Winslow misses 2-pt shot from 7 ft (block by A. Gordon),,29-30,,
8:40.0,,,29-30,,Defensive rebound by A. Gordon
8:33.0,,,29-30,,Turnover by A. Gordon (bad pass; steal by T. Johnson)
8:30.0,T. Johnson makes 2-pt shot at rim,2,31-30,,
8:10.0,,,31-30,,S. Ibaka misses 2-pt shot from 9 ft
8:09.0,Defensive rebound by T. Johnson,,31-30,,
8:01.0,J. Winslow misses 3-pt shot from 26 ft,,31-30,,
7:59.0,Offensive rebound by W. Reed,,31-30,,
7:44.0,R. McGruder misses 2-pt shot from 12 ft,,31-30,,
7:43.0,,,31-30,,Defensive rebound by D. Augustin
7:36.0,,,31-32,2,J. Green makes 2-pt shot from 1 ft (assist by D. Augustin)
7:22.0,J. Winslow makes 2-pt shot from 2 ft,2,33-32,,
7:04.0,,,33-34,2,S. Ibaka makes 2-pt shot from 6 ft (assist by A. Gordon)
6:40.0,J. Winslow misses 2-pt shot from 20 ft,,33-34,,
6:40.0,,,33-34,,Defensive rebound by Team
6:40.0,G. Dragic enters the game for J. Winslow,,33-34,,
6:40.0,D. Waiters enters the game for T. Johnson,,33-34,,
6:40.0,,,33-34,,E. Payton enters the game for D. Augustin
6:19.0,,,33-34,,Offensive charge foul by A. Gordon
6:19.0,,,33-34,,Turnover by A. Gordon (offensive foul)
6:19.0,H. Whiteside enters the game for W. Reed,,33-34,,
6:09.0,Shooting foul by M. Hezonja (drawn by R. McGruder),,33-34,,
6:09.0,,,33-34,,Orlando full timeout
6:09.0,R. McGruder misses free throw 1 of 2,,33-34,,
6:09.0,Offensive rebound by Team,,33-34,,
6:09.0,R. McGruder makes free throw 2 of 2,1,34-34,,
5:54.0,,,34-34,,E. Payton misses 3-pt shot from 24 ft (block by H. Whiteside)
5:52.0,,,34-34,,Offensive rebound by E. Payton
5:49.0,,,34-34,,S. Ibaka misses 2-pt shot from 5 ft
5:48.0,Defensive rebound by D. Waiters,,34-34,,
5:40.0,D. Waiters misses 2-pt shot from 3 ft,,34-34,,
5:38.0,Offensive rebound by H. Whiteside,,34-34,,
5:36.0,H. Whiteside makes 2-pt shot at rim,2,36-34,,
5:21.0,,,36-36,2,M. Hezonja makes 2-pt shot from 21 ft
5:04.0,H. Whiteside misses 2-pt shot from 5 ft,,36-36,,
5:02.0,,,36-36,,Defensive rebound by A. Gordon
4:54.0,,,36-38,2,J. Green makes 2-pt shot from 6 ft (assist by A. Gordon)
4:54.0,Violation by H. Whiteside (def goaltending),,36-38,,
4:43.0,G. Dragic makes 2-pt shot from 1 ft,2,38-38,,
4:35.0,,,38-38,,Shooting foul by G. Dragic (drawn by S. Ibaka)
4:35.0,,,38-39,1,E. Payton makes free throw 1 of 2
4:35.0,,,38-40,1,E. Payton makes free throw 2 of 2
4:35.0,,,38-39,,E. Fournier enters the game for M. Hezonja
4:35.0,,,38-39,,N. Vucevic enters the game for J. Green
4:23.0,R. McGruder misses 3-pt shot from 25 ft,,38-40,,
4:21.0,,,38-40,,Defensive rebound by S. Ibaka
4:15.0,,,38-43,3,S. Ibaka makes 3-pt shot from 26 ft (assist by A. Gordon)
4:04.0,J. Johnson makes 2-pt shot from 3 ft,2,40-43,,
4:04.0,Shooting foul by S. Ibaka (drawn by J. Johnson),,40-43,,
4:04.0,J. Johnson makes free throw 1 of 1,1,41-43,,
4:04.0,,,40-43,,J. Green enters the game for S. Ibaka
3:55.0,,,41-43,,Turnover by E. Payton (bad pass; steal by R. McGruder)
3:55.0,,,41-43,,Personal foul by E. Payton (drawn by R. McGruder)
3:46.0,G. Dragic makes 2-pt shot from 2 ft (assist by J. Johnson),2,43-43,,
3:33.0,,,43-43,,E. Payton misses 2-pt shot from 2 ft
3:31.0,,,43-43,,Offensive rebound by J. Green
3:31.0,,,43-43,,J. Green misses 2-pt shot from 1 ft
3:29.0,Defensive rebound by H. Whiteside,,43-43,,
3:18.0,H. Whiteside misses 2-pt shot from 18 ft,,43-43,,
3:17.0,,,43-43,,Defensive rebound by J. Green
3:12.0,Personal foul by J. Johnson (drawn by J. Green),,43-43,,
3:07.0,,,43-43,,E. Fournier misses 2-pt shot from 7 ft
3:06.0,Defensive rebound by H. Whiteside,,43-43,,
2:47.0,G. Dragic makes 2-pt shot from 16 ft,2,45-43,,
2:43.0,Shooting block foul by G. Dragic (drawn by E. Payton),,45-43,,
2:43.0,Miami full timeout,,45-43,,
2:43.0,,,45-44,1,E. Payton makes free throw 1 of 2
2:43.0,,,45-45,1,E. Payton makes free throw 2 of 2
2:43.0,J. Winslow enters the game for G. Dragic,,45-43,,
2:43.0,T. Johnson enters the game for R. McGruder,,45-43,,
2:43.0,,,45-43,,S. Ibaka enters the game for J. Green
2:25.0,H. Whiteside makes 2-pt shot from 7 ft (assist by T. Johnson),2,47-45,,
2:04.0,,,47-47,2,S. Ibaka makes 2-pt shot from 1 ft (assist by A. Gordon)
1:45.0,J. Winslow misses 2-pt shot from 21 ft,,47-47,,
1:41.0,,,47-47,,Defensive rebound by E. Payton
1:40.0,,,47-47,,Shooting foul by J. Winslow (drawn by E. Payton)
1:40.0,,,47-48,1,E. Payton makes free throw 1 of 2
1:40.0,,,47-49,1,E. Payton makes free throw 2 of 2
1:40.0,W. Reed enters the game for H. Whiteside,,47-48,,
1:34.0,,,47-49,,Personal foul by E. Fournier (drawn by D. Waiters)
1:26.0,W. Reed misses 2-pt shot from 16 ft,,47-49,,
1:25.0,,,47-49,,Defensive rebound by S. Ibaka
1:15.0,,,47-51,2,N. Vucevic makes 2-pt shot from 6 ft (assist by E. Payton)
1:04.0,J. Johnson makes 3-pt shot from 26 ft (assist by T. Johnson),3,50-51,,
0:52.0,,,50-53,2,N. Vucevic makes 2-pt shot from 11 ft
0:36.0,T. Johnson misses 3-pt shot from 29 ft,,50-53,,
0:34.0,,,50-53,,Defensive rebound by S. Ibaka
0:27.0,,,50-53,,E. Payton misses 2-pt shot from 9 ft
0:25.0,Defensive rebound by W. Reed,,50-53,,
0:21.0,Miami full timeout,,50-53,,
0:21.0,,,50-53,,D. Augustin enters the game for S. Ibaka
0:21.0,R. McGruder enters the game for J. Winslow,,50-53,,
0:21.0,L. Babbitt enters the game for J. Johnson,,50-53,,
0:01.0,L. Babbitt misses 2-pt shot from 4 ft,,50-53,,
0:00.0,,,50-53,,Defensive rebound by N. Vucevic
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,,,50-53,,E. Fournier misses 2-pt shot from 3 ft
11:36.0,Defensive rebound by H. Whiteside,,50-53,,
11:13.0,Turnover by Team (shot clock),,50-53,,
10:58.0,,,50-53,,S. Ibaka misses 2-pt shot from 18 ft
10:57.0,Defensive rebound by D. Waiters,,50-53,,
10:49.0,Shooting foul by E. Fournier (drawn by D. Waiters),,50-53,,
10:49.0,D. Waiters makes free throw 1 of 2,1,51-53,,
10:49.0,D. Waiters misses free throw 2 of 2,,51-53,,
10:48.0,,,51-53,,Defensive rebound by N. Vucevic
10:34.0,,,51-53,,Turnover by A. Gordon (lost ball; steal by J. Winslow)
10:30.0,D. Waiters misses 2-pt shot from 2 ft,,51-53,,
10:26.0,Offensive rebound by G. Dragic,,51-53,,
10:26.0,G. Dragic makes 2-pt shot from 1 ft,2,53-53,,
10:11.0,,,53-53,,N. Vucevic misses 2-pt shot from 6 ft
10:11.0,Defensive rebound by Team,,53-53,,
10:11.0,,,53-53,,Loose ball foul by S. Ibaka (drawn by H. Whiteside)
10:00.0,D. Waiters makes 2-pt shot from 2 ft (assist by L. Babbitt),2,55-53,,
10:00.0,Technical foul by D. Waiters,,55-53,,
10:00.0,,,55-54,1,E. Fournier makes technical free throw
9:49.0,,,55-54,,E. Payton misses 2-pt shot from 1 ft (block by H. Whiteside)
9:46.0,Defensive rebound by H. Whiteside,,55-54,,
9:43.0,G. Dragic makes 2-pt shot from 2 ft,2,57-54,,
9:43.0,,,57-54,,Orlando full timeout
9:26.0,Violation by H. Whiteside (def goaltending),,57-54,,
9:26.0,,,57-56,2,A. Gordon makes 2-pt shot from 1 ft (assist by E. Payton)
9:26.0,Technical foul by H. Whiteside,,57-56,,
9:26.0,,,57-56,,E. Fournier misses technical free throw
9:26.0,Offensive rebound by Team,,57-56,,
9:13.0,L. Babbitt misses 2-pt shot from 21 ft,,57-56,,
9:08.0,Offensive rebound by J. Winslow,,57-56,,
9:03.0,D. Waiters misses 2-pt shot from 1 ft,,57-56,,
8:56.0,Offensive rebound by D. Waiters,,57-56,,
8:56.0,D. Waiters makes 2-pt shot from 1 ft,2,59-56,,
8:39.0,,,59-56,,S. Ibaka misses 2-pt shot from 4 ft
8:37.0,Defensive rebound by L. Babbitt,,59-56,,
8:28.0,L. Babbitt misses 3-pt shot from 26 ft,,59-56,,
8:26.0,,,59-56,,Defensive rebound by S. Ibaka
8:18.0,,,59-58,2,N. Vucevic makes 2-pt shot from 22 ft (assist by E. Payton)
7:53.0,G. Dragic misses 2-pt shot from 17 ft,,59-58,,
7:51.0,,,59-58,,Defensive rebound by S. Ibaka
7:41.0,,,59-58,,E. Fournier misses 2-pt shot from 3 ft (block by H. Whiteside)
7:38.0,Defensive rebound by G. Dragic,,59-58,,
7:35.0,J. Winslow makes 2-pt shot from 2 ft (assist by G. Dragic),2,61-58,,
7:15.0,Personal foul by D. Waiters (drawn by E. Fournier),,61-58,,
7:07.0,,,61-58,,A. Gordon misses 2-pt shot from 20 ft
7:04.0,Defensive rebound by D. Waiters,,61-58,,
6:54.0,H. Whiteside makes 2-pt shot at rim (assist by D. Waiters),2,63-58,,
6:43.0,,,63-58,,N. Vucevic misses 2-pt shot from 1 ft
6:41.0,,,63-58,,Offensive rebound by A. Gordon
6:41.0,,,63-58,,A. Gordon misses 2-pt shot from 2 ft
6:39.0,Defensive rebound by H. Whiteside,,63-58,,
6:31.0,L. Babbitt makes 3-pt shot from 26 ft (assist by D. Waiters),3,66-58,,
6:30.0,,,66-58,,Orlando full timeout
6:30.0,,,66-58,,D. Augustin enters the game for A. Gordon
6:30.0,T. Johnson enters the game for J. Winslow,,66-58,,
6:13.0,,,66-58,,Shooting foul by G. Dragic (drawn by D. Augustin)
6:13.0,,,66-59,1,D. Augustin makes free throw 1 of 2
6:13.0,,,66-60,1,D. Augustin makes free throw 2 of 2
6:13.0,R. McGruder enters the game for G. Dragic,,66-59,,
6:01.0,L. Babbitt makes 3-pt shot from 24 ft (assist by D. Waiters),3,69-60,,
5:47.0,,,69-60,,S. Ibaka misses 2-pt shot from 5 ft
5:45.0,,,69-60,,Offensive rebound by N. Vucevic
5:45.0,,,69-60,,N. Vucevic misses 2-pt shot from 1 ft
5:45.0,Defensive rebound by T. Johnson,,69-60,,
5:41.0,Offensive charge foul by T. Johnson,,69-60,,
5:41.0,Turnover by T. Johnson (offensive foul),,69-60,,
5:24.0,,,69-60,,E. Fournier misses 3-pt shot from 28 ft
5:23.0,Defensive rebound by Team,,69-60,,
5:11.0,Turnover by R. McGruder (bad pass; steal by E. Fournier),,69-60,,
5:01.0,,,69-63,3,S. Ibaka makes 3-pt shot from 25 ft (assist by E. Fournier)
5:00.0,Miami full timeout,,69-63,,
5:00.0,,,69-63,,J. Green enters the game for S. Ibaka
4:47.0,T. Johnson misses 2-pt shot from 1 ft,,69-63,,
4:46.0,,,69-63,,Defensive rebound by N. Vucevic
4:33.0,,,69-63,,J. Green misses 3-pt shot from 24 ft
4:32.0,Defensive rebound by D. Waiters,,69-63,,
4:24.0,H. Whiteside misses 2-pt shot from 2 ft,,69-63,,
4:23.0,Offensive rebound by Team,,69-63,,
4:18.0,H. Whiteside makes 2-pt shot at rim (assist by D. Waiters),2,71-63,,
3:56.0,,,71-65,2,N. Vucevic makes 2-pt shot from 5 ft (assist by E. Fournier)
3:36.0,L. Babbitt misses 3-pt shot from 28 ft,,71-65,,
3:33.0,Offensive rebound by R. McGruder,,71-65,,
3:25.0,Shooting foul by D. Augustin (drawn by R. McGruder),,71-65,,
3:25.0,R. McGruder makes free throw 1 of 3,1,72-65,,
3:25.0,R. McGruder makes free throw 2 of 3,1,73-65,,
3:25.0,R. McGruder makes free throw 3 of 3,1,74-65,,
3:05.0,,,74-65,,E. Fournier misses 3-pt shot from 26 ft
3:04.0,Defensive rebound by R. McGruder,,74-65,,
2:47.0,L. Babbitt misses 3-pt shot from 28 ft,,74-65,,
2:46.0,,,74-65,,Defensive rebound by N. Vucevic
2:38.0,,,74-65,,D. Augustin misses 3-pt shot from 27 ft
2:37.0,Defensive rebound by H. Whiteside,,74-65,,
2:20.0,D. Waiters misses 2-pt shot from 3 ft,,74-65,,
2:18.0,Offensive rebound by H. Whiteside,,74-65,,
2:18.0,H. Whiteside makes 2-pt shot from 1 ft,2,76-65,,
1:44.0,,,76-65,,Turnover by E. Payton (lost ball; steal by R. McGruder)
1:33.0,H. Whiteside makes 2-pt shot from 2 ft (assist by L. Babbitt),2,78-65,,
1:23.0,,,78-65,,Turnover by J. Green (bad pass)
1:23.0,J. Winslow enters the game for L. Babbitt,,78-65,,
1:23.0,J. Johnson enters the game for D. Waiters,,78-65,,
1:23.0,,,78-65,,M. Hezonja enters the game for E. Payton
1:15.0,Turnover by H. Whiteside (bad pass),,78-65,,
1:03.0,Personal foul by R. McGruder (drawn by E. Fournier),,78-65,,
1:00.0,,,78-67,2,E. Fournier makes 2-pt shot from 13 ft (assist by M. Hezonja)
0:48.0,J. Winslow misses 2-pt shot from 17 ft,,78-67,,
0:46.0,Offensive rebound by J. Winslow,,78-67,,
0:35.0,H. Whiteside misses 2-pt shot from 12 ft,,78-67,,
0:34.0,Offensive rebound by Team,,78-67,,
0:34.0,,,78-67,,Loose ball foul by E. Fournier (drawn by R. McGruder)
0:34.0,,,78-67,,S. Ibaka enters the game for N. Vucevic
0:32.0,R. McGruder makes 2-pt shot from 2 ft (assist by H. Whiteside),2,80-67,,
0:16.0,,,80-67,,Shooting foul by J. Winslow (drawn by J. Green)
0:16.0,,,80-68,1,J. Green makes free throw 1 of 2
0:16.0,,,80-69,1,J. Green makes free throw 2 of 2
0:16.0,W. Reed enters the game for H. Whiteside,,80-68,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,J. Winslow makes 2-pt shot at rim (assist by J. Johnson),2,82-69,,
11:34.0,,,82-69,,J. Green misses 3-pt shot from 28 ft
11:32.0,Defensive rebound by R. McGruder,,82-69,,
11:26.0,T. Johnson makes 2-pt shot at rim (assist by J. Winslow),2,84-69,,
11:26.0,Shooting foul by J. Green (drawn by T. Johnson),,84-69,,
11:26.0,T. Johnson makes free throw 1 of 1,1,85-69,,
11:21.0,Personal foul by T. Johnson (drawn by D. Augustin),,85-69,,
11:09.0,,,85-69,,M. Hezonja misses 2-pt shot from 18 ft
11:08.0,Defensive rebound by J. Winslow,,85-69,,
11:00.0,W. Reed makes 2-pt shot at rim (assist by J. Johnson),2,87-69,,
11:00.0,,,87-69,,Orlando full timeout
10:48.0,,,87-69,,Offensive foul by D. Augustin
10:48.0,,,87-69,,Turnover by D. Augustin (offensive foul)
10:48.0,,,87-69,,E. Payton enters the game for M. Hezonja
10:48.0,,,87-69,,E. Fournier enters the game for D. Augustin
10:31.0,J. Johnson misses 2-pt shot from 21 ft,,87-69,,
10:30.0,,,87-69,,Defensive rebound by A. Gordon
10:23.0,,,87-69,,S. Ibaka misses 3-pt shot from 26 ft
10:22.0,Defensive rebound by T. Johnson,,87-69,,
10:12.0,J. Johnson misses 2-pt shot from 2 ft (block by S. Ibaka),,87-69,,
10:10.0,,,87-69,,Defensive rebound by E. Payton
10:08.0,,,87-69,,Shooting foul by R. McGruder (drawn by E. Fournier)
10:08.0,,,87-70,1,E. Fournier makes free throw 1 of 2
10:08.0,,,87-70,,E. Fournier misses free throw 2 of 2
10:05.0,Defensive rebound by J. Johnson,,87-70,,
9:54.0,T. Johnson makes 2-pt shot from 20 ft (assist by J. Winslow),2,89-70,,
9:35.0,,,89-72,2,S. Ibaka makes 2-pt shot from 1 ft
9:13.0,J. Winslow misses 2-pt shot from 18 ft,,89-72,,
9:10.0,Offensive rebound by W. Reed,,89-72,,
9:04.0,W. Reed makes 2-pt shot at rim (assist by J. Johnson),2,91-72,,
8:53.0,,,91-72,,E. Payton misses 2-pt shot from 1 ft (block by J. Winslow)
8:52.0,,,91-72,,Offensive rebound by Team
8:52.0,,,91-72,,N. Vucevic enters the game for J. Green
8:52.0,G. Dragic enters the game for T. Johnson,,91-72,,
8:46.0,,,91-74,2,E. Fournier makes 2-pt shot from 17 ft
8:22.0,Turnover by J. Winslow (bad pass; steal by N. Vucevic),,91-74,,
8:15.0,,,91-77,3,A. Gordon makes 3-pt shot from 26 ft (assist by E. Fournier)
8:13.0,Miami full timeout,,91-77,,
7:59.0,G. Dragic misses 3-pt shot from 25 ft,,91-77,,
7:58.0,,,91-77,,Defensive rebound by S. Ibaka
7:40.0,,,91-77,,E. Fournier misses 2-pt shot from 2 ft
7:38.0,Defensive rebound by J. Winslow,,91-77,,
7:24.0,J. Johnson makes 3-pt shot from 25 ft (assist by G. Dragic),3,94-77,,
7:10.0,,,94-80,3,E. Fournier makes 3-pt shot from 25 ft (assist by N. Vucevic)
6:45.0,G. Dragic makes 2-pt shot from 17 ft,2,96-80,,
6:35.0,,,96-80,,A. Gordon misses 3-pt shot from 26 ft
6:31.0,Defensive rebound by J. Johnson,,96-80,,
