time,Atlanta,pts.away,score,pts.home,Indiana
2:36.0,T. Sefolosha misses 3-pt shot from 25 ft,,49-40,,
2:35.0,,,49-40,,Defensive rebound by M. Turner
2:23.0,,,49-40,,A. Jefferson enters the game for M. Turner
2:18.0,,,49-42,2,P. George makes 2-pt shot from 18 ft (assist by J. Teague)
2:03.0,D. Schroder misses 2-pt shot from 6 ft,,49-42,,
2:02.0,,,49-42,,Defensive rebound by J. Teague
1:47.0,,,49-42,,P. George misses 2-pt shot from 16 ft
1:47.0,Defensive rebound by D. Schroder,,49-42,,
1:32.0,T. Sefolosha misses 2-pt shot from 18 ft,,49-42,,
1:31.0,Offensive rebound by M. Muscala,,49-42,,
1:29.0,D. Schroder misses 3-pt shot from 26 ft,,49-42,,
1:29.0,,,49-42,,Defensive rebound by Team
1:12.0,,,49-44,2,M. Ellis makes 2-pt shot from 20 ft (assist by P. George)
0:53.0,T. Hardaway misses 2-pt shot from 19 ft,,49-44,,
0:52.0,,,49-44,,Defensive rebound by P. George
0:36.0,M. Delaney enters the game for D. Schroder,,49-44,,
0:33.0,,,49-44,,A. Jefferson misses 2-pt shot from 12 ft
0:33.0,Defensive rebound by M. Muscala,,49-44,,
0:28.0,Offensive charge foul by T. Hardaway,,49-44,,
0:28.0,Turnover by T. Hardaway (offensive foul),,49-44,,
0:28.0,,,49-44,,Indiana full timeout
0:28.0,K. Bazemore enters the game for T. Hardaway,,49-44,,
0:28.0,T. Waller-Prince enters the game for M. Delaney,,49-44,,
0:04.0,,,49-44,,P. George misses 3-pt shot from 27 ft (block by K. Bazemore)
0:04.0,,,49-44,,Offensive rebound by Team
0:04.0,,,49-44,,Turnover by Team (shot clock)
0:04.0,Atlanta full timeout,,49-44,,
0:04.0,D. Howard enters the game for K. Bazemore,,49-44,,
0:04.0,T. Hardaway enters the game for M. Muscala,,49-44,,
0:04.0,M. Delaney enters the game for T. Waller-Prince,,49-44,,
0:04.0,,,49-44,,L. Allen enters the game for A. Jefferson
0:03.0,Turnover by T. Sefolosha (bad pass; steal by P. George),,49-44,,
0:00.0,,,49-44,,P. George misses 3-pt shot from 32 ft
0:00.0,,,49-44,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,49-47,3,M. Turner makes 3-pt shot from 26 ft
11:25.0,K. Bazemore makes 2-pt shot from 14 ft,2,51-47,,
11:14.0,,,51-47,,M. Ellis misses 2-pt shot from 15 ft
11:13.0,Defensive rebound by T. Sefolosha,,51-47,,
10:58.0,K. Bazemore misses 2-pt shot from 4 ft,,51-47,,
10:55.0,Offensive rebound by D. Howard,,51-47,,
10:55.0,D. Howard makes 2-pt shot from 1 ft,2,53-47,,
10:42.0,,,53-49,2,P. George makes 2-pt shot from 18 ft (assist by M. Ellis)
10:35.0,Turnover by D. Schroder (bad pass; steal by M. Turner),,53-49,,
10:30.0,,,53-49,,Turnover by J. Teague (bad pass)
10:17.0,D. Schroder misses 2-pt shot from 16 ft,,53-49,,
10:16.0,,,53-49,,Defensive rebound by T. Young
10:06.0,,,53-49,,J. Teague misses 3-pt shot from 27 ft
10:06.0,Defensive rebound by T. Sefolosha,,53-49,,
9:58.0,K. Bazemore makes 2-pt shot from 22 ft (assist by T. Sefolosha),2,55-49,,
9:43.0,,,55-49,,P. George misses 2-pt shot from 11 ft
9:40.0,Defensive rebound by T. Sefolosha,,55-49,,
9:33.0,K. Bazemore misses 3-pt shot from 24 ft,,55-49,,
9:32.0,,,55-49,,Defensive rebound by T. Young
9:22.0,,,55-49,,P. George misses 3-pt shot from 25 ft
9:21.0,Defensive rebound by D. Howard,,55-49,,
9:12.0,P. Millsap makes 2-pt shot from 4 ft,2,57-49,,
9:12.0,Shooting foul by P. George (drawn by P. Millsap),,57-49,,
9:12.0,P. Millsap makes free throw 1 of 1,1,58-49,,
8:46.0,,,58-49,,P. George misses 3-pt shot from 39 ft
8:46.0,,,58-49,,Offensive rebound by Team
8:46.0,,,58-49,,Turnover by Team (shot clock)
8:36.0,,,58-49,,Def 3 sec tech foul by M. Turner
8:36.0,D. Schroder makes technical free throw,1,59-49,,
8:27.0,Turnover by P. Millsap (bad pass; steal by M. Turner),,59-49,,
8:20.0,,,59-51,2,M. Ellis makes 2-pt shot from 3 ft
8:20.0,,,59-51,,Shooting foul by K. Bazemore (drawn by M. Ellis)
8:20.0,,,59-51,,M. Ellis misses free throw 1 of 1
8:20.0,Defensive rebound by D. Howard,,59-51,,
8:02.0,Shooting foul by J. Teague (drawn by D. Howard),,59-51,,
8:02.0,D. Howard misses free throw 1 of 2,,59-51,,
8:02.0,Offensive rebound by Team,,59-51,,
8:02.0,D. Howard makes free throw 2 of 2,1,60-51,,
7:50.0,,,60-51,,Turnover by M. Ellis (bad pass; steal by P. Millsap)
7:44.0,D. Schroder makes 2-pt shot from 3 ft (assist by P. Millsap),2,62-51,,
7:35.0,,,62-51,,Indiana full timeout
7:25.0,,,62-51,,M. Turner misses 2-pt shot from 17 ft
7:24.0,Defensive rebound by P. Millsap,,62-51,,
7:13.0,P. Millsap misses 3-pt shot from 25 ft,,62-51,,
7:12.0,,,62-51,,Defensive rebound by P. George
6:47.0,,,62-53,2,P. George makes 2-pt shot from 20 ft (assist by M. Ellis)
6:24.0,K. Bazemore misses 3-pt shot from 27 ft,,62-53,,
6:23.0,Offensive rebound by D. Schroder,,62-53,,
6:17.0,D. Schroder makes 3-pt shot from 23 ft (assist by P. Millsap),3,65-53,,
6:17.0,Loose ball foul by D. Howard (drawn by J. Teague),,65-53,,
6:07.0,Personal foul by T. Sefolosha (drawn by P. George),,65-53,,
6:06.0,,,65-53,,Shooting foul by P. Millsap (drawn by T. Young)
6:06.0,,,65-54,1,T. Young makes free throw 1 of 2
6:06.0,,,65-55,1,T. Young makes free throw 2 of 2
6:06.0,M. Muscala enters the game for P. Millsap,,65-54,,
5:53.0,T. Sefolosha misses 2-pt shot from 18 ft,,65-55,,
5:52.0,Offensive rebound by D. Howard,,65-55,,
5:27.0,T. Sefolosha misses 2-pt shot from 12 ft,,65-55,,
5:24.0,,,65-55,,Defensive rebound by M. Ellis
5:20.0,,,65-55,,M. Ellis misses 2-pt shot from 2 ft
5:18.0,,,65-55,,Offensive rebound by J. Teague
5:11.0,,,65-57,2,T. Young makes 2-pt shot from 2 ft (assist by M. Turner)
4:55.0,D. Schroder misses 2-pt shot from 4 ft,,65-57,,
4:55.0,,,65-57,,Defensive rebound by P. George
4:47.0,,,65-57,,Turnover by P. George (bad pass; steal by K. Bazemore)
4:43.0,Turnover by K. Bazemore (bad pass),,65-57,,
4:29.0,,,65-59,2,M. Ellis makes 2-pt shot from 21 ft
4:19.0,Turnover by M. Muscala (bad pass; steal by J. Teague),,65-59,,
4:09.0,,,65-62,3,T. Young makes 3-pt shot from 26 ft (assist by J. Teague)
4:08.0,Atlanta full timeout,,65-62,,
4:08.0,M. Delaney enters the game for D. Howard,,65-62,,
4:08.0,T. Hardaway enters the game for K. Bazemore,,65-62,,
4:08.0,P. Millsap enters the game for D. Schroder,,65-62,,
3:48.0,P. Millsap misses 2-pt shot from 13 ft,,65-62,,
3:47.0,,,65-62,,Defensive rebound by M. Ellis
3:42.0,,,65-64,2,M. Ellis makes 2-pt shot from 4 ft
3:23.0,M. Delaney makes 3-pt shot from 25 ft (assist by P. Millsap),3,68-64,,
2:59.0,,,68-64,,P. George misses 2-pt shot from 2 ft (block by P. Millsap)
2:58.0,,,68-64,,Offensive rebound by P. George
2:56.0,,,68-64,,Turnover by P. George (bad pass; steal by P. Millsap)
2:48.0,,,68-64,,Personal block foul by P. George (drawn by P. Millsap)
2:48.0,T. Waller-Prince enters the game for T. Sefolosha,,68-64,,
2:48.0,,,68-64,,A. Jefferson enters the game for M. Turner
2:48.0,,,68-64,,R. Stuckey enters the game for J. Teague
2:39.0,T. Hardaway misses 3-pt shot from 23 ft,,68-64,,
2:39.0,,,68-64,,Defensive rebound by A. Jefferson
2:25.0,,,68-64,,P. George misses 2-pt shot from 18 ft
2:24.0,Defensive rebound by M. Delaney,,68-64,,
2:12.0,P. Millsap makes 2-pt shot from 11 ft,2,70-64,,
2:02.0,,,70-64,,Offensive charge foul by R. Stuckey
2:02.0,,,70-64,,Turnover by R. Stuckey (offensive foul)
2:02.0,,,70-64,,G. Robinson enters the game for P. George
1:55.0,,,70-64,,Personal foul by M. Ellis (drawn by M. Delaney)
1:44.0,T. Waller-Prince misses 3-pt shot from 26 ft,,70-64,,
1:42.0,Offensive rebound by P. Millsap,,70-64,,
1:42.0,P. Millsap makes 2-pt shot from 1 ft,2,72-64,,
1:28.0,,,72-64,,M. Ellis misses 2-pt shot from 20 ft
1:27.0,Defensive rebound by P. Millsap,,72-64,,
1:07.0,M. Muscala misses 2-pt shot from 2 ft,,72-64,,
1:07.0,,,72-64,,Defensive rebound by G. Robinson
0:53.0,,,72-64,,T. Young misses 2-pt shot from 16 ft
0:52.0,Defensive rebound by T. Waller-Prince,,72-64,,
0:27.0,M. Muscala misses 2-pt shot from 20 ft,,72-64,,
0:26.0,,,72-64,,Defensive rebound by G. Robinson
0:03.0,,,72-66,2,M. Ellis makes 2-pt shot from 2 ft
0:01.0,,,72-66,,Personal foul by M. Ellis (drawn by M. Delaney)
0:01.0,M. Delaney makes free throw 1 of 2,1,73-66,,
0:01.0,M. Delaney makes free throw 2 of 2,1,74-66,,
0:00.0,,,74-66,,Turnover by T. Young (bad pass; steal by P. Millsap)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,T. Waller-Prince makes 3-pt shot from 24 ft (assist by T. Hardaway),3,77-66,,
11:27.0,Personal foul by M. Delaney (drawn by A. Jefferson),,77-66,,
11:21.0,,,77-66,,Turnover by G. Robinson (bad pass; steal by M. Delaney)
11:20.0,Shooting foul by J. Teague (drawn by M. Delaney),,77-66,,
11:20.0,M. Delaney makes free throw 1 of 2,1,78-66,,
11:20.0,M. Delaney makes free throw 2 of 2,1,79-66,,
11:02.0,,,79-66,,J. Teague misses 2-pt shot from 3 ft (block by M. Delaney)
11:01.0,Defensive rebound by T. Hardaway,,79-66,,
10:58.0,M. Muscala makes 2-pt shot from 2 ft (assist by T. Hardaway),2,81-66,,
10:58.0,Shooting foul by L. Allen (drawn by M. Muscala),,81-66,,
10:58.0,M. Muscala makes free throw 1 of 1,1,82-66,,
10:44.0,,,82-66,,R. Stuckey misses 2-pt shot from 18 ft
10:43.0,Defensive rebound by P. Millsap,,82-66,,
10:19.0,P. Millsap misses 2-pt shot from 17 ft,,82-66,,
10:19.0,,,82-66,,Defensive rebound by L. Allen
10:10.0,Personal foul by M. Delaney (drawn by J. Teague),,82-66,,
9:58.0,,,82-66,,G. Robinson misses 3-pt shot from 26 ft
9:57.0,Defensive rebound by P. Millsap,,82-66,,
9:40.0,T. Hardaway misses 3-pt shot from 25 ft,,82-66,,
9:40.0,Offensive rebound by P. Millsap,,82-66,,
9:34.0,Turnover by T. Waller-Prince (bad pass; steal by L. Allen),,82-66,,
9:27.0,,,82-66,,J. Teague misses 2-pt shot from 4 ft (block by T. Waller-Prince)
9:26.0,,,82-66,,Offensive rebound by G. Robinson
9:11.0,,,82-66,,R. Stuckey misses 2-pt shot from 18 ft
9:10.0,Defensive rebound by T. Waller-Prince,,82-66,,
8:59.0,P. Millsap misses 3-pt shot from 25 ft,,82-66,,
8:58.0,,,82-66,,Defensive rebound by J. Teague
8:54.0,,,82-66,,Indiana full timeout
8:54.0,D. Howard enters the game for M. Muscala,,82-66,,
8:54.0,,,82-66,,T. Young enters the game for A. Jefferson
8:54.0,,,82-66,,M. Turner enters the game for G. Robinson
8:54.0,,,82-66,,P. George enters the game for L. Allen
8:43.0,,,82-66,,Turnover by T. Young (back court)
8:32.0,P. Millsap makes 2-pt shot from 8 ft,2,84-66,,
8:17.0,,,84-66,,J. Teague misses 2-pt shot from 7 ft
8:17.0,Defensive rebound by D. Howard,,84-66,,
8:12.0,Turnover by M. Delaney (lost ball; steal by J. Teague),,84-66,,
8:06.0,,,84-66,,T. Young misses 3-pt shot from 26 ft
8:04.0,,,84-66,,Offensive rebound by Team
7:52.0,,,84-68,2,J. Teague makes 2-pt shot from 9 ft
7:29.0,T. Waller-Prince makes 2-pt shot from 11 ft,2,86-68,,
7:22.0,Personal foul by T. Waller-Prince (drawn by P. George),,86-68,,
7:22.0,M. Muscala enters the game for P. Millsap,,86-68,,
7:19.0,Personal foul by T. Waller-Prince (drawn by M. Turner),,86-68,,
7:07.0,,,86-68,,R. Stuckey misses 3-pt shot from 23 ft
7:06.0,Defensive rebound by D. Howard,,86-68,,
6:53.0,T. Hardaway misses 2-pt shot from 4 ft,,86-68,,
6:51.0,Offensive rebound by D. Howard,,86-68,,
6:51.0,D. Howard makes 2-pt shot from 2 ft,2,88-68,,
6:36.0,Personal block foul by T. Waller-Prince (drawn by P. George),,88-68,,
6:36.0,,,88-69,1,P. George makes free throw 1 of 2
6:36.0,,,88-70,1,P. George makes free throw 2 of 2
6:36.0,,,88-69,,M. Ellis enters the game for R. Stuckey
6:36.0,T. Sefolosha enters the game for T. Waller-Prince,,88-69,,
6:22.0,T. Hardaway misses 2-pt shot from 18 ft,,88-70,,
6:22.0,,,88-70,,Defensive rebound by T. Young
6:14.0,,,88-70,,J. Teague misses 2-pt shot from 2 ft
6:12.0,,,88-70,,Offensive rebound by M. Turner
6:07.0,,,88-72,2,J. Teague makes 2-pt shot from 3 ft
6:07.0,,,88-72,,Shooting foul by D. Howard (drawn by J. Teague)
6:07.0,,,88-73,1,J. Teague makes free throw 1 of 1
5:52.0,M. Delaney misses 2-pt shot from 19 ft,,88-73,,
5:52.0,,,88-73,,Defensive rebound by M. Turner
5:44.0,,,88-73,,M. Turner misses 2-pt shot from 20 ft
5:42.0,,,88-73,,Offensive rebound by T. Young
5:25.0,,,88-73,,M. Ellis misses 2-pt shot from 12 ft (block by T. Hardaway)
5:22.0,Defensive rebound by D. Howard,,88-73,,
5:21.0,Turnover by D. Howard (lost ball; steal by P. George),,88-73,,
5:12.0,,,88-76,3,M. Ellis makes 3-pt shot from 25 ft (assist by J. Teague)
5:12.0,Atlanta full timeout,,88-76,,
5:12.0,P. Millsap enters the game for M. Muscala,,88-76,,
5:12.0,K. Bazemore enters the game for T. Hardaway,,88-76,,
4:54.0,D. Howard makes 2-pt shot from 6 ft,2,90-76,,
4:38.0,,,90-76,,P. George misses 3-pt shot from 25 ft
