time,Washington,pts.away,score,pts.home,Charlotte
8:38.0,J. Smith misses 2-pt shot from 18 ft,,7-7,,
8:35.0,,,7-7,,Defensive rebound by C. Zeller
8:28.0,Personal foul by B. Beal (drawn by C. Zeller),,7-7,,
8:28.0,,,7-8,1,C. Zeller makes free throw 1 of 2
8:28.0,,,7-8,,C. Zeller misses free throw 2 of 2
8:27.0,Defensive rebound by M. Gortat,,7-8,,
8:06.0,O. Porter misses 3-pt shot from 25 ft,,7-8,,
8:05.0,,,7-8,,Defensive rebound by M. Williams
7:58.0,,,7-8,,N. Batum misses 3-pt shot from 24 ft
7:56.0,Defensive rebound by J. Smith,,7-8,,
7:43.0,J. Wall misses 2-pt shot from 1 ft,,7-8,,
7:42.0,,,7-8,,Defensive rebound by M. Kidd-Gilchrist
7:24.0,,,7-10,2,C. Zeller makes 2-pt shot at rim (assist by K. Walker)
6:59.0,J. Smith makes 2-pt shot from 16 ft (assist by B. Beal),2,9-10,,
6:37.0,,,9-10,,M. Williams misses 3-pt shot from 24 ft
6:35.0,,,9-10,,Offensive rebound by C. Zeller
6:35.0,,,9-12,2,C. Zeller makes 2-pt shot at rim
6:06.0,M. Gortat makes 2-pt shot from 7 ft,2,11-12,,
5:55.0,,,11-12,,Turnover by K. Walker (lost ball; steal by J. Wall)
5:53.0,J. Wall makes 2-pt shot from 1 ft,2,13-12,,
5:53.0,Shooting foul by M. Kidd-Gilchrist (drawn by J. Wall),,13-12,,
5:53.0,,,13-12,,Charlotte full timeout
5:53.0,J. Wall makes free throw 1 of 1,1,14-12,,
5:53.0,,,13-12,,M. Belinelli enters the game for M. Williams
5:53.0,,,13-12,,F. Kaminsky enters the game for N. Batum
5:31.0,Personal foul by J. Smith (drawn by K. Walker),,14-12,,
5:22.0,,,14-12,,F. Kaminsky misses 3-pt shot from 27 ft
5:21.0,Defensive rebound by B. Beal,,14-12,,
5:08.0,O. Porter misses 3-pt shot from 25 ft,,14-12,,
5:06.0,,,14-12,,Defensive rebound by Team
4:46.0,,,14-12,,Shooting foul by B. Beal (drawn by M. Belinelli)
4:46.0,,,14-13,1,M. Belinelli makes free throw 1 of 3
4:46.0,,,14-14,1,M. Belinelli makes free throw 2 of 3
4:46.0,,,14-15,1,M. Belinelli makes free throw 3 of 3
4:46.0,B. Jennings enters the game for B. Beal,,14-13,,
4:38.0,J. Wall misses 2-pt shot from 21 ft,,14-15,,
4:36.0,Offensive rebound by O. Porter,,14-15,,
4:26.0,B. Jennings misses 3-pt shot from 25 ft,,14-15,,
4:25.0,,,14-15,,Defensive rebound by F. Kaminsky
4:10.0,,,14-15,,M. Belinelli misses 2-pt shot from 4 ft
4:09.0,Defensive rebound by B. Jennings,,14-15,,
3:45.0,O. Porter misses 2-pt shot from 19 ft,,14-15,,
3:43.0,Offensive rebound by M. Gortat,,14-15,,
3:37.0,Shooting foul by M. Kidd-Gilchrist (drawn by O. Porter),,14-15,,
3:37.0,O. Porter makes free throw 1 of 2,1,15-15,,
3:37.0,O. Porter makes free throw 2 of 2,1,16-15,,
3:37.0,,,15-15,,B. Weber enters the game for K. Walker
3:37.0,,,15-15,,J. Lamb enters the game for M. Kidd-Gilchrist
3:17.0,,,16-15,,Turnover by M. Belinelli (bad pass; steal by O. Porter)
3:13.0,Shooting foul by J. Lamb (drawn by J. Wall),,16-15,,
3:13.0,J. Wall misses free throw 1 of 2,,16-15,,
3:13.0,Offensive rebound by Team,,16-15,,
3:13.0,J. Wall makes free throw 2 of 2,1,17-15,,
3:13.0,,,16-15,,M. Williams enters the game for C. Zeller
3:13.0,B. Bogdanovic enters the game for M. Gortat,,16-15,,
3:13.0,I. Mahinmi enters the game for O. Porter,,16-15,,
2:49.0,,,17-15,,Turnover by Team (shot clock)
2:49.0,Washington full timeout,,17-15,,
2:49.0,K. Oubre enters the game for J. Wall,,17-15,,
2:23.0,B. Bogdanovic misses 2-pt shot from 10 ft,,17-15,,
2:22.0,,,17-15,,Defensive rebound by B. Weber
2:15.0,,,17-15,,B. Weber misses 2-pt shot from 1 ft
2:14.0,Defensive rebound by I. Mahinmi,,17-15,,
2:08.0,J. Smith makes 3-pt shot from 25 ft (assist by B. Jennings),3,20-15,,
1:44.0,Personal foul by B. Jennings (drawn by J. Lamb),,20-15,,
1:35.0,,,20-15,,M. Belinelli misses 2-pt shot from 22 ft
1:34.0,Defensive rebound by K. Oubre,,20-15,,
1:23.0,Turnover by B. Bogdanovic (bad pass; steal by M. Williams),,20-15,,
1:17.0,,,20-17,2,M. Williams makes 2-pt shot from 4 ft
1:05.0,,,20-17,,Violation by M. Williams (kicked ball)
1:05.0,Turnover by B. Jennings (bad pass),,20-17,,
0:51.0,,,20-17,,Turnover by F. Kaminsky (bad pass; steal by B. Jennings)
0:51.0,,,20-17,,Personal foul by M. Belinelli (drawn by B. Jennings)
0:35.0,B. Bogdanovic misses 3-pt shot from 26 ft,,20-17,,
0:34.0,,,20-17,,Defensive rebound by J. Lamb
0:25.0,,,20-17,,Shooting foul by I. Mahinmi (drawn by J. Lamb)
0:25.0,,,20-18,1,J. Lamb makes free throw 1 of 2
0:25.0,,,20-19,1,J. Lamb makes free throw 2 of 2
0:02.0,I. Mahinmi misses 2-pt shot from 1 ft,,20-19,,
0:01.0,,,20-19,,Defensive rebound by M. Williams
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:33.0,B. Jennings misses 3-pt shot from 23 ft,,20-19,,
11:32.0,,,20-19,,Defensive rebound by J. Lamb
11:20.0,,,20-19,,J. Lamb misses 3-pt shot from 24 ft
11:18.0,Defensive rebound by T. Satoransky,,20-19,,
11:06.0,I. Mahinmi makes 2-pt shot from 1 ft (assist by T. Satoransky),2,22-19,,
10:44.0,,,22-19,,F. Kaminsky misses 2-pt shot from 6 ft
10:43.0,Defensive rebound by Team,,22-19,,
10:31.0,B. Bogdanovic makes 3-pt shot from 25 ft (assist by B. Jennings),3,25-19,,
10:16.0,Personal foul by K. Oubre (drawn by J. Lamb),,25-19,,
10:05.0,,,25-19,,Shooting foul by K. Oubre (drawn by F. Kaminsky)
10:05.0,,,25-20,1,F. Kaminsky makes free throw 1 of 2
10:05.0,,,25-21,1,F. Kaminsky makes free throw 2 of 2
9:53.0,B. Bogdanovic misses 3-pt shot from 28 ft,,25-21,,
9:52.0,Offensive rebound by Team,,25-21,,
9:43.0,Shooting foul by J. Lamb (drawn by I. Mahinmi),,25-21,,
9:43.0,I. Mahinmi makes free throw 1 of 2,1,26-21,,
9:43.0,I. Mahinmi makes free throw 2 of 2,1,27-21,,
9:23.0,,,27-21,,M. Belinelli misses 2-pt shot from 7 ft
9:19.0,Defensive rebound by B. Bogdanovic,,27-21,,
9:14.0,B. Jennings misses 2-pt shot at rim,,27-21,,
9:07.0,,,27-21,,Defensive rebound by J. Lamb
9:01.0,,,27-21,,F. Kaminsky misses 2-pt shot from 20 ft
9:01.0,Defensive rebound by Team,,27-21,,
9:01.0,,,27-21,,K. Walker enters the game for B. Weber
8:37.0,K. Oubre misses 2-pt shot at rim (block by J. Lamb),,27-21,,
8:35.0,Offensive rebound by B. Jennings,,27-21,,
8:29.0,B. Jennings makes 2-pt shot from 18 ft,2,29-21,,
8:18.0,,,29-23,2,M. Belinelli makes 2-pt shot from 1 ft (assist by M. Williams)
8:12.0,B. Jennings misses 3-pt shot from 24 ft,,29-23,,
8:12.0,Offensive rebound by Team,,29-23,,
8:12.0,,,29-23,,Loose ball foul by J. Lamb (drawn by T. Satoransky)
8:12.0,Official timeout,,29-23,,
8:11.0,,,29-23,,N. Batum enters the game for M. Williams
8:11.0,,,29-23,,C. Zeller enters the game for J. Lamb
7:56.0,K. Oubre makes 2-pt shot from 1 ft,2,31-23,,
7:41.0,,,31-23,,M. Belinelli misses 2-pt shot from 17 ft
7:40.0,Defensive rebound by I. Mahinmi,,31-23,,
7:22.0,Turnover by B. Bogdanovic (lost ball; steal by C. Zeller),,31-23,,
7:09.0,,,31-25,2,N. Batum makes 2-pt shot from 11 ft
7:04.0,Washington full timeout,,31-25,,
7:04.0,J. Wall enters the game for B. Jennings,,31-25,,
7:04.0,B. Beal enters the game for T. Satoransky,,31-25,,
6:53.0,Shooting foul by M. Belinelli (drawn by I. Mahinmi),,31-25,,
6:53.0,I. Mahinmi makes free throw 1 of 2,1,32-25,,
6:53.0,I. Mahinmi misses free throw 2 of 2,,32-25,,
6:52.0,,,32-25,,Defensive rebound by N. Batum
6:38.0,,,32-27,2,C. Zeller makes 2-pt shot at rim (assist by F. Kaminsky)
6:23.0,B. Bogdanovic misses 3-pt shot from 25 ft,,32-27,,
6:21.0,,,32-27,,Defensive rebound by M. Belinelli
6:01.0,,,32-27,,F. Kaminsky misses 2-pt shot from 7 ft
6:00.0,Defensive rebound by J. Wall,,32-27,,
5:46.0,B. Bogdanovic misses 2-pt shot from 4 ft (block by C. Zeller),,32-27,,
5:44.0,,,32-27,,Defensive rebound by K. Walker
5:39.0,,,32-29,2,C. Zeller makes 2-pt shot from 1 ft (assist by K. Walker)
5:18.0,B. Beal misses 2-pt shot from 22 ft,,32-29,,
5:16.0,,,32-29,,Defensive rebound by K. Walker
4:55.0,,,32-29,,K. Walker misses 2-pt shot from 9 ft
4:54.0,Defensive rebound by I. Mahinmi,,32-29,,
4:47.0,B. Beal misses 2-pt shot from 2 ft,,32-29,,
4:46.0,,,32-29,,Defensive rebound by N. Batum
4:41.0,,,32-29,,Offensive charge foul by N. Batum
4:41.0,,,32-29,,Turnover by N. Batum (offensive foul)
4:39.0,M. Gortat enters the game for B. Bogdanovic,,32-29,,
4:39.0,O. Porter enters the game for I. Mahinmi,,32-29,,
4:29.0,,,32-29,,M. Kidd-Gilchrist enters the game for M. Belinelli
4:24.0,M. Gortat makes 2-pt shot from 1 ft (assist by J. Wall),2,34-29,,
3:58.0,,,34-29,,N. Batum misses 3-pt shot from 24 ft
3:57.0,Defensive rebound by M. Gortat,,34-29,,
3:44.0,O. Porter misses 3-pt shot from 23 ft,,34-29,,
3:43.0,,,34-29,,Defensive rebound by N. Batum
3:36.0,,,34-29,,F. Kaminsky misses 3-pt shot from 25 ft
3:34.0,Defensive rebound by M. Gortat,,34-29,,
3:19.0,B. Beal misses 3-pt shot from 24 ft,,34-29,,
3:19.0,Offensive rebound by Team,,34-29,,
3:19.0,,,34-29,,M. Williams enters the game for F. Kaminsky
3:14.0,Turnover by K. Oubre (bad pass; steal by M. Kidd-Gilchrist),,34-29,,
3:07.0,,,34-29,,K. Walker misses 3-pt shot from 25 ft
3:06.0,Defensive rebound by M. Gortat,,34-29,,
2:58.0,B. Beal misses 3-pt shot from 24 ft,,34-29,,
2:57.0,,,34-29,,Defensive rebound by M. Williams
2:49.0,,,34-29,,K. Walker misses 2-pt shot from 2 ft (block by M. Gortat)
2:46.0,Defensive rebound by J. Wall,,34-29,,
2:43.0,,,34-29,,Violation by M. Williams (kicked ball)
2:43.0,,,34-29,,Charlotte full timeout
2:43.0,,,34-29,,M. Belinelli enters the game for M. Kidd-Gilchrist
2:20.0,J. Wall misses 2-pt shot from 3 ft,,34-29,,
2:19.0,,,34-29,,Defensive rebound by M. Williams
2:12.0,,,34-32,3,M. Williams makes 3-pt shot from 25 ft (assist by K. Walker)
1:55.0,B. Beal misses 2-pt shot from 17 ft,,34-32,,
1:54.0,,,34-32,,Defensive rebound by Team
1:43.0,,,34-35,3,K. Walker makes 3-pt shot from 26 ft (assist by N. Batum)
1:29.0,Turnover by J. Wall (bad pass; steal by M. Williams),,34-35,,
1:23.0,,,34-35,,K. Walker misses 2-pt shot from 1 ft (block by J. Wall)
1:21.0,Defensive rebound by M. Gortat,,34-35,,
1:16.0,O. Porter makes 3-pt shot from 25 ft (assist by J. Wall),3,37-35,,
0:58.0,,,37-38,3,K. Walker makes 3-pt shot from 25 ft (assist by M. Belinelli)
0:35.0,Shooting foul by K. Walker (drawn by J. Wall),,37-38,,
0:35.0,J. Wall makes free throw 1 of 2,1,38-38,,
0:35.0,J. Wall misses free throw 2 of 2,,38-38,,
0:35.0,T. Satoransky enters the game for B. Beal,,38-38,,
0:34.0,,,38-38,,Defensive rebound by N. Batum
0:24.0,,,38-38,,Shooting foul by M. Gortat (drawn by C. Zeller)
0:24.0,,,38-39,1,C. Zeller makes free throw 1 of 2
0:24.0,Washington full timeout,,38-39,,
0:24.0,,,38-39,,C. Zeller misses free throw 2 of 2
0:24.0,B. Beal enters the game for T. Satoransky,,38-39,,
0:23.0,Defensive rebound by O. Porter,,38-39,,
0:04.0,Shooting foul by C. Zeller (drawn by J. Wall),,38-39,,
0:04.0,J. Wall makes free throw 1 of 2,1,39-39,,
0:04.0,J. Wall makes free throw 2 of 2,1,40-39,,
0:04.0,T. Satoransky enters the game for B. Beal,,39-39,,
0:00.0,,,40-39,,K. Walker misses 3-pt shot from 25 ft (block by J. Wall)
0:00.0,,,40-39,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,Turnover by J. Wall (bad pass; steal by C. Zeller),,40-39,,
11:42.0,,,40-39,,K. Walker misses 3-pt shot from 25 ft
11:42.0,Defensive rebound by Team,,40-39,,
11:24.0,J. Wall misses 3-pt shot from 25 ft,,40-39,,
11:23.0,,,40-39,,Defensive rebound by N. Batum
11:06.0,,,40-39,,M. Williams misses 2-pt shot from 18 ft
11:05.0,Defensive rebound by J. Wall,,40-39,,
10:53.0,Turnover by B. Beal (bad pass; steal by C. Zeller),,40-39,,
10:33.0,,,40-41,2,M. Kidd-Gilchrist makes 2-pt shot from 16 ft
10:09.0,M. Gortat misses 2-pt shot from 15 ft,,40-41,,
10:08.0,,,40-41,,Defensive rebound by N. Batum
10:00.0,,,40-41,,N. Batum misses 3-pt shot from 25 ft
9:59.0,Defensive rebound by M. Gortat,,40-41,,
9:49.0,Shooting foul by M. Williams (drawn by M. Gortat),,40-41,,
9:49.0,M. Gortat makes free throw 1 of 2,1,41-41,,
9:49.0,M. Gortat makes free throw 2 of 2,1,42-41,,
9:38.0,Violation by M. Gortat (kicked ball),,42-41,,
9:34.0,,,42-41,,Turnover by N. Batum (lost ball; steal by O. Porter)
9:30.0,J. Wall makes 2-pt shot at rim (assist by J. Smith),2,44-41,,
9:19.0,Personal foul by J. Wall (drawn by K. Walker),,44-41,,
9:09.0,,,44-41,,K. Walker misses 2-pt shot from 19 ft
9:06.0,,,44-41,,Offensive rebound by N. Batum
9:06.0,,,44-43,2,N. Batum makes 2-pt shot at rim
8:51.0,Shooting foul by M. Williams (drawn by B. Beal),,44-43,,
8:51.0,B. Beal misses free throw 1 of 2,,44-43,,
8:51.0,Offensive rebound by Team,,44-43,,
8:51.0,B. Beal makes free throw 2 of 2,1,45-43,,
8:35.0,,,45-43,,Shooting foul by O. Porter (drawn by C. Zeller)
8:35.0,,,45-45,2,C. Zeller makes 2-pt shot from 4 ft (assist by N. Batum)
8:35.0,,,45-46,1,C. Zeller makes free throw 1 of 1
8:20.0,O. Porter misses 2-pt shot at rim (block by M. Kidd-Gilchrist),,45-46,,
8:18.0,,,45-46,,Defensive rebound by N. Batum
8:10.0,,,45-48,2,M. Kidd-Gilchrist makes 2-pt shot from 1 ft (assist by M. Williams)
7:56.0,O. Porter makes 3-pt shot from 25 ft (assist by J. Wall),3,48-48,,
7:34.0,,,48-48,,M. Kidd-Gilchrist misses 2-pt shot from 14 ft
7:33.0,Defensive rebound by B. Beal,,48-48,,
7:26.0,,,48-48,,Personal block foul by C. Zeller (drawn by J. Wall)
7:18.0,Turnover by O. Porter (bad pass),,48-48,,
7:18.0,,,48-48,,M. Belinelli enters the game for N. Batum
7:18.0,,,48-48,,F. Kaminsky enters the game for M. Williams
6:54.0,,,48-48,,F. Kaminsky misses 2-pt shot from 7 ft (block by J. Smith)
6:52.0,Defensive rebound by J. Smith,,48-48,,
6:47.0,B. Beal misses 3-pt shot from 25 ft,,48-48,,
6:46.0,,,48-48,,Defensive rebound by F. Kaminsky
6:31.0,,,48-50,2,M. Kidd-Gilchrist makes 2-pt shot at rim (assist by F. Kaminsky)
6:31.0,Washington full timeout,,48-50,,
6:21.0,Shooting foul by M. Kidd-Gilchrist (drawn by B. Beal),,48-50,,
6:21.0,B. Beal makes free throw 1 of 2,1,49-50,,
6:21.0,B. Beal makes free throw 2 of 2,1,50-50,,
6:04.0,,,50-52,2,C. Zeller makes 2-pt shot at rim (assist by M. Belinelli)
5:49.0,B. Beal makes 2-pt shot from 21 ft (assist by J. Wall),2,52-52,,
5:31.0,,,52-52,,M. Kidd-Gilchrist misses 2-pt shot from 8 ft
5:30.0,Defensive rebound by Team,,52-52,,
5:14.0,M. Gortat misses 2-pt shot from 2 ft (block by C. Zeller),,52-52,,
5:11.0,,,52-52,,Defensive rebound by C. Zeller
5:01.0,,,52-54,2,C. Zeller makes 2-pt shot from 1 ft (assist by K. Walker)
4:45.0,J. Smith makes 2-pt shot from 16 ft (assist by O. Porter),2,54-54,,
4:30.0,,,54-56,2,K. Walker makes 2-pt shot from 16 ft
4:13.0,M. Gortat misses 2-pt shot from 5 ft,,54-56,,
4:12.0,,,54-56,,Defensive rebound by C. Zeller
4:04.0,,,54-56,,K. Walker misses 2-pt shot from 2 ft
4:03.0,Defensive rebound by M. Gortat,,54-56,,
4:00.0,Shooting foul by F. Kaminsky (drawn by J. Wall),,54-56,,
4:00.0,,,54-56,,Technical foul by F. Kaminsky (drawn by J. Wall)
4:00.0,Technical foul by J. Wall,,54-56,,
4:00.0,J. Wall misses free throw 1 of 2,,54-56,,
4:00.0,Offensive rebound by Team,,54-56,,
4:00.0,J. Wall makes free throw 2 of 2,1,55-56,,
4:00.0,I. Mahinmi enters the game for O. Porter,,54-56,,
4:00.0,,,54-56,,B. Weber enters the game for K. Walker
4:00.0,B. Bogdanovic enters the game for M. Gortat,,54-56,,
3:45.0,,,55-56,,C. Zeller misses 2-pt shot from 8 ft (block by J. Smith)
3:45.0,,,55-56,,Offensive rebound by Team
3:42.0,,,55-59,3,M. Belinelli makes 3-pt shot from 24 ft (assist by B. Weber)
3:21.0,J. Smith misses 2-pt shot from 6 ft (block by M. Kidd-Gilchrist),,55-59,,
3:19.0,Offensive rebound by J. Smith,,55-59,,
3:15.0,Turnover by Team (shot clock),,55-59,,
2:55.0,,,55-59,,F. Kaminsky misses 3-pt shot from 24 ft
2:54.0,,,55-59,,Offensive rebound by B. Weber
2:54.0,,,55-61,2,B. Weber makes 2-pt shot from 1 ft
2:41.0,Offensive foul by B. Bogdanovic,,55-61,,
2:41.0,Turnover by B. Bogdanovic (offensive foul),,55-61,,
2:41.0,,,55-61,,Charlotte full timeout
2:41.0,,,55-61,,M. Williams enters the game for C. Zeller
2:41.0,B. Jennings enters the game for B. Beal,,55-61,,
2:21.0,,,55-61,,F. Kaminsky misses 2-pt shot from 2 ft
2:20.0,,,55-61,,Offensive rebound by M. Kidd-Gilchrist
2:20.0,,,55-63,2,M. Kidd-Gilchrist makes 2-pt shot from 1 ft
2:03.0,J. Wall makes 2-pt shot from 1 ft (assist by B. Bogdanovic),2,57-63,,
1:50.0,Personal foul by I. Mahinmi (drawn by M. Belinelli),,57-63,,
1:50.0,,,57-63,,J. Lamb enters the game for M. Kidd-Gilchrist
1:36.0,,,57-63,,F. Kaminsky misses 3-pt shot from 25 ft
1:35.0,Defensive rebound by I. Mahinmi,,57-63,,
1:28.0,J. Smith misses 2-pt shot from 20 ft,,57-63,,
1:27.0,,,57-63,,Defensive rebound by J. Lamb
1:20.0,,,57-63,,Shooting foul by I. Mahinmi (drawn by F. Kaminsky)
1:20.0,,,57-63,,F. Kaminsky misses free throw 1 of 2
1:20.0,,,57-63,,Offensive rebound by Team
1:20.0,,,57-64,1,F. Kaminsky makes free throw 2 of 2
1:20.0,K. Oubre enters the game for J. Wall,,57-63,,
1:06.0,B. Bogdanovic makes 2-pt shot at rim (assist by B. Jennings),2,59-64,,
0:48.0,,,59-64,,J. Lamb misses 2-pt shot from 12 ft
0:48.0,,,59-64,,Offensive rebound by Team
0:44.0,,,59-64,,M. Belinelli misses 2-pt shot from 18 ft
0:41.0,,,59-64,,Offensive rebound by Team
0:30.0,,,59-64,,M. Belinelli misses 2-pt shot from 1 ft
0:29.0,Defensive rebound by J. Smith,,59-64,,
0:24.0,Shooting foul by F. Kaminsky (drawn by B. Bogdanovic),,59-64,,
0:24.0,B. Bogdanovic makes free throw 1 of 2,1,60-64,,
0:24.0,B. Bogdanovic makes free throw 2 of 2,1,61-64,,
0:10.0,,,61-64,,B. Weber misses 2-pt shot from 2 ft
0:10.0,,,61-64,,Offensive rebound by F. Kaminsky
0:10.0,,,61-64,,Shooting foul by B. Jennings (drawn by F. Kaminsky)
0:10.0,,,61-64,,F. Kaminsky misses free throw 1 of 2
0:10.0,,,61-64,,Offensive rebound by Team
0:10.0,,,61-64,,F. Kaminsky misses free throw 2 of 2
0:10.0,Defensive rebound by I. Mahinmi,,61-64,,
0:01.0,J. Smith misses 3-pt shot from 26 ft,,61-64,,
0:00.0,Offensive rebound by Team,,61-64,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,Personal foul by O. Porter (drawn by M. Belinelli),,61-64,,
11:32.0,,,61-64,,J. Lamb misses 2-pt shot from 11 ft
11:30.0,Defensive rebound by B. Jennings,,61-64,,
11:22.0,I. Mahinmi misses 2-pt shot from 2 ft (block by F. Kaminsky),,61-64,,
11:22.0,Offensive rebound by Team,,61-64,,
11:17.0,I. Mahinmi misses 2-pt shot from 8 ft,,61-64,,
11:16.0,,,61-64,,Defensive rebound by J. Lamb
11:03.0,,,61-67,3,F. Kaminsky makes 3-pt shot from 26 ft (assist by J. Lamb)
10:41.0,O. Porter misses 3-pt shot from 25 ft,,61-67,,
10:39.0,Offensive rebound by I. Mahinmi,,61-67,,
10:36.0,K. Oubre makes 3-pt shot from 25 ft (assist by I. Mahinmi),3,64-67,,
10:20.0,,,64-69,2,M. Belinelli makes 2-pt shot from 19 ft (assist by B. Weber)
10:00.0,B. Jennings misses 3-pt shot from 25 ft,,64-69,,
9:59.0,,,64-69,,Defensive rebound by M. Williams
9:47.0,,,64-71,2,F. Kaminsky makes 2-pt shot from 1 ft (assist by M. Williams)
9:47.0,Washington full timeout,,64-71,,
9:28.0,,,64-71,,Violation by F. Kaminsky (kicked ball)
9:22.0,B. Bogdanovic makes 2-pt shot from 11 ft (assist by B. Jennings),2,66-71,,
8:56.0,,,66-73,2,J. Lamb makes 2-pt shot from 19 ft
8:48.0,,,66-73,,K. Walker enters the game for B. Weber
8:42.0,B. Bogdanovic makes 3-pt shot from 25 ft (assist by B. Jennings),3,69-73,,
8:17.0,,,69-75,2,F. Kaminsky makes 2-pt shot from 4 ft (assist by J. Lamb)
8:05.0,Turnover by B. Bogdanovic (lost ball),,69-75,,
8:05.0,B. Beal enters the game for B. Jennings,,69-75,,
8:05.0,J. Wall enters the game for K. Oubre,,69-75,,
8:00.0,,,69-75,,N. Batum enters the game for M. Belinelli
7:46.0,,,69-78,3,F. Kaminsky makes 3-pt shot from 24 ft (assist by J. Lamb)
7:21.0,J. Wall misses 2-pt shot from 2 ft,,69-78,,
7:19.0,Offensive rebound by I. Mahinmi,,69-78,,
7:19.0,I. Mahinmi makes 2-pt shot at rim,2,71-78,,
7:02.0,,,71-78,,K. Walker misses 3-pt shot from 25 ft
7:01.0,Defensive rebound by B. Bogdanovic,,71-78,,
6:55.0,O. Porter makes 3-pt shot from 25 ft (assist by J. Wall),3,74-78,,
6:55.0,,,74-78,,Charlotte full timeout
6:55.0,,,74-78,,M. Kidd-Gilchrist enters the game for M. Williams
6:55.0,,,74-78,,C. Zeller enters the game for J. Lamb
6:30.0,,,74-78,,F. Kaminsky misses 3-pt shot from 27 ft
6:30.0,Defensive rebound by Team,,74-78,,
6:18.0,Turnover by J. Wall (bad pass; steal by M. Kidd-Gilchrist),,74-78,,
6:09.0,,,74-78,,M. Kidd-Gilchrist misses 2-pt shot from 1 ft (block by B. Beal)
6:07.0,Defensive rebound by B. Bogdanovic,,74-78,,
6:02.0,O. Porter misses 3-pt shot from 24 ft,,74-78,,
6:00.0,,,74-78,,Defensive rebound by M. Kidd-Gilchrist
5:50.0,,,74-78,,Shooting foul by O. Porter (drawn by F. Kaminsky)
5:50.0,,,74-79,1,F. Kaminsky makes free throw 1 of 2
5:50.0,,,74-79,,F. Kaminsky misses free throw 2 of 2
5:50.0,Defensive rebound by M. Gortat,,74-79,,
5:50.0,M. Gortat enters the game for I. Mahinmi,,74-79,,
5:29.0,B. Beal makes 2-pt shot from 8 ft,2,76-79,,
5:12.0,,,76-79,,K. Walker misses 2-pt shot from 18 ft
5:11.0,Defensive rebound by M. Gortat,,76-79,,
5:00.0,B. Beal misses 3-pt shot from 24 ft,,76-79,,
4:58.0,,,76-79,,Defensive rebound by F. Kaminsky
4:40.0,,,76-81,2,N. Batum makes 2-pt shot from 17 ft (assist by K. Walker)
4:25.0,Shooting foul by M. Kidd-Gilchrist (drawn by B. Beal),,76-81,,
4:25.0,B. Beal misses free throw 1 of 2,,76-81,,
4:25.0,Offensive rebound by Team,,76-81,,
4:25.0,B. Beal makes free throw 2 of 2,1,77-81,,
4:25.0,J. Smith enters the game for B. Bogdanovic,,76-81,,
4:25.0,,,76-81,,M. Williams enters the game for F. Kaminsky
4:12.0,,,77-84,3,K. Walker makes 3-pt shot from 23 ft (assist by N. Batum)
3:55.0,M. Gortat misses 2-pt shot from 10 ft,,77-84,,
3:54.0,,,77-84,,Defensive rebound by C. Zeller
3:43.0,,,77-84,,Turnover by N. Batum (bad pass; steal by O. Porter)
