time,Golden State,pts.away,score,pts.home,Phoenix
1:28.0,,,17-24,,Offensive rebound by A. Len
1:26.0,,,17-24,,A. Len misses 2-pt shot from 1 ft
1:22.0,,,17-24,,Offensive rebound by T. Warren
1:22.0,,,17-26,2,T. Warren makes 2-pt shot at rim
1:09.0,D. West misses 2-pt shot from 12 ft (block by A. Len),,17-26,,
1:08.0,,,17-26,,Defensive rebound by A. Len
1:01.0,,,17-28,2,B. Knight makes 2-pt shot at rim
0:48.0,K. Thompson misses 3-pt shot from 27 ft,,17-28,,
0:47.0,,,17-28,,Defensive rebound by P. Tucker
0:38.0,,,17-28,,Shooting foul by D. West (drawn by A. Len)
0:38.0,,,17-29,1,A. Len makes free throw 1 of 2
0:38.0,,,17-30,1,A. Len makes free throw 2 of 2
0:31.0,,,17-30,,Shooting block foul by A. Len (drawn by K. Durant)
0:31.0,K. Durant makes free throw 1 of 2,1,18-30,,
0:31.0,K. Durant makes free throw 2 of 2,1,19-30,,
0:10.0,,,19-30,,A. Len misses 2-pt shot from 17 ft
0:10.0,Defensive rebound by K. Thompson,,19-30,,
0:02.0,I. Clark makes 3-pt shot from 27 ft (assist by K. Thompson),3,22-30,,
0:00.0,,,22-30,,P. Tucker misses 3-pt shot from 48 ft
0:00.0,,,22-30,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,Shooting foul by D. Bender (drawn by K. Durant),,22-30,,
11:41.0,K. Durant makes free throw 1 of 2,1,23-30,,
11:41.0,K. Durant makes free throw 2 of 2,1,24-30,,
11:28.0,,,24-30,,D. Bender misses 3-pt shot from 26 ft
11:27.0,Defensive rebound by D. West,,24-30,,
11:11.0,D. West makes 2-pt shot from 18 ft (assist by A. Iguodala),2,26-30,,
11:00.0,,,26-30,,Turnover by M. Chriss (bad pass)
10:49.0,Turnover by K. Durant (lost ball; steal by M. Chriss),,26-30,,
10:48.0,Violation by D. West (kicked ball),,26-30,,
10:34.0,Personal foul by K. Durant (drawn by A. Len),,26-30,,
10:30.0,,,26-30,,B. Knight misses 3-pt shot from 27 ft
10:28.0,Defensive rebound by D. West,,26-30,,
10:19.0,K. Durant misses 2-pt shot from 13 ft,,26-30,,
10:18.0,,,26-30,,Defensive rebound by L. Barbosa
10:11.0,,,26-32,2,M. Chriss makes 2-pt shot from 1 ft
10:00.0,D. West misses 3-pt shot from 26 ft,,26-32,,
9:58.0,,,26-32,,Defensive rebound by A. Len
9:37.0,,,26-32,,D. Bender misses 3-pt shot from 27 ft
9:36.0,Defensive rebound by A. Iguodala,,26-32,,
9:26.0,K. Thompson makes 2-pt shot from 1 ft (assist by K. Durant),2,28-32,,
9:20.0,,,28-32,,Phoenix full timeout
9:20.0,,,28-32,,D. Booker enters the game for L. Barbosa
9:20.0,Z. Pachulia enters the game for A. Iguodala,,28-32,,
9:20.0,I. Clark enters the game for D. West,,28-32,,
9:09.0,,,28-32,,M. Chriss misses 2-pt shot from 3 ft
9:08.0,,,28-32,,Offensive rebound by M. Chriss
9:08.0,Personal foul by I. Clark (drawn by M. Chriss),,28-32,,
8:58.0,,,28-32,,A. Len misses 2-pt shot from 16 ft
8:58.0,Defensive rebound by S. Livingston,,28-32,,
8:44.0,S. Livingston misses 2-pt shot from 16 ft,,28-32,,
8:41.0,,,28-32,,Defensive rebound by A. Len
8:37.0,,,28-32,,Turnover by B. Knight (bad pass)
8:37.0,,,28-32,,E. Bledsoe enters the game for D. Bender
8:23.0,I. Clark misses 3-pt shot from 24 ft,,28-32,,
8:22.0,,,28-32,,Defensive rebound by M. Chriss
8:15.0,,,28-35,3,M. Chriss makes 3-pt shot from 26 ft (assist by D. Booker)
7:55.0,Shooting foul by M. Chriss (drawn by K. Durant),,28-35,,
7:55.0,K. Durant makes free throw 1 of 2,1,29-35,,
7:55.0,K. Durant misses free throw 2 of 2,,29-35,,
7:55.0,,,29-35,,Defensive rebound by M. Chriss
7:55.0,S. Curry enters the game for K. Thompson,,29-35,,
7:42.0,,,29-35,,M. Chriss misses 2-pt shot from 2 ft
7:41.0,Defensive rebound by I. Clark,,29-35,,
7:22.0,K. Durant makes 2-pt shot from 9 ft,2,31-35,,
7:16.0,,,31-35,,Shooting foul by S. Livingston (drawn by E. Bledsoe)
7:16.0,,,31-35,,E. Bledsoe misses free throw 1 of 2
7:16.0,,,31-35,,Offensive rebound by Team
7:16.0,,,31-36,1,E. Bledsoe makes free throw 2 of 2
7:16.0,D. Green enters the game for K. Durant,,31-35,,
7:09.0,Turnover by I. Clark (bad pass; steal by M. Chriss),,31-36,,
7:03.0,,,31-39,3,B. Knight makes 3-pt shot from 23 ft (assist by D. Booker)
6:58.0,Golden State full timeout,,31-39,,
6:47.0,,,31-39,,Personal foul by E. Bledsoe (drawn by Z. Pachulia)
6:36.0,S. Curry makes 3-pt shot from 26 ft (assist by D. Green),3,34-39,,
6:35.0,Personal foul by S. Curry (drawn by B. Knight),,34-39,,
6:25.0,,,34-39,,D. Booker misses 3-pt shot from 26 ft
6:25.0,Defensive rebound by D. Green,,34-39,,
6:14.0,D. Green misses 3-pt shot from 26 ft,,34-39,,
6:14.0,,,34-39,,Defensive rebound by Team
5:59.0,,,34-39,,D. Booker misses 3-pt shot from 27 ft
5:59.0,Defensive rebound by Z. Pachulia,,34-39,,
5:54.0,Offensive foul by D. Green,,34-39,,
5:54.0,Turnover by D. Green (offensive foul),,34-39,,
5:45.0,,,34-41,2,E. Bledsoe makes 2-pt shot from 14 ft
5:37.0,Turnover by S. Livingston (bad pass),,34-41,,
5:27.0,,,34-43,2,E. Bledsoe makes 2-pt shot from 2 ft
5:16.0,S. Curry misses 2-pt shot from 14 ft,,34-43,,
5:15.0,Offensive rebound by Team,,34-43,,
5:15.0,A. Iguodala enters the game for Z. Pachulia,,34-43,,
5:15.0,K. Thompson enters the game for I. Clark,,34-43,,
5:15.0,K. Durant enters the game for S. Livingston,,34-43,,
5:15.0,,,34-43,,T. Chandler enters the game for B. Knight
5:15.0,,,34-43,,T. Warren enters the game for A. Len
5:15.0,,,34-43,,J. Dudley enters the game for M. Chriss
5:08.0,A. Iguodala misses 3-pt shot from 23 ft,,34-43,,
5:07.0,,,34-43,,Defensive rebound by T. Chandler
4:49.0,,,34-43,,E. Bledsoe misses 2-pt shot from 17 ft
4:48.0,Defensive rebound by D. Green,,34-43,,
4:42.0,S. Curry makes 3-pt shot from 25 ft (assist by D. Green),3,37-43,,
4:20.0,,,37-46,3,T. Warren makes 3-pt shot from 27 ft (assist by J. Dudley)
4:03.0,K. Thompson makes 2-pt shot from 3 ft (assist by S. Curry),2,39-46,,
3:38.0,,,39-46,,Turnover by D. Booker (bad pass; steal by K. Durant)
3:36.0,Turnover by K. Durant (bad pass; steal by J. Dudley),,39-46,,
3:31.0,,,39-48,2,T. Chandler makes 2-pt shot at rim (assist by J. Dudley)
3:15.0,,,39-48,,Personal foul by J. Dudley (drawn by K. Durant)
3:15.0,,,39-48,,B. Knight enters the game for D. Booker
3:11.0,Shooting foul by B. Knight (drawn by K. Thompson),,39-48,,
3:11.0,K. Thompson makes free throw 1 of 2,1,40-48,,
3:11.0,K. Thompson makes free throw 2 of 2,1,41-48,,
2:52.0,,,41-48,,B. Knight misses 2-pt shot from 15 ft
2:51.0,,,41-48,,Offensive rebound by T. Chandler
2:51.0,Personal foul by D. Green (drawn by T. Chandler),,41-48,,
2:51.0,Official timeout,,41-48,,
2:51.0,,,41-48,,T. Chandler misses free throw 1 of 2
2:51.0,,,41-48,,Offensive rebound by Team
2:51.0,,,41-49,1,T. Chandler makes free throw 2 of 2
2:35.0,K. Durant makes 2-pt shot from 17 ft (assist by S. Curry),2,43-49,,
2:14.0,,,43-49,,Shooting foul by A. Iguodala (drawn by T. Warren)
2:14.0,,,43-50,1,T. Warren makes free throw 1 of 2
2:14.0,,,43-51,1,T. Warren makes free throw 2 of 2
2:02.0,D. Green misses 2-pt shot from 6 ft,,43-51,,
2:01.0,,,43-51,,Defensive rebound by T. Chandler
1:52.0,,,43-51,,J. Dudley misses 2-pt shot from 1 ft
1:51.0,Defensive rebound by D. Green,,43-51,,
1:46.0,S. Curry makes 2-pt shot from 5 ft (assist by K. Thompson),2,45-51,,
1:37.0,,,45-51,,B. Knight misses 2-pt shot from 6 ft
1:36.0,,,45-51,,Offensive rebound by T. Chandler
1:26.0,Personal foul by S. Curry (drawn by J. Dudley),,45-51,,
1:26.0,,,45-51,,J. Dudley misses free throw 1 of 2
1:26.0,,,45-51,,Offensive rebound by Team
1:26.0,,,45-52,1,J. Dudley makes free throw 2 of 2
1:26.0,I. Clark enters the game for S. Curry,,45-51,,
1:16.0,Turnover by K. Thompson (bad pass; steal by B. Knight),,45-52,,
1:11.0,,,45-54,2,E. Bledsoe makes 2-pt shot at rim (assist by B. Knight)
0:49.0,K. Thompson misses 2-pt shot from 4 ft,,45-54,,
0:49.0,,,45-54,,Defensive rebound by T. Chandler
0:47.0,,,45-54,,Turnover by T. Chandler (bad pass; steal by A. Iguodala)
0:44.0,A. Iguodala makes 2-pt shot at rim (assist by K. Durant),2,47-54,,
0:36.0,,,47-54,,B. Knight misses 3-pt shot from 27 ft
0:35.0,Defensive rebound by D. Green,,47-54,,
0:30.0,K. Durant makes 3-pt shot from 27 ft (assist by D. Green),3,50-54,,
0:13.0,Personal foul by I. Clark (drawn by E. Bledsoe),,50-54,,
0:13.0,,,50-55,1,E. Bledsoe makes free throw 1 of 2
0:13.0,,,50-55,,E. Bledsoe misses free throw 2 of 2
0:13.0,S. Curry enters the game for I. Clark,,50-55,,
0:13.0,,,50-55,,T. Ulis enters the game for J. Dudley
0:12.0,Defensive rebound by D. Green,,50-55,,
0:07.0,K. Durant makes 2-pt shot from 3 ft (assist by D. Green),2,52-55,,
0:07.0,Shooting foul by T. Warren (drawn by K. Durant),,52-55,,
0:07.0,K. Durant makes free throw 1 of 1,1,53-55,,
0:07.0,I. Clark enters the game for S. Curry,,52-55,,
0:07.0,D. West enters the game for D. Green,,52-55,,
0:07.0,,,52-55,,J. Dudley enters the game for T. Chandler
0:02.0,,,53-55,,Shooting foul by K. Durant (drawn by E. Bledsoe)
0:02.0,,,53-56,1,E. Bledsoe makes free throw 1 of 2
0:02.0,,,53-57,1,E. Bledsoe makes free throw 2 of 2
0:02.0,,,53-57,,Personal foul by T. Warren (drawn by K. Durant)
0:02.0,K. Durant makes free throw 1 of 2,1,54-57,,
0:02.0,K. Durant makes free throw 2 of 2,1,55-57,,
0:02.0,,,53-56,,T. Chandler enters the game for J. Dudley
0:02.0,S. Curry enters the game for D. West,,53-56,,
0:02.0,D. Green enters the game for I. Clark,,53-56,,
0:02.0,I. Clark enters the game for S. Curry,,54-57,,
0:02.0,D. West enters the game for D. Green,,54-57,,
0:02.0,,,54-57,,J. Dudley enters the game for T. Chandler
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,K. Thompson makes 2-pt shot from 19 ft (assist by D. Green),2,57-57,,
11:26.0,,,57-59,2,T. Warren makes 2-pt shot from 18 ft
11:19.0,K. Durant misses 3-pt shot from 26 ft,,57-59,,
11:17.0,,,57-59,,Defensive rebound by T. Chandler
11:00.0,,,57-59,,T. Warren misses 3-pt shot from 25 ft
10:59.0,Defensive rebound by Z. Pachulia,,57-59,,
10:51.0,D. Green misses 2-pt shot from 2 ft,,57-59,,
10:51.0,,,57-59,,Defensive rebound by Team
10:38.0,,,57-59,,J. Dudley misses 2-pt shot from 22 ft
10:38.0,Defensive rebound by K. Thompson,,57-59,,
10:26.0,K. Durant makes 2-pt shot from 19 ft (assist by Z. Pachulia),2,59-59,,
10:06.0,,,59-59,,T. Warren misses 2-pt shot from 16 ft
10:05.0,Defensive rebound by K. Durant,,59-59,,
10:00.0,Shooting foul by T. Warren (drawn by S. Curry),,59-59,,
10:00.0,S. Curry makes free throw 1 of 3,1,60-59,,
10:00.0,S. Curry makes free throw 2 of 3,1,61-59,,
10:00.0,S. Curry makes free throw 3 of 3,1,62-59,,
9:39.0,,,62-59,,D. Booker misses 2-pt shot from 8 ft
9:38.0,Defensive rebound by Z. Pachulia,,62-59,,
9:31.0,K. Durant misses 3-pt shot from 26 ft,,62-59,,
9:30.0,,,62-59,,Defensive rebound by T. Chandler
9:06.0,,,62-59,,E. Bledsoe misses 3-pt shot from 29 ft
9:05.0,,,62-59,,Offensive rebound by T. Chandler
9:01.0,,,62-59,,D. Booker misses 2-pt shot from 17 ft
9:00.0,Defensive rebound by D. Green,,62-59,,
8:40.0,Turnover by K. Durant (bad pass),,62-59,,
8:13.0,,,62-62,3,D. Booker makes 3-pt shot from 28 ft (assist by E. Bledsoe)
7:59.0,D. Green misses 3-pt shot from 26 ft,,62-62,,
7:58.0,,,62-62,,Defensive rebound by E. Bledsoe
7:51.0,Personal block foul by S. Curry (drawn by J. Dudley),,62-62,,
7:45.0,Personal foul by K. Thompson (drawn by D. Booker),,62-62,,
7:41.0,,,62-62,,Offensive foul by T. Chandler
7:41.0,,,62-62,,Turnover by T. Chandler (offensive foul)
7:29.0,S. Curry makes 3-pt shot from 27 ft,3,65-62,,
7:22.0,Personal foul by D. Green (drawn by T. Chandler),,65-62,,
7:13.0,,,65-65,3,J. Dudley makes 3-pt shot from 26 ft (assist by E. Bledsoe)
7:13.0,Golden State full timeout,,65-65,,
7:13.0,S. Livingston enters the game for S. Curry,,65-65,,
7:01.0,S. Livingston makes 2-pt shot from 13 ft,2,67-65,,
6:51.0,,,67-65,,J. Dudley misses 3-pt shot from 25 ft
6:50.0,Defensive rebound by D. Green,,67-65,,
6:26.0,K. Durant makes 2-pt shot from 15 ft,2,69-65,,
6:09.0,,,69-67,2,E. Bledsoe makes 2-pt shot from 4 ft
6:09.0,,,69-67,,Shooting foul by S. Livingston (drawn by E. Bledsoe)
6:09.0,,,69-68,1,E. Bledsoe makes free throw 1 of 1
5:44.0,Z. Pachulia misses 2-pt shot from 2 ft (block by J. Dudley),,69-68,,
5:44.0,Offensive rebound by Team,,69-68,,
5:44.0,Turnover by Team (shot clock),,69-68,,
5:22.0,,,69-68,,E. Bledsoe misses 3-pt shot from 26 ft
5:21.0,Defensive rebound by D. Green,,69-68,,
5:09.0,K. Durant makes 3-pt shot from 27 ft (assist by D. Green),3,72-68,,
5:09.0,,,72-68,,Away from play foul by T. Warren (drawn by S. Livingston)
5:09.0,S. Livingston misses free throw 1 of 1,,72-68,,
5:09.0,,,72-68,,B. Knight enters the game for D. Booker
5:08.0,,,72-68,,Defensive rebound by T. Warren
5:00.0,,,72-68,,T. Warren misses 3-pt shot from 26 ft
5:00.0,Defensive rebound by Z. Pachulia,,72-68,,
4:37.0,Turnover by Z. Pachulia (bad pass; steal by B. Knight),,72-68,,
4:30.0,,,72-70,2,T. Warren makes 2-pt shot from 1 ft
4:18.0,K. Durant misses 2-pt shot from 15 ft,,72-70,,
4:17.0,,,72-70,,Defensive rebound by T. Chandler
4:08.0,,,72-70,,B. Knight misses 2-pt shot from 18 ft
4:07.0,Defensive rebound by K. Durant,,72-70,,
3:56.0,K. Thompson misses 3-pt shot from 27 ft,,72-70,,
3:55.0,,,72-70,,Defensive rebound by T. Chandler
3:40.0,,,72-70,,T. Chandler misses 2-pt shot at rim
3:40.0,Defensive rebound by Team,,72-70,,
3:40.0,,,72-70,,M. Chriss enters the game for J. Dudley
3:40.0,,,72-70,,A. Len enters the game for T. Chandler
3:40.0,D. West enters the game for K. Durant,,72-70,,
3:40.0,A. Iguodala enters the game for Z. Pachulia,,72-70,,
3:31.0,,,72-70,,Personal foul by M. Chriss (drawn by D. Green)
3:23.0,D. West makes 2-pt shot from 18 ft (assist by S. Livingston),2,74-70,,
3:04.0,,,74-70,,Turnover by B. Knight (bad pass; steal by A. Iguodala)
2:59.0,D. Green makes 2-pt shot at rim (assist by A. Iguodala),2,76-70,,
2:58.0,,,76-70,,Phoenix full timeout
2:58.0,,,76-70,,L. Barbosa enters the game for E. Bledsoe
2:39.0,,,76-72,2,L. Barbosa makes 2-pt shot from 21 ft
2:20.0,D. West misses 2-pt shot from 21 ft,,76-72,,
2:19.0,,,76-72,,Defensive rebound by A. Len
2:13.0,,,76-74,2,T. Warren makes 2-pt shot from 6 ft (assist by L. Barbosa)
2:01.0,S. Livingston makes 2-pt shot from 16 ft,2,78-74,,
1:40.0,,,78-74,,L. Barbosa misses 2-pt shot from 22 ft
1:39.0,Defensive rebound by Team,,78-74,,
1:20.0,,,78-74,,Shooting block foul by B. Knight (drawn by K. Thompson)
1:20.0,K. Thompson misses free throw 1 of 2,,78-74,,
1:20.0,Offensive rebound by Team,,78-74,,
1:20.0,K. Thompson makes free throw 2 of 2,1,79-74,,
1:01.0,,,79-76,2,M. Chriss makes 2-pt shot from 3 ft (assist by A. Len)
1:00.0,,,79-76,,Technical foul by M. Chriss
1:00.0,K. Thompson makes technical free throw,1,80-76,,
0:42.0,D. West misses 2-pt shot from 2 ft,,80-76,,
0:42.0,Offensive rebound by D. West,,80-76,,
0:37.0,Shooting foul by M. Chriss (drawn by D. Green),,80-76,,
0:37.0,D. Green makes free throw 1 of 2,1,81-76,,
0:37.0,D. Green misses free throw 2 of 2,,81-76,,
0:37.0,,,81-76,,Defensive rebound by T. Warren
0:24.0,,,81-76,,A. Len misses 2-pt shot from 2 ft (block by K. Thompson)
0:24.0,,,81-76,,Offensive rebound by Team
0:24.0,K. Looney enters the game for D. Green,,81-76,,
0:22.0,Personal foul by K. Looney (drawn by T. Warren),,81-76,,
0:22.0,,,81-77,1,T. Warren makes free throw 1 of 2
0:22.0,,,81-78,1,T. Warren makes free throw 2 of 2
0:22.0,S. Curry enters the game for S. Livingston,,81-77,,
0:22.0,K. Durant enters the game for K. Looney,,81-77,,
0:22.0,I. Clark enters the game for D. West,,81-77,,
0:22.0,,,81-77,,P. Tucker enters the game for A. Len
0:08.0,S. Curry misses 3-pt shot from 28 ft,,81-78,,
0:06.0,,,81-78,,Defensive rebound by L. Barbosa
0:00.0,,,81-78,,L. Barbosa misses 2-pt shot from 7 ft
0:00.0,,,81-78,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,81-78,,Turnover by P. Tucker (bad pass; steal by K. Durant)
11:48.0,,,81-78,,Loose ball foul by A. Len (drawn by K. Durant)
11:38.0,Turnover by K. Durant (bad pass; steal by A. Len),,81-78,,
11:34.0,,,81-78,,Shooting foul by I. Clark (drawn by B. Knight)
11:34.0,,,81-79,1,B. Knight makes free throw 1 of 2
11:34.0,,,81-80,1,B. Knight makes free throw 2 of 2
11:27.0,Offensive foul by K. Looney,,81-80,,
11:27.0,Turnover by K. Looney (offensive foul),,81-80,,
11:15.0,Jump ball: A. Len vs. K. Looney (P. Tucker gains possession),,,,Jump ball: A. Len vs. K. Looney (P. Tucker gains possession)
11:09.0,,,81-80,,B. Knight misses 2-pt shot from 20 ft
11:08.0,Defensive rebound by I. Clark,,81-80,,
10:56.0,K. Looney misses 2-pt shot at rim (block by A. Len),,81-80,,
10:55.0,,,81-80,,Defensive rebound by A. Len
10:47.0,,,81-82,2,L. Barbosa makes 2-pt shot from 18 ft
10:26.0,K. Looney makes 2-pt shot from 3 ft (assist by K. Durant),2,83-82,,
10:26.0,Shooting foul by A. Len (drawn by K. Looney),,83-82,,
10:26.0,K. Looney misses free throw 1 of 1,,83-82,,
10:25.0,,,83-82,,Defensive rebound by A. Len
10:15.0,,,83-84,2,A. Len makes 2-pt shot from 1 ft (assist by L. Barbosa)
10:00.0,S. Curry misses 2-pt shot from 7 ft (block by A. Len),,83-84,,
9:59.0,,,83-84,,Defensive rebound by M. Chriss
9:55.0,,,83-84,,Turnover by B. Knight (bad pass; steal by K. Durant)
9:51.0,S. Curry misses 2-pt shot from 2 ft,,83-84,,
9:49.0,Offensive rebound by A. Iguodala,,83-84,,
9:48.0,A. Iguodala makes 2-pt shot from 1 ft,2,85-84,,
9:23.0,,,85-84,,A. Len misses 2-pt shot from 17 ft
9:22.0,Defensive rebound by Team,,85-84,,
9:22.0,Golden State full timeout,,85-84,,
9:22.0,,,85-84,,D. Booker enters the game for A. Len
9:22.0,Z. Pachulia enters the game for A. Iguodala,,85-84,,
9:22.0,K. Thompson enters the game for K. Looney,,85-84,,
8:59.0,Shooting foul by P. Tucker (drawn by Z. Pachulia),,85-84,,
8:59.0,Z. Pachulia makes free throw 1 of 2,1,86-84,,
8:59.0,Z. Pachulia makes free throw 2 of 2,1,87-84,,
8:45.0,Personal foul by K. Thompson (drawn by D. Booker),,87-84,,
8:45.0,,,87-84,,E. Bledsoe enters the game for P. Tucker
8:35.0,,,87-84,,M. Chriss misses 2-pt shot from 1 ft
8:34.0,,,87-84,,Offensive rebound by L. Barbosa
8:33.0,,,87-84,,Shooting foul by Z. Pachulia (drawn by L. Barbosa)
8:33.0,,,87-85,1,L. Barbosa makes free throw 1 of 2
8:33.0,,,87-85,,L. Barbosa misses free throw 2 of 2
8:33.0,Defensive rebound by K. Thompson,,87-85,,
