time,Philadelphia,pts.away,score,pts.home,Detroit
2:15.0,T. Luwawu-Cabarrot enters the game for T. McConnell,,25-10,,
2:15.0,,,25-10,,A. Baynes enters the game for A. Drummond
1:52.0,N. Noel makes 2-pt shot at rim (assist by N. Stauskas),2,27-10,,
1:31.0,,,27-12,2,J. Leuer makes 2-pt shot from 17 ft (assist by I. Smith)
1:03.0,T. Luwawu-Cabarrot makes 3-pt shot from 24 ft (assist by N. Stauskas),3,30-12,,
0:40.0,,,30-12,,Turnover by I. Smith (bad pass; steal by T. Luwawu-Cabarrot)
0:37.0,Shooting foul by J. Leuer (drawn by N. Noel),,30-12,,
0:37.0,N. Noel makes free throw 1 of 2,1,31-12,,
0:37.0,N. Noel makes free throw 2 of 2,1,32-12,,
0:14.0,,,32-12,,I. Smith misses 2-pt shot from 17 ft
0:13.0,,,32-12,,Offensive rebound by J. Leuer
0:03.0,,,32-12,,S. Johnson misses 2-pt shot from 5 ft
0:02.0,,,32-12,,Offensive rebound by S. Johnson
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:36.0,H. Thompson misses 3-pt shot from 25 ft,,32-12,,
11:36.0,,,32-12,,Defensive rebound by A. Baynes
11:21.0,,,32-12,,S. Johnson misses 3-pt shot from 27 ft
11:20.0,,,32-12,,Offensive rebound by A. Baynes
11:13.0,,,32-12,,J. Leuer misses 2-pt shot from 18 ft
11:12.0,Defensive rebound by T. Luwawu-Cabarrot,,32-12,,
10:51.0,N. Noel makes 2-pt shot at rim (assist by T. Luwawu-Cabarrot),2,34-12,,
10:23.0,,,34-14,2,I. Smith makes 2-pt shot from 6 ft
10:02.0,N. Stauskas makes 3-pt shot from 24 ft (assist by D. Saric),3,37-14,,
9:45.0,,,37-16,2,M. Morris makes 2-pt shot from 9 ft
9:28.0,N. Stauskas misses 3-pt shot from 25 ft,,37-16,,
9:28.0,Offensive rebound by H. Thompson,,37-16,,
9:18.0,Shooting foul by I. Smith (drawn by N. Stauskas),,37-16,,
9:18.0,N. Stauskas makes free throw 1 of 2,1,38-16,,
9:18.0,N. Stauskas makes free throw 2 of 2,1,39-16,,
9:18.0,J. Okafor enters the game for N. Noel,,38-16,,
9:18.0,G. Henderson enters the game for T. Luwawu-Cabarrot,,38-16,,
9:18.0,,,38-16,,R. Jackson enters the game for I. Smith
9:07.0,,,39-16,,R. Jackson misses 2-pt shot from 10 ft
9:06.0,Defensive rebound by N. Stauskas,,39-16,,
8:58.0,Turnover by G. Henderson (bad pass; steal by S. Johnson),,39-16,,
8:52.0,,,39-18,2,R. Jackson makes 2-pt shot from 1 ft (assist by S. Johnson)
8:35.0,D. Saric misses 2-pt shot from 17 ft,,39-18,,
8:35.0,,,39-18,,Defensive rebound by A. Baynes
8:22.0,,,39-20,2,S. Johnson makes 2-pt shot from 16 ft
8:21.0,Philadelphia full timeout,,39-20,,
8:21.0,E. Ilyasova enters the game for D. Saric,,39-20,,
8:21.0,T. McConnell enters the game for N. Stauskas,,39-20,,
8:21.0,,,39-20,,A. Drummond enters the game for A. Baynes
8:04.0,Turnover by J. Okafor (lost ball; steal by A. Drummond),,39-20,,
8:00.0,,,39-20,,Turnover by A. Drummond (bad pass; steal by T. McConnell)
7:59.0,Turnover by J. Okafor (bad pass),,39-20,,
7:59.0,Offensive charge foul by J. Okafor,,39-20,,
7:41.0,,,39-20,,R. Jackson misses 3-pt shot from 24 ft
7:40.0,Defensive rebound by H. Thompson,,39-20,,
7:27.0,G. Henderson misses 2-pt shot from 15 ft,,39-20,,
7:27.0,,,39-20,,Defensive rebound by A. Drummond
7:18.0,,,39-20,,M. Morris misses 3-pt shot from 26 ft
7:18.0,Defensive rebound by T. McConnell,,39-20,,
6:58.0,H. Thompson makes 3-pt shot from 23 ft (assist by J. Okafor),3,42-20,,
6:43.0,,,42-20,,A. Drummond misses 2-pt shot from 6 ft (block by J. Okafor)
6:43.0,,,42-20,,Offensive rebound by A. Drummond
6:43.0,,,42-20,,Shooting foul by J. Okafor (drawn by A. Drummond)
6:43.0,,,42-20,,A. Drummond misses free throw 1 of 2
6:43.0,,,42-20,,Offensive rebound by Team
6:43.0,,,42-21,1,A. Drummond makes free throw 2 of 2
6:43.0,,,42-20,,D. Hilliard enters the game for S. Johnson
6:43.0,N. Noel enters the game for J. Okafor,,42-20,,
6:37.0,,,42-21,,Personal foul by R. Jackson (drawn by T. McConnell)
6:27.0,N. Noel makes 2-pt shot from 8 ft (assist by T. McConnell),2,44-21,,
6:13.0,,,44-23,2,R. Jackson makes 2-pt shot from 15 ft
5:58.0,N. Noel misses 2-pt shot from 14 ft,,44-23,,
5:57.0,Offensive rebound by E. Ilyasova,,44-23,,
5:46.0,T. McConnell makes 2-pt shot at rim (assist by G. Henderson),2,46-23,,
5:35.0,,,46-23,,Detroit full timeout
5:35.0,,,46-23,,T. Harris enters the game for J. Leuer
5:35.0,R. Covington enters the game for H. Thompson,,46-23,,
5:15.0,,,46-25,2,T. Harris makes 2-pt shot from 12 ft
4:50.0,T. McConnell misses 2-pt shot from 7 ft,,46-25,,
4:50.0,,,46-25,,Defensive rebound by T. Harris
4:43.0,,,46-25,,Turnover by D. Hilliard (bad pass; steal by N. Noel)
4:21.0,G. Henderson misses 3-pt shot from 26 ft,,46-25,,
4:20.0,,,46-25,,Defensive rebound by A. Drummond
4:11.0,,,46-27,2,R. Jackson makes 2-pt shot from 15 ft
3:59.0,,,46-27,,Personal foul by T. Harris (drawn by E. Ilyasova)
3:59.0,,,46-27,,I. Smith enters the game for R. Jackson
3:59.0,D. Saric enters the game for G. Henderson,,46-27,,
3:59.0,R. Holmes enters the game for N. Noel,,46-27,,
3:49.0,T. McConnell makes 2-pt shot from 1 ft,2,48-27,,
3:33.0,,,48-27,,A. Drummond misses 2-pt shot from 8 ft
3:32.0,Defensive rebound by R. Covington,,48-27,,
3:25.0,R. Covington makes 2-pt shot from 4 ft (assist by T. McConnell),2,50-27,,
3:06.0,,,50-29,2,M. Morris makes 2-pt shot from 7 ft
2:51.0,R. Holmes makes 2-pt shot from 5 ft (assist by T. McConnell),2,52-29,,
2:38.0,,,52-31,2,D. Hilliard makes 2-pt shot at rim (assist by I. Smith)
2:20.0,T. McConnell makes 2-pt shot from 6 ft,2,54-31,,
2:11.0,Violation by R. Holmes (kicked ball),,54-31,,
2:11.0,Official timeout,,54-31,,
2:11.0,,,54-31,,J. Leuer enters the game for T. Harris
1:57.0,,,54-31,,A. Drummond misses 2-pt shot from 6 ft
1:55.0,Defensive rebound by D. Saric,,54-31,,
1:41.0,E. Ilyasova makes 2-pt shot from 2 ft (assist by T. McConnell),2,56-31,,
1:29.0,,,56-34,3,M. Morris makes 3-pt shot from 26 ft
1:17.0,D. Saric misses 2-pt shot from 13 ft,,56-34,,
1:17.0,,,56-34,,Defensive rebound by A. Drummond
1:02.0,,,56-34,,J. Leuer misses 2-pt shot from 8 ft
1:02.0,Defensive rebound by T. McConnell,,56-34,,
0:53.0,R. Holmes misses 2-pt shot from 6 ft,,56-34,,
0:53.0,Offensive rebound by D. Saric,,56-34,,
0:43.0,R. Covington makes 2-pt shot at rim (assist by T. McConnell),2,58-34,,
0:32.0,Personal foul by R. Covington (drawn by A. Drummond),,58-34,,
0:26.0,,,58-34,,I. Smith misses 2-pt shot from 8 ft
0:24.0,Defensive rebound by R. Covington,,58-34,,
0:19.0,Philadelphia full timeout,,58-34,,
0:05.0,E. Ilyasova misses 2-pt shot from 20 ft,,58-34,,
0:03.0,,,58-34,,Defensive rebound by I. Smith
0:02.0,,,58-34,,Shooting foul by T. McConnell (drawn by M. Morris)
0:02.0,,,58-35,1,M. Morris makes free throw 1 of 2
0:02.0,,,58-35,,M. Morris misses free throw 2 of 2
0:02.0,Defensive rebound by T. McConnell,,58-35,,
0:02.0,,,58-35,,S. Johnson enters the game for D. Hilliard
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,J. Okafor makes 2-pt shot from 7 ft,2,60-35,,
11:27.0,,,60-35,,M. Morris misses 2-pt shot from 14 ft
11:27.0,Defensive rebound by J. Okafor,,60-35,,
11:20.0,Turnover by R. Covington (step out of bounds),,60-35,,
11:07.0,,,60-38,3,M. Morris makes 3-pt shot from 27 ft (assist by R. Jackson)
10:54.0,E. Ilyasova misses 3-pt shot from 26 ft,,60-38,,
10:54.0,Offensive rebound by T. McConnell,,60-38,,
10:41.0,G. Henderson misses 2-pt shot from 6 ft,,60-38,,
10:38.0,,,60-38,,Defensive rebound by A. Drummond
10:34.0,,,60-40,2,D. Hilliard makes 2-pt shot at rim
10:34.0,,,60-40,,Shooting foul by R. Covington (drawn by D. Hilliard)
10:34.0,,,60-41,1,D. Hilliard makes free throw 1 of 1
10:14.0,R. Covington misses 3-pt shot from 27 ft,,60-41,,
10:14.0,Offensive rebound by Team,,60-41,,
9:56.0,J. Okafor makes 2-pt shot from 14 ft (assist by G. Henderson),2,62-41,,
9:40.0,,,62-41,,R. Jackson misses 2-pt shot from 8 ft
9:40.0,Defensive rebound by J. Okafor,,62-41,,
9:19.0,J. Okafor misses 2-pt shot from 12 ft,,62-41,,
9:17.0,,,62-41,,Defensive rebound by D. Hilliard
9:02.0,,,62-41,,R. Jackson misses 2-pt shot from 2 ft (block by J. Okafor)
9:01.0,Defensive rebound by T. McConnell,,62-41,,
8:49.0,R. Covington misses 3-pt shot from 25 ft,,62-41,,
8:48.0,,,62-41,,Defensive rebound by A. Drummond
8:37.0,,,62-41,,Turnover by M. Morris (bad pass; steal by R. Covington)
8:31.0,Jump ball: G. Henderson vs. M. Morris (T. McConnell gains possession),,,,Jump ball: G. Henderson vs. M. Morris (T. McConnell gains possession)
8:20.0,J. Okafor makes 2-pt shot from 1 ft,2,64-41,,
8:20.0,,,64-41,,Detroit full timeout
8:02.0,,,64-41,,T. Harris misses 2-pt shot from 6 ft
8:01.0,,,64-41,,Offensive rebound by A. Drummond
7:58.0,,,64-43,2,A. Drummond makes 2-pt shot at rim
7:48.0,Turnover by R. Covington (traveling),,64-43,,
7:34.0,,,64-43,,D. Hilliard misses 3-pt shot from 25 ft
7:33.0,Defensive rebound by J. Okafor,,64-43,,
7:28.0,,,64-43,,Personal foul by R. Jackson (drawn by T. McConnell)
7:28.0,,,64-43,,S. Johnson enters the game for D. Hilliard
7:28.0,N. Stauskas enters the game for G. Henderson,,64-43,,
7:14.0,Shooting foul by M. Morris (drawn by J. Okafor),,64-43,,
7:14.0,J. Okafor misses free throw 1 of 2,,64-43,,
7:14.0,Offensive rebound by Team,,64-43,,
7:14.0,J. Okafor makes free throw 2 of 2,1,65-43,,
6:57.0,,,65-43,,S. Johnson misses 2-pt shot from 8 ft
6:57.0,,,65-43,,Offensive rebound by A. Drummond
6:57.0,,,65-45,2,A. Drummond makes 2-pt shot at rim
6:57.0,,,65-45,,Shooting foul by N. Stauskas (drawn by A. Drummond)
6:57.0,,,65-46,1,A. Drummond makes free throw 1 of 1
6:48.0,T. McConnell makes 2-pt shot at rim,2,67-46,,
6:35.0,,,67-46,,R. Jackson misses 2-pt shot from 10 ft
6:35.0,Defensive rebound by Team,,67-46,,
6:25.0,,,67-46,,Personal foul by A. Drummond (drawn by J. Okafor)
6:25.0,,,67-46,,I. Smith enters the game for R. Jackson
6:07.0,R. Covington misses 2-pt shot from 6 ft,,67-46,,
6:07.0,,,67-46,,Defensive rebound by I. Smith
6:05.0,Personal foul by T. McConnell (drawn by I. Smith),,67-46,,
5:54.0,,,67-46,,Shooting foul by R. Covington (drawn by M. Morris)
5:54.0,,,67-47,1,M. Morris makes free throw 1 of 2
5:54.0,,,67-48,1,M. Morris makes free throw 2 of 2
5:39.0,T. McConnell makes 2-pt shot from 15 ft,2,69-48,,
5:35.0,,,69-48,,Detroit full timeout
5:35.0,,,69-48,,J. Leuer enters the game for T. Harris
5:35.0,D. Saric enters the game for R. Covington,,69-48,,
5:20.0,,,69-48,,M. Morris misses 2-pt shot from 15 ft
5:20.0,Defensive rebound by E. Ilyasova,,69-48,,
4:54.0,N. Stauskas makes 2-pt shot from 12 ft,2,71-48,,
4:36.0,,,71-50,2,M. Morris makes 2-pt shot at rim (assist by S. Johnson)
4:19.0,Turnover by N. Stauskas (lost ball; steal by S. Johnson),,71-50,,
4:14.0,,,71-50,,Turnover by A. Drummond (bad pass; steal by N. Stauskas)
4:08.0,Shooting foul by S. Johnson (drawn by D. Saric),,71-50,,
4:08.0,D. Saric makes free throw 1 of 2,1,72-50,,
4:08.0,D. Saric makes free throw 2 of 2,1,73-50,,
4:08.0,H. Thompson enters the game for E. Ilyasova,,72-50,,
4:08.0,R. Holmes enters the game for J. Okafor,,72-50,,
3:45.0,,,73-53,3,M. Morris makes 3-pt shot from 26 ft (assist by A. Drummond)
3:24.0,H. Thompson makes 2-pt shot from 14 ft,2,75-53,,
3:08.0,,,75-55,2,A. Drummond makes 2-pt shot from 6 ft (assist by I. Smith)
2:55.0,Turnover by D. Saric (lost ball; steal by S. Johnson),,75-55,,
2:52.0,,,75-55,,Shooting foul by N. Stauskas (drawn by S. Johnson)
2:52.0,Philadelphia full timeout,,75-55,,
2:52.0,,,75-55,,S. Johnson misses free throw 1 of 2
2:52.0,,,75-55,,Offensive rebound by Team
2:52.0,,,75-56,1,S. Johnson makes free throw 2 of 2
2:52.0,,,75-55,,T. Harris enters the game for M. Morris
2:52.0,,,75-55,,A. Baynes enters the game for A. Drummond
2:40.0,R. Holmes makes 2-pt shot from 1 ft (assist by N. Stauskas),2,77-56,,
2:26.0,,,77-56,,Turnover by I. Smith (bad pass; steal by T. McConnell)
2:16.0,H. Thompson misses 3-pt shot from 23 ft,,77-56,,
2:15.0,,,77-56,,Defensive rebound by T. Harris
2:06.0,,,77-58,2,T. Harris makes 2-pt shot from 14 ft
1:53.0,Turnover by D. Saric (bad pass; steal by S. Johnson),,77-58,,
1:39.0,,,77-58,,T. Harris misses 3-pt shot from 25 ft
1:38.0,Defensive rebound by R. Holmes,,77-58,,
1:17.0,R. Holmes misses 2-pt shot from 7 ft,,77-58,,
1:16.0,,,77-58,,Defensive rebound by S. Johnson
1:08.0,,,77-60,2,T. Harris makes 2-pt shot from 8 ft (assist by S. Johnson)
0:54.0,H. Thompson makes 2-pt shot from 1 ft,2,79-60,,
0:35.0,,,79-62,2,A. Baynes makes 2-pt shot at rim (assist by T. Harris)
0:21.0,Shooting foul by S. Johnson (drawn by N. Stauskas),,79-62,,
0:21.0,N. Stauskas misses free throw 1 of 2,,79-62,,
0:21.0,Offensive rebound by Team,,79-62,,
0:21.0,N. Stauskas makes free throw 2 of 2,1,80-62,,
0:21.0,R. Covington enters the game for H. Thompson,,79-62,,
0:03.0,,,80-64,2,I. Smith makes 2-pt shot from 1 ft
0:01.0,Turnover by T. McConnell (bad pass; steal by T. Harris),,80-64,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,80-66,2,R. Jackson makes 2-pt shot from 18 ft
11:37.0,Turnover by E. Ilyasova (bad pass),,80-66,,
11:21.0,,,80-66,,R. Jackson misses 2-pt shot from 1 ft
11:20.0,,,80-66,,Offensive rebound by A. Baynes
11:17.0,,,80-66,,A. Baynes misses 2-pt shot from 1 ft
11:16.0,Defensive rebound by E. Ilyasova,,80-66,,
11:06.0,J. Okafor misses 2-pt shot from 9 ft,,80-66,,
11:05.0,,,80-66,,Defensive rebound by J. Leuer
10:47.0,,,80-66,,R. Jackson misses 3-pt shot from 28 ft
10:47.0,Defensive rebound by J. Okafor,,80-66,,
10:32.0,Turnover by E. Ilyasova (lost ball; steal by T. Harris),,80-66,,
10:11.0,,,80-66,,A. Baynes misses 2-pt shot from 1 ft (block by H. Thompson)
10:11.0,Defensive rebound by R. Covington,,80-66,,
10:00.0,J. Okafor misses 2-pt shot from 7 ft,,80-66,,
9:59.0,,,80-66,,Defensive rebound by T. Harris
9:52.0,,,80-66,,I. Smith misses 3-pt shot from 24 ft
9:52.0,Defensive rebound by N. Stauskas,,80-66,,
9:33.0,E. Ilyasova makes 2-pt shot from 20 ft (assist by R. Covington),2,82-66,,
9:18.0,,,82-66,,R. Jackson misses 2-pt shot from 9 ft
9:16.0,Defensive rebound by E. Ilyasova,,82-66,,
9:14.0,Philadelphia full timeout,,82-66,,
9:14.0,,,82-66,,A. Drummond enters the game for J. Leuer
9:14.0,,,82-66,,M. Morris enters the game for A. Baynes
9:14.0,G. Henderson enters the game for H. Thompson,,82-66,,
8:59.0,E. Ilyasova makes 3-pt shot from 27 ft (assist by G. Henderson),3,85-66,,
8:39.0,,,85-66,,Offensive foul by I. Smith
8:39.0,,,85-66,,Turnover by I. Smith (offensive foul)
8:28.0,Turnover by J. Okafor (lost ball; steal by R. Jackson),,85-66,,
8:19.0,,,85-66,,Shooting foul by J. Okafor (drawn by T. Harris)
8:19.0,,,85-67,1,T. Harris makes free throw 1 of 2
8:19.0,,,85-68,1,T. Harris makes free throw 2 of 2
8:19.0,,,85-67,,S. Johnson enters the game for I. Smith
8:08.0,Turnover by N. Stauskas (lost ball; steal by A. Drummond),,85-68,,
7:55.0,,,85-68,,R. Jackson misses 2-pt shot from 17 ft
7:55.0,,,85-68,,Offensive rebound by A. Drummond
7:52.0,,,85-68,,A. Drummond misses 2-pt shot at rim
7:51.0,Defensive rebound by R. Covington,,85-68,,
7:45.0,R. Covington makes 2-pt shot from 1 ft,2,87-68,,
7:23.0,,,87-68,,Turnover by T. Harris (lost ball; steal by E. Ilyasova)
7:16.0,,,87-68,,Personal foul by R. Jackson (drawn by E. Ilyasova)
7:16.0,T. McConnell enters the game for N. Stauskas,,87-68,,
7:16.0,R. Holmes enters the game for J. Okafor,,87-68,,
6:56.0,Turnover by T. McConnell (bad pass; steal by R. Jackson),,87-68,,
6:50.0,,,87-68,,A. Drummond misses 2-pt shot from 4 ft
6:49.0,Defensive rebound by R. Covington,,87-68,,
6:28.0,E. Ilyasova misses 2-pt shot from 15 ft (block by M. Morris),,87-68,,
6:27.0,,,87-68,,Defensive rebound by T. Harris
6:27.0,,,87-70,2,M. Morris makes 2-pt shot from 1 ft (assist by T. Harris)
6:27.0,,,87-70,,Shooting foul by R. Covington (drawn by M. Morris)
6:27.0,,,87-71,1,M. Morris makes free throw 1 of 1
6:13.0,E. Ilyasova misses 2-pt shot from 14 ft,,87-71,,
6:12.0,,,87-71,,Defensive rebound by R. Jackson
6:01.0,,,87-74,3,S. Johnson makes 3-pt shot from 23 ft (assist by R. Jackson)
5:52.0,,,87-74,,Personal foul by S. Johnson (drawn by R. Covington)
5:52.0,Official timeout,,87-74,,
5:52.0,D. Saric enters the game for E. Ilyasova,,87-74,,
5:41.0,R. Holmes misses 2-pt shot from 5 ft (block by S. Johnson),,87-74,,
5:39.0,,,87-74,,Defensive rebound by A. Drummond
5:27.0,,,87-74,,R. Jackson misses 3-pt shot from 28 ft
5:26.0,Defensive rebound by T. McConnell,,87-74,,
5:08.0,R. Holmes misses 2-pt shot from 8 ft,,87-74,,
5:07.0,,,87-74,,Defensive rebound by T. Harris
4:47.0,,,87-76,2,A. Drummond makes 2-pt shot from 9 ft (assist by M. Morris)
4:32.0,Turnover by R. Covington (lost ball; steal by A. Drummond),,87-76,,
4:23.0,,,87-79,3,M. Morris makes 3-pt shot from 26 ft (assist by S. Johnson)
4:18.0,Philadelphia full timeout,,87-79,,
4:18.0,N. Stauskas enters the game for G. Henderson,,87-79,,
4:18.0,J. Okafor enters the game for R. Holmes,,87-79,,
4:10.0,E. Ilyasova enters the game for D. Saric,,87-79,,
4:10.0,Turnover by J. Okafor (lost ball),,87-79,,
4:10.0,Jump ball: A. Drummond vs. J. Okafor (R. Jackson gains possession),,,,Jump ball: A. Drummond vs. J. Okafor (R. Jackson gains possession)
3:47.0,,,87-79,,A. Drummond misses 2-pt shot from 7 ft
3:47.0,Defensive rebound by T. McConnell,,87-79,,
3:47.0,,,87-79,,Personal foul by S. Johnson (drawn by T. McConnell)
3:34.0,Turnover by E. Ilyasova (bad pass; steal by A. Drummond),,87-79,,
3:21.0,,,87-79,,Turnover by R. Jackson (lost ball; steal by J. Okafor)
3:18.0,Shooting foul by S. Johnson (drawn by N. Stauskas),,87-79,,
3:18.0,,,87-79,,Technical foul by M. Morris
3:18.0,E. Ilyasova makes technical free throw,1,88-79,,
3:18.0,N. Stauskas makes free throw 1 of 2,1,89-79,,
3:18.0,N. Stauskas makes free throw 2 of 2,1,90-79,,
2:57.0,,,90-79,,S. Johnson misses 2-pt shot from 10 ft
2:56.0,Defensive rebound by J. Okafor,,90-79,,
2:33.0,E. Ilyasova makes 2-pt shot from 21 ft (assist by R. Covington),2,92-79,,
2:33.0,,,92-79,,Detroit full timeout
2:17.0,,,92-79,,Turnover by T. Harris (lost ball; steal by E. Ilyasova)
2:02.0,T. McConnell makes 2-pt shot from 1 ft,2,94-79,,
1:49.0,,,94-79,,T. Harris misses 3-pt shot from 24 ft
1:49.0,Defensive rebound by R. Covington,,94-79,,
1:29.0,Shooting foul by A. Drummond (drawn by R. Covington),,94-79,,
1:29.0,R. Covington makes free throw 1 of 2,1,95-79,,
1:29.0,R. Covington makes free throw 2 of 2,1,96-79,,
1:29.0,,,95-79,,I. Smith enters the game for R. Jackson
1:29.0,,,95-79,,D. Hilliard enters the game for T. Harris
1:18.0,,,96-79,,M. Morris misses 3-pt shot from 26 ft
1:18.0,Defensive rebound by R. Covington,,96-79,,
0:51.0,T. McConnell misses 2-pt shot from 14 ft,,96-79,,
0:50.0,Offensive rebound by J. Okafor,,96-79,,
0:27.0,Turnover by T. McConnell (bad pass; steal by S. Johnson),,96-79,,
0:22.0,,,96-79,,S. Johnson misses 2-pt shot from 5 ft (block by R. Covington)
0:22.0,,,96-79,,Offensive rebound by Team
0:15.0,,,96-79,,A. Drummond misses 2-pt shot from 7 ft
0:15.0,,,96-79,,Offensive rebound by Team
0:08.0,,,96-79,,D. Hilliard misses 3-pt shot from 26 ft
0:08.0,,,96-79,,Offensive rebound by A. Drummond
0:03.0,,,96-79,,S. Johnson misses 3-pt shot from 26 ft
0:03.0,Defensive rebound by Team,,96-79,,
0:03.0,,,96-79,,Personal foul by A. Drummond (drawn by J. Okafor)
0:03.0,J. Okafor misses free throw 1 of 2,,96-79,,
0:03.0,Offensive rebound by Team,,96-79,,
0:03.0,J. Okafor makes free throw 2 of 2,1,97-79,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
