time,San Antonio,pts.away,score,pts.home,Memphis
5:15.0,,,16-11,,M. Conley misses 3-pt shot from 24 ft
5:14.0,Defensive rebound by L. Aldridge,,16-11,,
4:53.0,T. Parker makes 2-pt shot from 1 ft,2,18-11,,
4:53.0,,,18-11,,Memphis full timeout
4:53.0,,,18-11,,A. Harrison enters the game for M. Conley
4:53.0,,,18-11,,J. Green enters the game for Z. Randolph
4:53.0,P. Mills enters the game for T. Parker,,18-11,,
4:53.0,P. Gasol enters the game for D. Green,,18-11,,
4:53.0,M. Ginobili enters the game for D. Lee,,18-11,,
4:36.0,,,18-14,3,A. Harrison makes 3-pt shot from 26 ft (assist by M. Gasol)
4:20.0,P. Mills makes 2-pt shot from 19 ft,2,20-14,,
4:01.0,,,20-17,3,A. Harrison makes 3-pt shot from 26 ft (assist by M. Gasol)
3:33.0,K. Leonard misses 3-pt shot from 26 ft,,20-17,,
3:33.0,,,20-17,,Defensive rebound by V. Carter
3:24.0,,,20-19,2,V. Carter makes 2-pt shot from 5 ft
3:15.0,,,20-19,,Personal foul by A. Harrison
3:10.0,,,20-19,,Personal foul by J. Green (drawn by K. Leonard)
3:10.0,D. Bertans enters the game for L. Aldridge,,20-19,,
3:10.0,,,20-19,,M. Conley enters the game for J. Ennis
2:59.0,K. Leonard makes 2-pt shot from 19 ft,2,22-19,,
2:33.0,,,22-19,,M. Conley misses 2-pt shot from 8 ft
2:31.0,Defensive rebound by P. Mills,,22-19,,
2:18.0,K. Leonard misses 2-pt shot from 8 ft,,22-19,,
2:18.0,,,22-19,,Defensive rebound by M. Gasol
2:05.0,,,22-19,,J. Green misses 3-pt shot from 23 ft
2:04.0,Defensive rebound by P. Gasol,,22-19,,
1:50.0,Turnover by D. Bertans (bad pass),,22-19,,
1:50.0,,,22-19,,W. Selden enters the game for V. Carter
1:33.0,,,22-19,,M. Gasol misses 2-pt shot from 7 ft
1:33.0,Defensive rebound by D. Bertans,,22-19,,
1:19.0,K. Leonard makes 2-pt shot from 13 ft,2,24-19,,
1:02.0,,,24-19,,Turnover by J. Green (bad pass; steal by K. Leonard)
0:47.0,D. Bertans misses 3-pt shot from 25 ft,,24-19,,
0:46.0,,,24-19,,Defensive rebound by M. Conley
0:40.0,,,24-19,,M. Conley misses 2-pt shot at rim
0:38.0,,,24-19,,Offensive rebound by M. Gasol
0:38.0,,,24-19,,M. Gasol misses 2-pt shot from 1 ft
0:36.0,Defensive rebound by D. Bertans,,24-19,,
0:22.0,P. Mills misses 3-pt shot from 25 ft,,24-19,,
0:21.0,Offensive rebound by K. Leonard,,24-19,,
0:08.0,Turnover by P. Mills (lost ball),,24-19,,
0:08.0,,,24-19,,T. Daniels enters the game for A. Harrison
0:06.0,Personal take foul by P. Mills,,24-19,,
0:06.0,D. Green enters the game for P. Mills,,24-19,,
0:06.0,J. Simmons enters the game for K. Leonard,,24-19,,
0:01.0,,,24-22,3,M. Conley makes 3-pt shot from 26 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,,,24-22,,W. Selden misses 2-pt shot from 1 ft
11:38.0,Defensive rebound by M. Ginobili,,24-22,,
11:26.0,Turnover by M. Ginobili (bad pass),,24-22,,
11:15.0,,,24-22,,J. Green misses 3-pt shot from 25 ft
11:14.0,Defensive rebound by M. Ginobili,,24-22,,
10:58.0,P. Gasol misses 2-pt shot from 9 ft,,24-22,,
10:57.0,,,24-22,,Defensive rebound by J. Green
10:48.0,,,24-24,2,Z. Randolph makes 2-pt shot from 2 ft (assist by M. Conley)
10:24.0,T. Parker makes 2-pt shot from 19 ft,2,26-24,,
10:13.0,,,26-24,,Turnover by M. Conley (lost ball)
10:13.0,D. Green enters the game for M. Ginobili,,26-24,,
9:59.0,Turnover by P. Gasol (lost ball; steal by M. Conley),,26-24,,
9:58.0,Personal foul by D. Green (drawn by M. Conley),,26-24,,
9:46.0,,,26-26,2,J. Green makes 2-pt shot from 19 ft (assist by M. Conley)
9:30.0,T. Parker makes 2-pt shot from 1 ft,2,28-26,,
9:20.0,Personal foul by J. Simmons (drawn by T. Daniels),,28-26,,
9:05.0,,,28-26,,J. Green misses 2-pt shot from 20 ft
9:04.0,Defensive rebound by T. Parker,,28-26,,
8:52.0,,,28-26,,Personal foul by J. Green (drawn by L. Aldridge)
8:52.0,San Antonio full timeout,,28-26,,
8:52.0,,,28-26,,M. Gasol enters the game for J. Green
8:48.0,P. Gasol misses 2-pt shot from 20 ft,,28-26,,
8:48.0,,,28-26,,Defensive rebound by Z. Randolph
8:25.0,,,28-26,,Z. Randolph misses 2-pt shot from 19 ft
8:22.0,Defensive rebound by P. Gasol,,28-26,,
8:11.0,P. Gasol misses 2-pt shot from 7 ft,,28-26,,
8:09.0,,,28-26,,Defensive rebound by Z. Randolph
7:55.0,,,28-28,2,M. Gasol makes 2-pt shot from 9 ft
7:35.0,L. Aldridge misses 2-pt shot from 5 ft,,28-28,,
7:34.0,Offensive rebound by L. Aldridge,,28-28,,
7:33.0,L. Aldridge makes 2-pt shot at rim,2,30-28,,
7:18.0,,,30-30,2,M. Conley makes 2-pt shot from 7 ft
7:04.0,Offensive foul by L. Aldridge,,30-30,,
7:04.0,Turnover by L. Aldridge (offensive foul),,30-30,,
7:04.0,K. Leonard enters the game for J. Simmons,,30-30,,
7:04.0,D. Lee enters the game for P. Gasol,,30-30,,
6:45.0,,,30-32,2,W. Selden makes 2-pt shot from 1 ft (assist by T. Daniels)
6:41.0,San Antonio full timeout,,30-32,,
6:41.0,,,30-32,,V. Carter enters the game for W. Selden
6:27.0,K. Leonard makes 2-pt shot from 20 ft,2,32-32,,
6:10.0,,,32-35,3,M. Gasol makes 3-pt shot from 25 ft (assist by M. Conley)
5:46.0,Shooting foul by M. Conley (drawn by D. Lee),,32-35,,
5:46.0,D. Lee misses free throw 1 of 2,,32-35,,
5:46.0,Offensive rebound by Team,,32-35,,
5:46.0,D. Lee makes free throw 2 of 2,1,33-35,,
5:46.0,P. Mills enters the game for T. Parker,,32-35,,
5:32.0,,,33-35,,Turnover by Z. Randolph (lost ball; steal by K. Leonard)
5:32.0,,,33-35,,Personal foul by Z. Randolph (drawn by K. Leonard)
5:14.0,L. Aldridge makes 2-pt shot from 14 ft,2,35-35,,
4:57.0,,,35-35,,Shooting foul by L. Aldridge (drawn by M. Gasol)
4:57.0,,,35-36,1,M. Gasol makes free throw 1 of 2
4:57.0,,,35-37,1,M. Gasol makes free throw 2 of 2
4:37.0,K. Leonard makes 2-pt shot from 12 ft,2,37-37,,
4:14.0,,,37-37,,Turnover by V. Carter (bad pass; steal by D. Green)
4:06.0,D. Green misses 2-pt shot from 20 ft,,37-37,,
4:05.0,Offensive rebound by L. Aldridge,,37-37,,
4:05.0,Turnover by L. Aldridge (lost ball),,37-37,,
3:49.0,Personal block foul by D. Green (drawn by V. Carter),,37-37,,
3:39.0,,,37-40,3,T. Daniels makes 3-pt shot from 27 ft (assist by M. Conley)
3:22.0,P. Mills makes 3-pt shot from 26 ft (assist by D. Green),3,40-40,,
3:11.0,,,40-43,3,V. Carter makes 3-pt shot from 27 ft (assist by M. Conley)
2:55.0,K. Leonard misses 2-pt shot from 22 ft,,40-43,,
2:55.0,,,40-43,,Defensive rebound by Z. Randolph
2:45.0,,,40-45,2,M. Gasol makes 2-pt shot from 8 ft (assist by T. Daniels)
2:45.0,San Antonio full timeout,,40-45,,
2:45.0,,,40-45,,Memphis full timeout
2:45.0,M. Ginobili enters the game for D. Lee,,40-45,,
2:45.0,D. Bertans enters the game for D. Green,,40-45,,
2:29.0,K. Leonard makes 2-pt shot from 1 ft (assist by L. Aldridge),2,42-45,,
2:10.0,,,42-47,2,Z. Randolph makes 2-pt shot from 7 ft (assist by M. Gasol)
2:10.0,,,42-47,,Shooting foul by D. Bertans (drawn by Z. Randolph)
2:10.0,,,42-47,,Z. Randolph misses free throw 1 of 1
2:10.0,T. Parker enters the game for P. Mills,,42-47,,
2:09.0,Defensive rebound by L. Aldridge,,42-47,,
1:51.0,Shooting foul by V. Carter (drawn by K. Leonard),,42-47,,
1:51.0,K. Leonard makes free throw 1 of 2,1,43-47,,
1:51.0,K. Leonard misses free throw 2 of 2,,43-47,,
1:51.0,P. Gasol enters the game for D. Bertans,,43-47,,
1:50.0,,,43-47,,Defensive rebound by V. Carter
1:38.0,,,43-47,,Offensive charge foul by V. Carter
1:38.0,,,43-47,,Turnover by V. Carter (offensive foul)
1:23.0,Shooting foul by V. Carter (drawn by K. Leonard),,43-47,,
1:23.0,K. Leonard makes free throw 1 of 2,1,44-47,,
1:23.0,K. Leonard makes free throw 2 of 2,1,45-47,,
1:23.0,,,44-47,,J. Ennis enters the game for V. Carter
1:03.0,,,45-47,,J. Ennis misses 3-pt shot from 25 ft
1:02.0,Defensive rebound by L. Aldridge,,45-47,,
0:41.0,K. Leonard misses 2-pt shot from 2 ft,,45-47,,
0:39.0,Offensive rebound by Team,,45-47,,
0:30.0,T. Parker misses 3-pt shot from 24 ft,,45-47,,
0:29.0,,,45-47,,Defensive rebound by Z. Randolph
0:07.0,,,45-50,3,M. Conley makes 3-pt shot from 25 ft
0:01.0,T. Parker misses 2-pt shot from 2 ft,,45-50,,
0:00.0,Offensive rebound by P. Gasol,,45-50,,
0:00.0,P. Gasol misses 2-pt shot from 2 ft,,45-50,,
0:00.0,Offensive rebound by Team,,45-50,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,,,45-52,2,Z. Randolph makes 2-pt shot from 6 ft
11:21.0,D. Green misses 3-pt shot from 27 ft,,45-52,,
11:20.0,,,45-52,,Defensive rebound by M. Gasol
11:11.0,,,45-54,2,M. Conley makes 2-pt shot from 1 ft
10:59.0,Shooting foul by Z. Randolph (drawn by T. Parker),,45-54,,
10:59.0,T. Parker makes free throw 1 of 2,1,46-54,,
10:59.0,T. Parker makes free throw 2 of 2,1,47-54,,
10:43.0,,,47-54,,V. Carter misses 3-pt shot from 23 ft
10:43.0,Defensive rebound by L. Aldridge,,47-54,,
10:36.0,D. Green misses 3-pt shot from 23 ft,,47-54,,
10:34.0,Offensive rebound by L. Aldridge,,47-54,,
10:34.0,L. Aldridge misses 2-pt shot at rim,,47-54,,
10:30.0,Offensive rebound by D. Green,,47-54,,
10:21.0,L. Aldridge misses 2-pt shot from 1 ft,,47-54,,
10:21.0,,,47-54,,Defensive rebound by Z. Randolph
10:06.0,,,47-54,,M. Gasol misses 2-pt shot from 12 ft
10:04.0,Defensive rebound by D. Lee,,47-54,,
9:52.0,L. Aldridge misses 2-pt shot from 1 ft,,47-54,,
9:52.0,,,47-54,,Defensive rebound by Team
9:33.0,,,47-57,3,J. Ennis makes 3-pt shot from 23 ft (assist by M. Gasol)
9:32.0,San Antonio full timeout,,47-57,,
9:17.0,K. Leonard misses 2-pt shot from 12 ft,,47-57,,
9:15.0,Offensive rebound by D. Lee,,47-57,,
9:15.0,D. Lee makes 2-pt shot at rim,2,49-57,,
8:57.0,,,49-57,,Z. Randolph misses 2-pt shot from 1 ft
8:56.0,Defensive rebound by D. Lee,,49-57,,
8:38.0,D. Lee misses 2-pt shot from 3 ft (block by Z. Randolph),,49-57,,
8:37.0,,,49-57,,Defensive rebound by Z. Randolph
8:26.0,,,49-57,,Shooting foul by L. Aldridge (drawn by M. Gasol)
8:26.0,,,49-58,1,M. Gasol makes free throw 1 of 2
8:26.0,,,49-59,1,M. Gasol makes free throw 2 of 2
8:11.0,T. Parker makes 2-pt shot from 2 ft,2,51-59,,
7:52.0,,,51-61,2,M. Gasol makes 2-pt shot from 6 ft
7:38.0,T. Parker makes 2-pt shot from 20 ft,2,53-61,,
7:19.0,,,53-63,2,Z. Randolph makes 2-pt shot from 3 ft (assist by M. Gasol)
7:03.0,Shooting foul by M. Gasol (drawn by L. Aldridge),,53-63,,
7:03.0,L. Aldridge makes free throw 1 of 2,1,54-63,,
7:03.0,L. Aldridge makes free throw 2 of 2,1,55-63,,
7:03.0,P. Gasol enters the game for D. Lee,,54-63,,
6:40.0,,,55-63,,J. Ennis misses 2-pt shot from 1 ft
6:37.0,Defensive rebound by D. Green,,55-63,,
6:27.0,,,55-63,,Personal foul by M. Gasol (drawn by K. Leonard)
6:21.0,D. Green makes 3-pt shot from 25 ft (assist by T. Parker),3,58-63,,
6:10.0,,,58-63,,Memphis full timeout
5:56.0,,,58-63,,M. Conley misses 3-pt shot from 25 ft
5:56.0,,,58-63,,Offensive rebound by J. Ennis
5:52.0,,,58-66,3,J. Ennis makes 3-pt shot from 23 ft
5:31.0,K. Leonard misses 2-pt shot from 1 ft,,58-66,,
5:30.0,Offensive rebound by K. Leonard,,58-66,,
5:11.0,K. Leonard misses 2-pt shot from 1 ft,,58-66,,
5:09.0,Offensive rebound by L. Aldridge,,58-66,,
5:09.0,L. Aldridge makes 2-pt shot from 1 ft,2,60-66,,
4:46.0,,,60-66,,M. Conley misses 2-pt shot from 9 ft
4:44.0,Defensive rebound by K. Leonard,,60-66,,
4:40.0,,,60-66,,Personal foul by J. Ennis (drawn by K. Leonard)
4:40.0,M. Ginobili enters the game for D. Green,,60-66,,
4:40.0,P. Mills enters the game for T. Parker,,60-66,,
4:40.0,,,60-66,,A. Harrison enters the game for M. Conley
4:40.0,,,60-66,,J. Green enters the game for Z. Randolph
4:31.0,Shooting foul by J. Ennis (drawn by K. Leonard),,60-66,,
4:31.0,K. Leonard makes free throw 1 of 2,1,61-66,,
4:31.0,K. Leonard makes free throw 2 of 2,1,62-66,,
4:11.0,,,62-66,,M. Gasol misses 2-pt shot from 11 ft
4:09.0,Defensive rebound by P. Gasol,,62-66,,
3:59.0,L. Aldridge makes 2-pt shot at rim (assist by K. Leonard),2,64-66,,
3:41.0,,,64-66,,Turnover by V. Carter (bad pass)
3:24.0,P. Gasol misses 3-pt shot from 23 ft,,64-66,,
3:23.0,Offensive rebound by K. Leonard,,64-66,,
3:17.0,M. Ginobili misses 3-pt shot from 25 ft,,64-66,,
3:17.0,Offensive rebound by L. Aldridge,,64-66,,
3:17.0,L. Aldridge makes 2-pt shot from 1 ft,2,66-66,,
3:17.0,Shooting foul by M. Gasol (drawn by L. Aldridge),,66-66,,
3:17.0,L. Aldridge makes free throw 1 of 1,1,67-66,,
3:17.0,,,66-66,,M. Conley enters the game for V. Carter
3:07.0,Personal foul by M. Ginobili (drawn by J. Ennis),,67-66,,
3:07.0,D. Dedmon enters the game for L. Aldridge,,67-66,,
3:00.0,,,67-68,2,J. Green makes 2-pt shot at rim
3:00.0,,,67-68,,Shooting foul by P. Gasol (drawn by J. Green)
3:00.0,,,67-69,1,J. Green makes free throw 1 of 1
2:35.0,P. Mills misses 2-pt shot from 22 ft,,67-69,,
2:33.0,Offensive rebound by D. Dedmon,,67-69,,
2:33.0,D. Dedmon makes 2-pt shot from 1 ft,2,69-69,,
2:18.0,Personal foul by D. Dedmon (drawn by M. Gasol),,69-69,,
2:18.0,,,69-69,,W. Selden enters the game for J. Ennis
2:06.0,,,69-69,,A. Harrison misses 2-pt shot from 19 ft
2:03.0,Defensive rebound by D. Dedmon,,69-69,,
1:51.0,M. Ginobili makes 3-pt shot from 25 ft (assist by P. Gasol),3,72-69,,
1:51.0,Shooting foul by W. Selden (drawn by M. Ginobili),,72-69,,
1:51.0,M. Ginobili makes free throw 1 of 1,1,73-69,,
1:43.0,,,73-69,,Offensive foul by J. Green
1:43.0,,,73-69,,Turnover by J. Green (offensive foul)
1:28.0,K. Leonard misses 3-pt shot from 25 ft,,73-69,,
1:27.0,,,73-69,,Defensive rebound by Team
1:27.0,,,73-69,,V. Carter enters the game for W. Selden
1:27.0,,,73-69,,T. Daniels enters the game for A. Harrison
1:18.0,,,73-69,,Shooting foul by P. Mills (drawn by M. Conley)
1:18.0,,,73-70,1,M. Conley makes free throw 1 of 2
1:18.0,,,73-71,1,M. Conley makes free throw 2 of 2
1:07.0,,,73-71,,Personal foul by J. Green (drawn by K. Leonard)
1:07.0,K. Leonard makes free throw 1 of 2,1,74-71,,
1:07.0,K. Leonard makes free throw 2 of 2,1,75-71,,
1:07.0,,,74-71,,Z. Randolph enters the game for J. Green
0:51.0,,,75-71,,M. Gasol misses 3-pt shot from 25 ft
0:51.0,,,75-71,,Offensive rebound by V. Carter
0:48.0,,,75-71,,V. Carter misses 2-pt shot from 4 ft
0:47.0,Defensive rebound by K. Leonard,,75-71,,
0:38.0,Turnover by K. Leonard (lost ball; steal by V. Carter),,75-71,,
0:32.0,,,75-74,3,M. Conley makes 3-pt shot from 23 ft (assist by V. Carter)
0:11.0,K. Leonard misses 3-pt shot from 26 ft,,75-74,,
0:11.0,,,75-74,,Defensive rebound by Team
0:02.0,,,75-74,,M. Conley misses 2-pt shot from 22 ft
0:02.0,Defensive rebound by Team,,75-74,,
0:01.0,Turnover by P. Gasol (bad pass),,75-74,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,P. Gasol misses 2-pt shot from 8 ft,,75-74,,
11:36.0,,,75-74,,Defensive rebound by T. Daniels
11:21.0,,,75-74,,Shooting foul by P. Gasol (drawn by Z. Randolph)
11:21.0,,,75-74,,Z. Randolph misses free throw 1 of 2
11:21.0,,,75-74,,Offensive rebound by Team
11:21.0,,,75-75,1,Z. Randolph makes free throw 2 of 2
11:21.0,J. Simmons enters the game for K. Leonard,,75-74,,
10:59.0,L. Aldridge misses 2-pt shot from 21 ft,,75-75,,
10:58.0,,,75-75,,Defensive rebound by T. Daniels
10:50.0,,,75-75,,Z. Randolph misses 2-pt shot from 1 ft
10:48.0,,,75-75,,Offensive rebound by Z. Randolph
10:48.0,,,75-77,2,Z. Randolph makes 2-pt shot at rim
10:30.0,J. Simmons misses 2-pt shot from 3 ft,,75-77,,
10:27.0,Offensive rebound by J. Simmons,,75-77,,
10:25.0,,,75-77,,Personal foul by V. Carter (drawn by M. Ginobili)
10:25.0,D. Lee enters the game for P. Gasol,,75-77,,
10:25.0,,,75-77,,J. Green enters the game for V. Carter
10:18.0,Turnover by M. Ginobili (bad pass; steal by T. Daniels),,75-77,,
10:00.0,,,75-77,,Z. Randolph misses 2-pt shot from 8 ft
9:58.0,Defensive rebound by M. Ginobili,,75-77,,
9:54.0,P. Mills makes 2-pt shot from 2 ft,2,77-77,,
9:39.0,,,77-79,2,M. Conley makes 2-pt shot from 1 ft
9:30.0,San Antonio full timeout,,77-79,,
9:30.0,,,77-79,,J. Ennis enters the game for J. Green
9:30.0,D. Green enters the game for M. Ginobili,,77-79,,
9:20.0,L. Aldridge makes 2-pt shot from 21 ft (assist by P. Mills),2,79-79,,
9:01.0,,,79-79,,Shooting foul by D. Lee (drawn by M. Gasol)
9:01.0,,,79-79,,M. Gasol misses free throw 1 of 2
9:01.0,,,79-79,,Offensive rebound by Team
9:01.0,,,79-80,1,M. Gasol makes free throw 2 of 2
8:38.0,Turnover by L. Aldridge (bad pass),,79-80,,
8:18.0,,,79-80,,Shooting foul by L. Aldridge (drawn by M. Conley)
8:18.0,,,79-81,1,M. Conley makes free throw 1 of 2
8:18.0,,,79-82,1,M. Conley makes free throw 2 of 2
8:18.0,T. Parker enters the game for P. Mills,,79-81,,
8:18.0,K. Leonard enters the game for J. Simmons,,79-81,,
7:58.0,T. Parker misses 2-pt shot from 21 ft,,79-82,,
7:56.0,,,79-82,,Defensive rebound by J. Ennis
7:53.0,,,79-82,,M. Conley misses 3-pt shot from 26 ft
7:51.0,Defensive rebound by K. Leonard,,79-82,,
7:35.0,L. Aldridge misses 3-pt shot from 23 ft,,79-82,,
7:34.0,,,79-82,,Defensive rebound by Z. Randolph
7:12.0,,,79-85,3,J. Ennis makes 3-pt shot from 25 ft (assist by M. Gasol)
6:49.0,K. Leonard makes 2-pt shot from 13 ft,2,81-85,,
6:29.0,,,81-85,,Shooting foul by D. Green (drawn by M. Conley)
6:29.0,,,81-86,1,M. Conley makes free throw 1 of 3
6:29.0,,,81-87,1,M. Conley makes free throw 2 of 3
6:29.0,,,81-88,1,M. Conley makes free throw 3 of 3
6:12.0,D. Green misses 3-pt shot from 26 ft,,81-88,,
6:12.0,,,81-88,,Defensive rebound by M. Gasol
5:51.0,,,81-88,,Z. Randolph misses 2-pt shot from 5 ft
5:50.0,Defensive rebound by K. Leonard,,81-88,,
5:44.0,Shooting foul by Z. Randolph (drawn by K. Leonard),,81-88,,
5:44.0,K. Leonard makes 2-pt shot from 11 ft,2,83-88,,
5:44.0,San Antonio full timeout,,83-88,,
5:44.0,K. Leonard makes free throw 1 of 1,1,84-88,,
5:28.0,,,84-88,,J. Ennis misses 2-pt shot from 1 ft
5:26.0,Defensive rebound by D. Lee,,84-88,,
5:12.0,K. Leonard makes 3-pt shot from 25 ft,3,87-88,,
5:00.0,,,87-88,,Memphis full timeout
5:00.0,P. Mills enters the game for D. Green,,87-88,,
5:00.0,,,87-88,,V. Carter enters the game for T. Daniels
4:56.0,,,87-88,,Offensive foul by M. Conley
4:56.0,,,87-88,,Turnover by M. Conley (offensive foul)
4:34.0,K. Leonard misses 3-pt shot from 26 ft,,87-88,,
4:34.0,,,87-88,,Defensive rebound by Z. Randolph
4:19.0,,,87-90,2,M. Conley makes 2-pt shot from 6 ft
3:59.0,L. Aldridge misses 2-pt shot from 8 ft,,87-90,,
3:58.0,Offensive rebound by D. Lee,,87-90,,
3:58.0,D. Lee makes 2-pt shot at rim,2,89-90,,
3:35.0,,,89-90,,M. Conley misses 3-pt shot from 26 ft
3:34.0,Defensive rebound by Team,,89-90,,
3:13.0,P. Mills makes 3-pt shot from 25 ft (assist by T. Parker),3,92-90,,
2:49.0,,,92-90,,Shooting foul by D. Lee (drawn by M. Gasol)
2:49.0,,,92-91,1,M. Gasol makes free throw 1 of 2
2:49.0,,,92-92,1,M. Gasol makes free throw 2 of 2
2:36.0,,,92-92,,Personal foul by M. Gasol (drawn by K. Leonard)
2:25.0,D. Lee makes 2-pt shot from 1 ft (assist by K. Leonard),2,94-92,,
2:00.0,,,94-92,,Turnover by J. Ennis (bad pass; steal by K. Leonard)
1:41.0,T. Parker makes 2-pt shot from 22 ft (assist by K. Leonard),2,96-92,,
1:41.0,,,96-92,,Memphis full timeout
1:41.0,,,96-92,,T. Daniels enters the game for J. Ennis
1:33.0,,,96-92,,Shooting foul by K. Leonard (drawn by V. Carter)
1:33.0,,,96-93,1,V. Carter makes free throw 1 of 2
1:33.0,,,96-94,1,V. Carter makes free throw 2 of 2
1:33.0,,,96-93,,J. Green enters the game for Z. Randolph
1:33.0,,,96-93,,J. Ennis enters the game for T. Daniels
1:11.0,K. Leonard misses 2-pt shot from 14 ft,,96-94,,
1:09.0,Offensive rebound by D. Lee,,96-94,,
0:50.0,T. Parker makes 2-pt shot from 13 ft,2,98-94,,
0:38.0,,,98-94,,M. Conley misses 3-pt shot from 25 ft
0:38.0,Defensive rebound by L. Aldridge,,98-94,,
0:34.0,,,98-94,,Personal take foul by V. Carter (drawn by T. Parker)
0:30.0,,,98-94,,Personal take foul by J. Ennis (drawn by K. Leonard)
0:30.0,K. Leonard makes free throw 1 of 2,1,99-94,,
0:30.0,K. Leonard makes free throw 2 of 2,1,100-94,,
0:30.0,,,100-94,,Memphis full timeout
0:30.0,,,100-94,,T. Daniels enters the game for J. Ennis
0:30.0,,,100-94,,Z. Randolph enters the game for J. Green
0:29.0,,,100-94,,Shooting foul by L. Aldridge (drawn by M. Conley)
0:29.0,,,100-95,1,M. Conley makes free throw 1 of 3
0:29.0,,,100-96,1,M. Conley makes free throw 2 of 3
0:29.0,,,100-96,,M. Conley misses free throw 3 of 3
0:29.0,P. Gasol enters the game for D. Lee,,100-94,,
0:29.0,,,100-94,,J. Green enters the game for Z. Randolph
0:29.0,,,100-94,,J. Ennis enters the game for T. Daniels
0:27.0,Defensive rebound by K. Leonard,,100-96,,
0:23.0,T. Parker makes 2-pt shot from 1 ft (assist by K. Leonard),2,102-96,,
0:23.0,,,102-96,,Memphis full timeout
0:23.0,D. Green enters the game for P. Gasol,,102-96,,
0:23.0,,,102-96,,Z. Randolph enters the game for J. Green
0:23.0,,,102-96,,T. Daniels enters the game for J. Ennis
0:14.0,,,102-96,,Z. Randolph misses 3-pt shot from 23 ft
0:14.0,Defensive rebound by D. Green,,102-96,,
0:13.0,,,102-96,,Personal foul by M. Conley (drawn by D. Green)
0:13.0,D. Green makes free throw 1 of 2,1,103-96,,
0:13.0,D. Green misses free throw 2 of 2,,103-96,,
0:12.0,,,103-96,,Defensive rebound by M. Gasol
