time,Sacramento,pts.away,score,pts.home,Phoenix
4:09.0,,,34-41,,Defensive rebound by D. Booker
4:03.0,,,34-41,,D. Booker misses 2-pt shot from 1 ft (block by W. Cauley-Stein)
4:02.0,,,34-41,,Offensive rebound by T. Warren
3:55.0,,,34-43,2,T. Warren makes 2-pt shot at rim (assist by T. Ulis)
3:32.0,T. Lawson makes 2-pt shot from 12 ft,2,36-43,,
3:14.0,,,36-45,2,T. Warren makes 2-pt shot from 14 ft
2:55.0,K. Koufos makes 2-pt shot at rim (assist by W. Cauley-Stein),2,38-45,,
2:43.0,,,38-45,,Turnover by T. Warren (bad pass; steal by W. Cauley-Stein)
2:32.0,,,38-45,,Violation by T. Warren (kicked ball)
2:32.0,Sacramento full timeout,,38-45,,
2:32.0,G. Temple enters the game for B. Hield,,38-45,,
2:32.0,A. Afflalo enters the game for L. Galloway,,38-45,,
2:22.0,A. Afflalo misses 2-pt shot from 12 ft,,38-45,,
2:20.0,Offensive rebound by W. Cauley-Stein,,38-45,,
2:17.0,W. Cauley-Stein makes 2-pt shot from 1 ft,2,40-45,,
2:06.0,Personal foul by G. Temple (drawn by D. Booker),,40-45,,
1:51.0,,,40-45,,A. Len misses 2-pt shot from 3 ft
1:49.0,Defensive rebound by W. Cauley-Stein,,40-45,,
1:34.0,K. Koufos makes 2-pt shot from 1 ft,2,42-45,,
1:23.0,,,42-45,,Offensive foul by A. Len
1:23.0,,,42-45,,Turnover by A. Len (offensive foul)
1:02.0,Shooting foul by A. Len (drawn by T. Lawson),,42-45,,
1:02.0,T. Lawson makes free throw 1 of 2,1,43-45,,
1:02.0,T. Lawson makes free throw 2 of 2,1,44-45,,
1:02.0,,,43-45,,A. Williams enters the game for A. Len
0:53.0,,,44-45,,D. Booker misses 3-pt shot from 25 ft
0:52.0,Defensive rebound by K. Koufos,,44-45,,
0:44.0,T. Lawson makes 2-pt shot from 2 ft,2,46-45,,
0:39.0,,,46-47,2,T. Ulis makes 2-pt shot from 12 ft
0:28.0,K. Koufos makes 2-pt shot from 10 ft (assist by T. Lawson),2,48-47,,
0:08.0,,,48-47,,T. Ulis misses 3-pt shot from 25 ft
0:08.0,,,48-47,,Offensive rebound by D. Booker
0:04.0,Personal foul by G. Temple (drawn by D. Booker),,48-47,,
0:01.0,,,48-47,,D. Booker misses 2-pt shot from 17 ft
0:00.0,Defensive rebound by T. Lawson,,48-47,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,,,48-47,,M. Chriss misses 3-pt shot from 24 ft
11:36.0,Defensive rebound by A. Afflalo,,48-47,,
11:19.0,A. Afflalo misses 3-pt shot from 24 ft (block by T. Warren),,48-47,,
11:19.0,Offensive rebound by Team,,48-47,,
11:14.0,W. Cauley-Stein makes 2-pt shot from 9 ft,2,50-47,,
10:58.0,,,50-47,,T. Ulis misses 2-pt shot from 4 ft (block by K. Koufos)
10:57.0,,,50-47,,Offensive rebound by A. Len
10:55.0,,,50-49,2,A. Len makes 2-pt shot from 4 ft
10:46.0,T. Lawson misses 2-pt shot from 13 ft (block by M. Chriss),,50-49,,
10:44.0,Offensive rebound by T. Lawson,,50-49,,
10:41.0,Shooting foul by M. Chriss (drawn by W. Cauley-Stein),,50-49,,
10:41.0,W. Cauley-Stein misses free throw 1 of 2,,50-49,,
10:41.0,Offensive rebound by Team,,50-49,,
10:41.0,W. Cauley-Stein makes free throw 2 of 2,1,51-49,,
10:27.0,,,51-49,,M. Chriss misses 2-pt shot from 2 ft (block by W. Cauley-Stein)
10:24.0,Defensive rebound by A. Afflalo,,51-49,,
10:20.0,Turnover by B. Hield (bad pass),,51-49,,
10:10.0,,,51-49,,T. Warren misses 2-pt shot from 13 ft
10:09.0,Defensive rebound by W. Cauley-Stein,,51-49,,
10:00.0,T. Lawson misses 2-pt shot from 13 ft,,51-49,,
9:59.0,,,51-49,,Defensive rebound by M. Chriss
9:49.0,,,51-49,,T. Ulis misses 2-pt shot from 13 ft
9:49.0,Defensive rebound by T. Lawson,,51-49,,
9:43.0,Turnover by T. Lawson (bad pass; steal by T. Warren),,51-49,,
9:37.0,,,51-49,,T. Warren misses 2-pt shot from 3 ft (block by K. Koufos)
9:35.0,,,51-49,,Offensive rebound by T. Warren
9:33.0,,,51-51,2,T. Warren makes 2-pt shot from 1 ft
9:27.0,Turnover by T. Lawson (bad pass),,51-51,,
9:06.0,,,51-51,,D. Booker misses 2-pt shot from 22 ft
9:05.0,Defensive rebound by W. Cauley-Stein,,51-51,,
8:54.0,K. Koufos misses 2-pt shot from 9 ft,,51-51,,
8:52.0,,,51-51,,Defensive rebound by A. Len
8:49.0,,,51-53,2,D. Booker makes 2-pt shot at rim (assist by T. Ulis)
8:31.0,B. Hield misses 3-pt shot from 26 ft,,51-53,,
8:31.0,,,51-53,,Defensive rebound by A. Len
8:24.0,,,51-53,,T. Ulis misses 2-pt shot from 13 ft
8:22.0,Defensive rebound by W. Cauley-Stein,,51-53,,
8:18.0,W. Cauley-Stein misses 2-pt shot from 2 ft,,51-53,,
8:17.0,,,51-53,,Defensive rebound by D. Booker
8:15.0,Personal foul by B. Hield (drawn by D. Booker),,51-53,,
8:15.0,Sacramento full timeout,,51-53,,
8:03.0,,,51-53,,M. Chriss misses 3-pt shot from 25 ft
8:03.0,Defensive rebound by A. Afflalo,,51-53,,
7:41.0,W. Cauley-Stein makes 2-pt shot from 3 ft,2,53-53,,
7:36.0,Personal foul by B. Hield (drawn by D. Booker),,53-53,,
7:31.0,,,53-56,3,D. Booker makes 3-pt shot from 26 ft (assist by T. Ulis)
7:13.0,K. Koufos makes 2-pt shot from 1 ft (assist by T. Lawson),2,55-56,,
7:13.0,Shooting foul by T. Ulis (drawn by K. Koufos),,55-56,,
7:13.0,K. Koufos makes free throw 1 of 1,1,56-56,,
7:08.0,Personal foul by B. Hield (drawn by D. Booker),,56-56,,
7:03.0,,,56-56,,D. Booker misses 3-pt shot from 26 ft
7:02.0,,,56-56,,Offensive rebound by M. Chriss
6:57.0,,,56-56,,T. Ulis misses 2-pt shot from 19 ft
6:57.0,Defensive rebound by K. Koufos,,56-56,,
6:51.0,Turnover by K. Koufos (lost ball; steal by A. Len),,56-56,,
6:48.0,,,56-58,2,A. Len makes 2-pt shot from 1 ft
6:36.0,Shooting foul by A. Len (drawn by T. Lawson),,56-58,,
6:36.0,T. Lawson makes free throw 1 of 2,1,57-58,,
6:36.0,T. Lawson makes free throw 2 of 2,1,58-58,,
6:36.0,,,57-58,,A. Williams enters the game for A. Len
6:30.0,,,58-58,,D. Booker misses 2-pt shot from 1 ft
6:28.0,,,58-58,,Offensive rebound by T. Warren
6:28.0,,,58-60,2,T. Warren makes 2-pt shot from 2 ft
6:15.0,Turnover by W. Cauley-Stein (bad pass),,58-60,,
6:15.0,L. Galloway enters the game for T. Lawson,,58-60,,
5:52.0,,,58-60,,D. Booker misses 2-pt shot from 20 ft
5:52.0,Defensive rebound by K. Koufos,,58-60,,
5:42.0,A. Afflalo makes 2-pt shot from 13 ft,2,60-60,,
5:30.0,,,60-62,2,T. Ulis makes 2-pt shot from 18 ft
5:11.0,W. Cauley-Stein misses 2-pt shot from 5 ft,,60-62,,
5:11.0,Offensive rebound by K. Koufos,,60-62,,
5:04.0,A. Afflalo misses 2-pt shot from 2 ft (block by M. Chriss),,60-62,,
5:04.0,Offensive rebound by Team,,60-62,,
5:04.0,S. Labissiere enters the game for K. Koufos,,60-62,,
4:56.0,S. Labissiere makes 2-pt shot from 4 ft,2,62-62,,
4:37.0,,,62-64,2,T. Ulis makes 2-pt shot from 15 ft (assist by A. Williams)
4:24.0,Turnover by S. Labissiere (bad pass; steal by M. Chriss),,62-64,,
4:19.0,,,62-66,2,M. Chriss makes 2-pt shot at rim (assist by T. Warren)
3:57.0,L. Galloway misses 3-pt shot from 23 ft,,62-66,,
3:57.0,,,62-66,,Defensive rebound by T. Ulis
3:53.0,Shooting block foul by S. Labissiere (drawn by D. Booker),,62-66,,
3:53.0,,,62-67,1,D. Booker makes free throw 1 of 2
3:53.0,,,62-68,1,D. Booker makes free throw 2 of 2
3:53.0,G. Temple enters the game for B. Hield,,62-67,,
3:44.0,Offensive foul by W. Cauley-Stein,,62-68,,
3:44.0,Turnover by W. Cauley-Stein (offensive foul),,62-68,,
3:35.0,,,62-68,,Turnover by T. Warren (bad pass; steal by W. Cauley-Stein)
3:25.0,G. Temple makes 3-pt shot from 24 ft (assist by L. Galloway),3,65-68,,
3:10.0,,,65-68,,D. Booker misses 2-pt shot from 14 ft
3:10.0,Defensive rebound by S. Labissiere,,65-68,,
3:03.0,A. Afflalo makes 2-pt shot from 16 ft (assist by L. Galloway),2,67-68,,
3:02.0,,,67-68,,Phoenix full timeout
3:02.0,,,67-68,,R. Price enters the game for M. Chriss
3:02.0,,,67-68,,J. Dudley enters the game for D. Booker
2:48.0,,,67-70,2,A. Williams makes 2-pt shot from 1 ft (assist by T. Warren)
2:38.0,Turnover by L. Galloway (bad pass),,67-70,,
2:23.0,,,67-70,,Turnover by T. Ulis (bad pass; steal by L. Galloway)
2:10.0,Shooting foul by J. Dudley (drawn by S. Labissiere),,67-70,,
2:10.0,S. Labissiere misses free throw 1 of 2,,67-70,,
2:10.0,Offensive rebound by Team,,67-70,,
2:10.0,S. Labissiere makes free throw 2 of 2,1,68-70,,
1:48.0,,,68-70,,T. Ulis misses 2-pt shot from 11 ft
1:47.0,,,68-70,,Offensive rebound by A. Williams
1:41.0,,,68-73,3,T. Ulis makes 3-pt shot from 25 ft (assist by A. Williams)
1:08.0,A. Afflalo misses 2-pt shot from 18 ft,,68-73,,
1:08.0,Offensive rebound by W. Cauley-Stein,,68-73,,
1:01.0,S. Labissiere makes 2-pt shot at rim (assist by W. Cauley-Stein),2,70-73,,
0:38.0,,,70-75,2,A. Williams makes 2-pt shot from 6 ft (assist by T. Ulis)
0:23.0,A. Afflalo makes 2-pt shot from 18 ft (assist by G. Temple),2,72-75,,
0:02.0,,,72-75,,J. Dudley misses 3-pt shot from 26 ft
0:02.0,Defensive rebound by Team,,72-75,,
0:02.0,,,72-75,,Loose ball foul by T. Warren
0:02.0,A. Afflalo makes free throw 1 of 2,1,73-75,,
0:02.0,A. Afflalo makes free throw 2 of 2,1,74-75,,
0:02.0,,,73-75,,D. Booker enters the game for R. Price
0:00.0,,,74-75,,T. Ulis misses 3-pt shot from 58 ft
0:00.0,,,74-75,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,Turnover by L. Galloway (lost ball; steal by R. Price),,74-75,,
11:45.0,,,74-75,,A. Williams misses 2-pt shot from 1 ft
11:44.0,,,74-75,,Offensive rebound by T. Warren
11:43.0,,,74-77,2,T. Warren makes 2-pt shot at rim
11:23.0,S. Labissiere makes 2-pt shot from 8 ft,2,76-77,,
11:23.0,Shooting foul by J. Dudley (drawn by S. Labissiere),,76-77,,
11:23.0,S. Labissiere makes free throw 1 of 1,1,77-77,,
11:02.0,,,77-77,,D. Booker misses 3-pt shot from 26 ft
11:01.0,Defensive rebound by S. Labissiere,,77-77,,
10:50.0,S. Labissiere makes 2-pt shot from 13 ft (assist by T. Evans),2,79-77,,
10:42.0,,,79-77,,D. Booker misses 2-pt shot from 5 ft
10:41.0,Defensive rebound by G. Temple,,79-77,,
10:39.0,Turnover by G. Temple (offensive foul),,79-77,,
10:39.0,Offensive charge foul by G. Temple,,79-77,,
10:18.0,,,79-77,,A. Williams misses 2-pt shot from 6 ft (block by G. Papagiannis)
10:17.0,,,79-77,,Offensive rebound by T. Warren
10:13.0,,,79-79,2,T. Warren makes 2-pt shot from 10 ft
10:00.0,S. Labissiere misses 2-pt shot from 16 ft,,79-79,,
9:59.0,,,79-79,,Defensive rebound by A. Williams
9:49.0,,,79-79,,A. Williams misses 2-pt shot from 2 ft
9:49.0,Defensive rebound by S. Labissiere,,79-79,,
9:37.0,Shooting foul by D. Booker (drawn by S. Labissiere),,79-79,,
9:37.0,S. Labissiere makes free throw 1 of 2,1,80-79,,
9:37.0,S. Labissiere makes free throw 2 of 2,1,81-79,,
9:17.0,,,81-79,,R. Price misses 3-pt shot from 25 ft
9:17.0,Defensive rebound by G. Papagiannis,,81-79,,
9:08.0,S. Labissiere makes 2-pt shot from 8 ft (assist by G. Temple),2,83-79,,
9:03.0,,,83-79,,Phoenix full timeout
9:03.0,,,83-79,,T. Ulis enters the game for J. Dudley
9:03.0,,,83-79,,M. Chriss enters the game for R. Price
8:56.0,,,83-79,,Turnover by D. Booker (bad pass; steal by S. Labissiere)
8:36.0,S. Labissiere makes 2-pt shot from 5 ft,2,85-79,,
8:11.0,,,85-79,,T. Ulis misses 3-pt shot from 26 ft
8:11.0,,,85-79,,Offensive rebound by M. Chriss
8:10.0,,,85-81,2,M. Chriss makes 2-pt shot from 2 ft
8:10.0,,,85-81,,Shooting foul by G. Papagiannis (drawn by M. Chriss)
8:10.0,,,85-81,,M. Chriss misses free throw 1 of 1
8:09.0,,,85-81,,Offensive rebound by Team
8:04.0,Personal foul by G. Temple (drawn by A. Williams),,85-81,,
8:02.0,,,85-81,,Offensive foul by M. Chriss
8:02.0,,,85-81,,Turnover by M. Chriss (offensive foul)
7:44.0,Shooting foul by T. Warren (drawn by S. Labissiere),,85-81,,
7:44.0,S. Labissiere makes free throw 1 of 2,1,86-81,,
7:44.0,S. Labissiere makes free throw 2 of 2,1,87-81,,
7:29.0,,,87-81,,Shooting foul by G. Papagiannis (drawn by D. Booker)
7:29.0,,,87-82,1,D. Booker makes free throw 1 of 2
7:29.0,,,87-83,1,D. Booker makes free throw 2 of 2
7:17.0,Turnover by G. Temple (bad pass; steal by M. Chriss),,87-83,,
7:05.0,,,87-83,,Turnover by M. Chriss (bad pass; steal by T. Evans)
6:59.0,T. Evans misses 2-pt shot from 1 ft (block by M. Chriss),,87-83,,
6:59.0,,,87-83,,Defensive rebound by T. Warren
6:59.0,Personal foul by L. Galloway,,87-83,,
6:59.0,W. Cauley-Stein enters the game for G. Papagiannis,,87-83,,
6:53.0,,,87-83,,A. Williams misses 2-pt shot from 2 ft (block by W. Cauley-Stein)
6:53.0,,,87-83,,Offensive rebound by Team
6:46.0,,,87-85,2,T. Warren makes 2-pt shot from 5 ft (assist by M. Chriss)
6:21.0,S. Labissiere makes 3-pt shot from 25 ft (assist by G. Temple),3,90-85,,
6:07.0,,,90-88,3,M. Chriss makes 3-pt shot from 25 ft (assist by D. Booker)
5:49.0,Shooting foul by A. Williams (drawn by W. Cauley-Stein),,90-88,,
5:49.0,Official timeout,,90-88,,
5:49.0,W. Cauley-Stein makes free throw 1 of 2,1,91-88,,
5:49.0,W. Cauley-Stein misses free throw 2 of 2,,91-88,,
5:49.0,A. Afflalo enters the game for T. Evans,,90-88,,
5:48.0,,,91-88,,Defensive rebound by M. Chriss
5:27.0,,,91-88,,D. Booker misses 2-pt shot from 18 ft
5:26.0,,,91-88,,Offensive rebound by Team
5:26.0,Personal foul by G. Temple (drawn by M. Chriss),,91-88,,
