time,New Orleans,pts.away,score,pts.home,San Antonio
7:51.0,Personal foul by S. Hill (drawn by K. Leonard),,7-7,,
7:37.0,,,7-7,,Turnover by P. Mills (bad pass; steal by S. Hill)
7:31.0,S. Hill makes 2-pt shot at rim,2,9-7,,
7:15.0,,,9-9,2,P. Gasol makes 2-pt shot from 18 ft (assist by P. Mills)
7:07.0,E. Moore misses 2-pt shot from 4 ft,,9-9,,
7:06.0,,,9-9,,Defensive rebound by K. Anderson
6:48.0,,,9-12,3,P. Gasol makes 3-pt shot from 25 ft (assist by K. Anderson)
6:21.0,A. Davis makes 2-pt shot from 13 ft,2,11-12,,
6:21.0,Shooting foul by L. Aldridge (drawn by A. Davis),,11-12,,
6:21.0,A. Davis makes free throw 1 of 1,1,12-12,,
6:03.0,,,12-12,,K. Leonard misses 2-pt shot from 5 ft (block by A. Davis)
6:03.0,,,12-12,,Offensive rebound by Team
5:57.0,,,12-12,,Shooting foul by A. Davis (drawn by L. Aldridge)
5:57.0,,,12-12,,San Antonio full timeout
5:57.0,,,12-13,1,L. Aldridge makes free throw 1 of 2
5:57.0,,,12-13,,L. Aldridge misses free throw 2 of 2
5:55.0,,,12-13,,Offensive rebound by P. Gasol
5:39.0,,,12-15,2,L. Aldridge makes 2-pt shot from 9 ft
5:19.0,E. Moore makes 2-pt shot from 23 ft (assist by T. Frazier),2,14-15,,
5:03.0,,,14-15,,L. Aldridge misses 2-pt shot from 18 ft
5:00.0,Defensive rebound by A. Davis,,14-15,,
4:50.0,A. Davis misses 2-pt shot from 17 ft,,14-15,,
4:49.0,,,14-15,,Defensive rebound by K. Anderson
4:38.0,,,14-18,3,L. Aldridge makes 3-pt shot from 25 ft (assist by K. Leonard)
4:21.0,Turnover by T. Frazier (bad pass; steal by K. Leonard),,14-18,,
4:13.0,,,14-20,2,L. Aldridge makes 2-pt shot from 2 ft (assist by K. Leonard)
3:51.0,Shooting foul by K. Leonard (drawn by A. Davis),,14-20,,
3:51.0,A. Davis makes free throw 1 of 2,1,15-20,,
3:51.0,,,15-20,,San Antonio full timeout
3:51.0,A. Davis misses free throw 2 of 2,,15-20,,
3:51.0,,,15-20,,D. Lee enters the game for P. Gasol
3:51.0,,,15-20,,J. Simmons enters the game for K. Anderson
3:51.0,A. Ajinca enters the game for O. Asik,,15-20,,
3:49.0,,,15-20,,Defensive rebound by D. Lee
3:32.0,,,15-20,,K. Leonard misses 2-pt shot from 6 ft
3:30.0,Defensive rebound by A. Ajinca,,15-20,,
3:20.0,E. Moore makes 2-pt shot from 1 ft (assist by T. Frazier),2,17-20,,
2:59.0,,,17-20,,L. Aldridge misses 2-pt shot from 16 ft
2:57.0,Defensive rebound by S. Hill,,17-20,,
2:33.0,E. Moore makes 2-pt shot from 18 ft,2,19-20,,
2:16.0,,,19-20,,K. Leonard misses 3-pt shot from 25 ft
2:15.0,Defensive rebound by T. Frazier,,19-20,,
2:03.0,Turnover by A. Davis (lost ball; steal by J. Simmons),,19-20,,
1:58.0,,,19-22,2,J. Simmons makes 2-pt shot from 1 ft
1:33.0,E. Moore misses 2-pt shot from 14 ft,,19-22,,
1:32.0,,,19-22,,Defensive rebound by L. Aldridge
1:23.0,,,19-22,,P. Mills misses 3-pt shot from 26 ft
1:22.0,Defensive rebound by A. Davis,,19-22,,
1:18.0,A. Davis misses 2-pt shot from 2 ft (block by L. Aldridge),,19-22,,
1:18.0,Offensive rebound by Team,,19-22,,
1:18.0,,,19-22,,N. Laprovittola enters the game for P. Mills
1:18.0,,,19-22,,D. Dedmon enters the game for L. Aldridge
1:17.0,L. Stephenson enters the game for A. Davis,,19-22,,
1:17.0,T. Jones enters the game for E. Moore,,19-22,,
1:17.0,L. Galloway enters the game for T. Frazier,,19-22,,
1:04.0,T. Jones makes 2-pt shot from 18 ft (assist by L. Stephenson),2,21-22,,
0:53.0,,,21-22,,Shooting foul by A. Ajinca (drawn by K. Leonard)
0:53.0,,,21-23,1,K. Leonard makes free throw 1 of 2
0:53.0,,,21-24,1,K. Leonard makes free throw 2 of 2
0:45.0,A. Ajinca makes 2-pt shot at rim (assist by L. Stephenson),2,23-24,,
0:28.0,,,23-26,2,D. Dedmon makes 2-pt shot from 16 ft (assist by N. Laprovittola)
0:08.0,Turnover by T. Jones (lost ball; steal by K. Leonard),,23-26,,
0:07.0,Clear path foul by L. Stephenson,,23-26,,
0:07.0,,,23-27,1,N. Laprovittola makes clear path free throw 1 of 2
0:07.0,,,23-28,1,N. Laprovittola makes clear path free throw 2 of 2
0:00.0,,,23-28,,Turnover by J. Simmons (offensive goaltending)
0:00.0,T. Jones misses 3-pt shot from 43 ft,,23-28,,
0:00.0,Offensive rebound by Team,,23-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,,,23-28,,Turnover by K. Anderson (traveling)
11:36.0,L. Stephenson misses 3-pt shot from 24 ft,,23-28,,
11:35.0,,,23-28,,Defensive rebound by D. Lee
11:23.0,,,23-28,,D. Lee misses 2-pt shot from 4 ft
11:22.0,Defensive rebound by T. Jones,,23-28,,
11:10.0,L. Stephenson makes 2-pt shot from 15 ft,2,25-28,,
10:56.0,,,25-28,,K. Anderson misses 2-pt shot from 2 ft
10:55.0,Defensive rebound by A. Ajinca,,25-28,,
10:41.0,Turnover by A. Ajinca (lost ball; steal by K. Anderson),,25-28,,
10:35.0,,,25-30,2,D. Lee makes 2-pt shot at rim (assist by N. Laprovittola)
10:15.0,L. Galloway misses 3-pt shot from 25 ft,,25-30,,
10:13.0,,,25-30,,Defensive rebound by K. Anderson
10:03.0,,,25-30,,Shooting foul by B. Hield (drawn by D. Dedmon)
10:03.0,,,25-31,1,D. Dedmon makes free throw 1 of 2
10:03.0,,,25-31,,D. Dedmon misses free throw 2 of 2
10:02.0,Defensive rebound by T. Jones,,25-31,,
9:50.0,B. Hield misses 3-pt shot from 26 ft,,25-31,,
9:48.0,,,25-31,,Defensive rebound by D. Dedmon
9:34.0,,,25-31,,J. Simmons misses 2-pt shot from 4 ft
9:32.0,Defensive rebound by B. Hield,,25-31,,
9:21.0,A. Ajinca misses 2-pt shot from 19 ft,,25-31,,
9:20.0,,,25-31,,Defensive rebound by D. Dedmon
9:00.0,,,25-31,,K. Anderson misses 3-pt shot from 23 ft
8:58.0,Defensive rebound by A. Ajinca,,25-31,,
8:50.0,Offensive foul by A. Ajinca,,25-31,,
8:50.0,Turnover by A. Ajinca (offensive foul),,25-31,,
8:50.0,Official timeout,,25-31,,
8:50.0,A. Davis enters the game for A. Ajinca,,25-31,,
8:50.0,,,25-31,,P. Gasol enters the game for D. Lee
8:31.0,,,25-31,,P. Gasol misses 2-pt shot from 12 ft
8:31.0,,,25-31,,Offensive rebound by Team
8:31.0,Loose ball foul by L. Stephenson (drawn by D. Dedmon),,25-31,,
8:19.0,,,25-34,3,K. Anderson makes 3-pt shot from 24 ft (assist by N. Laprovittola)
8:03.0,,,25-34,,Personal foul by J. Simmons (drawn by A. Davis)
8:03.0,S. Hill enters the game for L. Stephenson,,25-34,,
7:51.0,B. Hield misses 2-pt shot from 3 ft (block by D. Dedmon),,25-34,,
7:48.0,,,25-34,,Defensive rebound by D. Dedmon
7:35.0,,,25-34,,J. Simmons misses 2-pt shot from 20 ft
7:33.0,,,25-34,,Offensive rebound by D. Dedmon
7:27.0,,,25-34,,N. Laprovittola misses 3-pt shot from 25 ft
7:25.0,Defensive rebound by L. Galloway,,25-34,,
7:18.0,L. Galloway misses 3-pt shot from 26 ft,,25-34,,
7:16.0,,,25-34,,Defensive rebound by P. Gasol
7:06.0,,,25-34,,Turnover by J. Simmons (bad pass; steal by T. Jones)
7:01.0,B. Hield makes 2-pt shot at rim (assist by L. Galloway),2,27-34,,
6:37.0,,,27-36,2,D. Dedmon makes 2-pt shot from 17 ft (assist by J. Simmons)
6:24.0,L. Galloway makes 2-pt shot from 22 ft,2,29-36,,
6:07.0,,,29-38,2,N. Laprovittola makes 2-pt shot from 2 ft
6:07.0,,,29-38,,Shooting foul by L. Galloway (drawn by N. Laprovittola)
6:07.0,,,29-39,1,N. Laprovittola makes free throw 1 of 1
6:07.0,,,29-38,,K. Leonard enters the game for J. Simmons
5:58.0,L. Galloway misses 2-pt shot from 20 ft,,29-39,,
5:57.0,,,29-39,,Defensive rebound by K. Anderson
5:46.0,,,29-39,,K. Anderson misses 2-pt shot from 5 ft
5:45.0,Defensive rebound by A. Davis,,29-39,,
5:43.0,,,29-39,,Personal foul by N. Laprovittola (drawn by A. Davis)
5:43.0,,,29-39,,San Antonio full timeout
5:43.0,,,29-39,,B. Forbes enters the game for K. Anderson
5:43.0,,,29-39,,P. Mills enters the game for N. Laprovittola
5:43.0,D. Cunningham enters the game for T. Jones,,29-39,,
5:43.0,T. Frazier enters the game for L. Galloway,,29-39,,
5:38.0,,,29-39,,L. Aldridge enters the game for D. Dedmon
5:25.0,D. Cunningham makes 2-pt shot from 18 ft (assist by T. Frazier),2,31-39,,
5:13.0,Personal foul by S. Hill (drawn by P. Gasol),,31-39,,
5:03.0,,,31-39,,P. Gasol misses 2-pt shot from 4 ft (block by A. Davis)
5:00.0,Defensive rebound by T. Frazier,,31-39,,
4:54.0,B. Hield makes 2-pt shot from 2 ft (assist by T. Frazier),2,33-39,,
4:46.0,,,33-39,,Shooting foul by D. Cunningham (drawn by P. Gasol)
4:46.0,,,33-40,1,P. Gasol makes free throw 1 of 2
4:46.0,,,33-41,1,P. Gasol makes free throw 2 of 2
4:35.0,Turnover by B. Hield (lost ball; steal by B. Forbes),,33-41,,
4:33.0,Personal foul by T. Frazier,,33-41,,
4:33.0,,,33-42,1,P. Mills makes free throw 1 of 2
4:33.0,,,33-43,1,P. Mills makes free throw 2 of 2
4:16.0,A. Davis makes 2-pt shot from 18 ft,2,35-43,,
3:51.0,,,35-46,3,P. Mills makes 3-pt shot from 24 ft (assist by P. Gasol)
3:28.0,T. Frazier misses 3-pt shot from 25 ft,,35-46,,
3:27.0,,,35-46,,Defensive rebound by L. Aldridge
3:18.0,,,35-46,,L. Aldridge misses 3-pt shot from 25 ft
3:16.0,Defensive rebound by D. Cunningham,,35-46,,
3:08.0,A. Davis makes 2-pt shot from 3 ft,2,37-46,,
3:08.0,Shooting foul by L. Aldridge (drawn by A. Davis),,37-46,,
3:08.0,A. Davis makes free throw 1 of 1,1,38-46,,
3:08.0,E. Moore enters the game for B. Hield,,37-46,,
3:08.0,,,37-46,,D. Bertans enters the game for P. Gasol
2:51.0,,,38-46,,Turnover by D. Bertans (bad pass; steal by E. Moore)
2:44.0,S. Hill misses 2-pt shot from 14 ft,,38-46,,
2:39.0,Offensive rebound by S. Hill,,38-46,,
2:34.0,A. Davis misses 2-pt shot from 10 ft,,38-46,,
2:30.0,,,38-46,,Defensive rebound by L. Aldridge
2:22.0,,,38-48,2,K. Leonard makes 2-pt shot at rim
2:13.0,Shooting foul by B. Forbes (drawn by E. Moore),,38-48,,
2:13.0,New Orleans full timeout,,38-48,,
2:13.0,E. Moore makes free throw 1 of 2,1,39-48,,
2:13.0,E. Moore misses free throw 2 of 2,,39-48,,
2:12.0,,,39-48,,Defensive rebound by B. Forbes
2:01.0,,,39-50,2,B. Forbes makes 2-pt shot from 22 ft (assist by P. Mills)
1:41.0,A. Davis misses 2-pt shot from 10 ft,,39-50,,
1:39.0,Offensive rebound by D. Cunningham,,39-50,,
1:29.0,A. Davis makes 2-pt shot from 14 ft,2,41-50,,
1:12.0,,,41-52,2,L. Aldridge makes 2-pt shot from 10 ft
0:56.0,E. Moore makes 2-pt shot from 7 ft,2,43-52,,
0:56.0,Shooting foul by B. Forbes (drawn by E. Moore),,43-52,,
0:56.0,E. Moore makes free throw 1 of 1,1,44-52,,
0:37.0,,,44-52,,L. Aldridge misses 2-pt shot from 13 ft
0:34.0,,,44-52,,Offensive rebound by P. Mills
0:18.0,,,44-52,,L. Aldridge misses 2-pt shot from 3 ft
0:17.0,Defensive rebound by A. Davis,,44-52,,
0:04.0,,,44-52,,Personal foul by L. Aldridge (drawn by A. Davis)
0:04.0,A. Davis misses free throw 1 of 2,,44-52,,
0:04.0,Offensive rebound by Team,,44-52,,
0:04.0,A. Davis makes free throw 2 of 2,1,45-52,,
0:04.0,L. Galloway enters the game for S. Hill,,44-52,,
0:00.0,,,45-55,3,P. Mills makes 3-pt shot from 25 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,45-55,,K. Leonard misses 2-pt shot from 12 ft
11:38.0,Defensive rebound by O. Asik,,45-55,,
11:27.0,Shooting foul by K. Anderson (drawn by A. Davis),,45-55,,
11:27.0,A. Davis makes free throw 1 of 2,1,46-55,,
11:27.0,A. Davis makes free throw 2 of 2,1,47-55,,
11:27.0,,,46-55,,J. Simmons enters the game for K. Anderson
11:04.0,,,47-58,3,K. Leonard makes 3-pt shot from 26 ft (assist by P. Mills)
10:48.0,A. Davis misses 2-pt shot from 18 ft,,47-58,,
10:47.0,,,47-58,,Defensive rebound by P. Gasol
10:35.0,,,47-58,,P. Mills misses 3-pt shot from 26 ft
10:33.0,Defensive rebound by O. Asik,,47-58,,
10:23.0,S. Hill makes 3-pt shot from 24 ft (assist by T. Frazier),3,50-58,,
10:07.0,,,50-58,,K. Anderson enters the game for J. Simmons
10:02.0,,,50-58,,P. Gasol misses 2-pt shot from 19 ft
10:00.0,,,50-58,,Offensive rebound by L. Aldridge
9:59.0,,,50-58,,Shooting foul by O. Asik (drawn by L. Aldridge)
9:59.0,,,50-59,1,L. Aldridge makes free throw 1 of 2
9:59.0,,,50-60,1,L. Aldridge makes free throw 2 of 2
9:40.0,A. Davis makes 2-pt shot from 2 ft,2,52-60,,
9:28.0,,,52-60,,Shooting foul by S. Hill (drawn by K. Leonard)
9:28.0,,,52-61,1,K. Leonard makes free throw 1 of 2
9:28.0,,,52-62,1,K. Leonard makes free throw 2 of 2
9:23.0,Offensive foul by T. Frazier,,52-62,,
9:23.0,Turnover by T. Frazier (offensive foul),,52-62,,
9:06.0,,,52-62,,P. Mills misses 3-pt shot from 24 ft
9:05.0,Defensive rebound by O. Asik,,52-62,,
8:55.0,E. Moore makes 2-pt shot from 3 ft,2,54-62,,
8:28.0,,,54-64,2,K. Leonard makes 2-pt shot from 5 ft
8:06.0,T. Frazier misses 2-pt shot from 8 ft (block by K. Anderson),,54-64,,
8:06.0,Offensive rebound by Team,,54-64,,
8:03.0,A. Davis misses 2-pt shot from 21 ft,,54-64,,
8:03.0,Offensive rebound by Team,,54-64,,
8:03.0,Turnover by Team (shot clock),,54-64,,
7:51.0,,,54-66,2,P. Mills makes 2-pt shot from 2 ft (assist by P. Gasol)
7:51.0,New Orleans full timeout,,54-66,,
7:37.0,A. Davis misses 2-pt shot from 11 ft,,54-66,,
7:36.0,,,54-66,,Defensive rebound by P. Gasol
7:26.0,,,54-66,,Turnover by P. Gasol (lost ball; steal by S. Hill)
7:15.0,E. Moore makes 2-pt shot from 8 ft,2,56-66,,
6:50.0,,,56-66,,L. Aldridge misses 2-pt shot from 18 ft
6:49.0,Defensive rebound by S. Hill,,56-66,,
6:37.0,T. Frazier misses 2-pt shot from 2 ft,,56-66,,
6:36.0,,,56-66,,Defensive rebound by K. Leonard
6:22.0,,,56-69,3,P. Mills makes 3-pt shot from 25 ft (assist by K. Leonard)
6:16.0,New Orleans full timeout,,56-69,,
6:04.0,S. Hill misses 3-pt shot from 27 ft,,56-69,,
6:03.0,,,56-69,,Defensive rebound by P. Gasol
5:47.0,,,56-71,2,K. Leonard makes 2-pt shot from 3 ft
5:27.0,A. Davis misses 2-pt shot from 18 ft,,56-71,,
5:26.0,,,56-71,,Defensive rebound by K. Leonard
5:08.0,Personal foul by S. Hill (drawn by L. Aldridge),,56-71,,
5:08.0,D. Cunningham enters the game for S. Hill,,56-71,,
5:08.0,A. Ajinca enters the game for O. Asik,,56-71,,
5:03.0,,,56-74,3,K. Leonard makes 3-pt shot from 25 ft (assist by P. Mills)
4:49.0,E. Moore makes 2-pt shot from 10 ft (assist by T. Frazier),2,58-74,,
4:36.0,,,58-76,2,K. Leonard makes 2-pt shot from 18 ft (assist by P. Gasol)
4:21.0,E. Moore misses 3-pt shot from 25 ft,,58-76,,
4:19.0,,,58-76,,Defensive rebound by K. Leonard
4:11.0,,,58-76,,K. Leonard misses 3-pt shot from 25 ft
4:10.0,Defensive rebound by Team,,58-76,,
4:09.0,,,58-76,,J. Simmons enters the game for K. Anderson
4:09.0,,,58-76,,N. Laprovittola enters the game for P. Mills
4:09.0,,,58-76,,D. Dedmon enters the game for P. Gasol
4:00.0,,,58-76,,Personal foul by L. Aldridge (drawn by T. Frazier)
3:52.0,A. Davis misses 2-pt shot from 17 ft,,58-76,,
3:51.0,,,58-76,,Defensive rebound by L. Aldridge
3:39.0,,,58-76,,D. Dedmon misses 2-pt shot from 2 ft
3:38.0,Defensive rebound by T. Frazier,,58-76,,
3:28.0,T. Frazier misses 2-pt shot from 2 ft (block by J. Simmons),,58-76,,
3:27.0,,,58-76,,Defensive rebound by D. Dedmon
3:11.0,,,58-76,,Shooting foul by T. Frazier (drawn by K. Leonard)
3:11.0,,,58-77,1,K. Leonard makes free throw 1 of 2
3:11.0,,,58-78,1,K. Leonard makes free throw 2 of 2
3:11.0,T. Jones enters the game for T. Frazier,,58-77,,
3:11.0,L. Galloway enters the game for A. Davis,,58-77,,
3:11.0,,,58-77,,D. Lee enters the game for L. Aldridge
3:11.0,,,58-77,,B. Forbes enters the game for J. Simmons
2:45.0,A. Ajinca misses 2-pt shot from 9 ft (block by D. Dedmon),,58-78,,
2:43.0,,,58-78,,Defensive rebound by K. Leonard
2:37.0,,,58-78,,B. Forbes misses 2-pt shot from 9 ft
2:35.0,Defensive rebound by T. Jones,,58-78,,
2:26.0,E. Moore makes 2-pt shot from 4 ft,2,60-78,,
2:07.0,,,60-78,,K. Anderson enters the game for K. Leonard
2:07.0,,,60-78,,J. Simmons enters the game for B. Forbes
2:04.0,,,60-78,,N. Laprovittola misses 3-pt shot from 25 ft
2:02.0,Defensive rebound by T. Jones,,60-78,,
1:53.0,E. Moore misses 3-pt shot from 23 ft,,60-78,,
1:52.0,,,60-78,,Defensive rebound by K. Anderson
1:38.0,,,60-78,,Shooting foul by D. Cunningham (drawn by J. Simmons)
1:38.0,,,60-79,1,J. Simmons makes free throw 1 of 2
1:38.0,,,60-79,,J. Simmons misses free throw 2 of 2
1:37.0,Defensive rebound by A. Ajinca,,60-79,,
1:14.0,T. Jones misses 2-pt shot from 18 ft,,60-79,,
1:12.0,,,60-79,,Defensive rebound by K. Anderson
1:02.0,,,60-79,,J. Simmons misses 2-pt shot from 2 ft (block by E. Moore)
1:02.0,Defensive rebound by Team,,60-79,,
1:02.0,L. Stephenson enters the game for E. Moore,,60-79,,
0:50.0,T. Jones misses 2-pt shot from 7 ft,,60-79,,
0:49.0,,,60-79,,Defensive rebound by Team
0:36.0,,,60-81,2,N. Laprovittola makes 2-pt shot from 3 ft (assist by D. Lee)
0:19.0,L. Stephenson misses 2-pt shot from 5 ft,,60-81,,
0:17.0,,,60-81,,Defensive rebound by D. Dedmon
0:03.0,,,60-81,,K. Anderson misses 2-pt shot from 7 ft
0:02.0,,,60-81,,Offensive rebound by D. Lee
0:02.0,,,60-83,2,D. Lee makes 2-pt shot from 2 ft
0:00.0,L. Stephenson misses 3-pt shot from 47 ft,,60-83,,
0:00.0,Offensive rebound by Team,,60-83,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,Shooting foul by D. Dedmon (drawn by D. Cunningham),,60-83,,
11:45.0,D. Cunningham makes free throw 1 of 2,1,61-83,,
11:45.0,D. Cunningham misses free throw 2 of 2,,61-83,,
11:44.0,,,61-83,,Defensive rebound by D. Lee
11:30.0,,,61-85,2,J. Simmons makes 2-pt shot from 3 ft
11:13.0,T. Jones misses 3-pt shot from 25 ft,,61-85,,
11:12.0,,,61-85,,Defensive rebound by N. Laprovittola
11:07.0,,,61-87,2,D. Lee makes 2-pt shot at rim (assist by N. Laprovittola)
10:50.0,T. Jones makes 2-pt shot from 7 ft,2,63-87,,
10:36.0,,,63-87,,D. Lee misses 2-pt shot from 6 ft
10:34.0,Defensive rebound by D. Cunningham,,63-87,,
10:26.0,L. Galloway misses 3-pt shot from 23 ft,,63-87,,
10:25.0,,,63-87,,Defensive rebound by D. Lee
10:17.0,Personal foul by D. Cunningham (drawn by N. Laprovittola),,63-87,,
10:04.0,,,63-87,,D. Lee misses 2-pt shot from 18 ft
10:03.0,Defensive rebound by Team,,63-87,,
9:57.0,,,63-87,,Personal foul by N. Laprovittola (drawn by L. Stephenson)
9:45.0,,,63-87,,Violation by D. Dedmon (kicked ball)
9:31.0,T. Jones misses 3-pt shot from 26 ft,,63-87,,
9:30.0,,,63-87,,Defensive rebound by J. Simmons
9:17.0,,,63-89,2,K. Anderson makes 2-pt shot from 3 ft
9:03.0,D. Cunningham makes 3-pt shot from 23 ft (assist by L. Galloway),3,66-89,,
8:49.0,,,66-89,,D. Dedmon misses 2-pt shot from 6 ft (block by A. Davis)
8:47.0,Defensive rebound by A. Davis,,66-89,,
8:47.0,,,66-89,,Personal take foul by J. Simmons (drawn by A. Davis)
8:47.0,Official timeout,,66-89,,
8:47.0,,,66-89,,D. Murray enters the game for N. Laprovittola
8:47.0,,,66-89,,D. Bertans enters the game for K. Anderson
8:47.0,B. Hield enters the game for A. Davis,,66-89,,
8:47.0,A. Ajinca enters the game for T. Jones,,66-89,,
8:38.0,B. Hield misses 2-pt shot from 18 ft,,66-89,,
8:36.0,Offensive rebound by D. Cunningham,,66-89,,
8:33.0,Turnover by D. Cunningham (lost ball; steal by D. Dedmon),,66-89,,
8:27.0,,,66-91,2,J. Simmons makes 2-pt shot at rim
8:12.0,D. Cunningham makes 3-pt shot from 24 ft (assist by L. Stephenson),3,69-91,,
7:52.0,,,69-91,,Shooting foul by L. Stephenson (drawn by D. Murray)
7:52.0,,,69-91,,D. Murray misses free throw 1 of 2
7:52.0,,,69-91,,Offensive rebound by Team
7:52.0,,,69-91,,D. Murray misses free throw 2 of 2
7:52.0,,,69-91,,B. Forbes enters the game for D. Dedmon
7:51.0,Defensive rebound by D. Cunningham,,69-91,,
7:43.0,,,69-91,,Personal foul by D. Murray (drawn by A. Ajinca)
7:31.0,B. Hield misses 2-pt shot from 6 ft,,69-91,,
7:28.0,,,69-91,,Defensive rebound by J. Simmons
7:17.0,,,69-93,2,J. Simmons makes 2-pt shot from 1 ft
7:05.0,A. Ajinca misses 2-pt shot from 18 ft,,69-93,,
7:03.0,,,69-93,,Defensive rebound by D. Bertans
6:53.0,,,69-93,,N. Laprovittola enters the game for D. Lee
6:43.0,,,69-93,,J. Simmons misses 2-pt shot from 2 ft
6:41.0,,,69-93,,Offensive rebound by Team
6:39.0,,,69-96,3,D. Bertans makes 3-pt shot from 22 ft (assist by D. Murray)
6:19.0,D. Cunningham misses 2-pt shot from 8 ft,,69-96,,
6:18.0,Offensive rebound by A. Ajinca,,69-96,,
6:14.0,A. Ajinca makes 2-pt shot from 1 ft,2,71-96,,
5:56.0,,,71-96,,N. Laprovittola misses 3-pt shot from 26 ft
5:54.0,Defensive rebound by A. Ajinca,,71-96,,
5:50.0,L. Galloway misses 2-pt shot from 2 ft (block by D. Bertans),,71-96,,
5:47.0,Offensive rebound by B. Hield,,71-96,,
5:43.0,Shooting foul by D. Bertans (drawn by B. Hield),,71-96,,
5:43.0,,,71-96,,San Antonio full timeout
5:43.0,B. Hield makes free throw 1 of 2,1,72-96,,
5:43.0,B. Hield makes free throw 2 of 2,1,73-96,,
5:43.0,C. Diallo enters the game for A. Ajinca,,72-96,,
5:28.0,,,73-96,,Turnover by D. Bertans (bad pass; steal by B. Hield)
5:19.0,B. Hield misses 3-pt shot from 26 ft,,73-96,,
5:16.0,,,73-96,,Defensive rebound by N. Laprovittola
5:10.0,,,73-96,,D. Murray misses 2-pt shot from 2 ft
5:08.0,Defensive rebound by L. Galloway,,73-96,,
4:53.0,C. Diallo misses 2-pt shot from 16 ft,,73-96,,
4:52.0,,,73-96,,Defensive rebound by D. Murray
4:40.0,,,73-96,,Turnover by D. Murray (bad pass; steal by B. Hield)
4:34.0,B. Hield makes 2-pt shot from 1 ft (assist by L. Stephenson),2,75-96,,
4:22.0,,,75-96,,J. Simmons misses 3-pt shot from 26 ft
4:22.0,,,75-96,,Offensive rebound by D. Bertans
4:14.0,,,75-96,,D. Murray misses 3-pt shot from 27 ft
4:12.0,Defensive rebound by B. Hield,,75-96,,
4:00.0,D. Cunningham misses 3-pt shot from 24 ft,,75-96,,
3:59.0,,,75-96,,Defensive rebound by N. Laprovittola
3:42.0,,,75-96,,B. Forbes misses 3-pt shot from 26 ft
3:40.0,Defensive rebound by B. Hield,,75-96,,
3:39.0,B. Hield misses 3-pt shot from 24 ft,,75-96,,
3:29.0,Offensive rebound by C. Diallo,,75-96,,
3:20.0,C. Diallo misses 2-pt shot from 15 ft (block by D. Bertans),,75-96,,
3:19.0,,,75-96,,Defensive rebound by N. Laprovittola
3:17.0,,,75-96,,D. Bertans misses 3-pt shot from 28 ft
3:16.0,Defensive rebound by L. Galloway,,75-96,,
3:04.0,L. Galloway makes 2-pt shot from 1 ft,2,77-96,,
2:46.0,,,77-98,2,J. Simmons makes 2-pt shot from 16 ft
2:29.0,L. Galloway misses 3-pt shot from 25 ft,,77-98,,
