time,LA Lakers,pts.away,score,pts.home,Oklahoma City
8:00.0,,,5-9,,Defensive rebound by A. Roberson
7:54.0,,,5-9,,R. Westbrook misses 2-pt shot from 1 ft
7:53.0,Defensive rebound by J. Randle,,5-9,,
7:51.0,Shooting foul by A. Roberson (drawn by B. Ingram),,5-9,,
7:51.0,B. Ingram misses free throw 1 of 2,,5-9,,
7:51.0,Offensive rebound by Team,,5-9,,
7:51.0,B. Ingram misses free throw 2 of 2,,5-9,,
7:51.0,I. Zubac enters the game for T. Black,,5-9,,
7:49.0,,,5-9,,Defensive rebound by R. Westbrook
7:45.0,,,5-11,2,A. Abrines makes 2-pt shot from 1 ft (assist by A. Roberson)
7:43.0,LA Lakers full timeout,,5-11,,
7:25.0,I. Zubac makes 2-pt shot from 8 ft (assist by D. Russell),2,7-11,,
7:14.0,,,7-13,2,S. Adams makes 2-pt shot from 9 ft (assist by R. Westbrook)
7:01.0,I. Zubac makes 2-pt shot from 1 ft (assist by B. Ingram),2,9-13,,
6:49.0,,,9-15,2,A. Roberson makes 2-pt shot at rim (assist by R. Westbrook)
6:38.0,D. Russell misses 2-pt shot from 9 ft,,9-15,,
6:38.0,,,9-15,,Defensive rebound by R. Westbrook
6:31.0,,,9-15,,A. Abrines misses 3-pt shot from 25 ft
6:31.0,,,9-15,,Offensive rebound by A. Roberson
6:24.0,,,9-18,3,A. Abrines makes 3-pt shot from 24 ft (assist by R. Westbrook)
6:10.0,N. Young makes 3-pt shot from 22 ft (assist by D. Russell),3,12-18,,
5:55.0,Personal foul by J. Randle (drawn by D. Sabonis),,12-18,,
5:55.0,L. Nance enters the game for J. Randle,,12-18,,
5:55.0,,,12-18,,E. Kanter enters the game for D. Sabonis
5:49.0,,,12-18,,Turnover by R. Westbrook (lost ball; steal by D. Russell)
5:34.0,B. Ingram makes 3-pt shot from 23 ft (assist by D. Russell),3,15-18,,
5:14.0,,,15-18,,S. Adams misses 2-pt shot from 7 ft
5:13.0,Defensive rebound by N. Young,,15-18,,
5:05.0,N. Young misses 3-pt shot from 24 ft,,15-18,,
5:04.0,,,15-18,,Defensive rebound by R. Westbrook
4:59.0,,,15-18,,R. Westbrook misses 3-pt shot from 25 ft
4:59.0,Defensive rebound by N. Young,,15-18,,
4:48.0,B. Ingram misses 2-pt shot from 10 ft,,15-18,,
4:48.0,,,15-18,,Defensive rebound by E. Kanter
4:41.0,,,15-20,2,A. Abrines makes 2-pt shot from 2 ft (assist by S. Adams)
4:26.0,N. Young misses 3-pt shot from 23 ft,,15-20,,
4:25.0,,,15-20,,Defensive rebound by S. Adams
4:15.0,,,15-20,,Shooting foul by N. Young (drawn by A. Roberson)
4:15.0,,,15-20,,A. Roberson misses free throw 1 of 2
4:15.0,,,15-20,,Offensive rebound by Team
4:15.0,,,15-20,,A. Roberson misses free throw 2 of 2
4:15.0,J. Clarkson enters the game for N. Young,,15-20,,
4:14.0,Defensive rebound by L. Nance,,15-20,,
4:05.0,Turnover by D. Russell (bad pass; steal by S. Adams),,15-20,,
4:05.0,Personal take foul by D. Russell (drawn by R. Westbrook),,15-20,,
4:05.0,,,15-21,1,R. Westbrook makes free throw 1 of 2
4:05.0,,,15-22,1,R. Westbrook makes free throw 2 of 2
3:55.0,L. Nance makes 2-pt shot from 22 ft (assist by B. Ingram),2,17-22,,
3:47.0,,,17-22,,Oklahoma City full timeout
3:47.0,,,17-22,,T. Gibson enters the game for S. Adams
3:46.0,,,17-22,,Turnover by A. Roberson (bad pass; steal by D. Russell)
3:40.0,D. Russell makes 2-pt shot from 1 ft,2,19-22,,
3:18.0,,,19-24,2,E. Kanter makes 2-pt shot at rim
3:02.0,D. Russell misses 3-pt shot from 24 ft,,19-24,,
3:01.0,,,19-24,,Defensive rebound by E. Kanter
2:54.0,,,19-24,,S. Christon enters the game for R. Westbrook
2:54.0,,,19-24,,D. McDermott enters the game for A. Abrines
2:54.0,L. Deng enters the game for D. Russell,,19-24,,
2:46.0,,,19-24,,E. Kanter misses 2-pt shot from 1 ft
2:46.0,Defensive rebound by L. Nance,,19-24,,
2:32.0,L. Deng misses 2-pt shot from 3 ft,,19-24,,
2:32.0,Offensive rebound by L. Deng,,19-24,,
2:25.0,L. Deng misses 2-pt shot from 20 ft,,19-24,,
2:25.0,Offensive rebound by L. Nance,,19-24,,
2:18.0,J. Clarkson misses 3-pt shot from 24 ft,,19-24,,
2:17.0,Offensive rebound by L. Nance,,19-24,,
2:09.0,J. Clarkson misses 2-pt shot from 3 ft,,19-24,,
2:09.0,,,19-24,,Defensive rebound by D. McDermott
1:51.0,,,19-27,3,A. Roberson makes 3-pt shot from 24 ft (assist by E. Kanter)
1:34.0,I. Zubac misses 2-pt shot from 21 ft,,19-27,,
1:34.0,,,19-27,,Defensive rebound by T. Gibson
1:23.0,,,19-27,,Shooting foul by I. Zubac (drawn by D. McDermott)
1:23.0,,,19-28,1,D. McDermott makes free throw 1 of 2
1:23.0,,,19-29,1,D. McDermott makes free throw 2 of 2
1:23.0,,,19-28,,J. Grant enters the game for A. Roberson
1:05.0,B. Ingram makes 2-pt shot from 5 ft,2,21-29,,
0:53.0,,,21-29,,Turnover by E. Kanter (bad pass; steal by L. Nance)
0:46.0,L. Deng misses 2-pt shot from 3 ft (block by J. Grant),,21-29,,
0:44.0,Offensive rebound by L. Nance,,21-29,,
0:43.0,L. Deng makes 2-pt shot from 1 ft (assist by L. Nance),2,23-29,,
0:22.0,,,23-29,,E. Kanter misses 2-pt shot from 2 ft (block by L. Nance)
0:21.0,,,23-29,,Offensive rebound by Team
0:18.0,,,23-29,,T. Gibson misses 2-pt shot from 17 ft
0:17.0,Defensive rebound by L. Nance,,23-29,,
0:07.0,,,23-29,,Personal take foul by S. Christon (drawn by J. Clarkson)
0:00.0,J. Clarkson misses 3-pt shot from 25 ft,,23-29,,
0:00.0,Offensive rebound by Team,,23-29,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:52.0,,,23-29,,Personal foul by D. McDermott (drawn by L. Deng)
11:47.0,Shooting foul by S. Christon (drawn by J. Clarkson),,23-29,,
11:47.0,J. Clarkson misses free throw 1 of 2,,23-29,,
11:47.0,Offensive rebound by Team,,23-29,,
11:47.0,J. Clarkson misses free throw 2 of 2,,23-29,,
11:46.0,,,23-29,,Defensive rebound by J. Grant
11:37.0,Personal foul by C. Brewer (drawn by D. McDermott),,23-29,,
11:37.0,J. Randle enters the game for L. Nance,,23-29,,
11:32.0,,,23-31,2,T. Gibson makes 2-pt shot from 13 ft (assist by S. Christon)
11:10.0,J. Clarkson makes 2-pt shot from 2 ft (assist by I. Zubac),2,25-31,,
10:55.0,,,25-31,,D. McDermott misses 3-pt shot from 22 ft
10:55.0,,,25-31,,Offensive rebound by D. McDermott
10:51.0,,,25-33,2,D. McDermott makes 2-pt shot from 5 ft
10:32.0,J. Clarkson makes 3-pt shot from 24 ft,3,28-33,,
10:19.0,,,28-33,,S. Christon misses 2-pt shot from 18 ft
10:18.0,Defensive rebound by J. Clarkson,,28-33,,
10:08.0,Shooting foul by T. Gibson (drawn by J. Randle),,28-33,,
10:08.0,J. Randle misses free throw 1 of 2,,28-33,,
10:08.0,Offensive rebound by Team,,28-33,,
10:08.0,J. Randle makes free throw 2 of 2,1,29-33,,
10:08.0,,,28-33,,S. Adams enters the game for E. Kanter
9:55.0,,,29-35,2,D. McDermott makes 2-pt shot from 6 ft
9:36.0,C. Brewer misses 2-pt shot from 2 ft,,29-35,,
9:36.0,,,29-35,,Defensive rebound by T. Gibson
9:36.0,Personal foul by J. Randle (drawn by T. Gibson),,29-35,,
9:23.0,,,29-37,2,S. Adams makes 2-pt shot from 2 ft
9:23.0,,,29-37,,Shooting foul by L. Deng (drawn by S. Adams)
9:23.0,,,29-37,,S. Adams misses free throw 1 of 1
9:22.0,Defensive rebound by J. Clarkson,,29-37,,
9:13.0,J. Clarkson misses 2-pt shot from 1 ft,,29-37,,
9:11.0,Offensive rebound by I. Zubac,,29-37,,
9:11.0,I. Zubac makes 2-pt shot from 1 ft,2,31-37,,
8:58.0,,,31-37,,T. Gibson misses 2-pt shot from 15 ft
8:57.0,,,31-37,,Offensive rebound by S. Adams
8:47.0,,,31-39,2,T. Gibson makes 2-pt shot from 4 ft
8:19.0,J. Clarkson misses 3-pt shot from 25 ft,,31-39,,
8:18.0,,,31-39,,Defensive rebound by D. McDermott
8:12.0,,,31-39,,Turnover by S. Christon (bad pass; steal by J. Clarkson)
8:08.0,C. Brewer makes 2-pt shot at rim (assist by J. Clarkson),2,33-39,,
8:00.0,,,33-39,,Oklahoma City full timeout
8:00.0,,,33-39,,R. Westbrook enters the game for S. Christon
8:00.0,D. Russell enters the game for C. Brewer,,33-39,,
7:47.0,,,33-41,2,J. Grant makes 2-pt shot from 6 ft
7:47.0,,,33-41,,Shooting foul by J. Clarkson (drawn by J. Grant)
7:47.0,,,33-42,1,J. Grant makes free throw 1 of 1
7:33.0,I. Zubac makes 2-pt shot from 17 ft (assist by J. Randle),2,35-42,,
7:22.0,,,35-42,,Turnover by D. McDermott (bad pass; steal by D. Russell)
7:16.0,J. Clarkson makes 3-pt shot from 23 ft (assist by J. Randle),3,38-42,,
6:59.0,,,38-42,,T. Gibson misses 2-pt shot from 15 ft
6:59.0,Defensive rebound by I. Zubac,,38-42,,
6:51.0,D. Russell misses 3-pt shot from 25 ft,,38-42,,
6:51.0,,,38-42,,Defensive rebound by S. Adams
6:45.0,,,38-42,,Turnover by R. Westbrook (bad pass)
6:45.0,,,38-42,,A. Abrines enters the game for T. Gibson
6:45.0,,,38-42,,D. Sabonis enters the game for D. McDermott
6:27.0,J. Clarkson misses 2-pt shot from 3 ft,,38-42,,
6:27.0,Offensive rebound by Team,,38-42,,
6:27.0,Turnover by J. Clarkson (traveling),,38-42,,
6:19.0,,,38-44,2,J. Grant makes 2-pt shot at rim
6:06.0,J. Randle misses 2-pt shot from 10 ft,,38-44,,
6:05.0,,,38-44,,Defensive rebound by R. Westbrook
5:59.0,,,38-44,,Turnover by R. Westbrook (bad pass; steal by J. Randle)
5:58.0,,,38-44,,Personal take foul by J. Grant (drawn by J. Randle)
5:58.0,N. Young enters the game for J. Clarkson,,38-44,,
5:58.0,B. Ingram enters the game for L. Deng,,38-44,,
5:44.0,B. Ingram misses 2-pt shot from 6 ft,,38-44,,
5:43.0,Offensive rebound by Team,,38-44,,
5:42.0,T. Black enters the game for I. Zubac,,38-44,,
5:37.0,Turnover by D. Russell (lost ball; steal by S. Adams),,38-44,,
5:29.0,,,38-44,,R. Westbrook misses 2-pt shot from 2 ft (block by T. Black)
5:28.0,Defensive rebound by J. Randle,,38-44,,
5:18.0,J. Randle makes 2-pt shot from 4 ft,2,40-44,,
5:05.0,,,40-44,,A. Abrines misses 3-pt shot from 24 ft
5:04.0,Defensive rebound by J. Randle,,40-44,,
4:57.0,J. Randle misses 2-pt shot from 3 ft,,40-44,,
4:57.0,,,40-44,,Defensive rebound by R. Westbrook
4:51.0,,,40-44,,R. Westbrook misses 3-pt shot from 24 ft
4:50.0,Defensive rebound by D. Russell,,40-44,,
4:42.0,B. Ingram misses 3-pt shot from 23 ft,,40-44,,
4:42.0,,,40-44,,Defensive rebound by D. Sabonis
4:37.0,,,40-44,,R. Westbrook misses 2-pt shot from 1 ft
4:37.0,Defensive rebound by D. Russell,,40-44,,
4:31.0,D. Russell makes 2-pt shot from 1 ft,2,42-44,,
4:07.0,,,42-44,,S. Adams misses 2-pt shot from 5 ft
4:06.0,Defensive rebound by J. Randle,,42-44,,
3:57.0,Turnover by J. Randle (lost ball; steal by J. Grant),,42-44,,
3:49.0,,,42-44,,R. Westbrook misses 2-pt shot from 18 ft
3:48.0,Defensive rebound by Team,,42-44,,
3:43.0,LA Lakers full timeout,,42-44,,
3:43.0,,,42-44,,A. Roberson enters the game for J. Grant
3:43.0,L. Nance enters the game for J. Randle,,42-44,,
3:31.0,Turnover by T. Black (bad pass),,42-44,,
3:15.0,,,42-46,2,R. Westbrook makes 2-pt shot from 1 ft
3:15.0,,,42-46,,Shooting foul by B. Ingram (drawn by R. Westbrook)
3:15.0,,,42-47,1,R. Westbrook makes free throw 1 of 1
3:15.0,I. Zubac enters the game for T. Black,,42-46,,
2:58.0,L. Nance makes 2-pt shot from 8 ft (assist by D. Russell),2,44-47,,
2:46.0,,,44-47,,Shooting foul by B. Ingram (drawn by R. Westbrook)
2:46.0,,,44-48,1,R. Westbrook makes free throw 1 of 2
2:46.0,,,44-48,,R. Westbrook misses free throw 2 of 2
2:45.0,Defensive rebound by I. Zubac,,44-48,,
2:24.0,N. Young misses 3-pt shot from 23 ft,,44-48,,
2:24.0,,,44-48,,Defensive rebound by S. Adams
2:21.0,,,44-48,,Shooting foul by D. Russell (drawn by R. Westbrook)
2:21.0,,,44-49,1,R. Westbrook makes free throw 1 of 2
2:21.0,,,44-50,1,R. Westbrook makes free throw 2 of 2
2:09.0,I. Zubac misses 2-pt shot from 12 ft,,44-50,,
2:09.0,Offensive rebound by L. Nance,,44-50,,
1:54.0,B. Ingram makes 2-pt shot from 7 ft (assist by D. Russell),2,46-50,,
1:41.0,,,46-52,2,S. Adams makes 2-pt shot from 2 ft (assist by R. Westbrook)
1:41.0,,,46-52,,Shooting foul by B. Ingram (drawn by S. Adams)
1:41.0,LA Lakers full timeout,,46-52,,
1:41.0,Violation by B. Ingram (lane),,46-52,,
1:41.0,,,46-53,1,S. Adams makes free throw 1 of 1
1:41.0,J. Clarkson enters the game for I. Zubac,,46-52,,
1:30.0,L. Nance misses 2-pt shot from 14 ft,,46-53,,
1:30.0,,,46-53,,Defensive rebound by R. Westbrook
1:12.0,,,46-53,,Shooting foul by L. Nance (drawn by R. Westbrook)
1:12.0,,,46-54,1,R. Westbrook makes free throw 1 of 2
1:12.0,,,46-55,1,R. Westbrook makes free throw 2 of 2
1:12.0,,,46-54,,J. Grant enters the game for D. Sabonis
1:12.0,L. Deng enters the game for B. Ingram,,46-54,,
1:04.0,D. Russell misses 2-pt shot from 20 ft,,46-55,,
1:04.0,,,46-55,,Defensive rebound by S. Adams
0:50.0,,,46-55,,A. Abrines misses 3-pt shot from 24 ft
0:49.0,Defensive rebound by N. Young,,46-55,,
0:41.0,D. Russell makes 3-pt shot from 22 ft (assist by L. Deng),3,49-55,,
0:30.0,,,49-55,,A. Abrines misses 3-pt shot from 22 ft
0:29.0,Defensive rebound by J. Clarkson,,49-55,,
0:26.0,D. Russell makes 2-pt shot from 1 ft (assist by J. Clarkson),2,51-55,,
0:06.0,,,51-58,3,R. Westbrook makes 3-pt shot from 26 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,T. Black misses 2-pt shot from 1 ft (block by A. Roberson),,51-58,,
11:43.0,,,51-58,,Defensive rebound by D. Sabonis
11:31.0,,,51-60,2,S. Adams makes 2-pt shot from 8 ft
11:19.0,N. Young misses 2-pt shot from 18 ft,,51-60,,
11:19.0,,,51-60,,Defensive rebound by R. Westbrook
11:04.0,,,51-60,,S. Adams misses 2-pt shot from 5 ft
11:04.0,Defensive rebound by J. Randle,,51-60,,
10:50.0,J. Randle makes 2-pt shot from 6 ft (assist by B. Ingram),2,53-60,,
10:29.0,,,53-63,3,A. Abrines makes 3-pt shot from 24 ft (assist by R. Westbrook)
10:22.0,,,53-63,,Personal foul by A. Abrines (drawn by D. Russell)
10:15.0,D. Russell makes 2-pt shot from 19 ft,2,55-63,,
9:57.0,,,55-65,2,D. Sabonis makes 2-pt shot from 18 ft (assist by R. Westbrook)
9:45.0,N. Young misses 3-pt shot from 24 ft,,55-65,,
9:44.0,,,55-65,,Defensive rebound by R. Westbrook
9:39.0,,,55-68,3,A. Abrines makes 3-pt shot from 24 ft (assist by R. Westbrook)
9:27.0,Turnover by D. Russell (bad pass; steal by A. Roberson),,55-68,,
9:20.0,,,55-68,,A. Roberson misses 2-pt shot from 3 ft (block by T. Black)
9:20.0,,,55-68,,Offensive rebound by Team
9:12.0,,,55-68,,D. Sabonis misses 2-pt shot from 9 ft
9:11.0,Defensive rebound by J. Randle,,55-68,,
9:00.0,D. Russell makes 3-pt shot from 23 ft (assist by J. Randle),3,58-68,,
8:46.0,,,58-68,,Turnover by R. Westbrook (bad pass; steal by D. Russell)
8:41.0,D. Russell misses 2-pt shot from 2 ft (block by D. Sabonis),,58-68,,
8:40.0,,,58-68,,Defensive rebound by D. Sabonis
8:34.0,,,58-71,3,A. Abrines makes 3-pt shot from 25 ft (assist by D. Sabonis)
8:18.0,B. Ingram misses 3-pt shot from 23 ft,,58-71,,
8:17.0,,,58-71,,Defensive rebound by R. Westbrook
8:09.0,,,58-71,,R. Westbrook misses 2-pt shot from 24 ft
8:08.0,,,58-71,,Offensive rebound by S. Adams
8:06.0,,,58-73,2,S. Adams makes 2-pt shot from 5 ft
8:06.0,LA Lakers full timeout,,58-73,,
7:48.0,J. Randle misses 2-pt shot from 8 ft,,58-73,,
7:47.0,,,58-73,,Defensive rebound by Team
7:38.0,,,58-73,,S. Adams misses 2-pt shot from 6 ft
7:37.0,,,58-73,,Offensive rebound by A. Roberson
7:37.0,,,58-75,2,A. Roberson makes 2-pt shot from 1 ft
7:18.0,D. Russell makes 3-pt shot from 24 ft,3,61-75,,
7:05.0,,,61-75,,A. Abrines misses 3-pt shot from 23 ft
7:04.0,Defensive rebound by B. Ingram,,61-75,,
6:57.0,D. Russell misses 3-pt shot from 25 ft,,61-75,,
6:56.0,,,61-75,,Defensive rebound by A. Abrines
6:47.0,,,61-75,,R. Westbrook misses 2-pt shot from 20 ft
6:47.0,Defensive rebound by B. Ingram,,61-75,,
6:35.0,J. Randle misses 2-pt shot from 3 ft (block by S. Adams),,61-75,,
6:34.0,,,61-75,,Defensive rebound by S. Adams
6:28.0,,,61-75,,D. Sabonis misses 3-pt shot from 24 ft
6:27.0,Defensive rebound by N. Young,,61-75,,
6:13.0,N. Young misses 3-pt shot from 24 ft,,61-75,,
6:12.0,,,61-75,,Defensive rebound by A. Abrines
5:56.0,,,61-77,2,A. Roberson makes 2-pt shot from 3 ft
5:29.0,D. Russell misses 3-pt shot from 25 ft,,61-77,,
5:29.0,,,61-77,,Defensive rebound by A. Roberson
5:17.0,,,61-80,3,D. Sabonis makes 3-pt shot from 24 ft (assist by R. Westbrook)
5:15.0,LA Lakers full timeout,,61-80,,
5:15.0,,,61-80,,E. Kanter enters the game for S. Adams
5:15.0,J. Clarkson enters the game for T. Black,,61-80,,
5:15.0,I. Zubac enters the game for N. Young,,61-80,,
5:10.0,,,61-80,,Personal foul by A. Abrines (drawn by B. Ingram)
5:04.0,I. Zubac misses 2-pt shot from 10 ft,,61-80,,
5:03.0,Offensive rebound by J. Randle,,61-80,,
4:59.0,Turnover by I. Zubac (bad pass),,61-80,,
4:47.0,,,61-80,,E. Kanter misses 2-pt shot from 1 ft
4:47.0,Defensive rebound by J. Randle,,61-80,,
4:42.0,,,61-80,,Inbound foul by A. Abrines
4:42.0,B. Ingram makes free throw 1 of 1,1,62-80,,
4:28.0,I. Zubac misses 2-pt shot at rim (block by D. Sabonis),,62-80,,
4:27.0,Offensive rebound by J. Randle,,62-80,,
4:24.0,J. Randle makes 2-pt shot from 1 ft,2,64-80,,
4:12.0,,,64-80,,A. Abrines misses 3-pt shot from 22 ft
4:11.0,,,64-80,,Offensive rebound by E. Kanter
4:08.0,,,64-80,,E. Kanter misses 2-pt shot at rim (block by I. Zubac)
4:08.0,Defensive rebound by I. Zubac,,64-80,,
3:56.0,D. Russell misses 3-pt shot from 23 ft,,64-80,,
3:55.0,,,64-80,,Defensive rebound by R. Westbrook
3:49.0,,,64-82,2,D. Sabonis makes 2-pt shot from 1 ft (assist by R. Westbrook)
3:49.0,,,64-82,,Shooting foul by J. Randle (drawn by D. Sabonis)
3:49.0,,,64-82,,D. Sabonis misses free throw 1 of 1
3:49.0,Defensive rebound by B. Ingram,,64-82,,
3:49.0,,,64-82,,D. McDermott enters the game for A. Abrines
3:32.0,B. Ingram misses 3-pt shot from 24 ft,,64-82,,
3:31.0,,,64-82,,Defensive rebound by D. Sabonis
3:26.0,,,64-82,,T. Gibson enters the game for D. Sabonis
3:26.0,L. Nance enters the game for J. Randle,,64-82,,
3:23.0,,,64-82,,E. Kanter misses 2-pt shot from 16 ft
3:23.0,,,64-82,,Offensive rebound by R. Westbrook
3:13.0,,,64-82,,R. Westbrook misses 2-pt shot from 18 ft
3:13.0,Defensive rebound by I. Zubac,,64-82,,
3:00.0,J. Clarkson misses 2-pt shot from 15 ft,,64-82,,
2:59.0,,,64-82,,Defensive rebound by R. Westbrook
2:55.0,,,64-82,,E. Kanter misses 2-pt shot from 1 ft (block by I. Zubac)
2:54.0,,,64-82,,Offensive rebound by E. Kanter
2:52.0,,,64-82,,Turnover by E. Kanter (bad pass; steal by B. Ingram)
2:44.0,Shooting foul by T. Gibson (drawn by D. Russell),,64-82,,
2:44.0,,,64-82,,Oklahoma City full timeout
2:44.0,D. Russell makes free throw 1 of 2,1,65-82,,
2:44.0,D. Russell makes free throw 2 of 2,1,66-82,,
2:30.0,,,66-82,,T. Gibson misses 2-pt shot from 20 ft
2:30.0,,,66-82,,Offensive rebound by R. Westbrook
2:27.0,,,66-84,2,T. Gibson makes 2-pt shot at rim (assist by R. Westbrook)
2:05.0,B. Ingram misses 2-pt shot from 13 ft,,66-84,,
2:05.0,,,66-84,,Defensive rebound by A. Roberson
1:51.0,,,66-86,2,E. Kanter makes 2-pt shot at rim (assist by R. Westbrook)
1:49.0,LA Lakers full timeout,,66-86,,
1:49.0,,,66-86,,J. Grant enters the game for A. Roberson
1:49.0,,,66-86,,S. Christon enters the game for R. Westbrook
1:49.0,L. Deng enters the game for D. Russell,,66-86,,
1:28.0,Turnover by L. Nance (lost ball),,66-86,,
1:15.0,,,66-86,,D. McDermott misses 2-pt shot from 9 ft
1:14.0,,,66-86,,Offensive rebound by D. McDermott
1:11.0,,,66-86,,E. Kanter misses 2-pt shot from 5 ft (block by I. Zubac)
1:10.0,Defensive rebound by I. Zubac,,66-86,,
1:02.0,B. Ingram misses 2-pt shot from 4 ft,,66-86,,
1:00.0,,,66-86,,Defensive rebound by T. Gibson
0:44.0,,,66-86,,Turnover by E. Kanter (bad pass; steal by J. Clarkson)
0:38.0,J. Clarkson misses 3-pt shot from 24 ft,,66-86,,
0:35.0,Offensive rebound by L. Nance,,66-86,,
0:33.0,J. Clarkson makes 2-pt shot from 1 ft (assist by B. Ingram),2,68-86,,
0:19.0,,,68-86,,Turnover by S. Christon (bad pass; steal by J. Clarkson)
0:15.0,J. Clarkson makes 2-pt shot from 1 ft,2,70-86,,
0:00.0,,,70-86,,E. Kanter misses 3-pt shot from 24 ft
0:00.0,,,70-86,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,70-88,2,T. Gibson makes 2-pt shot from 5 ft
11:27.0,B. Ingram makes 2-pt shot at rim (assist by L. Deng),2,72-88,,
11:02.0,,,72-88,,D. McDermott misses 3-pt shot from 23 ft
11:01.0,,,72-88,,Offensive rebound by E. Kanter
10:59.0,Jump ball: E. Kanter vs. L. Nance (I. Zubac gains possession),,,,Jump ball: E. Kanter vs. L. Nance (I. Zubac gains possession)
10:59.0,,,72-88,,Turnover by E. Kanter (lost ball; steal by L. Nance)
10:42.0,,,72-88,,Personal foul by S. Christon (drawn by I. Zubac)
10:42.0,I. Zubac misses free throw 1 of 2,,72-88,,
10:42.0,Offensive rebound by Team,,72-88,,
10:42.0,I. Zubac makes free throw 2 of 2,1,73-88,,
10:30.0,,,73-90,2,D. McDermott makes 2-pt shot from 20 ft (assist by T. Gibson)
10:09.0,J. Clarkson makes 2-pt shot from 11 ft,2,75-90,,
9:52.0,,,75-90,,Turnover by S. Christon (lost ball; steal by J. Clarkson)
9:47.0,L. Deng misses 2-pt shot from 2 ft (block by S. Christon),,75-90,,
9:45.0,Offensive rebound by L. Deng,,75-90,,
9:44.0,L. Deng makes 2-pt shot from 1 ft,2,77-90,,
9:30.0,,,77-90,,D. McDermott misses 2-pt shot from 20 ft
9:30.0,,,77-90,,Offensive rebound by E. Kanter
9:26.0,,,77-90,,E. Kanter misses 2-pt shot from 1 ft
9:25.0,Defensive rebound by J. Clarkson,,77-90,,
9:19.0,Turnover by J. Clarkson (lost ball; steal by T. Gibson),,77-90,,
8:56.0,,,77-92,2,T. Gibson makes 2-pt shot from 5 ft
8:38.0,L. Deng misses 3-pt shot from 24 ft,,77-92,,
8:38.0,,,77-92,,Defensive rebound by J. Grant
8:17.0,,,77-94,2,J. Grant makes 2-pt shot from 11 ft (assist by S. Christon)
8:17.0,LA Lakers full timeout,,77-94,,
8:17.0,,,77-94,,R. Westbrook enters the game for S. Christon
8:17.0,D. Russell enters the game for B. Ingram,,77-94,,
8:03.0,J. Clarkson misses 2-pt shot from 17 ft,,77-94,,
8:03.0,,,77-94,,Defensive rebound by R. Westbrook
7:53.0,,,77-94,,Turnover by D. McDermott (step out of bounds)
7:32.0,,,77-94,,Violation by J. Grant (def goaltending)
