time,Phoenix,pts.away,score,pts.home,Oklahoma City
4:34.0,,,26-13,,R. Westbrook misses 2-pt shot from 8 ft
4:33.0,Defensive rebound by P. Tucker,,26-13,,
4:18.0,T. Chandler makes 2-pt shot at rim (assist by T. Warren),2,28-13,,
4:18.0,Shooting foul by E. Ilyasova (drawn by T. Chandler),,28-13,,
4:18.0,T. Chandler makes free throw 1 of 1,1,29-13,,
4:18.0,,,28-13,,K. Singler enters the game for V. Oladipo
4:12.0,,,29-13,,K. Singler misses 3-pt shot from 24 ft
4:11.0,,,29-13,,Offensive rebound by S. Adams
4:09.0,,,29-13,,Turnover by S. Adams (lost ball; steal by B. Knight)
4:03.0,T. Warren makes 2-pt shot from 19 ft,2,31-13,,
4:02.0,,,31-13,,Oklahoma City full timeout
4:02.0,A. Len enters the game for T. Chandler,,31-13,,
3:53.0,,,31-15,2,R. Westbrook makes 2-pt shot at rim
3:42.0,Turnover by T. Warren (bad pass; steal by R. Westbrook),,31-15,,
3:37.0,,,31-17,2,A. Roberson makes 2-pt shot from 1 ft (assist by R. Westbrook)
3:37.0,Phoenix full timeout,,31-17,,
3:30.0,Offensive foul by A. Len,,31-17,,
3:30.0,Turnover by A. Len (offensive foul),,31-17,,
3:22.0,,,31-17,,Shooting foul by A. Len (drawn by R. Westbrook)
3:22.0,,,31-18,1,R. Westbrook makes free throw 1 of 2
3:22.0,,,31-19,1,R. Westbrook makes free throw 2 of 2
3:22.0,,,31-18,,E. Kanter enters the game for S. Adams
3:07.0,B. Knight misses 2-pt shot from 5 ft,,31-19,,
3:07.0,,,31-19,,Defensive rebound by R. Westbrook
3:01.0,,,31-21,2,E. Ilyasova makes 2-pt shot from 1 ft
2:32.0,D. Booker misses 2-pt shot from 3 ft,,31-21,,
2:31.0,,,31-21,,Defensive rebound by R. Westbrook
2:25.0,,,31-24,3,E. Ilyasova makes 3-pt shot from 24 ft (assist by R. Westbrook)
2:07.0,T. Warren makes 2-pt shot from 9 ft (assist by P. Tucker),2,33-24,,
1:50.0,,,33-24,,E. Kanter misses 2-pt shot from 5 ft
1:49.0,Defensive rebound by B. Knight,,33-24,,
1:35.0,P. Tucker misses 3-pt shot from 23 ft,,33-24,,
1:34.0,Offensive rebound by B. Knight,,33-24,,
1:29.0,B. Knight misses 3-pt shot from 24 ft,,33-24,,
1:28.0,,,33-24,,Defensive rebound by E. Ilyasova
1:18.0,,,33-24,,Turnover by E. Kanter (offensive foul)
1:18.0,,,33-24,,Offensive foul by E. Kanter
1:18.0,M. Chriss enters the game for P. Tucker,,33-24,,
1:18.0,E. Bledsoe enters the game for D. Booker,,33-24,,
1:18.0,,,33-24,,V. Oladipo enters the game for R. Westbrook
1:18.0,,,33-24,,S. Christon enters the game for A. Roberson
1:12.0,E. Bledsoe makes 2-pt shot from 2 ft,2,35-24,,
1:12.0,Shooting foul by E. Kanter (drawn by E. Bledsoe),,35-24,,
1:12.0,E. Bledsoe makes free throw 1 of 1,1,36-24,,
1:00.0,,,36-24,,S. Christon misses 2-pt shot from 2 ft
1:00.0,,,36-24,,Offensive rebound by E. Kanter
0:59.0,,,36-24,,Shooting foul by M. Chriss (drawn by E. Kanter)
0:59.0,,,36-25,1,E. Kanter makes free throw 1 of 2
0:59.0,,,36-25,,E. Kanter misses free throw 2 of 2
0:59.0,Defensive rebound by T. Warren,,36-25,,
0:40.0,B. Knight misses 2-pt shot from 2 ft,,36-25,,
0:40.0,Offensive rebound by M. Chriss,,36-25,,
0:40.0,M. Chriss makes 2-pt shot from 2 ft,2,38-25,,
0:28.0,,,38-25,,Turnover by E. Ilyasova (traveling)
0:28.0,D. Booker enters the game for A. Len,,38-25,,
0:11.0,E. Bledsoe makes 2-pt shot from 15 ft,2,40-25,,
0:01.0,,,40-25,,S. Christon misses 2-pt shot from 13 ft (block by M. Chriss)
0:00.0,Defensive rebound by M. Chriss,,40-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,,,40-27,2,E. Kanter makes 2-pt shot from 17 ft (assist by V. Oladipo)
11:22.0,Turnover by M. Chriss (lost ball; steal by E. Ilyasova),,40-27,,
11:15.0,,,40-27,,Turnover by S. Christon (traveling)
11:04.0,A. Len misses 2-pt shot from 5 ft,,40-27,,
11:04.0,,,40-27,,Defensive rebound by Team
11:04.0,Loose ball foul by M. Chriss (drawn by E. Ilyasova),,40-27,,
10:49.0,,,40-29,2,V. Oladipo makes 2-pt shot from 15 ft
10:34.0,A. Len misses 2-pt shot from 4 ft,,40-29,,
10:34.0,,,40-29,,Defensive rebound by E. Ilyasova
10:26.0,,,40-29,,Turnover by E. Ilyasova (lost ball)
10:14.0,A. Len misses 2-pt shot from 18 ft,,40-29,,
10:14.0,,,40-29,,Defensive rebound by E. Kanter
9:59.0,,,40-29,,V. Oladipo misses 2-pt shot from 2 ft
9:58.0,Defensive rebound by B. Knight,,40-29,,
9:51.0,E. Bledsoe misses 3-pt shot from 25 ft,,40-29,,
9:51.0,,,40-29,,Defensive rebound by E. Ilyasova
9:42.0,,,40-31,2,K. Singler makes 2-pt shot from 2 ft
9:41.0,Phoenix full timeout,,40-31,,
9:41.0,T. Chandler enters the game for A. Len,,40-31,,
9:41.0,,,40-31,,S. Adams enters the game for E. Ilyasova
9:28.0,B. Knight makes 2-pt shot from 1 ft,2,42-31,,
9:08.0,,,42-31,,Turnover by E. Kanter (lost ball; steal by M. Chriss)
8:56.0,M. Chriss misses 3-pt shot from 23 ft,,42-31,,
8:55.0,,,42-31,,Defensive rebound by S. Adams
8:47.0,,,42-31,,R. Westbrook enters the game for S. Christon
8:47.0,Jump ball: E. Bledsoe vs. V. Oladipo (T. Chandler gains possession),,,,Jump ball: E. Bledsoe vs. V. Oladipo (T. Chandler gains possession)
8:47.0,,,42-31,,Turnover by V. Oladipo (lost ball; steal by E. Bledsoe)
8:21.0,B. Knight misses 3-pt shot from 22 ft,,42-31,,
8:20.0,,,42-31,,Defensive rebound by K. Singler
8:14.0,,,42-31,,E. Kanter misses 2-pt shot from 1 ft (block by T. Chandler)
8:13.0,,,42-31,,Offensive rebound by R. Westbrook
8:12.0,,,42-33,2,R. Westbrook makes 2-pt shot from 1 ft
8:02.0,Offensive foul by T. Chandler,,42-33,,
8:02.0,Turnover by T. Chandler (offensive foul),,42-33,,
8:02.0,J. Dudley enters the game for M. Chriss,,42-33,,
7:50.0,,,42-33,,Turnover by S. Adams (lost ball; steal by D. Bender)
7:45.0,B. Knight makes 2-pt shot from 2 ft,2,44-33,,
7:33.0,Personal foul by E. Bledsoe (drawn by R. Westbrook),,44-33,,
7:33.0,D. Booker enters the game for E. Bledsoe,,44-33,,
7:27.0,,,44-33,,R. Westbrook misses 2-pt shot from 16 ft
7:26.0,Defensive rebound by T. Chandler,,44-33,,
7:16.0,Shooting foul by V. Oladipo (drawn by B. Knight),,44-33,,
7:16.0,B. Knight makes free throw 1 of 2,1,45-33,,
7:16.0,B. Knight makes free throw 2 of 2,1,46-33,,
7:16.0,,,45-33,,D. Sabonis enters the game for E. Kanter
7:02.0,,,46-33,,R. Westbrook misses 2-pt shot from 19 ft
7:02.0,Defensive rebound by D. Booker,,46-33,,
6:53.0,D. Bender misses 2-pt shot from 16 ft,,46-33,,
6:51.0,,,46-33,,Defensive rebound by D. Sabonis
6:46.0,,,46-33,,R. Westbrook misses 2-pt shot from 6 ft
6:45.0,,,46-33,,Offensive rebound by R. Westbrook
6:45.0,,,46-33,,Shooting foul by D. Bender (drawn by R. Westbrook)
6:45.0,,,46-34,1,R. Westbrook makes free throw 1 of 2
6:45.0,,,46-34,,R. Westbrook misses free throw 2 of 2
6:45.0,,,46-34,,Offensive rebound by Team
6:45.0,Loose ball foul by T. Chandler (drawn by S. Adams),,46-34,,
6:45.0,,,46-34,,A. Roberson enters the game for V. Oladipo
6:45.0,T. Warren enters the game for B. Knight,,46-34,,
6:45.0,T. Ulis enters the game for D. Bender,,46-34,,
6:35.0,,,46-34,,R. Westbrook misses 2-pt shot from 7 ft
6:34.0,Defensive rebound by T. Chandler,,46-34,,
6:27.0,T. Warren makes 2-pt shot from 4 ft (assist by T. Ulis),2,48-34,,
6:19.0,,,48-34,,K. Singler misses 3-pt shot from 23 ft
6:19.0,,,48-34,,Offensive rebound by S. Adams
6:18.0,,,48-36,2,S. Adams makes 2-pt shot from 1 ft
5:59.0,T. Ulis makes 2-pt shot from 10 ft,2,50-36,,
5:46.0,,,50-38,2,D. Sabonis makes 2-pt shot from 2 ft
5:33.0,D. Booker misses 2-pt shot from 5 ft,,50-38,,
5:32.0,Offensive rebound by D. Booker,,50-38,,
5:28.0,D. Booker misses 2-pt shot from 10 ft,,50-38,,
5:27.0,,,50-38,,Defensive rebound by A. Roberson
5:16.0,,,50-40,2,R. Westbrook makes 2-pt shot from 15 ft
4:54.0,,,50-40,,Personal foul by K. Singler (drawn by T. Chandler)
4:54.0,Official timeout,,50-40,,
4:54.0,E. Bledsoe enters the game for T. Ulis,,50-40,,
4:54.0,,,50-40,,V. Oladipo enters the game for K. Singler
4:47.0,T. Warren misses 2-pt shot from 3 ft,,50-40,,
4:46.0,Offensive rebound by T. Chandler,,50-40,,
4:44.0,T. Chandler misses 2-pt shot from 3 ft,,50-40,,
4:41.0,Offensive rebound by T. Warren,,50-40,,
4:41.0,T. Warren makes 2-pt shot from 1 ft,2,52-40,,
4:25.0,,,52-40,,R. Westbrook misses 2-pt shot from 14 ft
4:22.0,Defensive rebound by T. Chandler,,52-40,,
4:16.0,E. Bledsoe misses 2-pt shot from 16 ft,,52-40,,
4:16.0,,,52-40,,Defensive rebound by V. Oladipo
4:05.0,,,52-42,2,D. Sabonis makes 2-pt shot from 15 ft (assist by R. Westbrook)
3:48.0,Shooting foul by A. Roberson (drawn by J. Dudley),,52-42,,
3:48.0,J. Dudley misses free throw 1 of 2,,52-42,,
3:48.0,Offensive rebound by Team,,52-42,,
3:48.0,J. Dudley makes free throw 2 of 2,1,53-42,,
3:37.0,,,53-44,2,V. Oladipo makes 2-pt shot from 2 ft (assist by R. Westbrook)
3:18.0,D. Booker misses 2-pt shot from 15 ft,,53-44,,
3:18.0,,,53-44,,Defensive rebound by V. Oladipo
3:12.0,,,53-44,,Turnover by S. Adams (bad pass)
2:58.0,E. Bledsoe misses 2-pt shot from 10 ft,,53-44,,
2:58.0,Offensive rebound by Team,,53-44,,
2:58.0,,,53-44,,Loose ball foul by A. Roberson (drawn by T. Chandler)
2:58.0,,,53-44,,Oklahoma City full timeout
2:58.0,,,53-44,,S. Christon enters the game for A. Roberson
2:46.0,D. Booker misses 2-pt shot from 4 ft,,53-44,,
2:46.0,,,53-44,,Defensive rebound by D. Sabonis
2:42.0,,,53-44,,Offensive charge foul by R. Westbrook
2:42.0,,,53-44,,Turnover by R. Westbrook (offensive foul)
2:42.0,B. Knight enters the game for J. Dudley,,53-44,,
2:30.0,T. Warren misses 2-pt shot from 5 ft,,53-44,,
2:30.0,,,53-44,,Defensive rebound by V. Oladipo
2:25.0,,,53-46,2,V. Oladipo makes 2-pt shot from 4 ft
1:55.0,B. Knight misses 2-pt shot from 17 ft,,53-46,,
1:55.0,,,53-46,,Defensive rebound by R. Westbrook
1:30.0,,,53-46,,D. Sabonis misses 2-pt shot from 5 ft
1:29.0,Defensive rebound by T. Chandler,,53-46,,
1:24.0,E. Bledsoe misses 2-pt shot from 4 ft (block by S. Christon),,53-46,,
1:24.0,,,53-46,,Defensive rebound by Team
1:10.0,,,53-46,,Shooting foul by E. Bledsoe (drawn by R. Westbrook)
1:10.0,,,53-46,,R. Westbrook misses free throw 1 of 2
1:10.0,,,53-46,,Offensive rebound by Team
1:10.0,,,53-47,1,R. Westbrook makes free throw 2 of 2
1:10.0,J. Dudley enters the game for E. Bledsoe,,53-46,,
0:50.0,J. Dudley misses 3-pt shot from 22 ft,,53-47,,
0:49.0,,,53-47,,Defensive rebound by R. Westbrook
0:45.0,,,53-49,2,D. Sabonis makes 2-pt shot at rim (assist by R. Westbrook)
0:40.0,D. Booker misses 2-pt shot from 2 ft,,53-49,,
0:40.0,,,53-49,,Defensive rebound by R. Westbrook
0:34.0,,,53-49,,R. Westbrook misses 3-pt shot from 26 ft
0:33.0,,,53-49,,Offensive rebound by S. Christon
0:29.0,,,53-49,,R. Westbrook misses 3-pt shot from 25 ft
0:29.0,,,53-49,,Offensive rebound by S. Adams
0:05.0,,,53-49,,V. Oladipo misses 3-pt shot from 27 ft
0:03.0,Defensive rebound by B. Knight,,53-49,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,53-51,2,R. Westbrook makes 2-pt shot from 16 ft
11:19.0,Shooting foul by D. Sabonis (drawn by E. Bledsoe),,53-51,,
11:19.0,E. Bledsoe misses free throw 1 of 2,,53-51,,
11:19.0,Offensive rebound by Team,,53-51,,
11:19.0,E. Bledsoe misses free throw 2 of 2,,53-51,,
11:18.0,,,53-51,,Defensive rebound by D. Sabonis
11:06.0,,,53-51,,R. Westbrook misses 2-pt shot from 10 ft
11:06.0,Defensive rebound by T. Warren,,53-51,,
11:05.0,,,53-51,,Personal foul by R. Westbrook (drawn by T. Warren)
10:48.0,D. Booker makes 2-pt shot from 14 ft (assist by E. Bledsoe),2,55-51,,
10:30.0,,,55-53,2,V. Oladipo makes 2-pt shot from 5 ft
10:30.0,,,55-53,,Shooting foul by D. Booker (drawn by V. Oladipo)
10:30.0,,,55-54,1,V. Oladipo makes free throw 1 of 1
10:12.0,E. Bledsoe misses 3-pt shot from 24 ft,,55-54,,
10:11.0,,,55-54,,Defensive rebound by D. Sabonis
10:05.0,,,55-54,,A. Roberson misses 2-pt shot from 1 ft
10:05.0,Defensive rebound by J. Dudley,,55-54,,
9:55.0,T. Warren makes 2-pt shot from 10 ft (assist by J. Dudley),2,57-54,,
9:47.0,,,57-54,,Shooting foul by T. Warren (drawn by R. Westbrook)
9:47.0,Technical foul by T. Warren (drawn by R. Westbrook),,57-54,,
9:47.0,,,57-54,,R. Westbrook misses technical free throw
9:47.0,,,57-54,,Offensive rebound by Team
9:47.0,,,57-54,,R. Westbrook misses free throw 1 of 2
9:47.0,,,57-54,,Offensive rebound by Team
9:47.0,,,57-55,1,R. Westbrook makes free throw 2 of 2
9:34.0,Shooting foul by D. Sabonis (drawn by J. Dudley),,57-55,,
9:34.0,J. Dudley makes free throw 1 of 3,1,58-55,,
9:34.0,J. Dudley makes free throw 2 of 3,1,59-55,,
9:34.0,J. Dudley misses free throw 3 of 3,,59-55,,
9:33.0,,,59-55,,Defensive rebound by R. Westbrook
9:23.0,,,59-55,,Shooting foul by D. Booker (drawn by V. Oladipo)
9:23.0,,,59-55,,V. Oladipo misses free throw 1 of 2
9:23.0,,,59-55,,Offensive rebound by Team
9:23.0,,,59-56,1,V. Oladipo makes free throw 2 of 2
9:11.0,Turnover by T. Warren (lost ball; steal by V. Oladipo),,59-56,,
9:08.0,,,59-58,2,R. Westbrook makes 2-pt shot from 1 ft
9:08.0,,,59-58,,Shooting foul by J. Dudley (drawn by R. Westbrook)
9:08.0,,,59-59,1,R. Westbrook makes free throw 1 of 1
8:56.0,T. Warren makes 2-pt shot from 1 ft,2,61-59,,
8:40.0,,,61-59,,Turnover by V. Oladipo (lost ball; steal by T. Warren)
8:34.0,E. Bledsoe misses 3-pt shot from 25 ft,,61-59,,
8:34.0,,,61-59,,Defensive rebound by S. Adams
8:24.0,,,61-59,,S. Adams misses 2-pt shot from 7 ft
8:23.0,,,61-59,,Offensive rebound by R. Westbrook
8:23.0,,,61-59,,Oklahoma City full timeout
8:08.0,,,61-59,,Turnover by D. Sabonis (bad pass; steal by E. Bledsoe)
8:00.0,Phoenix full timeout,,61-59,,
7:54.0,T. Warren makes 2-pt shot from 10 ft (assist by J. Dudley),2,63-59,,
7:32.0,,,63-59,,S. Adams misses 2-pt shot from 1 ft
7:32.0,Defensive rebound by E. Bledsoe,,63-59,,
7:28.0,,,63-59,,Shooting block foul by D. Sabonis (drawn by E. Bledsoe)
7:28.0,E. Bledsoe makes free throw 1 of 2,1,64-59,,
7:28.0,E. Bledsoe makes free throw 2 of 2,1,65-59,,
7:28.0,,,64-59,,E. Kanter enters the game for D. Sabonis
7:17.0,,,65-59,,R. Westbrook misses 2-pt shot from 9 ft
7:16.0,Defensive rebound by T. Chandler,,65-59,,
7:08.0,Turnover by T. Chandler (lost ball; steal by A. Roberson),,65-59,,
7:01.0,,,65-59,,Turnover by R. Westbrook (bad pass; steal by T. Warren)
6:57.0,D. Booker misses 2-pt shot from 3 ft (block by V. Oladipo),,65-59,,
6:57.0,Offensive rebound by Team,,65-59,,
6:52.0,E. Bledsoe misses 3-pt shot from 25 ft,,65-59,,
6:51.0,,,65-59,,Defensive rebound by A. Roberson
6:35.0,,,65-59,,S. Adams misses 2-pt shot from 14 ft
6:35.0,Defensive rebound by T. Chandler,,65-59,,
6:14.0,D. Booker makes 2-pt shot from 21 ft,2,67-59,,
6:01.0,,,67-59,,V. Oladipo misses 2-pt shot from 11 ft
6:00.0,Defensive rebound by D. Booker,,67-59,,
5:36.0,D. Booker misses 3-pt shot from 26 ft,,67-59,,
5:36.0,,,67-59,,Defensive rebound by A. Roberson
5:19.0,,,67-59,,Turnover by S. Adams (lost ball)
5:19.0,B. Knight enters the game for E. Bledsoe,,67-59,,
5:08.0,B. Knight makes 2-pt shot from 14 ft,2,69-59,,
4:49.0,,,69-59,,E. Kanter misses 2-pt shot from 19 ft
4:48.0,Defensive rebound by B. Knight,,69-59,,
4:33.0,B. Knight makes 2-pt shot from 2 ft,2,71-59,,
4:27.0,,,71-59,,Oklahoma City full timeout
4:27.0,A. Len enters the game for T. Chandler,,71-59,,
4:27.0,,,71-59,,E. Ilyasova enters the game for S. Adams
4:27.0,,,71-59,,K. Singler enters the game for V. Oladipo
4:18.0,,,71-59,,Shooting foul by B. Knight (drawn by R. Westbrook)
4:18.0,,,71-61,2,R. Westbrook makes 2-pt shot from 16 ft
4:18.0,,,71-62,1,R. Westbrook makes free throw 1 of 1
4:07.0,B. Knight makes 2-pt shot from 5 ft,2,73-62,,
3:52.0,,,73-62,,Shooting foul by J. Dudley (drawn by E. Kanter)
3:52.0,,,73-62,,E. Kanter misses free throw 1 of 2
3:52.0,,,73-62,,Offensive rebound by Team
3:52.0,,,73-63,1,E. Kanter makes free throw 2 of 2
3:52.0,M. Chriss enters the game for J. Dudley,,73-62,,
3:42.0,A. Len makes 2-pt shot at rim (assist by B. Knight),2,75-63,,
3:31.0,,,75-63,,R. Westbrook misses 3-pt shot from 24 ft
3:31.0,Defensive rebound by D. Booker,,75-63,,
3:18.0,Shooting foul by E. Kanter (drawn by M. Chriss),,75-63,,
3:18.0,M. Chriss misses free throw 1 of 2,,75-63,,
3:18.0,Offensive rebound by Team,,75-63,,
3:18.0,M. Chriss makes free throw 2 of 2,1,76-63,,
3:18.0,,,75-63,,J. Lauvergne enters the game for E. Kanter
2:58.0,,,76-63,,R. Westbrook misses 3-pt shot from 25 ft
2:57.0,,,76-63,,Offensive rebound by J. Lauvergne
2:51.0,,,76-66,3,R. Westbrook makes 3-pt shot from 25 ft (assist by J. Lauvergne)
2:37.0,Turnover by B. Knight (lost ball; steal by R. Westbrook),,76-66,,
2:37.0,Personal foul by A. Len (drawn by R. Westbrook),,76-66,,
2:37.0,,,76-67,1,R. Westbrook makes free throw 1 of 2
2:37.0,,,76-68,1,R. Westbrook makes free throw 2 of 2
2:13.0,Turnover by B. Knight (bad pass; steal by A. Roberson),,76-68,,
2:07.0,,,76-70,2,R. Westbrook makes 2-pt shot from 1 ft
1:49.0,M. Chriss makes 2-pt shot from 8 ft,2,78-70,,
1:34.0,Shooting block foul by M. Chriss (drawn by R. Westbrook),,78-70,,
1:34.0,,,78-71,1,R. Westbrook makes free throw 1 of 2
1:34.0,,,78-72,1,R. Westbrook makes free throw 2 of 2
1:18.0,Shooting foul by J. Lauvergne (drawn by A. Len),,78-72,,
1:18.0,A. Len makes free throw 1 of 2,1,79-72,,
1:18.0,A. Len misses free throw 2 of 2,,79-72,,
1:18.0,,,79-72,,Defensive rebound by R. Westbrook
1:12.0,,,79-74,2,R. Westbrook makes 2-pt shot at rim
1:06.0,M. Chriss makes 2-pt shot at rim (assist by B. Knight),2,81-74,,
0:54.0,,,81-77,3,R. Westbrook makes 3-pt shot from 24 ft
0:38.0,B. Knight misses 3-pt shot from 25 ft,,81-77,,
0:37.0,Offensive rebound by D. Booker,,81-77,,
0:32.0,,,81-77,,Shooting block foul by J. Lauvergne (drawn by T. Warren)
0:32.0,T. Warren makes free throw 1 of 2,1,82-77,,
0:32.0,T. Warren makes free throw 2 of 2,1,83-77,,
0:32.0,,,83-77,,Technical foul by E. Ilyasova
0:32.0,Technical foul by M. Chriss,,83-77,,
0:26.0,,,83-77,,E. Ilyasova misses 3-pt shot from 26 ft
0:25.0,Defensive rebound by M. Chriss,,83-77,,
0:02.0,Turnover by B. Knight (bad pass; steal by A. Roberson),,83-77,,
0:01.0,,,83-77,,R. Westbrook misses 3-pt shot from 52 ft
0:00.0,,,83-77,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,M. Chriss misses 3-pt shot from 23 ft,,83-77,,
11:43.0,,,83-77,,Defensive rebound by K. Singler
11:33.0,,,83-77,,V. Oladipo misses 3-pt shot from 25 ft
11:32.0,,,83-77,,Offensive rebound by J. Lauvergne
11:25.0,,,83-79,2,S. Christon makes 2-pt shot from 6 ft
11:18.0,E. Bledsoe makes 2-pt shot from 2 ft,2,85-79,,
11:04.0,,,85-79,,V. Oladipo misses 2-pt shot from 16 ft
11:04.0,Defensive rebound by M. Chriss,,85-79,,
10:55.0,B. Knight misses 2-pt shot from 2 ft,,85-79,,
10:55.0,,,85-79,,Defensive rebound by S. Christon
10:52.0,Shooting block foul by E. Bledsoe (drawn by S. Christon),,85-79,,
10:52.0,,,85-79,,S. Christon misses free throw 1 of 2
10:52.0,,,85-79,,Offensive rebound by Team
10:52.0,,,85-79,,S. Christon misses free throw 2 of 2
10:51.0,Defensive rebound by D. Bender,,85-79,,
10:29.0,B. Knight misses 2-pt shot from 8 ft,,85-79,,
10:29.0,,,85-79,,Defensive rebound by E. Ilyasova
10:25.0,,,85-81,2,K. Singler makes 2-pt shot at rim (assist by V. Oladipo)
10:24.0,Phoenix full timeout,,85-81,,
10:24.0,T. Warren enters the game for M. Chriss,,85-81,,
10:12.0,T. Warren misses 2-pt shot from 5 ft,,85-81,,
10:12.0,,,85-81,,Defensive rebound by E. Ilyasova
10:02.0,,,85-81,,S. Christon misses 2-pt shot from 3 ft (block by A. Len)
10:01.0,Defensive rebound by E. Bledsoe,,85-81,,
9:59.0,,,85-81,,Shooting block foul by E. Ilyasova (drawn by B. Knight)
9:59.0,B. Knight makes free throw 1 of 2,1,86-81,,
9:59.0,B. Knight makes free throw 2 of 2,1,87-81,,
9:59.0,J. Dudley enters the game for D. Bender,,86-81,,
9:44.0,,,87-81,,V. Oladipo misses 2-pt shot from 16 ft
9:44.0,Defensive rebound by J. Dudley,,87-81,,
9:30.0,E. Bledsoe misses 3-pt shot from 25 ft,,87-81,,
9:29.0,Offensive rebound by Team,,87-81,,
9:29.0,Offensive foul by T. Warren,,87-81,,
9:29.0,Turnover by T. Warren (offensive foul),,87-81,,
9:12.0,,,87-81,,V. Oladipo misses 2-pt shot from 2 ft
9:12.0,Defensive rebound by T. Warren,,87-81,,
8:50.0,E. Bledsoe makes 2-pt shot from 1 ft,2,89-81,,
8:50.0,,,89-81,,Oklahoma City full timeout
8:50.0,,,89-81,,S. Adams enters the game for E. Ilyasova
