time,LA Lakers,pts.away,score,pts.home,Dallas
4:51.0,L. Nance enters the game for N. Young,,17-25,,
4:50.0,,,17-25,,Turnover by Q. Cook (lost ball)
4:39.0,D. Russell makes 2-pt shot from 1 ft,2,19-25,,
4:26.0,,,19-27,2,Q. Cook makes 2-pt shot from 9 ft
4:13.0,D. Russell misses 2-pt shot from 17 ft,,19-27,,
4:12.0,,,19-27,,Defensive rebound by W. Matthews
3:54.0,,,19-27,,Q. Cook misses 3-pt shot from 24 ft
3:53.0,Defensive rebound by L. Nance,,19-27,,
3:42.0,J. Clarkson misses 3-pt shot from 24 ft,,19-27,,
3:41.0,,,19-27,,Defensive rebound by N. Noel
3:22.0,,,19-27,,H. Barnes misses 2-pt shot from 3 ft
3:21.0,Defensive rebound by J. Randle,,19-27,,
3:14.0,J. Randle misses 2-pt shot from 6 ft,,19-27,,
3:13.0,Offensive rebound by B. Ingram,,19-27,,
3:13.0,B. Ingram makes 2-pt shot at rim,2,21-27,,
3:12.0,,,21-27,,Dallas full timeout
3:12.0,,,21-27,,D. Harris enters the game for W. Matthews
3:12.0,,,21-27,,Y. Ferrell enters the game for H. Barnes
3:12.0,,,21-27,,D. Finney-Smith enters the game for S. Curry
3:12.0,,,21-27,,D. Nowitzki enters the game for Q. Cook
2:51.0,,,21-29,2,D. Nowitzki makes 2-pt shot from 15 ft (assist by D. Harris)
2:35.0,J. Clarkson misses 2-pt shot from 6 ft,,21-29,,
2:35.0,,,21-29,,Defensive rebound by Team
2:17.0,,,21-31,2,N. Noel makes 2-pt shot at rim (assist by D. Harris)
2:06.0,Turnover by B. Ingram (bad pass),,21-31,,
1:52.0,,,21-31,,D. Nowitzki misses 2-pt shot from 16 ft
1:50.0,Defensive rebound by L. Nance,,21-31,,
1:38.0,Turnover by J. Randle (lost ball),,21-31,,
1:25.0,,,21-31,,D. Finney-Smith misses 3-pt shot from 24 ft
1:25.0,,,21-31,,Offensive rebound by Team
1:25.0,Loose ball foul by L. Nance (drawn by N. Noel),,21-31,,
1:25.0,,,21-32,1,N. Noel makes free throw 1 of 2
1:25.0,,,21-33,1,N. Noel makes free throw 2 of 2
1:10.0,D. Russell makes 3-pt shot from 25 ft (assist by J. Randle),3,24-33,,
0:53.0,Personal foul by J. Clarkson (drawn by D. Nowitzki),,24-33,,
0:53.0,,,24-34,1,D. Nowitzki makes free throw 1 of 2
0:53.0,,,24-35,1,D. Nowitzki makes free throw 2 of 2
0:34.0,D. Russell misses 2-pt shot from 2 ft (block by N. Noel),,24-35,,
0:32.0,,,24-35,,Defensive rebound by D. Nowitzki
0:31.0,,,24-35,,Turnover by D. Nowitzki (lost ball; steal by L. Nance)
0:31.0,Shooting foul by D. Harris (drawn by J. Randle),,24-35,,
0:31.0,J. Randle makes free throw 1 of 2,1,25-35,,
0:31.0,J. Randle makes free throw 2 of 2,1,26-35,,
0:14.0,,,26-38,3,D. Harris makes 3-pt shot from 25 ft (assist by Y. Ferrell)
0:00.0,J. Clarkson makes 3-pt shot from 23 ft (assist by J. Randle),3,29-38,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:50.0,,,29-38,,D. Nowitzki misses 2-pt shot from 18 ft
11:49.0,Defensive rebound by C. Brewer,,29-38,,
11:34.0,T. Black misses 2-pt shot from 4 ft,,29-38,,
11:33.0,,,29-38,,Defensive rebound by N. Noel
11:26.0,,,29-40,2,N. Noel makes 2-pt shot at rim (assist by D. Harris)
11:14.0,C. Brewer misses 2-pt shot from 7 ft,,29-40,,
11:13.0,Offensive rebound by T. Black,,29-40,,
11:13.0,Shooting foul by Y. Ferrell (drawn by T. Black),,29-40,,
11:13.0,T. Black misses free throw 1 of 2,,29-40,,
11:13.0,Offensive rebound by Team,,29-40,,
11:13.0,T. Black makes free throw 2 of 2,1,30-40,,
10:58.0,,,30-42,2,D. Nowitzki makes 2-pt shot from 15 ft (assist by D. Harris)
10:44.0,T. Black misses 2-pt shot from 1 ft,,30-42,,
10:43.0,Offensive rebound by L. Nance,,30-42,,
10:43.0,L. Nance misses 2-pt shot from 2 ft,,30-42,,
10:41.0,Offensive rebound by T. Black,,30-42,,
10:33.0,Turnover by J. Clarkson (bad pass; steal by D. Harris),,30-42,,
10:28.0,,,30-44,2,D. Harris makes 2-pt shot from 1 ft
10:08.0,L. Nance misses 3-pt shot from 23 ft,,30-44,,
10:07.0,,,30-44,,Defensive rebound by D. Nowitzki
9:54.0,,,30-47,3,D. Nowitzki makes 3-pt shot from 25 ft (assist by Y. Ferrell)
9:54.0,LA Lakers full timeout,,30-47,,
9:36.0,J. Clarkson makes 2-pt shot from 9 ft,2,32-47,,
9:12.0,,,32-47,,N. Noel misses 2-pt shot from 6 ft
9:11.0,Defensive rebound by L. Nance,,32-47,,
9:03.0,T. Ennis misses 2-pt shot from 2 ft (block by N. Noel),,32-47,,
9:01.0,,,32-47,,Defensive rebound by D. Nowitzki
8:56.0,,,32-47,,D. Harris misses 2-pt shot from 3 ft (block by C. Brewer)
8:55.0,Defensive rebound by C. Brewer,,32-47,,
8:49.0,T. Ennis makes 2-pt shot from 1 ft,2,34-47,,
8:34.0,,,34-49,2,Y. Ferrell makes 2-pt shot from 15 ft
8:31.0,,,34-49,,Personal take foul by D. Harris (drawn by J. Clarkson)
8:31.0,,,34-49,,H. Barnes enters the game for D. Nowitzki
8:31.0,,,34-49,,S. Curry enters the game for D. Harris
8:31.0,,,34-49,,Q. Cook enters the game for Y. Ferrell
8:25.0,J. Clarkson makes 2-pt shot from 19 ft,2,36-49,,
8:05.0,,,36-49,,D. Finney-Smith misses 2-pt shot from 18 ft
8:04.0,Defensive rebound by T. Ennis,,36-49,,
7:52.0,L. Nance misses 2-pt shot from 20 ft,,36-49,,
7:51.0,,,36-49,,Defensive rebound by N. Noel
7:33.0,,,36-51,2,Q. Cook makes 2-pt shot from 18 ft
7:17.0,C. Brewer makes 2-pt shot from 10 ft (assist by T. Ennis),2,38-51,,
6:53.0,,,38-53,2,H. Barnes makes 2-pt shot from 18 ft (assist by Q. Cook)
6:43.0,J. Clarkson misses 3-pt shot from 24 ft,,38-53,,
6:42.0,,,38-53,,Defensive rebound by H. Barnes
6:35.0,Personal foul by C. Brewer (drawn by N. Noel),,38-53,,
6:35.0,,,38-53,,S. Mejri enters the game for N. Noel
6:35.0,,,38-53,,W. Matthews enters the game for D. Finney-Smith
6:35.0,D. Russell enters the game for L. Nance,,38-53,,
6:35.0,J. Randle enters the game for C. Brewer,,38-53,,
6:35.0,B. Ingram enters the game for T. Ennis,,38-53,,
6:20.0,,,38-56,3,W. Matthews makes 3-pt shot from 23 ft (assist by S. Curry)
6:01.0,J. Randle makes 2-pt shot from 1 ft (assist by D. Russell),2,40-56,,
5:44.0,,,40-59,3,W. Matthews makes 3-pt shot from 24 ft (assist by Q. Cook)
5:34.0,Offensive foul by J. Randle,,40-59,,
5:34.0,Turnover by J. Randle (offensive foul),,40-59,,
5:34.0,Official timeout,,40-59,,
5:34.0,N. Young enters the game for T. Black,,40-59,,
5:12.0,,,40-59,,Turnover by H. Barnes (bad pass; steal by D. Russell)
5:11.0,,,40-59,,Personal take foul by S. Curry (drawn by D. Russell)
4:58.0,J. Clarkson makes 3-pt shot from 24 ft (assist by B. Ingram),3,43-59,,
4:38.0,,,43-61,2,H. Barnes makes 2-pt shot from 8 ft
4:17.0,Turnover by J. Randle (lost ball; steal by Q. Cook),,43-61,,
4:00.0,,,43-64,3,S. Curry makes 3-pt shot from 25 ft (assist by W. Matthews)
3:46.0,B. Ingram misses 2-pt shot from 15 ft,,43-64,,
3:45.0,,,43-64,,Defensive rebound by S. Mejri
3:22.0,,,43-64,,S. Curry misses 3-pt shot from 24 ft
3:22.0,Defensive rebound by D. Russell,,43-64,,
3:13.0,N. Young misses 2-pt shot from 13 ft,,43-64,,
3:12.0,,,43-64,,Defensive rebound by H. Barnes
3:12.0,,,43-64,,Dallas full timeout
3:12.0,,,43-64,,Y. Ferrell enters the game for Q. Cook
3:12.0,,,43-64,,D. Nowitzki enters the game for S. Mejri
3:12.0,D. Nwaba enters the game for J. Clarkson,,43-64,,
2:56.0,,,43-64,,S. Curry misses 2-pt shot from 18 ft
2:55.0,Defensive rebound by J. Randle,,43-64,,
2:47.0,Shooting foul by S. Curry (drawn by D. Russell),,43-64,,
2:47.0,D. Russell makes free throw 1 of 2,1,44-64,,
2:47.0,D. Russell makes free throw 2 of 2,1,45-64,,
2:47.0,,,44-64,,D. Harris enters the game for S. Curry
2:26.0,,,45-64,,H. Barnes misses 2-pt shot from 13 ft
2:25.0,Defensive rebound by J. Randle,,45-64,,
2:12.0,D. Russell makes 2-pt shot from 20 ft,2,47-64,,
1:53.0,,,47-66,2,D. Nowitzki makes 2-pt shot from 13 ft
1:40.0,Shooting foul by Y. Ferrell (drawn by D. Nwaba),,47-66,,
1:40.0,D. Nwaba misses free throw 1 of 2,,47-66,,
1:40.0,Offensive rebound by Team,,47-66,,
1:40.0,D. Nwaba misses free throw 2 of 2,,47-66,,
1:39.0,,,47-66,,Defensive rebound by D. Nowitzki
1:25.0,,,47-66,,D. Nowitzki misses 2-pt shot from 16 ft
1:24.0,,,47-66,,Offensive rebound by H. Barnes
1:14.0,,,47-66,,W. Matthews misses 3-pt shot from 24 ft
1:13.0,Defensive rebound by J. Randle,,47-66,,
1:08.0,D. Russell misses 3-pt shot from 25 ft,,47-66,,
1:07.0,,,47-66,,Defensive rebound by H. Barnes
0:48.0,,,47-66,,Y. Ferrell misses 3-pt shot from 24 ft
0:47.0,Defensive rebound by J. Randle,,47-66,,
0:40.0,N. Young makes 3-pt shot from 25 ft (assist by J. Randle),3,50-66,,
0:40.0,,,50-66,,Dallas full timeout
0:33.0,,,50-66,,Shooting foul by D. Russell (drawn by D. Harris)
0:33.0,,,50-67,1,D. Harris makes free throw 1 of 2
0:33.0,,,50-68,1,D. Harris makes free throw 2 of 2
0:33.0,LA Lakers full timeout,,50-68,,
0:33.0,,,50-68,,N. Noel enters the game for D. Nowitzki
0:33.0,J. Clarkson enters the game for D. Nwaba,,50-68,,
0:12.0,B. Ingram misses 3-pt shot from 25 ft,,50-68,,
0:11.0,Offensive rebound by J. Randle,,50-68,,
0:09.0,Shooting foul by D. Harris (drawn by J. Randle),,50-68,,
0:09.0,J. Randle makes free throw 1 of 2,1,51-68,,
0:09.0,J. Randle makes free throw 2 of 2,1,52-68,,
0:09.0,,,51-68,,N. Brussino enters the game for D. Harris
0:03.0,,,52-70,2,H. Barnes makes 2-pt shot from 20 ft
0:03.0,,,52-70,,Shooting foul by B. Ingram (drawn by H. Barnes)
0:03.0,,,52-70,,H. Barnes misses free throw 1 of 1
0:02.0,Defensive rebound by J. Randle,,52-70,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,52-70,,Turnover by H. Barnes (bad pass; steal by D. Russell)
11:37.0,Shooting foul by W. Matthews (drawn by B. Ingram),,52-70,,
11:37.0,B. Ingram makes free throw 1 of 2,1,53-70,,
11:37.0,B. Ingram makes free throw 2 of 2,1,54-70,,
11:25.0,,,54-73,3,W. Matthews makes 3-pt shot from 25 ft (assist by D. Nowitzki)
11:11.0,N. Young misses 3-pt shot from 25 ft,,54-73,,
11:10.0,,,54-73,,Defensive rebound by D. Nowitzki
10:59.0,,,54-75,2,H. Barnes makes 2-pt shot from 2 ft (assist by Y. Ferrell)
10:59.0,,,54-75,,Shooting foul by B. Ingram (drawn by H. Barnes)
10:59.0,,,54-76,1,H. Barnes makes free throw 1 of 1
10:43.0,J. Randle misses 2-pt shot from 3 ft (block by D. Nowitzki),,54-76,,
10:43.0,Offensive rebound by Team,,54-76,,
10:36.0,J. Clarkson misses 2-pt shot from 16 ft,,54-76,,
10:35.0,,,54-76,,Defensive rebound by D. Nowitzki
10:27.0,Personal foul by J. Randle (drawn by Y. Ferrell),,54-76,,
10:11.0,,,54-78,2,S. Curry makes 2-pt shot from 4 ft (assist by Y. Ferrell)
9:49.0,D. Russell misses 2-pt shot from 8 ft,,54-78,,
9:48.0,,,54-78,,Defensive rebound by D. Nowitzki
9:42.0,,,54-80,2,S. Curry makes 2-pt shot from 6 ft
9:25.0,N. Young makes 3-pt shot from 24 ft (assist by B. Ingram),3,57-80,,
9:14.0,,,57-80,,Turnover by Y. Ferrell (lost ball)
9:01.0,Shooting foul by D. Nowitzki (drawn by J. Randle),,57-80,,
9:01.0,J. Randle misses free throw 1 of 2,,57-80,,
9:01.0,Offensive rebound by Team,,57-80,,
9:01.0,J. Randle makes free throw 2 of 2,1,58-80,,
8:50.0,,,58-80,,S. Curry misses 3-pt shot from 24 ft
8:49.0,Defensive rebound by N. Young,,58-80,,
8:35.0,J. Clarkson makes 3-pt shot from 25 ft (assist by J. Randle),3,61-80,,
8:15.0,,,61-82,2,Y. Ferrell makes 2-pt shot from 3 ft
8:04.0,B. Ingram misses 3-pt shot from 24 ft,,61-82,,
8:04.0,Offensive rebound by J. Randle,,61-82,,
8:02.0,J. Randle makes 2-pt shot at rim,2,63-82,,
7:44.0,,,63-85,3,Y. Ferrell makes 3-pt shot from 24 ft (assist by W. Matthews)
7:31.0,J. Randle misses 2-pt shot from 1 ft,,63-85,,
7:30.0,,,63-85,,Defensive rebound by D. Nowitzki
7:27.0,,,63-85,,Turnover by D. Nowitzki (lost ball; steal by D. Russell)
7:25.0,D. Russell makes 2-pt shot from 6 ft,2,65-85,,
7:06.0,,,65-85,,W. Matthews misses 2-pt shot from 16 ft
7:05.0,Defensive rebound by B. Ingram,,65-85,,
6:58.0,Turnover by B. Ingram (lost ball; steal by S. Curry),,65-85,,
6:48.0,,,65-85,,H. Barnes misses 2-pt shot from 1 ft
6:47.0,Defensive rebound by J. Randle,,65-85,,
6:39.0,N. Young makes 3-pt shot from 23 ft,3,68-85,,
6:20.0,,,68-85,,Shooting foul by D. Russell (drawn by Y. Ferrell)
6:20.0,,,68-86,1,Y. Ferrell makes free throw 1 of 2
6:20.0,,,68-87,1,Y. Ferrell makes free throw 2 of 2
6:20.0,,,68-86,,N. Noel enters the game for D. Nowitzki
6:00.0,N. Young misses 3-pt shot from 23 ft,,68-87,,
5:59.0,,,68-87,,Defensive rebound by W. Matthews
5:50.0,,,68-90,3,Y. Ferrell makes 3-pt shot from 23 ft (assist by N. Noel)
5:50.0,LA Lakers full timeout,,68-90,,
5:50.0,,,68-90,,D. Harris enters the game for Y. Ferrell
5:50.0,T. Black enters the game for J. Clarkson,,68-90,,
5:45.0,,,68-90,,Personal foul by D. Harris (drawn by B. Ingram)
5:23.0,D. Russell misses 3-pt shot from 25 ft,,68-90,,
5:22.0,,,68-90,,Defensive rebound by Team
5:04.0,,,68-93,3,W. Matthews makes 3-pt shot from 25 ft
4:50.0,T. Black misses 2-pt shot from 9 ft,,68-93,,
4:49.0,,,68-93,,Defensive rebound by N. Noel
4:40.0,,,68-93,,H. Barnes misses 2-pt shot from 3 ft
4:38.0,Defensive rebound by J. Randle,,68-93,,
4:26.0,N. Young misses 3-pt shot from 24 ft,,68-93,,
4:24.0,,,68-93,,Defensive rebound by W. Matthews
4:04.0,,,68-96,3,S. Curry makes 3-pt shot from 24 ft (assist by H. Barnes)
4:04.0,,,68-96,,Shooting foul by B. Ingram (drawn by S. Curry)
4:04.0,,,68-96,,S. Curry misses free throw 1 of 1
4:04.0,J. Clarkson enters the game for N. Young,,68-96,,
4:03.0,Defensive rebound by J. Randle,,68-96,,
3:47.0,J. Clarkson misses 3-pt shot from 24 ft,,68-96,,
3:46.0,Offensive rebound by T. Black,,68-96,,
3:44.0,Turnover by T. Black (bad pass),,68-96,,
3:23.0,,,68-96,,W. Matthews misses 3-pt shot from 25 ft
3:22.0,,,68-96,,Offensive rebound by N. Noel
3:12.0,,,68-96,,N. Noel misses 2-pt shot from 7 ft
3:11.0,Defensive rebound by J. Randle,,68-96,,
3:07.0,Turnover by T. Black (lost ball),,68-96,,
3:07.0,,,68-96,,Dallas full timeout
3:07.0,,,68-96,,Y. Ferrell enters the game for H. Barnes
3:07.0,,,68-96,,D. Nowitzki enters the game for S. Curry
3:07.0,L. Nance enters the game for T. Black,,68-96,,
2:48.0,,,68-96,,D. Harris misses 3-pt shot from 25 ft
2:47.0,,,68-96,,Offensive rebound by Y. Ferrell
2:43.0,,,68-99,3,W. Matthews makes 3-pt shot from 25 ft (assist by Y. Ferrell)
2:25.0,L. Nance makes 2-pt shot from 17 ft (assist by J. Randle),2,70-99,,
2:10.0,,,70-99,,Turnover by D. Harris (lost ball; steal by D. Russell)
2:06.0,B. Ingram makes 2-pt shot from 1 ft (assist by D. Russell),2,72-99,,
2:06.0,Shooting foul by N. Noel (drawn by B. Ingram),,72-99,,
2:06.0,B. Ingram misses free throw 1 of 1,,72-99,,
2:06.0,,,72-99,,D. Finney-Smith enters the game for W. Matthews
2:06.0,D. Nwaba enters the game for D. Russell,,72-99,,
2:06.0,,,72-99,,S. Curry enters the game for D. Harris
2:05.0,,,72-99,,Defensive rebound by D. Nowitzki
1:47.0,,,72-99,,N. Noel misses 2-pt shot at rim
1:46.0,Defensive rebound by D. Nwaba,,72-99,,
1:33.0,D. Nwaba misses 2-pt shot at rim (block by N. Noel),,72-99,,
1:31.0,,,72-99,,Defensive rebound by D. Nowitzki
1:22.0,,,72-99,,Turnover by S. Curry (bad pass; steal by J. Randle)
1:16.0,Turnover by B. Ingram (bad pass),,72-99,,
1:03.0,,,72-101,2,S. Curry makes 2-pt shot from 17 ft
0:44.0,L. Nance makes 2-pt shot at rim (assist by J. Randle),2,74-101,,
0:31.0,,,74-101,,N. Noel misses 2-pt shot from 1 ft (block by L. Nance)
0:30.0,Defensive rebound by B. Ingram,,74-101,,
0:11.0,Turnover by J. Clarkson (lost ball; steal by D. Finney-Smith),,74-101,,
0:09.0,,,74-103,2,D. Finney-Smith makes 2-pt shot at rim (assist by Y. Ferrell)
0:02.0,J. Clarkson misses 2-pt shot from 23 ft,,74-103,,
0:00.0,,,74-103,,Defensive rebound by N. Noel
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,C. Brewer misses 2-pt shot from 7 ft,,74-103,,
11:42.0,,,74-103,,Defensive rebound by D. Nowitzki
11:27.0,,,74-103,,D. Nowitzki misses 3-pt shot from 25 ft
11:26.0,Defensive rebound by T. Robinson,,74-103,,
11:18.0,T. Ennis makes 2-pt shot from 3 ft,2,76-103,,
11:12.0,,,76-103,,H. Barnes enters the game for D. Nowitzki
10:55.0,,,76-105,2,Y. Ferrell makes 2-pt shot from 5 ft
10:42.0,J. Clarkson makes 2-pt shot from 5 ft,2,78-105,,
10:27.0,,,78-105,,Y. Ferrell misses 3-pt shot from 24 ft
10:26.0,Defensive rebound by T. Robinson,,78-105,,
10:15.0,T. Ennis misses 2-pt shot from 3 ft,,78-105,,
10:13.0,,,78-105,,Defensive rebound by N. Noel
9:58.0,,,78-105,,Turnover by H. Barnes (lost ball)
9:53.0,C. Brewer makes 2-pt shot from 1 ft (assist by T. Ennis),2,80-105,,
9:52.0,,,80-105,,Dallas full timeout
9:50.0,,,80-105,,Turnover by S. Curry (lost ball)
9:36.0,C. Brewer makes 2-pt shot from 10 ft (assist by T. Ennis),2,82-105,,
9:09.0,,,82-105,,H. Barnes misses 2-pt shot from 8 ft
9:08.0,,,82-105,,Offensive rebound by N. Noel
9:08.0,,,82-105,,Shooting foul by T. Robinson (drawn by N. Noel)
9:08.0,,,82-105,,N. Noel misses free throw 1 of 2
9:08.0,,,82-105,,Offensive rebound by Team
9:08.0,,,82-106,1,N. Noel makes free throw 2 of 2
9:00.0,C. Brewer misses 3-pt shot from 26 ft,,82-106,,
8:56.0,,,82-106,,Defensive rebound by N. Noel
8:49.0,,,82-109,3,S. Curry makes 3-pt shot from 25 ft
8:32.0,T. Robinson misses 2-pt shot from 3 ft,,82-109,,
8:31.0,,,82-109,,Defensive rebound by S. Curry
8:22.0,,,82-111,2,N. Noel makes 2-pt shot from 2 ft (assist by S. Curry)
8:06.0,,,82-111,,D. Powell enters the game for N. Noel
8:06.0,,,82-111,,Q. Cook enters the game for Y. Ferrell
8:02.0,L. Nance makes 2-pt shot from 8 ft (assist by J. Clarkson),2,84-111,,
7:47.0,,,84-111,,H. Barnes misses 3-pt shot from 24 ft
7:46.0,Defensive rebound by T. Robinson,,84-111,,
7:34.0,J. Clarkson makes 2-pt shot from 5 ft,2,86-111,,
7:22.0,,,86-111,,Turnover by D. Powell (bad pass; steal by C. Brewer)
7:10.0,T. Ennis makes 2-pt shot from 2 ft,2,88-111,,
6:48.0,,,88-111,,S. Curry misses 2-pt shot from 19 ft
6:47.0,Defensive rebound by T. Robinson,,88-111,,
6:35.0,T. Ennis makes 2-pt shot from 2 ft,2,90-111,,
6:35.0,,,90-111,,Dallas full timeout
6:35.0,,,90-111,,Y. Ferrell enters the game for S. Curry
6:31.0,,,90-111,,Turnover by Y. Ferrell (lost ball; steal by T. Robinson)
6:31.0,Jump ball: Y. Ferrell vs. T. Robinson (C. Brewer gains possession),,,,Jump ball: Y. Ferrell vs. T. Robinson (C. Brewer gains possession)
6:25.0,J. Clarkson misses 3-pt shot from 24 ft,,90-111,,
6:14.0,Offensive rebound by Team,,90-111,,
6:14.0,Jump ball: Y. Ferrell vs. L. Nance (T. Robinson gains possession),,,,Jump ball: Y. Ferrell vs. L. Nance (T. Robinson gains possession)
5:55.0,C. Brewer makes 3-pt shot from 24 ft (assist by T. Ennis),3,93-111,,
5:30.0,,,93-114,3,Q. Cook makes 3-pt shot from 24 ft
5:20.0,Turnover by T. Ennis (bad pass; steal by D. Powell),,93-114,,
5:15.0,,,93-114,,Q. Cook misses 2-pt shot from 2 ft
5:13.0,Defensive rebound by T. Robinson,,93-114,,
5:05.0,L. Nance makes 2-pt shot at rim (assist by J. Clarkson),2,95-114,,
4:50.0,Personal foul by J. Clarkson (drawn by Y. Ferrell),,95-114,,
4:50.0,D. Russell enters the game for J. Clarkson,,95-114,,
4:50.0,B. Ingram enters the game for L. Nance,,95-114,,
4:50.0,J. Randle enters the game for C. Brewer,,95-114,,
4:40.0,,,95-114,,H. Barnes misses 3-pt shot from 25 ft
4:39.0,Defensive rebound by T. Robinson,,95-114,,
4:31.0,Shooting foul by H. Barnes (drawn by D. Russell),,95-114,,
4:31.0,D. Russell makes free throw 1 of 2,1,96-114,,
4:31.0,,,96-114,,Dallas full timeout
4:31.0,D. Russell makes free throw 2 of 2,1,97-114,,
4:25.0,Personal foul by T. Ennis (drawn by H. Barnes),,97-114,,
4:20.0,Personal foul by J. Randle (drawn by Y. Ferrell),,97-114,,
4:09.0,,,97-117,3,Q. Cook makes 3-pt shot from 25 ft
3:58.0,T. Robinson misses 2-pt shot from 3 ft (block by D. Powell),,97-117,,
3:56.0,Offensive rebound by B. Ingram,,97-117,,
3:41.0,T. Ennis misses 3-pt shot from 25 ft,,97-117,,
3:40.0,,,97-117,,Defensive rebound by D. Finney-Smith
3:32.0,,,97-117,,Shooting foul by T. Robinson (drawn by H. Barnes)
3:32.0,,,97-117,,H. Barnes misses free throw 1 of 2
3:32.0,,,97-117,,Offensive rebound by Team
3:32.0,,,97-118,1,H. Barnes makes free throw 2 of 2
3:32.0,D. Nwaba enters the game for T. Robinson,,97-117,,
